assessment_id	dimension	delta	baseline_value	perturbed_value	baseline_strength	perturbed_strength	baseline_confidence	perturbed_confidence	baseline_status	perturbed_status	direct_decision_changed	skip_one_decision_changed
R14-ASSOC-027	D2	-1	1	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-027	D2	1	1	2	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-027	D3	-1	1	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-027	D3	1	1	2	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-027	D4	-1	2	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-027	D4	1	2	2	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-027	D5	-1	0	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-027	D5	1	0	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-027	D6	-1	0	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-027	D6	1	0	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-027	D7	-1	0	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-027	D7	1	0	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-028	D1	-1	0	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-028	D1	1	0	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-028	D2	-1	1	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-028	D2	1	1	2	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-028	D3	-1	1	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-028	D3	1	1	2	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-028	D4	-1	2	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-028	D4	1	2	2	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-028	D5	-1	0	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-028	D5	1	0	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-028	D6	-1	0	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-028	D6	1	0	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-028	D7	-1	0	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-028	D7	1	0	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-029	D1	-1	0	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-029	D1	1	0	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-029	D2	-1	1	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-029	D2	1	1	2	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-029	D3	-1	1	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-029	D3	1	1	2	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-029	D4	-1	2	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-029	D4	1	2	2	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-029	D5	-1	1	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-029	D5	1	1	2	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-029	D6	-1	0	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-029	D6	1	0	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-029	D7	-1	0	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-029	D7	1	0	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-030	D1	-1	0	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-030	D1	1	0	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-030	D2	-1	1	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-030	D2	1	1	2	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-030	D3	-1	1	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-030	D3	1	1	2	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-030	D4	-1	1	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-030	D4	1	1	2	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-030	D5	-1	1	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-030	D5	1	1	2	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-030	D6	-1	0	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-030	D6	1	0	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-030	D7	-1	0	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-030	D7	1	0	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-031	D1	-1	0	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-031	D1	1	0	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-031	D2	-1	1	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-031	D2	1	1	2	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-031	D3	-1	1	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-031	D3	1	1	2	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-031	D4	-1	2	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-031	D4	1	2	2	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-031	D5	-1	1	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-031	D5	1	1	2	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-031	D6	-1	0	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-031	D6	1	0	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-031	D7	-1	0	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-031	D7	1	0	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-032	D1	-1	0	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-032	D1	1	0	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-032	D2	-1	1	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-032	D2	1	1	2	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-032	D3	-1	1	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-032	D3	1	1	2	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-032	D4	-1	2	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-032	D4	1	2	2	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-032	D5	-1	0	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-032	D5	1	0	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-032	D6	-1	0	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-032	D6	1	0	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-032	D7	-1	0	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-032	D7	1	0	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-033	D1	-1	0	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-033	D1	1	0	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-033	D2	-1	1	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-033	D2	1	1	2	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-033	D3	-1	1	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-033	D3	1	1	2	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-033	D4	-1	2	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-033	D4	1	2	2	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-033	D5	-1	0	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-033	D5	1	0	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-033	D6	-1	0	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-033	D6	1	0	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-033	D7	-1	0	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-033	D7	1	0	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-034	D1	-1	0	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-034	D1	1	0	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-034	D2	-1	1	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-034	D2	1	1	2	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-034	D3	-1	1	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-034	D3	1	1	2	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-034	D4	-1	2	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-034	D4	1	2	2	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-034	D5	-1	0	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-034	D5	1	0	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-034	D6	-1	0	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-034	D6	1	0	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-034	D7	-1	0	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-034	D7	1	0	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-035	D1	-1	0	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-035	D1	1	0	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-035	D2	-1	1	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-035	D2	1	1	2	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-035	D3	-1	1	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-035	D3	1	1	2	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-035	D4	-1	1	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-035	D4	1	1	2	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-035	D5	-1	0	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-035	D5	1	0	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-035	D6	-1	0	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-035	D6	1	0	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-035	D7	-1	0	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-035	D7	1	0	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
