source_ordinal	surface_id	trace_root_legacy_id	edge_id_count	edge_label_count	branch_id_count	declared_edge_count	pairability	hold_reason
9990	SURF-VAM20K-03188	TRN-OBJ-10EC842A357193	11	5	5	11	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
9991	SURF-VAM20K-03189	TRN-OBJ-F14E1CE549C3AF	12	5	5	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
9992	SURF-VAM20K-03190	TRN-OBJ-F5429186A66220	13	6	6	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
9993	SURF-VAM20K-03191	TRN-OBJ-5995F579C9CEF6	11	6	6	11	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
9994	SURF-VAM20K-03192	TRN-OBJ-AA0E929F0EACEC	12	6	6	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
9995	SURF-VAM20K-03193	TRN-OBJ-C79A24E6A864C0	10	5	5	10	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
9996	SURF-VAM20K-03194	TRN-OBJ-1AC9EEB46297B9	12	6	6	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
9997	SURF-VAM20K-03195	TRN-OBJ-D574BFD0AF9006	13	6	6	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
9998	SURF-VAM20K-03196	TRN-OBJ-2503ACD8C0AF66	12	6	6	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
9999	SURF-VAM20K-03197	TRN-OBJ-6B3C3FA02EC826	11	4	4	11	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10000	SURF-VAM20K-03198	TRN-OBJ-287D221174C3D8	11	6	6	11	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10001	SURF-YRGAP-REGION-0097	TRN-OBJ-FB7245A88481C9	11	6	6	11	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10002	SURF-CAW2026R03053	TRN-OBJ-396A622F118C30	4	3	3	4	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10003	SURF-CAW2026R03054	TRN-OBJ-8E77D72A71C206	4	3	3	4	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10004	SURF-CAW2026R03055	TRN-OBJ-52A1094DEDC605	4	3	3	4	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10005	SURF-CCE2026R00837	TRN-OBJ-E72D0ECA80C4E4	5	4	4	5	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10006	SURF-CCT2026R01295	TRN-OBJ-AC22CB21C2BFA8	5	4	4	5	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10007	SURF-CCT2026R03883	TRN-OBJ-19762536257AB3	4	3	3	4	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10008	SURF-CCT2026R04080	TRN-OBJ-94B2EAC254663D	4	3	3	4	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10009	SURF-CCT2026R04081	TRN-OBJ-C572698309C074	4	3	3	4	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10010	SURF-CCT2026R04082	TRN-OBJ-9B57DBC60B5756	4	3	3	4	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10011	SURF-CRB2026V2R0626	TRN-OBJ-453BB5996810DB	3	3	3	3	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10012	SURF-CRB2026V2R0627	TRN-OBJ-B2F43E758442C1	3	3	3	3	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10013	SURF-CRB2026V3R00232	TRN-OBJ-CB5B7CC14FB709	4	3	3	4	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10014	SURF-CSPTRACE2026R0028	TRN-OBJ-60ABE8719C6495	4	4	4	4	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10015	SURF-CSPTRACE2026R0029	TRN-OBJ-4AD7B3B867CF58	4	4	4	4	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10016	SURF-DGITRACE2026R0048	TRN-OBJ-5FDC80BD00223D	4	3	3	4	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10017	SURF-DGITRACE2026R0049	TRN-OBJ-178CF61893FC5B	2	2	2	2	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10018	SURF-DNZPOSTR029	TRN-OBJ-90B4C19EC6DE52	8	8	8	8	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10019	SURF-GAPIT2026R033	TRN-OBJ-34C34A872607F1	8	8	8	8	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10020	SURF-GSU2026R034	TRN-OBJ-57B6DBBCBC071B	8	8	8	8	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10021	SURF-GSU2026R035	TRN-OBJ-C11B05AFFB5F7A	8	8	8	8	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10022	SURF-LOCTRACE2026ID04C7690DB1BCF	TRN-OBJ-D04C7690DB1BCF	15	6	6	15	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10023	SURF-LPC2026R007	TRN-OBJ-DD623E4C9E6FEC	7	7	7	7	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10024	SURF-LPC2026R008	TRN-OBJ-C228CB0D9DED8B	7	7	7	7	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10025	SURF-NBPOSTERTRACE2026V1R0023	TRN-OBJ-C3E615F5923CBE	5	5	5	5	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10026	SURF-NBPOSTERTRACE2026V1R0036	TRN-OBJ-08593EFF62B11C	5	5	5	5	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10027	SURF-NBPOSTERTRACE2026V1R0050	TRN-OBJ-CEBA72971456A2	5	5	5	5	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10028	SURF-NBPOSTERTRACE2026V1R0142	TRN-OBJ-9EBD3F6FDB88FA	5	5	5	5	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10029	SURF-NBPOSTERTRACE2026V1R0201	TRN-OBJ-C809B416A7FBA6	5	5	5	5	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10030	SURF-NBPOSTERTRACE2026V1R0225	TRN-OBJ-A1ADA48E00EF6C	5	5	5	5	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10031	SURF-NBPOSTERTRACE2026V1R0246	TRN-OBJ-D93FE12538EE1E	5	5	5	5	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10032	SURF-NBPOSTERTRACE2026V1R0255	TRN-OBJ-DD9041E967990D	5	5	5	5	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10033	SURF-NBPOSTERTRACE2026V2R0040	TRN-OBJ-2D8DE73E8C39E4	5	5	5	5	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10034	SURF-NBPOSTERTRACE2026V2R0067	TRN-OBJ-E90CF67DF98669	5	5	5	5	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10035	SURF-NBPOSTERTRACE2026V2R0086	TRN-OBJ-7BF575D263EC36	5	5	5	5	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10036	SURF-NBPOSTERTRACE2026V2R0097	TRN-OBJ-2E278CC61DAC5B	5	5	5	5	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10037	SURF-NBPOSTERTRACE2026V2R0155	TRN-OBJ-08EE918C90BBDA	5	5	5	5	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10038	SURF-NMKTRACE2026R00477	TRN-OBJ-C6BA68C13C1369	7	5	5	7	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10039	SURF-VAM20K-00662	TRN-OBJ-63AA3CE9CF2A09	11	6	6	11	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10040	SURF-VAM20K-00663	TRN-OBJ-95B2216561FDA8	12	5	5	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10041	SURF-VAM20K-00664	TRN-OBJ-BDC816E0BE607D	11	6	6	11	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10042	SURF-VAM20K-00665	TRN-OBJ-CF5E38769DAE85	12	5	5	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10043	SURF-VAM20K-00666	TRN-OBJ-4BE7B958B61ABC	11	6	6	11	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10044	SURF-VAM20K-00667	TRN-OBJ-36E7D233AA1A65	13	5	5	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10045	SURF-VAM20K-00668	TRN-OBJ-9E3B83DCA6D1D9	11	5	5	11	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10046	SURF-VAM20K-00669	TRN-OBJ-D54DAD9BE09469	9	4	4	9	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10047	SURF-VAM20K-00670	TRN-OBJ-D6AA9964B93EDA	12	6	6	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10048	SURF-VAM20K-00671	TRN-OBJ-EC3668F60EC794	12	6	6	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10049	SURF-VAM20K-00672	TRN-OBJ-4752D55B8229C8	11	5	5	11	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10050	SURF-VAM20K-00673	TRN-OBJ-D6225F2EFD914D	10	5	5	10	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10051	SURF-VAM20K-00674	TRN-OBJ-555499B16D5054	10	5	5	10	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10052	SURF-VAM20K-00675	TRN-OBJ-2C45D92266FA6B	9	4	4	9	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10053	SURF-VAM20K-00676	TRN-OBJ-31E6E41E4937F6	9	4	4	9	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10054	SURF-VAM20K-00677	TRN-OBJ-46C378D9959415	9	4	4	9	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10055	SURF-VAM20K-00678	TRN-OBJ-26617A3A7FE54A	10	4	4	10	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10056	SURF-VAM20K-00679	TRN-OBJ-DD72E6A8810816	11	5	5	11	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10057	SURF-VAM20K-00680	TRN-OBJ-15C9DAF5698C8C	10	4	4	10	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10058	SURF-VAM20K-00681	TRN-OBJ-3280F72E7EC639	10	4	4	10	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10059	SURF-VAM20K-00682	TRN-OBJ-65539278E82A15	11	5	5	11	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10060	SURF-VAM20K-00683	TRN-OBJ-0A10AD3AD75A54	12	5	5	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10061	SURF-VAM20K-00684	TRN-OBJ-81E180A6241989	12	5	5	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10062	SURF-VAM20K-00685	TRN-OBJ-C7AB8A617F0853	12	5	5	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10063	SURF-VAM20K-00686	TRN-OBJ-49B611003A3993	13	6	6	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10064	SURF-VAM20K-00687	TRN-OBJ-DD24CFF8C2312E	13	5	5	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10065	SURF-VAM20K-00688	TRN-OBJ-20266CAC069993	11	5	5	11	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10066	SURF-VAM20K-00689	TRN-OBJ-FB6BB1AC7D7A96	10	4	4	10	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10067	SURF-VAM20K-00690	TRN-OBJ-774E83A7E30029	11	5	5	11	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10068	SURF-VAM20K-00691	TRN-OBJ-6BFD3A837A05A3	9	4	4	9	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10069	SURF-VAM20K-00692	TRN-OBJ-0DBD4B17607473	9	4	4	9	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10070	SURF-VAM20K-00693	TRN-OBJ-557CF671B47903	10	4	4	10	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10071	SURF-VAM20K-00694	TRN-OBJ-D245E5A61B8312	13	5	5	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10072	SURF-VAM20K-00695	TRN-OBJ-AFA6A7A2B14B8E	13	5	5	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10073	SURF-VAM20K-00696	TRN-OBJ-5BAF9DC301B511	13	5	5	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10074	SURF-VAM20K-00697	TRN-OBJ-144542DDE6D3BC	12	5	5	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10075	SURF-VAM20K-00698	TRN-OBJ-A097E03D4E0759	11	5	5	11	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10076	SURF-VAM20K-00699	TRN-OBJ-256582D7F37C26	10	5	5	10	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10077	SURF-VAM20K-00700	TRN-OBJ-322004269FA529	10	4	4	10	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10078	SURF-VAM20K-00701	TRN-OBJ-4B8864C0C84DE2	10	4	4	10	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10079	SURF-VAM20K-00702	TRN-OBJ-22955D64A99C7D	12	5	5	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10080	SURF-VAM20K-00703	TRN-OBJ-247973D79D313A	12	5	5	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10081	SURF-VAM20K-00704	TRN-OBJ-CB19DBE0777885	11	4	4	11	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10082	SURF-VAM20K-00705	TRN-OBJ-EF63A3A92DDF3A	10	4	4	10	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10083	SURF-VAM20K-00706	TRN-OBJ-0359FE8F91F25B	10	5	5	10	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10084	SURF-VAM20K-00707	TRN-OBJ-68E3FDC708933F	10	4	4	10	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10085	SURF-VAM20K-00708	TRN-OBJ-91ADAC87A9B6BD	13	5	5	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10086	SURF-VAM20K-00710	TRN-OBJ-A4F3D0CD94AB3E	10	4	4	10	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10087	SURF-VAM20K-00711	TRN-OBJ-1932BA6AA237FE	13	5	5	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10088	SURF-VAM20K-00712	TRN-OBJ-3AD3CB1F1EB167	10	4	4	10	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10089	SURF-VAM20K-00713	TRN-OBJ-6E760BC0B38F72	11	5	5	11	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10090	SURF-VAM20K-00714	TRN-OBJ-E4EB2945CC2EAF	18	6	6	18	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10091	SURF-VAM20K-00715	TRN-OBJ-C47B13179124AC	12	5	5	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10092	SURF-VAM20K-00716	TRN-OBJ-072F198FA318A1	15	5	5	15	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10093	SURF-VAM20K-00717	TRN-OBJ-18CE04B16CBDE7	10	4	4	10	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10094	SURF-VAM20K-00718	TRN-OBJ-33671C5E666E62	15	5	5	15	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10095	SURF-VAM20K-00719	TRN-OBJ-4D32637CD4D38C	15	5	5	15	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10096	SURF-VAM20K-00720	TRN-OBJ-93D62FC6B62713	12	5	5	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10097	SURF-VAM20K-00721	TRN-OBJ-0CE577455EEADF	14	6	6	14	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10098	SURF-VAM20K-00722	TRN-OBJ-D6397AE0C8325C	14	5	5	14	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10099	SURF-VAM20K-00723	TRN-OBJ-AC912FB019C5AE	13	5	5	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10100	SURF-VAM20K-00724	TRN-OBJ-1C584804153E4A	13	5	5	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10101	SURF-VAM20K-00725	TRN-OBJ-4628F37DDFA5C1	13	5	5	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10102	SURF-VAM20K-00726	TRN-OBJ-2CE709392C274A	12	5	5	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10103	SURF-VAM20K-00727	TRN-OBJ-79862CF1BADB85	12	5	5	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10104	SURF-VAM20K-00728	TRN-OBJ-48433455C37EC3	15	6	6	15	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10105	SURF-VAM20K-00729	TRN-OBJ-C0A8E8D84A82E3	15	6	6	15	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10106	SURF-VAM20K-00730	TRN-OBJ-519ACAD914B51A	11	5	5	11	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10107	SURF-VAM20K-00731	TRN-OBJ-44DE18BA749820	13	6	6	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10108	SURF-VAM20K-00732	TRN-OBJ-43ED2CBB76F3FE	11	5	5	11	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10109	SURF-VAM20K-00733	TRN-OBJ-F05D3BE4A26F40	14	6	6	14	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10110	SURF-VAM20K-00734	TRN-OBJ-B519478ED8B27A	15	6	6	15	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10111	SURF-VAM20K-00735	TRN-OBJ-B6B7FAC39668B4	15	5	5	15	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10112	SURF-VAM20K-00736	TRN-OBJ-271268A19CBC1F	17	6	6	17	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10113	SURF-VAM20K-00737	TRN-OBJ-E8F03EA2EA5071	14	5	5	14	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10114	SURF-VAM20K-00738	TRN-OBJ-127F25E7210F5A	13	5	5	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10115	SURF-VAM20K-00739	TRN-OBJ-22B35C80658C60	16	6	6	16	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10116	SURF-VAM20K-00740	TRN-OBJ-43F4B3AF7DD378	11	5	5	11	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10117	SURF-VAM20K-00741	TRN-OBJ-FF3F10141E4CA1	11	5	5	11	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10118	SURF-VAM20K-00742	TRN-OBJ-0B0987B2C0C029	10	4	4	10	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10119	SURF-VAM20K-00743	TRN-OBJ-AE3983B390710A	15	6	6	15	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10120	SURF-VAM20K-00744	TRN-OBJ-DCAA095BCDE032	10	4	4	10	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10121	SURF-VAM20K-00745	TRN-OBJ-3201040AE179C8	13	5	5	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10122	SURF-VAM20K-00746	TRN-OBJ-C08F8C37C9DAAC	13	5	5	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10123	SURF-VAM20K-00747	TRN-OBJ-987F2232B3703C	14	6	6	14	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10124	SURF-VAM20K-00748	TRN-OBJ-65A6D948F8D1D5	14	5	5	14	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10125	SURF-VAM20K-00749	TRN-OBJ-7602C0E8496C37	12	5	5	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10126	SURF-VAM20K-00750	TRN-OBJ-829ED280A5A0CA	13	5	5	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10127	SURF-VAM20K-00751	TRN-OBJ-96DF4504960F27	12	5	5	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10128	SURF-VAM20K-00752	TRN-OBJ-8057F7FB4F49F7	13	5	5	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10129	SURF-VAM20K-00753	TRN-OBJ-55D70E56CE1ED9	13	5	5	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10130	SURF-VAM20K-00754	TRN-OBJ-B9855DCB34935D	13	5	5	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10131	SURF-VAM20K-00755	TRN-OBJ-1B1D80456B9FB6	12	5	5	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10132	SURF-VAM20K-00756	TRN-OBJ-A8A360548AECA8	13	5	5	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10133	SURF-VAM20K-00757	TRN-OBJ-3895BBB454EBC5	12	5	5	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10134	SURF-VAM20K-00758	TRN-OBJ-89C681D8DA1260	16	6	6	16	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10135	SURF-VAM20K-00759	TRN-OBJ-99A827D53EF116	13	6	6	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10136	SURF-VAM20K-00760	TRN-OBJ-834BB4D079F561	13	5	5	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10137	SURF-VAM20K-00761	TRN-OBJ-5F0854527240B1	12	5	5	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10138	SURF-VAM20K-00762	TRN-OBJ-F363DBCDF2C4AF	12	4	4	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10139	SURF-VAM20K-00763	TRN-OBJ-AD81836B05FE55	11	4	4	11	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10140	SURF-VAM20K-00764	TRN-OBJ-FA3DD2E59491A6	13	6	6	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10141	SURF-VAM20K-00765	TRN-OBJ-BD3D2BCCCE2830	12	5	5	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10142	SURF-VAM20K-00766	TRN-OBJ-94B0556B11E1F1	15	6	6	15	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10143	SURF-VAM20K-00767	TRN-OBJ-8FF44933A55B97	16	6	6	16	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
10144	SURF-VAM20K-00768	TRN-OBJ-5E3D8C80FC367A	11	4	4	11	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
