folder_id	surface_id	surface_ordinal
FOL-MEDIUM-POSTER	SURF-NBPOSTERTRACE2026V2R0189	6947
FOL-REGION-NORWAY	SURF-NBPOSTERTRACE2026V2R0196	6948
FOL-THEME-MIDCENTURY-MODERN-GRAPHIC-COMMUNICATION	SURF-NBPOSTERTRACE2026V2R0196	6948
FOL-MEDIUM-POSTER	SURF-NBPOSTERTRACE2026V2R0196	6948
FOL-REGION-DENMARK	SURF-NMKTRACE2026R00505	6949
FOL-THEME-MIDCENTURY-MODERN-GRAPHIC-COMMUNICATION	SURF-NMKTRACE2026R00505	6949
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-NMKTRACE2026R00505	6949
FOL-REGION-JAPAN	SURF-VAM20K-02991	6950
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-VAM20K-02991	6950
FOL-MEDIUM-POSTER	SURF-VAM20K-02991	6950
FOL-REGION-JAPAN	SURF-VAM20K-02992	6951
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-VAM20K-02992	6951
FOL-MEDIUM-POSTER	SURF-VAM20K-02992	6951
FOL-REGION-POLAND	SURF-VAM20K-02993	6952
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-VAM20K-02993	6952
FOL-MEDIUM-POSTER	SURF-VAM20K-02993	6952
FOL-REGION-POLAND	SURF-VAM20K-02994	6953
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-VAM20K-02994	6953
FOL-MEDIUM-POSTER	SURF-VAM20K-02994	6953
FOL-REGION-POLAND	SURF-VAM20K-02995	6954
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-VAM20K-02995	6954
FOL-MEDIUM-POSTER	SURF-VAM20K-02995	6954
FOL-REGION-POLAND	SURF-VAM20K-02996	6955
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-VAM20K-02996	6955
FOL-MEDIUM-POSTER	SURF-VAM20K-02996	6955
FOL-REGION-GERMANY	SURF-VAM20K-02997	6956
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-VAM20K-02997	6956
FOL-MEDIUM-POSTER	SURF-VAM20K-02997	6956
FOL-REGION-GERMANY	SURF-VAM20K-02998	6957
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-VAM20K-02998	6957
FOL-MEDIUM-POSTER	SURF-VAM20K-02998	6957
FOL-REGION-UNITED-STATES	SURF-VAM20K-03239	6958
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-VAM20K-03239	6958
FOL-MEDIUM-POSTER	SURF-VAM20K-03239	6958
FOL-REGION-JAPAN	SURF-YRGAP-REGION-0073	6959
FOL-THEME-MIDCENTURY-MODERN-GRAPHIC-COMMUNICATION	SURF-YRGAP-REGION-0073	6959
FOL-MEDIUM-POSTER	SURF-YRGAP-REGION-0073	6959
FOL-REGION-SWITZERLAND	SURF-YRGAP-REGION-0083	6960
FOL-THEME-MIDCENTURY-MODERN-GRAPHIC-COMMUNICATION	SURF-YRGAP-REGION-0083	6960
FOL-MEDIUM-POSTER	SURF-YRGAP-REGION-0083	6960
FOL-REGION-CHILE	SURF-BNDCLTRACE2026V1R0034	6961
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-BNDCLTRACE2026V1R0034	6961
FOL-MEDIUM-POSTER	SURF-BNDCLTRACE2026V1R0034	6961
FOL-REGION-CHILE	SURF-BNDCLTRACE2026V1R0072	6962
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-BNDCLTRACE2026V1R0072	6962
FOL-MEDIUM-POSTER	SURF-BNDCLTRACE2026V1R0072	6962
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CAW2026R00217	6963
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CAW2026R00217	6963
FOL-REGION-AUSTRIA	SURF-CAW2026R00217	6963
FOL-REGION-BENIN	SURF-CAW2026R02691	6964
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CAW2026R02691	6964
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CAW2026R02691	6964
FOL-REGION-CAPE-VERDE	SURF-CAW2026R02692	6965
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CAW2026R02692	6965
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CAW2026R02692	6965
FOL-REGION-CAPE-VERDE	SURF-CAW2026R02693	6966
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CAW2026R02693	6966
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CAW2026R02693	6966
FOL-REGION-NIGERIA	SURF-CAW2026R02694	6967
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CAW2026R02694	6967
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CAW2026R02694	6967
FOL-REGION-ALBANIA	SURF-CAW2026R02695	6968
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CAW2026R02695	6968
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CAW2026R02695	6968
FOL-REGION-GEORGIA	SURF-CAW2026R02696	6969
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CAW2026R02696	6969
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CAW2026R02696	6969
FOL-REGION-SERBIA	SURF-CAW2026R02697	6970
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CAW2026R02697	6970
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CAW2026R02697	6970
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CAW2026R02698	6971
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CAW2026R02698	6971
FOL-REGION-INDONESIA	SURF-CAW2026R02698	6971
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CAW2026R02699	6972
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CAW2026R02699	6972
FOL-REGION-RWANDA	SURF-CAW2026R02699	6972
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CAW2026R02700	6973
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CAW2026R02700	6973
FOL-REGION-RWANDA	SURF-CAW2026R02700	6973
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CAW2026R02701	6974
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CAW2026R02701	6974
FOL-REGION-RWANDA	SURF-CAW2026R02701	6974
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CAW2026R02702	6975
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CAW2026R02702	6975
FOL-REGION-RWANDA	SURF-CAW2026R02702	6975
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CAW2026R02703	6976
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CAW2026R02703	6976
FOL-REGION-RWANDA	SURF-CAW2026R02703	6976
FOL-REGION-LATIN-AMERICA	SURF-CAW2026R02704	6977
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CAW2026R02704	6977
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CAW2026R02704	6977
FOL-REGION-LATIN-AMERICA	SURF-CAW2026R02705	6978
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CAW2026R02705	6978
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CAW2026R02705	6978
FOL-REGION-LATIN-AMERICA	SURF-CAW2026R02706	6979
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CAW2026R02706	6979
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CAW2026R02706	6979
FOL-REGION-LATIN-AMERICA	SURF-CAW2026R02707	6980
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CAW2026R02707	6980
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CAW2026R02707	6980
FOL-REGION-LATIN-AMERICA	SURF-CAW2026R02708	6981
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CAW2026R02708	6981
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CAW2026R02708	6981
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CAW2026R02710	6982
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CAW2026R02710	6982
FOL-REGION-RWANDA	SURF-CAW2026R02710	6982
FOL-REGION-INDONESIA	SURF-CAW2026R02713	6983
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CAW2026R02713	6983
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CAW2026R02713	6983
FOL-REGION-INDONESIA	SURF-CAW2026R02714	6984
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CAW2026R02714	6984
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CAW2026R02714	6984
FOL-REGION-PERU	SURF-CCE2026R00640	6985
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCE2026R00640	6985
FOL-MEDIUM-ADVERTISEMENT	SURF-CCE2026R00640	6985
FOL-REGION-PERU	SURF-CCE2026R00653	6986
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCE2026R00653	6986
FOL-MEDIUM-ADVERTISEMENT	SURF-CCE2026R00653	6986
FOL-REGION-PERU	SURF-CCE2026R00657	6987
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCE2026R00657	6987
FOL-MEDIUM-ADVERTISEMENT	SURF-CCE2026R00657	6987
FOL-REGION-PERU	SURF-CCE2026R00658	6988
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCE2026R00658	6988
FOL-MEDIUM-ADVERTISEMENT	SURF-CCE2026R00658	6988
FOL-REGION-PERU	SURF-CCE2026R00659	6989
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCE2026R00659	6989
FOL-MEDIUM-ADVERTISEMENT	SURF-CCE2026R00659	6989
FOL-REGION-PERU	SURF-CCE2026R00660	6990
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCE2026R00660	6990
FOL-MEDIUM-ADVERTISEMENT	SURF-CCE2026R00660	6990
FOL-REGION-PERU	SURF-CCE2026R00661	6991
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCE2026R00661	6991
FOL-MEDIUM-ADVERTISEMENT	SURF-CCE2026R00661	6991
FOL-REGION-PERU	SURF-CCE2026R00662	6992
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCE2026R00662	6992
FOL-MEDIUM-ADVERTISEMENT	SURF-CCE2026R00662	6992
FOL-REGION-AOTEAROA-NEW-ZEALAND	SURF-CCE2026R00663	6993
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCE2026R00663	6993
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCE2026R00663	6993
FOL-REGION-ALGERIA	SURF-CCT2026R00244	6994
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R00244	6994
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R00244	6994
FOL-REGION-ALGERIA	SURF-CCT2026R00245	6995
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R00245	6995
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R00245	6995
FOL-REGION-ALGERIA	SURF-CCT2026R00246	6996
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R00246	6996
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R00246	6996
FOL-REGION-ALGERIA	SURF-CCT2026R00247	6997
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R00247	6997
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R00247	6997
FOL-REGION-ALGERIA	SURF-CCT2026R00248	6998
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R00248	6998
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R00248	6998
FOL-REGION-ALGERIA	SURF-CCT2026R00249	6999
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R00249	6999
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R00249	6999
FOL-REGION-KENYA	SURF-CCT2026R00413	7000
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R00413	7000
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R00413	7000
FOL-REGION-KENYA	SURF-CCT2026R00414	7001
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R00414	7001
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R00414	7001
FOL-REGION-KENYA	SURF-CCT2026R00415	7002
FOL-THEME-TRAVEL-AND-TRANSPORT-POSTER-CULTURE	SURF-CCT2026R00415	7002
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R00415	7002
FOL-REGION-KENYA	SURF-CCT2026R00416	7003
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R00416	7003
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R00416	7003
FOL-REGION-KENYA	SURF-CCT2026R00417	7004
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R00417	7004
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R00417	7004
FOL-REGION-KENYA	SURF-CCT2026R00418	7005
FOL-THEME-TRAVEL-AND-TRANSPORT-POSTER-CULTURE	SURF-CCT2026R00418	7005
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R00418	7005
FOL-REGION-KENYA	SURF-CCT2026R00419	7006
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R00419	7006
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R00419	7006
FOL-REGION-KENYA	SURF-CCT2026R00420	7007
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R00420	7007
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R00420	7007
FOL-REGION-KENYA	SURF-CCT2026R00421	7008
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R00421	7008
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R00421	7008
FOL-REGION-KENYA	SURF-CCT2026R00422	7009
FOL-THEME-WORLD-WAR-AND-PUBLIC-INFORMATION-GRAPHICS	SURF-CCT2026R00422	7009
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R00422	7009
FOL-REGION-KENYA	SURF-CCT2026R00423	7010
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R00423	7010
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R00423	7010
FOL-REGION-GEORGIA	SURF-CCT2026R01560	7011
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R01560	7011
FOL-MEDIUM-PUBLICATION-DESIGN	SURF-CCT2026R01560	7011
FOL-REGION-BOLIVIA	SURF-CCT2026R01930	7012
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R01930	7012
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R01930	7012
FOL-REGION-IRAQ	SURF-CCT2026R02987	7013
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R02987	7013
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R02987	7013
FOL-REGION-IRAQ	SURF-CCT2026R03031	7014
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R03031	7014
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R03031	7014
FOL-REGION-IRAQ	SURF-CCT2026R03032	7015
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R03032	7015
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R03032	7015
FOL-REGION-IRAQ	SURF-CCT2026R03033	7016
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R03033	7016
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R03033	7016
FOL-REGION-AUSTRALIA-INDIGENOUS	SURF-CCT2026R03505	7017
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R03505	7017
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R03505	7017
FOL-REGION-INDONESIA	SURF-CCT2026R03963	7018
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R03963	7018
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R03963	7018
FOL-REGION-INDONESIA	SURF-CCT2026R03964	7019
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R03964	7019
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R03964	7019
FOL-REGION-INDONESIA	SURF-CCT2026R03965	7020
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R03965	7020
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R03965	7020
FOL-REGION-INDONESIA	SURF-CCT2026R03966	7021
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R03966	7021
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R03966	7021
FOL-REGION-INDONESIA	SURF-CCT2026R03967	7022
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R03967	7022
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R03967	7022
FOL-REGION-BRAZIL	SURF-CGS2026R0475	7023
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CGS2026R0475	7023
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CGS2026R0475	7023
FOL-REGION-GEORGIA	SURF-CRB2026V2R0279	7024
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CRB2026V2R0279	7024
FOL-MEDIUM-PUBLICATION-DESIGN	SURF-CRB2026V2R0279	7024
FOL-REGION-GEORGIA	SURF-CRB2026V2R0280	7025
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CRB2026V2R0280	7025
FOL-MEDIUM-PUBLICATION-DESIGN	SURF-CRB2026V2R0280	7025
FOL-REGION-AOTEAROA-NEW-ZEALAND	SURF-DNZPOSTR013	7026
FOL-THEME-MIDCENTURY-MODERN-GRAPHIC-COMMUNICATION	SURF-DNZPOSTR013	7026
FOL-MEDIUM-ADVERTISEMENT	SURF-DNZPOSTR013	7026
FOL-REGION-FRANCE	SURF-GA1970R118	7027
FOL-THEME-MIDCENTURY-MODERN-GRAPHIC-COMMUNICATION	SURF-GA1970R118	7027
FOL-MEDIUM-LITHOGRAPHIC-PRINT	SURF-GA1970R118	7027
FOL-THEME-TRAVEL-AND-TRANSPORT-POSTER-CULTURE	SURF-GSU1970R027	7028
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-GSU1970R027	7028
FOL-REGION-UNITED-STATES	SURF-GSU1970R027	7028
FOL-REGION-CHINA-HONG-KONG	SURF-LOCTRACE2026I002CA1C55FA373	7029
FOL-THEME-MIDCENTURY-MODERN-GRAPHIC-COMMUNICATION	SURF-LOCTRACE2026I002CA1C55FA373	7029
FOL-MEDIUM-POSTER	SURF-LOCTRACE2026I002CA1C55FA373	7029
FOL-REGION-SWITZERLAND	SURF-LOCTRACE2026I1329F9622CCA00	7030
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-LOCTRACE2026I1329F9622CCA00	7030
FOL-MEDIUM-POSTER	SURF-LOCTRACE2026I1329F9622CCA00	7030
FOL-REGION-UNITED-STATES	SURF-LOCTRACE2026I77327CCA41F7A7	7031
FOL-THEME-MIDCENTURY-MODERN-GRAPHIC-COMMUNICATION	SURF-LOCTRACE2026I77327CCA41F7A7	7031
FOL-MEDIUM-POSTER	SURF-LOCTRACE2026I77327CCA41F7A7	7031
FOL-REGION-AOTEAROA-NEW-ZEALAND	SURF-LOCTRACE2026R01130	7032
FOL-THEME-MIDCENTURY-MODERN-GRAPHIC-COMMUNICATION	SURF-LOCTRACE2026R01130	7032
FOL-MEDIUM-POSTER	SURF-LOCTRACE2026R01130	7032
FOL-REGION-FINLAND	SURF-LOCTRACE2026R01132	7033
FOL-THEME-MIDCENTURY-MODERN-GRAPHIC-COMMUNICATION	SURF-LOCTRACE2026R01132	7033
FOL-MEDIUM-POSTER	SURF-LOCTRACE2026R01132	7033
FOL-REGION-FINLAND	SURF-LOCTRACE2026R01133	7034
FOL-THEME-MIDCENTURY-MODERN-GRAPHIC-COMMUNICATION	SURF-LOCTRACE2026R01133	7034
FOL-MEDIUM-POSTER	SURF-LOCTRACE2026R01133	7034
FOL-REGION-MALAYSIA	SURF-LOCTRACE2026R01134	7035
FOL-THEME-MIDCENTURY-MODERN-GRAPHIC-COMMUNICATION	SURF-LOCTRACE2026R01134	7035
FOL-MEDIUM-POSTER	SURF-LOCTRACE2026R01134	7035
FOL-REGION-VIETNAM	SURF-LOCTRACE2026R01141	7036
FOL-THEME-WORLD-WAR-AND-PUBLIC-INFORMATION-GRAPHICS	SURF-LOCTRACE2026R01141	7036
FOL-MEDIUM-POSTER	SURF-LOCTRACE2026R01141	7036
FOL-REGION-VIETNAM	SURF-LOCTRACE2026R01142	7037
FOL-THEME-WORLD-WAR-AND-PUBLIC-INFORMATION-GRAPHICS	SURF-LOCTRACE2026R01142	7037
FOL-MEDIUM-POSTER	SURF-LOCTRACE2026R01142	7037
FOL-THEME-TRAVEL-AND-TRANSPORT-POSTER-CULTURE	SURF-MC1930R079	7038
FOL-MEDIUM-POSTER	SURF-MC1930R079	7038
FOL-REGION-UNITED-STATES	SURF-MC1930R079	7038
FOL-REGION-MALAYSIA	SURF-MDA2026V2R0191	7039
FOL-THEME-MIDCENTURY-MODERN-GRAPHIC-COMMUNICATION	SURF-MDA2026V2R0191	7039
FOL-MEDIUM-POSTER	SURF-MDA2026V2R0191	7039
FOL-REGION-NORWAY	SURF-NBPOSTERTRACE2026V1R0287	7040
FOL-THEME-POSTWAR-EXHIBITION-AND-CULTURAL-POSTERS	SURF-NBPOSTERTRACE2026V1R0287	7040
FOL-MEDIUM-POSTER	SURF-NBPOSTERTRACE2026V1R0287	7040
FOL-REGION-SWEDEN	SURF-NMKTRACE2026R00013	7041
FOL-THEME-MIDCENTURY-MODERN-GRAPHIC-COMMUNICATION	SURF-NMKTRACE2026R00013	7041
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-NMKTRACE2026R00013	7041
FOL-REGION-NETHERLANDS	SURF-VAM20K-02963	7042
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-VAM20K-02963	7042
FOL-MEDIUM-POSTER	SURF-VAM20K-02963	7042
FOL-REGION-POLAND	SURF-VAM20K-02964	7043
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-VAM20K-02964	7043
FOL-MEDIUM-POSTER	SURF-VAM20K-02964	7043
FOL-REGION-POLAND	SURF-VAM20K-02965	7044
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-VAM20K-02965	7044
FOL-MEDIUM-POSTER	SURF-VAM20K-02965	7044
FOL-REGION-GERMANY	SURF-VAM20K-02966	7045
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-VAM20K-02966	7045
FOL-MEDIUM-POSTER	SURF-VAM20K-02966	7045
FOL-REGION-GERMANY	SURF-VAM20K-02967	7046
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-VAM20K-02967	7046
FOL-MEDIUM-POSTER	SURF-VAM20K-02967	7046
FOL-REGION-GERMANY	SURF-VAM20K-02968	7047
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-VAM20K-02968	7047
FOL-MEDIUM-POSTER	SURF-VAM20K-02968	7047
FOL-REGION-INDIA	SURF-VAM20K-02969	7048
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-VAM20K-02969	7048
FOL-MEDIUM-POSTER	SURF-VAM20K-02969	7048
FOL-REGION-CHILE	SURF-BNDCLTRACE2026V1R0040	7049
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-BNDCLTRACE2026V1R0040	7049
FOL-MEDIUM-POSTER	SURF-BNDCLTRACE2026V1R0040	7049
FOL-REGION-BOLIVIA	SURF-CAW2026R02717	7050
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CAW2026R02717	7050
FOL-MEDIUM-POSTER	SURF-CAW2026R02717	7050
FOL-REGION-LATIN-AMERICA	SURF-CAW2026R02718	7051
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CAW2026R02718	7051
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CAW2026R02718	7051
FOL-REGION-LATIN-AMERICA	SURF-CAW2026R02719	7052
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CAW2026R02719	7052
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CAW2026R02719	7052
FOL-REGION-LATIN-AMERICA	SURF-CAW2026R02720	7053
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CAW2026R02720	7053
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CAW2026R02720	7053
FOL-REGION-LATIN-AMERICA	SURF-CAW2026R02721	7054
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CAW2026R02721	7054
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CAW2026R02721	7054
FOL-REGION-LATIN-AMERICA	SURF-CAW2026R02722	7055
