source_ordinal	json_pointer	surface_id_exact	source_record_id_exact	record_semantic_sha256	archive_object_uuid	raw_record_uuid	trace_root_legacy_id	tier_presence	tier_exact_value	research_disposition	workflow_reason	import_disposition	parse_error	quarantine_id
10360	/surfaces/10360	SURF-VAM20K-00349	VAM20K-00349	31a007e68ef94ad2b45a8ba6987c4e60f619b05525c95e6ffd579c896c120254	4a12345a-e43a-5f57-ae52-79387ec3ce5f	5d2f09cb-7a99-514a-a6f3-d15d5785a902	TRN-OBJ-C4A6D113D25F35	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10361	/surfaces/10361	SURF-VAM20K-00350	VAM20K-00350	28786e5c27858ca166b1f7865885c7078f8baafe90dd5844bd5c89e45d0c342f	b71231e1-837e-596c-84e3-f69d1885c419	d2a47627-7a1b-595a-a176-cbcbeab6b15e	TRN-OBJ-114ED8F7855BC9	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10362	/surfaces/10362	SURF-VAM20K-00351	VAM20K-00351	44ba03e188dc1c61c18e6febc55330f53013faa6645dbb29dd849a705d366620	327ed812-6f07-5ccc-8391-e22b5503e233	ed515bcd-ec41-535c-96c2-180ba3f4ab0d	TRN-OBJ-1F4BE5DBD03D82	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10363	/surfaces/10363	SURF-VAM20K-00352	VAM20K-00352	e419f8e15fa59164f3b5a2f1c377af43168b7f7f847037d3fb35bcedb57aa2c0	8fbe7d3f-75b2-53a4-b499-b679c677fd03	dea51d6a-9476-5910-81ef-4a67c05e30a5	TRN-OBJ-EB1E4DA79E0713	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10364	/surfaces/10364	SURF-VAM20K-00353	VAM20K-00353	e8ba056455f9a27a67fb44d82dba037c29d3fb1d756aaa560052b86e778094c8	74a218f4-dda6-5051-a516-08df171a6e11	59f4c8aa-17ac-5e6e-8981-108d6c477fd5	TRN-OBJ-932ED66C48EB21	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10365	/surfaces/10365	SURF-VAM20K-00354	VAM20K-00354	974505122cee5c3af009d3429439d288da6e91f4163b1b637639e617896fcf87	9f0d175c-d9af-507a-b147-9d4adcfa0ca4	e52a003f-c1fa-5cb0-b8a7-d184ab32ce22	TRN-OBJ-04F5D4A6C10F69	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10366	/surfaces/10366	SURF-VAM20K-00355	VAM20K-00355	f124a2e09d627a565018ff397fcfd870f57ed9713ca4cb53505d87e0b1e056b3	535c1a0c-03e6-579e-af25-a8cc462ad006	5d1e5cb2-a1ac-5fd5-aab9-dc9b4cf31ca6	TRN-OBJ-74D4A34DDBF98C	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10367	/surfaces/10367	SURF-VAM20K-00356	VAM20K-00356	c3a4e94e76d526f182d2cc8b544156c8f8d4799e85fa79ddc5b59811021f1f7d	450d5df1-7660-509b-bd0d-cce63f80f34f	723888c0-2912-5673-be9d-89774a55b712	TRN-OBJ-E7BF7E99834B76	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10368	/surfaces/10368	SURF-VAM20K-00357	VAM20K-00357	f59a131f1fc5520d0c2fb693bbe47937c57507148baec0a34baa5a55c4f54530	817acb6a-6323-5a09-804f-002e3d84c23c	c6dbe7fd-21ba-522a-80c9-e002c12a508e	TRN-OBJ-43BEC72E8CADCB	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10369	/surfaces/10369	SURF-VAM20K-00358	VAM20K-00358	df3fa05f632266025afae4ae0abe6cb9ac00b734268317f21d60fdfd760b5e96	e137f9d2-3611-5562-868d-82601137e681	be5cae09-6156-5b89-b95a-14d85643ac51	TRN-OBJ-D184F7C68D21F5	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10370	/surfaces/10370	SURF-VAM20K-00359	VAM20K-00359	5c2acf3d4a9aab3b49cc9ce06297549c5e3f7a6fae2bfa6ffb07283887caa571	6741c609-7d6d-50b4-b971-00be584e7c69	cbc447fe-474e-56f9-9b2c-28cad3fd3e0f	TRN-OBJ-E332ECCEEAC97D	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10371	/surfaces/10371	SURF-VAM20K-00360	VAM20K-00360	8faa0280aef76e011d9e2ca55ddc6c57d6412a2d92a3dac68ba1dbd7e0bcc3f5	956338ac-6b01-5b70-8bed-7d93bcd8c861	f80f8883-ccac-5479-9b09-a7dac6400eb6	TRN-OBJ-3D2A07988D9A84	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10372	/surfaces/10372	SURF-VAM20K-00361	VAM20K-00361	adee63a299d92f503d257a2c8a9fe0274ea2bb03ad22b61f2659557bc02b9478	15223732-d4b6-5d96-a85d-c662f68193b7	02a34d8f-a59d-5d0c-8056-9fcd47928b81	TRN-OBJ-021165DE265CB1	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10373	/surfaces/10373	SURF-VAM20K-00362	VAM20K-00362	84fbf3c88c386fa76c2f83b60dee25b55dd9295beef8d18639b5a41b750f7ea3	b55cdd11-6c59-523d-8e56-f048e118de85	cc8fe80a-0ef1-5b4b-8b4f-7d4a080cbd4c	TRN-OBJ-343DDA3E78A5BE	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10374	/surfaces/10374	SURF-VAM20K-00363	VAM20K-00363	84ebbc9336c3f5b50e7c6f7b76419ccd2f9fdcbb3eddd08fff057ef12c01d8d8	e48353bf-633a-5fcd-a476-930798fd8812	8cc04a4b-727c-5324-b0a5-5abd068cd459	TRN-OBJ-789E99F5F4148D	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10375	/surfaces/10375	SURF-VAM20K-00364	VAM20K-00364	33b4d0f47a1d0469bd4f5b3713cca0e8f188638aafb1513051f83e2f6af886e4	c85a2fd3-e497-500c-ba83-dc6f0b8d00b8	2b8b8b54-ddf8-5581-9cd4-185632c5d051	TRN-OBJ-326C791C98E721	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10376	/surfaces/10376	SURF-VAM20K-00365	VAM20K-00365	97d0a3fff32725c360e74ce99e17ce7e9b3724291ba4159ef374189b1ec0499c	f2b212d1-ba44-5c01-9ff6-dac049f1d540	8fd37bef-ee73-52df-aeac-d4e8c3a8e5f4	TRN-OBJ-A17A724420FEBD	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10377	/surfaces/10377	SURF-VAM20K-00366	VAM20K-00366	ebfb5ca46941f76f91b57c68bab0eaa9bd02a9dc60b11603d597de614376d796	bebf3cb9-0071-59f2-b156-7e11bd6404da	50b23b2d-7adb-563b-85ea-33d814648709	TRN-OBJ-87D0F8A650081D	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10378	/surfaces/10378	SURF-VAM20K-00367	VAM20K-00367	bd1e4ccc7d21fa15b802d32a8978497e961bff1612511bd081197db0af0bee20	0e6edbb6-d44d-5957-88f3-7de6872f7e2c	42a4cd65-377a-5b56-a7f1-bc17320d9dde	TRN-OBJ-8C2E88A0C54094	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10379	/surfaces/10379	SURF-VAM20K-00368	VAM20K-00368	c1a98ac3a4d15c9075a8bb0a85522ef945fbd73172abb88b411c03e85cb91f4e	33573595-9c59-5bff-b829-a53b62e72385	8a6cb3c7-4eb3-5405-b179-9671f0ad1792	TRN-OBJ-E3A0C373793BBF	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10380	/surfaces/10380	SURF-VAM20K-00369	VAM20K-00369	24b9c6b7d9fa11ba5e47a502333cc2cba5258db3038291559c34c767caa3cd82	69b22d4d-6e68-5b37-a3b2-2322519318c2	505d3442-fcff-51b7-96fb-06d496fd8335	TRN-OBJ-402C36130F30BA	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10381	/surfaces/10381	SURF-VAM20K-00370	VAM20K-00370	f6f38f4a8223715b3eb31df2133faa29a09d9a2d1ab2a65d9d7404d0fcef12a2	cacc05a4-7075-5787-aa50-cb810df6e3ca	4a669a99-2379-518f-915f-a47749157c2b	TRN-OBJ-413C5A33C7410A	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10382	/surfaces/10382	SURF-VAM20K-00371	VAM20K-00371	923eeef003beb78faa22e3dc97e66a05f9b34bc1bf7d8dc9e0d8e501287e4b33	dc6e8a3a-4b57-5e8a-95aa-5926eb938e2d	2f80a8a8-7182-50c4-99d0-9b4a5daac333	TRN-OBJ-35EB30FC577008	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10383	/surfaces/10383	SURF-VAM20K-00372	VAM20K-00372	c60320113deee1f60dd9c9bcc3effb451e492f7ee7f1ca767665d89d6e8851b2	8dfeee4a-bb1d-516c-9e49-b57796b55114	8460c7f4-7eb9-5a76-852c-bcbc804b3ab6	TRN-OBJ-F59BF3A673D921	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10384	/surfaces/10384	SURF-VAM20K-00373	VAM20K-00373	a758cc38784eda540c2466abef8ceaefae53e440cdcd7f6deb9f217b7f0ee9e2	f7d56374-0cad-544c-a67c-2db0018e7fcd	0c63bf97-e631-54a0-af30-e073d6a2cf84	TRN-OBJ-C1D6CC120B98D9	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10385	/surfaces/10385	SURF-VAM20K-00374	VAM20K-00374	0bbed34c6076bab7b28fe3e07a2af88b319fd78b0aed64b153ed007a05b7eaea	f06307f5-c185-5497-a3b0-f00272c51a40	4025ecf6-fb31-5c15-89f3-1214367df276	TRN-OBJ-5FD39A6730A0D9	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10386	/surfaces/10386	SURF-VAM20K-00375	VAM20K-00375	14bda5af0580ad00a059be4f29949bae5ccd2236f103a9135648fb1303bf67ec	75c554aa-5ef9-5a4a-83f3-db3d3390a148	b3b682a4-33f8-55f3-9e3c-0630d1db6164	TRN-OBJ-4C1D4224766D60	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10387	/surfaces/10387	SURF-VAM20K-00376	VAM20K-00376	70ca63af5d91ecbcb7bb56821ff221da0d155dd5c6be09d7ca782610f23530a2	e5292455-8ff5-5c05-91b3-8a7fad715781	a93c761f-e063-5cd1-96dd-fb7eec546f3b	TRN-OBJ-D1573A8DA64B52	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10388	/surfaces/10388	SURF-VAM20K-00377	VAM20K-00377	9c55da1cf7cc65c7a6835e5de4ff758a92e48cee1572456e7cb9e88995664065	e20dc6a9-d758-521f-9211-58e4e94cda29	8ce11c4a-53c6-50d3-a696-bb22813a051e	TRN-OBJ-11B0220F5F2BB0	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10389	/surfaces/10389	SURF-VAM20K-00378	VAM20K-00378	9cb432736d07971b351d70b6fd782105919b39ddec3a5cb2fcf28f1ea54ba8bb	9ab141e6-e9ea-5f11-ab28-ebd761b4b66b	c93f9ffc-a356-5af4-806d-12fe449ed327	TRN-OBJ-06AC7674B775DC	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10390	/surfaces/10390	SURF-VAM20K-00379	VAM20K-00379	47ff7c8204cc9d0803f2b099a39dcfe7d94324c5ed4486017b7ddf46a8937ac5	c723d9bb-06dc-5a42-88d4-776cb5bca798	17accab6-07d9-56a5-ad1e-a99c99f73ee5	TRN-OBJ-27F164D6AD8B52	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10391	/surfaces/10391	SURF-VAM20K-00380	VAM20K-00380	bfc68d1557fb0d55c2980e7a4ccb1b60e23cdb26568dc50971da70b8f12324c2	84fcc92b-4e71-5055-ae70-adbff99160c5	f254c7a2-3e99-5c1e-952b-60e19e06dc6f	TRN-OBJ-CDB4BBD2350792	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10392	/surfaces/10392	SURF-VAM20K-00381	VAM20K-00381	fb41f929956e9a8aacee6a8271888dfe3e6fd6db5421f92064c30f35cb7620b1	f69247b9-7418-531e-9843-c8c0a23d0734	f5a7e8a4-75e3-5f2a-8256-a4ddab2398fc	TRN-OBJ-D20C4AF2002B16	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10393	/surfaces/10393	SURF-VAM20K-00382	VAM20K-00382	448c21eb52fd40591514817f690f1b99a9e6eff90464bb16343a1bb49bd4e8e1	aa26d847-1a14-582a-ab8e-a64ed6c64153	7480511e-ad9a-5a4c-92ac-15200293c9c3	TRN-OBJ-06C68B651A7B6E	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10394	/surfaces/10394	SURF-VAM20K-00383	VAM20K-00383	8c8376190b80b2a206cd8dbc58246146dbdd9e0fd01659dab297462f2a6d0fd6	616ce061-32f8-5d2f-8b45-70ea7e2da902	c2743b4f-9b5a-5fa7-91e5-963221afbb74	TRN-OBJ-74742D3756C69C	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10395	/surfaces/10395	SURF-VAM20K-00385	VAM20K-00385	824c308960ef273bedf47ccd82bc538f6167fb0a3faf10a2b37fbfe514fab2c8	ad9fab2e-c754-5041-9609-3de7109ba4fe	1f551fde-0064-52ff-98f0-c7126f29e9f1	TRN-OBJ-6D14B91AC675CE	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10396	/surfaces/10396	SURF-VAM20K-00386	VAM20K-00386	6d68c34b4530441cf2076251e27d648c1ac289634fc06c3b54434f3b898e8db0	eb21d961-7869-543f-aad0-4e92a42eb8f5	f0073e9e-d3e5-51fd-8156-60c26d51571a	TRN-OBJ-CA8C4EC4F242A9	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10397	/surfaces/10397	SURF-VAM20K-00387	VAM20K-00387	3621e217b213fe7948a715b9159335780f0c9c91e994f23db630f6a0bc2fad81	074e58c2-7903-5055-aa01-0f31190b8928	51440bc5-6643-5ee6-a014-940b40ad698c	TRN-OBJ-0CF76C4C7EF43F	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10398	/surfaces/10398	SURF-VAM20K-00388	VAM20K-00388	187db9014835587339d4590eddbdfa2f6de75056e65960ad0287255ddcc34f3c	8a4a549b-a04c-521f-ba55-319f367bb8bb	8640f244-aa50-538f-8b62-d9856a4416a1	TRN-OBJ-E80BD94446B4CA	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10399	/surfaces/10399	SURF-VAM20K-00389	VAM20K-00389	a07cc2ee58f760b4248efa2840308ad46d13b354c321ed4d6fdd9621ea23e63a	f6e2e8e1-f8e7-553b-844e-64b2e54f0e03	7d6e851d-230d-5abb-97f1-5bed0d15b27e	TRN-OBJ-C63A6D2E53C931	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10400	/surfaces/10400	SURF-VAM20K-00390	VAM20K-00390	0da63f92fb672d9ad8776632398aed62c199221e338552374de838731427a352	62f2dde4-6a8b-5120-9e43-756fb9295802	b095abcc-2e6a-5083-8c0e-58b796a9d828	TRN-OBJ-CCEE557E60CB1B	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10401	/surfaces/10401	SURF-VAM20K-00391	VAM20K-00391	70491b72310999c166f064eab84498dde0e04853e5cafe14256e234ae4ed27a1	e22b12e5-c9e1-556b-858c-1fffee1b4a4a	dd80d7ee-983e-5195-bc70-e5cd23f62efd	TRN-OBJ-2FA12FB40865D6	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10402	/surfaces/10402	SURF-VAM20K-00392	VAM20K-00392	0ec3222508fb962f9770d0f6c4e437ef5337dfbc13550a0fb3ab2a44bcba2d14	dffb47e8-e004-5009-8bf5-cc7ee52d1e98	14af3ea0-60d4-55f2-8391-beb96f980eb4	TRN-OBJ-9F5499DC3DAC21	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10403	/surfaces/10403	SURF-VAM20K-00393	VAM20K-00393	5b77957549fa08f157b5c4d7bc6ddb3a327557b5a91271490ecfedd5fa8eb52c	c8d2d0ef-c3bb-50a9-8f7c-b19c95bb88de	b7227acf-0154-54f9-ae53-7dbbf1b8d2cc	TRN-OBJ-8CCAFE6AE4FD69	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10404	/surfaces/10404	SURF-VAM20K-00394	VAM20K-00394	ef72b910b5772c3864f2341e77bb43c4aaa9f66fa1bb0c065778d814b6feb074	0f4e1dbf-87b8-56d1-8f74-cc35da009826	771324ba-1286-55cd-9353-e32a16e4f5e1	TRN-OBJ-2AE98E549855AF	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10405	/surfaces/10405	SURF-VAM20K-00395	VAM20K-00395	29897576de420b302fc112ae5509c904f0a53eb8b37559bd0ab81963932db083	3147af59-2f1a-56b1-8cd7-c929ce2c6e68	d2ef2908-3699-5373-a638-a296d8576180	TRN-OBJ-C96854CADC06FE	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10406	/surfaces/10406	SURF-VAM20K-00396	VAM20K-00396	3de1eada015243804455cd8ccc0d505842ed95d8ed25888f11973df311095dff	2f79906b-2499-5199-a4d1-fbfaa542dd30	61f80689-9fbd-5249-831f-317e66886e3f	TRN-OBJ-0DA661ACE494C2	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10407	/surfaces/10407	SURF-VAM20K-00397	VAM20K-00397	2521e8d52858d3abfe6a50d3fb18bf3eb51edddcad98c41ac4537b6ec1e72fc0	ccece453-d80f-509f-9afd-a86e553e366c	a5db7741-00d6-552a-8eff-8a91414af79a	TRN-OBJ-CB267B754082D3	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10408	/surfaces/10408	SURF-VAM20K-00398	VAM20K-00398	49ab674104c4f7860ec7df16c1320fceb38881295599041781d2fa359bd39e71	4dd4cd7e-e456-5f81-a682-40ee058089f4	32011e0f-7473-55f9-9494-825957de12a8	TRN-OBJ-1AF7B589985FF4	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10409	/surfaces/10409	SURF-VAM20K-00399	VAM20K-00399	4ab9764777a9fc7bb2937495bb7c13df0bb5d8e62f70fe72217237075d5ba26f	cf86ef2e-d310-5990-9934-ab8206741a9d	e4ad9ec8-8910-5b4c-8c3a-0d4a230798e6	TRN-OBJ-577E7F60731357	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10410	/surfaces/10410	SURF-VAM20K-00400	VAM20K-00400	3192c117f6321b72ac2af42970b4d95545343a042beb4d58e0037cc0f3354cc6	7c85b4de-dd60-5a94-9205-0ad0b5b12fb7	bc4f91f9-693e-505c-b7bc-d6e66c30a3a5	TRN-OBJ-A79725DD055B99	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10411	/surfaces/10411	SURF-VAM20K-00401	VAM20K-00401	c415ce286de9409be87efded63f91caa559aa16b602e5e7047bf338a83457883	7dedfc67-7da5-5f10-bb06-8423ea1f1dd1	da10e908-91a4-57cb-b293-81a0ddbcd50b	TRN-OBJ-1F4EE38BD3DFE4	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10412	/surfaces/10412	SURF-VAM20K-00402	VAM20K-00402	2ce4c2f09ca2f794e3882af3554d04a159fcd74e3f21145a467fafe33b264832	9b616a93-39ab-5c05-83cd-f18e20402a9f	1cd98490-6c98-555b-a42a-674a80b37834	TRN-OBJ-083223C50C3ACD	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10413	/surfaces/10413	SURF-VAM20K-00403	VAM20K-00403	a9207279c6ddd1d30f92793f19a5608b573cdf8cc1024112952e1fe952dc4aac	e7503ba9-ce3d-5875-a0f9-e3c6c54ec9a4	6373dc67-8a30-5e85-8d36-80ec7eb26b26	TRN-OBJ-45788C4A7D5E7F	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10414	/surfaces/10414	SURF-VAM20K-00404	VAM20K-00404	ffeeaa4e660129eb299a1b6a2f25f002ad8d769652c16bfe40b2317bdbfeb9b0	b57aac25-eabe-5be1-81ee-e7e67217c7bf	8fc86552-aded-5691-ab25-5cab60a875f0	TRN-OBJ-77E962313C24C4	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10415	/surfaces/10415	SURF-VAM20K-00405	VAM20K-00405	e0e59def6a4cfa1e1b5734d12fcd8b88b6eee1d54668b7b55baaf1cad69097d1	1de8085b-e861-5da8-8c72-629efe187ae9	40c9992b-766c-5140-a1b8-d32c9278842c	TRN-OBJ-B90C1DDD6BDFDC	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10416	/surfaces/10416	SURF-VAM20K-00406	VAM20K-00406	9c13069d141f3754dae9f3847f3b9e3703b2aa2c8d5c6ef900e5bd4b5512558b	c6af9ec8-59fb-5d8e-b594-540b460e893b	3e5b56e4-1920-524b-bea3-236521e87074	TRN-OBJ-30508FAB649331	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10417	/surfaces/10417	SURF-VAM20K-00407	VAM20K-00407	87e093a61aa83f0895a45bfdd86161cb3893ba0241428bbd0687a840c8b07c6c	a93db207-2955-585f-9579-886e24b12c23	39c17fe7-3726-587b-9e2c-ab48ac593e9e	TRN-OBJ-6D0930D81B32CD	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10418	/surfaces/10418	SURF-VAM20K-00408	VAM20K-00408	f5ca970967e51f6097ffb340c84feef4e6eb706d0c5b13ca173d1b96b1bbafd1	ed80cca6-f279-5dc5-9d5d-691fbb1459f3	e4775703-73c1-5319-af5e-306af076b20c	TRN-OBJ-15A1F8F8C87656	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10419	/surfaces/10419	SURF-VAM20K-00409	VAM20K-00409	0b5516fa5354f7f8b459609593b5c8ce11c50121021d20df6caf4b743ec2c526	1a22d294-c807-5f7e-b4db-89fdd7aaec42	4ff05ab9-2a1f-5ec2-8fd5-b344a7ece58f	TRN-OBJ-539BA7D25657D1	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10420	/surfaces/10420	SURF-VAM20K-00410	VAM20K-00410	8c921fd3aad4558e45ebf4e176c9f7a38d179145bdf32ea071594eed7122f818	fbccc162-9b1b-5357-86f8-9151a07b9a33	0d193746-9405-50e0-8ad8-a626925a89e5	TRN-OBJ-07B12D6BD63B65	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10421	/surfaces/10421	SURF-VAM20K-00411	VAM20K-00411	7eb23734d8bbe1550b7328d5d522e29f3a8737bc296f3fe1289d81e5cc1e350e	09caa8f0-c20f-58ef-8457-697084b21b69	ff871ec3-dec5-563a-84b4-cf97a5aae90f	TRN-OBJ-95DD04D9A1130D	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10422	/surfaces/10422	SURF-VAM20K-00412	VAM20K-00412	f1bfa4532d8344c60e3a33c48af588b9725ff580c850abe9c85a5a4043ea825a	7fa864a5-7b0f-56f1-9877-eafab66624dd	1f8fb90a-b4ee-5a64-a75f-2bc8bc74a524	TRN-OBJ-59561CEB22F2A8	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10423	/surfaces/10423	SURF-VAM20K-00413	VAM20K-00413	e7baa76bd6eb21d6cf6edcae60c60f8d711bcdc5eef5fe62eb491697788e8912	f6841d31-c33a-5e99-96a7-36043bbf77b5	d9361eca-3b28-583b-bb53-fa51e2917087	TRN-OBJ-0A6C2E7746F39F	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10424	/surfaces/10424	SURF-VAM20K-00414	VAM20K-00414	f9645ec884c80989ec958f58f18673c7cc0295cc97e48fb3f74b457ffbbe054a	9edddebd-73a2-5bb4-a3c5-556b95129d0d	d43ac68e-4a60-5e31-bea8-ed12408c2f87	TRN-OBJ-2DF82F803A122D	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10425	/surfaces/10425	SURF-VAM20K-00415	VAM20K-00415	75de50a8b40dc17e7657878d6d70612cafa86df5a37cc5c9b49c5f17e97a353b	e4b5d3e8-6813-52ca-8a3e-8b326cc99d8c	a264becd-dfd4-5663-bbd8-6120fe0a68c7	TRN-OBJ-2390E96A90E5FB	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10426	/surfaces/10426	SURF-VAM20K-00416	VAM20K-00416	85809843c1da1e470f93ebf5b291852d64c8b5d2896301963e1aeab9fc057fec	dd46d648-4192-575c-bc4f-d5e16c3e7421	67dae39a-7f53-50c9-b2bf-53bbac8a98c2	TRN-OBJ-35CC05E1623F37	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10427	/surfaces/10427	SURF-VAM20K-00417	VAM20K-00417	9b141b7a20448be65e0f461fdd9251b53e92356046db86ddc2d541cac6c4bdc8	b44364f9-1967-5d4b-885e-033a92b67277	b481bbc8-b7c2-5432-93c7-8faa06bfc67b	TRN-OBJ-7ADAC1E8132A12	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
10428	/surfaces/10428	SURF-VAM20K-00418	VAM20K-00418	5ea9f67f4b0eef2bb789105695eac749f453b5cefa1393dff1647563682ba4f4	201d1f6c-dce5-5945-a0a4-9242a06b2577	04833039-e32e-5d31-8071-1953fe11c341	TRN-OBJ-DE9FFE1F9C994C	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
