source_ordinal	surface_id	reference_bearing	visual_reference_count	locator_occurrence_count	overall_disposition	rights_axis	policy_axis	provider_axis
8535	SURF-MDAFATRACE2026R0023	false	0	0	no_visual_reference	not_applicable	not_applicable	not_applicable
8536	SURF-NBPOSTERTRACE2026V1R0001	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8537	SURF-NBPOSTERTRACE2026V1R0058	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8538	SURF-NBPOSTERTRACE2026V1R0211	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8539	SURF-VAM20K-03246	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8540	SURF-VAM20K-03247	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8541	SURF-VAM20K-03248	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8542	SURF-VAM20K-03249	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8543	SURF-VAM20K-03250	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8544	SURF-VAM20K-03251	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8545	SURF-VAM20K-03252	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8546	SURF-VAM20K-03253	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8547	SURF-VAM20K-03254	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8548	SURF-VAM20K-03255	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8549	SURF-VAM20K-03256	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8550	SURF-VAM20K-03257	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8551	SURF-VAM20K-03258	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8552	SURF-VAM20K-03259	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8553	SURF-VAM20K-03260	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8554	SURF-VAM20K-03261	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8555	SURF-VAM20K-03262	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8556	SURF-VAM20K-03263	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8557	SURF-VAM20K-03264	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8558	SURF-VAM20K-03265	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8559	SURF-VAM20K-03266	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8560	SURF-YRGAP-REGION-0093	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8561	SURF-CAW2026R02901	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8562	SURF-CCE2026R00821	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8563	SURF-CCE2026R00825	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8564	SURF-CCT2026R02260	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8565	SURF-CCT2026R02448	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8566	SURF-CCT2026R03069	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8567	SURF-CCT2026R03070	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8568	SURF-CCT2026R03071	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8569	SURF-CCT2026R03072	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8570	SURF-CCT2026R03073	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8571	SURF-CCT2026R03074	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8572	SURF-CCT2026R03075	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8573	SURF-CCT2026R03076	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8574	SURF-CCT2026R03077	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8575	SURF-CCT2026R03078	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8576	SURF-CCT2026R03079	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8577	SURF-CCT2026R03080	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8578	SURF-CCT2026R03081	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8579	SURF-CCT2026R03082	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8580	SURF-CCT2026R04028	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8581	SURF-CCT2026R04029	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8582	SURF-CCT2026R04030	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8583	SURF-CCT2026R04031	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8584	SURF-CCT2026R04032	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8585	SURF-CCT2026R04033	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8586	SURF-CCT2026R04034	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8587	SURF-CCT2026R04035	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8588	SURF-CGS2026R0482	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8589	SURF-CGS2026R0484	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8590	SURF-DGITRACE2026R0015	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8591	SURF-DGITRACE2026R0016	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8592	SURF-GSU2026R017	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8593	SURF-GSU2026R018	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8594	SURF-GSU2026R019	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8595	SURF-GSU2026R020	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8596	SURF-GSU2026R021	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8597	SURF-HISTORICALAICTRACE2026V1R0232	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8598	SURF-HISTORICALAICTRACE2026V1R0233	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8599	SURF-HISTORICALAICTRACE2026V1R0234	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8600	SURF-HISTORICALAICTRACE2026V1R0235	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8601	SURF-HISTORICALAICTRACE2026V1R0236	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8602	SURF-HISTORICALAICTRACE2026V1R0237	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8603	SURF-HISTORICALAICTRACE2026V1R0238	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8604	SURF-HISTORICALAICTRACE2026V1R0239	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8605	SURF-LOCTRACE2026I00557A7DBA6DE7	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8606	SURF-LOCTRACE2026I0CF456E31C3455	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8607	SURF-LOCTRACE2026I1278F747CC6FF8	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8608	SURF-LOCTRACE2026I1D452E0DFB74A7	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8609	SURF-LOCTRACE2026I429BC9DBE52B55	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8610	SURF-LOCTRACE2026I5F48D448A80252	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8611	SURF-LOCTRACE2026I6FE5C2DD422762	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8612	SURF-LOCTRACE2026I83466B29950FBE	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8613	SURF-LOCTRACE2026IB1553E9338BFD3	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8614	SURF-LOCTRACE2026IB3479D179017EC	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8615	SURF-LOCTRACE2026IB58EB3918E518A	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8616	SURF-LOCTRACE2026IB8D2996BF16A8D	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8617	SURF-LOCTRACE2026ICE9BDDC65FE1C1	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8618	SURF-LOCTRACE2026ICF8DF2BEF94F13	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8619	SURF-LOCTRACE2026IDCEE98506E5F5D	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8620	SURF-LOCTRACE2026IF5614C1F2F503B	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8621	SURF-LOCTRACE2026R02110	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8622	SURF-LOCTRACE2026R02112	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8623	SURF-LOCTRACE2026R02119	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8624	SURF-LOCTRACE2026R02126	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8625	SURF-LOCTRACE2026R02127	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8626	SURF-LOCTRACE2026R02129	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8627	SURF-LOCTRACE2026R02132	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8628	SURF-LOCTRACE2026R02136	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8629	SURF-LOCTRACE2026R02140	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8630	SURF-LOCTRACE2026R02141	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8631	SURF-LOCTRACE2026R02142	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8632	SURF-LOCTRACE2026R02144	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8633	SURF-LOCTRACE2026R02145	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8634	SURF-LOCTRACE2026R02146	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8635	SURF-LOCTRACE2026R02149	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8636	SURF-LOCTRACE2026R02151	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8637	SURF-LOCTRACE2026R02154	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8638	SURF-LOCTRACE2026R02155	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8639	SURF-LOCTRACE2026R02158	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8640	SURF-LOCTRACE2026R02159	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8641	SURF-LOCTRACE2026R02160	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8642	SURF-LOCTRACE2026R02161	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8643	SURF-LOCTRACE2026R02162	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8644	SURF-LOCTRACE2026R02163	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8645	SURF-LOCTRACE2026R02164	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8646	SURF-LOCTRACE2026R02165	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8647	SURF-LOCTRACE2026R02168	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8648	SURF-LOCTRACE2026R02172	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8649	SURF-LOCTRACE2026R02173	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8650	SURF-LOCTRACE2026R02174	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8651	SURF-LOCTRACE2026R02175	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8652	SURF-LOCTRACE2026R02178	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8653	SURF-LOCTRACE2026R02179	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8654	SURF-LOCTRACE2026R02180	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8655	SURF-LOCTRACE2026R02181	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8656	SURF-LOCTRACE2026R02182	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8657	SURF-LOCTRACE2026R02183	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8658	SURF-LOCTRACE2026R02184	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8659	SURF-LOCTRACE2026R02185	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8660	SURF-LOCTRACE2026R02186	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8661	SURF-LOCTRACE2026R02187	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8662	SURF-LOCTRACE2026R02188	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8663	SURF-LOCTRACE2026R02190	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8664	SURF-LOCTRACE2026R02191	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8665	SURF-LOCTRACE2026R02197	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8666	SURF-LOCTRACE2026R02198	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8667	SURF-LOCTRACE2026R02202	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8668	SURF-LOCTRACE2026R02203	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8669	SURF-LOCTRACE2026R02204	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8670	SURF-LOCTRACE2026R02205	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8671	SURF-LOCTRACE2026R02206	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8672	SURF-LOCTRACE2026R02207	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8673	SURF-LOCTRACE2026R02208	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8674	SURF-NBPOSTERTRACE2026V1R0048	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8675	SURF-NBPOSTERTRACE2026V1R0094	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8676	SURF-NBPOSTERTRACE2026V1R0234	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8677	SURF-NBPOSTERTRACE2026V1R0244	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8678	SURF-NBPOSTERTRACE2026V1R0279	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8679	SURF-NMKTRACE2026R00014	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8680	SURF-SBC1970R0017	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8681	SURF-VAM20K-00823	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8682	SURF-VAM20K-00824	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8683	SURF-VAM20K-00826	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8684	SURF-VAM20K-03140	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8685	SURF-VAM20K-03141	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8686	SURF-VAM20K-03142	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8687	SURF-VAM20K-03143	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8688	SURF-VAM20K-03144	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8689	SURF-VAM20K-03145	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8690	SURF-VAM20K-03146	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8691	SURF-VAM20K-03147	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8692	SURF-VAM20K-03148	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8693	SURF-VAM20K-03149	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8694	SURF-VAM20K-03150	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8695	SURF-VAM20K-03151	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8696	SURF-VAM20K-03152	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8697	SURF-CAW2026R02910	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8698	SURF-CAW2026R02918	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8699	SURF-CAW2026R02919	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8700	SURF-CAW2026R02920	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8701	SURF-CCT2026R02261	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8702	SURF-CCT2026R02262	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8703	SURF-CCT2026R02263	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8704	SURF-CCT2026R02264	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8705	SURF-CCT2026R02749	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8706	SURF-CCT2026R04466	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8707	SURF-CGS2026R0485	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8708	SURF-CGS2026R0486	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8709	SURF-CGS2026R0487	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8710	SURF-CSPTRACE2026R0040	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8711	SURF-GAPIT2026R018	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8712	SURF-LOCTRACE2026I04BEA7A833F661	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8713	SURF-LOCTRACE2026I09AB99B5B3F6B6	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8714	SURF-LOCTRACE2026I278154275A8072	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8715	SURF-LOCTRACE2026I28C5C9243502CF	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8716	SURF-LOCTRACE2026I2C462BA006188C	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8717	SURF-LOCTRACE2026I2DD9F9DF5A0C2F	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8718	SURF-LOCTRACE2026I34B22D7A9701F0	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8719	SURF-LOCTRACE2026I36B7C97398D3CE	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8720	SURF-LOCTRACE2026I5CAB83D8B8AD6D	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8721	SURF-LOCTRACE2026I618767B04CB5AC	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8722	SURF-LOCTRACE2026I66A545258C1B33	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8723	SURF-LOCTRACE2026I6A6284577B6303	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8724	SURF-LOCTRACE2026I8A473BB2502331	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8725	SURF-LOCTRACE2026I9590B45CAD3088	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8726	SURF-LOCTRACE2026IAC3F84D38290FE	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8727	SURF-LOCTRACE2026IAF5B14B8E21A5A	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8728	SURF-LOCTRACE2026IB09230B8F985A1	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8729	SURF-LOCTRACE2026IC0729FACDFCE4E	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8730	SURF-LOCTRACE2026IC3883845503A90	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8731	SURF-LOCTRACE2026IC58ECDA09D7116	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8732	SURF-LOCTRACE2026ICF373E4201976F	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8733	SURF-LOCTRACE2026ID7E3ED57CF9DF6	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8734	SURF-LOCTRACE2026IF20668484A08CD	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8735	SURF-LOCTRACE2026IF797BF74FE7E6F	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8736	SURF-LOCTRACE2026IF8FA6A77399E84	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8737	SURF-LOCTRACE2026R02218	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8738	SURF-LOCTRACE2026R02219	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8739	SURF-LOCTRACE2026R02221	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8740	SURF-LOCTRACE2026R02222	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8741	SURF-LOCTRACE2026R02228	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8742	SURF-LOCTRACE2026R02230	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8743	SURF-LOCTRACE2026R02231	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8744	SURF-LOCTRACE2026R02235	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8745	SURF-LOCTRACE2026R02236	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8746	SURF-LOCTRACE2026R02244	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8747	SURF-LOCTRACE2026R02246	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8748	SURF-LOCTRACE2026R02247	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8749	SURF-LOCTRACE2026R02248	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8750	SURF-LOCTRACE2026R02249	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8751	SURF-LOCTRACE2026R02250	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8752	SURF-LOCTRACE2026R02252	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8753	SURF-LOCTRACE2026R02253	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8754	SURF-LOCTRACE2026R02255	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8755	SURF-LOCTRACE2026R02256	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8756	SURF-LOCTRACE2026R02257	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8757	SURF-LOCTRACE2026R02258	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8758	SURF-LOCTRACE2026R02262	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8759	SURF-LOCTRACE2026R02264	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8760	SURF-LOCTRACE2026R02265	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8761	SURF-LOCTRACE2026R02266	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8762	SURF-LOCTRACE2026R02267	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8763	SURF-LOCTRACE2026R02268	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8764	SURF-LOCTRACE2026R02269	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8765	SURF-LOCTRACE2026R02272	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8766	SURF-LOCTRACE2026R02273	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8767	SURF-LOCTRACE2026R02274	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8768	SURF-LOCTRACE2026R02277	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8769	SURF-LOCTRACE2026R02279	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8770	SURF-LOCTRACE2026R02281	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8771	SURF-LOCTRACE2026R02282	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8772	SURF-LOCTRACE2026R02283	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8773	SURF-LOCTRACE2026R02284	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8774	SURF-LOCTRACE2026R02285	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8775	SURF-LOCTRACE2026R02286	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8776	SURF-LOCTRACE2026R02287	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8777	SURF-LOCTRACE2026R02288	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8778	SURF-LOCTRACE2026R02289	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8779	SURF-LOCTRACE2026R02290	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8780	SURF-LOCTRACE2026R02291	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8781	SURF-LOCTRACE2026R02292	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8782	SURF-LOCTRACE2026R02293	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8783	SURF-NBPOSTERTRACE2026V1R0081	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8784	SURF-NBPOSTERTRACE2026V1R0297	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
8785	SURF-NBPOSTERTRACE2026V1R0311	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
