model_id	model_revision	input_variant	aspect_id	diagnostic_type	k	object_count	query_count	embedding_dimension	mean_k_occurrence	variance_k_occurrence	skewness	gini	top_1_percent_occurrence_share	maximum_occurrence	zero_occurrence_object_count	total_occurrence_count	expected_occurrence_count	mean_sampled_cosine	cosine_variance	pair_observation_count	first_pc_variance_share	norm_p50	norm_p95	pre_normalization_norm_p50	pre_normalization_norm_p95	nearest_neighbor_cosine_distance_p50	nearest_neighbor_cosine_distance_p95	exact_mean_off_diagonal_cosine	overall_diagnostic_status	missing_required_diagnostics	association_inputs_sha256	association_dimension	association_type	association_value	association_group_count	association_eta_squared	association_pearson_correlation	association_observation_sha256	correction_id	correction_tested	correction_selected	receipt_sha256	status	limitation
NLP-D3	274baa43b0e13e37fafa6428dbc7938e62e5c439	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_TITLE	HUBNESS_ASSOCIATION_LANGUAGE	10	7995	7995	1024																					NOT_RUN	"[""LANGUAGE"",""PRE_NORMALIZATION_NORMS""]"	fc9313186cb88d070461b1440b5fd62cf7fa7a01fa0adc7428c5b708bba854ea	LANGUAGE	NOT_RUN						NONE	false	false	3f97b068fac615bbf06d6fe1751d1d2f2226a12709ee3f58441bbdd8f368bc56	NOT_RUN	No selected/reliable language-ID cohort; governed script state was not mislabeled as language.
NLP-D3	274baa43b0e13e37fafa6428dbc7938e62e5c439	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_TITLE	HUBNESS_ASSOCIATION_LANGUAGE	20	7995	7995	1024																					NOT_RUN	"[""LANGUAGE"",""PRE_NORMALIZATION_NORMS""]"	fc9313186cb88d070461b1440b5fd62cf7fa7a01fa0adc7428c5b708bba854ea	LANGUAGE	NOT_RUN						NONE	false	false	3f97b068fac615bbf06d6fe1751d1d2f2226a12709ee3f58441bbdd8f368bc56	NOT_RUN	No selected/reliable language-ID cohort; governed script state was not mislabeled as language.
NLP-D3	274baa43b0e13e37fafa6428dbc7938e62e5c439	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_TITLE	HUBNESS_ASSOCIATION_LANGUAGE	50	7995	7995	1024																					NOT_RUN	"[""LANGUAGE"",""PRE_NORMALIZATION_NORMS""]"	fc9313186cb88d070461b1440b5fd62cf7fa7a01fa0adc7428c5b708bba854ea	LANGUAGE	NOT_RUN						NONE	false	false	3f97b068fac615bbf06d6fe1751d1d2f2226a12709ee3f58441bbdd8f368bc56	NOT_RUN	No selected/reliable language-ID cohort; governed script state was not mislabeled as language.
NLP-D3	274baa43b0e13e37fafa6428dbc7938e62e5c439	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_TITLE	HUBNESS_ASSOCIATION_METADATA_COMPLETENESS	10	7995	7995	1024																					NOT_RUN	"[""LANGUAGE"",""PRE_NORMALIZATION_NORMS""]"	fc9313186cb88d070461b1440b5fd62cf7fa7a01fa0adc7428c5b708bba854ea	METADATA_COMPLETENESS	PEARSON_CORRELATION	0.029115547201235			0.029115547201235	f68b68f0641414dee2ba4d4b18b344835316ad29df124b25ec6074d3d5cf0708	NONE	false	false	3f97b068fac615bbf06d6fe1751d1d2f2226a12709ee3f58441bbdd8f368bc56	PASS	Association is diagnostic and does not establish causation or relation.
NLP-D3	274baa43b0e13e37fafa6428dbc7938e62e5c439	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_TITLE	HUBNESS_ASSOCIATION_METADATA_COMPLETENESS	20	7995	7995	1024																					NOT_RUN	"[""LANGUAGE"",""PRE_NORMALIZATION_NORMS""]"	fc9313186cb88d070461b1440b5fd62cf7fa7a01fa0adc7428c5b708bba854ea	METADATA_COMPLETENESS	PEARSON_CORRELATION	0.0169991142954423			0.0169991142954423	593954e107342758e77293491791009ff5036f07991cdaddc016533391b35306	NONE	false	false	3f97b068fac615bbf06d6fe1751d1d2f2226a12709ee3f58441bbdd8f368bc56	PASS	Association is diagnostic and does not establish causation or relation.
NLP-D3	274baa43b0e13e37fafa6428dbc7938e62e5c439	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_TITLE	HUBNESS_ASSOCIATION_METADATA_COMPLETENESS	50	7995	7995	1024																					NOT_RUN	"[""LANGUAGE"",""PRE_NORMALIZATION_NORMS""]"	fc9313186cb88d070461b1440b5fd62cf7fa7a01fa0adc7428c5b708bba854ea	METADATA_COMPLETENESS	PEARSON_CORRELATION	0.0167603442817295			0.0167603442817295	8efb0b9313bd34f5c750dbdce96d44cb2c41d9e2beb84765e4e00b7e5e72ebad	NONE	false	false	3f97b068fac615bbf06d6fe1751d1d2f2226a12709ee3f58441bbdd8f368bc56	PASS	Association is diagnostic and does not establish causation or relation.
NLP-D3	274baa43b0e13e37fafa6428dbc7938e62e5c439	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_TITLE	HUBNESS_ASSOCIATION_SOURCE	10	7995	7995	1024																					NOT_RUN	"[""LANGUAGE"",""PRE_NORMALIZATION_NORMS""]"	fc9313186cb88d070461b1440b5fd62cf7fa7a01fa0adc7428c5b708bba854ea	SOURCE	CATEGORICAL_ETA_SQUARED	0.00690049906415602	15	0.00690049906415602		994f92961487c19a36ba5bb57648ab765a946d2c5387c7e14c2b8bac5f6f361b	NONE	false	false	3f97b068fac615bbf06d6fe1751d1d2f2226a12709ee3f58441bbdd8f368bc56	PASS	Association is diagnostic and does not establish causation or relation.
NLP-D3	274baa43b0e13e37fafa6428dbc7938e62e5c439	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_TITLE	HUBNESS_ASSOCIATION_SOURCE	20	7995	7995	1024																					NOT_RUN	"[""LANGUAGE"",""PRE_NORMALIZATION_NORMS""]"	fc9313186cb88d070461b1440b5fd62cf7fa7a01fa0adc7428c5b708bba854ea	SOURCE	CATEGORICAL_ETA_SQUARED	0.0100280567967239	15	0.0100280567967239		b298de7c780ea5db2aca3bff21b5294bbd90828dc95680f7627130ef35892d9c	NONE	false	false	3f97b068fac615bbf06d6fe1751d1d2f2226a12709ee3f58441bbdd8f368bc56	PASS	Association is diagnostic and does not establish causation or relation.
NLP-D3	274baa43b0e13e37fafa6428dbc7938e62e5c439	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_TITLE	HUBNESS_ASSOCIATION_SOURCE	50	7995	7995	1024																					NOT_RUN	"[""LANGUAGE"",""PRE_NORMALIZATION_NORMS""]"	fc9313186cb88d070461b1440b5fd62cf7fa7a01fa0adc7428c5b708bba854ea	SOURCE	CATEGORICAL_ETA_SQUARED	0.0188188301494552	15	0.0188188301494552		39fbec59688ec3b9b4e6c523ca1cfae3d4b41f6eb7e15a382c8d5d979092a7c5	NONE	false	false	3f97b068fac615bbf06d6fe1751d1d2f2226a12709ee3f58441bbdd8f368bc56	PASS	Association is diagnostic and does not establish causation or relation.
NLP-D3	274baa43b0e13e37fafa6428dbc7938e62e5c439	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_TITLE	HUBNESS_ASSOCIATION_TEXT_LENGTH	10	7995	7995	1024																					NOT_RUN	"[""LANGUAGE"",""PRE_NORMALIZATION_NORMS""]"	fc9313186cb88d070461b1440b5fd62cf7fa7a01fa0adc7428c5b708bba854ea	TEXT_LENGTH	PEARSON_CORRELATION	-0.14735346914668			-0.14735346914668	7f2c6aa446754d0da8045292676c9849869406b639cd2e6edbf47208a9525c1d	NONE	false	false	3f97b068fac615bbf06d6fe1751d1d2f2226a12709ee3f58441bbdd8f368bc56	PASS	Association is diagnostic and does not establish causation or relation.
NLP-D3	274baa43b0e13e37fafa6428dbc7938e62e5c439	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_TITLE	HUBNESS_ASSOCIATION_TEXT_LENGTH	20	7995	7995	1024																					NOT_RUN	"[""LANGUAGE"",""PRE_NORMALIZATION_NORMS""]"	fc9313186cb88d070461b1440b5fd62cf7fa7a01fa0adc7428c5b708bba854ea	TEXT_LENGTH	PEARSON_CORRELATION	-0.170131687055254			-0.170131687055254	f1b21b5f2fd2f2409f558b52ba320fb5b54d23c0a3025682c37802b52c258974	NONE	false	false	3f97b068fac615bbf06d6fe1751d1d2f2226a12709ee3f58441bbdd8f368bc56	PASS	Association is diagnostic and does not establish causation or relation.
NLP-D3	274baa43b0e13e37fafa6428dbc7938e62e5c439	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_TITLE	HUBNESS_ASSOCIATION_TEXT_LENGTH	50	7995	7995	1024																					NOT_RUN	"[""LANGUAGE"",""PRE_NORMALIZATION_NORMS""]"	fc9313186cb88d070461b1440b5fd62cf7fa7a01fa0adc7428c5b708bba854ea	TEXT_LENGTH	PEARSON_CORRELATION	-0.205973778468928			-0.205973778468928	003d356fda637d114461de767b558e17e8fc1b760d116ae315a9cac35c4844db	NONE	false	false	3f97b068fac615bbf06d6fe1751d1d2f2226a12709ee3f58441bbdd8f368bc56	PASS	Association is diagnostic and does not establish causation or relation.
