object_key	object_kind	schema_name	object_name	identity_arguments	parent_schema	parent_name	owner_role	relation_persistence	relation_security_barrier	routine_language	routine_volatility	routine_security_definer	routine_search_path	type_category	definition_sha256_replay_1	definition_sha256_replay_2	replay_match
INDEX|research|coverage_snapshot|coverage_snapshot_pkey	INDEX	research	coverage_snapshot_pkey	\N	research	coverage_snapshot	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	848d405aa901f733e17a192a6bdf5e33cef9f756349193614d55aacedac1735f	848d405aa901f733e17a192a6bdf5e33cef9f756349193614d55aacedac1735f	true
INDEX|research|epistemic_class|epistemic_class_class_code_key	INDEX	research	epistemic_class_class_code_key	\N	research	epistemic_class	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	88aaadd3553884c237634944b165de802323a2970fccaab8f7a11bbd02a2734a	88aaadd3553884c237634944b165de802323a2970fccaab8f7a11bbd02a2734a	true
INDEX|research|epistemic_class|epistemic_class_pkey	INDEX	research	epistemic_class_pkey	\N	research	epistemic_class	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	eb066b94f092a6777bda66549667b27c18a62f8600ca7acbea95b9f1b2422850	eb066b94f092a6777bda66549667b27c18a62f8600ca7acbea95b9f1b2422850	true
INDEX|research|folder|folder_folder_token_key	INDEX	research	folder_folder_token_key	\N	research	folder	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	6f32d94d9ebe1255710add1a8e0f9b477ee3f15785b1b3853db8d32f11d931c9	6f32d94d9ebe1255710add1a8e0f9b477ee3f15785b1b3853db8d32f11d931c9	true
INDEX|research|folder|folder_pkey	INDEX	research	folder_pkey	\N	research	folder	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	fbb280141c3a87639faa9fc51eb7df764f3f13876de97555849f9267f8d5089e	fbb280141c3a87639faa9fc51eb7df764f3f13876de97555849f9267f8d5089e	true
INDEX|research|legacy_projection_fact|legacy_projection_disposition_idx	INDEX	research	legacy_projection_disposition_idx	\N	research	legacy_projection_fact	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	5fe9521fd452610b3c4741be3604ddf4eb5f48d5148c45c52b0b9abdcf69b25f	5fe9521fd452610b3c4741be3604ddf4eb5f48d5148c45c52b0b9abdcf69b25f	true
INDEX|research|legacy_projection_fact|legacy_projection_fact_pkey	INDEX	research	legacy_projection_fact_pkey	\N	research	legacy_projection_fact	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	1012645a3c0dcf39ae04de5205240d9089e6ce379aacd359bd0ee704765fe916	1012645a3c0dcf39ae04de5205240d9089e6ce379aacd359bd0ee704765fe916	true
INDEX|research|legacy_projection_fact|legacy_projection_fact_source_asset_id_legacy_fact_kind_leg_key	INDEX	research	legacy_projection_fact_source_asset_id_legacy_fact_kind_leg_key	\N	research	legacy_projection_fact	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	b10c4b736856a3161c69f45eca27ecb888e9b119fc92d279a3a64b5f449b6950	b10c4b736856a3161c69f45eca27ecb888e9b119fc92d279a3a64b5f449b6950	true
INDEX|research|missingness_observation|missingness_observation_pkey	INDEX	research	missingness_observation_pkey	\N	research	missingness_observation	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	72b43b9d442a1f9481a13640e0f8d919f42506bc35b2e8452cee1904d715b4ac	72b43b9d442a1f9481a13640e0f8d919f42506bc35b2e8452cee1904d715b4ac	true
INDEX|research|missingness_snapshot|missingness_snapshot_corpus_version_id_snapshot_token_key	INDEX	research	missingness_snapshot_corpus_version_id_snapshot_token_key	\N	research	missingness_snapshot	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	27398dd5c31ca87e5ff3717c029db93f289bc42b3c3d74fdce51b5936520519c	27398dd5c31ca87e5ff3717c029db93f289bc42b3c3d74fdce51b5936520519c	true
INDEX|research|missingness_snapshot|missingness_snapshot_pkey	INDEX	research	missingness_snapshot_pkey	\N	research	missingness_snapshot	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	6e6eb871b9acbfeb0589a1ed21938346513624b31539e0998672a93f15a7c24d	6e6eb871b9acbfeb0589a1ed21938346513624b31539e0998672a93f15a7c24d	true
INDEX|research|object_relation_membership|object_relation_membership_pkey	INDEX	research	object_relation_membership_pkey	\N	research	object_relation_membership	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	d1808e8fb7807de1a1ac00c9d04ca1906fd682eb5d9f7ad81b1be4cfe8251cf8	d1808e8fb7807de1a1ac00c9d04ca1906fd682eb5d9f7ad81b1be4cfe8251cf8	true
INDEX|research|object_relation_membership|object_relation_membership_relation_idx	INDEX	research	object_relation_membership_relation_idx	\N	research	object_relation_membership	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	d5bfcb1961019ac5aa63a69d7f9388d25519e29fbfd9ba1f9556c8dab93eabac	d5bfcb1961019ac5aa63a69d7f9388d25519e29fbfd9ba1f9556c8dab93eabac	true
INDEX|research|object_trace_node|object_trace_node_pkey	INDEX	research	object_trace_node_pkey	\N	research	object_trace_node	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	ee9318e52a96f39b3618281adf20e42b7b71c09ea1ffd5c8d4216d31fcdcb2f1	ee9318e52a96f39b3618281adf20e42b7b71c09ea1ffd5c8d4216d31fcdcb2f1	true
INDEX|research|object_trace_node|object_trace_node_reverse_idx	INDEX	research	object_trace_node_reverse_idx	\N	research	object_trace_node	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	075e9050f8e11fa69f1a25371a0fd25b32cc4f72fe57ba56e267603e591fe5ec	075e9050f8e11fa69f1a25371a0fd25b32cc4f72fe57ba56e267603e591fe5ec	true
INDEX|research|object_trace_node|object_trace_root_unique	INDEX	research	object_trace_root_unique	\N	research	object_trace_node	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	a37a696379484b895abdf73b64fc1bff511ee19e986605ce7a2007672d0e482c	a37a696379484b895abdf73b64fc1bff511ee19e986605ce7a2007672d0e482c	true
INDEX|research|relation_claim|relation_claim_claim_identity_idx	INDEX	research	relation_claim_claim_identity_idx	\N	research	relation_claim	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	df0ef09c9c5d42174aad737e47d318ae6a6834b55ddb87855d2ab86d2f8286bf	df0ef09c9c5d42174aad737e47d318ae6a6834b55ddb87855d2ab86d2f8286bf	true
INDEX|research|relation_claim|relation_claim_claim_idx	INDEX	research	relation_claim_claim_idx	\N	research	relation_claim	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	6776dae95ebee160970a083334fcd207245dd29a01da7e24290d56dd8f169ac4	6776dae95ebee160970a083334fcd207245dd29a01da7e24290d56dd8f169ac4	true
INDEX|research|relation_claim|relation_claim_pkey	INDEX	research	relation_claim_pkey	\N	research	relation_claim	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	00f8e7d241df8ea0c494b5400c20047ae27e72619c37a42bbdb58c719f66274f	00f8e7d241df8ea0c494b5400c20047ae27e72619c37a42bbdb58c719f66274f	true
INDEX|research|relation_context_evidence|relation_context_evidence_evidence_idx	INDEX	research	relation_context_evidence_evidence_idx	\N	research	relation_context_evidence	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	fdf5e689275bbb066d456e567f3b390c855d18beef50d12cd31138de3313201f	fdf5e689275bbb066d456e567f3b390c855d18beef50d12cd31138de3313201f	true
INDEX|research|relation_context_evidence|relation_context_evidence_pkey	INDEX	research	relation_context_evidence_pkey	\N	research	relation_context_evidence	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	fedb522809e704f3900cd243d85ac4f74fe6536f57558acbf1bba80dba324e47	fedb522809e704f3900cd243d85ac4f74fe6536f57558acbf1bba80dba324e47	true
INDEX|research|relation_decision_evidence|relation_decision_evidence_pkey	INDEX	research	relation_decision_evidence_pkey	\N	research	relation_decision_evidence	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	0aea65277873bb1dbed02a70487ab53d6d5892ed061a8f2152cf22f8eecfa323	0aea65277873bb1dbed02a70487ab53d6d5892ed061a8f2152cf22f8eecfa323	true
INDEX|research|relation_decision_evidence|relation_decision_evidence_reverse_idx	INDEX	research	relation_decision_evidence_reverse_idx	\N	research	relation_decision_evidence	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	a17b02efb287babfc3d5b779c7b6dbe57e2270697fb97c9b48217a98d7526a5b	a17b02efb287babfc3d5b779c7b6dbe57e2270697fb97c9b48217a98d7526a5b	true
INDEX|research|relation_endpoint_entity|relation_endpoint_entity_entity_id_key	INDEX	research	relation_endpoint_entity_entity_id_key	\N	research	relation_endpoint_entity	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	56afee6f7c06b4eb0f4fb73dcef842d34d8b59da78090ddf995712468fce4093	56afee6f7c06b4eb0f4fb73dcef842d34d8b59da78090ddf995712468fce4093	true
INDEX|research|relation_endpoint_entity|relation_endpoint_entity_pkey	INDEX	research	relation_endpoint_entity_pkey	\N	research	relation_endpoint_entity	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	80a0993c6371f8364694eccf2bb8da324052907384d237695f2ba71f8a9d3af6	80a0993c6371f8364694eccf2bb8da324052907384d237695f2ba71f8a9d3af6	true
INDEX|research|relation_endpoint|relation_endpoint_pkey	INDEX	research	relation_endpoint_pkey	\N	research	relation_endpoint	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	c04a5510d964bef79993db361b9c42361bf4180540d118640e1484f52e61f4f8	c04a5510d964bef79993db361b9c42361bf4180540d118640e1484f52e61f4f8	true
INDEX|research|relation_review_decision|relation_review_decision_pkey	INDEX	research	relation_review_decision_pkey	\N	research	relation_review_decision	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	dace908cb7d16607868378f4e0d3dbc7fa0d74fff93adba8fd67b94e99e34902	dace908cb7d16607868378f4e0d3dbc7fa0d74fff93adba8fd67b94e99e34902	true
INDEX|research|relation_review_decision|relation_review_decision_supersedes_decision_id_key	INDEX	research	relation_review_decision_supersedes_decision_id_key	\N	research	relation_review_decision	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	80d067b3a260d25d6acf1a96756a9f133d22d1e4224cf35b0e3d388ff7ca2c9a	80d067b3a260d25d6acf1a96756a9f133d22d1e4224cf35b0e3d388ff7ca2c9a	true
INDEX|research|relation_review_decision|relation_review_effective_idx	INDEX	research	relation_review_effective_idx	\N	research	relation_review_decision	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	d7ffca187c7d5cf0de77c83667e17eb3bc2c66c7befe8b3b9b57814013d1d293	d7ffca187c7d5cf0de77c83667e17eb3bc2c66c7befe8b3b9b57814013d1d293	true
INDEX|research|relation_type|relation_type_pkey	INDEX	research	relation_type_pkey	\N	research	relation_type	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	ea0236ab2d5406fc38f3c4df7984f066f0229b917415efdf9f95438c86486237	ea0236ab2d5406fc38f3c4df7984f066f0229b917415efdf9f95438c86486237	true
INDEX|research|relation_type|relation_type_relation_code_key	INDEX	research	relation_type_relation_code_key	\N	research	relation_type	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	3341ed09729c2b63f397111d45810555c84c7e1750b9d82c90d350953f8a9da5	3341ed09729c2b63f397111d45810555c84c7e1750b9d82c90d350953f8a9da5	true
INDEX|research|semantic_relation|semantic_relation_current_natural_uidx	INDEX	research	semantic_relation_current_natural_uidx	\N	research	semantic_relation	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	033a988c9308683bbef54433daedb309e8ef1f3b9566952c67b24b31684cccb1	033a988c9308683bbef54433daedb309e8ef1f3b9566952c67b24b31684cccb1	true
INDEX|research|semantic_relation|semantic_relation_object_status_idx	INDEX	research	semantic_relation_object_status_idx	\N	research	semantic_relation	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	8d0f213150ce5449f91f06395ec3fa5f15db95f33d8a7a603f484c7894ee0764	8d0f213150ce5449f91f06395ec3fa5f15db95f33d8a7a603f484c7894ee0764	true
INDEX|research|semantic_relation|semantic_relation_pkey	INDEX	research	semantic_relation_pkey	\N	research	semantic_relation	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	d1eb85bbd6aa5e111cc4c38cd0d4daa9bc9b62adc6d2e0f95977125c0be8c4fd	d1eb85bbd6aa5e111cc4c38cd0d4daa9bc9b62adc6d2e0f95977125c0be8c4fd	true
INDEX|research|semantic_relation|semantic_relation_relation_urn_key	INDEX	research	semantic_relation_relation_urn_key	\N	research	semantic_relation	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	0ec7d17f27701a77e9b585be4c2dbe8abe574168ff75033efa38d6be835d05a7	0ec7d17f27701a77e9b585be4c2dbe8abe574168ff75033efa38d6be835d05a7	true
INDEX|research|semantic_relation|semantic_relation_subject_status_idx	INDEX	research	semantic_relation_subject_status_idx	\N	research	semantic_relation	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	ee72c0a9823202c956c82e1ed4abeb447ead32531dabb6a1bd720f87070a0f6b	ee72c0a9823202c956c82e1ed4abeb447ead32531dabb6a1bd720f87070a0f6b	true
INDEX|research|semantic_relation|semantic_relation_supersedes_idx	INDEX	research	semantic_relation_supersedes_idx	\N	research	semantic_relation	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	d40d655513db5aee7fc9402846ebcbbee76275319d0eca4033eea7c4aeefd26e	d40d655513db5aee7fc9402846ebcbbee76275319d0eca4033eea7c4aeefd26e	true
INDEX|research|trace_branch|trace_branch_pkey	INDEX	research	trace_branch_pkey	\N	research	trace_branch	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	c5b5d2d390ff0ead27f4928e2ce39d29f0e24cd770128e6eff8d8cffadca8b3d	c5b5d2d390ff0ead27f4928e2ce39d29f0e24cd770128e6eff8d8cffadca8b3d	true
INDEX|research|trace_branch|trace_branch_trace_tree_id_branch_token_key	INDEX	research	trace_branch_trace_tree_id_branch_token_key	\N	research	trace_branch	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	0d43330f3da03f4cee69ae02a4be9ac9b9d25d77999de4abeae5dbee9fb1cce5	0d43330f3da03f4cee69ae02a4be9ac9b9d25d77999de4abeae5dbee9fb1cce5	true
INDEX|research|trace_node_tree_membership|trace_node_tree_membership_pkey	INDEX	research	trace_node_tree_membership_pkey	\N	research	trace_node_tree_membership	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	5337cbce110f45c9653aa306f8c65e6d8b521df24f8e8a0b1498b526881fc6e2	5337cbce110f45c9653aa306f8c65e6d8b521df24f8e8a0b1498b526881fc6e2	true
INDEX|research|trace_node|trace_node_canonical_key_idx	INDEX	research	trace_node_canonical_key_idx	\N	research	trace_node	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	f456e17e1e401c27bb2e473506a3d9a2d457e1433d8ce93df7cbeecabb9b8a7d	f456e17e1e401c27bb2e473506a3d9a2d457e1433d8ce93df7cbeecabb9b8a7d	true
INDEX|research|trace_node|trace_node_entity_idx	INDEX	research	trace_node_entity_idx	\N	research	trace_node	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	c38d65c7863d95dfcf903ea9b27b5a3bca47893e591bb21ff47ac8faeaa91df9	c38d65c7863d95dfcf903ea9b27b5a3bca47893e591bb21ff47ac8faeaa91df9	true
INDEX|research|trace_node|trace_node_pkey	INDEX	research	trace_node_pkey	\N	research	trace_node	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	f85f4563c035026ed7c80a45b0dbd837908712573fcf5626c9ae116aa50c9dd0	f85f4563c035026ed7c80a45b0dbd837908712573fcf5626c9ae116aa50c9dd0	true
INDEX|research|trace_tree|trace_tree_pkey	INDEX	research	trace_tree_pkey	\N	research	trace_tree	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	94976b523c4c739dcf05cf8ffb9d9d6dffedba30f7bd2d5e8f3a4004a1510104	94976b523c4c739dcf05cf8ffb9d9d6dffedba30f7bd2d5e8f3a4004a1510104	true
INDEX|research|trace_tree|trace_tree_tree_token_key	INDEX	research	trace_tree_tree_token_key	\N	research	trace_tree	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	4ce46e3f3a105c883081e3085951ac8cc7b361128d8d2ab255d75037b75ab500	4ce46e3f3a105c883081e3085951ac8cc7b361128d8d2ab255d75037b75ab500	true
INDEX|rights|attribution_bundle_value|attribution_bundle_value_pkey	INDEX	rights	attribution_bundle_value_pkey	\N	rights	attribution_bundle_value	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	576efaf619b41f812a5c3e9fbe746fedeceeb20d7b0a7a6f2e19e0c6bb2e8eb3	576efaf619b41f812a5c3e9fbe746fedeceeb20d7b0a7a6f2e19e0c6bb2e8eb3	true
INDEX|rights|attribution_bundle|attribution_bundle_object_visual_reference_id_bundle_sha256_key	INDEX	rights	attribution_bundle_object_visual_reference_id_bundle_sha256_key	\N	rights	attribution_bundle	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	cc18047e09ca398bcf1e8d6cd747076f1bb254622e1246ee295bbe7092ad30cf	cc18047e09ca398bcf1e8d6cd747076f1bb254622e1246ee295bbe7092ad30cf	true
INDEX|rights|attribution_bundle|attribution_bundle_one_successor	INDEX	rights	attribution_bundle_one_successor	\N	rights	attribution_bundle	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	45bf7070fdf39f723000a6760fec8517beaacf81e81314073257c9144218fd2a	45bf7070fdf39f723000a6760fec8517beaacf81e81314073257c9144218fd2a	true
INDEX|rights|attribution_bundle|attribution_bundle_pkey	INDEX	rights	attribution_bundle_pkey	\N	rights	attribution_bundle	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	17adcf7685030d86a2a0aa1f989c833c6624320795563bb6a91583ac2e18b499	17adcf7685030d86a2a0aa1f989c833c6624320795563bb6a91583ac2e18b499	true
INDEX|rights|delivery_assessment|delivery_assessment_mode_idx	INDEX	rights	delivery_assessment_mode_idx	\N	rights	delivery_assessment	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	73b0130673b474be22cbe0c5828ae4d560769e490c7bb51dbc8a9fc8f6245aba	73b0130673b474be22cbe0c5828ae4d560769e490c7bb51dbc8a9fc8f6245aba	true
INDEX|rights|delivery_assessment|delivery_assessment_pkey	INDEX	rights	delivery_assessment_pkey	\N	rights	delivery_assessment	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	e6b78e72c42fbff954cb3f92b05d44dc008ef34d62ec3d0f3857af8a6b6380d0	e6b78e72c42fbff954cb3f92b05d44dc008ef34d62ec3d0f3857af8a6b6380d0	true
INDEX|rights|delivery_assessment|delivery_assessment_reference_idx	INDEX	rights	delivery_assessment_reference_idx	\N	rights	delivery_assessment	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	cd5005a72b8ed196463b9e47e9563bd0735e5aed8a8532e6e75ff39b6bbfbbb1	cd5005a72b8ed196463b9e47e9563bd0735e5aed8a8532e6e75ff39b6bbfbbb1	true
INDEX|rights|delivery_assessment|delivery_assessment_supersedes_delivery_assessment_id_key	INDEX	rights	delivery_assessment_supersedes_delivery_assessment_id_key	\N	rights	delivery_assessment	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	9e592b1599eafb4e3a66fa07577a5f038c4db6ac27386f4a3edb64269300de18	9e592b1599eafb4e3a66fa07577a5f038c4db6ac27386f4a3edb64269300de18	true
INDEX|rights|delivery_locator_qualification|delivery_locator_qualificatio_delivery_assessment_id_allowl_key	INDEX	rights	delivery_locator_qualificatio_delivery_assessment_id_allowl_key	\N	rights	delivery_locator_qualification	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	093e5440c8c54e0f6c0ce71f565925f9f101cd29d4473b4bbe1bed0ffb3fe8d4	093e5440c8c54e0f6c0ce71f565925f9f101cd29d4473b4bbe1bed0ffb3fe8d4	true
INDEX|rights|delivery_locator_qualification|delivery_locator_qualification_pkey	INDEX	rights	delivery_locator_qualification_pkey	\N	rights	delivery_locator_qualification	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	891a59ce414ce6af592ac8cdb9ce28ad1cfb90b1275abd52a1b2eed554d6d7a1	891a59ce414ce6af592ac8cdb9ce28ad1cfb90b1275abd52a1b2eed554d6d7a1	true
INDEX|rights|delivery_policy_evaluation|delivery_policy_evaluation_pkey	INDEX	rights	delivery_policy_evaluation_pkey	\N	rights	delivery_policy_evaluation	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	aa2b105e359e4c1abe356f2b76bce003eb462d920f5ec0e686da44bd612c36e7	aa2b105e359e4c1abe356f2b76bce003eb462d920f5ec0e686da44bd612c36e7	true
INDEX|rights|delivery_rights_assessment|delivery_rights_assessment_pkey	INDEX	rights	delivery_rights_assessment_pkey	\N	rights	delivery_rights_assessment	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	4e706bf30abd50ec620dcb243093eac83397dfd62b9a8a9e95649899502585b6	4e706bf30abd50ec620dcb243093eac83397dfd62b9a8a9e95649899502585b6	true
INDEX|rights|digital_representation|digital_representation_content_sha256_byte_length_evidence__key	INDEX	rights	digital_representation_content_sha256_byte_length_evidence__key	\N	rights	digital_representation	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	f47d700fbc9c20d0b300279bd838c362bae30e57cf64ff60665a6439eb69564b	f47d700fbc9c20d0b300279bd838c362bae30e57cf64ff60665a6439eb69564b	true
INDEX|rights|digital_representation|digital_representation_pkey	INDEX	rights	digital_representation_pkey	\N	rights	digital_representation	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	88f3b4ac6b46543d077a95d84f56393be2b98efa8c9475a0714d62ad9f5321bd	88f3b4ac6b46543d077a95d84f56393be2b98efa8c9475a0714d62ad9f5321bd	true
INDEX|rights|endpoint_health_observation|endpoint_health_locator_idx	INDEX	rights	endpoint_health_locator_idx	\N	rights	endpoint_health_observation	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	4525beac228b3dec4fd8b3ed72924804429906f142acc6c19e86401d6114ef49	4525beac228b3dec4fd8b3ed72924804429906f142acc6c19e86401d6114ef49	true
INDEX|rights|endpoint_health_observation|endpoint_health_observation_pkey	INDEX	rights	endpoint_health_observation_pkey	\N	rights	endpoint_health_observation	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	717940d51ac48e8ab5b07a8b6d38d1c3fc1480c6fe3d723602c2695c2a81d56d	717940d51ac48e8ab5b07a8b6d38d1c3fc1480c6fe3d723602c2695c2a81d56d	true
INDEX|rights|endpoint_health_observation|endpoint_health_observation_visual_locator_id_checked_at_me_key	INDEX	rights	endpoint_health_observation_visual_locator_id_checked_at_me_key	\N	rights	endpoint_health_observation	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	243e35060cddb4a8ca57bfcc82d187cb10e7a2e4a9e4dca9b129e93bfde98740	243e35060cddb4a8ca57bfcc82d187cb10e7a2e4a9e4dca9b129e93bfde98740	true
INDEX|rights|external_visual_reference|external_visual_reference_pkey	INDEX	rights	external_visual_reference_pkey	\N	rights	external_visual_reference	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	812eb4c0084d8e969804d292034d9c07c4975f5a1c8b84c7090d88e98193b210	812eb4c0084d8e969804d292034d9c07c4975f5a1c8b84c7090d88e98193b210	true
INDEX|rights|external_visual_reference|external_visual_reference_source_asset_id_source_record_id__key	INDEX	rights	external_visual_reference_source_asset_id_source_record_id__key	\N	rights	external_visual_reference	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	1afd874431ca071640de24a2372573e2a2681fd10555839d5e6255f04d599a74	1afd874431ca071640de24a2372573e2a2681fd10555839d5e6255f04d599a74	true
INDEX|rights|external_visual_reference|external_visual_reference_visual_reference_urn_key	INDEX	rights	external_visual_reference_visual_reference_urn_key	\N	rights	external_visual_reference	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	e5a2c350a6914c6c9e48ab405d0819f8b39b25a2d56c55af93460a949389ae56	e5a2c350a6914c6c9e48ab405d0819f8b39b25a2d56c55af93460a949389ae56	true
INDEX|rights|external_visual_reference|visual_reference_fingerprint_idx	INDEX	rights	visual_reference_fingerprint_idx	\N	rights	external_visual_reference	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	a414ce71ba617c0940fa376429829eec0549d6d52e9d4aab87428ea8e7bb4178	a414ce71ba617c0940fa376429829eec0549d6d52e9d4aab87428ea8e7bb4178	true
INDEX|rights|external_visual_reference|visual_reference_provider_object_idx	INDEX	rights	visual_reference_provider_object_idx	\N	rights	external_visual_reference	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	472d9533ee9c1faffaae482e008064035bb1cddc6bb0c5c0d2770bc3984c10f9	472d9533ee9c1faffaae482e008064035bb1cddc6bb0c5c0d2770bc3984c10f9	true
INDEX|rights|legacy_visual_surface_classification|legacy_visual_surface_classification_pkey	INDEX	rights	legacy_visual_surface_classification_pkey	\N	rights	legacy_visual_surface_classification	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	4c0b36a4fe1b1260e0c415ced98b72deb65958b86db1418c4cf13c2a07f9fbe0	4c0b36a4fe1b1260e0c415ced98b72deb65958b86db1418c4cf13c2a07f9fbe0	true
INDEX|rights|legacy_visual_surface_disposition|legacy_visual_surface_disposition_pkey	INDEX	rights	legacy_visual_surface_disposition_pkey	\N	rights	legacy_visual_surface_disposition	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	2ffcb43c30ad7ae0f886ea9513c9003e07a9b3525fc368efd416fa335ddd0e74	2ffcb43c30ad7ae0f886ea9513c9003e07a9b3525fc368efd416fa335ddd0e74	true
INDEX|rights|object_visual_reference_review_decision|object_visual_reference_decision_current_idx	INDEX	rights	object_visual_reference_decision_current_idx	\N	rights	object_visual_reference_review_decision	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	1ef5db8d733a4e9ea131ac9390350879769f121df89533d2501ea2b6b688734b	1ef5db8d733a4e9ea131ac9390350879769f121df89533d2501ea2b6b688734b	true
INDEX|rights|object_visual_reference_review_decision|object_visual_reference_review_decis_supersedes_decision_id_key	INDEX	rights	object_visual_reference_review_decis_supersedes_decision_id_key	\N	rights	object_visual_reference_review_decision	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	2970c447718dd2084ce829da8a208b86ca02a0d7bcf7da911af643b0fbdc04e8	2970c447718dd2084ce829da8a208b86ca02a0d7bcf7da911af643b0fbdc04e8	true
