control_key	table_schema	table_name	control_kind	control_name	column_names_json	referenced_schema	referenced_table	referenced_columns_json	match_type	on_update	on_delete	deferrable	initially_deferred	validated	enabled_state	trigger_timing	trigger_events_json	trigger_level	guard_function_identity	predicate_escaped	definition_sha256_replay_1	definition_sha256_replay_2	replay_match	backing_constraint_key	normative_invariant	test_ids_json	status
release|visual_registry_legacy_disposition_snapshot|NOT_NULL|accounted_surface_count:NOT_NULL	release	visual_registry_legacy_disposition_snapshot	NOT_NULL	accounted_surface_count:NOT_NULL	["accounted_surface_count"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	23c7e63225a23becf8ee868ec7851b20c363b42ed9803d338422bd1a03a8d856	23c7e63225a23becf8ee868ec7851b20c363b42ed9803d338422bd1a03a8d856	true	\N	CLOSED_SUBTYPE	[]	PASS
release|visual_registry_legacy_disposition_snapshot|NOT_NULL|disposition_set_sha256:NOT_NULL	release	visual_registry_legacy_disposition_snapshot	NOT_NULL	disposition_set_sha256:NOT_NULL	["disposition_set_sha256"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	3203c14cb81c9a9dbe9b59cb2059ecf37761f4f53c441af1790f086dde4c629f	3203c14cb81c9a9dbe9b59cb2059ecf37761f4f53c441af1790f086dde4c629f	true	\N	CLOSED_SUBTYPE	[]	PASS
release|visual_registry_legacy_disposition_snapshot|NOT_NULL|no_visual_reference_count:NOT_NULL	release	visual_registry_legacy_disposition_snapshot	NOT_NULL	no_visual_reference_count:NOT_NULL	["no_visual_reference_count"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	67584cebb50c68bbf3d0b0f54083ea2aebafc1036cc75fc5a909664dd1736066	67584cebb50c68bbf3d0b0f54083ea2aebafc1036cc75fc5a909664dd1736066	true	\N	CLOSED_SUBTYPE	[]	PASS
release|visual_registry_legacy_disposition_snapshot|NOT_NULL|receipt_sha256:NOT_NULL	release	visual_registry_legacy_disposition_snapshot	NOT_NULL	receipt_sha256:NOT_NULL	["receipt_sha256"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	321b298640bcd7c59e29617c1bcdb36b7a122bbec0f68ce1e019b54440b57452	321b298640bcd7c59e29617c1bcdb36b7a122bbec0f68ce1e019b54440b57452	true	\N	CLOSED_SUBTYPE	[]	PASS
release|visual_registry_legacy_disposition_snapshot|NOT_NULL|reference_bearing_surface_count:NOT_NULL	release	visual_registry_legacy_disposition_snapshot	NOT_NULL	reference_bearing_surface_count:NOT_NULL	["reference_bearing_surface_count"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	fd6f2fb04227e64718b759ad91d4a7dc232c14b33d4f768bcaaac5f8516c881a	fd6f2fb04227e64718b759ad91d4a7dc232c14b33d4f768bcaaac5f8516c881a	true	\N	CLOSED_SUBTYPE	[]	PASS
release|visual_registry_legacy_disposition_snapshot|NOT_NULL|unclassified_surface_count:NOT_NULL	release	visual_registry_legacy_disposition_snapshot	NOT_NULL	unclassified_surface_count:NOT_NULL	["unclassified_surface_count"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	e6f7640657775fe5c124414448c5f74aea73e9228a17eef47ff3cedf03e1fdd3	e6f7640657775fe5c124414448c5f74aea73e9228a17eef47ff3cedf03e1fdd3	true	\N	CLOSED_SUBTYPE	[]	PASS
release|visual_registry_legacy_disposition_snapshot|NOT_NULL|visual_registry_release_id:NOT_NULL	release	visual_registry_legacy_disposition_snapshot	NOT_NULL	visual_registry_release_id:NOT_NULL	["visual_registry_release_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	6ddeae4adabc56cef73a92341a86e1401a832042a3982ac3e6fa4ef5dbba02d8	6ddeae4adabc56cef73a92341a86e1401a832042a3982ac3e6fa4ef5dbba02d8	true	\N	CLOSED_SUBTYPE	[]	PASS
release|visual_registry_legacy_disposition_snapshot|PRIMARY_KEY|visual_registry_legacy_disposition_snapshot_pkey	release	visual_registry_legacy_disposition_snapshot	PRIMARY_KEY	visual_registry_legacy_disposition_snapshot_pkey	["visual_registry_release_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	3f5f6727bd2418de1e4816780aae4d1da7111aaa82f9358ee507f9d63718ae26	3f5f6727bd2418de1e4816780aae4d1da7111aaa82f9358ee507f9d63718ae26	true	\N	NATURAL_KEY	[]	PASS
release|visual_registry_legacy_disposition_snapshot|ROW_TRIGGER|guard_visual_legacy_snapshot	release	visual_registry_legacy_disposition_snapshot	ROW_TRIGGER	guard_visual_legacy_snapshot	[]	\N	\N	[]	\N	\N	\N	false	false	true	O	BEFORE	["DELETE","INSERT","UPDATE"]	ROW	release.guard_visual_projection_mutation()	\N	965942ad21c4a718adf79648121fbd5d73bbddd586029e1639fec2e18d625aaa	965942ad21c4a718adf79648121fbd5d73bbddd586029e1639fec2e18d625aaa	true	\N	CLOSED_SUBTYPE	[]	PASS
release|visual_registry_manifest|CHECK|visual_registry_manifest_byte_length_check	release	visual_registry_manifest	CHECK	visual_registry_manifest_byte_length_check	["byte_length"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	CHECK (byte_length >= 0)	4530facfc6e330aaa70b92def679e69aa505f441db757ddf77820f52e253beb8	4530facfc6e330aaa70b92def679e69aa505f441db757ddf77820f52e253beb8	true	\N	CLOSED_SUBTYPE	[]	PASS
release|visual_registry_manifest|CHECK|visual_registry_manifest_check	release	visual_registry_manifest	CHECK	visual_registry_manifest_check	["manifest_bytes","byte_length"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	CHECK (octet_length(manifest_bytes) = byte_length)	09001af3f697df3afdfb0110067a8b739f39f3b78716c937e3ba81de646a8435	09001af3f697df3afdfb0110067a8b739f39f3b78716c937e3ba81de646a8435	true	\N	CLOSED_SUBTYPE	[]	PASS
release|visual_registry_manifest|CHECK|visual_registry_manifest_check1	release	visual_registry_manifest	CHECK	visual_registry_manifest_check1	["manifest_bytes","manifest_sha256"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	CHECK (encode(sha256(manifest_bytes), 'hex'::text) = manifest_sha256::text)	064857aa172263ecc351ebda503a871292ac3d83e3e8cef10fb334342ac6611e	064857aa172263ecc351ebda503a871292ac3d83e3e8cef10fb334342ac6611e	true	\N	CLOSED_SUBTYPE	[]	PASS
release|visual_registry_manifest|FOREIGN_KEY|visual_registry_manifest_visual_registry_release_id_fkey	release	visual_registry_manifest	FOREIGN_KEY	visual_registry_manifest_visual_registry_release_id_fkey	["visual_registry_release_id"]	release	visual_registry_release	["visual_registry_release_id"]	SIMPLE	NO ACTION	RESTRICT	false	false	true	\N	\N	[]	\N	\N	\N	d88a9e393ccd1ba4ce85ab8d6fba829f447ce93a4df2f845a1d4e67c54c75679	d88a9e393ccd1ba4ce85ab8d6fba829f447ce93a4df2f845a1d4e67c54c75679	true	\N	IDENTITY_FK	[]	PASS
release|visual_registry_manifest|INDEX|visual_registry_manifest_pkey	release	visual_registry_manifest	INDEX	visual_registry_manifest_pkey	[]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	6bb712b2b34f18d5a7e238e81b64e71e91f51a696bb98d5048377e9a4d496391	6bb712b2b34f18d5a7e238e81b64e71e91f51a696bb98d5048377e9a4d496391	true	release|visual_registry_manifest|PRIMARY_KEY|visual_registry_manifest_pkey	ACCESS_PATH_ONLY	[]	PASS
release|visual_registry_manifest|NOT_NULL|byte_length:NOT_NULL	release	visual_registry_manifest	NOT_NULL	byte_length:NOT_NULL	["byte_length"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	749e2e87c3761007cd4715512409bfa54d234f39cb12952648e49293a5fe0b6c	749e2e87c3761007cd4715512409bfa54d234f39cb12952648e49293a5fe0b6c	true	\N	CLOSED_SUBTYPE	[]	PASS
release|visual_registry_manifest|NOT_NULL|generated_at:NOT_NULL	release	visual_registry_manifest	NOT_NULL	generated_at:NOT_NULL	["generated_at"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	ff96392b4bf5fcd52b79f6ab7ae8b30203b4e289d7b58d1f0308f43a290c0468	ff96392b4bf5fcd52b79f6ab7ae8b30203b4e289d7b58d1f0308f43a290c0468	true	\N	CLOSED_SUBTYPE	[]	PASS
release|visual_registry_manifest|NOT_NULL|manifest_bytes:NOT_NULL	release	visual_registry_manifest	NOT_NULL	manifest_bytes:NOT_NULL	["manifest_bytes"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	eed07bf57bb2935b0cfe381c670802ccf6559b462648d8310a99f871eaa51490	eed07bf57bb2935b0cfe381c670802ccf6559b462648d8310a99f871eaa51490	true	\N	CLOSED_SUBTYPE	[]	PASS
release|visual_registry_manifest|NOT_NULL|manifest_sha256:NOT_NULL	release	visual_registry_manifest	NOT_NULL	manifest_sha256:NOT_NULL	["manifest_sha256"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	c7f2e7d7d7d0a996e78281ae1f8c9545a279d407d4bc44eacbdfd5f3d8cd4d29	c7f2e7d7d7d0a996e78281ae1f8c9545a279d407d4bc44eacbdfd5f3d8cd4d29	true	\N	CLOSED_SUBTYPE	[]	PASS
release|visual_registry_manifest|NOT_NULL|visual_registry_release_id:NOT_NULL	release	visual_registry_manifest	NOT_NULL	visual_registry_release_id:NOT_NULL	["visual_registry_release_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	6ddeae4adabc56cef73a92341a86e1401a832042a3982ac3e6fa4ef5dbba02d8	6ddeae4adabc56cef73a92341a86e1401a832042a3982ac3e6fa4ef5dbba02d8	true	\N	CLOSED_SUBTYPE	[]	PASS
release|visual_registry_manifest|PRIMARY_KEY|visual_registry_manifest_pkey	release	visual_registry_manifest	PRIMARY_KEY	visual_registry_manifest_pkey	["visual_registry_release_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	3f5f6727bd2418de1e4816780aae4d1da7111aaa82f9358ee507f9d63718ae26	3f5f6727bd2418de1e4816780aae4d1da7111aaa82f9358ee507f9d63718ae26	true	\N	NATURAL_KEY	[]	PASS
release|visual_registry_manifest|ROW_TRIGGER|guard_visual_manifest	release	visual_registry_manifest	ROW_TRIGGER	guard_visual_manifest	[]	\N	\N	[]	\N	\N	\N	false	false	true	O	BEFORE	["DELETE","INSERT","UPDATE"]	ROW	release.guard_visual_manifest()	\N	0cee81916a621c76aeb396e3b0785b06ed4c9b158589388c50212b968165d02c	0cee81916a621c76aeb396e3b0785b06ed4c9b158589388c50212b968165d02c	true	\N	SEALED_MUTATION_GUARD	[]	PASS
release|visual_registry_policy_evaluation_snapshot|FOREIGN_KEY|visual_registry_policy_evalua_provider_policy_evaluation_i_fkey	release	visual_registry_policy_evaluation_snapshot	FOREIGN_KEY	visual_registry_policy_evalua_provider_policy_evaluation_i_fkey	["provider_policy_evaluation_id"]	rights	provider_policy_evaluation	["provider_policy_evaluation_id"]	SIMPLE	NO ACTION	RESTRICT	false	false	true	\N	\N	[]	\N	\N	\N	4f7f3c8b407418cef786ff8753cdaf22c19b63a87bed306e94373156a008fcfb	4f7f3c8b407418cef786ff8753cdaf22c19b63a87bed306e94373156a008fcfb	true	\N	IDENTITY_FK	[]	PASS
release|visual_registry_policy_evaluation_snapshot|FOREIGN_KEY|visual_registry_policy_evalua_visual_registry_release_id_o_fkey	release	visual_registry_policy_evaluation_snapshot	FOREIGN_KEY	visual_registry_policy_evalua_visual_registry_release_id_o_fkey	["visual_registry_release_id","object_visual_reference_id"]	release	visual_registry_bridge_snapshot	["visual_registry_release_id","object_visual_reference_id"]	SIMPLE	NO ACTION	RESTRICT	false	false	true	\N	\N	[]	\N	\N	\N	08974507bc3db264aecb643327a6ce4b2f1af4c4c021c573903398a2b675803b	08974507bc3db264aecb643327a6ce4b2f1af4c4c021c573903398a2b675803b	true	\N	IDENTITY_FK	[]	PASS
release|visual_registry_policy_evaluation_snapshot|FOREIGN_KEY|visual_registry_policy_evaluati_visual_registry_release_id_fkey	release	visual_registry_policy_evaluation_snapshot	FOREIGN_KEY	visual_registry_policy_evaluati_visual_registry_release_id_fkey	["visual_registry_release_id"]	release	visual_registry_release	["visual_registry_release_id"]	SIMPLE	NO ACTION	RESTRICT	false	false	true	\N	\N	[]	\N	\N	\N	d88a9e393ccd1ba4ce85ab8d6fba829f447ce93a4df2f845a1d4e67c54c75679	d88a9e393ccd1ba4ce85ab8d6fba829f447ce93a4df2f845a1d4e67c54c75679	true	\N	IDENTITY_FK	[]	PASS
release|visual_registry_policy_evaluation_snapshot|INDEX|visual_registry_policy_evaluation_snapshot_pkey	release	visual_registry_policy_evaluation_snapshot	INDEX	visual_registry_policy_evaluation_snapshot_pkey	[]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	93e1fbaee74705dca61144a6c996218da99ce22d8e6e84e6ae8db61020233238	93e1fbaee74705dca61144a6c996218da99ce22d8e6e84e6ae8db61020233238	true	release|visual_registry_policy_evaluation_snapshot|PRIMARY_KEY|visual_registry_policy_evaluation_snapshot_pkey	ACCESS_PATH_ONLY	[]	PASS
release|visual_registry_policy_evaluation_snapshot|NOT_NULL|evaluated_at:NOT_NULL	release	visual_registry_policy_evaluation_snapshot	NOT_NULL	evaluated_at:NOT_NULL	["evaluated_at"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	d59045eb83e8bba252941a66df533b5de582e3ffe1b51c2a45188ca9f44f72e2	d59045eb83e8bba252941a66df533b5de582e3ffe1b51c2a45188ca9f44f72e2	true	\N	CLOSED_SUBTYPE	[]	PASS
release|visual_registry_policy_evaluation_snapshot|NOT_NULL|evaluated_state:NOT_NULL	release	visual_registry_policy_evaluation_snapshot	NOT_NULL	evaluated_state:NOT_NULL	["evaluated_state"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	79504f5526edb771919dd9049212489bd82049570af43ba2f0878c2481e00db5	79504f5526edb771919dd9049212489bd82049570af43ba2f0878c2481e00db5	true	\N	CLOSED_SUBTYPE	[]	PASS
release|visual_registry_policy_evaluation_snapshot|NOT_NULL|evaluation_snapshot_sha256:NOT_NULL	release	visual_registry_policy_evaluation_snapshot	NOT_NULL	evaluation_snapshot_sha256:NOT_NULL	["evaluation_snapshot_sha256"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	90d38031b29a6309ba18762b7cbe174bbd2fac34528de5e455af260e3f6015c4	90d38031b29a6309ba18762b7cbe174bbd2fac34528de5e455af260e3f6015c4	true	\N	CLOSED_SUBTYPE	[]	PASS
release|visual_registry_policy_evaluation_snapshot|NOT_NULL|object_visual_reference_id:NOT_NULL	release	visual_registry_policy_evaluation_snapshot	NOT_NULL	object_visual_reference_id:NOT_NULL	["object_visual_reference_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	bdae2c95d5a0e7190704f8177922af0ff139f73d406eec0511bc0dfb29e87703	bdae2c95d5a0e7190704f8177922af0ff139f73d406eec0511bc0dfb29e87703	true	\N	CLOSED_SUBTYPE	[]	PASS
release|visual_registry_policy_evaluation_snapshot|NOT_NULL|provider_policy_evaluation_id:NOT_NULL	release	visual_registry_policy_evaluation_snapshot	NOT_NULL	provider_policy_evaluation_id:NOT_NULL	["provider_policy_evaluation_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	253f2f3d5fe71a08fdecdbb1f80593fabfc650e6b63354ab3d5d78621b94d6a0	253f2f3d5fe71a08fdecdbb1f80593fabfc650e6b63354ab3d5d78621b94d6a0	true	\N	CLOSED_SUBTYPE	[]	PASS
release|visual_registry_policy_evaluation_snapshot|NOT_NULL|visual_registry_release_id:NOT_NULL	release	visual_registry_policy_evaluation_snapshot	NOT_NULL	visual_registry_release_id:NOT_NULL	["visual_registry_release_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	6ddeae4adabc56cef73a92341a86e1401a832042a3982ac3e6fa4ef5dbba02d8	6ddeae4adabc56cef73a92341a86e1401a832042a3982ac3e6fa4ef5dbba02d8	true	\N	CLOSED_SUBTYPE	[]	PASS
release|visual_registry_policy_evaluation_snapshot|PRIMARY_KEY|visual_registry_policy_evaluation_snapshot_pkey	release	visual_registry_policy_evaluation_snapshot	PRIMARY_KEY	visual_registry_policy_evaluation_snapshot_pkey	["visual_registry_release_id","provider_policy_evaluation_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	691682b8188d306091483b0fd53553e60f00fc91fd9a0ff1464e37fa1cb68da9	691682b8188d306091483b0fd53553e60f00fc91fd9a0ff1464e37fa1cb68da9	true	\N	NATURAL_KEY	[]	PASS
release|visual_registry_policy_evaluation_snapshot|ROW_TRIGGER|guard_visual_policy_evaluation_snapshot	release	visual_registry_policy_evaluation_snapshot	ROW_TRIGGER	guard_visual_policy_evaluation_snapshot	[]	\N	\N	[]	\N	\N	\N	false	false	true	O	BEFORE	["DELETE","INSERT","UPDATE"]	ROW	release.guard_visual_projection_mutation()	\N	aff401021068062937acdb2b0b74d4fb3913c99091e5a39c610f63bf99869219	aff401021068062937acdb2b0b74d4fb3913c99091e5a39c610f63bf99869219	true	\N	CLOSED_SUBTYPE	[]	PASS
release|visual_registry_policy_evaluation_version_snapshot|FOREIGN_KEY|visual_registry_policy_evalu_visual_registry_release_id_p_fkey1	release	visual_registry_policy_evaluation_version_snapshot	FOREIGN_KEY	visual_registry_policy_evalu_visual_registry_release_id_p_fkey1	["visual_registry_release_id","provider_policy_version_id"]	release	visual_registry_policy_version_snapshot	["visual_registry_release_id","provider_policy_version_id"]	SIMPLE	NO ACTION	RESTRICT	false	false	true	\N	\N	[]	\N	\N	\N	e55cd847fdd6e9ef89b09110276f03b98979baf124c2c11dce21a1792eb57bce	e55cd847fdd6e9ef89b09110276f03b98979baf124c2c11dce21a1792eb57bce	true	\N	IDENTITY_FK	[]	PASS
release|visual_registry_policy_evaluation_version_snapshot|FOREIGN_KEY|visual_registry_policy_evalua_visual_registry_release_id_p_fkey	release	visual_registry_policy_evaluation_version_snapshot	FOREIGN_KEY	visual_registry_policy_evalua_visual_registry_release_id_p_fkey	["visual_registry_release_id","provider_policy_evaluation_id"]	release	visual_registry_policy_evaluation_snapshot	["visual_registry_release_id","provider_policy_evaluation_id"]	SIMPLE	NO ACTION	RESTRICT	false	false	true	\N	\N	[]	\N	\N	\N	3fa0c21083b1256568029c778b8d683ba7486e945af9aaeddcc83af06e5f6554	3fa0c21083b1256568029c778b8d683ba7486e945af9aaeddcc83af06e5f6554	true	\N	IDENTITY_FK	[]	PASS
release|visual_registry_policy_evaluation_version_snapshot|INDEX|visual_registry_policy_evaluation_version_snapshot_pkey	release	visual_registry_policy_evaluation_version_snapshot	INDEX	visual_registry_policy_evaluation_version_snapshot_pkey	[]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	168390ccd28e4ad79f40ac99b4f4cbd30e6d9068981a90a8a2ad812935249b53	168390ccd28e4ad79f40ac99b4f4cbd30e6d9068981a90a8a2ad812935249b53	true	release|visual_registry_policy_evaluation_version_snapshot|PRIMARY_KEY|visual_registry_policy_evaluation_version_snapshot_pkey	ACCESS_PATH_ONLY	[]	PASS
release|visual_registry_policy_evaluation_version_snapshot|NOT_NULL|provider_policy_evaluation_id:NOT_NULL	release	visual_registry_policy_evaluation_version_snapshot	NOT_NULL	provider_policy_evaluation_id:NOT_NULL	["provider_policy_evaluation_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	253f2f3d5fe71a08fdecdbb1f80593fabfc650e6b63354ab3d5d78621b94d6a0	253f2f3d5fe71a08fdecdbb1f80593fabfc650e6b63354ab3d5d78621b94d6a0	true	\N	CLOSED_SUBTYPE	[]	PASS
release|visual_registry_policy_evaluation_version_snapshot|NOT_NULL|provider_policy_version_id:NOT_NULL	release	visual_registry_policy_evaluation_version_snapshot	NOT_NULL	provider_policy_version_id:NOT_NULL	["provider_policy_version_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	a37bd1e1cf425fc77df5834ca92e7c761e97b5326109f8c3243984cf73e1ce51	a37bd1e1cf425fc77df5834ca92e7c761e97b5326109f8c3243984cf73e1ce51	true	\N	CLOSED_SUBTYPE	[]	PASS
release|visual_registry_policy_evaluation_version_snapshot|NOT_NULL|visual_registry_release_id:NOT_NULL	release	visual_registry_policy_evaluation_version_snapshot	NOT_NULL	visual_registry_release_id:NOT_NULL	["visual_registry_release_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	6ddeae4adabc56cef73a92341a86e1401a832042a3982ac3e6fa4ef5dbba02d8	6ddeae4adabc56cef73a92341a86e1401a832042a3982ac3e6fa4ef5dbba02d8	true	\N	CLOSED_SUBTYPE	[]	PASS
release|visual_registry_policy_evaluation_version_snapshot|PRIMARY_KEY|visual_registry_policy_evaluation_version_snapshot_pkey	release	visual_registry_policy_evaluation_version_snapshot	PRIMARY_KEY	visual_registry_policy_evaluation_version_snapshot_pkey	["visual_registry_release_id","provider_policy_evaluation_id","provider_policy_version_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	d48ee53683c0f215a35f8615e8df475d8e153e7fe05d9d5eaabc01cfd33c8c97	d48ee53683c0f215a35f8615e8df475d8e153e7fe05d9d5eaabc01cfd33c8c97	true	\N	NATURAL_KEY	[]	PASS
release|visual_registry_policy_evaluation_version_snapshot|ROW_TRIGGER|guard_visual_policy_evaluation_version_snapshot	release	visual_registry_policy_evaluation_version_snapshot	ROW_TRIGGER	guard_visual_policy_evaluation_version_snapshot	[]	\N	\N	[]	\N	\N	\N	false	false	true	O	BEFORE	["DELETE","INSERT","UPDATE"]	ROW	release.guard_visual_projection_mutation()	\N	e4cd86996e28d275707ecc0d21d3c87b808c8892e260d1b1336aefb08139a5df	e4cd86996e28d275707ecc0d21d3c87b808c8892e260d1b1336aefb08139a5df	true	\N	CLOSED_SUBTYPE	[]	PASS
release|visual_registry_policy_input|FOREIGN_KEY|visual_registry_policy_input_visual_registry_release_id_fkey	release	visual_registry_policy_input	FOREIGN_KEY	visual_registry_policy_input_visual_registry_release_id_fkey	["visual_registry_release_id"]	release	visual_registry_release	["visual_registry_release_id"]	SIMPLE	NO ACTION	RESTRICT	false	false	true	\N	\N	[]	\N	\N	\N	d88a9e393ccd1ba4ce85ab8d6fba829f447ce93a4df2f845a1d4e67c54c75679	d88a9e393ccd1ba4ce85ab8d6fba829f447ce93a4df2f845a1d4e67c54c75679	true	\N	IDENTITY_FK	[]	PASS
release|visual_registry_policy_input|INDEX|visual_registry_policy_input_pkey	release	visual_registry_policy_input	INDEX	visual_registry_policy_input_pkey	[]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	d0895e580a304bfc9e294f7564fee0212879710cb821a8ee2e60da7d8afc3f6b	d0895e580a304bfc9e294f7564fee0212879710cb821a8ee2e60da7d8afc3f6b	true	release|visual_registry_policy_input|PRIMARY_KEY|visual_registry_policy_input_pkey	ACCESS_PATH_ONLY	[]	PASS
release|visual_registry_policy_input|NOT_NULL|delivery_truth_table_sha256:NOT_NULL	release	visual_registry_policy_input	NOT_NULL	delivery_truth_table_sha256:NOT_NULL	["delivery_truth_table_sha256"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	f8b44173a39494e84c5b9c1e6fc53bb795a6397e886365c15f4e15f7b91fc9ce	f8b44173a39494e84c5b9c1e6fc53bb795a6397e886365c15f4e15f7b91fc9ce	true	\N	CLOSED_SUBTYPE	[]	PASS
release|visual_registry_policy_input|NOT_NULL|legacy_disposition_receipt_sha256:NOT_NULL	release	visual_registry_policy_input	NOT_NULL	legacy_disposition_receipt_sha256:NOT_NULL	["legacy_disposition_receipt_sha256"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	8265c91ecee91edeb81b5ae42d7bfc3ca2e3f08ed2a3a94bbe39b6b72ea5d857	8265c91ecee91edeb81b5ae42d7bfc3ca2e3f08ed2a3a94bbe39b6b72ea5d857	true	\N	CLOSED_SUBTYPE	[]	PASS
release|visual_registry_policy_input|NOT_NULL|provider_registry_sha256:NOT_NULL	release	visual_registry_policy_input	NOT_NULL	provider_registry_sha256:NOT_NULL	["provider_registry_sha256"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	04a296ac90763703b3935bc41d77cff3f250b05933def1a0b37e6303ea44ab32	04a296ac90763703b3935bc41d77cff3f250b05933def1a0b37e6303ea44ab32	true	\N	CLOSED_SUBTYPE	[]	PASS
release|visual_registry_policy_input|NOT_NULL|rights_policy_sha256:NOT_NULL	release	visual_registry_policy_input	NOT_NULL	rights_policy_sha256:NOT_NULL	["rights_policy_sha256"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	176369ca52842ff3374fb09d4316dc5bb13ad9144f2952c14af53058f1a75c66	176369ca52842ff3374fb09d4316dc5bb13ad9144f2952c14af53058f1a75c66	true	\N	CLOSED_SUBTYPE	[]	PASS
release|visual_registry_policy_input|NOT_NULL|serializer_contract_sha256:NOT_NULL	release	visual_registry_policy_input	NOT_NULL	serializer_contract_sha256:NOT_NULL	["serializer_contract_sha256"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	d415e71fcee72c8d01e0f45f22664d1b6bd61e94b4f6780983bb09d814b229f8	d415e71fcee72c8d01e0f45f22664d1b6bd61e94b4f6780983bb09d814b229f8	true	\N	CLOSED_SUBTYPE	[]	PASS
release|visual_registry_policy_input|NOT_NULL|visual_registry_release_id:NOT_NULL	release	visual_registry_policy_input	NOT_NULL	visual_registry_release_id:NOT_NULL	["visual_registry_release_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	6ddeae4adabc56cef73a92341a86e1401a832042a3982ac3e6fa4ef5dbba02d8	6ddeae4adabc56cef73a92341a86e1401a832042a3982ac3e6fa4ef5dbba02d8	true	\N	CLOSED_SUBTYPE	[]	PASS
release|visual_registry_policy_input|PRIMARY_KEY|visual_registry_policy_input_pkey	release	visual_registry_policy_input	PRIMARY_KEY	visual_registry_policy_input_pkey	["visual_registry_release_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	3f5f6727bd2418de1e4816780aae4d1da7111aaa82f9358ee507f9d63718ae26	3f5f6727bd2418de1e4816780aae4d1da7111aaa82f9358ee507f9d63718ae26	true	\N	NATURAL_KEY	[]	PASS
release|visual_registry_policy_input|ROW_TRIGGER|guard_visual_policy_input	release	visual_registry_policy_input	ROW_TRIGGER	guard_visual_policy_input	[]	\N	\N	[]	\N	\N	\N	false	false	true	O	BEFORE	["DELETE","INSERT","UPDATE"]	ROW	release.guard_visual_projection_mutation()	\N	3cb6aec4b23179cee3cbd2e3af40c87b6b8825ee9bbf566c71a3049728cfa048	3cb6aec4b23179cee3cbd2e3af40c87b6b8825ee9bbf566c71a3049728cfa048	true	\N	CLOSED_SUBTYPE	[]	PASS
