packet_row_id	anchor_public_id	anchor_title	anchor_selection_strata	blind_profile_slot	candidate_ordinal	candidate_public_id	candidate_title	retrieval_reasons	shared_independent_signals	distinctive_signals	unavailable_families	comparability_ratio	anchor_source_name	candidate_source_name	source_composition	source_bias_notes	interaction_evidence	useful_for_further_exploration	explanation_intelligible	merely_broad_category	new_defensible_research_direction	accidental_relation_suggestion	reviewer_notes	human_review_completed	historical_relation	semantic_relation	probability
HR-041-PROFILE-3-3	SURF-BNDCLDANIELGLEISER2026V2R0022	Folklore chileno-israeli teatro IEM	COMMON_CURATED_CONTAINER:EXP:CURATED_CONTAINER_MEDIUM:e1add64c4e817030bc3f2ab5320a4db62d7f2e47995e11c6782cfc25efe56bcc;COMMON_MEDIUM:CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751;COMMON_THEME:CTX:THEME:eb268354d0e71366fb495290bb538687d5d4be7cf5f45d7cd1b50f776bbcb1f0	PROFILE-3	3	SURF-BNDCLTRACE2026V1R0040	Nuevo rumbo a Chile: socialismo y democracia XXIII convención radical.	curatorialRecall; geography; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-DECADE			1	Biblioteca Nacional Digital de Chile	Biblioteca Nacional Digital de Chile	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-041-PROFILE-3-4	SURF-BNDCLDANIELGLEISER2026V2R0022	Folklore chileno-israeli teatro IEM	COMMON_CURATED_CONTAINER:EXP:CURATED_CONTAINER_MEDIUM:e1add64c4e817030bc3f2ab5320a4db62d7f2e47995e11c6782cfc25efe56bcc;COMMON_MEDIUM:CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751;COMMON_THEME:CTX:THEME:eb268354d0e71366fb495290bb538687d5d4be7cf5f45d7cd1b50f776bbcb1f0	PROFILE-3	4	SURF-BNDCLTRACE2026V1R0072	XXV temporada oficial de música de cámara	curatorialRecall; geography; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-DECADE			1	Biblioteca Nacional Digital de Chile	Biblioteca Nacional Digital de Chile	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-042-PROFILE-1-1	SURF-HISTORICALAICTRACE2026V1R0056	America the Hope of All who Suffer	MOVEMENT_CONTEXT	PROFILE-1	1	SURF-HISTORICALAICTRACE2026V1R0055	To Make the World a Decent Place to Live in	curatorialRecall; geography; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT	descriptive		1	Art Institute of Chicago API	Art Institute of Chicago API	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-042-PROFILE-1-2	SURF-HISTORICALAICTRACE2026V1R0056	America the Hope of All who Suffer	MOVEMENT_CONTEXT	PROFILE-1	2	SURF-HISTORICALAICTRACE2026V1R0057	To Make the World a Decent Place	context; curatorialRecall; geography; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-MOVEMENT; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT	descriptive		1	Art Institute of Chicago API	Art Institute of Chicago API	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-042-PROFILE-1-3	SURF-HISTORICALAICTRACE2026V1R0056	America the Hope of All who Suffer	MOVEMENT_CONTEXT	PROFILE-1	3	SURF-HISTORICALAICTRACE2026V1R0050	Beat Back the Hun with Liberty Bonds	curatorialRecall; geography; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT	context; descriptive		1	Art Institute of Chicago API	Art Institute of Chicago API	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-042-PROFILE-1-4	SURF-HISTORICALAICTRACE2026V1R0056	America the Hope of All who Suffer	MOVEMENT_CONTEXT	PROFILE-1	4	SURF-HISTORICALAICTRACE2026V1R0054	Halt the Hun! Buy U.S. Government Bonds Third Liberty Loan	curatorialRecall; geography; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT	context; descriptive		1	Art Institute of Chicago API	Art Institute of Chicago API	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-042-PROFILE-2-1	SURF-HISTORICALAICTRACE2026V1R0056	America the Hope of All who Suffer	MOVEMENT_CONTEXT	PROFILE-2	1	SURF-HISTORICALAICTRACE2026V1R0055	To Make the World a Decent Place to Live in	curatorialRecall; geography; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT	descriptive		1	Art Institute of Chicago API	Art Institute of Chicago API	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-042-PROFILE-2-2	SURF-HISTORICALAICTRACE2026V1R0056	America the Hope of All who Suffer	MOVEMENT_CONTEXT	PROFILE-2	2	SURF-HISTORICALAICTRACE2026V1R0057	To Make the World a Decent Place	context; curatorialRecall; geography; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-MOVEMENT; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT	descriptive		1	Art Institute of Chicago API	Art Institute of Chicago API	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-042-PROFILE-2-3	SURF-HISTORICALAICTRACE2026V1R0056	America the Hope of All who Suffer	MOVEMENT_CONTEXT	PROFILE-2	3	SURF-HISTORICALAICTRACE2026V1R0050	Beat Back the Hun with Liberty Bonds	curatorialRecall; geography; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT	context; descriptive		1	Art Institute of Chicago API	Art Institute of Chicago API	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-042-PROFILE-2-4	SURF-HISTORICALAICTRACE2026V1R0056	America the Hope of All who Suffer	MOVEMENT_CONTEXT	PROFILE-2	4	SURF-HISTORICALAICTRACE2026V1R0054	Halt the Hun! Buy U.S. Government Bonds Third Liberty Loan	curatorialRecall; geography; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT	context; descriptive		1	Art Institute of Chicago API	Art Institute of Chicago API	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-042-PROFILE-3-1	SURF-HISTORICALAICTRACE2026V1R0056	America the Hope of All who Suffer	MOVEMENT_CONTEXT	PROFILE-3	1	SURF-LOCTRACE2026I81B0443D271145	The Wick fancy hat bands. Cheer up - show your colors	curatorialRecall; geography; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-DECADE			1	Art Institute of Chicago API	Library of Congress Prints and Photographs API	CROSS_GOVERNED_SOURCE_NAME	CROSS_GOVERNED_SOURCE_REPORTED								false	false	false	false
HR-042-PROFILE-3-2	SURF-HISTORICALAICTRACE2026V1R0056	America the Hope of All who Suffer	MOVEMENT_CONTEXT	PROFILE-3	2	SURF-LOCTRACE2026I84987E69170DEE	The new Eveready spotlight with the 300 foot range	curatorialRecall; geography; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-DECADE			1	Art Institute of Chicago API	Library of Congress Prints and Photographs API	CROSS_GOVERNED_SOURCE_NAME	CROSS_GOVERNED_SOURCE_REPORTED								false	false	false	false
HR-042-PROFILE-3-3	SURF-HISTORICALAICTRACE2026V1R0056	America the Hope of All who Suffer	MOVEMENT_CONTEXT	PROFILE-3	3	SURF-HISTORICALAICTRACE2026V1R0039	Reigate	curatorialRecall; geography; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-DECADE	descriptive		1	Art Institute of Chicago API	Art Institute of Chicago API	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-042-PROFILE-3-4	SURF-HISTORICALAICTRACE2026V1R0056	America the Hope of All who Suffer	MOVEMENT_CONTEXT	PROFILE-3	4	SURF-HISTORICALAICTRACE2026V1R0040	Godstone	curatorialRecall; geography; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-DECADE	descriptive		1	Art Institute of Chicago API	Art Institute of Chicago API	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-043-PROFILE-1-1	SURF-CHWCONTEMP2026V1R0055	Wissenschaftliches Zeichnen	APPROXIMATE_TIME	PROFILE-1	1	SURF-CHWCONTEMP2026V1R0056	Wissenschaftliches Zeichnen	context; curatorialRecall; descriptive; geography; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT			1	Cooper Hewitt Collection GraphQL API	Cooper Hewitt Collection GraphQL API	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-043-PROFILE-1-2	SURF-CHWCONTEMP2026V1R0055	Wissenschaftliches Zeichnen	APPROXIMATE_TIME	PROFILE-1	2	SURF-CHWCONTEMP2026V1R0028	Konkrete Utopien in Kunst und Gesellschaft	context; curatorialRecall; geography; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT	descriptive		1	Cooper Hewitt Collection GraphQL API	Cooper Hewitt Collection GraphQL API	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-043-PROFILE-1-3	SURF-CHWCONTEMP2026V1R0055	Wissenschaftliches Zeichnen	APPROXIMATE_TIME	PROFILE-1	3	SURF-YRGAP-REGION-0094	Crossroads. 'We Will Not Be Moved'	curatorialRecall; geography	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT	context		1	Cooper Hewitt Collection GraphQL API	Victoria and Albert Museum Collections API	CROSS_GOVERNED_SOURCE_NAME	CROSS_GOVERNED_SOURCE_REPORTED								false	false	false	false
HR-043-PROFILE-1-4	SURF-CHWCONTEMP2026V1R0055	Wissenschaftliches Zeichnen	APPROXIMATE_TIME	PROFILE-1	4	SURF-CHWCONTEMP2026V1R0016	Folon, The Graphic Art, Horn Gallery, New York	context; curatorialRecall; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT	descriptive; geography		1	Cooper Hewitt Collection GraphQL API	Cooper Hewitt Collection GraphQL API	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-043-PROFILE-2-1	SURF-CHWCONTEMP2026V1R0055	Wissenschaftliches Zeichnen	APPROXIMATE_TIME	PROFILE-2	1	SURF-CHWCONTEMP2026V1R0056	Wissenschaftliches Zeichnen	context; curatorialRecall; descriptive; geography; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT			1	Cooper Hewitt Collection GraphQL API	Cooper Hewitt Collection GraphQL API	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-043-PROFILE-2-2	SURF-CHWCONTEMP2026V1R0055	Wissenschaftliches Zeichnen	APPROXIMATE_TIME	PROFILE-2	2	SURF-CHWCONTEMP2026V1R0028	Konkrete Utopien in Kunst und Gesellschaft	context; curatorialRecall; geography; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT	descriptive		1	Cooper Hewitt Collection GraphQL API	Cooper Hewitt Collection GraphQL API	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-043-PROFILE-2-3	SURF-CHWCONTEMP2026V1R0055	Wissenschaftliches Zeichnen	APPROXIMATE_TIME	PROFILE-2	3	SURF-YRGAP-REGION-0094	Crossroads. 'We Will Not Be Moved'	curatorialRecall; geography	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT	context		1	Cooper Hewitt Collection GraphQL API	Victoria and Albert Museum Collections API	CROSS_GOVERNED_SOURCE_NAME	CROSS_GOVERNED_SOURCE_REPORTED								false	false	false	false
HR-043-PROFILE-2-4	SURF-CHWCONTEMP2026V1R0055	Wissenschaftliches Zeichnen	APPROXIMATE_TIME	PROFILE-2	4	SURF-CHWCONTEMP2026V1R0016	Folon, The Graphic Art, Horn Gallery, New York	context; curatorialRecall; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT	descriptive; geography		1	Cooper Hewitt Collection GraphQL API	Cooper Hewitt Collection GraphQL API	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-043-PROFILE-3-1	SURF-CHWCONTEMP2026V1R0055	Wissenschaftliches Zeichnen	APPROXIMATE_TIME	PROFILE-3	1	SURF-CHWCONTEMP2026V1R0056	Wissenschaftliches Zeichnen	context; curatorialRecall; descriptive; geography; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-DECADE			1	Cooper Hewitt Collection GraphQL API	Cooper Hewitt Collection GraphQL API	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-043-PROFILE-3-2	SURF-CHWCONTEMP2026V1R0055	Wissenschaftliches Zeichnen	APPROXIMATE_TIME	PROFILE-3	2	SURF-CHWCONTEMP2026V1R0028	Konkrete Utopien in Kunst und Gesellschaft	context; curatorialRecall; geography; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-DECADE	descriptive		1	Cooper Hewitt Collection GraphQL API	Cooper Hewitt Collection GraphQL API	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-043-PROFILE-3-3	SURF-CHWCONTEMP2026V1R0055	Wissenschaftliches Zeichnen	APPROXIMATE_TIME	PROFILE-3	3	SURF-CHWCONTEMP2026V1R0064	Game Over	curatorialRecall; geography; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-DECADE	context; descriptive		1	Cooper Hewitt Collection GraphQL API	Cooper Hewitt Collection GraphQL API	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-043-PROFILE-3-4	SURF-CHWCONTEMP2026V1R0055	Wissenschaftliches Zeichnen	APPROXIMATE_TIME	PROFILE-3	4	SURF-CHWCONTEMP2026V1R0066	Max Frisch	curatorialRecall; geography; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-DECADE	context; descriptive		1	Cooper Hewitt Collection GraphQL API	Cooper Hewitt Collection GraphQL API	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-044-PROFILE-1-1	SURF-VAM20K-00151-GROUP	Vauxhall Gardens grouped records, 1842-1856	RANGE_TIME	PROFILE-1	1	SURF-VAM20K-00024	Theatre Royal Haymarket poster	curatorialRecall; descriptive; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT			1	V&A Collections API	V&A Collections API	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-044-PROFILE-1-2	SURF-VAM20K-00151-GROUP	Vauxhall Gardens grouped records, 1842-1856	RANGE_TIME	PROFILE-1	2	SURF-VAM20K-00026-GROUP	His Majesty's Theatre poster grouped records, 1844-1915	curatorialRecall; descriptive; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT			1	V&A Collections API	V&A Collections API	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-044-PROFILE-1-3	SURF-VAM20K-00151-GROUP	Vauxhall Gardens grouped records, 1842-1856	RANGE_TIME	PROFILE-1	3	SURF-VAM20K-00025	O1166197	curatorialRecall; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT			1	V&A Collections API	V&A Collections API	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-044-PROFILE-1-4	SURF-VAM20K-00151-GROUP	Vauxhall Gardens grouped records, 1842-1856	RANGE_TIME	PROFILE-1	4	SURF-VAM20K-00030	O1165533	curatorialRecall; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT			1	V&A Collections API	V&A Collections API	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-044-PROFILE-2-1	SURF-VAM20K-00151-GROUP	Vauxhall Gardens grouped records, 1842-1856	RANGE_TIME	PROFILE-2	1	SURF-VAM20K-00024	Theatre Royal Haymarket poster	curatorialRecall; descriptive; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT			1	V&A Collections API	V&A Collections API	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-044-PROFILE-2-2	SURF-VAM20K-00151-GROUP	Vauxhall Gardens grouped records, 1842-1856	RANGE_TIME	PROFILE-2	2	SURF-VAM20K-00026-GROUP	His Majesty's Theatre poster grouped records, 1844-1915	curatorialRecall; descriptive; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT			1	V&A Collections API	V&A Collections API	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-044-PROFILE-2-3	SURF-VAM20K-00151-GROUP	Vauxhall Gardens grouped records, 1842-1856	RANGE_TIME	PROFILE-2	3	SURF-VAM20K-00025	O1166197	curatorialRecall; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT			1	V&A Collections API	V&A Collections API	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-044-PROFILE-2-4	SURF-VAM20K-00151-GROUP	Vauxhall Gardens grouped records, 1842-1856	RANGE_TIME	PROFILE-2	4	SURF-VAM20K-00030	O1165533	curatorialRecall; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT			1	V&A Collections API	V&A Collections API	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-044-PROFILE-3-1	SURF-VAM20K-00151-GROUP	Vauxhall Gardens grouped records, 1842-1856	RANGE_TIME	PROFILE-3	1	SURF-VAM20K-00025	O1166197	curatorialRecall; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-DECADE	temporal		1	V&A Collections API	V&A Collections API	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-044-PROFILE-3-2	SURF-VAM20K-00151-GROUP	Vauxhall Gardens grouped records, 1842-1856	RANGE_TIME	PROFILE-3	2	SURF-VAM20K-00030	O1165533	curatorialRecall; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-DECADE	temporal		1	V&A Collections API	V&A Collections API	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
