membership_id	surface_id	round	source_path	source_record_id	canonical_source_id	canonical_identity_kind	canonical_identity_value	membership_role	representative_source_record_id	authors	year	title	venue	doi_isbn_or_identifier	stable_url	rights_review_status	evidence_use_status	source_record_sha256	record_sha256
R16B-SOURCE-MEMBERSHIP:963157dff5051ecc87a70b4b21ca6ebc2e7e3b0906b9432e4f5d1f862487e84e	SURF-R09-001	ROUND9	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0028	R16B-SOURCE:863ee3bb3bca5cd3103e6dbbbfc6d4ecd662b8820bdbfd54d5c364f192990dc5	STABLE_URL	rusneb.ru/catalog/002178_000020_BGUNB-BEL%7C%7C%7CBIBL%7C%7C%7C0000236489	CANONICAL_REPRESENTATIVE	SRC-0028	Karl M. Kantor	1967	Красота и польза: социологические вопросы материально-художественной культуры	Beauty and Utility: Sociological Questions of Material-Artistic Culture	NO_ISBN_RECORDED	https://rusneb.ru/catalog/002178_000020_BGUNB-BEL%7C%7C%7CBIBL%7C%7C%7C0000236489/	PENDING_RIGHTS_AND_ACCESS_REVIEW	BIBLIOGRAPHIC_IDENTITY_ONLY_NOT_ASSOCIATION_EVIDENCE	17bbb6d461a908f0eda074307a4b2730745a43e8c1408fac75b12dd251639ed2	aec51493c50d3cb49de0d4a345e412eb9c2cee2b1b196307b55a5e7b4df158d1
R16B-SOURCE-MEMBERSHIP:af0fee194e7e3aefd019d3340b4d517baa257678dbd5021e0a36c6ced9105e44	SURF-R09-001	ROUND9	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0037	R16B-SOURCE:86eeb10fbb1caddcf8fbd3595fd781148cdf15f0555941ba9a9a03b39c00218d	DOI	10.1093/jdh/epw049	CANONICAL_REPRESENTATIVE	SRC-0037	Anders V. Munch	2017	On the Outskirts: the Geography of Design and the Self-exoticization of Danish Design	Journal of Design History	10.1093/jdh/epw049	https://doi.org/10.1093/jdh/epw049	PENDING_RIGHTS_AND_ACCESS_REVIEW	BIBLIOGRAPHIC_IDENTITY_ONLY_NOT_ASSOCIATION_EVIDENCE	e1693747f96df5c2b49b28861bd2cd915a851b020b27a8fbfd4df051705c44fd	f06a3d1b12ab18dcd7f759c7d43ff5baa4bcfc9e72f75e63e6601c1f83516dc6
R16B-SOURCE-MEMBERSHIP:e308e41500c5a1b437234006cdb3d973cc3b70b9e1d4f8ec3a024c5eb73b1e78	SURF-R09-001	ROUND9	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0012	R16B-SOURCE:8a4473c57d1fb1e45ac775173de154521bbc0a058267792e2c4bf05b948016ec	DOI	10.1093/jdh/epy040	CANONICAL_REPRESENTATIVE	SRC-0012	Tania Messell	2019	Globalization and Design Institutionalization: ICSID's XIth Congress and the Formation of ALADI, 1979	Journal of Design History	10.1093/jdh/epy040	https://academic.oup.com/jdh/issue/32/1	PENDING_RIGHTS_AND_ACCESS_REVIEW	BIBLIOGRAPHIC_IDENTITY_ONLY_NOT_ASSOCIATION_EVIDENCE	fb5f2ad7f0b770dd01594807c629fbd2fafa73d57a0862279c3a91a7422e5438	a84d5af9c62cc18936e215dac3d9e2c7dd18fc064368536c4546fe63dd881918
R16B-SOURCE-MEMBERSHIP:f90596a1280fad94fb18258aad48d7cb7a37f636384e983c5d0816b482379468	SURF-R09-001	ROUND9	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0034	R16B-SOURCE:8bdd1e4fb535f6642815a51e57658446af31b196c6a54ff81e394eec71db8e53	DOI	10.1093/jdh/ept029	CANONICAL_REPRESENTATIVE	SRC-0034	Chen-Yu Chiu; Peter Myers; Philip Goad	2014	Chinese Colours and the Sydney Opera House (1956-1966)	Journal of Design History	10.1093/jdh/ept029	https://doi.org/10.1093/jdh/ept029	PENDING_RIGHTS_AND_ACCESS_REVIEW	BIBLIOGRAPHIC_IDENTITY_ONLY_NOT_ASSOCIATION_EVIDENCE	6ddbeef9e10ca0498e6d1ef56ddfc4fb7eaea23e2f0a84dc038268812cc29556	758a57080e598671dd4e1a54e09bd5ed8d9448c6445fecb97beb1f73dde29490
R16B-SOURCE-MEMBERSHIP:81c79ac3098c888f27062d11563252a7091c32c8905044d11d3cad4a7ffeb513	SURF-R13-001	ROUND13	docs/research/trace-v49-exploration-composition-review-round1/03_COMPOSITION_SCHOLARLY_SOURCE_REGISTRY.tsv	COMP-SRC-015	R16B-SOURCE:8ee17e9189170cf579911843496ee00458ef6bed6eab2372d277746f34487961	DOI	10.5209/mira.63100	CANONICAL_REPRESENTATIVE	COMP-SRC-015	Ana Trujillo Dennis	2019	Ehon Don Kihōte de Serizawa Keisuke: Don Quijote como puente entre culturas	Mirai. Estudios Japoneses 3	10.5209/mira.63100	https://doi.org/10.5209/mira.63100	PENDING_RIGHTS_AND_ACCESS_REVIEW	BIBLIOGRAPHIC_IDENTITY_ONLY_NOT_ASSOCIATION_EVIDENCE	3954025334640352804e52593f590702c84d6b21de493a2dee8026354ede2670	73ea445348712aa5719b1c75ba6257f8537fac9e119dd76f48187485a7b66859
R16B-SOURCE-MEMBERSHIP:989512b77aa4aa2562d5b807b19d05c6c4765936d48009da93ec7f51c654a968	SURF-R09-001	ROUND9	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0020	R16B-SOURCE:8f6aac6924c464305c937b9c21696ea514e0881b016a6e6f589ccda260faf093	DOI	10.1093/jdh/epab027	CROSS_ROUND_ALIAS	COMP-SRC-019	Sarah A. Lichtman; Jilly Traganou	2021	Introduction to Material Displacements	Journal of Design History	10.1093/jdh/epab027	https://academic.oup.com/jdh/article/34/3/195/6344820	PENDING_RIGHTS_AND_ACCESS_REVIEW	BIBLIOGRAPHIC_IDENTITY_ONLY_NOT_ASSOCIATION_EVIDENCE	b349a517fe7e0cb5eed6c3e100f3f7f9ec1397f5845407f8d2a9fd4778028814	1f1a027902a8ac524c77cac027d57b548b4de34f79a380ff7c1a9b4d7be2ce0a
R16B-SOURCE-MEMBERSHIP:eaf6fc3394bc7e6ad172ff2b2aa3b118db8134e1f2b65a13fb02236e6a6502a1	SURF-R13-001	ROUND13	docs/research/trace-v49-exploration-composition-review-round1/03_COMPOSITION_SCHOLARLY_SOURCE_REGISTRY.tsv	COMP-SRC-019	R16B-SOURCE:8f6aac6924c464305c937b9c21696ea514e0881b016a6e6f589ccda260faf093	DOI	10.1093/jdh/epab027	CANONICAL_REPRESENTATIVE	COMP-SRC-019	Sarah A. Lichtman;Jilly Traganou	2021	Introduction to Material Displacements	Journal of Design History 34.3	10.1093/jdh/epab027	https://academic.oup.com/jdh/issue/34/3	PENDING_RIGHTS_AND_ACCESS_REVIEW	BIBLIOGRAPHIC_IDENTITY_ONLY_NOT_ASSOCIATION_EVIDENCE	92bf2987b9552aa73f575ec3c6b43fec00870de106c5efb318b428a2a5f84f1b	1d97b7e5a50d4b7fe13aff82875653e08da7cdba33e9c3969950e2ff52b5b3e4
R16B-SOURCE-MEMBERSHIP:2ad840570ecd196f5c46088c960b8ead63c6aebc9d1860b274431f841116f0aa	SURF-R10-001	ROUND10	docs/research/trace-v49-design-history-relation-grammar-round1/03_GRAMMAR_SCHOLARLY_SOURCE_REGISTRY.tsv	GRAM-SRC-013	R16B-SOURCE:90f4f59bbc7d8a6b72f76150e7fba4a6a5a7ad59237f41d77486af75c8a40d6f	DOI	10.1080/01973762.2014.936101	CANONICAL_REPRESENTATIVE	GRAM-SRC-013	Estelle Blaschke	2014	Making History a Slightly Profitable Thing: The Bettmann Archive and the Commodification of Images	Visual Resources	10.1080/01973762.2014.936101	https://www.tandfonline.com/doi/abs/10.1080/01973762.2014.936101	PENDING_RIGHTS_AND_ACCESS_REVIEW	BIBLIOGRAPHIC_IDENTITY_ONLY_NOT_ASSOCIATION_EVIDENCE	6b83c48fa28b5fd5e171c76de496ee663e62697653d3d065072a6293b1f6541c	f3d512c0f3cb25758d9d3589898533230c5fcc6af1dc497de10acca0a515596d
R16B-SOURCE-MEMBERSHIP:176baa040911e2f1f7bf68635f335ce8808fb73287ffe9b7236c877927e434a3	SURF-R10-001	ROUND10	docs/research/trace-v49-design-history-relation-grammar-round1/03_GRAMMAR_SCHOLARLY_SOURCE_REGISTRY.tsv	GRAM-SRC-010	R16B-SOURCE:953906e05b565185e5432dacb3a361e3203904c1cf9b0393715daa0d59eca6e4	DOI	10.1080/14781700902937730	CANONICAL_REPRESENTATIVE	GRAM-SRC-010	Boris Buden; Stefan Nowotny; Sherry Simon; Ashok Bery; Michael Cronin	2009	Cultural translation: An introduction to the problem, and Responses	Translation Studies	10.1080/14781700902937730	https://www.tandfonline.com/doi/full/10.1080/14781700902937730	PENDING_RIGHTS_AND_ACCESS_REVIEW	BIBLIOGRAPHIC_IDENTITY_ONLY_NOT_ASSOCIATION_EVIDENCE	4c72febcc6a17ecdb2d5e0ac1b0e7ae419e9f0ab77f4acfaef48251adeb494b2	05a03549962943bc031d6164c59c666fb92ed1d19a59e6d73507baf6d96b5f36
R16B-SOURCE-MEMBERSHIP:2b7141128b7520040be26df6a596de91a2001e0c9f31f082ca1e29c96a68f424	SURF-R09-001	ROUND9	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0045	R16B-SOURCE:95b17b085b52169a9d4ec05c928873ea68862bbbbdf03db4eaece174478f4808	DOI	10.1080/17547075.2017.1321370	CANONICAL_REPRESENTATIVE	SRC-0045	Jonathan M. Woodham; Michael Thomson	2017	Cultural Diplomacy and Design in the Late Twentieth and Twenty-First Centuries	Design and Culture	10.1080/17547075.2017.1321370	https://doi.org/10.1080/17547075.2017.1321370	PENDING_RIGHTS_AND_ACCESS_REVIEW	BIBLIOGRAPHIC_IDENTITY_ONLY_NOT_ASSOCIATION_EVIDENCE	d360be4ad4b8190ee640bb5a0f2c6bb174a860c6d543bf7deea0929e55b077e6	6a8ae068a095fcbe2d62fb776e40b93f168a36833eb5deaa6134d74093cfaf94
R16B-SOURCE-MEMBERSHIP:d8a721732824c53740661de760d4d1430269a557afd97b3842fa614039be9f45	SURF-R09-001	ROUND9	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0008	R16B-SOURCE:96142d00fe9edfb319c8c1d9f84814e7f202e808e806da46b05d27e9810a4783	DOI	10.1179/0305803413z.00000000033	CANONICAL_REPRESENTATIVE	SRC-0008	Samuel Merrill	2013	The London Underground Diagram: Between Palimpsest and Canon	The London Journal	10.1179/0305803413Z.00000000033	https://doi.org/10.1179/0305803413Z.00000000033	PENDING_RIGHTS_AND_ACCESS_REVIEW	BIBLIOGRAPHIC_IDENTITY_ONLY_NOT_ASSOCIATION_EVIDENCE	a6cdc5708f8153344866b19a7a28498333fd58832172a45a1c898a8149c148e8	df956797a73fdbbaf83a625a1ee114fd9b3970323cb2ff8c0112b79619d92eda
R16B-SOURCE-MEMBERSHIP:a019b3e9a0ee10ea6eca0864cc2360e9e84a52f6f9c4bbef7faff05013a7c847	SURF-R09-001	ROUND9	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0010	R16B-SOURCE:979d302c5e19d41640de80729f01a305910f63a90b63c30c2a013ad14779dc59	DOI	10.1002/9781119112297.ch19	CANONICAL_REPRESENTATIVE	SRC-0010	Mark Taylor; Natalie Haskell	2019	The Professionalization of Interior Design	A Companion to Contemporary Design since 1945	10.1002/9781119112297.ch19	https://doi.org/10.1002/9781119112297.ch19	PENDING_RIGHTS_AND_ACCESS_REVIEW	BIBLIOGRAPHIC_IDENTITY_ONLY_NOT_ASSOCIATION_EVIDENCE	dda75d282ed5a266bc777a5eaf0ecfe0d09d5212a70c6a1c2f90423386bf86cb	453311ae74e43f600363333f4247a9823d1328617bb5791ada2ec3cac841b88a
R16B-SOURCE-MEMBERSHIP:4bf06f9fbf62f0c766142fff30e84c31dcc4ddeba23e6f1c8f13f28c55b66a61	SURF-R13-001	ROUND13	docs/research/trace-v49-exploration-composition-review-round1/03_COMPOSITION_SCHOLARLY_SOURCE_REGISTRY.tsv	COMP-SRC-016	R16B-SOURCE:9aab755ae3440446d2c0407e39d2b2d78ff078e3b390e9ffe7a673bfd55e0f56	DOI	10.1016/j.destud.2011.03.001	CANONICAL_REPRESENTATIVE	COMP-SRC-016	Dirk Snelders;Kaj P. N. Morel;Pieter Havermans	2011	The Cultural Adaptation of Web Design to Local Industry Styles: A Comparative Study	Design Studies 32.5	10.1016/j.destud.2011.03.001	https://www.sciencedirect.com/science/article/abs/pii/S0142694X11000251	PENDING_RIGHTS_AND_ACCESS_REVIEW	BIBLIOGRAPHIC_IDENTITY_ONLY_NOT_ASSOCIATION_EVIDENCE	f498d1b89cbeaf35c6354c331bd1df1692d461e5c7e8c019a773ccf22fd9a3e2	4c65cc12f04113d6a7c60d93bcb7c73d42de29567d7bab29bc2454cbdd18322a
R16B-SOURCE-MEMBERSHIP:764f7d54106dfeb6104ea66d407fa5d0237c8e0c4804fcde0b670e28f844d3eb	SURF-R10-001	ROUND10	docs/research/trace-v49-design-history-relation-grammar-round1/03_GRAMMAR_SCHOLARLY_SOURCE_REGISTRY.tsv	GRAM-SRC-012	R16B-SOURCE:9f1927990a30139c0eb3ccbc56f87e5c0bf143648cc00b7dab091dc8370c218c	DOI	10.1017/dsj.2025.10031	CANONICAL_REPRESENTATIVE	GRAM-SRC-012	Ze-Rui Xiang; Miao Li; Yong-Meng Wu; Xiao-Fei Xu; Fan Zhang; Xiao Zhao	2025	Cultural Product Design: An Approach for Identifying Cultural Carriers, Transforming Cultural Elements and Applying Cultural Features	Design Science	10.1017/dsj.2025.10031	https://www.cambridge.org/core/journals/design-science/article/cultural-product-design-an-approach-for-identifying-cultural-carriers-transforming-cultural-elements-and-applying-cultural-features/1F0FD01E3314DE8D3B173257AA422726	PENDING_RIGHTS_AND_ACCESS_REVIEW	BIBLIOGRAPHIC_IDENTITY_ONLY_NOT_ASSOCIATION_EVIDENCE	4e6743accb4cac4eaa92d843d48186d19c372dddb3da0cb97bc729259e104861	85b4798fd2e9254ec218a5b66e7fd8f1dcbc56adb8cd43a23cd2d1a925d94812
R16B-SOURCE-MEMBERSHIP:1bf31ce94924c4fe65c2ee51549eb4dede72a67c1ba5d955134897f1325b31a1	SURF-R09-001	ROUND9	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0049	R16B-SOURCE:a31de9425194c3e2e5988f3fc941042b4a975c027ee92a5617be8e2c38ea752e	DOI	10.1093/jdh/6.2.71	CANONICAL_REPRESENTATIVE	SRC-0049	Alastair Durie	1993	Imitation in Scottish Eighteenth-Century Textiles: The Drive to Establish the Manufacture of Osnaburg Linen	Journal of Design History	10.1093/jdh/6.2.71	https://academic.oup.com/jdh/article-pdf/6/2/71/7285877/6-2-71.pdf	PENDING_RIGHTS_AND_ACCESS_REVIEW	BIBLIOGRAPHIC_IDENTITY_ONLY_NOT_ASSOCIATION_EVIDENCE	49d7d573ebb108c9234375ba6a0d99ef66836ec6679a711e3a0f5a41bbc58626	efa453e5afb6921ba3ca632daf1c99c009500375755da2b7c5c0b7c7aa3745f1
R16B-SOURCE-MEMBERSHIP:9280b3553e6f3f744d5047cd9b9ac8aabc496b05a05dde975f8270c11ace9546	SURF-R09-001	ROUND9	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0014	R16B-SOURCE:a371352fbb9d995f0447a0db19d0ed7d9fab06b731f66a2967f7a15af9126793	DOI	10.1093/jdh/epr024	CANONICAL_REPRESENTATIVE	SRC-0014	Yuko Kikuchi	2011	Design Histories and Design Studies in East Asia: Part 1	Journal of Design History	10.1093/jdh/epr024	https://academic.oup.com/jdh/article-abstract/24/3/273/405148	PENDING_RIGHTS_AND_ACCESS_REVIEW	BIBLIOGRAPHIC_IDENTITY_ONLY_NOT_ASSOCIATION_EVIDENCE	707e64c95ef9593af3e3720710f0cba434af5a80b87ed38e5c711d75c471f6c6	e2bb2b43b565073797182b46aff0480316ea77e69555a6a043e0bde878c1d325
R16B-SOURCE-MEMBERSHIP:79e6d7df4cb6a6679619b27a4149ddfc697245eb1fbab35ffd037d1e00b73aa4	SURF-R09-001	ROUND9	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0041	R16B-SOURCE:a3793eaef10631756cb09626d336f5a0452c5139fc5552b6d15d08da06a45504	DOI	10.1093/jdh/epag002	CANONICAL_REPRESENTATIVE	SRC-0041	Zeina Maasri	2026	Book Arts as Archives of Decolonization: The Design and Visuality of Arabic Books (1950s-1980s)	Journal of Design History	10.1093/jdh/epag002	https://academic.oup.com/jdh/article/39/1/70/8533985	PENDING_RIGHTS_AND_ACCESS_REVIEW	BIBLIOGRAPHIC_IDENTITY_ONLY_NOT_ASSOCIATION_EVIDENCE	2723f7c5fa592761450a28ab7ca545325a33d99583f4002945643b9079b19426	b3fe233f7741c6b92a153b723bef865be5b45d04bdde46e02348404841cb5d39
R16B-SOURCE-MEMBERSHIP:e57cb30ca6369659ac92c72a65e95b7db8809fd359cb6ebdca9a187808e3513e	SURF-R13-001	ROUND13	docs/research/trace-v49-exploration-composition-review-round1/03_COMPOSITION_SCHOLARLY_SOURCE_REGISTRY.tsv	COMP-SRC-013	R16B-SOURCE:a5d0469ac9518a10276fd96b7a24082d12592458001519efecb4779e1216ad95	DOI	10.1080/13264826.2021.1939745	CANONICAL_REPRESENTATIVE	COMP-SRC-013	Tom Avermaete;Cathelijne Nuijsink	2021	Architectural Contact Zones: Another Way to Write Global Histories of the Post-War Period?	Architectural Theory Review 25.3	10.1080/13264826.2021.1939745	https://www.tandfonline.com/doi/full/10.1080/13264826.2021.1939745	PENDING_RIGHTS_AND_ACCESS_REVIEW	BIBLIOGRAPHIC_IDENTITY_ONLY_NOT_ASSOCIATION_EVIDENCE	21395cb77d85c780b73437247c3a18e7bc012d291321a18286857060f26e25af	32df58f6fa5388728cbd942d4e01360242dffe81e09754f7fd6718542cfab41d
R16B-SOURCE-MEMBERSHIP:1ed0e9862d96f41437010bbb9254f9a3252b890d86ed55827e22475bbd18d926	SURF-R09-001	ROUND9	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0005	R16B-SOURCE:a61362442084e32693e94609080972c1be45d251fcf23e510d014a68aa43bd96	DOI	10.1093/jdh/epx036	CANONICAL_REPRESENTATIVE	SRC-0005	Adriana Laura Massidda	2019	Design Exchanges in Mid-Twentieth Century Buenos Aires: The Programme Parque Almirante Brown and its Process of Creative Appropriation	Journal of Design History	10.1093/jdh/epx036	https://doi.org/10.1093/jdh/epx036	PENDING_RIGHTS_AND_ACCESS_REVIEW	BIBLIOGRAPHIC_IDENTITY_ONLY_NOT_ASSOCIATION_EVIDENCE	5d86ae0853ef55a874a9db5c7c61a642bede50fa289178fae20c645846879e28	21e2aeb3eee25747e5f8afb838870ef51ead9fe67f2e393bee0bbcc1f348bf1e
R16B-SOURCE-MEMBERSHIP:53d26a647cfa898e5058ec342e185d8dbd9ed2f707149b90b76287aa6a744738	SURF-R09-001	ROUND9	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0015	R16B-SOURCE:a68fddc64401935b97e71d8b8cd396e4a5cd4196f843dc4c1c1dfc9b5725031b	DOI	10.13109/gege.2017.43.3.413	CANONICAL_REPRESENTATIVE	SRC-0015	Jan Logemann	2017	Consumer Modernity as Cultural Translation: European Émigrés and Knowledge Transfers in Mid-Century Design and Marketing	Geschichte und Gesellschaft	10.13109/gege.2017.43.3.413	https://doi.org/10.13109/gege.2017.43.3.413	PENDING_RIGHTS_AND_ACCESS_REVIEW	BIBLIOGRAPHIC_IDENTITY_ONLY_NOT_ASSOCIATION_EVIDENCE	e161965e716188d75dc61bc94c6b147615fbfff898fb9712f1d9e27f2679a16d	9103e959c55aea2ede90cec086a82d5a59e1ddfc62a0c63812b9af97ec90cdbe
R16B-SOURCE-MEMBERSHIP:46d2b792f406808ef19db10b1748fbd6fc23287299c68f2e73c98b2b848303b7	SURF-R13-001	ROUND13	docs/research/trace-v49-exploration-composition-review-round1/03_COMPOSITION_SCHOLARLY_SOURCE_REGISTRY.tsv	COMP-SRC-023	R16B-SOURCE:aa14c44d31c2460df382a17aa8a659bf1c4f3298c02ee446eb8a665183f356fa	DOI	10.1080/17547075.2017.1333388	CANONICAL_REPRESENTATIVE	COMP-SRC-023	Susan E. Reid	2017	Cold War Cultural Transactions: Designing the USSR for the West at Brussels Expo '58	Design and Culture 9.2	10.1080/17547075.2017.1333388	https://www.tandfonline.com/doi/abs/10.1080/17547075.2017.1333388	PENDING_RIGHTS_AND_ACCESS_REVIEW	BIBLIOGRAPHIC_IDENTITY_ONLY_NOT_ASSOCIATION_EVIDENCE	43462d021f863c261272b95eb2aa0084d40b5eab71698d80430ebde51bf9e438	1efe7737a482aa89e69422904dd31cccc1188ff63fbc67a5a4e7354ac820c910
R16B-SOURCE-MEMBERSHIP:4a8200cc152118b3dc98513eae1ae6011872672cbc743c0f48ad7eee83e02dff	SURF-R10-001	ROUND10	docs/research/trace-v49-design-history-relation-grammar-round1/03_GRAMMAR_SCHOLARLY_SOURCE_REGISTRY.tsv	GRAM-SRC-015	R16B-SOURCE:aeb8ba5ca902ff32a3ffb8badf9a22efa52ecf73f19fd18a8ffe5d812845a5af	DOI	10.1080/17547075.2018.1516437	CANONICAL_REPRESENTATIVE	GRAM-SRC-015	Magdalena Petersson McIntyre	2018	Gender by Design: Performativity and Consumer Packaging	Design and Culture	10.1080/17547075.2018.1516437	https://www.tandfonline.com/doi/pdf/10.1080/17547075.2018.1516437	PENDING_RIGHTS_AND_ACCESS_REVIEW	BIBLIOGRAPHIC_IDENTITY_ONLY_NOT_ASSOCIATION_EVIDENCE	c0f722d9fa603889fb9cfc0e0d28104c40cfab9e6f6b81bab1856e32394ed857	f8c453638fd4463e378fbb3e26cb45c06227ea00ed21ff36071c239a63f03214
R16B-SOURCE-MEMBERSHIP:04462c05395ed31e8b62297ef234a1f9871e54d986a4d408fecef22e538b2f2e	SURF-R10-001	ROUND10	docs/research/trace-v49-design-history-relation-grammar-round1/03_GRAMMAR_SCHOLARLY_SOURCE_REGISTRY.tsv	GRAM-SRC-017	R16B-SOURCE:af274ce968440ea8e36528018346f0131ca50a49ee2df93f5c75060a2425233b	DOI	10.1080/13602365.2020.1734048	CANONICAL_REPRESENTATIVE	GRAM-SRC-017	Wenwen Sun	2020	Public space in Chinese urban design theory after 1978: a compressed transculturation	The Journal of Architecture	10.1080/13602365.2020.1734048	https://repository.tudelft.nl/record/uuid:9f03fa61-1501-4d81-9c11-a1a191797752	PENDING_RIGHTS_AND_ACCESS_REVIEW	BIBLIOGRAPHIC_IDENTITY_ONLY_NOT_ASSOCIATION_EVIDENCE	e6e072757ff92684978ff38e42b0694f9b2bc92cc2f7500cda28106304d7ec5a	694d8447900ffd17fa25bfb853fe077b3ce2c8d00f1b6a0e040769dc5a5cff75
R16B-SOURCE-MEMBERSHIP:24532fa4ef6a9d2a6e6ea7bd1ac9395ba93a424e6db9b4cde861b04f5c50a25d	SURF-R09-001	ROUND9	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0050	R16B-SOURCE:b6623d505da775b7b65dc666857a55a3ecfcb1b901d595b8085f9db77e4c4bf4	DOI	10.1080/00076791.2011.617211	CANONICAL_REPRESENTATIVE	SRC-0050	Marianne Dahlén	2012	Copy or Copyright Fashion? Swedish Design Protection Law in Historical and Comparative Perspective	Business History	10.1080/00076791.2011.617211	https://doi.org/10.1080/00076791.2011.617211	PENDING_RIGHTS_AND_ACCESS_REVIEW	BIBLIOGRAPHIC_IDENTITY_ONLY_NOT_ASSOCIATION_EVIDENCE	cb58e8fea566f91c4765736ceae61603c4aafc432ce38280ff310c68570c0cfd	c0a248cd7c82766e71c43f86693951c4008ab1c135d621d58d87616b0c5f4cbd
R16B-SOURCE-MEMBERSHIP:3bbe009c0cbe657d1221a5ad87b94cfbda31601ddebd2dd08d33ecd0c3bb683c	SURF-R09-001	ROUND9	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0031	R16B-SOURCE:b9b7d57fab9202f94a9ed32019ac66e5b88b86d796f6b1a44683a9fd8bfc2931	DOI	10.1093/jdh/epi048	CANONICAL_REPRESENTATIVE	SRC-0031	Rose Cooper; Darcy White	2005	Teaching Transculturation: Pedagogical Processes	Journal of Design History	10.1093/jdh/epi048	https://academic.oup.com/jdh/article/18/3/285/442590	PENDING_RIGHTS_AND_ACCESS_REVIEW	BIBLIOGRAPHIC_IDENTITY_ONLY_NOT_ASSOCIATION_EVIDENCE	06c779ae4f0173a2839541d8bd8b07cc69418df4a006365ebcc8944390c22d40	91f5d303dbbec9cfaa7f8128d3cfb333c8aedeae6df99ba2ab54b8c32443b2fa
R16B-SOURCE-MEMBERSHIP:80b6f238b15759052cab8caf722045bd393abdf14023e8b0acd32a47daaed35d	SURF-R09-001	ROUND9	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0004	R16B-SOURCE:bf741d10261f2aee05c166e0eaeccc5d372212b205f6b0930f34cc02c3ff9085	DOI	10.1093/jdh/eps023	CANONICAL_REPRESENTATIVE	SRC-0004	Luis M. Castañeda	2012	Choreographing the Metropolis: Networks of Circulation and Power in Olympic Mexico	Journal of Design History	10.1093/jdh/eps023	https://academic.oup.com/jdh/article/25/3/285/498761	PENDING_RIGHTS_AND_ACCESS_REVIEW	BIBLIOGRAPHIC_IDENTITY_ONLY_NOT_ASSOCIATION_EVIDENCE	a8038250380a95a59305957986a64c8f9264fb985fcb79cffce44f59968d9342	b35ac4c8504a363f9cc83023db37ebc5cbd8cca5049d851bf600bdf39ab0a37a
R16B-SOURCE-MEMBERSHIP:d23c838e21dd8e2c3e6022f88fa2d12c17a2c64e5321371510aa7637b33d20fe	SURF-R10-001	ROUND10	docs/research/trace-v49-design-history-relation-grammar-round1/03_GRAMMAR_SCHOLARLY_SOURCE_REGISTRY.tsv	GRAM-SRC-006	R16B-SOURCE:c14a6e0d7158075b0f720379f0d5985f6d1123d3e34dc84eea482b5cbea24817	DOI	10.1016/j.sheji.2017.04.001	CANONICAL_REPRESENTATIVE	GRAM-SRC-006	Ali O. Ilhan	2017	Growth or Decline? A Longitudinal Analysis of Factors Affecting the Institutional Trajectories of Five Design Disciplines in the United States	She Ji: The Journal of Design, Economics, and Innovation	10.1016/j.sheji.2017.04.001	https://www.sciencedirect.com/science/article/pii/S2405872616300983	PENDING_RIGHTS_AND_ACCESS_REVIEW	BIBLIOGRAPHIC_IDENTITY_ONLY_NOT_ASSOCIATION_EVIDENCE	e5fd32a81839bf1bb9ccd70f0750f36708f1449daedf7e33a5fb9bbb1e07c042	89f7edbb542627c28d026e11b8a49fd94b62ead70006178a250c6a2076a01034
