canonical_source_id	canonical_identity_kind	canonical_identity_value	representative_surface_id	representative_source_path	representative_source_record_id	member_count	member_ids_json	authors	year	title	venue	doi_isbn_or_identifier	stable_url	rights_review_status	text_access_status	locator_review_status	association_evidence_status	required_next_action	record_sha256
R16B-SOURCE:aa14c44d31c2460df382a17aa8a659bf1c4f3298c02ee446eb8a665183f356fa	DOI	10.1080/17547075.2017.1333388	SURF-R13-001	docs/research/trace-v49-exploration-composition-review-round1/03_COMPOSITION_SCHOLARLY_SOURCE_REGISTRY.tsv	COMP-SRC-023	1	"[""SURF-R13-001:COMP-SRC-023""]"	Susan E. Reid	2017	Cold War Cultural Transactions: Designing the USSR for the West at Brussels Expo '58	Design and Culture 9.2	10.1080/17547075.2017.1333388	https://www.tandfonline.com/doi/abs/10.1080/17547075.2017.1333388	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	df6c4ba88305af9c7476326f99e32b99da19d768690187be0ab4674b0a7f7ab7
R16B-SOURCE:aeb8ba5ca902ff32a3ffb8badf9a22efa52ecf73f19fd18a8ffe5d812845a5af	DOI	10.1080/17547075.2018.1516437	SURF-R10-001	docs/research/trace-v49-design-history-relation-grammar-round1/03_GRAMMAR_SCHOLARLY_SOURCE_REGISTRY.tsv	GRAM-SRC-015	1	"[""SURF-R10-001:GRAM-SRC-015""]"	Magdalena Petersson McIntyre	2018	Gender by Design: Performativity and Consumer Packaging	Design and Culture	10.1080/17547075.2018.1516437	https://www.tandfonline.com/doi/pdf/10.1080/17547075.2018.1516437	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	10c5cd6309b9aba17c817f1aa1343792714df404d064a7c374e1a8f1ffa0453a
R16B-SOURCE:af274ce968440ea8e36528018346f0131ca50a49ee2df93f5c75060a2425233b	DOI	10.1080/13602365.2020.1734048	SURF-R10-001	docs/research/trace-v49-design-history-relation-grammar-round1/03_GRAMMAR_SCHOLARLY_SOURCE_REGISTRY.tsv	GRAM-SRC-017	1	"[""SURF-R10-001:GRAM-SRC-017""]"	Wenwen Sun	2020	Public space in Chinese urban design theory after 1978: a compressed transculturation	The Journal of Architecture	10.1080/13602365.2020.1734048	https://repository.tudelft.nl/record/uuid:9f03fa61-1501-4d81-9c11-a1a191797752	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	e19a2fc91f4d65d71d07a4f99dd79a25b42b3310a987e28cc57aa27a136af8ad
R16B-SOURCE:b6623d505da775b7b65dc666857a55a3ecfcb1b901d595b8085f9db77e4c4bf4	DOI	10.1080/00076791.2011.617211	SURF-R09-001	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0050	1	"[""SURF-R09-001:SRC-0050""]"	Marianne Dahlén	2012	Copy or Copyright Fashion? Swedish Design Protection Law in Historical and Comparative Perspective	Business History	10.1080/00076791.2011.617211	https://doi.org/10.1080/00076791.2011.617211	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	115204b7245a89d615fa64780f6ba568a75c01cc66440473ba14402b28ba8103
R16B-SOURCE:b9b7d57fab9202f94a9ed32019ac66e5b88b86d796f6b1a44683a9fd8bfc2931	DOI	10.1093/jdh/epi048	SURF-R09-001	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0031	1	"[""SURF-R09-001:SRC-0031""]"	Rose Cooper; Darcy White	2005	Teaching Transculturation: Pedagogical Processes	Journal of Design History	10.1093/jdh/epi048	https://academic.oup.com/jdh/article/18/3/285/442590	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	8815ca24d705bbded6c14d2a9c9ec90f7f6c5b34bd06e77888933b193ad29ad4
R16B-SOURCE:bf741d10261f2aee05c166e0eaeccc5d372212b205f6b0930f34cc02c3ff9085	DOI	10.1093/jdh/eps023	SURF-R09-001	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0004	1	"[""SURF-R09-001:SRC-0004""]"	Luis M. Castañeda	2012	Choreographing the Metropolis: Networks of Circulation and Power in Olympic Mexico	Journal of Design History	10.1093/jdh/eps023	https://academic.oup.com/jdh/article/25/3/285/498761	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	4b1f0cc57335d16faaa310b4157fec1ff92ab807a239fb8826f3d9a168f18d20
R16B-SOURCE:c14a6e0d7158075b0f720379f0d5985f6d1123d3e34dc84eea482b5cbea24817	DOI	10.1016/j.sheji.2017.04.001	SURF-R10-001	docs/research/trace-v49-design-history-relation-grammar-round1/03_GRAMMAR_SCHOLARLY_SOURCE_REGISTRY.tsv	GRAM-SRC-006	1	"[""SURF-R10-001:GRAM-SRC-006""]"	Ali O. Ilhan	2017	Growth or Decline? A Longitudinal Analysis of Factors Affecting the Institutional Trajectories of Five Design Disciplines in the United States	She Ji: The Journal of Design, Economics, and Innovation	10.1016/j.sheji.2017.04.001	https://www.sciencedirect.com/science/article/pii/S2405872616300983	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	7e2c3cc54515e53a3b207bf3a406ab5d2f5eb734ae5627ccc53d315a360e9b5b
R16B-SOURCE:c46fe11e7c23e60c40420545c1b08b7c77c1c330e838ab13bc6b75b05c20d30f	DOI	10.1093/jdh/epi050	SURF-R13-001	docs/research/trace-v49-exploration-composition-review-round1/03_COMPOSITION_SCHOLARLY_SOURCE_REGISTRY.tsv	COMP-SRC-017	1	"[""SURF-R13-001:COMP-SRC-017""]"	Hifsiye Pulhan;İbrahim Numan	2006	The Traditional Urban House in Cyprus as Material Expression of Cultural Transformation	Journal of Design History 19.2	10.1093/jdh/epi050	https://doi.org/10.1093/jdh/epi050	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	3f9e57765d9475de8416534a9c9283276db692eee8beb9fdd8632fdfdb20c91a
R16B-SOURCE:cd02a0c74bdd37683377c5e4ffde291a8c914b12bcdcbb92bc3ba5a9161d82e4	DOI	10.1177/1469540517708830	SURF-R10-001	docs/research/trace-v49-design-history-relation-grammar-round1/03_GRAMMAR_SCHOLARLY_SOURCE_REGISTRY.tsv	GRAM-SRC-004	1	"[""SURF-R10-001:GRAM-SRC-004""]"	Leah Armstrong	2019	A New Image for a New Profession: Self-Image and Representation in the Professionalization of Design in Britain, 1945-1960	Journal of Consumer Culture	10.1177/1469540517708830	https://journals.sagepub.com/doi/10.1177/1469540517708830	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	227dc041acacf8c4856c8e3722609b8527e290e6e90567e5f0d258f7232ed3dd
R16B-SOURCE:d7a8d0048c8cdda2922adfc89d2e34500053e62a32c6a83d40905b6f39698940	DOI	10.1080/10331867.2023.2282294	SURF-R13-001	docs/research/trace-v49-exploration-composition-review-round1/03_COMPOSITION_SCHOLARLY_SOURCE_REGISTRY.tsv	COMP-SRC-025	1	"[""SURF-R13-001:COMP-SRC-025""]"	Mark Ian Jones	2023	A Fleeting Glimpse? 'Sweden's Shop Window in Sydney' – the Sweden at David Jones' Exposition of 1954	Fabrications 33.2	10.1080/10331867.2023.2282294	https://doi.org/10.1080/10331867.2023.2282294	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	cea1ad226ead617d352020ac7a6b4577fde4448d1892d515c3832baafd2396b9
R16B-SOURCE:d9080c02432742d71452b3c9d0627fa7f6ab5272928223f8e64d5031bc199773	STABLE_URL	journals.uc.edu/index.php/vl/article/view/5932	SURF-R09-001	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0007	1	"[""SURF-R09-001:SRC-0007""]"	Dori Griffin	2016	The Role of Visible Language in Building and Critiquing a Canon of Graphic Design History	Visible Language	NO_DOI	https://journals.uc.edu/index.php/vl/article/view/5932	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	33bd2a57d91ebb626acd343436c0ed9d0dcc39f75ea9cdb1076348739a59c625
R16B-SOURCE:d9b85961469282c1d648d61ed267ca2bc0d1b39d96cc7a812ffb9f9d303436e5	DOI	10.11606/issn.2317-2762.psrevprogramapsgradarquiturbanfauusp.2021.176954	SURF-R09-001	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0038	1	"[""SURF-R09-001:SRC-0038""]"	Bruna Ferreira Montuori; Viviane Mattos Nicoletti	2021	Perspectivas decoloniais para um design pluriversal / Decolonial Perspectives for a Pluriversal Design	PosFAUUSP	10.11606/issn.2317-2762.psrevprogramapsgradarquiturbanfauusp.2021.176954	https://revistas.usp.br/posfau/article/view/176954	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	2c89acc110387f8db2da21c34193f51300723eeb02b55c62fc492e89ac790fe3
R16B-SOURCE:db9f01e41845640146df158bc56758db27772d1717bfa0f496f8df4b84384998	DOI	10.1093/jdh/16.2.167	SURF-R09-001	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0019	1	"[""SURF-R09-001:SRC-0019""]"	Yasuko Suga	2003	'Purgatory of taste' or Projector of Industrial Britain? The British Institute of Industrial Art	Journal of Design History	10.1093/jdh/16.2.167	https://academic.oup.com/jdh/article-abstract/16/2/167/459315	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	1d30ad72e183d5e44422f6105506acb6a031e4ac3015948686f39be4e4c6d1f5
R16B-SOURCE:dd566d198eba4f57120e153b7ad646391e60c782be73b48285500c473fdd866a	DOI	10.2307/1511480	SURF-R09-001	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0022	1	"[""SURF-R09-001:SRC-0022""]"	Cheryl Buckley	1986	Made in Patriarchy: Toward a Feminist Analysis of Women and Design	Design Issues	10.2307/1511480	https://doi.org/10.2307/1511480	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	24741fb8229c5d7a662f9862a6e7059492f40b6e9d02cf755e8c8f33270a6d3a
R16B-SOURCE:e127327cdfaa1b6da7496ba67ee4dd54c6824d01dbe3166a2fdccd0da307384b	DOI	10.1017/s0165115326100552	SURF-R13-001	docs/research/trace-v49-exploration-composition-review-round1/03_COMPOSITION_SCHOLARLY_SOURCE_REGISTRY.tsv	COMP-SRC-022	1	"[""SURF-R13-001:COMP-SRC-022""]"	Rebecca Earle;Susan Deans-Smith	2026	Mobility, Violence, and the Afterlives of a Peruvian Painting at Sea	Itinerario 50.1	10.1017/S0165115326100552	https://www.cambridge.org/core/journals/itinerario/article/mobility-violence-and-the-afterlives-of-a-peruvian-painting-at-sea/0CCD9C903B8DDA855989858E63EEC238	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	6fb47192695a1341b70158b99c8056f2acfe76c10c43c53b48ed0f63b99e6418
R16B-SOURCE:e15ffb35e88ac734fdf734e5d302ac90be519f14d42162949fbc363d4375c639	DOI	10.1093/jiplp/jpae107	SURF-R10-001	docs/research/trace-v49-design-history-relation-grammar-round1/03_GRAMMAR_SCHOLARLY_SOURCE_REGISTRY.tsv	GRAM-SRC-023	2	"[""SURF-R10-001:GRAM-SRC-023"",""SURF-R13-001:COMP-SRC-007""]"	Alice Wickens	2025	From calico to catwalk: Addressing the UK's enduring issue of fashion piracy	Journal of Intellectual Property Law & Practice	10.1093/jiplp/jpae107	https://academic.oup.com/jiplp/article/20/2/71/7916754	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	223297a84a5a884beda87aafee8c8a3a34554631d253db271e4f96b8e6b33985
R16B-SOURCE:e3504136d2c0720f2f2a0e9e3b7df2ffe78df617612206c33ff7d254c9c53cc9	STABLE_URL	mrezadizajna.com/katalog/teorija-dizajna-i-problemi-okoline	SURF-R09-001	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0030	1	"[""SURF-R09-001:SRC-0030""]"	Matko Meštrović	1980	Dizajn i okolina	Teorija dizajna i problemi okoline	NO_ISBN_RECORDED	https://mrezadizajna.com/katalog/teorija-dizajna-i-problemi-okoline	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	2a6d4eb4da2cb0b8858d3ad2957e4a504402e12caf23d4c6903675bfd2857d35
R16B-SOURCE:e39cea37c57a0334ae204a24b55f53dadfa1105336abf27f4b3b80c60cdbe134	DOI	10.1093/jdh/epw011	SURF-R09-001	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0042	1	"[""SURF-R09-001:SRC-0042""]"	M. Amah Edoh	2016	Redrawing Power? Dutch Wax Cloth and the Politics of 'Good Design'	Journal of Design History	10.1093/jdh/epw011	https://doi.org/10.1093/jdh/epw011	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	18c36fab8f47b822982ae523eaa9cc45c47d887fa4f9f2291e1d99d564837faf
R16B-SOURCE:e3f9d0aa12158af5fbc452430a99579e00c29d1d0dc88bcf0d9d84950b7c3c87	DOI	10.1093/jdh/epp031	SURF-R13-001	docs/research/trace-v49-exploration-composition-review-round1/03_COMPOSITION_SCHOLARLY_SOURCE_REGISTRY.tsv	COMP-SRC-009	2	"[""SURF-R13-001:COMP-SRC-009"",""SURF-R09-001:SRC-0001""]"	Grace Lees-Maffei	2009	The Production–Consumption–Mediation Paradigm	Journal of Design History 22.4	10.1093/jdh/epp031	https://doi.org/10.1093/jdh/epp031	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	b320ef7688aba7e64ae057068a0fa729d05d399821f9d750ae7593d776dfef43
R16B-SOURCE:e61a90598c533c793a7d897a2b0f9f2438e14d010eda3f12bb0e84b770103f78	DOI	10.1515/9781785334467-014	SURF-R09-001	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0032	1	"[""SURF-R09-001:SRC-0032""]"	Nicolas P. Maffei	2016	Surveying the Borders: 'Authenticity' in Mexican-American Food Packaging, Imagery and Architecture	Designing Worlds	10.1515/9781785334467-014	https://doi.org/10.1515/9781785334467-014	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	6c5d377940d2f9f6c994e65cd7892bd2e54df2af8d2bdbf63f14662073628a56
R16B-SOURCE:e73bbc7109f50f783bd1acb1ba37d8a235100f7fab2118f7488484e8a42d5176	DOI	10.1177/0887302x06293071	SURF-R10-001	docs/research/trace-v49-design-history-relation-grammar-round1/03_GRAMMAR_SCHOLARLY_SOURCE_REGISTRY.tsv	GRAM-SRC-024	1	"[""SURF-R10-001:GRAM-SRC-024""]"	Sara B. Marcketti; Jean L. Parsons	2006	Design Piracy and Self-Regulation: The Fashion Originators' Guild of America, 1932-1941	Clothing and Textiles Research Journal	10.1177/0887302X06293071	https://journals.sagepub.com/doi/10.1177/0887302X06293071	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	9177288bbf741494fe0beb60d92b3cace3377a6888081f966cf497da8d988004
R16B-SOURCE:e841d51f238d31416d96aa601da8d26ad8f7647c18149157d695abcbf0178e57	ISBN	9783038630098	SURF-R10-001	docs/research/trace-v49-design-history-relation-grammar-round1/03_GRAMMAR_SCHOLARLY_SOURCE_REGISTRY.tsv	GRAM-SRC-003	1	"[""SURF-R10-001:GRAM-SRC-003""]"	Robert Lzicar; Amanda Unger	2016	Designed Histories: Visual Historiography and Canonization in Swiss Graphic Design History	Mapping Graphic Design History in Switzerland	978-3-03863-009-8	https://arbor.bfh.ch/handle/arbor/37952	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	e18f9a456ad667f5bd89efaa1c6269677d99e692381be9de528f2653af569eda
R16B-SOURCE:ef7f9e0cfef55da9a290e8bc6ec078d9d9771f932971f29f548972983d49553b	DOI	10.1002/9781119112297.ch4	SURF-R09-001	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0046	1	"[""SURF-R09-001:SRC-0046""]"	Yuko Kikuchi	2019	Transnationalism for Design History	A Companion to Contemporary Design since 1945	10.1002/9781119112297.ch4	https://doi.org/10.1002/9781119112297.ch4	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	6623089dae0b7b2412cb096bfdf0696b1387e43e97ccf5f71e6539d4887f32b4
R16B-SOURCE:f359bd53540ddd10ae6b604f1ec95c1be239a7b151d9d2513b40be591c3ff00e	DOI	10.1080/23311983.2025.2482456	SURF-R13-001	docs/research/trace-v49-exploration-composition-review-round1/03_COMPOSITION_SCHOLARLY_SOURCE_REGISTRY.tsv	COMP-SRC-014	1	"[""SURF-R13-001:COMP-SRC-014""]"	Imam Santosa;I. Kadek Dwi Noorwatha	2025	Symbolic and Aesthetic Fusion in Keraton Surakarta: Colonial Influence and Javanese Cultural Resistance through Architectural Design Adaptation	Cogent Arts & Humanities 12.1	10.1080/23311983.2025.2482456	https://doi.org/10.1080/23311983.2025.2482456	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	0373f273ec645d241633e0a9a2e15c4d58aab330a9a916fc8bde98d7b356c7dc
R16B-SOURCE:f4011046231472919bb509e9d9f327d8efa40f11c29fbcbb6e325000ece423d8	DOI	10.4324/9781003194293	SURF-R10-001	docs/research/trace-v49-design-history-relation-grammar-round1/03_GRAMMAR_SCHOLARLY_SOURCE_REGISTRY.tsv	GRAM-SRC-016	1	"[""SURF-R10-001:GRAM-SRC-016""]"	Sarah A. Lichtman; Jilly Traganou	2024	Design, Displacement, Migration: Spatial and Material Histories	Routledge Research in Design History	10.4324/9781003194293	https://www.routledge.com/Design-Displacement-Migration-Spatial-and-Material-Histories/Lichtman-Traganou/p/book/9781003194293	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	bc32e6aa13a9128a29c6cb6c94588c0466f28d427ef1d3aaa23bbab5d25c9822
R16B-SOURCE:f54adc258c636b68d9260a4dbaa752a4e03ddc8e5bcb51731b344b49d83f9da2	DOI	10.1080/17547075.2018.1434367	SURF-R10-001	docs/research/trace-v49-design-history-relation-grammar-round1/03_GRAMMAR_SCHOLARLY_SOURCE_REGISTRY.tsv	GRAM-SRC-020	1	"[""SURF-R10-001:GRAM-SRC-020""]"	Tristan Schultz; Danah Abdulla; Ahmed Ansari; Ece Canlı; Mahmoud Keshavarz; Matthew Kiem; Luiza Prado de O. Martins; Pedro J.S. Vieira de Oliveira	2018	Editors' Introduction	Design and Culture	10.1080/17547075.2018.1434367	https://www.tandfonline.com/doi/full/10.1080/17547075.2018.1434367	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	9b32d69b9298273c38accaab0b66a4102d988825cb98506c9966639f49b486c2
R16B-SOURCE:f57bc5bc529231f8129da728fef3477233387b27b676deee6af42b49a56c5fde	DOI	10.1093/jdh/epw005	SURF-R09-001	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0027	1	"[""SURF-R09-001:SRC-0027""]"	Tom Cubbin	2016	Introduction to 'Problems of Soviet Design' and 'The Production (Industrial) Art of the Future' by Karl Kantor	Journal of Design History	10.1093/jdh/epw005	https://doi.org/10.1093/jdh/epw005	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	c37a5a588b39b11805e6644094fce979fe633f61e246493eff2b05e4284d143a
R16B-SOURCE:f6a1196474daa078d41ca0109bc39231329d51a688101cc7232a90de3df35033	DOI	10.1093/jdh/epy048	SURF-R13-001	docs/research/trace-v49-exploration-composition-review-round1/03_COMPOSITION_SCHOLARLY_SOURCE_REGISTRY.tsv	COMP-SRC-030	2	"[""SURF-R13-001:COMP-SRC-030"",""SURF-R09-001:SRC-0016""]"	Patricia Lara-Betancourt;Livia Rezende	2019	Locating Design Exchanges in Latin America and the Caribbean	Journal of Design History 32.1	10.1093/jdh/epy048	https://doi.org/10.1093/jdh/epy048	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	d4ef7b2c52808ce6493401935ab75b3b98d11a6381b590a61ce509fa2b97c94e
R16B-SOURCE:f9e47962608acfb3177c9ab05da468307f76b74ba87af9e8cd6ed16ee7ba29e0	DOI	10.1177/1469540519872069	SURF-R10-001	docs/research/trace-v49-design-history-relation-grammar-round1/03_GRAMMAR_SCHOLARLY_SOURCE_REGISTRY.tsv	GRAM-SRC-026	2	"[""SURF-R10-001:GRAM-SRC-026"",""SURF-R13-001:COMP-SRC-005""]"	Emma Waight	2019	Mother, consumer, trader: gendering the commodification of second-hand economies since the recession	Journal of Consumer Culture	10.1177/1469540519872069	https://journals.sagepub.com/doi/10.1177/1469540519872069	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	61b32ba10b0e63ede6b0f8cd0b9c7366d718c509c2589b70023b68c14c667937
R16B-SOURCE:fa2212fa202c6cdea4442062a03aef7fa580c939f75184aa39e953a2597167f1	DOI	10.1093/jdh/epl002	SURF-R09-001	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0018	1	"[""SURF-R09-001:SRC-0018""]"	Marjan Groot	2006	Crossing the Borderlines and Moving the Boundaries: 'High' Arts and Crafts, Cross-culturalism, Folk Art and Gender	Journal of Design History	10.1093/jdh/epl002	https://academic.oup.com/jdh/article-abstract/19/2/121/515948	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	0ce95e4bb26dcfdeaed167ea071fe181a0c463c6dde414fcce44dbf2159c37db
R16B-SOURCE:fed134de9b688d78da043af7571fd5e324d3bd0736efb12f5ffd9315fd54e3d6	DOI	10.1093/jdh/epab049	SURF-R09-001	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0040	1	"[""SURF-R09-001:SRC-0040""]"	Meghan Kelly	2022	Prioritizing Design Process over Design Outcomes to Address Non-Indigenous Engagement with Indigenous Knowledge Systems in Design Practice	Journal of Design History	10.1093/jdh/epab049	https://doi.org/10.1093/jdh/epab049	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	63a05af97dfd080f9ea0a21b3f8e0e42008f87a1c2333df7bc08f9f2cb4b15e2
