control_record_id	surface_id	source_path	source_record_ref	source_record_locator	selector_rule	record_class	emission_decision	net_trigger_occurrence_count	alias_or_blocker_ref	authority_dependency	notes	source_record_sha256	record_sha256
R16B-DEFERRED-CONTROL:5ea2f308e32d37b109c1dccda508a0511c0f1c259d4cf243d06e07c665f2f1a3	SURF-R16A-003	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv	R16A-R16A-PAIR:35a75e0f134a6046b020957c4624c4d67301514e7835b746eb4442885334a6e6-XREF-01	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv#ledger_id=R16A-R16A-PAIR:35a75e0f134a6046b020957c4624c4d67301514e7835b746eb4442885334a6e6-XREF-01	R14_EXACT_ALIAS_OR_QUERY_RESULT_EXACT_ALIAS	ROUND16A_PAIR_EVIDENCE_DERIVATIVE	ZERO_NET_EMISSION_ALL_ROWS_ALIASED	0	R16B-R16A-QUERY-ALIAS:266e0d4b710469eef2f976d5d58c2e68aaf16e3c6958190d860a26f633d61c5b	UPSTREAM_ALIAS_ONLY_NO_GROUP_LIFT	Exact query-result metadata derivative; rejected as evidence.	7710925d59323f28937ec8c22b27586716e080c5b113f1ba26cbf120e4987478	712e32e5a130c6b1ca8e8a7a1f7448b766f12332e2a9c2cd97d07e22a4fbd544
R16B-DEFERRED-CONTROL:5ebb26af1bd2d1f87ad29f6aafaf6172d5d0b5c62d184bc1cd6fbed48849acb3	SURF-R16A-003	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv	R16A-R16A-PAIR:40b38ff5eecb015c5ccde4959544622d545ce438b7057f329463277e3772f88d-XREF-01	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv#ledger_id=R16A-R16A-PAIR:40b38ff5eecb015c5ccde4959544622d545ce438b7057f329463277e3772f88d-XREF-01	R14_EXACT_ALIAS_OR_QUERY_RESULT_EXACT_ALIAS	ROUND16A_PAIR_EVIDENCE_DERIVATIVE	ZERO_NET_EMISSION_ALL_ROWS_ALIASED	0	R16B-R16A-QUERY-ALIAS:70c2bcaab904c882639ec7fb2c981ae65089f8f611808b1fa41835e3cc31c66f	UPSTREAM_ALIAS_ONLY_NO_GROUP_LIFT	Exact query-result metadata derivative; rejected as evidence.	600dcce269b4847ca3478fcb670d6b288842e46fe615870e8b4b2a5e1849f6b0	b7b7b1c9505d3bdd2c13f747ff805fd55f130a24bd5b7e2a0dde43b874e1a56c
R16B-DEFERRED-CONTROL:5ebc7acac79d72368fcb41fae0fbea39ec14deccdb4c00e1343253098e1fa39e	SURF-R16A-003	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv	R16A-R16A-PAIR:ed76ca31847e7ccbbc16f2b2bb9443d8d1dc83f1ddf5dc88e41e8492f66469dd-XREF-03	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv#ledger_id=R16A-R16A-PAIR:ed76ca31847e7ccbbc16f2b2bb9443d8d1dc83f1ddf5dc88e41e8492f66469dd-XREF-03	R14_EXACT_ALIAS_OR_QUERY_RESULT_EXACT_ALIAS	ROUND16A_PAIR_EVIDENCE_DERIVATIVE	ZERO_NET_EMISSION_ALL_ROWS_ALIASED	0	R16B-R16A-QUERY-ALIAS:daffb6c8507a17a3fb370e0eef4c3d0f3a71c4e4eda7139eff02d064a6793d0e	UPSTREAM_ALIAS_ONLY_NO_GROUP_LIFT	Exact query-result metadata derivative; rejected as evidence.	87eaf80e997dc0cf159b3ba71949779ec5d59dd2f9168f26262b2c9cc14cba40	ab592a4569b2451079db629f06bf3b6be0cc159e104ec601376cf791798454a4
R16B-DEFERRED-CONTROL:5ec0869e37a4e080c1b1dcdfaf8beecc181dfedf46113df3fc98a58e006fce13	SURF-R16A-003	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv	R16A-R16A-PAIR:7eca7d97f5a18f9212fd9ccad29b93d24d63826d3508d61788d240b0c9b66ada-XREF-05	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv#ledger_id=R16A-R16A-PAIR:7eca7d97f5a18f9212fd9ccad29b93d24d63826d3508d61788d240b0c9b66ada-XREF-05	R14_EXACT_ALIAS_OR_QUERY_RESULT_EXACT_ALIAS	ROUND16A_PAIR_EVIDENCE_DERIVATIVE	ZERO_NET_EMISSION_ALL_ROWS_ALIASED	0	R16B-R16A-QUERY-ALIAS:16f70b613cfe33522cead04dcebb0469b49c19939a263b25b727ef58dfac49f6	UPSTREAM_ALIAS_ONLY_NO_GROUP_LIFT	Exact query-result metadata derivative; rejected as evidence.	42e0edf7421224902cfd848021a888c08d76289f76288b7c3c74c9f81c9f5954	298e1749675d8f94e80f35e5f301a26a14ebe53865a4f97703dc6cf51272adb0
R16B-DEFERRED-CONTROL:5edb7c97bd6cf8d8f96c24d89dba4656825d6822f58eac8da3052655a4f2f74e	SURF-R16A-010	docs/audits/v49-exploration-full-space-closure-round1/raw/association-query-log-v2.jsonl	R16A-CROSSREF-QUERY:5638b879294df18ba7fde9764568aa82bde5658f4ced55c2506f5806f39ab0e0	docs/audits/v49-exploration-full-space-closure-round1/raw/association-query-log-v2.jsonl#query_id=R16A-CROSSREF-QUERY:5638b879294df18ba7fde9764568aa82bde5658f4ced55c2506f5806f39ab0e0	FIVE_RESULTS_PER_QUERY_EXACT_ALIAS_AND_ZERO_ACCEPTED	METADATA_QUERY_CONTROL	ZERO_EMISSION_METADATA_ONLY	0	"[""R16B-R16A-QUERY-ALIAS:25ff1408c788f7df48edce565ddaae8715453d928ece609b29b27ea9e170c7e2"",""R16B-R16A-QUERY-ALIAS:311ce972b18a52f2467eb78fd7941929617beda702ffd9c32f388e68b7a4a136"",""R16B-R16A-QUERY-ALIAS:7b16c2547813de717ccbb3d52854baf2a91516944f5211963a4ee13d370336cf"",""R16B-R16A-QUERY-ALIAS:c1a36e6bfd5e04e83cd25713cc13a476b075a20cec5c6b6fd78668f351c140de"",""R16B-R16A-QUERY-ALIAS:fe21fae92f7186fc979db4d99ca80c9b013061d54a15bd89cec279f375e43135""]"	LAWFUL_SOURCE_TEXT_AND_LOCATOR_REVIEW	Five Crossref results are exact aliases to metadata-only evidence rows; no result was accepted.	cbecdb8db6c96f0b85188f5855d5f09e6f8dfa2049c0a0a15c12e7c5a641f6ff	b2d7ad0ee2a848475ba008b0e4370b5933919be6c09f2d1421ef630182360082
R16B-DEFERRED-CONTROL:5eeb74f1395eecc76e0d3722f2db107f1f8fff442b7545b6cad4997d7b10cdba	SURF-R16A-010	docs/audits/v49-exploration-full-space-closure-round1/raw/association-query-log-v2.jsonl	R16A-CROSSREF-QUERY:e13d70e1b3943c40f1ac5fc03b1457b0e9aa82decca4ca7d69d1d91626a13e25	docs/audits/v49-exploration-full-space-closure-round1/raw/association-query-log-v2.jsonl#query_id=R16A-CROSSREF-QUERY:e13d70e1b3943c40f1ac5fc03b1457b0e9aa82decca4ca7d69d1d91626a13e25	FIVE_RESULTS_PER_QUERY_EXACT_ALIAS_AND_ZERO_ACCEPTED	METADATA_QUERY_CONTROL	ZERO_EMISSION_METADATA_ONLY	0	"[""R16B-R16A-QUERY-ALIAS:4a4f340e4e6e5a302c0f76849aa92ef47ec493927f31f6e6574f30d76a9d38db"",""R16B-R16A-QUERY-ALIAS:6110a5ca3920a33e05d5a8df4d31a02b26fa7f2d43bbe926b0d7a93677088373"",""R16B-R16A-QUERY-ALIAS:a4774e20cb60ccf0ea1397e4f06853372d8f4ef9bcc6ef6cd461164f7d357785"",""R16B-R16A-QUERY-ALIAS:be82289b5bf2516e42401fc0d7e5eae30f9e30dd0e834bddfc06cfeb92bfc06e"",""R16B-R16A-QUERY-ALIAS:e5d451b3ceefe44e45cc3fac80c6ba86549ed335eb0452df9d5b5b61bd0941f7""]"	LAWFUL_SOURCE_TEXT_AND_LOCATOR_REVIEW	Five Crossref results are exact aliases to metadata-only evidence rows; no result was accepted.	2fa09b413c34c9d6527b378ffc56a083962959d4b3d73cc5e9bde766beefe23d	c7f110d111f15d86161ea4c0fa2ee6864e13f991ae037b7824284e2c2ce5c91e
R16B-DEFERRED-CONTROL:5f0e4f1fa06b2dcfd7d55228362d2d59af1235b2a1bd65c52eb68dc1a0ac544a	SURF-R16A-003	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv	R16A-R16A-PAIR:293dae8fdf84139a8e1dd179c20534d5fe7dec59747189cb17c562c6f321d403-XREF-03	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv#ledger_id=R16A-R16A-PAIR:293dae8fdf84139a8e1dd179c20534d5fe7dec59747189cb17c562c6f321d403-XREF-03	R14_EXACT_ALIAS_OR_QUERY_RESULT_EXACT_ALIAS	ROUND16A_PAIR_EVIDENCE_DERIVATIVE	ZERO_NET_EMISSION_ALL_ROWS_ALIASED	0	R16B-R16A-QUERY-ALIAS:fe2d2c48b82aee946d6bda414b21029b9726ee85351855d07c258133ce1c0564	UPSTREAM_ALIAS_ONLY_NO_GROUP_LIFT	Exact query-result metadata derivative; rejected as evidence.	057923755b8fb6bc09c66a7924105068be3c79e161144e34aea8a91b5cdb8a17	f9664b6d15e806745080a2adf189c3635f2f947e6961c79342ae5d97fc44e9ab
R16B-DEFERRED-CONTROL:5f11f1964c344d882dbe3fa3ab83b301d7710e0265086a6c157f6ecb81147650	SURF-R16A-003	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv	R16A-R16A-PAIR:b4d6df1d6d9b112a706f0934bdde909d9123548b9068c91c495e2d25794b8077-XREF-04	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv#ledger_id=R16A-R16A-PAIR:b4d6df1d6d9b112a706f0934bdde909d9123548b9068c91c495e2d25794b8077-XREF-04	R14_EXACT_ALIAS_OR_QUERY_RESULT_EXACT_ALIAS	ROUND16A_PAIR_EVIDENCE_DERIVATIVE	ZERO_NET_EMISSION_ALL_ROWS_ALIASED	0	R16B-R16A-QUERY-ALIAS:6a19b874643037b6c741ab6ee85068ee98c5cf1d8e9ec7efa50e093424898b19	UPSTREAM_ALIAS_ONLY_NO_GROUP_LIFT	Exact query-result metadata derivative; rejected as evidence.	1480b50c95348bedf9e9963c4dfc92a3fad790863088c8dc407e4b8016a5d7b2	f730c58dd0f292971311e8ba6cc3178ba8af54c5c6b1bf3bf07e352f2d3d2c0d
R16B-DEFERRED-CONTROL:5f1585b13bb0058f17ef649abff96ebc35ae07a8ef0a395ac2c6af88b77ae0a7	SURF-R16A-010	docs/audits/v49-exploration-full-space-closure-round1/raw/association-query-log-v2.jsonl	R16A-CROSSREF-QUERY:4ec94a03e829e657603e93789e82c6f46fe4796c6dadd71b320362e8dd2794f0	docs/audits/v49-exploration-full-space-closure-round1/raw/association-query-log-v2.jsonl#query_id=R16A-CROSSREF-QUERY:4ec94a03e829e657603e93789e82c6f46fe4796c6dadd71b320362e8dd2794f0	FIVE_RESULTS_PER_QUERY_EXACT_ALIAS_AND_ZERO_ACCEPTED	METADATA_QUERY_CONTROL	ZERO_EMISSION_METADATA_ONLY	0	"[""R16B-R16A-QUERY-ALIAS:3e8bd2ef4dbd7118f8575cb7279d462d57e8888c0460d2503c028a7a26924575"",""R16B-R16A-QUERY-ALIAS:4c1f7c3c08a461dfed93c2a6d87fd1a694c01576bf18f0fa5b1f186c9643b7f2"",""R16B-R16A-QUERY-ALIAS:d596462516cff8dd0b214d33a23f993a433e327b6c6d51612bdf6f3a15ae85ea"",""R16B-R16A-QUERY-ALIAS:dff1352a8aaecf375e566bd4943e47c894cb649bb9d4d1b24de44a894d3e2fbe"",""R16B-R16A-QUERY-ALIAS:edf834f109be06de6d3ed3ed24f27c6568463b3529224b1e3845534dcce33f96""]"	LAWFUL_SOURCE_TEXT_AND_LOCATOR_REVIEW	Five Crossref results are exact aliases to metadata-only evidence rows; no result was accepted.	a3992724913a87107be172298e6682ea7dc70d167f5dcbaba9d59fe27ac0ee7c	cd5f0e9440ab8497346067a9f2a2767d23a9e4fc4b81d06a8df7fe80f33aaa27
R16B-DEFERRED-CONTROL:5f1a34125d2204a2600d3dc1fdf49759f834356681e871210053fa782e04bb64	SURF-R16A-010	docs/audits/v49-exploration-full-space-closure-round1/raw/association-query-log-v2.jsonl	R16A-CROSSREF-QUERY:5d967311df053814a767cdbbfaf5768c686f8c768361bbfadf41046a82530747	docs/audits/v49-exploration-full-space-closure-round1/raw/association-query-log-v2.jsonl#query_id=R16A-CROSSREF-QUERY:5d967311df053814a767cdbbfaf5768c686f8c768361bbfadf41046a82530747	FIVE_RESULTS_PER_QUERY_EXACT_ALIAS_AND_ZERO_ACCEPTED	METADATA_QUERY_CONTROL	ZERO_EMISSION_METADATA_ONLY	0	"[""R16B-R16A-QUERY-ALIAS:2cfe35d88ffb2f1eb5db5ad4e23991dd8847bc5ca07c5a1eaf3b491a8bbfe3d8"",""R16B-R16A-QUERY-ALIAS:38c8b37f1417c07edf86204c0e307446a0884bea7a7220b27f0a3310623ec032"",""R16B-R16A-QUERY-ALIAS:3a43b868dfe30151fec6cab1281ce8b1294ec72eebb549ed8d39ba66b43cd637"",""R16B-R16A-QUERY-ALIAS:77cf95b9890431dcf0e7678452219e59c0d06e23fab1dc5f6941f203daa2949a"",""R16B-R16A-QUERY-ALIAS:b8f1dc7cd0763c9a4d1d3f35479d2cb6a77a775003e8f92826704f58c2de80d8""]"	LAWFUL_SOURCE_TEXT_AND_LOCATOR_REVIEW	Five Crossref results are exact aliases to metadata-only evidence rows; no result was accepted.	bbc5d9a39991af2ac6096c8321b7a40b295b38dd44aaee489ce88a9108252453	98f9a48723f6d9b9298ca7dac2a8c0411bfedb0292b7aace55c059167c9bc715
R16B-DEFERRED-CONTROL:5f2a344c592cc168c3b5567bf21d24c922dea14c0efe641d52d6ab3bc55ca2f6	SURF-R16A-003	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv	R16A-R16A-PAIR:9d6b149f9ea2e617d5b45153c18bed1eeff22bd4c979cc8d6767b8c213e4d419-XREF-05	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv#ledger_id=R16A-R16A-PAIR:9d6b149f9ea2e617d5b45153c18bed1eeff22bd4c979cc8d6767b8c213e4d419-XREF-05	R14_EXACT_ALIAS_OR_QUERY_RESULT_EXACT_ALIAS	ROUND16A_PAIR_EVIDENCE_DERIVATIVE	ZERO_NET_EMISSION_ALL_ROWS_ALIASED	0	R16B-R16A-QUERY-ALIAS:d0f190c0a53acea6138252388d2ad8489748a1fc258ec0cf306e413a6eeb8cc6	UPSTREAM_ALIAS_ONLY_NO_GROUP_LIFT	Exact query-result metadata derivative; rejected as evidence.	ee36f5c1e59082d50f175dff024c20b04431647ff6960b1a6b5a83db8350c2aa	264db99fabea40f82ada9f337ebfb290dce95f4b125a069e303514bf5af0a328
R16B-DEFERRED-CONTROL:5f2eb3572ff6a61da377e28940932b46707daff61cddbaac192779fb3bcdb872	SURF-R16A-005	docs/audits/v49-exploration-full-space-closure-round1/raw/exploration-parameter-universe-v2.json	navigation_return	docs/audits/v49-exploration-full-space-closure-round1/raw/exploration-parameter-universe-v2.json#parameters/navigation_return	SEMANTIC_IDENTITY_FLAG_DETERMINES_HIGHER_ORDER_OBLIGATION	ROUND16A_PARAMETER_RECONCILIATION	ZERO_EMISSION_PARAMETER_CONTROL	0	BASELINE_ONLY_PARAMETER	HIGHER_ORDER_METHOD_AUTHORITY	explicit governed inquiry record only	415ba4359652f81d532a1438bcf59711922fceccad3792ca81dad359391c36f5	f403c57a52a2653941a34a25b04a773f71d98236f9544c2322763607bbfc0b86
R16B-DEFERRED-CONTROL:5f6141809b644b9bffe19f70dba0e52c8555b88d331e1b5c45d1f8962a0b8f26	SURF-R16A-010	docs/audits/v49-exploration-full-space-closure-round1/raw/association-query-log-v2.jsonl	R16A-CROSSREF-QUERY:f7b5bce56268f095e2f163cfcd0c245c78360de359ce9193fbae552546b0f7e8	docs/audits/v49-exploration-full-space-closure-round1/raw/association-query-log-v2.jsonl#query_id=R16A-CROSSREF-QUERY:f7b5bce56268f095e2f163cfcd0c245c78360de359ce9193fbae552546b0f7e8	FIVE_RESULTS_PER_QUERY_EXACT_ALIAS_AND_ZERO_ACCEPTED	METADATA_QUERY_CONTROL	ZERO_EMISSION_METADATA_ONLY	0	"[""R16B-R16A-QUERY-ALIAS:1a7f32a08d81cb60da17469448635fa85aa53af75868b185b02b8fac53c71cec"",""R16B-R16A-QUERY-ALIAS:752b241d8639464217060757740fde426442c5186cb0a607a292ad9380dc9f5c"",""R16B-R16A-QUERY-ALIAS:89cc3b252606778a92a9e302470e9cd940a9f6bbc6ef176040b0fa0c69738dd1"",""R16B-R16A-QUERY-ALIAS:b9ee05511dc7c70e62f09a27314aacd42dfbf61dfadd70a6d8706b19cc628c83"",""R16B-R16A-QUERY-ALIAS:d89b82b58a1cafa34065747c2d1294106660e25fc3a65ec1ef3a337991c56cc2""]"	LAWFUL_SOURCE_TEXT_AND_LOCATOR_REVIEW	Five Crossref results are exact aliases to metadata-only evidence rows; no result was accepted.	b205525796859a92b12da2ccbcbfa9ed2b8787c6367ed90760a7013f3b30cfdf	0ec8d40a8819bc070c79644cf3ecff9d39c27b7c02f45ff2feced28ed28143ab
R16B-DEFERRED-CONTROL:5f6450b78c955388329556269fc68e3a27406bfd095f97144c566713e3b36d76	SURF-R16A-003	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv	R16A-R16A-PAIR:3a6b41fc0f7f4a2180311b797730b162cd49b537cd52055441c0c7238a51d468-XREF-02	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv#ledger_id=R16A-R16A-PAIR:3a6b41fc0f7f4a2180311b797730b162cd49b537cd52055441c0c7238a51d468-XREF-02	R14_EXACT_ALIAS_OR_QUERY_RESULT_EXACT_ALIAS	ROUND16A_PAIR_EVIDENCE_DERIVATIVE	ZERO_NET_EMISSION_ALL_ROWS_ALIASED	0	R16B-R16A-QUERY-ALIAS:f5e1f622b6fde1f3180a642aaf6570f3e962d53a14c55049fa55c110e0df993d	UPSTREAM_ALIAS_ONLY_NO_GROUP_LIFT	Exact query-result metadata derivative; rejected as evidence.	ff0ece6f4ef4220d881686fd1b2f778b6536a06fb28ca9604b8a1d740b43a5e1	1c87ad90c9e03f3245360ddf14815d2dc76008e2c9ef858fd4d59493263ccca6
R16B-DEFERRED-CONTROL:5f6c6d904c47e73fa250630cab4e5fa3bec94921a2eccc5b66912d989c56dd3b	SURF-R16A-003	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv	R16A-R16A-PAIR:d71bbf050c1250fc4023c3d5ce8ffcf14ecd02f5fd14ff556747f51ba9207d75-XREF-05	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv#ledger_id=R16A-R16A-PAIR:d71bbf050c1250fc4023c3d5ce8ffcf14ecd02f5fd14ff556747f51ba9207d75-XREF-05	R14_EXACT_ALIAS_OR_QUERY_RESULT_EXACT_ALIAS	ROUND16A_PAIR_EVIDENCE_DERIVATIVE	ZERO_NET_EMISSION_ALL_ROWS_ALIASED	0	R16B-R16A-QUERY-ALIAS:5bae251dacc72835a1388b84152e14cf75fd7c5290700b9fc05248cec1d47b6d	UPSTREAM_ALIAS_ONLY_NO_GROUP_LIFT	Exact query-result metadata derivative; rejected as evidence.	9e4a37607c64f7fd156d63632343a300e24367981dcd476eb8b3a751ee1b10ce	1ea0be72df3ef453ce48ee62f4b13228ac4a57f003f1580a35b24bf577af25b9
R16B-DEFERRED-CONTROL:5f7d1373da9e59211c7d0622fd5129155e22616d31232ae03ab360dd13ac5ef8	SURF-R16A-003	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv	R16A-R16A-PAIR:75976d0c563863bef91cb51443596cc3854ebd1865207758ef421004c83f5a5c-XREF-05	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv#ledger_id=R16A-R16A-PAIR:75976d0c563863bef91cb51443596cc3854ebd1865207758ef421004c83f5a5c-XREF-05	R14_EXACT_ALIAS_OR_QUERY_RESULT_EXACT_ALIAS	ROUND16A_PAIR_EVIDENCE_DERIVATIVE	ZERO_NET_EMISSION_ALL_ROWS_ALIASED	0	R16B-R16A-QUERY-ALIAS:fb3d9147abe28e14b70917ef77b363921d3e59aeeaa2e31970d1df0b804c24be	UPSTREAM_ALIAS_ONLY_NO_GROUP_LIFT	Exact query-result metadata derivative; rejected as evidence.	7ebb5186aaf515e1491a89c5fc30f92c842b40ace7b1362f69ac97910ba57e13	de7ab1afddf23a23967494efcfe67cf60bf31b1c338ff11f90fdb12569363315
R16B-DEFERRED-CONTROL:5f803e7027910c413212fbecedc06406af48ef0a1cc2e879a9a85ff5d5728be5	SURF-R16A-003	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv	R16A-R16A-PAIR:4ff11a60e8960496aa182a1e33050d973e8d2ca99f0428d1c7cde97394a646ad-XREF-03	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv#ledger_id=R16A-R16A-PAIR:4ff11a60e8960496aa182a1e33050d973e8d2ca99f0428d1c7cde97394a646ad-XREF-03	R14_EXACT_ALIAS_OR_QUERY_RESULT_EXACT_ALIAS	ROUND16A_PAIR_EVIDENCE_DERIVATIVE	ZERO_NET_EMISSION_ALL_ROWS_ALIASED	0	R16B-R16A-QUERY-ALIAS:4390ed4d2b143518327e30740f0e855ad98642f28bde5d68d1ca5d3605fea61f	UPSTREAM_ALIAS_ONLY_NO_GROUP_LIFT	Exact query-result metadata derivative; rejected as evidence.	9feae924c9769c47dedb9e0222fa8b5fc237bd29f39a3a4ecef9b3d37b33585a	1d45842b6121c47fedff40ba0553d2808674587273096664c6096fce2da0d84b
R16B-DEFERRED-CONTROL:5f84c49b3ac7babc6af30cffbbf7333b672cda4bcbbfc23db374d5ed082970a8	SURF-R16A-003	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv	R16A-R16A-PAIR:ee9a9a0c0619c0aaff5bafecd07a10f178e1843a882cc22fc0543b09275cccaa-XREF-03	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv#ledger_id=R16A-R16A-PAIR:ee9a9a0c0619c0aaff5bafecd07a10f178e1843a882cc22fc0543b09275cccaa-XREF-03	R14_EXACT_ALIAS_OR_QUERY_RESULT_EXACT_ALIAS	ROUND16A_PAIR_EVIDENCE_DERIVATIVE	ZERO_NET_EMISSION_ALL_ROWS_ALIASED	0	R16B-R16A-QUERY-ALIAS:e091c05f457ff3e4a051aaea13b0d5692fead200d9f17a799cdb83eebf513917	UPSTREAM_ALIAS_ONLY_NO_GROUP_LIFT	Exact query-result metadata derivative; rejected as evidence.	90c9068a1f6018219faaa21abb7ec683edadc8ec97c5a0643727b039a91e2388	0672fb9841042d9ef8910a1a15e29b7e885f7cc27feb8f630cf0b427baa15996
R16B-DEFERRED-CONTROL:5f8a15132f16f85d26cf95e119ba3601e62f376b7a5d522bb945c7eebe1227f5	SURF-R16A-010	docs/audits/v49-exploration-full-space-closure-round1/raw/association-query-log-v2.jsonl	R16A-CROSSREF-QUERY:b343a1c45bd7f0ea00f114d5908f87a89d318a2f612a85791efbd324f5d8f14b	docs/audits/v49-exploration-full-space-closure-round1/raw/association-query-log-v2.jsonl#query_id=R16A-CROSSREF-QUERY:b343a1c45bd7f0ea00f114d5908f87a89d318a2f612a85791efbd324f5d8f14b	FIVE_RESULTS_PER_QUERY_EXACT_ALIAS_AND_ZERO_ACCEPTED	METADATA_QUERY_CONTROL	ZERO_EMISSION_METADATA_ONLY	0	"[""R16B-R16A-QUERY-ALIAS:0533f69d004d9358f966d78b8d0e1ecae55cd8b0418ae489a52e3b1c18a184e1"",""R16B-R16A-QUERY-ALIAS:aa2e3acd809331a9ac977cb1f660f84fcc8af6579ca3aa64acd668adc717870e"",""R16B-R16A-QUERY-ALIAS:afe0a60cbd0eff6d1418f44f7f0aadef6838569ddf7c377b201bd9cd5cdec715"",""R16B-R16A-QUERY-ALIAS:cd3784fd4cf44fd91a7d9298c6aacd1d15d8f0f09a8473efb43ce12c32b56aaf"",""R16B-R16A-QUERY-ALIAS:d71d97492801c32a7ba888de6e5961f45769c0fe981a9e248734f9e3080d29ec""]"	LAWFUL_SOURCE_TEXT_AND_LOCATOR_REVIEW	Five Crossref results are exact aliases to metadata-only evidence rows; no result was accepted.	edfe8185fc50851a190fbc3b9449b0a7ebde12d28aefd68ad7a4bd7c5634a3d8	02f43a4ddfa57a3f21ddb2b79cbc03952ca926fadaddab358089fd97ce672c75
R16B-DEFERRED-CONTROL:5faa5e00e2d59ad1ebb25ac116645f8b87019705722230690b14ef635504e478	SURF-R16A-003	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv	R16A-R16A-PAIR:e9a311c451a59b79fc914e0fb49c863931776e6b50f82adb4b91fbfc401f2193-XREF-02	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv#ledger_id=R16A-R16A-PAIR:e9a311c451a59b79fc914e0fb49c863931776e6b50f82adb4b91fbfc401f2193-XREF-02	R14_EXACT_ALIAS_OR_QUERY_RESULT_EXACT_ALIAS	ROUND16A_PAIR_EVIDENCE_DERIVATIVE	ZERO_NET_EMISSION_ALL_ROWS_ALIASED	0	R16B-R16A-QUERY-ALIAS:717191331413b18b3897526699c882b4cb1434191fd55c08a918bce03416322a	UPSTREAM_ALIAS_ONLY_NO_GROUP_LIFT	Exact query-result metadata derivative; rejected as evidence.	7cae54116ce194c47eaf0589abb5c7e1912fd815fe0d8883333e28e1b2796836	39effa6b06bc9af90a1f1c03cda932c14f3ac37761ddf59b70dfc44e5f3e2777
R16B-DEFERRED-CONTROL:5fbf3877170685f713e9c789bbf1604a90e84d9be4c649c051a68155fbabae08	SURF-R16A-010	docs/audits/v49-exploration-full-space-closure-round1/raw/association-query-log-v2.jsonl	R16A-CROSSREF-QUERY:37ee6e13e20e874712c795087fdc4dd61f0ceb38f70fa8d205f327d8d1f0bfc0	docs/audits/v49-exploration-full-space-closure-round1/raw/association-query-log-v2.jsonl#query_id=R16A-CROSSREF-QUERY:37ee6e13e20e874712c795087fdc4dd61f0ceb38f70fa8d205f327d8d1f0bfc0	FIVE_RESULTS_PER_QUERY_EXACT_ALIAS_AND_ZERO_ACCEPTED	METADATA_QUERY_CONTROL	ZERO_EMISSION_METADATA_ONLY	0	"[""R16B-R16A-QUERY-ALIAS:1ec157361489af595c67da3bcd7b6a0b3813ef3fc7dae2ed4fe80744e28e4194"",""R16B-R16A-QUERY-ALIAS:60644530429253141c8104b223a62b78fcff6a13a0de463b9dcaf9f7b4021d2c"",""R16B-R16A-QUERY-ALIAS:63c54a9d102e5a98032305d332a32f8f8da0ed280283d614a8d891493bf84d80"",""R16B-R16A-QUERY-ALIAS:9ccbbfab33bdef4de108e126e23dfb6486b3b7332ae73657930f1137f1122154"",""R16B-R16A-QUERY-ALIAS:a23c46dd8cebc6dd6ffeb7af1a28d9cc3a8e760da4df82b07971470e55f07f5d""]"	LAWFUL_SOURCE_TEXT_AND_LOCATOR_REVIEW	Five Crossref results are exact aliases to metadata-only evidence rows; no result was accepted.	c14810a521039d781af0a8a2d1530788e8964dc7d124c28a46dcb13051e5791f	b7cf49992aa588f928cc307d06cda2eb5d8c328a6008cfa86ae060abb96ac329
