surface_id,title,period_band,macro_region,source_name,template_id,publication_role,image_state,source_text_chars,generated_text_chars,total_reading_chars,impact_score,impact_rating,impact_basis,group_candidate_count,max_group_member_count,strong_group_candidate,research_value_score,recommended_action,action_reason
SURF-CRG2026R2548,Ford A4118 NLGRF photo contact sheet (1975-04-18)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford A4118 NLGRF photo contact sheet (1975-04-18)(Gerald Ford Library).jpg / page 23385963,sheet.main.v0,main_sheet,IMG03,904,2703,3607,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,87,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2549,Ford A4139 NLGRF photo contact sheet (1975-04-21)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford A4139 NLGRF photo contact sheet (1975-04-21)(Gerald Ford Library).jpg / page 23386237,sheet.main.v0,main_sheet,IMG03,904,2701,3605,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,87,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2550,Ford A4166 NLGRF photo contact sheet (1975-04-23)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford A4166 NLGRF photo contact sheet (1975-04-23)(Gerald Ford Library).jpg / page 23386437,sheet.main.v0,main_sheet,IMG03,904,2702,3606,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,87,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2551,Ford A4194 NLGRF photo contact sheet (1975-04-24)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford A4194 NLGRF photo contact sheet (1975-04-24)(Gerald Ford Library).jpg / page 23386659,sheet.main.v0,main_sheet,IMG03,904,2702,3606,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,87,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2552,Ford A4206 NLGRF photo contact sheet (1975-04-27)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford A4206 NLGRF photo contact sheet (1975-04-27)(Gerald Ford Library).jpg / page 23386811,sheet.main.v0,main_sheet,IMG03,904,2698,3602,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,86,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2553,Ford A4227 NLGRF photo contact sheet (1975-04-27)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford A4227 NLGRF photo contact sheet (1975-04-27)(Gerald Ford Library).jpg / page 23386844,sheet.main.v0,main_sheet,IMG03,904,2704,3608,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,87,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2554,Ford A4242 NLGRF photo contact sheet (1975-04-28)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford A4242 NLGRF photo contact sheet (1975-04-28)(Gerald Ford Library).jpg / page 23386997,sheet.main.v0,main_sheet,IMG03,904,2703,3607,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,87,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2555,Ford A4308 NLGRF photo contact sheet (1975-04-29)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford A4308 NLGRF photo contact sheet (1975-04-29)(Gerald Ford Library).jpg / page 23387325,sheet.main.v0,main_sheet,IMG03,904,2698,3602,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,86,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2556,Ford A4330 NLGRF photo contact sheet (1975-05-02)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford A4330 NLGRF photo contact sheet (1975-05-02)(Gerald Ford Library).jpg / page 23387558,sheet.main.v0,main_sheet,IMG03,901,2698,3599,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,86,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2557,Ford A4350 NLGRF photo contact sheet (1975-05-02)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford A4350 NLGRF photo contact sheet (1975-05-02)(Gerald Ford Library).jpg / page 23387685,sheet.main.v0,main_sheet,IMG03,901,2704,3605,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,87,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2558,Ford A4395 NLGRF photo contact sheet (1975-05-06)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford A4395 NLGRF photo contact sheet (1975-05-06)(Gerald Ford Library).jpg / page 23388031,sheet.main.v0,main_sheet,IMG03,901,2703,3604,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,87,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2559,Ford A4442 NLGRF photo contact sheet (1975-05-08)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford A4442 NLGRF photo contact sheet (1975-05-08)(Gerald Ford Library).jpg / page 23388315,sheet.main.v0,main_sheet,IMG03,901,2704,3605,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,87,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2560,Ford A4517 NLGRF photo contact sheet (1975-05-13)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford A4517 NLGRF photo contact sheet (1975-05-13)(Gerald Ford Library).jpg / page 23388852,sheet.main.v0,main_sheet,IMG03,902,2702,3604,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,87,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2561,Ford A4609 NLGRF photo contact sheet (1975-05-18)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford A4609 NLGRF photo contact sheet (1975-05-18)(Gerald Ford Library).jpg / page 23389508,sheet.main.v0,main_sheet,IMG03,902,2703,3605,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,87,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2562,Ford A4669 NLGRF photo contact sheet (1975-05-21)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford A4669 NLGRF photo contact sheet (1975-05-21)(Gerald Ford Library).jpg / page 23389820,sheet.main.v0,main_sheet,IMG03,902,2702,3604,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,87,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2563,Ford A4716 NLGRF photo contact sheet (1975-05-25)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford A4716 NLGRF photo contact sheet (1975-05-25)(Gerald Ford Library).jpg / page 23390015,sheet.main.v0,main_sheet,IMG03,902,2704,3606,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,87,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2564,Ford A4739 NLGRF photo contact sheet (1975-05-26)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford A4739 NLGRF photo contact sheet (1975-05-26)(Gerald Ford Library).jpg / page 23390091,sheet.main.v0,main_sheet,IMG03,902,2702,3604,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,87,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2565,Ford A4756 NLGRF photo contact sheet (1975-05-28)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford A4756 NLGRF photo contact sheet (1975-05-28)(Gerald Ford Library).jpg / page 23390224,sheet.main.v0,main_sheet,IMG03,902,2699,3601,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,86,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2566,Ford A4792 NLGRF photo contact sheet (1975-05-29)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford A4792 NLGRF photo contact sheet (1975-05-29)(Gerald Ford Library).jpg / page 23390358,sheet.main.v0,main_sheet,IMG03,902,2703,3605,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,87,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2567,Ford A4849 NLGRF photo contact sheet (1975-06-01)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford A4849 NLGRF photo contact sheet (1975-06-01)(Gerald Ford Library).jpg / page 23390797,sheet.main.v0,main_sheet,IMG03,902,2701,3603,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,87,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2568,Ford A4886 NLGRF photo contact sheet (1975-05-31)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford A4886 NLGRF photo contact sheet (1975-05-31)(Gerald Ford Library).jpg / page 23390718,sheet.main.v0,main_sheet,IMG03,902,2697,3599,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,86,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2569,Ford A5175 NLGRF photo contact sheet (1975-06-23)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford A5175 NLGRF photo contact sheet (1975-06-23)(Gerald Ford Library).jpg / page 23392847,sheet.main.v0,main_sheet,IMG03,903,2703,3606,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,87,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2570,Ford A5183 NLGRF photo contact sheet (1975-06-24)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford A5183 NLGRF photo contact sheet (1975-06-24)(Gerald Ford Library).jpg / page 23393004,sheet.main.v0,main_sheet,IMG03,903,2701,3604,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,87,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2571,Ford A5185 NLGRF photo contact sheet (1975-06-23)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford A5185 NLGRF photo contact sheet (1975-06-23)(Gerald Ford Library).jpg / page 23392903,sheet.main.v0,main_sheet,IMG03,903,2703,3606,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,87,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2572,Ford A5290 NLGRF photo contact sheet (1975-06-28)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford A5290 NLGRF photo contact sheet (1975-06-28)(Gerald Ford Library).jpg / page 23393654,sheet.main.v0,main_sheet,IMG03,903,2702,3605,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,87,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2573,Ford A5306 NLGRF photo contact sheet (1975-06-30)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford A5306 NLGRF photo contact sheet (1975-06-30)(Gerald Ford Library).jpg / page 23393785,sheet.main.v0,main_sheet,IMG03,903,2699,3602,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,86,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2574,Ford A5317 NLGRF photo contact sheet (1975-06-30)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford A5317 NLGRF photo contact sheet (1975-06-30)(Gerald Ford Library).jpg / page 23393838,sheet.main.v0,main_sheet,IMG03,903,2701,3604,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,87,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2575,Ford A5388 NLGRF photo contact sheet (1975-07-03)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford A5388 NLGRF photo contact sheet (1975-07-03)(Gerald Ford Library).jpg / page 23394272,sheet.main.v0,main_sheet,IMG03,902,2703,3605,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,87,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2576,Ford A5425 NLGRF photo contact sheet (1975-07-09)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford A5425 NLGRF photo contact sheet (1975-07-09)(Gerald Ford Library).jpg / page 23394563,sheet.main.v0,main_sheet,IMG03,902,2702,3604,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,87,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2577,Ford A5428 NLGRF photo contact sheet (1975-07-09)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford A5428 NLGRF photo contact sheet (1975-07-09)(Gerald Ford Library).jpg / page 23394576,sheet.main.v0,main_sheet,IMG03,902,2697,3599,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,86,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2578,Ford A9369 NLGRF photo contact sheet (1976-04-22)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford A9369 NLGRF photo contact sheet (1976-04-22)(Gerald Ford Library).jpg / page 23398128,sheet.main.v0,main_sheet,IMG03,904,2698,3602,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,86,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2579,Ford B0337 NLGRF photo contact sheet (1976-06-21)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford B0337 NLGRF photo contact sheet (1976-06-21)(Gerald Ford Library).jpg / page 23410447,sheet.main.v0,main_sheet,IMG03,903,2699,3602,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,86,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2580,Ford B0421 NLGRF photo contact sheet (1976-06-28)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford B0421 NLGRF photo contact sheet (1976-06-28)(Gerald Ford Library).jpg / page 23411326,sheet.main.v0,main_sheet,IMG03,903,2703,3606,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,87,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2581,Ford B0524 NLGRF photo contact sheet (1976-07-01)(Gerald Ford Library) (Frame 7).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford B0524 NLGRF photo contact sheet (1976-07-01)(Gerald Ford Library) (Frame 7).jpg / page 128017293,sheet.main.v0,main_sheet,IMG03,912,2722,3634,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,87,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2582,Ford B0525 NLGRF photo contact sheet (1976-07-03)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford B0525 NLGRF photo contact sheet (1976-07-03)(Gerald Ford Library).jpg / page 23412100,sheet.main.v0,main_sheet,IMG03,902,2702,3604,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,87,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2583,Ford B0582 NLGRF photo contact sheet (1976-07-07)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford B0582 NLGRF photo contact sheet (1976-07-07)(Gerald Ford Library).jpg / page 23413604,sheet.main.v0,main_sheet,IMG03,902,2702,3604,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,87,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2584,Ford B0599 NLGRF photo contact sheet (1976-07-08)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford B0599 NLGRF photo contact sheet (1976-07-08)(Gerald Ford Library).jpg / page 23413951,sheet.main.v0,main_sheet,IMG03,902,2704,3606,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,87,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2585,Ford B0633 NLGRF photo contact sheet (1976-07-12)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford B0633 NLGRF photo contact sheet (1976-07-12)(Gerald Ford Library).jpg / page 23414502,sheet.main.v0,main_sheet,IMG03,903,2700,3603,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,87,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2586,Ford B0682 NLGRF photo contact sheet (1976-07-15)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford B0682 NLGRF photo contact sheet (1976-07-15)(Gerald Ford Library).jpg / page 23416648,sheet.main.v0,main_sheet,IMG03,903,2697,3600,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,86,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2587,Ford B0771 NLGRF photo contact sheet (1976-07-20)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford B0771 NLGRF photo contact sheet (1976-07-20)(Gerald Ford Library).jpg / page 23417652,sheet.main.v0,main_sheet,IMG03,903,2698,3601,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,86,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2588,Ford B0772 NLGRF photo contact sheet (1976-07-20)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford B0772 NLGRF photo contact sheet (1976-07-20)(Gerald Ford Library).jpg / page 23417661,sheet.main.v0,main_sheet,IMG03,903,2704,3607,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,87,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2589,Ford B0882 NLGRF photo contact sheet (1976-07-30)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford B0882 NLGRF photo contact sheet (1976-07-30)(Gerald Ford Library).jpg / page 23418736,sheet.main.v0,main_sheet,IMG03,903,2704,3607,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,87,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2590,Ford B0910 NLGRF photo contact sheet (1976-08-03)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford B0910 NLGRF photo contact sheet (1976-08-03)(Gerald Ford Library).jpg / page 23418893,sheet.main.v0,main_sheet,IMG03,904,2703,3607,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,87,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2591,Ford B0937 NLGRF photo contact sheet (1976-08-03)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford B0937 NLGRF photo contact sheet (1976-08-03)(Gerald Ford Library).jpg / page 23419052,sheet.main.v0,main_sheet,IMG03,904,2702,3606,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,87,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2592,Ford B0944 NLGRF photo contact sheet (1976-08-04)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford B0944 NLGRF photo contact sheet (1976-08-04)(Gerald Ford Library).jpg / page 23419093,sheet.main.v0,main_sheet,IMG03,904,2704,3608,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,87,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2593,Ford B0962 NLGRF photo contact sheet (1976-08-05)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford B0962 NLGRF photo contact sheet (1976-08-05)(Gerald Ford Library).jpg / page 23419190,sheet.main.v0,main_sheet,IMG03,904,2702,3606,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,87,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2594,Ford B0986 NLGRF photo contact sheet (1976-08-07)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford B0986 NLGRF photo contact sheet (1976-08-07)(Gerald Ford Library).jpg / page 23419371,sheet.main.v0,main_sheet,IMG03,904,2703,3607,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,87,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2595,Ford B1065 NLGRF photo contact sheet (1976-08-17)(Gerald Ford Library) (cropped).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford B1065 NLGRF photo contact sheet (1976-08-17)(Gerald Ford Library) (cropped).jpg / page 55098095,sheet.main.v0,main_sheet,IMG03,915,2720,3635,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,87,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2596,Ford B1073 NLGRF photo contact sheet (1976-08-15)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford B1073 NLGRF photo contact sheet (1976-08-15)(Gerald Ford Library).jpg / page 23419798,sheet.main.v0,main_sheet,IMG03,905,2701,3606,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,87,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2597,Ford B1093 NLGRF photo contact sheet (1976-08-16)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford B1093 NLGRF photo contact sheet (1976-08-16)(Gerald Ford Library).jpg / page 23419939,sheet.main.v0,main_sheet,IMG03,905,2703,3608,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,87,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2598,Ford B1157 NLGRF photo contact sheet (1976-08-16)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford B1157 NLGRF photo contact sheet (1976-08-16)(Gerald Ford Library).jpg / page 23419998,sheet.main.v0,main_sheet,IMG03,905,2702,3607,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,87,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2599,Ford B1160 NLGRF photo contact sheet (1976-08-15)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford B1160 NLGRF photo contact sheet (1976-08-15)(Gerald Ford Library).jpg / page 23419855,sheet.main.v0,main_sheet,IMG03,905,2697,3602,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,86,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2600,Ford B1232 NLGRF photo contact sheet (1976-08-19)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford B1232 NLGRF photo contact sheet (1976-08-19)(Gerald Ford Library).jpg / page 23420828,sheet.main.v0,main_sheet,IMG03,905,2704,3609,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,87,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2601,Ford B1271 NLGRF photo contact sheet (1976-08-19)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford B1271 NLGRF photo contact sheet (1976-08-19)(Gerald Ford Library).jpg / page 23420950,sheet.main.v0,main_sheet,IMG03,905,2699,3604,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,86,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2602,Ford B1306 NLGRF photo contact sheet (1976-08-25)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford B1306 NLGRF photo contact sheet (1976-08-25)(Gerald Ford Library).jpg / page 23421295,sheet.main.v0,main_sheet,IMG03,905,2704,3609,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,87,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2603,Ford B1335 NLGRF photo contact sheet (1976-08-22)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford B1335 NLGRF photo contact sheet (1976-08-22)(Gerald Ford Library).jpg / page 23421173,sheet.main.v0,main_sheet,IMG03,905,2704,3609,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,87,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2604,Ford B1352 NLGRF photo contact sheet (1976-09-01)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford B1352 NLGRF photo contact sheet (1976-09-01)(Gerald Ford Library).jpg / page 23421646,sheet.main.v0,main_sheet,IMG03,907,2703,3610,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,87,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2605,Ford B1360 NLGRF photo contact sheet (1976-08-31)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford B1360 NLGRF photo contact sheet (1976-08-31)(Gerald Ford Library).jpg / page 23421573,sheet.main.v0,main_sheet,IMG03,905,2699,3604,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,86,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2606,Ford B1376 NLGRF photo contact sheet (1976-09-04)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford B1376 NLGRF photo contact sheet (1976-09-04)(Gerald Ford Library).jpg / page 23421784,sheet.main.v0,main_sheet,IMG03,907,2700,3607,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,87,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2607,Ford B1490 NLGRF photo contact sheet (1976-09-13)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford B1490 NLGRF photo contact sheet (1976-09-13)(Gerald Ford Library).jpg / page 23422352,sheet.main.v0,main_sheet,IMG03,908,2704,3612,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,87,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2608,Ford B1506 NLGRF photo contact sheet (1976-09-16)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford B1506 NLGRF photo contact sheet (1976-09-16)(Gerald Ford Library).jpg / page 23422469,sheet.main.v0,main_sheet,IMG03,908,2699,3607,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,86,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2609,Ford B1583 NLGRF photo contact sheet (1976-09-21)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford B1583 NLGRF photo contact sheet (1976-09-21)(Gerald Ford Library).jpg / page 23422816,sheet.main.v0,main_sheet,IMG03,908,2704,3612,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,87,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R2610,Ford B1670 NLGRF photo contact sheet (1976-09-23)(Gerald Ford Library).jpg,1970_2000,Unresolved region,Wikimedia Commons file source / Ford B1670 NLGRF photo contact sheet (1976-09-23)(Gerald Ford Library).jpg / page 23422959,sheet.main.v0,main_sheet,IMG03,908,2702,3610,52,C,heuristic baseline; design-term hits=3; verified open image,1,625,true,87,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
