candidate_id,source_name,macro_region,country_or_region,locality,source_kind,institutional_level,institution_class,access_family,url,expected_record_types,period_strength,image_strategy,text_strategy,rights_risk,automation_priority,verification_status,current_ingest_status,notes
ESC029,Africa Media Online,Africa,South Africa / regional,,commercial/community image archive,regional,independent,HTML,https://www.africamediaonline.com/,photographs; posters; visual culture,1931-1970=secondary;1971-2000=strong,link_only_until_rights_verified,metadata-plus-context,High,P4 link-only,needs_url_protocol_verification,new_edge_candidate,Use mainly as source-return index.
ESC030,Arab Image Foundation,Middle East and North Africa,Lebanon / regional,,community image archive,community,community,HTML,https://arabimagefoundation.org/,photographs; posters; printed visual culture,1931-1970=strong;1971-2000=strong,link_only_until_rights_verified,text-rich,High,P1 community-archive,needs_url_protocol_verification,new_edge_candidate,Important regional visual archive; rights-sensitive.
ESC031,Akkasah Center for Photography,Middle East and North Africa,United Arab Emirates / regional,,university archive,university,university,HTML,https://akkasah.org/,photographs; studio ephemera; printed visual culture,1931-1970=strong;1971-2000=secondary,link_only_until_rights_verified,text-rich,High,P2 university-archive,needs_url_protocol_verification,new_edge_candidate,NYUAD regional visual culture source.
ESC032,SALT Research,Middle East and North Africa,Turkey,,research archive,independent,independent,HTML,https://archives.saltresearch.org/,posters; graphic ephemera; exhibition texts; periodicals,1931-1970=secondary;1971-2000=strong,source_viewer_or_iiif,text-rich,Med,P1 design-archive,needs_url_protocol_verification,new_edge_candidate,High-value Turkish design and visual culture archive.
ESC033,Istanbul Research Institute Collections,Middle East and North Africa,Turkey,,research archive,independent,independent,HTML,https://www.iae.org.tr/,posters; ephemera; photographs; exhibition texts,1830-1930=secondary;1931-1970=strong,source_viewer_or_iiif,text-rich,Med,P2 local-archive,needs_url_protocol_verification,new_edge_candidate,Urban print and exhibition context.
ESC034,Ataturk Library Digital Archive,Middle East and North Africa,Turkey,,municipal library,municipal,municipal,HTML,https://ataturkkitapligi.ibb.gov.tr/,periodicals; newspapers; books; printed ephemera,1830-1930=strong;1931-1970=strong,source_viewer_or_iiif,text-rich,Med,P2 municipal-library,needs_url_protocol_verification,new_edge_candidate,Municipal source for Istanbul print culture.
ESC035,National Library and Archives of Iran,Middle East and North Africa,Iran,,national archive/library,national,government,HTML,https://www.nlai.ir/,books; periodicals; posters; public records,1931-1970=strong;1971-2000=strong,link_only_until_rights_verified,metadata-plus-context,Med,P2 national-library,needs_url_protocol_verification,new_edge_candidate,Needed for Iranian graphic/typographic history.
ESC036,University of Tehran Digital Library,Middle East and North Africa,Iran,,university library,university,university,HTML,https://utlib.ut.ac.ir/,theses; books; design texts,1971-2000=strong;2001-2026=strong,text_only,text-rich,Low-Med,P3 university-text,needs_url_protocol_verification,new_edge_candidate,Text enrichment for Iranian design research.
ESC037,Bibliotheque Nationale du Royaume du Maroc,Middle East and North Africa,Morocco,,national library,national,government,HTML,https://www.bnrm.ma/,periodicals; books; posters,1931-1970=secondary;1971-2000=secondary,link_only_until_rights_verified,metadata-plus-context,Med,P3 national-library,needs_url_protocol_verification,new_edge_candidate,Maghreb print-culture gap.
ESC038,Bibliotheque Nationale de Tunisie,Middle East and North Africa,Tunisia,,national library,national,government,HTML,http://www.bibliotheque.nat.tn/,periodicals; books; printed ephemera,1931-1970=secondary;1971-2000=secondary,link_only_until_rights_verified,metadata-plus-context,Med,P3 national-library,needs_url_protocol_verification,new_edge_candidate,North African public print source.
ESC039,National Library and Archives of Egypt,Middle East and North Africa,Egypt,,national library/archive,national,government,HTML,https://www.darelkotob.gov.eg/,books; periodicals; posters; public print,1830-1930=strong;1931-1970=strong,link_only_until_rights_verified,metadata-plus-context,Med,P2 national-library,needs_url_protocol_verification,new_edge_candidate,Major Arabic print-culture source.
ESC040,Roja Muthiah Research Library,South Asia,India,,research library,independent,independent,HTML,https://www.rmrl.in/,Tamil print; posters; periodicals; ephemera,1830-1930=strong;1931-1970=strong,link_only_until_rights_verified,text-rich,Med-High,P1 regional-print,needs_url_protocol_verification,new_edge_candidate,Crucial South Indian print-culture source.
ESC041,Panjab Digital Library,South Asia,India / Punjab,,community digital library,community,community,HTML,https://panjabdigilib.org/,books; posters; newspapers; ephemera,1830-1930=secondary;1931-1970=strong,source_viewer_or_iiif,metadata-plus-context,Med,P2 community-library,needs_url_protocol_verification,new_edge_candidate,Language/regional print archive.
ESC042,Rekhta,South Asia,India / Urdu,,literary digital archive,independent,independent,HTML,https://www.rekhta.org/,periodicals; book covers; typography context,1931-1970=secondary;1971-2000=secondary,link_only_until_rights_verified,text-rich,Med,P4 contextual-text,needs_url_protocol_verification,new_edge_candidate,Urdu print culture and typography context.
ESC043,Bangladesh National Archives,South Asia,Bangladesh,,national archive,national,government,HTML,https://nanl.gov.bd/,government records; printed public communication,1931-1970=secondary;1971-2000=strong,link_only_until_rights_verified,metadata-plus-context,Med,P3 government-archive,needs_url_protocol_verification,new_edge_candidate,Postcolonial public communication source.
ESC044,BRAC University Institutional Repository,South Asia,Bangladesh,,university repository,university,university,DSpace/OAI,http://dspace.bracu.ac.bd/,theses; reports; communication/design texts,1971-2000=strong;2001-2026=strong,text_only,text-rich,Low-Med,P3 university-text,needs_url_protocol_verification,new_edge_candidate,Bangladesh design and communication scholarship source.
ESC045,National Library of Sri Lanka,South Asia,Sri Lanka,,national library,national,government,HTML,https://www.natlib.lk/,books; periodicals; public documents,1931-1970=secondary;1971-2000=secondary,link_only_until_rights_verified,metadata-plus-context,Med,P3 national-library,needs_url_protocol_verification,new_edge_candidate,Sri Lankan print-history gap.
ESC046,National Archives of Sri Lanka,South Asia,Sri Lanka,,national archive,national,government,HTML,https://www.archives.gov.lk/,government posters; public records,1931-1970=secondary;1971-2000=secondary,link_only_until_rights_verified,metadata-plus-context,Med,P3 government-archive,needs_url_protocol_verification,new_edge_candidate,State communication source.
ESC047,Madan Puraskar Pustakalaya,South Asia,Nepal,,community/library archive,community,community,HTML,https://madanpuraskar.org/,Nepali books; periodicals; ephemera,1931-1970=secondary;1971-2000=secondary,link_only_until_rights_verified,metadata-plus-context,Med,P3 regional-library,needs_url_protocol_verification,new_edge_candidate,Nepal language print source.
ESC048,Nepal National Library,South Asia,Nepal,,national library,national,government,HTML,https://nnl.gov.np/,books; periodicals; public print,1931-1970=secondary;1971-2000=secondary,link_only_until_rights_verified,metadata-plus-context,Med,P4 national-library,needs_url_protocol_verification,new_edge_candidate,National gap coverage.
ESC050,National Diet Library Digital Collections,East Asia,Japan,,national library,national,government,API+IIIF+HTML,https://dl.ndl.go.jp/,books; magazines; posters; typography,1830-1930=strong;1931-1970=strong,source_viewer_or_iiif,text-rich,Med,P1 national-library,needs_url_protocol_verification,new_edge_candidate,Separate from NDL Search; direct digital object source.
ESC051,Tokyo Metropolitan Library Digital Archive,East Asia,Japan,,municipal library,municipal,municipal,HTML,https://archive.library.metro.tokyo.lg.jp/,posters; maps; magazines; local print,1830-1930=secondary;1931-1970=strong,source_viewer_or_iiif,metadata-plus-context,Med,P2 municipal-library,needs_url_protocol_verification,new_edge_candidate,Local urban print source.
ESC052,Kyoto University Rare Materials Digital Archive,East Asia,Japan,,university archive,university,university,IIIF+HTML,https://rmda.kulib.kyoto-u.ac.jp/,books; prints; ephemera; typography context,1830-1930=strong;1931-1970=secondary,source_viewer_or_iiif,text-rich,Low-Med,P2 university-library,needs_url_protocol_verification,new_edge_candidate,High-quality IIIF source.
ESC053,Waseda University Theatre Museum Database,East Asia,Japan,,university museum,university,university,HTML,https://enpaku.w.waseda.jp/,posters; programs; theatre ephemera,1830-1930=secondary;1931-1970=strong;1971-2000=strong,source_viewer_or_iiif,metadata-plus-context,Med,P2 poster-ephemera,needs_url_protocol_verification,new_edge_candidate,Strong performing-arts poster source.
ESC054,National Archives of Japan Digital Archive,East Asia,Japan,,national archive,national,government,HTML,https://www.digital.archives.go.jp/,government documents; public communication,1931-1970=secondary;1971-2000=secondary,link_only_until_rights_verified,metadata-plus-context,Low-Med,P3 government-archive,needs_url_protocol_verification,new_edge_candidate,Public information design context.
ESC055,National Library of Korea Digital Collection,East Asia,Korea,,national library,national,government,HTML,https://www.nl.go.kr/,books; periodicals; posters; typography,1931-1970=strong;1971-2000=strong,source_viewer_or_iiif,text-rich,Med,P1 national-library,needs_url_protocol_verification,new_edge_candidate,Korean print source.
ESC056,Seoul Museum of History Digital Archive,East Asia,Korea,,municipal museum archive,municipal,municipal,HTML,https://museum.seoul.go.kr/,urban posters; ephemera; photographs,1931-1970=secondary;1971-2000=strong,source_viewer_or_iiif,metadata-plus-context,Med,P2 municipal-archive,needs_url_protocol_verification,new_edge_candidate,City-scale visual culture source.
ESC057,Korean Film Archive,East Asia,Korea,,specialized public archive,national,government,HTML,https://www.koreafilm.or.kr/,film posters; lobby cards; graphic ephemera,1931-1970=strong;1971-2000=strong,source_viewer_or_iiif,metadata-plus-context,Med,P1 poster-source,needs_url_protocol_verification,new_edge_candidate,Strong poster graphics source outside design museums.
ESC059,HKUL Digital Initiatives,East Asia,Hong Kong,,university digital collection,university,university,HTML,https://digitalrepository.lib.hku.hk/,newspapers; posters; photographs; books,1830-1930=secondary;1931-1970=strong,source_viewer_or_iiif,text-rich,Med,P2 university-library,needs_url_protocol_verification,new_edge_candidate,University source for China/Hong Kong records.
ESC060,Academia Sinica Digital Resources,East Asia,Taiwan,,research institution archive,national,government,HTML,https://digitalarchives.sinica.edu.tw/,periodicals; images; archival records,1931-1970=strong;1971-2000=secondary,source_viewer_or_iiif,metadata-plus-context,Med,P2 research-archive,needs_url_protocol_verification,new_edge_candidate,Taiwan/Chinese-language archive.
ESC061,National Central Library Taiwan,East Asia,Taiwan,,national library,national,government,HTML,https://www.ncl.edu.tw/,books; periodicals; posters; newspapers,1931-1970=strong;1971-2000=strong,source_viewer_or_iiif,text-rich,Med,P1 national-library,needs_url_protocol_verification,new_edge_candidate,Core Taiwan print source.
ESC062,Shanghai Library Digital Collections,East Asia,China,,municipal library,municipal,municipal,HTML,https://www.library.sh.cn/,periodicals; newspapers; calendar posters; books,1830-1930=strong;1931-1970=secondary,link_only_until_rights_verified,metadata-plus-context,Med,P2 municipal-library,needs_url_protocol_verification,new_edge_candidate,Local source for Shanghai print culture.
ESC063,BookSG,Southeast Asia,Singapore,,national library digital collection,national,government,HTML,https://eresources.nlb.gov.sg/printheritage/,books; magazines; public print,1931-1970=secondary;1971-2000=strong,source_viewer_or_iiif,text-rich,Low-Med,P2 national-library,needs_url_protocol_verification,new_edge_candidate,Singapore print heritage source.
ESC064,PictureSG,Southeast Asia,Singapore,,national image archive,national,government,HTML,https://eresources.nlb.gov.sg/pictures/,posters; photographs; street graphics,1931-1970=secondary;1971-2000=strong,thumbnail_only,metadata-plus-context,Med,P2 image-archive,needs_url_protocol_verification,new_edge_candidate,Visual source for Singapore.
ESC065,National Archives of Singapore,Southeast Asia,Singapore,,national archive,national,government,HTML,https://www.nas.gov.sg/archivesonline/,posters; photographs; public campaigns,1931-1970=secondary;1971-2000=strong,source_viewer_or_iiif,metadata-plus-context,Med,P1 government-archive,needs_url_protocol_verification,new_edge_candidate,Government/public communication source.
ESC066,Khastara Perpusnas Indonesia,Southeast Asia,Indonesia,,national library digital collection,national,government,HTML,https://khastara.perpusnas.go.id/,books; periodicals; newspapers; posters,1830-1930=secondary;1931-1970=strong,source_viewer_or_iiif,text-rich,Med,P1 national-library,needs_url_protocol_verification,new_edge_candidate,Indonesian print-culture source.
ESC067,ANRI Arsip Nasional Republik Indonesia,Southeast Asia,Indonesia,,national archive,national,government,HTML,https://anri.go.id/,government print; posters; photographs,1931-1970=strong;1971-2000=secondary,link_only_until_rights_verified,metadata-plus-context,Med,P2 government-archive,needs_url_protocol_verification,new_edge_candidate,State communication source.
ESC069,Filipinas Heritage Library,Southeast Asia,Philippines,,heritage library,independent,independent,HTML,https://www.filipinaslibrary.org.ph/,photographs; ephemera; posters; books,1931-1970=strong;1971-2000=secondary,link_only_until_rights_verified,text-rich,Med,P2 heritage-library,needs_url_protocol_verification,new_edge_candidate,Non-state Philippine visual source.
ESC070,Ateneo Rizal Library Digital Archives,Southeast Asia,Philippines,,university archive,university,university,HTML,https://rizal.library.ateneo.edu/,periodicals; posters; books; photographs,1931-1970=strong;1971-2000=secondary,source_viewer_or_iiif,text-rich,Med,P2 university-archive,needs_url_protocol_verification,new_edge_candidate,University source for Manila print culture.
ESC071,National Archives of Thailand,Southeast Asia,Thailand,,national archive,national,government,HTML,https://www.nat.go.th/,government posters; public records; photographs,1931-1970=secondary;1971-2000=secondary,link_only_until_rights_verified,metadata-plus-context,Med,P3 government-archive,needs_url_protocol_verification,new_edge_candidate,Thai public graphics source.
ESC072,Thai National Library Digital Collections,Southeast Asia,Thailand,,national library,national,government,HTML,https://www.nlt.go.th/,books; periodicals; posters,1931-1970=secondary;1971-2000=secondary,link_only_until_rights_verified,metadata-plus-context,Med,P3 national-library,needs_url_protocol_verification,new_edge_candidate,Thai print-culture source.
ESC073,National Library of Vietnam,Southeast Asia,Vietnam,,national library,national,government,HTML,https://nlv.gov.vn/,books; periodicals; propaganda/public posters,1931-1970=strong;1971-2000=strong,link_only_until_rights_verified,metadata-plus-context,Med,P2 national-library,needs_url_protocol_verification,new_edge_candidate,Vietnamese print source.
ESC074,Vietnam National Archives,Southeast Asia,Vietnam,,national archive,national,government,HTML,https://luutru.gov.vn/,public records; posters; printed state material,1931-1970=strong;1971-2000=secondary,link_only_until_rights_verified,metadata-plus-context,Med,P2 government-archive,needs_url_protocol_verification,new_edge_candidate,Government visual communication source.
ESC075,Kramerius Registry,Eastern Europe,Czech Republic / Slovakia,,protocol registry,transnational,aggregator,KRAMERIUS+API,https://registr.digitalniknihovna.cz/,libraries using Kramerius; periodicals; books,1830-1930=strong;1931-1970=strong,source_viewer_or_iiif,text-rich,Low-Med,P1 protocol-family,needs_url_protocol_verification,new_edge_candidate,Adapter family can unlock many local libraries.
ESC077,Slovak Digital Library,Eastern Europe,Slovakia,,national library,national,government,KRAMERIUS+HTML,https://dikda.snk.sk/,periodicals; books; posters,1830-1930=strong;1931-1970=strong,source_viewer_or_iiif,text-rich,Low-Med,P2 national-library,needs_url_protocol_verification,new_edge_candidate,Slovak print source.
ESC078,dLib.si Digital Library of Slovenia,Eastern Europe,Slovenia,,national library,national,government,HTML+OAI?,https://www.dlib.si/,periodicals; posters; books,1830-1930=strong;1931-1970=strong,source_viewer_or_iiif,text-rich,Low-Med,P2 national-library,needs_url_protocol_verification,new_edge_candidate,Slovenian print source.
ESC079,Croatian Digital Library,Eastern Europe,Croatia,,national library,national,government,HTML,https://digitalna.nsk.hr/,periodicals; books; posters,1830-1930=secondary;1931-1970=strong,source_viewer_or_iiif,text-rich,Low-Med,P3 national-library,needs_url_protocol_verification,new_edge_candidate,Croatian print source.
ESC080,National Library of Serbia Digital Library,Eastern Europe,Serbia,,national library,national,government,HTML,https://digitalna.nb.rs/,periodicals; posters; books,1830-1930=secondary;1931-1970=strong,source_viewer_or_iiif,text-rich,Low-Med,P3 national-library,needs_url_protocol_verification,new_edge_candidate,Serbian print source.
ESC081,National Library of Bulgaria Digital Library,Eastern Europe,Bulgaria,,national library,national,government,HTML,https://www.nationallibrary.bg/,periodicals; books; posters,1830-1930=secondary;1931-1970=strong,link_only_until_rights_verified,metadata-plus-context,Med,P3 national-library,needs_url_protocol_verification,new_edge_candidate,Bulgarian print source.
ESC083,DIGAR Estonian Articles and Digital Archive,Eastern Europe,Estonia,,national library,national,government,HTML+API?,https://www.digar.ee/,newspapers; periodicals; books; posters,1830-1930=strong;1931-1970=strong,source_viewer_or_iiif,text-rich,Low-Med,P2 national-library,needs_url_protocol_verification,new_edge_candidate,Baltic periodical source.
ESC084,Latvian National Digital Library,Eastern Europe,Latvia,,national library,national,government,HTML,https://www.lndb.lv/,periodicals; books; posters,1830-1930=strong;1931-1970=strong,source_viewer_or_iiif,text-rich,Low-Med,P2 national-library,needs_url_protocol_verification,new_edge_candidate,Baltic print source.
ESC086,NAC Narodowe Archiwum Cyfrowe,Eastern Europe,Poland,,national digital archive,national,government,HTML,https://www.nac.gov.pl/,photographs; posters; public communication,1931-1970=strong;1971-2000=secondary,source_viewer_or_iiif,metadata-plus-context,Low-Med,P2 government-archive,needs_url_protocol_verification,new_edge_candidate,Government visual archive.
ESC087,Ukrainian Liberation Movement Archive,Eastern Europe,Ukraine,,community archive,community,community,HTML,https://avr.org.ua/,posters; leaflets; underground print,1931-1970=strong;1971-2000=secondary,link_only_until_rights_verified,text-rich,Med-High,P1 movement-archive,needs_url_protocol_verification,new_edge_candidate,Non-state political print source.
ESC088,Vernadsky National Library Digital Collections,Eastern Europe,Ukraine,,national library,national,government,HTML,http://www.nbuv.gov.ua/,books; periodicals; posters; bibliographic records,1830-1930=secondary;1931-1970=strong,link_only_until_rights_verified,metadata-plus-context,Med,P3 national-library,needs_url_protocol_verification,new_edge_candidate,Ukrainian print source.
ESC089,National Library of Armenia Digital Collections,Eastern Europe / Caucasus,Armenia,,national library,national,government,HTML,https://www.nla.am/,books; periodicals; posters,1931-1970=secondary;1971-2000=secondary,link_only_until_rights_verified,metadata-plus-context,Med,P4 national-library,needs_url_protocol_verification,new_edge_candidate,Caucasus gap coverage.
ESC090,National Library of Georgia Digital Library,Eastern Europe / Caucasus,Georgia,,national library,national,government,HTML,https://www.nplg.gov.ge/,books; periodicals; posters,1931-1970=secondary;1971-2000=secondary,link_only_until_rights_verified,metadata-plus-context,Med,P4 national-library,needs_url_protocol_verification,new_edge_candidate,Caucasus gap coverage.
ESC091,State Library Victoria,Oceania and Pacific,Australia,,state library,state/provincial,government,HTML+API?,https://www.slv.vic.gov.au/,posters; ephemera; newspapers; photographs,1830-1930=strong;1931-1970=strong;1971-2000=strong,source_viewer_or_iiif,text-rich,Low-Med,P2 state-library,needs_url_protocol_verification,new_edge_candidate,State-level non-national source.
ESC092,State Library of Queensland,Oceania and Pacific,Australia,,state library,state/provincial,government,HTML,https://www.slq.qld.gov.au/,posters; ephemera; community archives,1830-1930=secondary;1931-1970=strong;1971-2000=strong,source_viewer_or_iiif,text-rich,Low-Med,P2 state-library,needs_url_protocol_verification,new_edge_candidate,State and Indigenous visual culture source.
ESC093,State Library of Western Australia,Oceania and Pacific,Australia,,state library,state/provincial,government,HTML,https://slwa.wa.gov.au/,posters; ephemera; photographs; newspapers,1931-1970=strong;1971-2000=strong,source_viewer_or_iiif,text-rich,Low-Med,P3 state-library,needs_url_protocol_verification,new_edge_candidate,Regional Australian source.
ESC094,Hocken Collections,Oceania and Pacific,Aotearoa New Zealand,,university archive,university,university,HTML,https://www.otago.ac.nz/library/hocken,posters; ephemera; music graphics; political print,1931-1970=secondary;1971-2000=strong,link_only_until_rights_verified,text-rich,Med,P2 university-archive,needs_url_protocol_verification,new_edge_candidate,Strong local ephemera archive.
ESC095,Auckland Libraries Heritage Collections,Oceania and Pacific,Aotearoa New Zealand,,municipal library,municipal,municipal,HTML,https://kura.aucklandlibraries.govt.nz/,posters; photographs; ephemera,1931-1970=strong;1971-2000=strong,source_viewer_or_iiif,metadata-plus-context,Low-Med,P2 municipal-library,needs_url_protocol_verification,new_edge_candidate,City-level visual culture source.
ESC096,Pacific Manuscripts Bureau,Oceania and Pacific,Pacific Islands,,university/regional archive,regional,university,HTML,https://asiapacific.anu.edu.au/pambu/,periodicals; community records; printed ephemera,1931-1970=secondary;1971-2000=strong,link_only_until_rights_verified,text-rich,Med,P3 regional-archive,needs_url_protocol_verification,new_edge_candidate,Pacific regional source.
ESC097,University of Hawai'i eVols,Oceania and Pacific,Pacific / Hawai'i,,university repository,university,university,DSpace/OAI,https://evols.library.manoa.hawaii.edu/,periodicals; books; reports; ephemera,1931-1970=strong;1971-2000=strong,source_viewer_or_iiif,text-rich,Low-Med,P3 university-repository,needs_url_protocol_verification,new_edge_candidate,Pacific print and public communication source.
ESC098,Digital Public Library of America,North America,United States,,national aggregator,national,aggregator,API,https://dp.la/,aggregated local archive records; posters; ephemera,1830-1930=strong;1931-1970=strong;1971-2000=strong,thumbnail_only,metadata-plus-context,Med,P1 aggregator,needs_url_protocol_verification,new_edge_candidate,Useful for routing into local sources rather than replacing them.
ESC099,Calisphere,North America,United States / California,,regional aggregator,state/provincial,university,API+HTML,https://calisphere.org/,posters; ephemera; movement archives; photographs,1931-1970=strong;1971-2000=strong,source_viewer_or_iiif,text-rich,Low-Med,P1 regional-aggregator,needs_url_protocol_verification,new_edge_candidate,Local/community source discovery.
ESC100,UCLA Library Digital Collections,North America,United States,,university digital collection,university,university,IIIF+HTML,https://digital.library.ucla.edu/,posters; prints; ephemera; photographs,1931-1970=strong;1971-2000=strong,source_viewer_or_iiif,text-rich,Low-Med,P2 university-archive,needs_url_protocol_verification,new_edge_candidate,Los Angeles/transnational visual culture.
ESC101,University of Washington Libraries Digital Collections,North America,United States,,university digital collection,university,university,CONTENTDM+IIIF?,https://digitalcollections.lib.washington.edu/,posters; ephemera; photographs; labor materials,1931-1970=strong;1971-2000=strong,source_viewer_or_iiif,metadata-plus-context,Low-Med,P2 university-archive,needs_url_protocol_verification,new_edge_candidate,Pacific Northwest and Asian American material.
ESC102,Portal to Texas History,North America,United States / Texas,,university regional portal,state/provincial,university,API+IIIF+HTML,https://texashistory.unt.edu/,newspapers; posters; advertisements; ephemera,1830-1930=strong;1931-1970=strong,source_viewer_or_iiif,text-rich,Low-Med,P2 regional-portal,needs_url_protocol_verification,new_edge_candidate,Newspaper/ad design source.
ESC103,Minnesota Digital Library,North America,United States / Minnesota,,regional aggregator,state/provincial,aggregator,CONTENTDM+HTML,https://collection.mndigital.org/,posters; local print; ephemera,1931-1970=strong;1971-2000=strong,source_viewer_or_iiif,metadata-plus-context,Low-Med,P3 regional-aggregator,needs_url_protocol_verification,new_edge_candidate,Local institutional source.
ESC104,Duke Digital Collections,North America,United States,,university digital collection,university,university,IIIF+HTML,https://repository.duke.edu/dc,advertising; posters; trade cards; radical print,1830-1930=strong;1931-1970=strong;1971-2000=strong,source_viewer_or_iiif,text-rich,Low-Med,P1 university-archive,needs_url_protocol_verification,new_edge_candidate,Strong advertising and political ephemera.
ESC105,Brown Digital Repository,North America,United States,,university repository,university,university,API+IIIF?,https://repository.library.brown.edu/,posters; political graphics; ephemera,1931-1970=strong;1971-2000=strong,source_viewer_or_iiif,metadata-plus-context,Low-Med,P2 university-repository,needs_url_protocol_verification,new_edge_candidate,Movement and political print source.
ESC106,NYU Tamiment Library and Robert F. Wagner Labor Archives,North America,United States,,university archive,university,university,HTML,https://specialcollections.library.nyu.edu/,labor posters; pamphlets; movement graphics,1931-1970=strong;1971-2000=strong,link_only_until_rights_verified,text-rich,Med,P1 movement-archive,needs_url_protocol_verification,new_edge_candidate,Noncanonical labor/political graphics.
ESC107,Interference Archive,North America,United States,,community archive,community,community,Omeka/HTML,https://interferencearchive.org/,posters; zines; movement graphics; ephemera,1971-2000=strong;2001-2026=strong,link_only_until_rights_verified,text-rich,Med-High,P1 community-archive,needs_url_protocol_verification,new_edge_candidate,Important community archive; rights-sensitive.
ESC108,Center for the Study of Political Graphics,North America,United States,,community/nonprofit archive,community,community,HTML,https://politicalgraphics.org/,political posters; movement graphics,1931-1970=secondary;1971-2000=strong;2001-2026=strong,link_only_until_rights_verified,text-rich,Med-High,P1 community-archive,needs_url_protocol_verification,new_edge_candidate,Dedicated political graphics archive.
ESC109,Queer Zine Archive Project,North America,United States / transnational,,community archive,community,community,HTML+PDF,https://www.qzap.org/,zines; typography; DIY print,1971-2000=strong;2001-2026=strong,link_only_until_rights_verified,text-rich,High,P2 community-archive,needs_url_protocol_verification,new_edge_candidate,Important noninstitutional graphic culture.
ESC110,Library and Archives Canada,North America,Canada,,national archive/library,national,government,HTML,https://library-archives.canada.ca/,posters; public campaigns; periodicals,1830-1930=strong;1931-1970=strong;1971-2000=strong,source_viewer_or_iiif,metadata-plus-context,Med,P2 national-archive,needs_url_protocol_verification,new_edge_candidate,Canadian public/graphic source.
ESC111,Bibliotheque et Archives nationales du Quebec,North America,Canada / Quebec,,provincial library/archive,state/provincial,government,HTML+IIIF?,https://www.banq.qc.ca/,posters; newspapers; advertisements; books,1830-1930=strong;1931-1970=strong;1971-2000=strong,source_viewer_or_iiif,text-rich,Low-Med,P2 provincial-library,needs_url_protocol_verification,new_edge_candidate,Francophone North American print source.
ESC112,Wellcome Library IIIF Manifests,Western/Central Europe,United Kingdom,,library image infrastructure,institutional,library,IIIF+API,https://wellcomecollection.org/works,public health posters; books; campaign graphics,1931-1970=strong;1971-2000=strong,source_viewer_or_iiif,text-rich,Low-Med,P1 adapter-upgrade,needs_url_protocol_verification,new_edge_candidate,Separate IIIF layer for existing Wellcome source.
ESC113,University of Brighton Design Archives,Western/Central Europe,United Kingdom,,university design archive,university,university,HTML,https://blogs.brighton.ac.uk/brightondesignarchives/,design archives; posters; identity; education texts,1931-1970=strong;1971-2000=strong,link_only_until_rights_verified,text-rich,Med,P1 university-design-archive,needs_url_protocol_verification,new_edge_candidate,Major design archive outside museum API mode.
ESC114,London Transport Museum Collections,Western/Central Europe,United Kingdom,,transport museum archive,municipal/public,museum,HTML,https://www.ltmuseum.co.uk/collections,posters; maps; signage; identity,1830-1930=secondary;1931-1970=strong;1971-2000=strong,link_only_until_rights_verified,text-rich,Med,P1 design-object-source,needs_url_protocol_verification,new_edge_candidate,Transport graphics canonical source with rich metadata.
ESC115,Rijksmuseum API,Western/Central Europe,Netherlands,,museum API,national,museum,API+IIIF,https://data.rijksmuseum.nl/,posters; prints; advertisements,1830-1930=strong;1931-1970=secondary,prefer_open_image,metadata-plus-context,Low,P2 open-api,needs_url_protocol_verification,new_edge_candidate,High-quality open images for Dutch material.
ESC116,Amsterdam City Archives Beeldbank,Western/Central Europe,Netherlands,,municipal archive,municipal,municipal,HTML,https://archief.amsterdam/beeldbank/,posters; advertisements; urban print,1830-1930=strong;1931-1970=strong,source_viewer_or_iiif,metadata-plus-context,Low-Med,P2 municipal-archive,needs_url_protocol_verification,new_edge_candidate,City-scale print and advertising source.
ESC117,Belgian Art Links and Tools / KBR BelgicaPress,Western/Central Europe,Belgium,,national library/aggregator,national,government,HTML,https://www.belgicapress.be/,newspapers; periodicals; advertisements,1830-1930=strong;1931-1970=strong,source_viewer_or_iiif,text-rich,Low-Med,P2 national-library,needs_url_protocol_verification,new_edge_candidate,Belgian periodical advertising source.
ESC118,ETH Zurich e-rara,Western/Central Europe,Switzerland,,university digital library,university,university,IIIF+OAI,https://www.e-rara.ch/,books; specimen books; technical print,1830-1930=strong;1931-1970=secondary,source_viewer_or_iiif,text-rich,Low,P2 university-library,needs_url_protocol_verification,new_edge_candidate,Swiss typography and print culture context.
ESC119,Swiss National Library Helveticat / e-Helvetica,Western/Central Europe,Switzerland,,national library,national,government,HTML,https://www.e-helvetica.nb.admin.ch/,posters; books; periodicals; graphic records,1931-1970=strong;1971-2000=strong,source_viewer_or_iiif,metadata-plus-context,Low-Med,P1 national-library,needs_url_protocol_verification,new_edge_candidate,Swiss graphic design history source.
ESC120,Biblioteca Nacional de Espana Biblioteca Digital Hispanica,Western/Central Europe,Spain,,national library,national,government,IIIF+HTML,https://www.bne.es/,posters; periodicals; advertisements; books,1830-1930=strong;1931-1970=strong,source_viewer_or_iiif,text-rich,Low-Med,P1 national-library,needs_url_protocol_verification,new_edge_candidate,Spanish-language print source.
ESC121,Hemeroteca Digital BNE,Western/Central Europe,Spain,,newspaper portal,national,government,HTML,https://hemerotecadigital.bne.es/,newspapers; magazines; advertisements,1830-1930=strong;1931-1970=strong,source_viewer_or_iiif,text-rich,Low-Med,P1 newspaper-source,needs_url_protocol_verification,new_edge_candidate,Major text and advertising source.
