candidate_id,source_name,macro_region,subregion,country_or_region,source_class,institutional_level,protocol_family,url,period_start,period_end,period_bands,expected_record_types,capture_route,recommended_adapter,recommended_image_policy,text_enrichment_path,rights_posture,risk_notes,priority,inclusion_status,notes
CSS0120,Arab Center for Architecture,MENA,Arab world / Middle East,Lebanon / MENA,architecture/design archive,institutional_or_independent,HTML / Search interface,https://arab-architecture.org/,1900,2026,1900-2026,Arabic typography; posters; periodicals; catalog records; essays,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_source_return,medium,source_policy_unreviewed,medium; language_scope=ar / en / fr,P0,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; edge-source priority; do not infer rights from visible image availability"
CSS0121,GALA Queer Archive,Africa,Africa / diaspora,South Africa,community archive,community_or_institutional,HTML / ArchiveSpace/EAD / repository,https://gala.co.za/,1850,2026,1850-2026,posters; activist graphics; publications; visual culture records,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_source_return,medium,source_policy_unreviewed,medium_high; language_scope=en / fr / local languages,P0,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; main coverage gap; source relationship and cultural sensitivity review required"
CSS0122,Wits Historical Papers,Africa,Africa / diaspora,South Africa,university archive,community_or_institutional,HTML / ArchiveSpace/EAD / repository,https://historicalpapers-atom.wits.ac.za/,1850,2026,1850-2026,posters; activist graphics; publications; visual culture records,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_source_return,medium,source_policy_unreviewed,medium_high; language_scope=en / fr / local languages,P0,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; main coverage gap; source relationship and cultural sensitivity review required"
CSS0123,UCT Digital Collections,Africa,Africa / diaspora,South Africa,university digital collections,community_or_institutional,HTML / ArchiveSpace/EAD / repository,https://digitalcollections.lib.uct.ac.za/,1850,2026,1850-2026,posters; activist graphics; publications; visual culture records,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_source_return,medium,source_policy_unreviewed,medium_high; language_scope=en / fr / local languages,P0,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; main coverage gap; source relationship and cultural sensitivity review required"
CSS0124,African Digital Heritage,Africa,Africa / diaspora,Africa,digital heritage organization,community_or_institutional,HTML / ArchiveSpace/EAD / repository,https://www.africandigitalheritage.org/,1850,2026,1850-2026,posters; activist graphics; publications; visual culture records,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_source_return,medium,source_policy_unreviewed,medium_high; language_scope=en / fr / local languages,P0,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; main coverage gap; source relationship and cultural sensitivity review required"
CSS0125,South African History Online,Africa,Africa / diaspora,South Africa,history archive,community_or_institutional,HTML / ArchiveSpace/EAD / repository,https://www.sahistory.org.za/,1850,2026,1850-2026,posters; activist graphics; publications; visual culture records,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_source_return,medium,source_policy_unreviewed,medium_high; language_scope=en / fr / local languages,P0,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; main coverage gap; source relationship and cultural sensitivity review required"
CSS0126,University of Pretoria Repository,Africa,Africa / diaspora,South Africa,institutional repository,community_or_institutional,HTML / ArchiveSpace/EAD / repository,https://repository.up.ac.za/,1850,2026,1850-2026,posters; activist graphics; publications; visual culture records,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_source_return,medium,source_policy_unreviewed,medium_high; language_scope=en / fr / local languages,P0,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; main coverage gap; source relationship and cultural sensitivity review required"
CSS0127,Herskovits Library,Africa,Africa / diaspora,Africa / diaspora,research library,community_or_institutional,HTML / ArchiveSpace/EAD / repository,https://www.library.northwestern.edu/libraries-collections/herskovits-library/,1850,2026,1850-2026,posters; activist graphics; publications; visual culture records,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_source_return,medium,source_policy_unreviewed,medium_high; language_scope=en / fr / local languages,P0,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; main coverage gap; source relationship and cultural sensitivity review required"
CSS0128,Biblioteca Nacional Argentina,Latin America / Caribbean,National / community archives,Argentina,national library,institutional_or_community,HTML / Search interface / IIIF,https://www.bn.gov.ar/,1830,2026,1830-2026,posters; newspapers; ephemera; advertising; political graphics,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_IMG02_if_viewer,medium,source_policy_unreviewed,unknown; language_scope=es / pt / en,P0,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; strong region for non-US design history expansion and source triangulation"
CSS0129,Biblioteca Nacional de Mexico,Latin America / Caribbean,National / community archives,Mexico,national library,institutional_or_community,HTML / Search interface / IIIF,https://bnm.iib.unam.mx/,1830,2026,1830-2026,posters; newspapers; ephemera; advertising; political graphics,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_IMG02_if_viewer,medium,source_policy_unreviewed,unknown; language_scope=es / pt / en,P0,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; strong region for non-US design history expansion and source triangulation"
CSS0130,Hemeroteca Nacional Digital de Mexico,Latin America / Caribbean,National / community archives,Mexico,newspaper/periodical archive,institutional_or_community,HTML / Search interface / IIIF,https://hndm.iib.unam.mx/,1830,2026,1830-2026,posters; newspapers; ephemera; advertising; political graphics,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_IMG02_if_viewer,medium,source_policy_unreviewed,unknown; language_scope=es / pt / en,P0,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; strong region for non-US design history expansion and source triangulation"
CSS0131,Brasiliana Fotografica,Latin America / Caribbean,National / community archives,Brazil,photo archive,institutional_or_community,HTML / Search interface / IIIF,https://brasilianafotografica.bn.gov.br/,1830,2026,1830-2026,posters; newspapers; ephemera; advertising; political graphics,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_IMG02_if_viewer,medium,source_policy_unreviewed,unknown; language_scope=es / pt / en,P0,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; strong region for non-US design history expansion and source triangulation"
CSS0132,Biblioteca Nacional Digital de Chile,Latin America / Caribbean,National / community archives,Chile,national digital library,institutional_or_community,HTML / Search interface / IIIF,https://www.bibliotecanacionaldigital.gob.cl/,1830,2026,1830-2026,posters; newspapers; ephemera; advertising; political graphics,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_IMG02_if_viewer,medium,source_policy_unreviewed,unknown; language_scope=es / pt / en,P0,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; strong region for non-US design history expansion and source triangulation"
CSS0133,ICAA Documents,Latin America / Caribbean,National / community archives,Latin America,documents archive,institutional_or_community,HTML / Search interface / IIIF,https://icaa.mfah.org/,1830,2026,1830-2026,posters; newspapers; ephemera; advertising; political graphics,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_IMG02_if_viewer,medium,source_policy_unreviewed,unknown; language_scope=es / pt / en,P0,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; strong region for non-US design history expansion and source triangulation"
CSS0134,Princeton Latin American Ephemera,Latin America / Caribbean,National / community archives,Latin America / Caribbean,ephemera archive,institutional_or_community,HTML / Search interface / IIIF,https://lae.princeton.edu/,1830,2026,1830-2026,posters; newspapers; ephemera; advertising; political graphics,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_IMG02_if_viewer,medium,source_policy_unreviewed,unknown; language_scope=es / pt / en,P0,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; strong region for non-US design history expansion and source triangulation"
CSS0135,Caribbean Memory Project,Latin America / Caribbean,National / community archives,Caribbean,community archive,institutional_or_community,HTML / Search interface / IIIF,https://www.caribbeanmemoryproject.com/,1830,2026,1830-2026,posters; newspapers; ephemera; advertising; political graphics,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_IMG02_if_viewer,medium,source_policy_unreviewed,unknown; language_scope=es / pt / en,P0,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; strong region for non-US design history expansion and source triangulation"
CSS0136,Biblioteca Nacional de Uruguay,Latin America / Caribbean,National / community archives,Uruguay,national library,institutional_or_community,HTML / Search interface / IIIF,https://www.bibna.gub.uy/,1830,2026,1830-2026,posters; newspapers; ephemera; advertising; political graphics,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_IMG02_if_viewer,medium,source_policy_unreviewed,unknown; language_scope=es / pt / en,P0,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; strong region for non-US design history expansion and source triangulation"
CSS0137,Czech Digital Library,Eastern Europe / Central Asia,Libraries / poster archives,Czech Republic,Kramerius digital library,institutional_or_independent,Kramerius / IIIF,https://www.digitalniknihovna.cz/,1850,2026,1850-2026,periodicals; posters; books; constructivist/socialist graphic records,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_IMG02_if_IIIF,medium,source_policy_unreviewed,unknown; language_scope=local language / en,P0,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; under-covered Eastern Europe/Central Asia source discovery"
CSS0138,POLONA,Eastern Europe / Central Asia,Libraries / poster archives,Poland,national digital library,institutional_or_independent,IIIF / Search interface,https://polona.pl/,1850,2026,1850-2026,periodicals; posters; books; constructivist/socialist graphic records,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_IMG02_if_IIIF,medium,source_policy_unreviewed,unknown; language_scope=local language / en,P0,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; under-covered Eastern Europe/Central Asia source discovery"
CSS0139,e-rara,Eastern Europe / Central Asia,Libraries / poster archives,Switzerland / Europe,rare books portal,institutional_or_independent,IIIF / OAI-PMH,https://www.e-rara.ch/,1850,2026,1850-2026,periodicals; posters; books; constructivist/socialist graphic records,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_IMG02_if_IIIF,medium,source_policy_unreviewed,unknown; language_scope=local language / en,P1,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; under-covered Eastern Europe/Central Asia source discovery"
CSS0140,Russian State Library,Eastern Europe / Central Asia,Libraries / poster archives,Russia,national library,institutional_or_independent,Search interface,https://www.rsl.ru/,1850,2026,1850-2026,periodicals; posters; books; constructivist/socialist graphic records,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_IMG02_if_IIIF,medium,source_policy_unreviewed,unknown; language_scope=local language / en,P1,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; under-covered Eastern Europe/Central Asia source discovery"
CSS0141,National Library of Kazakhstan,Eastern Europe / Central Asia,Libraries / poster archives,Kazakhstan,national library,institutional_or_independent,Search interface,https://nabrk.kz/,1850,2026,1850-2026,periodicals; posters; books; constructivist/socialist graphic records,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_IMG02_if_IIIF,medium,source_policy_unreviewed,unknown; language_scope=local language / en,P0,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; under-covered Eastern Europe/Central Asia source discovery"
CSS0142,Soviet Posters,Eastern Europe / Central Asia,Libraries / poster archives,Russia / Soviet,poster archive,institutional_or_independent,HTML,https://www.sovietposters.com/,1850,2026,1850-2026,periodicals; posters; books; constructivist/socialist graphic records,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_IMG02_if_IIIF,medium,source_policy_unreviewed,unknown; language_scope=local language / en,P1,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; under-covered Eastern Europe/Central Asia source discovery"
CSS0143,National Archives of Australia,Oceania / Indigenous,Australia / Aotearoa,Australia,national archive,institutional,Search interface / API,https://www.naa.gov.au/,1850,2026,1850-2026,posters; public information print; Indigenous design; ephemera,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_source_policy_review,medium,source_policy_unreviewed,unknown; language_scope=en / Indigenous languages,P1,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; regional and Indigenous source discovery; cultural sensitivity review required"
CSS0144,State Library Victoria,Oceania / Indigenous,Australia / Aotearoa,Australia,state library,institutional,Search interface / API,https://www.slv.vic.gov.au/,1850,2026,1850-2026,posters; public information print; Indigenous design; ephemera,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_source_policy_review,medium,source_policy_unreviewed,unknown; language_scope=en / Indigenous languages,P1,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; regional and Indigenous source discovery; cultural sensitivity review required"
CSS0145,State Library NSW,Oceania / Indigenous,Australia / Aotearoa,Australia,state library,institutional,Search interface / API,https://www.sl.nsw.gov.au/,1850,2026,1850-2026,posters; public information print; Indigenous design; ephemera,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_source_policy_review,medium,source_policy_unreviewed,unknown; language_scope=en / Indigenous languages,P1,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; regional and Indigenous source discovery; cultural sensitivity review required"
CSS0146,National Library of New Zealand,Oceania / Indigenous,Australia / Aotearoa,Aotearoa New Zealand,national library,institutional,Search interface / API,https://natlib.govt.nz/,1850,2026,1850-2026,posters; public information print; Indigenous design; ephemera,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_source_policy_review,medium,source_policy_unreviewed,unknown; language_scope=en / Indigenous languages,P1,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; regional and Indigenous source discovery; cultural sensitivity review required"
CSS0147,Te Papa Collections,Oceania / Indigenous,Australia / Aotearoa,Aotearoa New Zealand,museum collections,institutional,Search interface / API,https://collections.tepapa.govt.nz/,1850,2026,1850-2026,posters; public information print; Indigenous design; ephemera,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_source_policy_review,medium,source_policy_unreviewed,unknown; language_scope=en / Indigenous languages,P1,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; regional and Indigenous source discovery; cultural sensitivity review required"
CSS0148,Auckland Libraries Heritage Collections,Oceania / Indigenous,Australia / Aotearoa,Aotearoa New Zealand,library heritage collections,institutional,Search interface / API,https://kura.aucklandlibraries.govt.nz/,1850,2026,1850-2026,posters; public information print; Indigenous design; ephemera,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_source_policy_review,medium,source_policy_unreviewed,unknown; language_scope=en / Indigenous languages,P1,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; regional and Indigenous source discovery; cultural sensitivity review required"
