surface_id,capture_id,year,period_band,region,theme,source_family,source_name,title,image_state,recommended_next_action,calibrated_action,calibration_status,calibration_confidence,calibration_reason,role_family,source_text_chars,overall_research_anchor_score,source_depth_score,relation_density_score,text_depth_score,design_object_confidence_score,risk_pressure_score,editorial_need_score,risk_flags,positive_flags
SURF-CAW2026R02843,CAW2026R02843,1971,1970_2000,Tunisia,Modern typography and layout,Wikimedia Commons,"Wikimedia Commons file source / Family, Bizerta - UNESCO - PHOTO0000000897 0001.tiff / page 95837416","Family, Bizerta - UNESCO - PHOTO0000000897 0001.tiff",IMG03,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,573,55,57,5,92,78,8,8,commons_file_source,design; graphic; poster; visual communication
SURF-CRG2026R3777,CRG2026R3777,1996,1970_2000,Western and Central Europe,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Silverdale Hoard items with lead container (FindID 462949).jpg / page 55768845,Silverdale Hoard items with lead container (FindID 462949).jpg,IMG03,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,1213,56,80,0,100,78,8,0,commons_file_source,book cover; design; graphic; visual communication
SURF-CAW2026R02985,CAW2026R02985,1980,1970_2000,Zimbabwe,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Topaz-171701.jpg / page 10149960,Topaz-171701.jpg,IMG03,keep_main_add_text,packet_anchor_review,revise_rule,medium,Risk flags block default add-text main treatment.,packet_relation_review,1290,59,80,0,100,78,28,0,non_design_drift:specimen; commons_file_source,design; graphic; packaging; visual communication
SURF-CAW2026R03690,CAW2026R03690,2010,2000_2026,Africa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Smithsonite-206094.jpg / page 10159879,Smithsonite-206094.jpg,IMG03,keep_main_add_text,packet_anchor_review,revise_rule,medium,Risk flags block default add-text main treatment.,packet_relation_review,970,56,80,0,100,78,28,0,non_design_drift:specimen; commons_file_source,design; graphic; packaging; visual communication
SURF-CAW2026R03769,CAW2026R03769,2011,2000_2026,Bahrain,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Dictator poster - Flickr - Al Jazeera English.jpg / page 17492718,Dictator poster - Flickr - Al Jazeera English.jpg,IMG03,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,440,58,44,27,81,90,8,19,commons_file_source,design; graphic; poster; visual communication; zine
SURF-CAW2026R03615,CAW2026R03615,2008,2000_2026,Bosnia and Herzegovina,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Dino Merlin concert poster.jpg / page 10066924,Dino Merlin concert poster.jpg,IMG03,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,610,59,71,5,95,78,8,5,commons_file_source,design; graphic; poster; visual communication
SURF-CAW2026R03820,CAW2026R03820,2013,2000_2026,Democratic Republic of the Congo,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Poster 5- Growth and Inclusiveness (10070615895).jpg / page 46107599,Poster 5- Growth and Inclusiveness (10070615895).jpg,IMG03,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,559,56,55,15,91,78,8,9,commons_file_source,design; graphic; poster; visual communication
SURF-CCT2026R01198,CCT2026R01198,2008,2000_2026,East Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / City Without Baseball poster.jpg / page 38760052,City Without Baseball poster.jpg,IMG03,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,497,59,49,35,86,90,8,14,commons_file_source,design; film poster; graphic; poster; visual communication
SURF-LPC2026R072,LPC2026R072,2018,2000_2026,"Eastern Europe, Balkans, and Central/Eastern socialist contexts",World War and public-information graphics,Internet Archive,Internet Archive / text and periodical collections,CHIP CD-ROM Romania November 2005,IMG02,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,1140,59,95,12,100,60,0,0,,design; magazine; visual communication
SURF-CRB2026V2R0131,CRB2026V2R0131,2013,2000_2026,"Eastern Europe, Balkans, and Central/Eastern socialist contexts",Modern typography and layout,Wikimedia Commons,"Wikimedia Commons file source / Фильм ""Охота за призраком"" 2013 производство MG Production.png / page 25091531","Фильм ""Охота за призраком"" 2013 производство MG Production.png",IMG03,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,570,56,57,22,92,90,8,8,commons_file_source,design; film poster; graphic; poster; visual communication
SURF-EW1970R016,EW1970R016,2025,2000_2026,Global / transnational,World War and public-information graphics,Another Graphic,Another Graphic,"Publication: New Glyphs, New Writings",IMG02,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,1133,59,80,12,100,74,0,0,,design; graphic; poster; publication; typography
SURF-LPC2026R099,LPC2026R099,2023,2000_2026,Global / transnational,Midcentury modern graphic communication,Internet Archive,Internet Archive / text and periodical collections,KROTCH Zine (Issue 7),IMG02,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,582,58,73,25,93,74,0,7,,design; magazine; poster; print; zine
SURF-CRG2026R4007,CRG2026R4007,2018,2000_2026,Global / transnational,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Asaduzzaman Noor unveils book cover Dhaka University Cultural and Educational Support Activities Then and Now CARASS Building 2018-07-04 (PID-0043554).jpg / page 176424951,Asaduzzaman Noor unveils book cover Dhaka University Cultural and Educational Support Activities Then and Now CARASS Building 2018-07-04 (PID-0043554).jpg,IMG03,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,507,57,65,35,87,78,8,13,commons_file_source,book cover; design; graphic; visual communication
SURF-CAW2026R03664,CAW2026R03664,2009,2000_2026,Latin America and the Caribbean,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Strumigenys pariensis inbiocri001283773 label 1.jpg / page 8171824,Strumigenys pariensis inbiocri001283773 label 1.jpg,IMG03,keep_main_add_text,packet_anchor_review,revise_rule,medium,Risk flags block default add-text main treatment.,packet_relation_review,617,55,71,35,96,78,40,4,weak_context:profile; non_design_drift:specimen; commons_file_source,design; graphic; packaging; visual communication
SURF-CAW2026R03505,CAW2026R03505,2005,2000_2026,Madagascar,Modern typography and layout,Wikimedia Commons,"Wikimedia Commons file source / Antioch Hall (Main Building), Antioch College, TINTED.jpg / page 112127102","Antioch Hall (Main Building), Antioch College, TINTED.jpg",IMG03,keep_main_add_text,keep_main_add_text,accepted_for_method,medium,Main status may be plausible if reviewed editorial text adds real research value.,main_anchor_needs_text,399,55,39,35,78,78,8,22,commons_file_source,design; graphic; poster; visual communication
SURF-CAW2026R03980,CAW2026R03980,2014,2000_2026,Maldives,Modern typography and layout,Wikimedia Commons,"Wikimedia Commons file source / Street protest calling for Sharia in Maldives, Democracy failed system poster.jpg / page 38161918","Street protest calling for Sharia in Maldives, Democracy failed system poster.jpg",IMG03,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,596,56,59,0,94,78,8,6,commons_file_source,design; graphic; poster; visual communication
SURF-NMR1990R0007,NMR1990R0007,2017,2000_2026,Middle East and North Africa,World War and public-information graphics,Barjeel Art Foundation,Barjeel Art Foundation,No to the Invasion,IMG02,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,1161,58,80,0,100,79,0,0,,design; exhibition; graphic; poster; print; typography
SURF-CCT2026R02869,CCT2026R02869,2020,2000_2026,Middle East and North Africa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Homa Official Poster.jpg / page 133123815,Homa Official Poster.jpg,IMG03,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,521,55,52,27,88,90,8,12,commons_file_source,design; film poster; graphic; poster; visual communication
SURF-LPC2026R077,LPC2026R077,2018,2000_2026,North America,Modern typography and layout,Wikimedia Commons,Wikimedia Commons,A green background bearing the white lettering Wellcome L0053638.jpg,IMG03,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,1143,59,80,17,100,68,8,0,commons_file_source,advertisement; graphic; poster; print
SURF-DNZPOSTR091,DNZPOSTR091,2014,2000_2026,Oceania and Pacific,Postwar exhibition and cultural posters,DigitalNZ,DigitalNZ,"Poster advertising Ian Scott exhibition, 1978",IMG02,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,583,57,73,15,93,74,0,7,,advertising; design; exhibition; graphic; poster
SURF-CCT2026R03523,CCT2026R03523,2013,2000_2026,Oceania and Pacific,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Poster for the IMAX 3D movie Hidden Universe.jpg / page 27010428,Poster for the IMAX 3D movie Hidden Universe.jpg,IMG03,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,462,55,46,35,83,90,8,17,commons_file_source,design; film poster; graphic; poster; visual communication
SURF-CAW2026R04603,CAW2026R04603,2021,2000_2026,Papua New Guinea,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Xenorhina perexigua (10.3897-zse.97.59696) Figure 5.jpg / page 110169306,Xenorhina perexigua (10.3897-zse.97.59696) Figure 5.jpg,IMG03,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,440,55,44,10,81,90,8,19,commons_file_source,advertisement; advertising; design; graphic; visual communication
SURF-CAW2026R04568,CAW2026R04568,2021,2000_2026,Serbia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Vojvode Dobrnjca 05.jpg / page 113237898,Vojvode Dobrnjca 05.jpg,IMG03,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,461,56,46,35,83,90,8,17,commons_file_source,advertisement; advertising; design; graphic; visual communication
SURF-NMR1990R0021,NMR1990R0021,2022,2000_2026,South Asia,Midcentury modern graphic communication,Indian Memory Project,Indian Memory Project,On our last name ‘Telang’,IMG02,keep_main_add_text,packet_anchor_review,revise_rule,medium,Risk flags block default add-text main treatment.,packet_relation_review,1670,55,80,0,100,74,20,0,non_design_drift:bird,design; graphic; poster; print; typography
SURF-CAW2026R04514,CAW2026R04514,2020,2000_2026,South Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Raorchestes rezakhani (10.3897-zookeys.927.48733) Figure 4.jpg / page 112438401,Raorchestes rezakhani (10.3897-zookeys.927.48733) Figure 4.jpg,IMG03,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,489,57,48,42,85,90,8,15,commons_file_source,advertisement; advertising; design; graphic; visual communication
SURF-IAC1990R009,IAC1990R009,2025,2000_2026,Southeast Asia,Midcentury modern graphic communication,Malaysia Design Archive,Malaysia Design Archive,Education is Power,IMG02,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,754,59,95,10,100,62,0,0,,design; print; publication; symbol
SURF-CRB2026V2R0779,CRB2026V2R0779,2015,2000_2026,Southeast Asia,World War and public-information graphics,Wikimedia Commons,Wikimedia Commons file source / Light Pollution Brochure (Filipino) (light-pollution-brochure-filipino).jpg / page 130484833,Light Pollution Brochure (Filipino) (light-pollution-brochure-filipino).jpg,IMG03,keep_main_add_text,packet_anchor_review,revise_rule,medium,Risk flags block default add-text main treatment.,packet_relation_review,960,55,80,0,100,78,20,0,weak_context:profile; commons_file_source,design; graphic; publication; visual communication
SURF-CCT2026R03198,CCT2026R03198,2003,2000_2026,Syria,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Unshoudat Al Matar.jpg / page 8963997,Unshoudat Al Matar.jpg,IMG03,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,433,58,43,35,81,90,8,19,commons_file_source,design; film poster; graphic; poster; visual communication
SURF-CAW2026R03595,CAW2026R03595,2007,2000_2026,Tunisia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Zine Ben Ali in front of Tunis cathedral.jpg / page 19334333,Zine Ben Ali in front of Tunis cathedral.jpg,IMG03,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,506,58,50,15,87,90,8,13,commons_file_source,design; graphic; poster; visual communication; zine
SURF-CAW2026R03451,CAW2026R03451,2001,2000_2026,United Arab Emirates,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Ilyushin Il-76 AN0193631.jpg / page 27390639,Ilyushin Il-76 AN0193631.jpg,IMG03,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,507,56,50,5,87,90,8,13,commons_file_source,advertisement; advertising; design; graphic; visual communication
SURF-CAW2026R03961,CAW2026R03961,2014,2000_2026,Western and Central Europe,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Feminism à la jamaicaine? Reminds me of Asterix and Obelix. (33067901980).jpg / page 57180012,Feminism à la jamaicaine? Reminds me of Asterix and Obelix. (33067901980).jpg,IMG03,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,941,59,80,0,100,90,8,0,commons_file_source,advertisement; advertising; design; graphic; visual communication
SURF-CAW2026R04597,CAW2026R04597,2021,2000_2026,Yemen,Corporate identity and design systems,Wikimedia Commons,Wikimedia Commons file source / Balqees Ad 2.png / page 164645124,Balqees Ad 2.png,IMG03,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,337,55,33,27,73,95,8,27,commons_file_source,advertisement; advertising; brand; design; graphic; visual communication
SURF-CAW2026R03541,CAW2026R03541,2006,2000_2026,Zambia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / ChipataCotton.jpg / page 7895328,ChipataCotton.jpg,IMG03,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,579,58,57,0,93,90,8,7,commons_file_source,advertisement; advertising; design; graphic; visual communication
SURF-CAW2026R01642,CAW2026R01642,1930,pre_1930,Africa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Dioptase-232935.jpg / page 10164118,Dioptase-232935.jpg,IMG03,keep_main_add_text,packet_anchor_review,revise_rule,medium,Risk flags block default add-text main treatment.,packet_relation_review,1422,58,80,5,100,90,28,0,non_design_drift:specimen; commons_file_source,catalogue; design; graphic; packaging; visual communication
SURF-CAW2026R01302,CAW2026R01302,1918,pre_1930,Bosnia and Herzegovina,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Nikolapr.jpg / page 1795592,Nikolapr.jpg,IMG03,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,555,56,55,25,91,78,8,9,commons_file_source,design; graphic; poster; visual communication
SURF-CAW2026R01305,CAW2026R01305,1918,pre_1930,Croatia,World War and public-information graphics,Wikimedia Commons,Wikimedia Commons file source / Proglas Međimurje 1918.jpg / page 18836319,Proglas Međimurje 1918.jpg,IMG03,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,822,58,80,5,100,66,8,0,commons_file_source,design; graphic; visual communication
SURF-CAW2026R01290,CAW2026R01290,1918,pre_1930,Democratic Republic of the Congo,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Alfred Theodore Joseph Bastien - Canadian Sentry.jpg / page 15458735,Alfred Theodore Joseph Bastien - Canadian Sentry.jpg,IMG03,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,487,55,48,35,85,78,8,15,commons_file_source,design; graphic; packaging; visual communication
SURF-CAW2026R00645,CAW2026R00645,1892,pre_1930,East Asia,Modern typography and layout,Wikimedia Commons,"Wikimedia Commons file source / St. Louis Free Press advertisement of Chinese Herb Remedy Co., 1010 Olive Street, St. Louis, 1892 - DPLA - 10efdd00849ea8f77706ea3a48fd84b0 (page 1).jpg / page 156755039","St. Louis Free Press advertisement of Chinese Herb Remedy Co., 1010 Olive Street, St. Louis, 1892 - DPLA - 10efdd00849ea8f77706ea3a48fd84b0 (page 1).jpg",IMG03,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,589,58,58,20,94,90,8,6,commons_file_source,advertisement; advertising; design; graphic; visual communication
SURF-CAW2026R00566,CAW2026R00566,1889,pre_1930,"Eastern Europe, Balkans, and Central/Eastern socialist contexts",Modern typography and layout,Wikimedia Commons,"Wikimedia Commons file source / BASA 690K-1-40 Hristina Morfova, BG Scenic Art 1900-1932 (crop).jpg / page 19437905","BASA 690K-1-40 Hristina Morfova, BG Scenic Art 1900-1932 (crop).jpg",IMG03,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,1205,57,80,22,100,78,20,0,source_register:inventory; commons_file_source,design; graphic; poster; visual communication
SURF-CCE2026R00018,CCE2026R00018,1861,pre_1930,Global / transnational,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Advertisement for Roessle Brewing Co. (Boston Public Library).jpg / page 16003338,Advertisement for Roessle Brewing Co. (Boston Public Library).jpg,IMG03,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,465,55,61,27,83,90,8,17,commons_file_source,advertisement; design; graphic; print; visual communication
SURF-CAW2026R01510,CAW2026R01510,1922,pre_1930,Jordan,World War and public-information graphics,Wikimedia Commons,Wikimedia Commons file source / 1922 theatre ads BostonGlobe December12 part2.png / page 18059163,1922 theatre ads BostonGlobe December12 part2.png,IMG03,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,593,59,59,12,94,90,8,6,commons_file_source,advertisement; advertising; design; graphic; visual communication
SURF-CAW2026R01624,CAW2026R01624,1929,pre_1930,Latin America and the Caribbean,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Bismuth-pas-159a.jpg / page 10456306,Bismuth-pas-159a.jpg,IMG03,keep_main_add_text,packet_anchor_review,revise_rule,medium,Risk flags block default add-text main treatment.,packet_relation_review,864,58,80,35,100,78,28,0,non_design_drift:specimen; commons_file_source,design; graphic; packaging; visual communication
SURF-CAW2026R00090,CAW2026R00090,1830,pre_1930,Lithuania,Modern typography and layout,Wikimedia Commons,"Wikimedia Commons file source / Józef Sobolewski - Wykład wiary machometańskiej (1830, WBC) - cover (1) front.png / page 145765567","Józef Sobolewski - Wykład wiary machometańskiej (1830, WBC) - cover (1) front.png",IMG03,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,591,56,59,17,94,78,8,6,commons_file_source,book cover; design; graphic; visual communication
SURF-CAW2026R01127,CAW2026R01127,1911,pre_1930,Middle East and North Africa,World War and public-information graphics,Wikimedia Commons,"Wikimedia Commons file source / ""After you, sir"" - Kep. LCCN2011649067.jpg / page 66960713","""After you, sir"" - Kep. LCCN2011649067.jpg",IMG03,keep_main_add_text,packet_anchor_review,revise_rule,medium,Risk flags block default add-text main treatment.,packet_relation_review,1242,56,80,0,100,95,28,0,non_design_drift:bird; commons_file_source,design; graphic; magazine; poster; print; visual communication
SURF-CRG2026R0175,CRG2026R0175,1899,pre_1930,North America,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Buffalo Bill's Wild West and congress of rough riders of the world A congress of American Indians (...). LCCN2001696164.jpg / page 67035846,Buffalo Bill's Wild West and congress of rough riders of the world A congress of American Indians (...). LCCN2001696164.jpg,IMG03,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,546,57,54,30,90,90,8,10,commons_file_source,design; graphic; poster; print; visual communication
SURF-CCT2026R03477,CCT2026R03477,1930,pre_1930,Oceania and Pacific,Modern typography and layout,Wikimedia Commons,"Wikimedia Commons file source / Advertising billboard for Grace Bros advertising furniture, 1930.jpg / page 23817084","Advertising billboard for Grace Bros advertising furniture, 1930.jpg",IMG03,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,512,56,51,35,87,95,8,13,commons_file_source,advertising; design; graphic; poster; publication; visual communication
SURF-CRG2026R0234,CRG2026R0234,1909,pre_1930,Serbia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Naslovna strana časopisa Proleće 03.jpg / page 99507226,Naslovna strana časopisa Proleće 03.jpg,IMG03,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,608,56,70,15,95,78,8,5,commons_file_source,design; graphic; magazine; visual communication
SURF-CAW2026R00080,CAW2026R00080,1830,pre_1930,Seychelles,Modern typography and layout,Wikimedia Commons,"Wikimedia Commons file source / Marianne North (1830-1890) - View of Cadle's Hotel and the Kloof Beyond near Grahamstown - MN444 - Marianne North Gallery, Royal Botanic Gardens, Kew.jpg / page 97451684","Marianne North (1830-1890) - View of Cadle's Hotel and the Kloof Beyond near Grahamstown - MN444 - Marianne North Gallery, Royal Botanic Gardens, Kew.jpg",IMG03,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,495,55,49,35,86,78,8,14,commons_file_source,design; graphic; packaging; visual communication
SURF-CAW2026R01569,CAW2026R01569,1925,pre_1930,South Asia,Modern typography and layout,Wikimedia Commons,"Wikimedia Commons file source / India, 19th century - Book Cover - 1925.686 - Cleveland Museum of Art.tif / page 78088305","India, 19th century - Book Cover - 1925.686 - Cleveland Museum of Art.tif",IMG03,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,563,58,71,35,91,78,8,9,commons_file_source,book cover; design; graphic; visual communication
SURF-CCT2026R03946,CCT2026R03946,1928,pre_1930,Southeast Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Gunung Gelenyu cover.jpg / page 31844936,Gunung Gelenyu cover.jpg,IMG03,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,612,55,71,20,96,78,8,4,commons_file_source,book cover; design; graphic; visual communication
SURF-CAW2026R01054,CAW2026R01054,1907,pre_1930,Uganda,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Werner 1907 Orthoptera Blattaeformia Taf III Fig 6.png / page 63961926,Werner 1907 Orthoptera Blattaeformia Taf III Fig 6.png,IMG03,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,614,57,71,0,96,78,8,4,commons_file_source,design; graphic; packaging; visual communication
SURF-COM1970R015,COM1970R015,1911,pre_1930,Unresolved region,Corporate identity and design systems,Wikimedia Commons,Wikimedia Commons,Reklamaffisch August Strindberg.jpg,IMG03,keep_main_add_text,manual_review,revise_rule,medium,Editorial need is not enough by itself to retain main status.,manual_hold,741,57,80,0,100,68,8,0,commons_file_source,advertising; graphic; poster; print
SURF-CAW2026R01109,CAW2026R01109,1910,pre_1930,Western and Central Europe,Travel and transport poster culture,Wikimedia Commons,"Wikimedia Commons file source / Flickr - …trialsanderrors - Jamaica, the gem of the tropics, Thomas Cook travel poster, 1910.jpg / page 11159702","Flickr - …trialsanderrors - Jamaica, the gem of the tropics, Thomas Cook travel poster, 1910.jpg",IMG03,keep_main_add_text,packet_anchor_review,revise_rule,medium,Risk flags block default add-text main treatment.,packet_relation_review,861,58,80,10,100,90,20,0,weak_context:talk; commons_file_source,advertising; design; graphic; poster; visual communication
SURF-CAW2026R01619,CAW2026R01619,1929,pre_1930,Zambia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Malachite-239936.jpg / page 10165270,Malachite-239936.jpg,IMG03,keep_main_add_text,packet_anchor_review,revise_rule,medium,Risk flags block default add-text main treatment.,packet_relation_review,1286,58,80,0,100,78,28,0,non_design_drift:specimen; commons_file_source,design; graphic; packaging; visual communication
SURF-CAW2026R02558,CAW2026R02558,1959,1930_1970,Africa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Star beer advertisement.png / page 187390052,Star beer advertisement.png,IMG03,keep_main_anchor,keep_main_add_text,revise_rule,medium,Promising poster/advertising row still needs editorial text before main confirmation.,main_anchor_needs_text,591,60,59,35,94,90,8,6,commons_file_source,advertisement; advertising; design; graphic; visual communication
SURF-CAW2026R02249,CAW2026R02249,1949,1930_1970,Angola,Travel and transport poster culture,Wikimedia Commons,Wikimedia Commons file source / Publicidade Caminho de Ferro de Benguela - GazetaCF 1475 1949.jpg / page 86887390,Publicidade Caminho de Ferro de Benguela - GazetaCF 1475 1949.jpg,IMG03,keep_main_anchor,keep_main_anchor,accepted_for_method,medium,Enough source depth and design-object evidence for provisional main-anchor treatment.,main_anchor,947,64,80,0,100,95,8,0,commons_file_source,advertisement; advertising; design; graphic; magazine; visual communication
SURF-CAW2026R02578,CAW2026R02578,1960,1930_1970,Bosnia and Herzegovina,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Popajeve Ludorije.png / page 185919054,Popajeve Ludorije.png,IMG03,keep_main_anchor,keep_main_anchor,accepted_for_method,medium,Enough source depth and design-object evidence for provisional main-anchor treatment.,main_anchor,1026,65,80,15,100,90,8,0,commons_file_source,design; exhibition; graphic; poster; visual communication
SURF-CCT2026R01512,CCT2026R01512,1960,1930_1970,Croatia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / ŠALJIVI PROGRAM PERE DJETLIĆA.png / page 185919400,ŠALJIVI PROGRAM PERE DJETLIĆA.png,IMG03,keep_main_anchor,keep_main_anchor,accepted_for_method,medium,Enough source depth and design-object evidence for provisional main-anchor treatment.,main_anchor,693,63,79,5,100,90,8,0,commons_file_source,design; film poster; graphic; poster; visual communication
SURF-CAW2026R02789,CAW2026R02789,1970,1930_1970,Democratic Republic of the Congo,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Malachite-119957.jpg / page 10139951,Malachite-119957.jpg,IMG03,keep_main_anchor,keep_main_anchor,accepted_for_method,medium,Enough source depth and design-object evidence for provisional main-anchor treatment.,main_anchor,1109,65,80,35,100,78,8,0,commons_file_source,design; graphic; packaging; visual communication
SURF-CAW2026R02201,CAW2026R02201,1946,1930_1970,East Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / A New Chapter in the Story of Textiles - DPLA - a62d20d2c516e0e84bbf8b37ac9d024f.jpg / page 134148173,A New Chapter in the Story of Textiles - DPLA - a62d20d2c516e0e84bbf8b37ac9d024f.jpg,IMG03,keep_main_anchor,keep_main_anchor,accepted_for_method,medium,Enough source depth and design-object evidence for provisional main-anchor treatment.,main_anchor,988,70,80,47,100,95,8,0,commons_file_source,advertisement; advertising; design; graphic; packaging; print; visual communication
SURF-CAW2026R01875,CAW2026R01875,1938,1930_1970,"Eastern Europe, Balkans, and Central/Eastern socialist contexts",World War and public-information graphics,Wikimedia Commons,Wikimedia Commons file source / Vinnytsia. Do not forget what happened! 1943.jpg / page 175791094,Vinnytsia. Do not forget what happened! 1943.jpg,IMG03,keep_main_anchor,keep_main_anchor,accepted_for_method,medium,Enough source depth and design-object evidence for provisional main-anchor treatment.,main_anchor,753,60,80,27,100,78,8,0,commons_file_source,design; graphic; poster; visual communication
SURF-CRG2026R1619,CRG2026R1619,1961,1930_1970,Global / transnational,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Nude on the moon poster 01 Crisco Edit.jpg / page 18516055,Nude on the moon poster 01 Crisco Edit.jpg,IMG03,keep_main_anchor,packet_anchor_review,revise_rule,medium,Risk flags block default keep-main treatment.,packet_relation_review,1129,62,80,35,100,90,20,0,weak_context:talk; commons_file_source,design; film poster; graphic; poster; visual communication
