surface_id,capture_id,year,period_band,five_year_bucket,region,theme,source_family,source_name,title,image_state,source_text_chars,generated_text_chars,total_text_chars,cluster_key,cluster_size,dossier_text_pages,dossier_support_pages,compound_children,anchor_strength_score,source_depth_score,relation_density_score,text_depth_score,design_object_confidence_score,risk_pressure_score,region_scarcity_score,period_value_score,editorial_need_score,overall_research_anchor_score,risk_flags,positive_flags,recommended_next_action,action_confidence,action_reason,sample_priority,calibration_question,review_status,reviewer_notes
SURF-ER1830R018,ER1830R018,1880,pre_1930,1880-1884,Unresolved region,Midcentury modern graphic communication,Library of Congress,Library of Congress loc.gov API,[Pearsall Photography Studio trade card],IMG04,593,2045,2638,Unresolved region|Midcentury modern graphic communication|Library of Congress|1880-1884,4,1,1,0,42,74,27,94,0,12,70,0,6,42,source_register:catalog record,,convert_to_text_or_appendix,medium,Source/register evidence should become text or appendix rather than object main.,53,"Should this evidence become text, appendix, or source register?",pending,
SURF-CCT2026R01198,CCT2026R01198,2008,2000_2026,2005-2009,East Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / City Without Baseball poster.jpg / page 38760052,City Without Baseball poster.jpg,IMG03,497,2728,3225,China / Hong Kong|Modern typography and layout|Wikimedia Commons|2005-2009,12,1,0,0,59,49,35,86,90,8,48,37,14,59,commons_file_source,design; film poster; graphic; poster; visual communication,keep_main_add_text,medium,"Promising anchor, but it needs reviewed editorial text before release.",22,What editorial text would justify keeping this as main?,pending,
SURF-LPC2026R072,LPC2026R072,2018,2000_2026,2015-2019,"Eastern Europe, Balkans, and Central/Eastern socialist contexts",World War and public-information graphics,Internet Archive,Internet Archive / text and periodical collections,CHIP CD-ROM Romania November 2005,IMG02,1140,2646,3786,Romania|World War and public-information graphics|Internet Archive|2015-2019,1,1,1,0,59,95,12,100,60,0,0,37,0,59,,design; magazine; visual communication,keep_main_add_text,medium,"Promising anchor, but it needs reviewed editorial text before release.",0,What editorial text would justify keeping this as main?,pending,
SURF-CRB2026V2R0131,CRB2026V2R0131,2013,2000_2026,2010-2014,"Eastern Europe, Balkans, and Central/Eastern socialist contexts",Modern typography and layout,Wikimedia Commons,"Wikimedia Commons file source / Фильм ""Охота за призраком"" 2013 производство MG Production.png / page 25091531","Фильм ""Охота за призраком"" 2013 производство MG Production.png",IMG03,570,2878,3448,Kazakhstan|Modern typography and layout|Wikimedia Commons|2010-2014,3,1,1,0,56,57,22,92,90,8,0,37,8,56,commons_file_source,design; film poster; graphic; poster; visual communication,keep_main_add_text,medium,"Promising anchor, but it needs reviewed editorial text before release.",16,What editorial text would justify keeping this as main?,pending,
SURF-EW1970R016,EW1970R016,2025,2000_2026,2025-2029,Global / transnational,World War and public-information graphics,Another Graphic,Another Graphic,"Publication: New Glyphs, New Writings",IMG02,1133,2670,3803,Global / transnational|World War and public-information graphics|Another Graphic|2025-2029,1,1,1,0,59,80,12,100,74,0,0,37,0,59,,design; graphic; poster; publication; typography,keep_main_add_text,medium,"Promising anchor, but it needs reviewed editorial text before release.",0,What editorial text would justify keeping this as main?,pending,
SURF-LPC2026R099,LPC2026R099,2023,2000_2026,2020-2024,Global / transnational,Midcentury modern graphic communication,Internet Archive,Internet Archive / text and periodical collections,KROTCH Zine (Issue 7),IMG02,582,2658,3240,Global / transnational|Midcentury modern graphic communication|Internet Archive|2020-2024,6,1,0,0,58,73,25,93,74,0,0,37,7,58,,design; magazine; poster; print; zine,keep_main_add_text,medium,"Promising anchor, but it needs reviewed editorial text before release.",7,What editorial text would justify keeping this as main?,pending,
SURF-CRG2026R4007,CRG2026R4007,2018,2000_2026,2015-2019,Global / transnational,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Asaduzzaman Noor unveils book cover Dhaka University Cultural and Educational Support Activities Then and Now CARASS Building 2018-07-04 (PID-0043554).jpg / page 176424951,Asaduzzaman Noor unveils book cover Dhaka University Cultural and Educational Support Activities Then and Now CARASS Building 2018-07-04 (PID-0043554).jpg,IMG03,507,2362,2869,Global / transnational|Modern typography and layout|Wikimedia Commons|2015-2019,13,1,0,0,57,65,35,87,78,8,0,37,13,57,commons_file_source,book cover; design; graphic; visual communication,keep_main_add_text,medium,"Promising anchor, but it needs reviewed editorial text before release.",21,What editorial text would justify keeping this as main?,pending,
SURF-CAW2026R03664,CAW2026R03664,2009,2000_2026,2005-2009,Latin America and the Caribbean,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Strumigenys pariensis inbiocri001283773 label 1.jpg / page 8171824,Strumigenys pariensis inbiocri001283773 label 1.jpg,IMG03,617,2576,3193,Latin America|Modern typography and layout|Wikimedia Commons|2005-2009,30,1,0,0,55,71,35,96,78,40,0,37,4,55,weak_context:profile; non_design_drift:specimen; commons_file_source,design; graphic; packaging; visual communication,keep_main_add_text,medium,"Promising anchor, but it needs reviewed editorial text before release.",44,What editorial text would justify keeping this as main?,pending,
SURF-CAW2026R03505,CAW2026R03505,2005,2000_2026,2005-2009,Madagascar,Modern typography and layout,Wikimedia Commons,"Wikimedia Commons file source / Antioch Hall (Main Building), Antioch College, TINTED.jpg / page 112127102","Antioch Hall (Main Building), Antioch College, TINTED.jpg",IMG03,399,2608,3007,Madagascar|Modern typography and layout|Wikimedia Commons|2005-2009,13,1,0,0,55,39,35,78,78,8,91,37,22,55,commons_file_source,design; graphic; poster; visual communication,keep_main_add_text,medium,"Promising anchor, but it needs reviewed editorial text before release.",30,What editorial text would justify keeping this as main?,pending,
SURF-CAW2026R03980,CAW2026R03980,2014,2000_2026,2010-2014,Maldives,Modern typography and layout,Wikimedia Commons,"Wikimedia Commons file source / Street protest calling for Sharia in Maldives, Democracy failed system poster.jpg / page 38161918","Street protest calling for Sharia in Maldives, Democracy failed system poster.jpg",IMG03,596,2648,3244,Maldives|Modern typography and layout|Wikimedia Commons|2010-2014,1,1,0,0,56,59,0,94,78,8,99,37,6,56,commons_file_source,design; graphic; poster; visual communication,keep_main_add_text,medium,"Promising anchor, but it needs reviewed editorial text before release.",14,What editorial text would justify keeping this as main?,pending,
SURF-NMR1990R0007,NMR1990R0007,2017,2000_2026,2015-2019,Middle East and North Africa,World War and public-information graphics,Barjeel Art Foundation,Barjeel Art Foundation,No to the Invasion,IMG02,1161,2664,3825,Middle East and North Africa|World War and public-information graphics|Barjeel Art Foundation|2015-2019,1,1,0,0,58,80,0,100,79,0,0,37,0,58,,design; exhibition; graphic; poster; print; typography,keep_main_add_text,medium,"Promising anchor, but it needs reviewed editorial text before release.",0,What editorial text would justify keeping this as main?,pending,
SURF-CCT2026R02869,CCT2026R02869,2020,2000_2026,2020-2024,Middle East and North Africa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Homa Official Poster.jpg / page 133123815,Homa Official Poster.jpg,IMG03,521,2610,3131,Iran|Modern typography and layout|Wikimedia Commons|2020-2024,4,1,1,0,55,52,27,88,90,8,0,37,12,55,commons_file_source,design; film poster; graphic; poster; visual communication,keep_main_add_text,medium,"Promising anchor, but it needs reviewed editorial text before release.",20,What editorial text would justify keeping this as main?,pending,
SURF-LPC2026R077,LPC2026R077,2018,2000_2026,2015-2019,North America,Modern typography and layout,Wikimedia Commons,Wikimedia Commons,A green background bearing the white lettering Wellcome L0053638.jpg,IMG03,1143,2694,3837,United States|Modern typography and layout|Wikimedia Commons|2015-2019,2,1,1,0,59,80,17,100,68,8,31,37,0,59,commons_file_source,advertisement; graphic; poster; print,keep_main_add_text,medium,"Promising anchor, but it needs reviewed editorial text before release.",8,What editorial text would justify keeping this as main?,pending,
SURF-DNZPOSTR091,DNZPOSTR091,2014,2000_2026,2010-2014,Oceania and Pacific,Postwar exhibition and cultural posters,DigitalNZ,DigitalNZ,"Poster advertising Ian Scott exhibition, 1978",IMG02,583,2194,2777,Aotearoa New Zealand|Postwar exhibition and cultural posters|DigitalNZ|2010-2014,4,1,0,0,57,73,15,93,74,0,0,37,7,57,,advertising; design; exhibition; graphic; poster,keep_main_add_text,medium,"Promising anchor, but it needs reviewed editorial text before release.",7,What editorial text would justify keeping this as main?,pending,
SURF-CCT2026R03523,CCT2026R03523,2013,2000_2026,2010-2014,Oceania and Pacific,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Poster for the IMAX 3D movie Hidden Universe.jpg / page 27010428,Poster for the IMAX 3D movie Hidden Universe.jpg,IMG03,462,2790,3252,Australia / Indigenous|Modern typography and layout|Wikimedia Commons|2010-2014,10,1,0,0,55,46,35,83,90,8,0,37,17,55,commons_file_source,design; film poster; graphic; poster; visual communication,keep_main_add_text,medium,"Promising anchor, but it needs reviewed editorial text before release.",25,What editorial text would justify keeping this as main?,pending,
SURF-CAW2026R04603,CAW2026R04603,2021,2000_2026,2020-2024,Papua New Guinea,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Xenorhina perexigua (10.3897-zse.97.59696) Figure 5.jpg / page 110169306,Xenorhina perexigua (10.3897-zse.97.59696) Figure 5.jpg,IMG03,440,2652,3092,Papua New Guinea|Modern typography and layout|Wikimedia Commons|2020-2024,3,1,0,0,55,44,10,81,90,8,89,37,19,55,commons_file_source,advertisement; advertising; design; graphic; visual communication,keep_main_add_text,medium,"Promising anchor, but it needs reviewed editorial text before release.",27,What editorial text would justify keeping this as main?,pending,
SURF-CAW2026R04568,CAW2026R04568,2021,2000_2026,2020-2024,Serbia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Vojvode Dobrnjca 05.jpg / page 113237898,Vojvode Dobrnjca 05.jpg,IMG03,461,2412,2873,Serbia|Modern typography and layout|Wikimedia Commons|2020-2024,46,1,0,0,56,46,35,83,90,8,30,37,17,56,commons_file_source,advertisement; advertising; design; graphic; visual communication,keep_main_add_text,medium,"Promising anchor, but it needs reviewed editorial text before release.",25,What editorial text would justify keeping this as main?,pending,
SURF-NMR1990R0021,NMR1990R0021,2022,2000_2026,2020-2024,South Asia,Midcentury modern graphic communication,Indian Memory Project,Indian Memory Project,On our last name ‘Telang’,IMG02,1670,2581,4251,India|Midcentury modern graphic communication|Indian Memory Project|2020-2024,1,1,0,0,55,80,0,100,74,20,14,37,0,55,non_design_drift:bird,design; graphic; poster; print; typography,keep_main_add_text,medium,"Promising anchor, but it needs reviewed editorial text before release.",20,What editorial text would justify keeping this as main?,pending,
SURF-CAW2026R04514,CAW2026R04514,2020,2000_2026,2020-2024,South Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Raorchestes rezakhani (10.3897-zookeys.927.48733) Figure 4.jpg / page 112438401,Raorchestes rezakhani (10.3897-zookeys.927.48733) Figure 4.jpg,IMG03,489,2603,3092,Bangladesh|Modern typography and layout|Wikimedia Commons|2020-2024,7,1,1,0,57,48,42,85,90,8,14,37,15,57,commons_file_source,advertisement; advertising; design; graphic; visual communication,keep_main_add_text,medium,"Promising anchor, but it needs reviewed editorial text before release.",23,What editorial text would justify keeping this as main?,pending,
SURF-IAC1990R009,IAC1990R009,2025,2000_2026,2025-2029,Southeast Asia,Midcentury modern graphic communication,Malaysia Design Archive,Malaysia Design Archive,Education is Power,IMG02,754,2499,3253,Malaysia|Midcentury modern graphic communication|Malaysia Design Archive|2025-2029,3,1,0,0,59,95,10,100,62,0,0,37,0,59,,design; print; publication; symbol,keep_main_add_text,medium,"Promising anchor, but it needs reviewed editorial text before release.",0,What editorial text would justify keeping this as main?,pending,
SURF-CRB2026V2R0779,CRB2026V2R0779,2015,2000_2026,2015-2019,Southeast Asia,World War and public-information graphics,Wikimedia Commons,Wikimedia Commons file source / Light Pollution Brochure (Filipino) (light-pollution-brochure-filipino).jpg / page 130484833,Light Pollution Brochure (Filipino) (light-pollution-brochure-filipino).jpg,IMG03,960,2765,3725,Philippines|World War and public-information graphics|Wikimedia Commons|2015-2019,1,1,0,0,55,80,0,100,78,20,0,37,0,55,weak_context:profile; commons_file_source,design; graphic; publication; visual communication,keep_main_add_text,medium,"Promising anchor, but it needs reviewed editorial text before release.",20,What editorial text would justify keeping this as main?,pending,
SURF-CCT2026R03198,CCT2026R03198,2003,2000_2026,2000-2004,Syria,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Unshoudat Al Matar.jpg / page 8963997,Unshoudat Al Matar.jpg,IMG03,433,2775,3208,Syria|Modern typography and layout|Wikimedia Commons|2000-2004,9,1,0,0,58,43,35,81,90,8,84,37,19,58,commons_file_source,design; film poster; graphic; poster; visual communication,keep_main_add_text,medium,"Promising anchor, but it needs reviewed editorial text before release.",27,What editorial text would justify keeping this as main?,pending,
SURF-CAW2026R03595,CAW2026R03595,2007,2000_2026,2005-2009,Tunisia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Zine Ben Ali in front of Tunis cathedral.jpg / page 19334333,Zine Ben Ali in front of Tunis cathedral.jpg,IMG03,506,2595,3101,Tunisia|Modern typography and layout|Wikimedia Commons|2005-2009,4,1,0,0,58,50,15,87,90,8,87,37,13,58,commons_file_source,design; graphic; poster; visual communication; zine,keep_main_add_text,medium,"Promising anchor, but it needs reviewed editorial text before release.",21,What editorial text would justify keeping this as main?,pending,
SURF-CAW2026R03451,CAW2026R03451,2001,2000_2026,2000-2004,United Arab Emirates,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Ilyushin Il-76 AN0193631.jpg / page 27390639,Ilyushin Il-76 AN0193631.jpg,IMG03,507,2616,3123,United Arab Emirates|Modern typography and layout|Wikimedia Commons|2000-2004,2,1,0,0,56,50,5,87,90,8,92,37,13,56,commons_file_source,advertisement; advertising; design; graphic; visual communication,keep_main_add_text,medium,"Promising anchor, but it needs reviewed editorial text before release.",21,What editorial text would justify keeping this as main?,pending,
SURF-CAW2026R03961,CAW2026R03961,2014,2000_2026,2010-2014,Western and Central Europe,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Feminism à la jamaicaine? Reminds me of Asterix and Obelix. (33067901980).jpg / page 57180012,Feminism à la jamaicaine? Reminds me of Asterix and Obelix. (33067901980).jpg,IMG03,941,2650,3591,Germany|Modern typography and layout|Wikimedia Commons|2010-2014,1,1,0,0,59,80,0,100,90,8,0,37,0,59,commons_file_source,advertisement; advertising; design; graphic; visual communication,keep_main_add_text,medium,"Promising anchor, but it needs reviewed editorial text before release.",8,What editorial text would justify keeping this as main?,pending,
SURF-CAW2026R04597,CAW2026R04597,2021,2000_2026,2020-2024,Yemen,Corporate identity and design systems,Wikimedia Commons,Wikimedia Commons file source / Balqees Ad 2.png / page 164645124,Balqees Ad 2.png,IMG03,337,2566,2903,Yemen|Corporate identity and design systems|Wikimedia Commons|2020-2024,4,1,1,0,55,33,27,73,95,8,90,37,27,55,commons_file_source,advertisement; advertising; brand; design; graphic; visual communication,keep_main_add_text,medium,"Promising anchor, but it needs reviewed editorial text before release.",35,What editorial text would justify keeping this as main?,pending,
SURF-CAW2026R03541,CAW2026R03541,2006,2000_2026,2005-2009,Zambia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / ChipataCotton.jpg / page 7895328,ChipataCotton.jpg,IMG03,579,2506,3085,Zambia|Modern typography and layout|Wikimedia Commons|2005-2009,1,1,0,0,58,57,0,93,90,8,97,37,7,58,commons_file_source,advertisement; advertising; design; graphic; visual communication,keep_main_add_text,medium,"Promising anchor, but it needs reviewed editorial text before release.",15,What editorial text would justify keeping this as main?,pending,
SURF-CAW2026R01642,CAW2026R01642,1930,pre_1930,1930-1934,Africa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Dioptase-232935.jpg / page 10164118,Dioptase-232935.jpg,IMG03,1422,2496,3918,Namibia|Modern typography and layout|Wikimedia Commons|1930-1934,2,1,0,0,58,80,5,100,90,28,36,0,0,58,non_design_drift:specimen; commons_file_source,catalogue; design; graphic; packaging; visual communication,keep_main_add_text,medium,"Promising anchor, but it needs reviewed editorial text before release.",28,What editorial text would justify keeping this as main?,pending,
SURF-CAW2026R01302,CAW2026R01302,1918,pre_1930,1915-1919,Bosnia and Herzegovina,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Nikolapr.jpg / page 1795592,Nikolapr.jpg,IMG03,555,2508,3063,Bosnia and Herzegovina|Modern typography and layout|Wikimedia Commons|1915-1919,6,1,0,0,56,55,25,91,78,8,74,0,9,56,commons_file_source,design; graphic; poster; visual communication,keep_main_add_text,medium,"Promising anchor, but it needs reviewed editorial text before release.",17,What editorial text would justify keeping this as main?,pending,
SURF-CAW2026R01305,CAW2026R01305,1918,pre_1930,1915-1919,Croatia,World War and public-information graphics,Wikimedia Commons,Wikimedia Commons file source / Proglas Međimurje 1918.jpg / page 18836319,Proglas Međimurje 1918.jpg,IMG03,822,2540,3362,Croatia|World War and public-information graphics|Wikimedia Commons|1915-1919,2,1,0,0,58,80,5,100,66,8,84,0,0,58,commons_file_source,design; graphic; visual communication,keep_main_add_text,medium,"Promising anchor, but it needs reviewed editorial text before release.",8,What editorial text would justify keeping this as main?,pending,
SURF-CAW2026R01290,CAW2026R01290,1918,pre_1930,1915-1919,Democratic Republic of the Congo,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Alfred Theodore Joseph Bastien - Canadian Sentry.jpg / page 15458735,Alfred Theodore Joseph Bastien - Canadian Sentry.jpg,IMG03,487,2615,3102,Democratic Republic of the Congo|Modern typography and layout|Wikimedia Commons|1915-1919,18,1,0,0,55,48,35,85,78,8,69,0,15,55,commons_file_source,design; graphic; packaging; visual communication,keep_main_add_text,medium,"Promising anchor, but it needs reviewed editorial text before release.",23,What editorial text would justify keeping this as main?,pending,
SURF-CAW2026R00645,CAW2026R00645,1892,pre_1930,1890-1894,East Asia,Modern typography and layout,Wikimedia Commons,"Wikimedia Commons file source / St. Louis Free Press advertisement of Chinese Herb Remedy Co., 1010 Olive Street, St. Louis, 1892 - DPLA - 10efdd00849ea8f77706ea3a48fd84b0 (page 1).jpg / page 156755039","St. Louis Free Press advertisement of Chinese Herb Remedy Co., 1010 Olive Street, St. Louis, 1892 - DPLA - 10efdd00849ea8f77706ea3a48fd84b0 (page 1).jpg",IMG03,589,2769,3358,China / Hong Kong|Modern typography and layout|Wikimedia Commons|1890-1894,5,1,0,0,58,58,20,94,90,8,48,0,6,58,commons_file_source,advertisement; advertising; design; graphic; visual communication,keep_main_add_text,medium,"Promising anchor, but it needs reviewed editorial text before release.",14,What editorial text would justify keeping this as main?,pending,
SURF-CAW2026R00566,CAW2026R00566,1889,pre_1930,1885-1889,"Eastern Europe, Balkans, and Central/Eastern socialist contexts",Modern typography and layout,Wikimedia Commons,"Wikimedia Commons file source / BASA 690K-1-40 Hristina Morfova, BG Scenic Art 1900-1932 (crop).jpg / page 19437905","BASA 690K-1-40 Hristina Morfova, BG Scenic Art 1900-1932 (crop).jpg",IMG03,1205,2588,3793,Bulgaria|Modern typography and layout|Wikimedia Commons|1885-1889,3,1,1,0,57,80,22,100,78,20,0,0,0,57,source_register:inventory; commons_file_source,design; graphic; poster; visual communication,keep_main_add_text,medium,"Promising anchor, but it needs reviewed editorial text before release.",20,What editorial text would justify keeping this as main?,pending,
SURF-CCE2026R00018,CCE2026R00018,1861,pre_1930,1860-1864,Global / transnational,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Advertisement for Roessle Brewing Co. (Boston Public Library).jpg / page 16003338,Advertisement for Roessle Brewing Co. (Boston Public Library).jpg,IMG03,465,2666,3131,Global / transnational|Modern typography and layout|Wikimedia Commons|1860-1864,4,1,1,0,55,61,27,83,90,8,0,0,17,55,commons_file_source,advertisement; design; graphic; print; visual communication,keep_main_add_text,medium,"Promising anchor, but it needs reviewed editorial text before release.",25,What editorial text would justify keeping this as main?,pending,
SURF-CAW2026R01510,CAW2026R01510,1922,pre_1930,1920-1924,Jordan,World War and public-information graphics,Wikimedia Commons,Wikimedia Commons file source / 1922 theatre ads BostonGlobe December12 part2.png / page 18059163,1922 theatre ads BostonGlobe December12 part2.png,IMG03,593,2570,3163,Jordan|World War and public-information graphics|Wikimedia Commons|1920-1924,1,1,1,0,59,59,12,94,90,8,92,0,6,59,commons_file_source,advertisement; advertising; design; graphic; visual communication,keep_main_add_text,medium,"Promising anchor, but it needs reviewed editorial text before release.",14,What editorial text would justify keeping this as main?,pending,
SURF-CAW2026R01624,CAW2026R01624,1929,pre_1930,1925-1929,Latin America and the Caribbean,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Bismuth-pas-159a.jpg / page 10456306,Bismuth-pas-159a.jpg,IMG03,864,2469,3333,Bolivia|Modern typography and layout|Wikimedia Commons|1925-1929,30,1,0,0,58,80,35,100,78,28,0,0,0,58,non_design_drift:specimen; commons_file_source,design; graphic; packaging; visual communication,keep_main_add_text,medium,"Promising anchor, but it needs reviewed editorial text before release.",28,What editorial text would justify keeping this as main?,pending,
SURF-CAW2026R00090,CAW2026R00090,1830,pre_1930,1830-1834,Lithuania,Modern typography and layout,Wikimedia Commons,"Wikimedia Commons file source / Józef Sobolewski - Wykład wiary machometańskiej (1830, WBC) - cover (1) front.png / page 145765567","Józef Sobolewski - Wykład wiary machometańskiej (1830, WBC) - cover (1) front.png",IMG03,591,2657,3248,Lithuania|Modern typography and layout|Wikimedia Commons|1830-1834,2,1,1,0,56,59,17,94,78,8,74,0,6,56,commons_file_source,book cover; design; graphic; visual communication,keep_main_add_text,medium,"Promising anchor, but it needs reviewed editorial text before release.",14,What editorial text would justify keeping this as main?,pending,
SURF-CAW2026R01127,CAW2026R01127,1911,pre_1930,1910-1914,Middle East and North Africa,World War and public-information graphics,Wikimedia Commons,"Wikimedia Commons file source / ""After you, sir"" - Kep. LCCN2011649067.jpg / page 66960713","""After you, sir"" - Kep. LCCN2011649067.jpg",IMG03,1242,2542,3784,Morocco|World War and public-information graphics|Wikimedia Commons|1910-1914,1,1,0,0,56,80,0,100,95,28,0,0,0,56,non_design_drift:bird; commons_file_source,design; graphic; magazine; poster; print; visual communication,keep_main_add_text,medium,"Promising anchor, but it needs reviewed editorial text before release.",28,What editorial text would justify keeping this as main?,pending,
SURF-CRG2026R0175,CRG2026R0175,1899,pre_1930,1895-1899,North America,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Buffalo Bill's Wild West and congress of rough riders of the world A congress of American Indians (...). LCCN2001696164.jpg / page 67035846,Buffalo Bill's Wild West and congress of rough riders of the world A congress of American Indians (...). LCCN2001696164.jpg,IMG03,546,2786,3332,United States|Modern typography and layout|Wikimedia Commons|1895-1899,7,1,0,0,57,54,30,90,90,8,31,0,10,57,commons_file_source,design; graphic; poster; print; visual communication,keep_main_add_text,medium,"Promising anchor, but it needs reviewed editorial text before release.",18,What editorial text would justify keeping this as main?,pending,
SURF-CCT2026R03477,CCT2026R03477,1930,pre_1930,1930-1934,Oceania and Pacific,Modern typography and layout,Wikimedia Commons,"Wikimedia Commons file source / Advertising billboard for Grace Bros advertising furniture, 1930.jpg / page 23817084","Advertising billboard for Grace Bros advertising furniture, 1930.jpg",IMG03,512,2778,3290,Australia / Indigenous|Modern typography and layout|Wikimedia Commons|1930-1934,10,1,0,0,56,51,35,87,95,8,0,0,13,56,commons_file_source,advertising; design; graphic; poster; publication; visual communication,keep_main_add_text,medium,"Promising anchor, but it needs reviewed editorial text before release.",21,What editorial text would justify keeping this as main?,pending,
SURF-CRG2026R0234,CRG2026R0234,1909,pre_1930,1905-1909,Serbia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Naslovna strana časopisa Proleće 03.jpg / page 99507226,Naslovna strana časopisa Proleće 03.jpg,IMG03,608,2673,3281,Serbia|Modern typography and layout|Wikimedia Commons|1905-1909,4,1,0,0,56,70,15,95,78,8,30,0,5,56,commons_file_source,design; graphic; magazine; visual communication,keep_main_add_text,medium,"Promising anchor, but it needs reviewed editorial text before release.",13,What editorial text would justify keeping this as main?,pending,
SURF-CAW2026R00080,CAW2026R00080,1830,pre_1930,1830-1834,Seychelles,Modern typography and layout,Wikimedia Commons,"Wikimedia Commons file source / Marianne North (1830-1890) - View of Cadle's Hotel and the Kloof Beyond near Grahamstown - MN444 - Marianne North Gallery, Royal Botanic Gardens, Kew.jpg / page 97451684","Marianne North (1830-1890) - View of Cadle's Hotel and the Kloof Beyond near Grahamstown - MN444 - Marianne North Gallery, Royal Botanic Gardens, Kew.jpg",IMG03,495,2232,2727,Seychelles|Modern typography and layout|Wikimedia Commons|1830-1834,52,1,0,0,55,49,35,86,78,8,64,0,14,55,commons_file_source,design; graphic; packaging; visual communication,keep_main_add_text,medium,"Promising anchor, but it needs reviewed editorial text before release.",22,What editorial text would justify keeping this as main?,pending,
SURF-CAW2026R01569,CAW2026R01569,1925,pre_1930,1925-1929,South Asia,Modern typography and layout,Wikimedia Commons,"Wikimedia Commons file source / India, 19th century - Book Cover - 1925.686 - Cleveland Museum of Art.tif / page 78088305","India, 19th century - Book Cover - 1925.686 - Cleveland Museum of Art.tif",IMG03,563,2352,2915,India|Modern typography and layout|Wikimedia Commons|1925-1929,18,1,0,0,58,71,35,91,78,8,14,0,9,58,commons_file_source,book cover; design; graphic; visual communication,keep_main_add_text,medium,"Promising anchor, but it needs reviewed editorial text before release.",17,What editorial text would justify keeping this as main?,pending,
SURF-CCT2026R03946,CCT2026R03946,1928,pre_1930,1925-1929,Southeast Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Gunung Gelenyu cover.jpg / page 31844936,Gunung Gelenyu cover.jpg,IMG03,612,2656,3268,Indonesia|Modern typography and layout|Wikimedia Commons|1925-1929,5,1,0,0,55,71,20,96,78,8,0,0,4,55,commons_file_source,book cover; design; graphic; visual communication,keep_main_add_text,medium,"Promising anchor, but it needs reviewed editorial text before release.",12,What editorial text would justify keeping this as main?,pending,
SURF-CAW2026R01054,CAW2026R01054,1907,pre_1930,1905-1909,Uganda,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Werner 1907 Orthoptera Blattaeformia Taf III Fig 6.png / page 63961926,Werner 1907 Orthoptera Blattaeformia Taf III Fig 6.png,IMG03,614,2608,3222,Uganda|Modern typography and layout|Wikimedia Commons|1905-1909,1,1,0,0,57,71,0,96,78,8,86,0,4,57,commons_file_source,design; graphic; packaging; visual communication,keep_main_add_text,medium,"Promising anchor, but it needs reviewed editorial text before release.",12,What editorial text would justify keeping this as main?,pending,
SURF-COM1970R015,COM1970R015,1911,pre_1930,1910-1914,Unresolved region,Corporate identity and design systems,Wikimedia Commons,Wikimedia Commons,Reklamaffisch August Strindberg.jpg,IMG03,741,2401,3142,Unresolved region|Corporate identity and design systems|Wikimedia Commons|1910-1914,1,1,0,0,57,80,0,100,68,8,70,0,0,57,commons_file_source,advertising; graphic; poster; print,keep_main_add_text,medium,"Promising anchor, but it needs reviewed editorial text before release.",8,What editorial text would justify keeping this as main?,pending,
SURF-CAW2026R01109,CAW2026R01109,1910,pre_1930,1910-1914,Western and Central Europe,Travel and transport poster culture,Wikimedia Commons,"Wikimedia Commons file source / Flickr - …trialsanderrors - Jamaica, the gem of the tropics, Thomas Cook travel poster, 1910.jpg / page 11159702","Flickr - …trialsanderrors - Jamaica, the gem of the tropics, Thomas Cook travel poster, 1910.jpg",IMG03,861,2655,3516,United Kingdom|Travel and transport poster culture|Wikimedia Commons|1910-1914,3,1,0,0,58,80,10,100,90,20,0,0,0,58,weak_context:talk; commons_file_source,advertising; design; graphic; poster; visual communication,keep_main_add_text,medium,"Promising anchor, but it needs reviewed editorial text before release.",20,What editorial text would justify keeping this as main?,pending,
