sample_id,sample_lane,surface_id,source_record_id,title,date_start,region,source_name,authority_state,trace_state,trace_tier,source_url_gate,title_gate,date_gate,region_gate,image_route_gate,authority_gate,trace_gate,influence_gate,six_tables_gate,audit_status,audit_note
PF46S172,existing_source_verified,SURF-EW1970R008,EW1970R008,Revisiting the New Windows: Asian Films at the junction of the New Millennium,2023,Singapore,Asian Film Archive,resolved_origin,accepted,metadata_supported,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S173,existing_source_verified,SURF-LOCTRACE2026R00041,LOCTRACE2026R00041,"Verhindert in beslagname van de Tribune, wordt abonne",1950,Netherlands,Library of Congress Prints and Photographs API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S174,existing_source_verified,SURF-LOCTRACE2026R01379,LOCTRACE2026R01379,Nov. 2nd : sponsored by the New York University School of Continuing Education : the theater of the election of the mayor ...,1969,United States,Library of Congress Prints and Photographs API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S175,existing_source_verified,SURF-MC1930R067,MC1930R067,Travel in rail comfort...,1956,United Kingdom,V&A Collections API,resolved_origin,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S176,existing_source_verified,SURF-NBPOSTERTRACE2026V2R0065,NBPOSTERTRACE2026V2R0065,[Bjørnstjerne Bjørnson],1963,Norway,National Library of Norway Catalogue API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S177,existing_source_verified,SURF-VAM20K-00215,VAM20K-00215,Poster,1882,United Kingdom,V&A Collections API,resolved_origin,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S178,existing_source_verified,SURF-VAM20K-00987,VAM20K-00987,O1165860,1987,United Kingdom,V&A Collections API,resolved_origin,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S179,existing_source_verified,SURF-VAM20K-01742,VAM20K-01742,O1166891,1988,United Kingdom,V&A Collections API,resolved_origin,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S180,existing_source_verified,SURF-VAM20K-02562,VAM20K-02562,O1162019,1980,United Kingdom,V&A Collections API,resolved_origin,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S181,existing_source_verified,SURF-VAMMODERNTRACE2026R0046,VAMMODERNTRACE2026R0046,Your heart is a weapon the size of your fist. Keep fighting. Keep loving,2009,Brazil,V&A Collections API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S182,active_completion,SURF-BNDCLDANIELGLEISER2026V2R0008,BNDCLDANIELGLEISER2026V2R0008,Identifícate con Israel ahora programa de Jerusalem,1970,Chile,Biblioteca Nacional Digital de Chile,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S183,active_completion,SURF-BNDCLDANIELGLEISER2026V2R0015,BNDCLDANIELGLEISER2026V2R0015,Baile de primavera,1971,Chile,Biblioteca Nacional Digital de Chile,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S184,active_completion,SURF-BNDCLDANIELGLEISER2026V2R0020,BNDCLDANIELGLEISER2026V2R0020,MAJ Movimiento de Alia Juvenil,1972,Chile,Biblioteca Nacional Digital de Chile,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S185,active_completion,SURF-BNDCLDANIELGLEISER2026V2R0021,BNDCLDANIELGLEISER2026V2R0021,Primeras Jornadas de Estudio de la segunda generación judía de Chile,1969,Chile,Biblioteca Nacional Digital de Chile,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S186,active_completion,SURF-BNDCLDANIELGLEISER2026V2R0022,BNDCLDANIELGLEISER2026V2R0022,Folklore chileno-israeli teatro IEM,1969,Chile,Biblioteca Nacional Digital de Chile,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S187,active_completion,SURF-BNDCLDANIELGLEISER2026V2R0024,BNDCLDANIELGLEISER2026V2R0024,4a. Olimpiada Universitaria 1968,1968,Chile,Biblioteca Nacional Digital de Chile,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S188,active_completion,SURF-BNDCLDANIELGLEISER2026V2R0025,BNDCLDANIELGLEISER2026V2R0025,2° Carnaval universitario,1969,Chile,Biblioteca Nacional Digital de Chile,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S189,active_completion,SURF-BNDCLDANIELGLEISER2026V2R0027,BNDCLDANIELGLEISER2026V2R0027,Purim 5733 grandioso baile de disfraces,1973,Chile,Biblioteca Nacional Digital de Chile,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S190,active_completion,SURF-BNDCLDANIELGLEISER2026V2R0029,BNDCLDANIELGLEISER2026V2R0029,Ariel capítulo juvenil de la comunidad israelíta sefaradí,1973,Chile,Biblioteca Nacional Digital de Chile,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S191,active_completion,SURF-BNDCLDANIELGLEISER2026V2R0032,BNDCLDANIELGLEISER2026V2R0032,25° Aniversario Primera Alia Hashomer Hatzair de Chile 1947-1972,1972,Chile,Biblioteca Nacional Digital de Chile,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S192,active_completion,SURF-BNDCLDANIELGLEISER2026V2R0033,BNDCLDANIELGLEISER2026V2R0033,5a. Olimpiada Universitaria 69',1969,Chile,Biblioteca Nacional Digital de Chile,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S193,active_completion,SURF-BNDCLDANIELGLEISER2026V2R0035,BNDCLDANIELGLEISER2026V2R0035,Trabajos de invierno 1968 erradicación pob. Nueva Matucana,1968,Chile,Biblioteca Nacional Digital de Chile,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S194,active_completion,SURF-BNDCLDANIELGLEISER2026V2R0036,BNDCLDANIELGLEISER2026V2R0036,Curso de verano atletismo enerofebrero 1970 /,1970,Chile,Biblioteca Nacional Digital de Chile,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S195,active_completion,SURF-BNDCLDANIELGLEISER2026V2R0041,BNDCLDANIELGLEISER2026V2R0041,1er. Congreso Nacional Juventud Campesina Democratacristiana,1970,Chile,Biblioteca Nacional Digital de Chile,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S196,active_completion,SURF-BNDCLDANIELGLEISER2026V2R0042,BNDCLDANIELGLEISER2026V2R0042,Sexta Olimpiada Universitaria,1970,Chile,Biblioteca Nacional Digital de Chile,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S197,active_completion,SURF-BNDCLDANIELGLEISER2026V2R0046,BNDCLDANIELGLEISER2026V2R0046,Universidad y reforma,1969,Chile,Biblioteca Nacional Digital de Chile,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S198,active_completion,SURF-BNDCLTRACE2026V1R0002,BNDCLTRACE2026V1R0002,Afiche chileno 99,1999,Chile,Biblioteca Nacional Digital de Chile,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S199,active_completion,SURF-BNDCLTRACE2026V1R0004,BNDCLTRACE2026V1R0004,"Congreso de impresores ""Evolutio""",2001,Chile,Biblioteca Nacional Digital de Chile,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S200,active_completion,SURF-BNDCLTRACE2026V1R0005,BNDCLTRACE2026V1R0005,Pre censo,2001,Chile,Biblioteca Nacional Digital de Chile,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
