rank,source_name,candidate_objects,weighted_gap_points,source_visible_gap_objects,verified_open_gap_objects,img03_unreviewed_objects,img02_objects,img01_objects,img00_objects,img04_objects,top_required_action,example_surface_ids
417,"Building art gallery ""Nadežda Petrović""",1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0229
418,Building in Boška Đuričića 10 in Jagodina,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0224
419,Bunun Cultural Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0417
420,CAMPO Canteen,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0342
421,CIDDAE,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0577
422,Cabildo of Buenos Aires,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0434
423,Cafesjian Center for the Arts,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0013
424,Cairo International Airport Museum (Terminal 3),1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0404
425,Cambodian Landmine Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0387
426,Cape Coast Castle Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0414
427,Cape Town Holocaust Centre,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0129
428,Capital Art Center,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0422
429,Carnacini House Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0021
430,Casa Concha,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0321
431,Casa Museo Fernando González Otraparte,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0286
432,Casa Museo Isla Negra,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0270
433,Casa Museo Memoria Campesina,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0285
434,Casa Museo Mosquera,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0306
435,Casa Museo Musical del Quindío,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0288
436,Casa Museo Policarpa Salavarrieta,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0449
437,Casa Museo Porfirio Barba Jacob,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0450
438,Casa Museo Santafé Sociedad de Mejoras Públicas de Medellín,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0284
439,Casa Museo de Historia del Cacao Herencia Chucuri,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0451
440,Casa Museo de la Memoria de los Derechos Humanos de las Mujeres del Magdalena Medio,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0290
441,Casa de Cultură Mangalia,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0219
442,Casa de Cultură Marghita,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0215
443,Casa de la Cultura Luis Roncancio,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0291
444,Casa de la Literatura Peruana,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0327
445,Casa de la Memoria de la Costa Pacífica Nariñense,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0292
446,Casa del Arte,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0276
447,Casal de Catalunya,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0499
448,Castro Barros Historical Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0241
449,Center for Culture Smederevo,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0223
450,"Center for culture, tourism and sport Knić",1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0230
451,Central District Library named after Pavlo Tychyna (Kyiv),1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0236
452,Central Public Library Cape Town,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0495
453,Central Scientific Library of Kharkiv National University named after V. N. Karazin,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0234
454,Centre For Black And African Arts And Civilization,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0004
455,Centre algérien de la cinématographie,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0097
456,Centre culturel Blaise Senghor,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0125
457,Centro Colombo Americano de Pereira,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0294
458,Centro Cultural Colombo Americano de Cali,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0296
459,Centro Cultural Estacion Provincial,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0246
460,Centro Cultural Inca Garcilaso,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0324
461,Centro Cultural PUCP,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0578
462,Centro Cultural de la Cooperación,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0500
463,Centro Cultural profesor Bernardo Parra Leiva,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0272
464,Centro Cultural y Biblioteca Pública Arturo y Roberto Restrepo,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0575
465,Centro Nacional Recuperación Patrimonial MINSAL Unidad de Patrimonio,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0280
466,Centro Nacional de Arte Contemporáneo Cerrillos,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0275
467,Centro de Cultura Tradicional Curarrehue,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0274
468,Centro de Historieta y Humor Gráfico Argentinos,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0042
469,Chamo,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0189
470,Chavin de Huantar Contemporary Army Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0326
471,Cheng Ho Cultural Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0382
472,Chestolyubie - 2010,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0191
473,Chiayi Cultural and Creative Industries Park,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0151
474,Chihsing Tan Katsuo Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0418
475,Children's Cultural Center Majdan,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0226
476,Children's Cultural Center Niš,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0222
477,Chilean National Congress Library,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0273
478,Chin Pao San,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0420
479,Chinatown Heritage Centre,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0480
480,Chini Gallery,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0421
481,Chuan Cheng Art Center,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0423
482,Church of Saint Peter,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0082
483,Church of the Nativity of Christ in Arbanasi,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0194
484,Cinemateca Uruguaya,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0576
485,Cineteca Nacional de Chile,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0277
486,Ciudad Cultural Konex,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0248
487,Clock Tower Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0369
488,Colección Arqueológica Marino Álzate Ospina,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0454
489,Collegium Artisticum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0177
490,Congregación de Hermanas Misioneras de María Inmaculada y Santa Catalina de Sena Madre Laura,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0293
491,Contemporary Art Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0024
492,Coptic Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0406
493,Crocodile Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0407
494,Cultural Center of Spain in El Salvador,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0318
495,Cultural Center of the Philippines,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-ESR1931R040
496,Cultural center Gradiška,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0178
497,Cultural center Trebinje,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0179
498,Cécile Fakhoury Gallery,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0103
499,DaGuan Gallery,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0157
500,"Dah Hsian Seetoo Library, National Chengchi University",1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0493
501,Darb 1718,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0104
502,DesignDB / KIDP,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-ESR1931R005
503,Dessert Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0385
504,Dimcho Debelyanov - 1960,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0198
505,Dimitar Dimov House Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0197
506,Dogma Collection,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-ESR1931R044
507,Dura Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0475
508,East African Revival Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0143
509,East Asian Graphics Archive,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-ESR1931R006
510,Eden Hotel,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0244
511,Emilio Azzarini Museum of Musical Instruments,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0250
512,Entidad Museal Alban Cundinamarca,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0455
513,Erdenesiin Khuree,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0146
514,Ernesto de la Cárcova Museum of Reproductions and Comparative Sculpture,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0048
515,Estación Hidrobiológica de Puerto Quequén,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0028
516,Ethno Village Čardaci,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0180
517,Ever Harvest Art Gallery,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0156
518,Evergreen Maritime Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0424
519,Falkland Islands Museum and National Trust,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0025
520,Farhat Cultural Center,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0362
521,Flood Archive,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0251
522,Flowers Neighborhood Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0245
523,Fondation Zinsou,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0400
524,"Franciscan friary and church of St John the Baptist, Kraljeva Sutjeska",1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0183
525,Franschhoek Motor Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0133
526,French Institute of Azerbaijan,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0169
527,French Institute of DRC,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0101
528,Fundacion IDA,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-ESR1931R027
529,Fundación ArteSumapaz,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0346
530,Fundación Casa Tres Patios,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0295
531,Gacko National Library,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0014
532,Galeria del Paseo,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0329
533,Galerie Tanit,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0363
534,Gallery 1957,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0489
535,Gallery MOMO,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0002
536,Gayer-Anderson Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0408
537,Georgia State Silk Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0022
538,Goodman Gallery,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0003
539,Gradiška National Library,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0186
540,Graeco-Roman Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0409
541,Grand Palace,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0089
542,Green Olive Arts,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0117
543,Guillermo Piñeres Botanical Garden,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0453
544,Heritage Museum Pljevlja,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0200
545,Hindiyeh Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0354
546,Historical Museum of Bosnia and Herzegovina,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0187
547,Historical Political Museum of Chaco Peronism,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0436
548,Historical Wax Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0435
549,"Historical, Geographical and Natural Museum of Gobernador Virasoro",1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0249
550,Hong Kong Memory,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-ESR1931R009
551,House of Crafts,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0172
552,Hrodna State Historico-Archaeological Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0170
553,Huguenot Memorial Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0132
554,"IBB, Minsk",1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0171
555,Ilham Gallery,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0584
556,Imbiah Lookout,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0088
557,Ingeniero White Harbor Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0247
558,Institut Français Singapour,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0395
559,Institut français du Cameroun,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0491
560,Institut français du Liban,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0367
561,Institute for Protection of Cultural Monuments and National Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0202
562,Iran Open Data,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0079
563,Iraq Natural History Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0355
564,Irma Stern Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0136
565,JAGDA,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-ESR1931R010
566,Jorge B. Vargas Museum and Filipiniana Research Center,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0386
567,Juan Nepomuceno Madero Popular Library and Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0501
568,Junín Historical Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0029
569,Kiosko Galería,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0266
570,Kom Ushim Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0107
571,Kozara Museum in Prijedor,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0188
572,Kuru Art Project,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0094
573,KvirArhiv.org,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0192
574,Kwa Geok Choo Law Library,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0586
575,La Floresta Public Library,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0299
576,La Sierra Artist Residency,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0297
577,La Tertulia Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0065
578,"La Trocha, la Casa de la Paz",1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0314
579,Laboratorio de Arqueología Universidad del Magdalena,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0075
580,Landing Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0030
581,Laureano Brizuela Art Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0031
582,Leopold Sedar Senghor French Institute,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0141
583,"Library ""Branko Radičević"" in Derventa",1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0182
584,Library and Central Archive of the National Congress,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0325
585,Library of the Belarusian State University of Informatics and Radioelectronics,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0496
586,Lopez Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0392
587,Luxor Art Gallery,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0109
588,M+ Collections,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-ESR1931R013
589,MAG Visitor Centre,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0090
590,MARTadero,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0265
591,MUBI,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0463
592,Madaripur Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0374
593,MagnifiScience Centre,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0379
594,Manial Palace and Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0411
595,Mar del Plata Museum of the Sea,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0440
596,Maru-a-Pula School Library,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0095
597,Mashrabia Art Gallery,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0405
598,Mathaf,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0477
599,Medellín Museum of Modern Art,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0078
600,Memorial Museum-Workshop of Zair Isakavič Azhur,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0173
601,Mineral Museum Andres del Castillo,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0331
602,Mint Museum of Toys,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0391
603,Modzi Arts,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0492
604,Mondoir gallery,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0085
605,Mother Armenia Military Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0164
606,Mummification Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0412
607,Municipal Museum of Natural Sciences Pachamama,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0033
608,"Museo ""El Templo del Fútbol""",1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0252
609,Museo Amano,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0328
610,Museo Antropológico de la Orinoquía,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0456
611,Museo Arqueológico Antonini,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0332
612,Museo Arqueológico Guane,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0457
613,Museo Arqueológico Josefina Ramos de Cox,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0072
614,Museo Arqueológico Municipal de Mongua,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0458
615,Museo Arqueológico Prehispánico de Caicedonia,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0459
616,Museo Arqueológico de Galapa Muga,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0311
617,Museo Arqueológico de Zipaquirá,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0300
618,Museo Arqueológico y Paleontológico de Pubenza,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0460
619,Museo Aéreo Fénix,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0303
620,Museo Cao,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0334
621,Museo Capilla del Claustro de San Agustín del Instituto Humboldt,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0298
622,Museo Cartama,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0461
623,Museo Comunitario Mulaló,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0304
624,Museo Comunitario de Guainía,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0067
625,Museo Criollo de los Corrales,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0439
626,Museo De Los Asentamientos,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0032
627,Museo Del Títere Tibi,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0034
628,Museo Departamental de San José,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0345
629,Museo El Castillo,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0073
630,Museo Etnográfico Miguel Ángel Builes,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0301
631,Museo Geominero del Uruguay,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0347
632,Museo Hippie,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0035
633,Museo Histórico De La Afip,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0441
634,Museo Internacional de la Moneda MILM,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0302
635,Museo Jaime Duque Grisales - Parque Jaime Duque,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0305
636,Museo Medardo Pantoja,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0040
637,Museo Mitre,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0438
638,"Museo Nacional de Arte Moderno ""Carlos Mérida""",1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0069
639,Museo Nacional del Petróleo,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0038
640,Museo Naval del Caribe,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0307
641,Museo Nemqueteba Corporación Cultural de Cucunuba,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0308
642,Museo Notarial Argentino,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0255
