cluster_key,source_family,region,theme,five_year_bucket,actual_year_span,global_scope_policy,cluster_size,role_rows,packet_scale,packet_readiness,cover_main_requirement,normal_main_policy,normal_main_target_min,sub_target_min,sub_target_max,appendix_policy,card_policy,minimum_text_pages,editorial_page_requirement,reading_note_requirement,folder_directory_mode,content_tree_depth,layout_family,node_explanation_required,reason
Global / transnational|Modern typography and layout|Wikimedia Commons|1970-1974,Wikimedia Commons,Global / transnational,Modern typography and layout,1970-1974,1970-1974,global_host_requires_scope_review,673,673,large,scope_review_before_packet,cover_main_required,multiple_normal_mains_allowed_under_cover,10,10,355,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,15,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),large_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=large; sub_candidates=355; card_candidates=250; scope=global_host_requires_scope_review; lane=macro_cluster_needs_split
Aotearoa New Zealand|Postwar exhibition and cultural posters|DigitalNZ|2020-2024,DigitalNZ,Aotearoa New Zealand,Postwar exhibition and cultural posters,2020-2024,2020-2020,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,0,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Aotearoa New Zealand|Public health and social communication|Auckland Libraries Heritage Collections / CONTENTdm|1990-1994,Auckland Libraries Heritage Collections / CONTENTdm,Aotearoa New Zealand,Public health and social communication,1990-1994,1993-1993,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Aotearoa New Zealand|Public health and social communication|DigitalNZ|2010-2014,DigitalNZ,Aotearoa New Zealand,Public health and social communication,2010-2014,2011-2011,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Aotearoa New Zealand|Travel and transport poster culture|DigitalNZ|1955-1959,DigitalNZ,Aotearoa New Zealand,Travel and transport poster culture,1955-1959,1955-1955,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,single_normal_main_expected,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Aotearoa New Zealand|Travel and transport poster culture|DigitalNZ|1980-1984,DigitalNZ,Aotearoa New Zealand,Travel and transport poster culture,1980-1984,1981-1981,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,0,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Aotearoa New Zealand|Travel and transport poster culture|DigitalNZ|2005-2009,DigitalNZ,Aotearoa New Zealand,Travel and transport poster culture,2005-2009,2009-2009,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Aotearoa New Zealand|Travel and transport poster culture|Wikimedia Commons|1875-1879,Wikimedia Commons,Aotearoa New Zealand,Travel and transport poster culture,1875-1879,1876-1876,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,single_normal_main_expected,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Aotearoa New Zealand|Travel and transport poster culture|Wikimedia Commons|1905-1909,Wikimedia Commons,Aotearoa New Zealand,Travel and transport poster culture,1905-1909,1906-1906,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Aotearoa New Zealand|World War and public-information graphics|Wikimedia Commons|1850-1854,Wikimedia Commons,Aotearoa New Zealand,World War and public-information graphics,1850-1854,1853-1853,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,single_normal_main_expected,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Aotearoa New Zealand|World War and public-information graphics|Wikimedia Commons|1865-1869,Wikimedia Commons,Aotearoa New Zealand,World War and public-information graphics,1865-1869,1865-1865,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,single_normal_main_expected,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Aotearoa New Zealand|World War and public-information graphics|Wikimedia Commons|1875-1879,Wikimedia Commons,Aotearoa New Zealand,World War and public-information graphics,1875-1879,1875-1875,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,single_normal_main_expected,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Aotearoa New Zealand|World War and public-information graphics|Wikimedia Commons|1900-1904,Wikimedia Commons,Aotearoa New Zealand,World War and public-information graphics,1900-1904,1902-1902,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,single_normal_main_expected,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Aotearoa New Zealand|World War and public-information graphics|Wikimedia Commons|1905-1909,Wikimedia Commons,Aotearoa New Zealand,World War and public-information graphics,1905-1909,1908-1908,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,0,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Aotearoa New Zealand|World War and public-information graphics|Wikimedia Commons|1915-1919,Wikimedia Commons,Aotearoa New Zealand,World War and public-information graphics,1915-1919,1916-1916,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,0,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Aotearoa New Zealand|World War and public-information graphics|Wikimedia Commons|1925-1929,Wikimedia Commons,Aotearoa New Zealand,World War and public-information graphics,1925-1929,1928-1928,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Aotearoa New Zealand|World War and public-information graphics|Wikimedia Commons|1930-1934,Wikimedia Commons,Aotearoa New Zealand,World War and public-information graphics,1930-1934,1930-1930,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,single_normal_main_expected,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Aotearoa New Zealand|World War and public-information graphics|Wikimedia Commons|1965-1969,Wikimedia Commons,Aotearoa New Zealand,World War and public-information graphics,1965-1969,1965-1965,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,single_normal_main_expected,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Argentina|Corporate identity and design systems|Wikimedia Commons|1915-1919,Wikimedia Commons,Argentina,Corporate identity and design systems,1915-1919,1915-1915,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,single_normal_main_expected,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Argentina|Corporate identity and design systems|Wikimedia Commons|1965-1969,Wikimedia Commons,Argentina,Corporate identity and design systems,1965-1969,1965-1965,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Argentina|Corporate identity and design systems|Wikimedia Commons|2010-2014,Wikimedia Commons,Argentina,Corporate identity and design systems,2010-2014,2010-2010,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,single_normal_main_expected,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Argentina|Modern typography and layout|Wikimedia Commons|1840-1844,Wikimedia Commons,Argentina,Modern typography and layout,1840-1844,1842-1842,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,0,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Argentina|Modern typography and layout|Wikimedia Commons|1850-1854,Wikimedia Commons,Argentina,Modern typography and layout,1850-1854,1853-1853,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,single_normal_main_expected,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Argentina|Modern typography and layout|Wikimedia Commons|1980-1984,Wikimedia Commons,Argentina,Modern typography and layout,1980-1984,1980-1980,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,single_normal_main_expected,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Argentina|Modern typography and layout|Wikimedia Commons|1985-1989,Wikimedia Commons,Argentina,Modern typography and layout,1985-1989,1985-1985,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,single_normal_main_expected,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Argentina|World War and public-information graphics|Wikimedia Commons|1840-1844,Wikimedia Commons,Argentina,World War and public-information graphics,1840-1844,1840-1840,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Argentina|World War and public-information graphics|Wikimedia Commons|1850-1854,Wikimedia Commons,Argentina,World War and public-information graphics,1850-1854,1850-1850,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Argentina|World War and public-information graphics|Wikimedia Commons|1920-1924,Wikimedia Commons,Argentina,World War and public-information graphics,1920-1924,1920-1920,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,single_normal_main_expected,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Argentina|World War and public-information graphics|Wikimedia Commons|1940-1944,Wikimedia Commons,Argentina,World War and public-information graphics,1940-1944,1942-1942,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Argentina|World War and public-information graphics|Wikimedia Commons|1950-1954,Wikimedia Commons,Argentina,World War and public-information graphics,1950-1954,1950-1950,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Argentina|World War and public-information graphics|Wikimedia Commons|1965-1969,Wikimedia Commons,Argentina,World War and public-information graphics,1965-1969,1968-1968,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,0,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Armenia|Modern typography and layout|Wikimedia Commons|1860-1864,Wikimedia Commons,Armenia,Modern typography and layout,1860-1864,1864-1864,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,0,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Armenia|Modern typography and layout|Wikimedia Commons|1885-1889,Wikimedia Commons,Armenia,Modern typography and layout,1885-1889,1888-1888,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,0,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Armenia|Modern typography and layout|Wikimedia Commons|1905-1909,Wikimedia Commons,Armenia,Modern typography and layout,1905-1909,1905-1905,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,0,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Armenia|Modern typography and layout|Wikimedia Commons|1925-1929,Wikimedia Commons,Armenia,Modern typography and layout,1925-1929,1927-1927,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,0,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Armenia|Modern typography and layout|Wikimedia Commons|1950-1954,Wikimedia Commons,Armenia,Modern typography and layout,1950-1954,1950-1950,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,0,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Armenia|Modern typography and layout|Wikimedia Commons|1985-1989,Wikimedia Commons,Armenia,Modern typography and layout,1985-1989,1988-1988,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,0,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Armenia|Modern typography and layout|Wikimedia Commons|2005-2009,Wikimedia Commons,Armenia,Modern typography and layout,2005-2009,2008-2008,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,single_normal_main_expected,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Armenia|World War and public-information graphics|Wikimedia Commons|1915-1919,Wikimedia Commons,Armenia,World War and public-information graphics,1915-1919,1916-1916,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Armenia|World War and public-information graphics|Wikimedia Commons|2005-2009,Wikimedia Commons,Armenia,World War and public-information graphics,2005-2009,2009-2009,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,single_normal_main_expected,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Australia / Indigenous|Modern typography and layout|NAIDOC Poster Gallery|2015-2019,NAIDOC Poster Gallery,Australia / Indigenous,Modern typography and layout,2015-2019,2015-2015,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Australia / Indigenous|Modern typography and layout|Wikimedia Commons|1855-1859,Wikimedia Commons,Australia / Indigenous,Modern typography and layout,1855-1859,1856-1856,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,0,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
