surface_id,capture_id,packet_id,current_publication_role,current_surface_type,recommended_role,recommendation_confidence,recommendation_reason,anchor_score,relation_density,title,year,region,theme,medium,movement,source_name,image_state,source_reading_text_length,reading_text_length,completeness_score
SURF-CCT2026R03194,CCT2026R03194,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,71,0,Struggle-Return-Liberation.jpg,1968,Palestine / transnational,Modern typography and layout,Poster,Palestinian liberation and solidarity poster culture,Wikimedia Commons file source / Struggle-Return-Liberation.jpg / page 139995173,IMG03,686,2837,97
SURF-CRG2026R1806,CRG2026R1806,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,64,0,"Support American G.I.'s, bring them home now LCCN2015648071.tif",1968,United States,Modern typography and layout,Poster,,"Wikimedia Commons file source / Support American G.I.'s, bring them home now LCCN2015648071.tif / page 66040146",IMG03,714,2821,97
SURF-CAW2026R02750,CAW2026R02750,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,40,0,TCD 1969 MiNr0263U mt B002.jpg,1968,Mexico,World War and public-information graphics,Graphic design object record,,Wikimedia Commons file source / TCD 1969 MiNr0263U mt B002.jpg / page 80015602,IMG03,1647,3485,97
SURF-CRG2026R1807,CRG2026R1807,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,40,0,Teorema - Pasolini.JPG,1968,Global / transnational,Modern typography and layout,Graphic design object record,,Wikimedia Commons file source / Teorema - Pasolini.JPG / page 46140155,IMG03,659,2740,95
SURF-CRG2026R1808,CRG2026R1808,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,33,0,Teorema 1.jpg,1968,Global / transnational,Modern typography and layout,Graphic design object record,,Wikimedia Commons file source / Teorema 1.jpg / page 57451048,IMG03,390,2652,91
SURF-CRG2026R1809,CRG2026R1809,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,25,0,Terence Stamp in Tre passi nel delirio.jpg,1968,Global / transnational,Modern typography and layout,Graphic design object record,,Wikimedia Commons file source / Terence Stamp in Tre passi nel delirio.jpg / page 69393002,IMG03,177,2644,79
SURF-CRG2026R1818,CRG2026R1818,PKT02104,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,71,4,Tet Offensive 1968 cover page.jpg,1968,Vietnam,Modern typography and layout,Publication design,,Wikimedia Commons file source / Tet Offensive 1968 cover page.jpg / page 84820088,IMG03,322,2614,91
SURF-CCT2026R02692,CCT2026R02692,PKT00580,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,58,5,The Love Game movie poster.jpg,1968,Iran,Modern typography and layout,Poster,,Wikimedia Commons file source / The Love Game movie poster.jpg / page 89028660,IMG03,150,2660,79
SURF-CRG2026R1810,CRG2026R1810,PKT00733,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,54,3,The Man Who Lost His Shadow.jpg,1968,Global / transnational,Modern typography and layout,Poster,,Wikimedia Commons file source / The Man Who Lost His Shadow.jpg / page 116547499,IMG03,146,2492,79
SURF-CRG2026R1778,CRG2026R1778,PKT02063,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,71,5,The Splendor of Love.jpg,1968,Egypt,Modern typography and layout,Poster,,Wikimedia Commons file source / The Splendor of Love.jpg / page 123429235,IMG03,279,2592,91
SURF-CRG2026R1811,CRG2026R1811,PKT00258,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,88,47,U. S. Halts Bombing of North Viet-Nam - DPLA - 39f7b43259e8c43b662907d857ae8103 (page 12).gif,1968,Global / transnational,Modern typography and layout,Graphic design object record,,Wikimedia Commons file source / U. S. Halts Bombing of North Viet-Nam - DPLA - 39f7b43259e8c43b662907d857ae8103 (page 12).gif / page 73757575,IMG03,1040,3082,97
SURF-CRG2026R1812,CRG2026R1812,PKT00258,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,88,47,U. S. Halts Bombing of North Viet-Nam - DPLA - 39f7b43259e8c43b662907d857ae8103 (page 13).gif,1968,Global / transnational,Modern typography and layout,Graphic design object record,,Wikimedia Commons file source / U. S. Halts Bombing of North Viet-Nam - DPLA - 39f7b43259e8c43b662907d857ae8103 (page 13).gif / page 73757577,IMG03,1101,3073,97
SURF-CRG2026R1813,CRG2026R1813,PKT00258,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,88,47,U. S. Halts Bombing of North Viet-Nam - DPLA - 39f7b43259e8c43b662907d857ae8103 (page 8).gif,1968,Global / transnational,Modern typography and layout,Graphic design object record,,Wikimedia Commons file source / U. S. Halts Bombing of North Viet-Nam - DPLA - 39f7b43259e8c43b662907d857ae8103 (page 8).gif / page 73757570,IMG03,1101,3078,97
SURF-CAW2026R02742,CAW2026R02742,PKT02071,main_sheet,sheet,card_or_appendix_candidate,medium,Packet member has weak/context/stamp/event signal.,41,5,Usairmailstamp-C72.jpg,1968,China / Hong Kong,Modern typography and layout,Graphic design object record,,Wikimedia Commons file source / Usairmailstamp-C72.jpg / page 16962209,IMG03,358,2900,89
SURF-CRG2026R1814,CRG2026R1814,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,54,0,Vixen poster 01.jpg,1968,Global / transnational,Modern typography and layout,Poster,,Wikimedia Commons file source / Vixen poster 01.jpg / page 18512235,IMG03,261,2681,91
SURF-MC1930R090,MC1930R090,PKT01086,main_sheet,sheet,main_sheet_anchor_candidate,high,Best-ranked packet anchor with relation density.,77,8,Wanted Good Men,1968,United Kingdom,Midcentury modern graphic communication,Poster,,V&A Collections API,IMG02,557,2105,100
SURF-CRB2026V2R0282,CRB2026V2R0282,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,61,0,"Why Georgian? poster at Soldiers Monument Ohio University Athena yearbook, 1968 (page 62 crop).jpg",1968,Georgia,Modern typography and layout,Poster,,"Wikimedia Commons file source / Why Georgian? poster at Soldiers Monument Ohio University Athena yearbook, 1968 (page 62 crop).jpg / page 153654574",IMG03,305,2874,89
SURF-CCT2026R02693,CCT2026R02693,PKT02187,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,65,4,"Zan-e Rooz cover, Issue 148 - 6 January 1968.jpg",1968,Iran,Modern typography and layout,Publication design,,"Wikimedia Commons file source / Zan-e Rooz cover, Issue 148 - 6 January 1968.jpg / page 64451762",IMG03,373,2792,91
SURF-CRG2026R1815,CRG2026R1815,PKT01536,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,78,30,"Zan-e Rooz magazine cover, Issue 158 - 16 March 1968.jpg",1968,Global / transnational,Modern typography and layout,Publication design,,"Wikimedia Commons file source / Zan-e Rooz magazine cover, Issue 158 - 16 March 1968.jpg / page 64436840",IMG03,259,2768,91
SURF-GA1970R119,GA1970R119,PKT01116,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,67,7,"[Mai 1968]. Fer de lance de l'exploitation. La publicité, [août 1968]. Atelier populaire : [affiche] / [non identifié]",1968,France,Midcentury modern graphic communication,Graphic design object record,,Gallica / BnF APIs,IMG03,248,1887,86
SURF-GAX1970R120,GAX1970R120,PKT01116,main_sheet,sheet,main_sheet_manual_review,medium,Packet anchor candidate but needs editorial/source-depth review.,69,7,"[Mai 1968]. Oui à la Révolution, Comité d'action des publicitaires : [affiche] / [non identifié]",1968,France,Midcentury modern graphic communication,Graphic design object record,,Gallica / BnF APIs,IMG03,316,1896,92
SURF-CCT2026R02694,CCT2026R02694,PKT00950,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,76,20,آواره های تهران.jpg,1968,Iran,Modern typography and layout,Poster,,Wikimedia Commons file source / آواره های تهران.jpg / page 155975338,IMG03,220,2753,85
SURF-CCT2026R02695,CCT2026R02695,PKT00950,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,81,20,جاده زرین سمرقند (پوستر).jpg,1968,Iran,Modern typography and layout,Poster,,Wikimedia Commons file source / جاده زرین سمرقند (پوستر).jpg / page 156018686,IMG03,360,2938,91
SURF-CCT2026R02696,CCT2026R02696,PKT00950,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,78,20,سنگ صبور.jpg,1968,Iran,Modern typography and layout,Poster,,Wikimedia Commons file source / سنگ صبور.jpg / page 130887453,IMG03,272,2712,91
SURF-CCT2026R02697,CCT2026R02697,PKT00950,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,81,20,سکه دو رو.jpg,1968,Iran,Modern typography and layout,Poster,,Wikimedia Commons file source / سکه دو رو.jpg / page 130885602,IMG03,381,2719,91
SURF-CCT2026R02698,CCT2026R02698,PKT00950,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,81,20,شرح حال.jpg,1968,Iran,Modern typography and layout,Poster,,Wikimedia Commons file source / شرح حال.jpg / page 131035470,IMG03,361,2592,91
SURF-CRG2026R1816,CRG2026R1816,PKT00950,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,80,20,چرخ بازیگر (پوستر).jpg,1968,Iran,Modern typography and layout,Poster,,Wikimedia Commons file source / چرخ بازیگر (پوستر).jpg / page 156019467,IMG03,353,2519,91
SURF-CGS2026R0007,CGS2026R0007,,card,card,card,high,Already card/support context.,12,0,一定要解放台湾文革海报.jpg,1968,China / Hong Kong,Modern typography and layout,Poster,,Wikimedia Commons file source / 一定要解放台湾文革海报.jpg / page 128990058,IMG03,335,2768,91
SURF-CAW2026R02784,CAW2026R02784,PKT01529,main_sheet,sheet,card_or_appendix_candidate,medium,Packet member has weak/context/stamp/event signal.,56,33,1969 Indonesia stamp Murex ternispina.jpg,1969,Indonesia,Modern typography and layout,Graphic design object record,,Wikimedia Commons file source / 1969 Indonesia stamp Murex ternispina.jpg / page 64341314,IMG03,331,2587,91
SURF-CAW2026R02767,CAW2026R02767,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,66,0,21 October 1969 SRC Bloodless Revolution poster.png,1969,Ethiopia,Modern typography and layout,Poster,,Wikimedia Commons file source / 21 October 1969 SRC Bloodless Revolution poster.png / page 122914565,IMG03,264,2612,91
SURF-CAW2026R02786,CAW2026R02786,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,52,0,40th ARRS pararescueman eases rescue litter into HH-53B.jpg,1969,Thailand,World War and public-information graphics,Graphic design object record,,Wikimedia Commons file source / 40th ARRS pararescueman eases rescue litter into HH-53B.jpg / page 174916524,IMG03,685,2814,97
SURF-CCT2026R00259,CCT2026R00259,PKT01986,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,64,6,Affiche du film Archie Shepp chez les Touaregs.jpg,1969,Algeria,Modern typography and layout,Poster,,Wikimedia Commons file source / Affiche du film Archie Shepp chez les Touaregs.jpg / page 175617594,IMG03,235,2797,85
SURF-CCT2026R00260,CCT2026R00260,PKT01986,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,64,6,"Affiche du film Eldridge Cleaver, Black Panther.jpg",1969,Algeria,Modern typography and layout,Poster,,"Wikimedia Commons file source / Affiche du film Eldridge Cleaver, Black Panther.jpg / page 175617685",IMG03,237,2806,85
SURF-CRG2026R1821,CRG2026R1821,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,64,0,Altamont free concert poster.jpg,1969,Global / transnational,Modern typography and layout,Poster,,Wikimedia Commons file source / Altamont free concert poster.jpg / page 84896752,IMG03,624,2790,97
SURF-CCT2026R03873,CCT2026R03873,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,43,0,Amshuverma stamp.jpg,1969,Nepal,Modern typography and layout,Graphic design object record,,Wikimedia Commons file source / Amshuverma stamp.jpg / page 99572073,IMG03,287,3053,91
SURF-CAW2026R02772,CAW2026R02772,PKT01731,main_sheet,sheet,card_or_appendix_candidate,medium,Packet member has weak/context/stamp/event signal.,61,10,Apollo-XI-Moon-landing-astronaut--amp--globe.jpg,1969,Romania,Modern typography and layout,Graphic design object record,,Wikimedia Commons file source / Apollo-XI-Moon-landing-astronaut--amp--globe.jpg / page 75090823,IMG03,413,2679,91
SURF-CAW2026R02779,CAW2026R02779,PKT01842,main_sheet,sheet,card_or_appendix_candidate,medium,Packet member has weak/context/stamp/event signal.,44,7,Astronauts-put-the-American-flag.jpg,1969,United States,Modern typography and layout,Graphic design object record,,Wikimedia Commons file source / Astronauts-put-the-American-flag.jpg / page 169112745,IMG03,255,2935,91
SURF-CCE2026R00686,CCE2026R00686,PKT01209,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,58,5,Aviso dodge argentina.jpg,1969,Argentina,Modern typography and layout,Advertisement,,Wikimedia Commons file source / Aviso dodge argentina.jpg / page 118538734,IMG03,138,2466,79
SURF-CAW2026R02769,CAW2026R02769,PKT01968,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,70,6,Battle of Neretva Picasso poster (red version).jpg,1969,Bosnia and Herzegovina,Modern typography and layout,Poster,,Wikimedia Commons file source / Battle of Neretva Picasso poster (red version).jpg / page 151079065,IMG03,185,2666,85
SURF-CAW2026R02770,CAW2026R02770,PKT01968,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,68,6,Battle of Neretva Picasso poster.jpg,1969,Bosnia and Herzegovina,Modern typography and layout,Poster,,Wikimedia Commons file source / Battle of Neretva Picasso poster.jpg / page 151079067,IMG03,171,2625,79
SURF-IR1970R069,IR1970R069,PKT00964,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,89,18,Birth Control after childbirth,1969,Unresolved region,Midcentury modern graphic communication,Graphic design object record,,Wellcome Collection Catalogue API,IMG02,550,2163,89
SURF-CRG2026R1822,CRG2026R1822,PKT00573,main_sheet,sheet,card_or_appendix_candidate,medium,Packet member has weak/context/stamp/event signal.,38,5,Birth-of-Christ-by-Neri-Di-Bicci.jpg,1969,Global / transnational,Modern typography and layout,Graphic design object record,,Wikimedia Commons file source / Birth-of-Christ-by-Neri-Di-Bicci.jpg / page 170890903,IMG03,233,3026,85
SURF-CAW2026R02773,CAW2026R02773,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,64,0,Black and Puerto Rican control of Black and Puerto Rican education LCCN2015648064.jpg,1969,Latin America,Modern typography and layout,Poster,,Wikimedia Commons file source / Black and Puerto Rican control of Black and Puerto Rican education LCCN2015648064.jpg / page 66039759,IMG03,659,2798,97
SURF-CAW2026R02774,CAW2026R02774,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,64,0,Black and Puerto Rican control of Black and Puerto Rican education LCCN2015648064.tif,1969,Latin America,Modern typography and layout,Poster,,Wikimedia Commons file source / Black and Puerto Rican control of Black and Puerto Rican education LCCN2015648064.tif / page 66039784,IMG03,879,2791,97
SURF-CCT2026R00319,CCT2026R00319,PKT02236,main_sheet,sheet,card_or_appendix_candidate,medium,Packet member has weak/context/stamp/event signal.,48,4,Cameroon stamps lot-18-1.jpg,1969,Cameroon,Modern typography and layout,Graphic design object record,,Wikimedia Commons file source / Cameroon stamps lot-18-1.jpg / page 158411835,IMG03,208,3126,85
SURF-CRG2026R1861,CRG2026R1861,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,40,0,Canadian Express by Arthur Heming.jpg,1969,India,Modern typography and layout,Publication design,,Wikimedia Commons file source / Canadian Express by Arthur Heming.jpg / page 53735872,IMG03,1191,3088,97
SURF-CCT2026R02699,CCT2026R02699,PKT01155,main_sheet,sheet,main_sheet_anchor_candidate,high,Best-ranked packet anchor with relation density.,74,6,Chaos in the Wedding movie poster.png,1969,Iran,Modern typography and layout,Poster,,Wikimedia Commons file source / Chaos in the Wedding movie poster.png / page 89023046,IMG03,544,2558,97
SURF-CRG2026R1823,CRG2026R1823,PKT00573,main_sheet,sheet,card_or_appendix_candidate,medium,Packet member has weak/context/stamp/event signal.,38,5,Charles-de-Gaulle (3).jpg,1969,Global / transnational,Modern typography and layout,Graphic design object record,,Wikimedia Commons file source / Charles-de-Gaulle (3).jpg / page 170884670,IMG03,216,2923,85
SURF-CCT2026R02631,CCT2026R02631,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,69,0,Checoslovaquia el socialismo como problema.png,1969,Venezuela,Corporate identity and design systems,Publication design,,Wikimedia Commons file source / Checoslovaquia el socialismo como problema.png / page 155690417,IMG03,521,2893,97
SURF-CPB2026R0013,CPB2026R0013,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,32,0,Corrective Move PDR Yemen postage stamp.png,1969,Global / transnational,Modern typography and layout,Graphic design object record,,Wikimedia Commons file source / Corrective Move PDR Yemen postage stamp.png / page 169548624,IMG03,321,2753,91
SURF-CRG2026R1824,CRG2026R1824,PKT01445,main_sheet,sheet,main_sheet_manual_review,medium,Packet anchor candidate but needs editorial/source-depth review.,70,3,"Courage, experience, understanding - Mario A. Procaccino, Mayor, Abraham D. Beame, Comptroller, Francis X. Smith, Council President LCCN2017646812.jpg",1969,Global / transnational,Modern typography and layout,Poster,,"Wikimedia Commons file source / Courage, experience, understanding - Mario A. Procaccino, Mayor, Abraham D. Beame, Comptroller, Francis X. Smith, Council President LCCN2017646812.jpg / page 66141585",IMG03,740,2431,97
SURF-IR1970R070,IR1970R070,PKT01086,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,63,8,Cut Travelling Time Victoria Line.,1969,United Kingdom,Travel and transport poster culture,Poster,,V&A Collections API,IMG02,188,1598,88
SURF-CCT2026R04325,CCT2026R04325,PKT00436,main_sheet,sheet,card_or_appendix_candidate,medium,Packet member has weak/context/stamp/event signal.,43,8,Dinopium everetti 1969 stamp of the Philippines.jpg,1969,Philippines,Modern typography and layout,Graphic design object record,,Wikimedia Commons file source / Dinopium everetti 1969 stamp of the Philippines.jpg / page 49655801,IMG03,181,2902,85
SURF-MC1930R091,MC1930R091,,support_packet_appendix_text,sheet,appendix_or_subsheet,high,Already support-packet role.,17,0,Dionne Warwick,1969,Unresolved region,World War and public-information graphics,Poster,,V&A Collections API,IMG04,256,1638,87
SURF-CCE2026R00687,CCE2026R00687,PKT00846,main_sheet,sheet,main_sheet_manual_review,medium,Packet anchor candidate but needs editorial/source-depth review.,70,3,Espeletia curialensis Cuatrec. (US00132102).png,1969,Colombia,Modern typography and layout,Graphic design object record,,Wikimedia Commons file source / Espeletia curialensis Cuatrec. (US00132102).png / page 146142071,IMG03,1939,3414,97
SURF-CCE2026R00688,CCE2026R00688,PKT00846,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,70,3,Espeletia curialensis Cuatrec. (US00132103).png,1969,Colombia,Modern typography and layout,Graphic design object record,,Wikimedia Commons file source / Espeletia curialensis Cuatrec. (US00132103).png / page 146142226,IMG03,1929,3410,97
SURF-CCE2026R00689,CCE2026R00689,PKT00846,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,70,3,Espeletia curialensis Cuatrec. (US00132107).png,1969,Colombia,Modern typography and layout,Graphic design object record,,Wikimedia Commons file source / Espeletia curialensis Cuatrec. (US00132107).png / page 146142517,IMG03,1929,3405,97
SURF-CAW2026R02771,CAW2026R02771,PKT00210,main_sheet,sheet,main_sheet_manual_review,medium,Packet anchor candidate but needs editorial/source-depth review.,43,3,Europa 1969 Yugoslavia Series 01.jpg,1969,Bosnia and Herzegovina,Modern typography and layout,Graphic design object record,,Wikimedia Commons file source / Europa 1969 Yugoslavia Series 01.jpg / page 80414823,IMG03,252,2692,91
SURF-CRG2026R1825,CRG2026R1825,PKT01536,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,72,30,Fatah 39 January 1969.jpg,1969,Global / transnational,Modern typography and layout,Publication design,,Wikimedia Commons file source / Fatah 39 January 1969.jpg / page 101673654,IMG03,156,2875,79
SURF-CRG2026R1826,CRG2026R1826,PKT01842,main_sheet,sheet,card_or_appendix_candidate,medium,Packet member has weak/context/stamp/event signal.,54,7,Forrestal Building Dedication Program 01.JPG,1969,United States,Modern typography and layout,Graphic design object record,,Wikimedia Commons file source / Forrestal Building Dedication Program 01.JPG / page 21609952,IMG03,800,3002,97
SURF-CRG2026R1827,CRG2026R1827,PKT00573,main_sheet,sheet,card_or_appendix_candidate,medium,Packet member has weak/context/stamp/event signal.,38,5,Frederic-Chopin-by-Eugène-Delacroix (0).jpg,1969,Global / transnational,Modern typography and layout,Graphic design object record,,Wikimedia Commons file source / Frederic-Chopin-by-Eugène-Delacroix (0).jpg / page 170882988,IMG03,238,3040,85
SURF-CRG2026R1828,CRG2026R1828,PKT01445,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,68,3,"GIs united against the war, Ft. Jackson. Fighting men LCCN2016648556.tif",1969,Global / transnational,World War and public-information graphics,Poster,,"Wikimedia Commons file source / GIs united against the war, Ft. Jackson. Fighting men LCCN2016648556.tif / page 66139615",IMG03,534,2862,97
SURF-IR1970R071,IR1970R071,PKT00964,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,91,18,General Birth Control information leaflets,1969,Unresolved region,Midcentury modern graphic communication,Graphic design object record,,Wellcome Collection Catalogue API,IMG02,1230,2835,89
SURF-GSU1970R030,GSU1970R030,PKT00694,main_sheet,sheet,main_sheet_manual_review,medium,Packet anchor candidate but needs editorial/source-depth review.,71,4,"Great Speckled Bird v. 1 no. 32 [33] (February 7, 1969)",1969,United States,Travel and transport poster culture,Graphic design object record,,Georgia State University Library Digital Collections / CONTENTdm,IMG02,792,2911,100
SURF-GSU1970R031,GSU1970R031,PKT00694,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,71,4,"Great Speckled Bird v. 2 no. 23 (August 18, 1969)",1969,United States,Travel and transport poster culture,Graphic design object record,,Georgia State University Library Digital Collections / CONTENTdm,IMG02,792,2896,100
SURF-GSU1970R032,GSU1970R032,PKT00694,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,71,4,"Great Speckled Bird v. 2 no. 39 (December 8, 1969)",1969,United States,Travel and transport poster culture,Graphic design object record,,Georgia State University Library Digital Collections / CONTENTdm,IMG02,792,2906,100
SURF-CCT2026R04326,CCT2026R04326,PKT00436,main_sheet,sheet,card_or_appendix_candidate,medium,Packet member has weak/context/stamp/event signal.,50,8,Harpactes ardens 1969 stamp of the Philippines.jpg,1969,Philippines,Modern typography and layout,Graphic design object record,,Wikimedia Commons file source / Harpactes ardens 1969 stamp of the Philippines.jpg / page 49655709,IMG03,414,3323,91
SURF-CCT2026R02700,CCT2026R02700,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,52,0,Heaven Is Not Far Away movie poster (v1).jpg,1969,Iran,Modern typography and layout,Poster,,Wikimedia Commons file source / Heaven Is Not Far Away movie poster (v1).jpg / page 89026213,IMG03,226,2824,85
SURF-CCT2026R02701,CCT2026R02701,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,51,0,Heaven Is Not Far Away movie poster (v2).jpg,1969,Iran,Modern typography and layout,Poster,,Wikimedia Commons file source / Heaven Is Not Far Away movie poster (v2).jpg / page 89026217,IMG03,182,2750,85
SURF-CCE2026R00697,CCE2026R00697,PKT00057,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,91,10,"Helix, v.8, no.1, May 22, 1969 - DPLA - b5763ff3fc95b25d6aa64228009cbee7 (page 11).jpg",1969,Vietnam,Modern typography and layout,Advertisement,,"Wikimedia Commons file source / Helix, v.8, no.1, May 22, 1969 - DPLA - b5763ff3fc95b25d6aa64228009cbee7 (page 11).jpg / page 135598072",IMG03,1284,3047,97
SURF-CCE2026R00698,CCE2026R00698,PKT00057,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,91,10,"Helix, v.8, no.1, May 22, 1969 - DPLA - b5763ff3fc95b25d6aa64228009cbee7 (page 15).jpg",1969,Vietnam,Modern typography and layout,Advertisement,,"Wikimedia Commons file source / Helix, v.8, no.1, May 22, 1969 - DPLA - b5763ff3fc95b25d6aa64228009cbee7 (page 15).jpg / page 135598082",IMG03,1284,3049,97
SURF-CCE2026R00699,CCE2026R00699,PKT00057,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,91,10,"Helix, v.8, no.1, May 22, 1969 - DPLA - b5763ff3fc95b25d6aa64228009cbee7 (page 16).jpg",1969,Vietnam,Modern typography and layout,Advertisement,,"Wikimedia Commons file source / Helix, v.8, no.1, May 22, 1969 - DPLA - b5763ff3fc95b25d6aa64228009cbee7 (page 16).jpg / page 135598086",IMG03,1284,3046,97
SURF-CCE2026R00700,CCE2026R00700,PKT00057,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,91,10,"Helix, v.8, no.1, May 22, 1969 - DPLA - b5763ff3fc95b25d6aa64228009cbee7 (page 17).jpg",1969,Vietnam,Modern typography and layout,Advertisement,,"Wikimedia Commons file source / Helix, v.8, no.1, May 22, 1969 - DPLA - b5763ff3fc95b25d6aa64228009cbee7 (page 17).jpg / page 135598088",IMG03,1284,3042,97
SURF-CCE2026R00701,CCE2026R00701,PKT00057,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,91,10,"Helix, v.8, no.1, May 22, 1969 - DPLA - b5763ff3fc95b25d6aa64228009cbee7 (page 18).jpg",1969,Vietnam,Modern typography and layout,Advertisement,,"Wikimedia Commons file source / Helix, v.8, no.1, May 22, 1969 - DPLA - b5763ff3fc95b25d6aa64228009cbee7 (page 18).jpg / page 135598091",IMG03,1284,3047,97
SURF-CAW2026R02787,CAW2026R02787,PKT00057,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,91,10,"Helix, v.8, no.1, May 22, 1969 - DPLA - b5763ff3fc95b25d6aa64228009cbee7 (page 21).jpg",1969,Vietnam,Modern typography and layout,Advertisement,,"Wikimedia Commons file source / Helix, v.8, no.1, May 22, 1969 - DPLA - b5763ff3fc95b25d6aa64228009cbee7 (page 21).jpg / page 135598100",IMG03,1284,3040,97
