capture_uid,capture_id,capture_file,source_name,source_identifier,source_title,period_band,image_state,source_reading_text_length,all_context_text_length,completeness_proxy,group_count,primary_group_id,primary_relation_label,primary_group_action,recommended_disposition,disposition_reason,requires_group_review
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0933,CRG2026R0933,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Royal Air Force 1939-1945- Bomber Command C832.jpg / page 24453250,24453250,Royal Air Force 1939-1945- Bomber Command C832.jpg,1930_1970,IMG03,950,1399,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0934,CRG2026R0934,capture_batch_commons_open_release_gate_expansion_2026_records.csv,"Wikimedia Commons file source / Royal Air Force Bomber Command, 1939-1940. C923.jpg / page 24458974",24458974,"Royal Air Force Bomber Command, 1939-1940. C923.jpg",1930_1970,IMG03,936,1386,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0935,CRG2026R0935,capture_batch_commons_open_release_gate_expansion_2026_records.csv,"Wikimedia Commons file source / Royal Air Force Bomber Command, 1939-1940. C925.jpg / page 24478405",24478405,"Royal Air Force Bomber Command, 1939-1940. C925.jpg",1930_1970,IMG03,1735,2185,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0936,CRG2026R0936,capture_batch_commons_open_release_gate_expansion_2026_records.csv,"Wikimedia Commons file source / Royal Air Force Bomber Command, 1939-1940. C927.jpg / page 24478622",24478622,"Royal Air Force Bomber Command, 1939-1940. C927.jpg",1930_1970,IMG03,1761,2211,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0937,CRG2026R0937,capture_batch_commons_open_release_gate_expansion_2026_records.csv,"Wikimedia Commons file source / Royal Air Force Bomber Command, 1939-1941 C837.jpg / page 39738941",39738941,"Royal Air Force Bomber Command, 1939-1941 C837.jpg",1930_1970,IMG03,1160,1609,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0938,CRG2026R0938,capture_batch_commons_open_release_gate_expansion_2026_records.csv,"Wikimedia Commons file source / Royal Air Force Bomber Command, 1939-1941. C496.jpg / page 24478649",24478649,"Royal Air Force Bomber Command, 1939-1941. C496.jpg",1930_1970,IMG03,1892,2342,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0939,CRG2026R0939,capture_batch_commons_open_release_gate_expansion_2026_records.csv,"Wikimedia Commons file source / Royal Air Force Bomber Command, 1939-1941. C826.jpg / page 31614926",31614926,"Royal Air Force Bomber Command, 1939-1941. C826.jpg",1930_1970,IMG03,1244,1694,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0940,CRG2026R0940,capture_batch_commons_open_release_gate_expansion_2026_records.csv,"Wikimedia Commons file source / Royal Air Force Bomber Command, 1939-1941. C835.jpg / page 31615052",31615052,"Royal Air Force Bomber Command, 1939-1941. C835.jpg",1930_1970,IMG03,1088,1538,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0941,CRG2026R0941,capture_batch_commons_open_release_gate_expansion_2026_records.csv,"Wikimedia Commons file source / Royal Air Force Bomber Command, 1939-1941. C914.jpg / page 24458965",24458965,"Royal Air Force Bomber Command, 1939-1941. C914.jpg",1930_1970,IMG03,996,1446,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0942,CRG2026R0942,capture_batch_commons_open_release_gate_expansion_2026_records.csv,"Wikimedia Commons file source / Royal Air Force Bomber Command, 1939-1941. C916.jpg / page 24458960",24458960,"Royal Air Force Bomber Command, 1939-1941. C916.jpg",1930_1970,IMG03,975,1425,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0943,CRG2026R0943,capture_batch_commons_open_release_gate_expansion_2026_records.csv,"Wikimedia Commons file source / Royal Air Force Bomber Command, 1939-1941. C917.jpg / page 24458968",24458968,"Royal Air Force Bomber Command, 1939-1941. C917.jpg",1930_1970,IMG03,1173,1623,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0944,CRG2026R0944,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Stamp Irl-USA sept 39 censorHS.jpg / page 18453475,18453475,Stamp Irl-USA sept 39 censorHS.jpg,1930_1970,IMG03,596,1029,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0945,CRG2026R0945,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Stamp of Gwalior - 1939 - Colnect 749444 - King George VI and Views - Post steamer.jpeg / page 115777783,115777783,Stamp of Gwalior - 1939 - Colnect 749444 - King George VI and Views - Post steamer.jpeg,1930_1970,IMG03,284,770,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0946,CRG2026R0946,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Sudska marka banovina hrvatska 1939 50 para.png / page 193136241,193136241,Sudska marka banovina hrvatska 1939 50 para.png,1930_1970,IMG03,276,722,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0947,CRG2026R0947,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / The RAF are Doing a Fine Job - This Plant will Help Them to Finish it! Art.IWMPST14301.jpg / page 30838375,30838375,The RAF are Doing a Fine Job - This Plant will Help Them to Finish it! Art.IWMPST14301.jpg,1930_1970,IMG03,2260,2749,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0948,CRG2026R0948,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Undercover Agent poster.jpg / page 65676957,65676957,Undercover Agent poster.jpg,1930_1970,IMG03,281,707,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0949,CRG2026R0949,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / United Nations for Freedom from Want Art.IWMPST15700.jpg / page 30842377,30842377,United Nations for Freedom from Want Art.IWMPST15700.jpg,1930_1970,IMG03,2376,2831,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0950,CRG2026R0950,capture_batch_commons_open_release_gate_expansion_2026_records.csv,"Wikimedia Commons file source / Wellington Mk IIIs of No. 30 Operational Training Unit at Hixon, Staffordshire, 6 September 1943. CH18411.jpg / page 30928414",30928414,"Wellington Mk IIIs of No. 30 Operational Training Unit at Hixon, Staffordshire, 6 September 1943. CH18411.jpg",1930_1970,IMG03,1327,1835,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0951,CRG2026R0951,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Work fight or perish (RC02370).jpg / page 3197942,3197942,Work fight or perish (RC02370).jpg,1930_1970,IMG03,860,1293,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0952,CRG2026R0952,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Zenobia Theatrical Poster (1939).jpg / page 74547712,74547712,Zenobia Theatrical Poster (1939).jpg,1930_1970,IMG03,168,603,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0953,CRG2026R0953,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Stamp of Bolivia - 1939 - Colnect 227785 - Jesus Christ.jpeg / page 115593647,115593647,Stamp of Bolivia - 1939 - Colnect 227785 - Jesus Christ.jpeg,1930_1970,IMG03,362,805,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0954,CRG2026R0954,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Poster - Island of Lost Men 01.jpg / page 17480115,17480115,Poster - Island of Lost Men 01.jpg,1930_1970,IMG03,1220,1661,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0955,CRG2026R0955,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / British 1 pound back.jpg / page 33505853,33505853,British 1 pound back.jpg,1930_1970,IMG03,2842,3141,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0956,CRG2026R0956,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / 20 mule team poster.jpg / page 58185507,58185507,20 mule team poster.jpg,1930_1970,IMG03,697,1119,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0957,CRG2026R0957,capture_batch_commons_open_release_gate_expansion_2026_records.csv,"Wikimedia Commons file source / Armstrong Whitworth Whitley Mk Vs of No. 102 Squadron RAF being prepared for a leaflet-dropping sortie at Driffield, Yorkshire, 7 March 1940. C921.jpg / page 24411819",24411819,"Armstrong Whitworth Whitley Mk Vs of No. 102 Squadron RAF being prepared for a leaflet-dropping sortie at Driffield, Yorkshire, 7 March 1940. C921.jpg",1930_1970,IMG03,1774,2323,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0958,CRG2026R0958,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Chatelaine-magazine-cover-1940s.webp / page 129427169,129427169,Chatelaine-magazine-cover-1940s.webp,1930_1970,IMG03,666,1101,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0959,CRG2026R0959,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Chit A Mhya film poster.jpg / page 109459858,109459858,Chit A Mhya film poster.jpg,1930_1970,IMG03,213,639,100,1,SRLG0145,related_but_not_same,canonical_main_with_child_text_appendix,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0960,CRG2026R0960,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Chit Yay Sin film poster.jpg / page 109461358,109461358,Chit Yay Sin film poster.jpg,1930_1970,IMG03,217,644,100,1,SRLG0145,related_but_not_same,canonical_main_with_child_text_appendix,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0961,CRG2026R0961,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Condenced Contract Bridge by Coord Roosen - 01.jpg / page 94590613,94590613,Condenced Contract Bridge by Coord Roosen - 01.jpg,1930_1970,IMG03,672,1121,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0962,CRG2026R0962,capture_batch_commons_open_release_gate_expansion_2026_records.csv,"Wikimedia Commons file source / Doug Sahm's 1963 Fender Telecaster (sunburst finish was damaged by water), late-1940s Fender Custom triple-neck steel guitar, and a copy of Stradivarius violin - Country Music Hall of...",125916560,"Doug Sahm's 1963 Fender Telecaster (sunburst finish was damaged by water), late-1940s Fender Custom triple-neck steel guitar, and a copy of Stradivarius violin - Country Music Hall of Fame and Museum (2018-08-21 13.41.23 by e Kat).jpg",1930_1970,IMG03,3586,3907,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0963,CRG2026R0963,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Electronics Illustrated Mar 1961.jpg / page 10917841,10917841,Electronics Illustrated Mar 1961.jpg,1930_1970,IMG03,2410,2845,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0964,CRG2026R0964,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Flip-side of Melvyn Douglas 1940s sepia-toned vintage portrait.jpg / page 141769159,141769159,Flip-side of Melvyn Douglas 1940s sepia-toned vintage portrait.jpg,1930_1970,IMG03,983,1448,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0965,CRG2026R0965,capture_batch_commons_open_release_gate_expansion_2026_records.csv,"Wikimedia Commons file source / Geschichte des byzantinischen Staates, Georg Ostrogorsky (1940).png / page 131599595",131599595,"Geschichte des byzantinischen Staates, Georg Ostrogorsky (1940).png",1930_1970,IMG03,630,1096,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0966,CRG2026R0966,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Gold Rush Maisie - Film Poster.jpg / page 57497338,57497338,Gold Rush Maisie - Film Poster.jpg,1930_1970,IMG03,830,1263,100,1,SRLG0180,related_but_not_same,canonical_main_with_child_text_appendix,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0967,CRG2026R0967,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Harry Hopkins Time magazine cover 1945.jpg / page 16260837,16260837,Harry Hopkins Time magazine cover 1945.jpg,1930_1970,IMG03,1441,1882,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0968,CRG2026R0968,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Japan-iceskating-1949.jpg / page 2835945,2835945,Japan-iceskating-1949.jpg,1930_1970,IMG03,1169,1593,100,1,SRLG0097,related_but_not_same,canonical_main_with_child_text_appendix,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0969,CRG2026R0969,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Keeping Company FilmPoster.jpeg / page 57557841,57557841,Keeping Company FilmPoster.jpeg,1930_1970,IMG03,825,1255,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0970,CRG2026R0970,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Muʻjam asmāʼ al-nabāt book cover.jpg / page 121403854,121403854,Muʻjam asmāʼ al-nabāt book cover.jpg,1930_1970,IMG03,346,781,100,1,SRLG0057,related_but_not_same,canonical_main_with_child_text_appendix,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0971,CRG2026R0971,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / News from England for Channel Islands.jpg / page 22565178,22565178,News from England for Channel Islands.jpg,1930_1970,IMG03,1034,1474,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0972,CRG2026R0972,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Poster - Escape (1940) 01.jpg / page 28280448,28280448,Poster - Escape (1940) 01.jpg,1930_1970,IMG03,286,714,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0973,CRG2026R0973,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Poster - Forty Little Mothers 02.jpg / page 28282899,28282899,Poster - Forty Little Mothers 02.jpg,1930_1970,IMG03,346,781,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0974,CRG2026R0974,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Poster - Forty Little Mothers 06.jpg / page 28282921,28282921,Poster - Forty Little Mothers 06.jpg,1930_1970,IMG03,346,781,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0975,CRG2026R0975,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Poster - Forty Little Mothers 08.jpg / page 28282927,28282927,Poster - Forty Little Mothers 08.jpg,1930_1970,IMG03,347,782,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0976,CRG2026R0976,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Poster - Forty Little Mothers 09.jpg / page 28282933,28282933,Poster - Forty Little Mothers 09.jpg,1930_1970,IMG03,346,781,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0977,CRG2026R0977,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Poster - New Moon (1940) 01.jpg / page 28120780,28120780,Poster - New Moon (1940) 01.jpg,1930_1970,IMG03,313,743,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0978,CRG2026R0978,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Poster - New Moon (1940) 02.jpg / page 28120775,28120775,Poster - New Moon (1940) 02.jpg,1930_1970,IMG03,312,742,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0979,CRG2026R0979,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Saung Taw Shin film poster.jpg / page 109473838,109473838,Saung Taw Shin film poster.jpg,1930_1970,IMG03,210,639,100,1,SRLG0145,related_but_not_same,canonical_main_with_child_text_appendix,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0980,CRG2026R0980,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Stamp of Aegean Islands - 1940 - Colnect 399999 - Triennial of Italy s overseas possessions.jpeg / page 115644720,115644720,Stamp of Aegean Islands - 1940 - Colnect 399999 - Triennial of Italy s overseas possessions.jpeg,1930_1970,IMG03,295,790,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0981,CRG2026R0981,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Stamp of Aegean Islands - 1940 - Colnect 400049 - Triennial of Italy s overseas possessions.jpeg / page 115644776,115644776,Stamp of Aegean Islands - 1940 - Colnect 400049 - Triennial of Italy s overseas possessions.jpeg,1930_1970,IMG03,295,790,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0982,CRG2026R0982,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Stamp of Aegean Islands - 1940 - Colnect 400051 - Triennial of Italy s overseas possessions.jpeg / page 115644802,115644802,Stamp of Aegean Islands - 1940 - Colnect 400051 - Triennial of Italy s overseas possessions.jpeg,1930_1970,IMG03,295,790,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0983,CRG2026R0983,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Stamp of Gwalior - 1940 - Colnect 752329 - SERVICE - and King George VI.jpeg / page 115777843,115777843,Stamp of Gwalior - 1940 - Colnect 752329 - SERVICE - and King George VI.jpeg,1930_1970,IMG03,336,811,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0984,CRG2026R0984,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Stamp of Gwalior - 1940 - Colnect 752333 - SERVICE - and King George VI.jpeg / page 115777871,115777871,Stamp of Gwalior - 1940 - Colnect 752333 - SERVICE - and King George VI.jpeg,1930_1970,IMG03,336,811,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0985,CRG2026R0985,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Stamp of Gwalior - 1940 - Colnect 752334 - SERVICE - and King George VI.jpeg / page 115777890,115777890,Stamp of Gwalior - 1940 - Colnect 752334 - SERVICE - and King George VI.jpeg,1930_1970,IMG03,336,811,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0986,CRG2026R0986,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Stamp of Patiala - 1940 - Colnect 749449 - SERVICE - and King George VI.jpeg / page 115789875,115789875,Stamp of Patiala - 1940 - Colnect 749449 - SERVICE - and King George VI.jpeg,1930_1970,IMG03,306,781,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0987,CRG2026R0987,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / The Swedish Angel - Wrestling Advertising Poster - 1940.jpg / page 78758529,78758529,The Swedish Angel - Wrestling Advertising Poster - 1940.jpg,1930_1970,IMG03,934,1392,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0988,CRG2026R0988,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Thuzar film poster.jpg / page 109911626,109911626,Thuzar film poster.jpg,1930_1970,IMG03,190,611,100,1,SRLG0145,related_but_not_same,canonical_main_with_child_text_appendix,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0989,CRG2026R0989,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Poster - Mexican Spitfire.jpg / page 33437075,33437075,Poster - Mexican Spitfire.jpg,1930_1970,IMG03,412,822,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0990,CRG2026R0990,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Vorbe.jpg / page 14693065,14693065,Vorbe.jpg,1930_1970,IMG03,1809,2203,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0991,CRG2026R0991,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Slovak evangelical church Stara Pazova liberation service.jpg / page 80159506,80159506,Slovak evangelical church Stara Pazova liberation service.jpg,1930_1970,IMG03,1381,1825,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0992,CRG2026R0992,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / 1941 croatia overprint 1 dinar.png / page 193141154,193141154,1941 croatia overprint 1 dinar.png,1930_1970,IMG03,320,753,100,1,SRLG0011,related_but_not_same,canonical_main_with_child_text_appendix,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0993,CRG2026R0993,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / 1941 croatia overprint 2 dinar.png / page 193141336,193141336,1941 croatia overprint 2 dinar.png,1930_1970,IMG03,320,753,100,1,SRLG0011,related_but_not_same,canonical_main_with_child_text_appendix,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0994,CRG2026R0994,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / ACOMMENT cover July 1941.jpg / page 108438269,108438269,ACOMMENT cover July 1941.jpg,1930_1970,IMG03,552,979,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0995,CRG2026R0995,capture_batch_commons_open_release_gate_expansion_2026_records.csv,"Wikimedia Commons file source / Air Raid Precautions on the British Home Front- Anti-gas Instruction, C 1941 D3905.jpg / page 24363001",24363001,"Air Raid Precautions on the British Home Front- Anti-gas Instruction, C 1941 D3905.jpg",1930_1970,IMG03,2323,2808,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0996,CRG2026R0996,capture_batch_commons_open_release_gate_expansion_2026_records.csv,"Wikimedia Commons file source / Air Raid Precautions on the British Home Front- Anti-gas Instruction, C 1941 D3907.jpg / page 24363008",24363008,"Air Raid Precautions on the British Home Front- Anti-gas Instruction, C 1941 D3907.jpg",1930_1970,IMG03,1783,2268,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0997,CRG2026R0997,capture_batch_commons_open_release_gate_expansion_2026_records.csv,"Wikimedia Commons file source / Air Raid Precautions on the British Home Front- Anti-gas Instruction, C 1941 D3941.jpg / page 24361532",24361532,"Air Raid Precautions on the British Home Front- Anti-gas Instruction, C 1941 D3941.jpg",1930_1970,IMG03,2206,2691,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0998,CRG2026R0998,capture_batch_commons_open_release_gate_expansion_2026_records.csv,"Wikimedia Commons file source / Air Raid Precautions on the British Home Front- Anti-gas Instruction, C 1941 D3946.jpg / page 24361535",24361535,"Air Raid Precautions on the British Home Front- Anti-gas Instruction, C 1941 D3946.jpg",1930_1970,IMG03,2860,3345,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
