surface_id,source_name,region,trace_state,trace_tier,tree_id,declared_edge_count,found_edge_count,object_node_gate,subject_anchor_gate,evidence_return_gate,source_root_gate,branch_class,status,note
SURF-VAM20K-01514,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,13,13,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01515,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,13,13,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01516,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,11,11,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01517,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,11,11,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01518,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,11,11,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01519,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,11,11,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01520,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,11,11,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01521,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,11,11,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01522,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,13,13,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01523,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,12,12,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01524,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,13,13,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01525,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,14,14,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01526,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,11,11,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01527,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,11,11,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01528,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,11,11,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01529,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,11,11,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01530,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,11,11,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01531,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,11,11,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01532,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,11,11,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01533,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,11,11,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01534,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,12,12,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01535,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,11,11,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01536,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,11,11,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01537,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,10,10,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01538,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,10,10,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01539,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,11,11,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01540,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,10,10,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01541,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,10,10,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01426,V&A Collections API,United Kingdom; London,accepted,source_verified,TRTREE014,14,14,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01434,V&A Collections API,Glasgow,accepted,source_verified,TRTREE014,12,12,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01435,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,9,9,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01497,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,14,14,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01506,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,12,12,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01459,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,13,13,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01383,V&A Collections API,United Kingdom; London,accepted,source_verified,TRTREE014,14,14,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01499,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,11,11,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CAW2026R03174,Creator-contributed record via Wikimedia Commons,Eastern Europe / Caucasus / Romania,accepted,source_verified,TRTREE016,4,4,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CAW2026R03177,Colnect via Wikimedia Commons,Southeast Asia / Indonesia,accepted,source_verified,TRTREE016,4,4,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CAW2026R03167,Colnect via Wikimedia Commons,Eastern Europe / Caucasus / Moldova,accepted,source_verified,TRTREE016,3,3,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CAW2026R03168,Colnect via Wikimedia Commons,Eastern Europe / Caucasus / Moldova,accepted,source_verified,TRTREE016,4,4,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CAW2026R03175,Colnect via Wikimedia Commons,Middle East and North Africa / Tunisia,accepted,source_verified,TRTREE016,4,4,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01348,V&A Collections API,United Kingdom; London,accepted,source_verified,TRTREE014,14,14,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01478,V&A Collections API,United Kingdom; London,accepted,source_verified,TRTREE014,13,13,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CAW2026R03164,Private collection scan via Wikimedia Commons,Eastern Europe / Caucasus / Georgia,accepted,source_verified,TRTREE016,3,3,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CAW2026R03165,Private collection scan via Wikimedia Commons,Eastern Europe / Caucasus / Georgia,accepted,source_verified,TRTREE016,3,3,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CAW2026R03169,Private collection scan via Wikimedia Commons,Eastern Europe / Caucasus / Moldova,accepted,source_verified,TRTREE016,3,3,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CAW2026R03171,Private collection scan via Wikimedia Commons,Eastern Europe / Caucasus / Moldova,accepted,source_verified,TRTREE016,3,3,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CAW2026R03166,Private collection scan via Wikimedia Commons,Eastern Europe / Caucasus / Latvia,accepted,source_verified,TRTREE016,4,4,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-02958,V&A Collections API,United States,accepted,source_verified,TRTREE014,9,9,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-YRGAP-REGION-0009,Rijksmuseum Data Services,Amsterdam,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CAW2026R03213,I Bolli via Wikimedia Commons,Eastern Europe / Caucasus / Serbia,accepted,source_verified,TRTREE016,4,4,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CAW2026R03215,Creator-contributed record via Wikimedia Commons,Latin America / Caribbean / Trinidad and Tobago,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CAW2026R03208,Private collection scan via Wikimedia Commons,Eastern Europe / Caucasus / Lithuania,accepted,source_verified,TRTREE016,4,4,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CAW2026R03209,Private collection scan via Wikimedia Commons,Eastern Europe / Caucasus / Lithuania,accepted,source_verified,TRTREE016,4,4,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CAW2026R03210,Private collection scan via Wikimedia Commons,Eastern Europe / Caucasus / Lithuania,accepted,source_verified,TRTREE016,4,4,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-02957,V&A Collections API,United States,accepted,source_verified,TRTREE014,13,13,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-02959,V&A Collections API,United States,accepted,source_verified,TRTREE014,10,10,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CAW2026R03218,Colnect via Wikimedia Commons,Oceania / Pacific / Papua New Guinea,accepted,source_verified,TRTREE016,4,4,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CAW2026R03216,Creator-contributed record via Wikimedia Commons,Latin America / Caribbean / Trinidad and Tobago,accepted,source_verified,TRTREE016,4,4,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CAW2026R03193,Colnect via Wikimedia Commons,Albania,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CAW2026R03179,Private collection scan via Wikimedia Commons,Central Asia / Kyrgyzstan,accepted,source_verified,TRTREE016,3,3,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CAW2026R03181,Private collection scan via Wikimedia Commons,Central Asia / Kyrgyzstan,accepted,source_verified,TRTREE016,3,3,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CAW2026R03183,Private collection scan via Wikimedia Commons,Central Asia / Tajikistan,accepted,source_verified,TRTREE016,3,3,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CAW2026R03185,Creator-contributed record via Wikimedia Commons,Central Asia / Tajikistan,accepted,source_verified,TRTREE016,5,5,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CAW2026R03186,Private collection scan via Wikimedia Commons,Central Asia / Tajikistan,accepted,source_verified,TRTREE016,3,3,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CAW2026R03188,Private collection scan via Wikimedia Commons,Central Asia / Turkmenistan,accepted,source_verified,TRTREE016,3,3,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CAW2026R03190,Creator-contributed record via Wikimedia Commons,Central Asia / Turkmenistan,accepted,source_verified,TRTREE016,3,3,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CAW2026R03191,Private collection scan via Wikimedia Commons,Central Asia / Turkmenistan,accepted,source_verified,TRTREE016,3,3,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CAW2026R03182,Private collection scan via Wikimedia Commons,Central Asia / Kyrgyzstan,accepted,source_verified,TRTREE016,3,3,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CAW2026R03203,Private collection scan via Wikimedia Commons,Eastern Europe / Caucasus / Estonia,accepted,source_verified,TRTREE016,4,4,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CAW2026R03204,Creator-contributed record via Wikimedia Commons,Eastern Europe / Caucasus / Estonia,accepted,source_verified,TRTREE016,4,4,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CAW2026R03207,Private collection scan via Wikimedia Commons,Eastern Europe / Caucasus / Latvia,accepted,source_verified,TRTREE016,4,4,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CAW2026R03205,Private collection scan via Wikimedia Commons,Eastern Europe / Caucasus / Estonia,accepted,source_verified,TRTREE016,5,5,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CAW2026R03206,Private collection scan via Wikimedia Commons,Eastern Europe / Caucasus / Estonia,accepted,source_verified,TRTREE016,4,4,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CAW2026R03211,Private collection scan via Wikimedia Commons,Eastern Europe / Caucasus / Lithuania,accepted,source_verified,TRTREE016,4,4,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CAW2026R03195,Private collection scan via Wikimedia Commons,Eastern Europe / Caucasus / Armenia,accepted,source_verified,TRTREE016,3,3,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CAW2026R03197,Private collection scan via Wikimedia Commons,Eastern Europe / Caucasus / Armenia,accepted,source_verified,TRTREE016,3,3,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CAW2026R03199,Private collection scan via Wikimedia Commons,Eastern Europe / Caucasus / Armenia,accepted,source_verified,TRTREE016,3,3,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CAW2026R03201,Private collection scan via Wikimedia Commons,Eastern Europe / Caucasus / Armenia,accepted,source_verified,TRTREE016,3,3,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-02018,V&A Collections API,United Kingdom; London,accepted,source_verified,TRTREE014,11,11,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01952,V&A Collections API,United Kingdom; London,accepted,source_verified,TRTREE014,13,13,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-02025,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,7,7,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CAW2026R03223,Private collection scan via Wikimedia Commons,Eastern Europe / Caucasus / Lithuania,accepted,source_verified,TRTREE016,4,4,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CAW2026R03224,Private collection scan via Wikimedia Commons,Eastern Europe / Caucasus / Lithuania,accepted,source_verified,TRTREE016,4,4,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CAW2026R03225,Private collection scan via Wikimedia Commons,Eastern Europe / Caucasus / Lithuania,accepted,source_verified,TRTREE016,4,4,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CAW2026R03226,Private collection scan via Wikimedia Commons,Eastern Europe / Caucasus / Lithuania,accepted,source_verified,TRTREE016,4,4,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CAW2026R03227,Private collection scan via Wikimedia Commons,Eastern Europe / Caucasus / Lithuania,accepted,source_verified,TRTREE016,4,4,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CAW2026R03228,Lithuania Post via Wikimedia Commons,Eastern Europe / Caucasus / Lithuania,accepted,metadata_supported,TRTREE017,7,7,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-02026,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,13,13,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01903,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,9,9,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01904,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,9,9,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01905,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,11,11,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01906,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,11,11,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01907,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,9,9,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01908,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,12,12,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01909,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,10,10,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01910,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,13,13,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01911,V&A Collections API,United Kingdom; London,accepted,source_verified,TRTREE014,12,12,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01912,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,11,11,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01913,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,14,14,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01914,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,10,10,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01915,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,10,10,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01916,V&A Collections API,United Kingdom; London,accepted,source_verified,TRTREE014,17,17,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01917,V&A Collections API,United Kingdom; London,accepted,source_verified,TRTREE014,12,12,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01918,V&A Collections API,United Kingdom; London,accepted,source_verified,TRTREE014,13,13,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01919,V&A Collections API,United Kingdom; London,accepted,source_verified,TRTREE014,12,12,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01920,V&A Collections API,United Kingdom; London,accepted,source_verified,TRTREE014,12,12,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01921,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,11,11,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01922,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,11,11,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01923,V&A Collections API,United Kingdom; London,accepted,source_verified,TRTREE014,12,12,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01924,V&A Collections API,United Kingdom; London,accepted,source_verified,TRTREE014,12,12,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01925,V&A Collections API,United Kingdom; London,accepted,source_verified,TRTREE014,12,12,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01926,V&A Collections API,United Kingdom; London,accepted,source_verified,TRTREE014,13,13,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01927,V&A Collections API,United Kingdom; London,accepted,source_verified,TRTREE014,13,13,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01928,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,11,11,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01929,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,10,10,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01930,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,11,11,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01931,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,10,10,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01932,V&A Collections API,United Kingdom; London,accepted,source_verified,TRTREE014,14,14,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01933,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,13,13,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01934,V&A Collections API,United Kingdom; London,accepted,source_verified,TRTREE014,15,15,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01935,V&A Collections API,United Kingdom; London,accepted,source_verified,TRTREE014,13,13,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01936,V&A Collections API,United Kingdom; London,accepted,source_verified,TRTREE014,13,13,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01937,V&A Collections API,United Kingdom; London,accepted,source_verified,TRTREE014,17,17,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01938,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,14,14,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01939,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,10,10,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01940,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,17,17,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01941,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,12,12,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01942,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,13,13,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01943,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,12,12,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01944,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,13,13,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01945,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,14,14,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01946,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,13,13,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01947,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,14,14,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01948,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,12,12,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01949,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,13,13,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01950,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,14,14,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01951,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,12,12,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01953,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,10,10,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01954,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,10,10,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01955,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,10,10,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01956,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,10,10,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01957,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,14,14,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01958,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,12,12,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01959,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,12,12,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01960,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,12,12,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01961,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,14,14,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01962,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,13,13,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01963,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,14,14,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01964,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,13,13,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01965,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,14,14,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01966,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,13,13,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-VAM20K-01967,V&A Collections API,United Kingdom,accepted,source_verified,TRTREE014,10,10,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
