source_prospect_id,source_name,source_url,region_group,subregion,country_or_territory,language_scripts,source_family,source_role,protocol_hints,rights_posture,expected_image_path,expected_text_path,credibility_tier,capture_priority,known_limitations,recommended_adapter,seed_query_or_discovery_route,last_checked,source_status,capture_record_count,img00_count,img01_count,img02_count,img03_count,img04_count,discovered_from,notes
SPV2-0112,Auckland Libraries Heritage Collections,https://kura.aucklandlibraries.govt.nz/,Oceania and Pacific,,Aotearoa New Zealand,English or local language,library_or_national_library,source_of_record_candidate,HTML; IIIF; CONTENTdm,source_hosted_or_viewer_review_required,iiif_or_source_viewer,metadata_plus_source_return,A_custodial_or_public_institution,P1_next_adapter_or_probe,,html,source_candidate_registry_v1,2026-06-01,new_edge_candidate,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,City-level visual culture source.
SPV2-0113,Pacific Manuscripts Bureau,https://asiapacific.anu.edu.au/pambu/,Oceania and Pacific,,Pacific Islands,English or local language,university_repository_or_special_collection,source_of_record_candidate,HTML; JSON-LD,link_only_until_rights_verified,source_return_or_img00,source_context_text,A_custodial_or_public_institution,P1_next_adapter_or_probe,,html,source_candidate_registry_v1,2026-06-01,new_edge_candidate,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,Pacific regional source.
SPV2-0114,Madan Puraskar Pustakalaya,https://madanpuraskar.org/,South Asia,,Nepal,English; local scripts required,library_or_national_library,source_of_record_candidate,HTML; RSS; Atom,link_only_until_rights_verified,source_return_or_img00,metadata_plus_source_return,A_custodial_or_public_institution,P1_next_adapter_or_probe,,html,source_candidate_registry_v1,2026-06-01,new_edge_candidate,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,Nepal language print source.
SPV2-0115,National Digital Library of India,https://ndl.iitkgp.ac.in/,South Asia,,,English; local scripts required,library_or_national_library,source_of_record_candidate,HTML; JSON-LD; PDF,text_only_no_image_expected,no_image_expected_text_page,source_context_text,A_custodial_or_public_institution,P1_next_adapter_or_probe,,html,source_candidate_registry_v1,2026-06-01,candidate_from_matrix,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,"design education, NID-related texts, public communication references"
SPV2-0116,National Library of India,https://www.nationallibrary.gov.in/,South Asia,,,English; local scripts required,library_or_national_library,context_source,HTML; PDF,link_only_until_rights_verified,source_return_or_img00,source_context_text,A_custodial_or_public_institution,P1_next_adapter_or_probe,,html,source_candidate_registry_v1,2026-06-01,candidate_from_matrix,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,"Indian publishing, multilingual typography, public communication context"
SPV2-0117,Roja Muthiah Research Library,https://www.rmrl.in/,South Asia,,India,English; local scripts required,library_or_national_library,source_of_record_candidate,HTML,high_review_required,source_return_or_img00,source_context_text,A_custodial_or_public_institution,P1_next_adapter_or_probe,,html,source_candidate_registry_v1,,new_edge_candidate,,,,,,,source_candidate_registry_v1,Crucial South Indian print-culture source.
SPV2-0118,South Asia Open Archives,https://www.jstor.org/site/saoa/,South Asia,,,English; local scripts required,newspaper_magazine_ocr_portal,context_source,API; PDF,text_only_no_image_expected,no_image_expected_text_page,ocr_or_periodical_text,A_custodial_or_public_institution,P1_next_adapter_or_probe,HTTP Error 403: Forbidden,api_or_pdf,source_candidate_registry_v1,2026-06-01,candidate_from_matrix,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,"text-rich South Asian print, political, and publication context"
SPV2-0119,NID Archives and institutional publications,https://www.nid.edu/,South Asia,,,English; local scripts required,university_repository_or_special_collection,source_of_record_candidate,HTML; PDF,text_only_no_image_expected,no_image_expected_text_page,source_context_text,A_custodial_or_public_institution,P1_next_adapter_or_probe,,html_or_pdf,source_candidate_registry_v1,2026-06-01,candidate_from_matrix,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,postcolonial design education and development communication
SPV2-0120,Asian Film Archive,https://asianfilmarchive.org/,Southeast Asia,,Singapore / regional,English; local languages required,community_activist_diaspora_archive,source_of_record_candidate,WordPress REST; RSS; JSON-LD,high_review_required,source_hosted_viewer_or_thumbnail,structured_metadata,B_contextual_or_community_custody,P1_next_adapter_or_probe,,wordpress rest/rss;json-ld,"film poster, title, publicity graphic source context",2026-06-01,captured,8,,,,,,source_probe_edge_v2; capture_batch_edge_wordpress_1970_2026_source_summary.csv,Regional film-publicity source.
SPV2-0121,Bophana Audiovisual Resource Center,https://bophana.org/,Southeast Asia,,Cambodia,English; local languages required,community_activist_diaspora_archive,source_of_record_candidate,WordPress REST; RSS; JSON-LD,high_review_required,source_hosted_viewer_or_thumbnail,structured_metadata,B_contextual_or_community_custody,P1_next_adapter_or_probe,,wordpress rest/rss;json-ld,Cambodia audiovisual/poster/publicity context,2026-06-01,captured,8,,,,,,source_probe_edge_v2; capture_batch_edge_wordpress_1970_2026_source_summary.csv,Underrepresented regional archive.
SPV2-0122,Grafis Nusantara,https://grafisnusantara.com/,Southeast Asia,,Indonesia,English; local languages required,community_activist_diaspora_archive,source_of_record_candidate,WordPress REST; RSS; IIIF; JSON-LD,high_review_required,iiif_or_source_viewer,structured_metadata,B_contextual_or_community_custody,P1_next_adapter_or_probe,,wordpress rest/rss;iiif;json-ld,"Indonesian labels, stickers, packaging, print ephemera",2026-06-01,probe_ok,0,,,,,,source_probe_edge_v2; source_probe_independent_asia_v1; capture_batch_edge_wordpress_1970_2026_source_summary.csv,Repeat source as high-priority adapter candidate.
SPV2-0123,Indonesian Visual Art Archive,https://archive.ivaa-online.org/,Southeast Asia,,Indonesia,English; local languages required,community_activist_diaspora_archive,source_of_record_candidate,WordPress REST; RSS,high_review_required,source_hosted_viewer_or_thumbnail,metadata_plus_source_return,B_contextual_or_community_custody,P1_next_adapter_or_probe,,wordpress rest/rss,Indonesian visual archive item/context records,2026-06-01,probe_ok,0,,,,,,source_probe_edge_v2; capture_batch_edge_wordpress_1970_2026_source_summary.csv,Alternative IVAA endpoint.
SPV2-0124,Malaysia Design Archive,https://search.malaysiadesignarchive.org/,Southeast Asia,,Malaysia,English; local languages required,community_activist_diaspora_archive,source_record_candidate,WordPress REST; RSS; ArchiveSpace; EAD; JSON-LD,high_review_required,source_hosted_viewer_or_thumbnail,structured_metadata,B_contextual_or_community_custody,P1_next_adapter_or_probe,,wordpress rest/rss;archivespace/ead;json-ld,Malaysian design item records,2026-06-01,captured,14,,,,,,source_probe_edge_v2; source_probe_independent_asia_v1; capture_batch_independent_asia_1990_2026_source_summary.csv,Already captured; keep as adapter source.
SPV2-0125,Singapore Graphic Archives,https://graphic.sg/resources/databases-archives,Southeast Asia,,Singapore,English; local languages required,community_activist_diaspora_archive,source_of_record_candidate,,high_review_required,source_hosted_viewer_or_thumbnail,metadata_plus_source_return,B_contextual_or_community_custody,P1_next_adapter_or_probe,,manual_or_html_adapter,regional design archive,2026-06-01,probe_ok,,,,,,,source_probe_independent_asia_v1,Founded as Singapore Visual Archive; likely source-guide plus records.
SPV2-0126,Museum Siam,https://www.museumsiam.org/,Southeast Asia,,Thailand,English; local languages required,general_archive_or_collection,context_source,,source_hosted_or_viewer_review_required,source_hosted_viewer_or_thumbnail,metadata_plus_source_return,C_needs_verification,P1_next_adapter_or_probe,,manual_or_html_adapter,"Thai exhibition, public visual culture, typography context",2026-06-01,probe_ok,,,,,,,source_probe_edge_v2,Museum/context source.
SPV2-0127,National Gallery Singapore Collection,https://www.nationalgallery.sg/,Southeast Asia,,Singapore,English; local languages required,general_archive_or_collection,source_of_record_candidate,JSON-LD;PDF,source_hosted_or_viewer_review_required,source_hosted_viewer_or_thumbnail,structured_metadata,C_needs_verification,P1_next_adapter_or_probe,,json-ld;pdf,Singapore and Southeast Asian modern visual culture context,2026-06-01,probe_ok,,,,,,,source_probe_edge_v2,Museum source; rights vary.
SPV2-0128,Vietnam National Museum of History,https://baotanglichsu.vn/vi,Southeast Asia,,Vietnam,English; local languages required,general_archive_or_collection,context_source,,source_hosted_or_viewer_review_required,source_hosted_viewer_or_thumbnail,metadata_plus_source_return,A_custodial_or_public_institution,P1_next_adapter_or_probe,,manual_or_html_adapter,"Vietnamese print, poster, visual culture context",2026-06-01,probe_ok,,,,,,,source_probe_edge_v2,Museum/context source.
SPV2-0129,ANRI Arsip Nasional Republik Indonesia,https://anri.go.id/,Southeast Asia,,Indonesia,English; local languages required,government_or_public_cultural_database,source_of_record_candidate,HTML; JSON-LD; PDF,link_only_until_rights_verified,source_return_or_img00,metadata_plus_source_return,A_custodial_or_public_institution,P1_next_adapter_or_probe,HTTP 403: Forbidden,html,source_candidate_registry_v1,2026-06-01,new_edge_candidate,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1; source_probe_independent_asia_v1,State communication source.
SPV2-0130,Cultural Center of the Philippines,https://culturalcenter.gov.ph/,Southeast Asia,,Philippines,English; local languages required,government_or_public_cultural_database,source_of_record_candidate,WordPress REST; RSS; JSON-LD; PDF; Atom,source_hosted_or_viewer_review_required,source_hosted_viewer_or_thumbnail,structured_metadata,A_custodial_or_public_institution,P1_next_adapter_or_probe,,wordpress rest/rss;json-ld;pdf;rss/atom,"Philippine poster, publication, exhibition context",2026-06-01,probe_ok,0,,,,,,source_probe_edge_v2; capture_batch_edge_wordpress_1970_2026_source_summary.csv,Event/publication source.
SPV2-0131,Design Center Philippines,https://www.designcenter.gov.ph/,Southeast Asia,,Philippines,English; local languages required,government_or_public_cultural_database,source_of_record_candidate,,source_hosted_or_viewer_review_required,source_hosted_viewer_or_thumbnail,metadata_plus_source_return,A_custodial_or_public_institution,P1_next_adapter_or_probe,,manual_or_html_adapter,Philippine design institution and contemporary design context,2026-06-01,probe_ok,,,,,,,source_probe_edge_v2,Institutional source.
SPV2-0132,DesignSingapore Council,https://designsingapore.org/,Southeast Asia,,Singapore,English; local languages required,government_or_public_cultural_database,source_of_record_candidate,WordPress REST; RSS; JSON-LD,source_hosted_or_viewer_review_required,source_hosted_viewer_or_thumbnail,structured_metadata,A_custodial_or_public_institution,P1_next_adapter_or_probe,,wordpress rest/rss;json-ld,"Singapore design policy, awards, exhibition context",2026-06-01,probe_ok,0,,,,,,source_probe_edge_v2; capture_batch_edge_wordpress_1970_2026_source_summary.csv,Institutional source; link-first.
SPV2-0133,Fine Arts Department Thailand,https://www.finearts.go.th/main,Southeast Asia,,Thailand,English; local languages required,government_or_public_cultural_database,source_of_record_candidate,,source_hosted_or_viewer_review_required,source_hosted_viewer_or_thumbnail,metadata_plus_source_return,A_custodial_or_public_institution,P1_next_adapter_or_probe,,manual_or_html_adapter,Thai cultural/print-history context,2026-06-01,probe_ok,,,,,,,source_probe_edge_v2,Government source; link-first.
SPV2-0134,Khastara,https://khastara.perpusnas.go.id/,Southeast Asia,,Indonesia,English or local language,government_or_public_cultural_database,source_of_record_candidate,HTML; Next; static JS,source_hosted_or_viewer_review_required,iiif_or_source_viewer,source_context_text,A_custodial_or_public_institution,P1_next_adapter_or_probe,,html,source_candidate_registry_v1,2026-06-01,candidate_from_matrix,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1; source_probe_independent_asia_v1,Strong Indonesian source for print and documentary heritage
SPV2-0135,NAS Archives Online,https://www.nas.gov.sg/archivesonline/,Southeast Asia,,Singapore,English or local language,government_or_public_cultural_database,context_source,HTML,thumbnail_or_preview_review_required,thumbnail_plus_source_return,source_context_text,A_custodial_or_public_institution,P1_next_adapter_or_probe,,html,source_candidate_registry_v1,2026-06-01,candidate_from_matrix,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1; source_probe_independent_asia_v1,High-value context source; rights-heavy
SPV2-0136,Vietnam National Archives,https://luutru.gov.vn/,Southeast Asia,,Vietnam,English; local languages required,government_or_public_cultural_database,source_of_record_candidate,HTML,link_only_until_rights_verified,source_return_or_img00,metadata_plus_source_return,A_custodial_or_public_institution,P1_next_adapter_or_probe,,html,source_candidate_registry_v1,2026-06-01,new_edge_candidate,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1; source_probe_independent_asia_v1,Government visual communication source.
SPV2-0137,Desain Grafis Indonesia,https://dgi.or.id/,Southeast Asia,,Indonesia,English; local languages required,independent_design_archive_or_publication,source_of_record_candidate,WordPress REST; RSS,high_review_required,source_hosted_viewer_or_thumbnail,source_context_text,B_contextual_or_community_custody,P1_next_adapter_or_probe,,wordpress rest/rss,Indonesian design-history text and source context,2026-06-01,captured,10,,,,,,source_probe_edge_v2; capture_batch_edge_wordpress_1970_2026_source_summary.csv,Text enrichment/source registry.
SPV2-0138,Thaipography Archive,https://www.thaipography-archive.com/,Southeast Asia,,Thailand,English; local languages required,independent_design_archive_or_publication,source_of_record_candidate,WordPress REST/RSS;Next/static JS,high_review_required,source_hosted_viewer_or_thumbnail,source_context_text,B_contextual_or_community_custody,P1_next_adapter_or_probe,,wordpress rest/rss;next/static js,regional typography archive,2026-06-01,probe_ok,,,,,,,source_probe_independent_asia_v1,Next/static site with CDN images; no open image assumption.
SPV2-0139,VietGD,https://vietgd.com/,Southeast Asia,,Vietnam,English; local languages required,independent_design_archive_or_publication,source_of_record_candidate,,high_review_required,source_hosted_viewer_or_thumbnail,source_context_text,B_contextual_or_community_custody,P1_next_adapter_or_probe,,manual_or_html_adapter,Vietnamese graphic design history context,2026-06-01,probe_ok,,,,,,,source_probe_edge_v2; source_probe_independent_asia_v1,Repeat source as P1 adapter candidate.
SPV2-0140,BiblioAsia,https://biblioasia.nlb.gov.sg/,Southeast Asia,,Singapore,English; local languages required,library_or_national_library,source_of_record_candidate,Next/static JS,source_hosted_or_viewer_review_required,source_hosted_viewer_or_thumbnail,metadata_plus_source_return,A_custodial_or_public_institution,P1_next_adapter_or_probe,,next/static js,Singapore design/print history essays and bibliographic context,2026-06-01,probe_ok,,,,,,,source_probe_edge_v2,Good text enrichment source.
SPV2-0141,Digital Library of Lao Manuscripts,https://digital.crossasia.org/digital-library-of-lao-manuscripts/,Southeast Asia,,Laos,English or local language,library_or_national_library,context_source,HTML; WordPress REST; RSS; IIIF; JSON-LD; Atom,open_candidate_review_required,open_download_or_open_api,source_context_text,A_custodial_or_public_institution,P1_next_adapter_or_probe,,html,source_candidate_registry_v1,2026-06-01,candidate_from_matrix,,,,,,,source_candidate_registry_v1; source_probe_independent_asia_v1,"More contextual than graphic-design core, but valuable for script and book culture"
SPV2-0142,National Library of the Philippines Digital Collections,https://web.nlp.gov.ph/digital-collections/,Southeast Asia,,Philippines,English; local languages required,library_or_national_library,source_of_record_candidate,HTML; PDF; RSS; Atom; WordPress REST,thumbnail_or_preview_review_required,thumbnail_plus_source_return,source_context_text,A_custodial_or_public_institution,P1_next_adapter_or_probe,,html_or_pdf,source_candidate_registry_v1,2026-06-01,candidate_from_matrix,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1; source_probe_independent_asia_v1,Valuable but technically brittle
SPV2-0143,National Library of Vietnam,https://nlv.gov.vn/,Southeast Asia,,Vietnam,English; local languages required,library_or_national_library,source_of_record_candidate,HTML,link_only_until_rights_verified,source_return_or_img00,metadata_plus_source_return,A_custodial_or_public_institution,P1_next_adapter_or_probe,,html,source_candidate_registry_v1,2026-06-01,new_edge_candidate,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1; source_probe_independent_asia_v1,Vietnamese print source.
SPV2-0144,NewspaperSG,https://eresources.nlb.gov.sg/newspapers/,Southeast Asia,,Singapore,English or local language,newspaper_magazine_ocr_portal,source_of_record_candidate,HTML,source_hosted_or_viewer_review_required,iiif_or_source_viewer,ocr_or_periodical_text,B_contextual_or_community_custody,P1_next_adapter_or_probe,,html,source_candidate_registry_v1,2026-06-01,candidate_from_matrix,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1; source_probe_independent_asia_v1,Excellent for Singapore/Malaya advertising and print culture
SPV2-0145,Dogma Collection,https://dogmacollection.com/,Southeast Asia,,Vietnam,English; local languages required,poster_film_festival_design_archive,source_of_record_candidate,,high_review_required,source_hosted_viewer_or_thumbnail,metadata_plus_source_return,C_needs_verification,P1_next_adapter_or_probe,,manual_or_html_adapter,Vietnamese propaganda poster source context,2026-06-01,probe_ok,,,,,,,source_probe_edge_v2,Private collection; link-first.
SPV2-0146,Thai Poster Archive,https://thaiposterarchive.com/,Southeast Asia,,Thailand,English; local languages required,poster_film_festival_design_archive,source_of_record_candidate,,high_review_required,source_hosted_viewer_or_thumbnail,metadata_plus_source_return,B_contextual_or_community_custody,P1_next_adapter_or_probe,,manual_or_html_adapter,regional poster archive,2026-06-01,probe_ok,,,,,,,source_probe_independent_asia_v1,May use bot protection; link-first if inaccessible.
SPV2-0147,Ateneo Rizal Library Digital Archives,https://rizal.library.ateneo.edu/,Southeast Asia,,Philippines,English; local languages required,university_repository_or_special_collection,source_of_record_candidate,HTML; RSS; Atom; JSON-LD; WordPress REST,source_hosted_or_viewer_review_required,iiif_or_source_viewer,source_context_text,A_custodial_or_public_institution,P1_next_adapter_or_probe,,html,source_candidate_registry_v1,2026-06-01,new_edge_candidate,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1; source_probe_independent_asia_v1,University source for Manila print culture.
SPV2-0148,Europeana,https://www.europeana.eu/,Western/Central Europe,,,English or local language,aggregator_or_discovery_router,aggregator_router,API; HTML,link_only_until_rights_verified,source_return_or_img00,source_context_text,B_discovery_router,P1_next_adapter_or_probe,Europeana API key not configured; source retained in matrix for targeted gap repair.,api_or_html,source_candidate_registry_v1,,captured_source_summary,0,0,0,0,0,0,source_candidate_registry_v1; capture_batch_midcentury_expansion_1931_1970_source_summary.csv,"Cross-border discovery; posters, books, magazines, prints"
SPV2-0149,London Transport Museum Collections,https://www.ltmuseum.co.uk/collections,Western/Central Europe,,United Kingdom,English or local language,general_archive_or_collection,source_of_record_candidate,HTML,link_only_until_rights_verified,source_return_or_img00,source_context_text,C_needs_verification,P1_next_adapter_or_probe,,html,source_candidate_registry_v1,,new_edge_candidate,,,,,,,source_candidate_registry_v1,Transport graphics canonical source with rich metadata.
SPV2-0150,Rijksmuseum Collection Online,https://www.rijksmuseum.nl/en/collection,Western/Central Europe,,,English or local language,general_archive_or_collection,source_of_record_candidate,API+HTML,high_review_required,no_image_expected_text_page,source_context_text,C_needs_verification,P1_next_adapter_or_probe,,api_or_html,source_candidate_registry_v1,,candidate_from_matrix,,,,,,,source_candidate_registry_v1,"Strong for design objects, prints, typography-adjacent artifacts"
SPV2-0151,V&A Collections,https://www.vam.ac.uk/collections,Western/Central Europe,,,English or local language,general_archive_or_collection,source_of_record_candidate,IIIF+API+HTML,source_hosted_or_viewer_review_required,iiif_or_source_viewer,source_context_text,C_needs_verification,P1_next_adapter_or_probe,,iiif_or_api_or_html,source_candidate_registry_v1,,candidate_from_matrix,,,,,,,source_candidate_registry_v1,Core design-history source
SPV2-0152,Deutsche Digitale Bibliothek,https://www.deutsche-digitale-bibliothek.de/,Western/Central Europe,,,English or local language,government_or_public_cultural_database,source_of_record_candidate,API; HTML,high_review_required,source_return_or_img00,source_context_text,A_custodial_or_public_institution,P1_next_adapter_or_probe,,api_or_html,source_candidate_registry_v1,,candidate_from_matrix,,,,,,,source_candidate_registry_v1,"Very good for posters, museum graphics, periodicals"
SPV2-0153,Gallica Document API,https://api.bnf.fr/fr/api-document-de-gallica,Western/Central Europe,,,English or local language,independent_design_archive_or_publication,source_of_record_candidate,IIIF+API,high_review_required,open_download_or_open_api,source_context_text,B_contextual_or_community_custody,P1_next_adapter_or_probe,,iiif_or_api,source_candidate_registry_v1,,candidate_from_matrix,,,,,,,source_candidate_registry_v1,Excellent for structured harvesting of periodicals/graphics
SPV2-0154,Biblioteca Nacional de Espana Biblioteca Digital Hispanica,https://www.bne.es/,Western/Central Europe,,Spain,Spanish,library_or_national_library,source_of_record_candidate,IIIF+HTML,source_hosted_or_viewer_review_required,iiif_or_source_viewer,source_context_text,A_custodial_or_public_institution,P1_next_adapter_or_probe,,iiif_or_html,source_candidate_registry_v1,,new_edge_candidate,,,,,,,source_candidate_registry_v1,Spanish-language print source.
SPV2-0155,Delpher,https://www.delpher.nl/,Western/Central Europe,,,English or local language,library_or_national_library,source_of_record_candidate,OAI+HTML,source_hosted_or_viewer_review_required,iiif_or_source_viewer,source_context_text,A_custodial_or_public_institution,P1_next_adapter_or_probe,,oai_or_html,source_candidate_registry_v1,,candidate_from_matrix,,,,,,,source_candidate_registry_v1,"Excellent for periodicals, ads, layout, typography history"
SPV2-0156,Gallica,https://gallica.bnf.fr/,Western/Central Europe,,,English or local language,library_or_national_library,source_of_record_candidate,IIIF; API; HTML; captured adapter; run_gallica_image_ready_1830_1970.py; run_gallica_secondary_image_ready_1830_1970.py,high_review_required,open_download_or_open_api,source_context_text,A_custodial_or_public_institution,P1_next_adapter_or_probe,Gallica SRU/IIIF protocol-family image-ready capture.,iiif_or_api_or_html,source_candidate_registry_v1,,captured_source_summary,480,0,0,30,450,0,source_candidate_registry_v1; source_dependency_ledger; capture_batch_gallica_image_ready_1830_1970_source_summary.csv; capture_batch_gallica_secondary_image_ready_1830_1970_source_summary.csv,"Very strong for print culture, posters, magazines"
SPV2-0157,Swiss National Library Helveticat / e-Helvetica,https://www.e-helvetica.nb.admin.ch/,Western/Central Europe,,Switzerland,English or local language,library_or_national_library,source_of_record_candidate,HTML,source_hosted_or_viewer_review_required,iiif_or_source_viewer,metadata_plus_source_return,A_custodial_or_public_institution,P1_next_adapter_or_probe,,html,source_candidate_registry_v1,,new_edge_candidate,,,,,,,source_candidate_registry_v1,Swiss graphic design history source.
SPV2-0158,Wellcome Library IIIF Manifests,https://wellcomecollection.org/works,Western/Central Europe,,United Kingdom,English or local language,library_or_national_library,source_of_record_candidate,IIIF+API,source_hosted_or_viewer_review_required,iiif_or_source_viewer,source_context_text,A_custodial_or_public_institution,P1_next_adapter_or_probe,,iiif_or_api,source_candidate_registry_v1,,new_edge_candidate,,,,,,,source_candidate_registry_v1,Separate IIIF layer for existing Wellcome source.
SPV2-0159,Delpher Newspapers dataset,https://www.kb.nl/en/research-find/datasets/delpher-newspapers,Western/Central Europe,,,English or local language,newspaper_magazine_ocr_portal,source_of_record_candidate,OAI; API; manual,source_hosted_or_viewer_review_required,iiif_or_source_viewer,ocr_or_periodical_text,B_contextual_or_community_custody,P1_next_adapter_or_probe,,oai_or_api,source_candidate_registry_v1,,candidate_from_matrix,,,,,,,source_candidate_registry_v1,High-value ad and printed communication corpus
SPV2-0160,Hemeroteca Digital BNE,https://hemerotecadigital.bne.es/,Western/Central Europe,,Spain,Spanish,newspaper_magazine_ocr_portal,source_of_record_candidate,HTML,source_hosted_or_viewer_review_required,iiif_or_source_viewer,ocr_or_periodical_text,A_custodial_or_public_institution,P1_next_adapter_or_probe,,html,source_candidate_registry_v1,,new_edge_candidate,,,,,,,source_candidate_registry_v1,Major text and advertising source.
SPV2-0161,University of Brighton Design Archives,https://blogs.brighton.ac.uk/brightondesignarchives/,Western/Central Europe,,United Kingdom,English or local language,university_repository_or_special_collection,source_of_record_candidate,HTML,link_only_until_rights_verified,source_return_or_img00,source_context_text,A_custodial_or_public_institution,P1_next_adapter_or_probe,,html,source_candidate_registry_v1,,new_edge_candidate,,,,,,,source_candidate_registry_v1,Major design archive outside museum API mode.
SPV2-0162,African Activist Archive,https://africanactivist.msu.edu/,Africa,,Pan-African / United States,English or local language,community_activist_diaspora_archive,source_of_record_candidate,HTML,high_review_required,iiif_or_source_viewer,source_context_text,B_contextual_or_community_custody,P2_source_family_followup,,html,source_candidate_registry_v1,2026-06-01,candidate_from_matrix,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1; source_probe_edge_v2,"anti-apartheid and liberation solidarity graphics, newsletters, campaign materials"
SPV2-0163,Digital Innovation South Africa,https://disa.ukzn.ac.za/,Africa,,,English or local language,independent_design_archive_or_publication,context_source,HTML,text_only_no_image_expected,no_image_expected_text_page,source_context_text,B_contextual_or_community_custody,P2_source_family_followup,,html,source_candidate_registry_v1,,candidate_from_matrix,,,,,,,source_candidate_registry_v1,anti-apartheid periodical and campaign context
SPV2-0164,National Library of South Africa,https://www.nlsa.ac.za/,Africa,,South Africa,English or local language,library_or_national_library,source_of_record_candidate,HTML,link_only_until_rights_verified,source_return_or_img00,metadata_plus_source_return,A_custodial_or_public_institution,P2_source_family_followup,URLError: <urlopen error timed out>,html,source_candidate_registry_v1,2026-06-01,new_edge_candidate,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,National print-culture source.
SPV2-0165,Wits Historical Papers / Medu Art Ensemble resources,https://www.wits.ac.za/,Africa,,,English or local language,university_repository_or_special_collection,context_source,HTML,link_only_until_rights_verified,source_return_or_img00,source_context_text,A_custodial_or_public_institution,P2_source_family_followup,,html,source_candidate_registry_v1,2026-06-01,candidate_from_matrix,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,Medu and anti-apartheid design context
SPV2-0166,Ginza Graphic Gallery,https://www.dnpfcp.jp/gallery/ggg/,East Asia,,Japan,Japanese; English possible,general_archive_or_collection,source_of_record_candidate,,source_hosted_or_viewer_review_required,source_hosted_viewer_or_thumbnail,metadata_plus_source_return,C_needs_verification,P2_source_family_followup,HTTP 404: Not Found,manual_or_html_adapter,Japanese graphic design exhibitions and designer context,2026-06-01,probe_ok,,,,,,,source_probe_edge_v2; source_probe_independent_asia_v1,Corrected URL; link-first.
SPV2-0167,Nippon Design Center,https://www.ndc.co.jp/,East Asia,,Japan,Japanese; English possible,general_archive_or_collection,source_of_record_candidate,,source_hosted_or_viewer_review_required,source_hosted_viewer_or_thumbnail,metadata_plus_source_return,C_needs_verification,P2_source_family_followup,,manual_or_html_adapter,Japanese postwar corporate/design institution context,2026-06-01,probe_ok,,,,,,,source_probe_edge_v2,Corporate source; link-first.
SPV2-0168,Tokyo ADC,https://www.tokyoadc.com/new/,East Asia,,Japan,Japanese; English possible,general_archive_or_collection,source_of_record_candidate,,source_hosted_or_viewer_review_required,source_hosted_viewer_or_thumbnail,metadata_plus_source_return,C_needs_verification,P2_source_family_followup,,manual_or_html_adapter,Japanese advertising and graphic award context,2026-06-01,probe_ok,,,,,,,source_probe_edge_v2,Professional organization; link-first.
SPV2-0169,Academia Sinica Digital Resources,https://digitalarchives.sinica.edu.tw/,East Asia,,Taiwan,Chinese; English possible,government_or_public_cultural_database,source_of_record_candidate,HTML,source_hosted_or_viewer_review_required,iiif_or_source_viewer,metadata_plus_source_return,A_custodial_or_public_institution,P2_source_family_followup,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",html,source_candidate_registry_v1,2026-06-01,new_edge_candidate,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,Taiwan/Chinese-language archive.
SPV2-0170,East Asian Graphics Archive,https://eastasiangraphicsarchive.com/,East Asia,,East Asia,English or local language,independent_design_archive_or_publication,source_of_record_candidate,Framer/static JS,high_review_required,source_hosted_viewer_or_thumbnail,source_context_text,B_contextual_or_community_custody,P2_source_family_followup,,framer/static js,independent design archive,2026-06-01,probe_ok,,,,,,,source_probe_independent_asia_v1,Framer site; likely JS/static scrape rather than clean API.
SPV2-0171,NDL Image Bank,https://www.ndl.go.jp/en/imagebank,East Asia,,,English or local language,independent_design_archive_or_publication,context_source,HTML,open_candidate_review_required,open_download_or_open_api,source_context_text,B_contextual_or_community_custody,P2_source_family_followup,,html,source_candidate_registry_v1,,candidate_from_matrix,,,,,,,source_candidate_registry_v1,Good starter set for visual culture and exhibition-context ingest
SPV2-0172,Shibusawa Shashi Database,https://shashi.shibusawa.or.jp/,East Asia,,,English or local language,independent_design_archive_or_publication,context_source,HTML,text_only_no_image_expected,no_image_expected_text_page,source_context_text,B_contextual_or_community_custody,P2_source_family_followup,,html,source_candidate_registry_v1,,candidate_from_matrix,,,,,,,source_candidate_registry_v1,"Japanese corporate identity, packaging, advertising, and company-history context"
