validation_sample_id,surface_id,capture_id,sample_target_marker,title,period,region,theme,source_family,image_state,initial_recommended_role,second_pass_role,second_pass_decision,second_pass_confidence,second_pass_fail_pattern,second_pass_reason,parent_candidate,second_pass_parent_status,relation_type,text_need_level,second_pass_text_status,blocker_class,payload_surface_disposition,payload_publication_role,payload_object_type,payload_medium,payload_place_text,payload_source_reading_text_length,payload_reading_text_length,payload_source_url,source_context_excerpt
MSTV0170,SURF-MX1970R042,MX1970R042,strong_soft_anchor,How To Draw Comics And Commercial Art,1914_1945,France,Modern typography and layout,Internet Archive,IMG02,keep_main,keep_main,accept_initial,medium,none,"Source and archive text support a provisional main anchor, but keep-main remains human-confirmed.",,not_required,packet_anchor,low,recommended_for_anchor_explanation,none,main_sheet,main_sheet,book / periodical / text scan,digitized text / periodical,France,1613,3053,https://archive.org/details/in.ernet.dli.2015.166701,"How To Draw Comics And Commercial Art Internet Archive / text and periodical collections Book Source: Digital Library of India Item 2015.166701 dc.contributor.author: Reglar Fellers dc.date.accessioned: 2015-07-07T00:33:48Z dc.date.available: 2015-07-07T00:33:48Z dc.date.digitalpublicationdate: 2004-09-28 dc.date.citation: 1939 dc.identifier: RMSC, IIIT-H dc.identifier.barcode: 2999990038834 dc.identifier.origpath: /data/upload/0038/839 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/166701 dc.description.numberedpages: 64 dc.description.numberedpages: 12 dc.description.scanningcentre: RMSC, IIIT-H dc.description.main: 1 dc.description.tagged: 0 dc.descript"
MSTV0221,SURF-MC1930R020,MC1930R020,support_or_card_review,"Who's who in the zoo Illustrated natural history prepared by the WPA Federal Writers Project : On sale at all book stores, zoos, and museums.",1914_1945,United States,New Deal and civic poster programs,Library of Congress,IMG01,exclude_or_deprioritize,card_context,revise_initial,medium,natural_history_topic_design_object_context,"Payload contains natural-history/geology topic language, but also poster/advertising/design-object evidence; keep as card context rather than main or exclusion.",,not_required,manual_relation_review,none,short_context_only,natural_history_geology_false_positive,main_sheet,main_sheet,1 print on board (poster) :,"1 print on board (poster) : silkscreen, color.",United States,395,2285,https://www.loc.gov/pictures/item/98514973/,"Who's who in the zoo Illustrated natural history prepared by the WPA Federal Writers Project : On sale at all book stores, zoos, and museums. Library of Congress loc.gov API Poster advertising WPA Federal Writers' Project illustrated guide to natural history. Who's who in the zoo Illustrated natural history prepared by the WPA Federal Writers Project : On sale at all book stores, zoos, and museums. is filed here as a 1 print on board (poster); 1 print on board (poster) : silkscreen, color from Library of Congress loc.gov API. The item metadata gives date evidence: [1936 or 1937]; creator/attribution: Federal Writers' Project; place evidence: United States; form/medium: 1 print on board (post"
MSTV0200,SURF-DNZPOSTR024,DNZPOSTR024,strong_soft_anchor,Ansett Australia advertising and baggage labels and various prestamped and philatelic envelopes,1970_1989,Aotearoa New Zealand,Travel and transport poster culture,DigitalNZ,IMG02,card_context,card_context,accept_initial,high,stamp_or_commemorative_context,Payload/title contains stamp or philatelic signals; treat as contextual design evidence unless manually justified as a primary design object.,Aotearoa New Zealand|Travel and transport poster culture|DigitalNZ|1980s,not_required,commemorative_context_for_packet,none,short_context_only,stamp_or_commemorative_manual,main_sheet,main_sheet,Images,; Object; Unknown,Aotearoa New Zealand,350,1982,https://trove.nla.gov.au/work/247390122,Ansett Australia advertising and baggage labels and various prestamped and philatelic envelopes DigitalNZ State emblems; Pacific exploration; Nursing; Airline industry; Advertising; Marketing; Public architecture; Baggage labels; Philatelic envelopes; Advertising stickers This leaf records Ansett Australia advertising and baggage labels and various prestamped and philatelic envelopes as a Object sourced from DigitalNZ. The item metadata gives date evidence: 1981-1986; creator/attribution: Australia Post Graphic Design Section; place evidence: Aotearoa New Zealand; form/medium: Object. The source-side description adds this evidence: State emblems; Pacific exploration; Nursing; Airline industr
MSTV0212,SURF-CAW2026R00622,CAW2026R00622,support_or_card_review,El Salvador 1893 50c Seebeck essay red orange.jpg,1850_1899,Latin America,Modern typography and layout,Wikimedia Commons,IMG03,card_context,card_context,accept_initial,high,stamp_or_commemorative_context,Payload/title contains stamp or philatelic signals; treat as contextual design evidence unless manually justified as a primary design object.,Latin America|Modern typography and layout|Wikimedia Commons file source / El Salvador 1893 50c Seebeck essay red orange.jpg / page 79674130|1890s,not_required,commemorative_context_for_packet,low,short_context_only,stamp_or_commemorative_manual,main_sheet,main_sheet,authority-weighted Commons open image record; postage stamp; postage_stamp,source-hosted open image; graphic design / visual communication candidate,Latin America / Caribbean / El Salvador,980,3029,https://commons.wikimedia.org/wiki/File:El_Salvador_1893_50c_Seebeck_essay_red_orange.jpg,"El Salvador 1893 50c Seebeck essay red orange.jpg Wikimedia Commons file source / El Salvador 1893 50c Seebeck essay red orange.jpg / page 79674130 El Salvador 1894 50c president Carlos Ezeta of El Salvador. Seebeck essay, adopted color. The issues of 1890 - 1899 were printed by the Hamilton Bank Note Co. in New York. To the order of N. F. Seebeck, who held a contract for stamps with the government of El Salvador. Of each issue several essays were produced. Reprints of some of the adopted colors were made too, Seebeck had the contractual right. The 50c was issued in this color (Sc. #84). El Salvador 1893 50c Seebeck essay red orange.jpg is an open-license Commons image record linked to Latin"
MSTV0213,SURF-CAW2026R00501,CAW2026R00501,support_or_card_review,Mexico 1887 10c Sc206 used.jpg,1850_1899,Mexico,Modern typography and layout,Wikimedia Commons,IMG03,card_context,card_context,accept_initial,high,stamp_or_commemorative_context,Payload/title contains stamp or philatelic signals; treat as contextual design evidence unless manually justified as a primary design object.,Mexico|Modern typography and layout|Wikimedia Commons file source / Mexico 1887 10c Sc206 used.jpg / page 79052672|1880s,not_required,commemorative_context_for_packet,low,short_context_only,stamp_or_commemorative_manual,main_sheet,main_sheet,authority topoff Commons open image record; postage stamp; postage_stamp,source-hosted open image; graphic design / visual communication candidate,Latin America / Caribbean / Mexico,311,2824,https://commons.wikimedia.org/wiki/File:Mexico_1887_10c_Sc206_used.jpg,"Mexico 1887 10c Sc206 used.jpg Wikimedia Commons file source / Mexico 1887 10c Sc206 used.jpg / page 79052672 Mexico 1887 10c Sc206 used. Large numeral. Without watermark, perforated 6. Paper ruled with blue lines on face of stamp. Mexico 1887 10c Sc206 used.jpg is an open-license Commons image record linked to Latin America / Caribbean / Mexico. Mexico 1887 10c Sc206 used. Large numeral. Without watermark, perforated 6. Paper ruled with blue lines on face of stamp. Mexico 1887 10c Sc206 used.jpg is presented as a source-linked authority topoff Commons open image record; postage stamp; postage_stamp; source-hosted open image; graphic design / visual communication candidate; the holding evide"
MSTV0214,SURF-CAW2026R00697,CAW2026R00697,support_or_card_review,Stamp of Transvaal - 1895 - Colnect 414634 - Wagon with One Shaft.jpeg,1850_1899,South Africa,Modern typography and layout,Wikimedia Commons,IMG03,card_context,card_context,accept_initial,high,stamp_or_commemorative_context,Payload/title contains stamp or philatelic signals; treat as contextual design evidence unless manually justified as a primary design object.,South Africa|Modern typography and layout|Wikimedia Commons file source / Stamp of Transvaal - 1895 - Colnect 414634 - Wagon with One Shaft.jpeg / page 115843982|1890s,not_required,commemorative_context_for_packet,low,short_context_only,stamp_or_commemorative_manual; weak_commons_only_manual,main_sheet,main_sheet,authority topoff Commons open image record; stamp; postage_stamp,source-hosted open image; graphic design / visual communication candidate,Africa / South Africa,179,3139,https://commons.wikimedia.org/wiki/File:Stamp_of_Transvaal_-_1895_-_Colnect_414634_-_Wagon_with_One_Shaft.jpeg,Stamp of Transvaal - 1895 - Colnect 414634 - Wagon with One Shaft.jpeg Wikimedia Commons file source / Stamp of Transvaal - 1895 - Colnect 414634 - Wagon with One Shaft.jpeg / page 115843982 The source does not provide extended descriptive prose. The item metadata gives date evidence: 1895; creator/attribution: Post of Transvaal; place evidence: Africa / South Africa; form/medium: authority topoff Commons open image record; stamp; postage_stamp; source-hosted open image; graphic design / visual communication candidate. For this reason the archive treats the page primarily as source-linked evidence rather than as a finished narrative entry. Stamp of Transvaal - 1895 - Colnect 414634 - Wagon w
MSTV0230,SURF-IR1970R016,IR1970R016,support_or_card_review,"A tuberculosis stamp showing children singing Christmas carols; advertising the sale of tuberculosis stamps. Colour lithograph (?), 1940.",1914_1945,Unresolved region,Midcentury modern graphic communication,Wellcome Collection,IMG02,card_context,card_context,accept_initial,high,stamp_or_commemorative_context,Payload/title contains stamp or philatelic signals; treat as contextual design evidence unless manually justified as a primary design object.,Unresolved region|Midcentury modern graphic communication|Wellcome Collection Catalogue API|1940s,not_required,commemorative_context_for_packet,medium,short_context_only,stamp_or_commemorative_manual; unresolved_region_or_theme_manual,main_sheet,main_sheet,Posters; Lithographs,Posters; Lithographs,Unresolved region,369,2145,https://wellcomecollection.org/works/hdh9a7xw,"A tuberculosis stamp showing children singing Christmas carols; advertising the sale of tuberculosis stamps. Colour lithograph (?), 1940. Wellcome Collection Catalogue API The poster bears the red cross of Godfrey of Bouillon, and there is another one on the depiction of the stamp A tuberculosis stamp showing children singing Christmas carols; advertising the sale of tuberculosis stamps. Colour lithograph (?), 1940. is presented as a source-linked Posters; Lithographs; the holding evidence remains with Wellcome Collection Catalogue API. The item metadata gives date evidence: 1940; creator/attribution: National Tuberculosis Association; form/medium: Posters; Lithographs. The source-side descr"
MSTV0231,SURF-CRG2026R1100,CRG2026R1100,support_or_card_review,Stamp of Aegean Islands - 1943 - Colnect 413978 - Pro assistenza Egeo.jpeg,1914_1945,Global / transnational,Modern typography and layout,Wikimedia Commons,IMG03,card_context,card_context,accept_initial,high,stamp_or_commemorative_context,Payload/title contains stamp or philatelic signals; treat as contextual design evidence unless manually justified as a primary design object.,Global / transnational|Modern typography and layout|Wikimedia Commons file source / Stamp of Aegean Islands - 1943 - Colnect 413978 - Pro assistenza Egeo.jpeg / page 115644847|1940s,not_required,commemorative_context_for_packet,medium,short_context_only,stamp_or_commemorative_manual; transnational_geography_manual; weak_commons_only_manual,main_sheet,main_sheet,release-gate open image record; stamp,source-hosted open image; graphic design / visual communication candidate,Global / transnational,206,3123,https://commons.wikimedia.org/wiki/File:Stamp_of_Aegean_Islands_-_1943_-_Colnect_413978_-_Pro_assistenza_Egeo.jpeg,Stamp of Aegean Islands - 1943 - Colnect 413978 - Pro assistenza Egeo.jpeg Wikimedia Commons file source / Stamp of Aegean Islands - 1943 - Colnect 413978 - Pro assistenza Egeo.jpeg / page 115644847 The source does not provide extended descriptive prose. The item metadata gives date evidence: 1943; creator/attribution: Post of Aegean Islands; place evidence: Global / transnational; form/medium: release-gate open image record; stamp; source-hosted open image; graphic design / visual communication candidate. For this reason the archive treats the page primarily as source-linked evidence rather than as a finished narrative entry. Stamp of Aegean Islands - 1943 - Colnect 413978 - Pro assistenza
MSTV0232,SURF-CRG2026R0670,CRG2026R0670,support_or_card_review,ITA 1933 MiNr0450 pm B002.jpg,1914_1945,Italy,Modern typography and layout,Wikimedia Commons,IMG03,card_context,card_context,accept_initial,high,stamp_or_commemorative_context,Payload/title contains stamp or philatelic signals; treat as contextual design evidence unless manually justified as a primary design object.,Italy|Modern typography and layout|Wikimedia Commons file source / ITA 1933 MiNr0450 pm B002.jpg / page 63425166|1930s,not_required,commemorative_context_for_packet,low,short_context_only,stamp_or_commemorative_manual,main_sheet,main_sheet,release-gate open image record; stamp,source-hosted open image; graphic design / visual communication candidate,Global / release gate expansion,1866,3471,https://commons.wikimedia.org/wiki/File:ITA_1933_MiNr0450_pm_B002.jpg,"ITA 1933 MiNr0450 pm B002.jpg Wikimedia Commons file source / ITA 1933 MiNr0450 pm B002.jpg / page 63425166 Stamp of the Kingdom of Italy; 1933; commemorative stamp to the "" 5th International University Games "" held in Turin in the time from 1 September 1933 until 10 September 1933 date QS:P,+1933-09-00T00:00:00Z/10,P580,+1933-09-01T00:00:00Z/11,P582,+1933-09-10T00:00:00Z/11; drawing of a statue of Benito Mussolini before an obelisk with inverted inscription ""INILOSSUM XUD"" (= ""MUSSOLINI DUX"" = ""The Leader Mussolini""); postmarked in 1933 The International University Sports Games were the precursor of the later staged Universiade (from 1959). Stamp : Michel: No. 450; Yvert & Tellier: No. 323;"
MSTV0254,SURF-CGS2026R0215,CGS2026R0215,support_or_card_review,Stamp of Indonesia - 1963 - Colnect 302602 - Indonesia stamps overprinted `Irian Barat`.jpeg,1946_1969,Argentina,Modern typography and layout,Wikimedia Commons,IMG03,card_context,card_context,accept_initial,high,stamp_or_commemorative_context,Payload/title contains stamp or philatelic signals; treat as contextual design evidence unless manually justified as a primary design object.,Argentina|Modern typography and layout|Wikimedia Commons file source / Stamp of Indonesia - 1963 - Colnect 302602 - Indonesia stamps overprinted `Irian Barat`.jpeg / page 114673975|1960s,not_required,commemorative_context_for_packet,low,short_context_only,stamp_or_commemorative_manual,main_sheet,main_sheet,open image record; stamp,source-hosted open image; graphic design / visual communication candidate,Latin America / Argentina,253,3119,https://commons.wikimedia.org/wiki/File:Stamp_of_Indonesia_-_1963_-_Colnect_302602_-_Indonesia_stamps_overprinted_%60Irian_Barat%60.jpeg,Stamp of Indonesia - 1963 - Colnect 302602 - Indonesia stamps overprinted `Irian Barat`.jpeg Wikimedia Commons file source / Stamp of Indonesia - 1963 - Colnect 302602 - Indonesia stamps overprinted `Irian Barat`.jpeg / page 114673975 The source does not provide extended descriptive prose. The item metadata gives date evidence: 1963; creator/attribution: Post of Indonesia; place evidence: Latin America / Argentina; form/medium: open image record; stamp; source-hosted open image; graphic design / visual communication candidate. For this reason the archive treats the page primarily as source-linked evidence rather than as a finished narrative entry. Stamp of Indonesia - 1963 - Colnect 302602 -
MSTV0219,SURF-CAW2026R01139,CAW2026R01139,support_or_card_review,A Portrait-of Sun Duoci by Xu Beihong.jpg,1900_1913,Uruguay,Modern typography and layout,Wikimedia Commons,IMG03,card_context,card_context,accept_initial,high,none,Payload supports context/support treatment without packet-anchor authority.,Uruguay|Modern typography and layout|Wikimedia Commons file source / A Portrait-of Sun Duoci by Xu Beihong.jpg / page 39356414|1910s,not_required,context_or_source_witness_for_packet,low,short_context_only,none,main_sheet,main_sheet,authority-weighted Commons open image record; label; label_packaging,source-hosted open image; graphic design / visual communication candidate,Latin America / Caribbean / Uruguay,353,2548,https://commons.wikimedia.org/wiki/File:A_Portrait-of_Sun_Duoci_by_Xu_Beihong.jpg,A Portrait-of Sun Duoci by Xu Beihong.jpg Wikimedia Commons file source / A Portrait-of Sun Duoci by Xu Beihong.jpg / page 39356414 Portrait-of Sun Duoci (1912-1975) A Portrait-of Sun Duoci by Xu Beihong.jpg is an open-license Commons image record linked to Latin America / Caribbean / Uruguay. Portrait-of Sun Duoci (1912-1975) A Portrait-of Sun Duoci by Xu Beihong.jpg is filed here as a authority-weighted Commons open image record; label; label_packaging; source-hosted open image; graphic design / visual communication candidate from Wikimedia Commons file source / A Portrait-of Sun Duoci by Xu Beihong.jpg / page 39356414. The item metadata gives date evidence: 1912; creator/attribution: Xu B
MSTV0224,SURF-SI1970R011,SI1970R011,support_or_card_review,Advertisement card for gospel singer Rev. Isaac C. Reddie,1914_1945,United States,Midcentury modern graphic communication,Smithsonian Open Access,IMG03,card_context,card_context,accept_initial,high,none,Payload supports context/support treatment without packet-anchor authority.,United States|Midcentury modern graphic communication|Smithsonian Open Access|1920s,not_required,context_or_source_witness_for_packet,low,short_context_only,none,main_sheet,main_sheet,advertising cards; Advertising cards,ink on paper; H x W: 9 × 6 in. (22.9 × 15.2 cm),United States,1455,2806,https://nmaahc.si.edu/object/nmaahc_2014.63.102.21,"Advertisement card for gospel singer Rev. Isaac C. Reddie Smithsonian Open Access ink on paper; H x W: 9 × 6 in. (22.9 × 15.2 cm); This advertisement card is for Rev. Isaac C. Reddie, a gospel singer, who will be performing regularly at the Bethel Baptist Church in an unidentified city. The advertisement features a black-and-white photograph of Reddie dressing in a three-piece suit and looking off frame to the right. His portrait is surrounded by printed text advertising the time and frequency of his performances, the street address of the church, and the current church pastor, Rev. C. C. Scott. The text is surrounded by a printed border of lengths of cane. An inscription is written in graph"
MSTV0242,SURF-IR1970R034,IR1970R034,support_or_card_review,"A radiologist conducting a chest x-ray of a young man in order to detect early signs of tuberculosis. Colour lithograph after A. Wilquin, 1949.",1946_1969,France,Midcentury modern graphic communication,Wellcome Collection,IMG02,card_context,card_context,accept_initial,high,stamp_or_commemorative_context,Payload/title contains stamp or philatelic signals; treat as contextual design evidence unless manually justified as a primary design object.,France|Midcentury modern graphic communication|Wellcome Collection Catalogue API|1940s,not_required,context_or_source_witness_for_packet,none,short_context_only,none,main_sheet,main_sheet,Posters; Lithographs,Posters; Lithographs,France,1222,2776,https://wellcomecollection.org/works/k59g4u7b,"A radiologist conducting a chest x-ray of a young man in order to detect early signs of tuberculosis. Colour lithograph after A. Wilquin, 1949. Wellcome Collection Catalogue API The scene is depicted with a trompe l'oeil serrated edge to remind the viewer of the stamps that could be bought as part of the anti-tuberculosis campaign. The same device appears in at least one other tuberculosis poster by Wilquin (""Le B.C.G protège contre la tuberculose"" with a figure of a winged guardian angel): see Christie's South Kensington catalogue of posters 3 February 2000, lot 132, and in another poster after a stamp by Cheffer (this catalogue no. 47684i), dated 1935 A radiologist conducting a chest x-ray"
MSTV0263,SURF-DNZPOSTR035,DNZPOSTR035,support_or_card_review,Nathalie Brown,1970_1989,Aotearoa New Zealand,Modern typography and layout,DigitalNZ,IMG02,card_context,card_context,accept_initial,high,none,Payload supports context/support treatment without packet-anchor authority.,Aotearoa New Zealand|Modern typography and layout|DigitalNZ|1980s,not_required,context_or_source_witness_for_packet,none,short_context_only,none,main_sheet,main_sheet,Images,"Paper, Photographic; ; Unknown",Aotearoa New Zealand,584,2177,https://timdc.pastperfectonline.com/photo/795D9E65-9B8B-4191-AC96-378160420040,"Nathalie Brown DigitalNZ Nathalie Brown, pictured holding a pamphlet regarding the government health system, circa 1990. There are a number of unidentified people in the background holding letters addressed to the Minister of Health.; Portrait photographs; Protesters; Protest posters; Brown, Nathalie The archive keeps Nathalie Brown as a traceable Paper, Photographic connected back to DigitalNZ. The item metadata gives date evidence: 1985-2001; place evidence: Aotearoa New Zealand; form/medium: Paper, Photographic. The source-side description adds this evidence: Nathalie Brown, pictured holding a pamphlet regarding the government health system, circa 1990. There are a number of unidentified"
MSTV0264,SURF-GSU2026R015,GSU2026R015,support_or_card_review,"Southwest - general [Mexico maps and tourist information and Gulf of Mexico industry], 1972-1974, undated",1970_1989,Georgia,Midcentury modern graphic communication,Georgia State CONTENTdm,IMG02,card_context,card_context,accept_initial,high,none,Payload supports context/support treatment without packet-anchor authority.,Georgia|Midcentury modern graphic communication|Georgia State University Library Digital Collections / CONTENTdm|1970s,not_required,context_or_source_witness_for_packet,low,short_context_only,none,main_sheet,main_sheet,Text,application/pdf; application/pdf; Text,North Carolina; West Virginia; Georgia; Southern States,646,3043,https://digitalcollections.library.gsu.edu/digital/collection/mhross/id/18679,"Southwest - general [Mexico maps and tourist information and Gulf of Mexico industry], 1972-1974, undated Georgia State University Library Digital Collections / CONTENTdm Coal miners; Communism; Labor movement; Labor unions; Elections; Political parties; Politics and government; Race relations; Racism; Congress of Industrial Organizations (U.S.); International Union of Mine, Mill, and Smelter Workers; Ross, M. H.; United Furniture Workers of America; United Mine Workers of America; Lewis, John L. (John Llewellyn), 1880-1969; Ku Klux Klan (1915- ); North Carolina; West Virginia; Georgia; Southern States Southwest - general [Mexico maps and tourist information and Gulf of Mexico industry], 197"
MSTV0266,SURF-SBC1970R0021,SBC1970R0021,support_or_card_review,African American Images Reception,1970_1989,Mexico,Corporate identity and design systems,Los Angeles Public Library Tessa / CONTENTdm,IMG02,card_context,card_context,accept_initial,high,none,Payload supports context/support treatment without packet-anchor authority.,Mexico|Corporate identity and design systems|Los Angeles Public Library Tessa / CONTENTdm|1980s,not_required,context_or_source_witness_for_packet,none,short_context_only,none,main_sheet,main_sheet,Documents,Documents,United States / Mexico / transnational,495,2693,https://tessa2.lapl.org/digital/collection/archives/id/648,"African American Images Reception Los Angeles Public Library Tessa / CONTENTdm Advertising ""African American Images"" exhibition at Brockman Gallery. Each sheet features an image by a featured artist, including John Valadez's drawing of man standing behind a boombox; and Kent Twitchell's ""Portrait of Charles White."" The archive keeps African American Images Reception as a traceable Documents connected back to Los Angeles Public Library Tessa / CONTENTdm. The item metadata gives date evidence: 1986; place evidence: United States / Mexico / transnational; form/medium: Documents. The source-side description adds this evidence: Advertising ""African American Images"" exhibition at Brockman Gallery."
MSTV0268,SURF-MC1930R094,MC1930R094,support_or_card_review,There flows from Latin America,1970_1989,United Kingdom,Midcentury modern graphic communication,V&A Collections API,IMG02,card_context,card_context,accept_initial,high,none,Payload supports context/support treatment without packet-anchor authority.,United Kingdom|Midcentury modern graphic communication|V&A Collections API|1970s,not_required,context_or_source_witness_for_packet,none,short_context_only,none,main_sheet,main_sheet,Poster,Poster,London,1010,2602,https://collections.vam.ac.uk/item/O1275009/,"There flows from Latin America V&A Collections API Portrait poster campaigning to end capitalism, as it is harming Latin America. The poster has a black background at the top and bottom, with a large dark blue section at the bottom. It also features a cut out photograph of two men, General Pinochet, director of Chile and General Videla of Argentina stood in the back of a car saluting, whilst it is being driven by a military man, with another man sat next to him, also saluting. The poster features a large amount of text. The archive keeps There flows from Latin America as a traceable Poster connected back to V&A Collections API. The item metadata gives date evidence: ca. 1970s; place evidence"
MSTV0004,SURF-ER1830R065,ER1830R065,anchor_if_editorial_text_added,To the Amputees—Join the Workforce,1914_1945,France,World War and public-information graphics,Art Institute of Chicago API,IMG00,manual_hold,manual_hold,accept_initial,high,none,Manual hold is confirmed by unresolved blocker risk.,,not_required,manual_relation_review,low,not_required,transnational_geography_manual,main_sheet,main_sheet,poster; print; prints and drawing,Color lithograph on paper,France,1030,2619,https://www.artic.edu/artworks/7933,"To the Amputees—Join the Workforce Art Institute of Chicago API This optimistic poster promises disabled veterans that they can still live a happy and productive life through labor. Published through the American Red Cross, in conjunction with the undersecretary of state of the French Military Health Service, the poster advertises apprenticeships in new professions if returning soldiers are no longer able to practice their old trades. Vignettes of amputees employing new prosthetic limbs in various factory and agricultural trades illustrate the many options veterans could… The archive keeps To the Amputees—Join the Workforce as a traceable poster; print; prints and drawing; Color lithograph o"
MSTV0005,SURF-MC1930R051,MC1930R051,anchor_if_editorial_text_added,The Search for Human Resources in Germany,1914_1945,Germany,World War and public-information graphics,Art Institute of Chicago API,IMG00,manual_hold,manual_hold,accept_initial,high,none,Manual hold is confirmed by unresolved blocker risk.,,not_required,manual_relation_review,low,not_required,transnational_geography_manual,main_sheet,main_sheet,poster; print; prints and drawing,Stencil,Russia,132,2196,https://www.artic.edu/artworks/159645,"The Search for Human Resources in Germany Art Institute of Chicago API The source does not provide extended descriptive prose. The item metadata gives date evidence: March 1944; creator/attribution: Kukryniksy (Russian, founded 1924); place evidence: Russia; form/medium: poster; print; prints and drawing; Stencil. For this reason the archive treats the page primarily as source-linked evidence rather than as a finished narrative entry. The Search for Human Resources in Germany is filed here as a poster; print; prints and drawing; Stencil from Art Institute of Chicago API. The item metadata gives date evidence: March 1944; creator/attribution: Kukryniksy (Russian, founded 1924); place evidence"
MSTV0006,SURF-MC1930R006,MC1930R006,anchor_if_editorial_text_added,By the Rushy - Fringed Bank,1914_1945,United States,World War and public-information graphics,Art Institute of Chicago API,IMG00,manual_hold,manual_hold,accept_initial,high,none,Manual hold is confirmed by unresolved blocker risk.,,not_required,manual_relation_review,low,not_required,transnational_geography_manual,main_sheet,main_sheet,poster; print; prints and drawing; lithograph,Color lithograph on cream wove paper,United States,810,2502,https://www.artic.edu/artworks/13343,"By the Rushy - Fringed Bank Art Institute of Chicago API Edward McKnight Kauffer often changed his style to suit a poster’s subject. This work does not say anything about how and when to use the Underground. Rather, the company had it created simply to please those entering or passing by a station where it was displayed. One of four posters illustrating lines from English poets, it uses washes of color to create a landscape evocative of John Milton’s verse. By the Rushy - Fringed Bank is filed here as a poster; print; prints and drawing; lithograph; Color lithograph on cream wove paper from Art Institute of Chicago API. The item metadata gives date evidence: 1932; creator/attribution: Edward"
MSTV0011,SURF-PUL1970R038,PUL1970R038,anchor_if_editorial_text_added,[Anti-Nazi propaganda poster depicting Hitler and Mussolini creating a Frankenstein-like monster].,1914_1945,United States,World War and public-information graphics,Princeton Figgy,IMG02,manual_hold,manual_hold,accept_initial,high,none,Manual hold is confirmed by unresolved blocker risk.,,not_required,manual_relation_review,low,not_required,transnational_geography_manual,main_sheet,main_sheet,Posters; Caricatures,Posters; Caricatures; 1 poster : color ; 38 x 50 cm; Visual material,United States / Princeton,177,2139,https://figgy.princeton.edu/catalog/7dae9ed1-5258-4f05-bab6-5c0b21bd44ef,[Anti-Nazi propaganda poster depicting Hitler and Mussolini creating a Frankenstein-like monster]. Princeton University Library Digital Collections / Figgy Consists of 1 poster. [Anti-Nazi propaganda poster depicting Hitler and Mussolini creating a Frankenstein-like monster]. is presented as a source-linked Posters; Caricatures; Posters; Caricatures; 1 poster : color; 38 x 50 cm; Visual material; the holding evidence remains with Princeton University Library Digital Collections / Figgy. The item metadata gives date evidence: 1943-1945; creator/attribution: United States. Office of War Information; place evidence: United States / Princeton; form/medium: Posters; Caricatures; Posters; Caricatu
MSTV0012,SURF-PUL1970R039,PUL1970R039,anchor_if_editorial_text_added,"[Anti-Nazi propaganda poster depicting Hitler as a snake charmer playing a tune for snakes in top hats, which are rising out of a basket labeled ""Fascisti Repubblicani""] / [United States Office of War Information].",1914_1945,United States,World War and public-information graphics,Princeton Figgy,IMG02,manual_hold,manual_hold,accept_initial,high,none,Manual hold is confirmed by unresolved blocker risk.,,not_required,manual_relation_review,low,not_required,transnational_geography_manual,main_sheet,main_sheet,Posters; Caricatures,Posters; Caricatures; 1 poster : color ; 36 x 51 cm; Visual material,United States / Princeton,198,2362,https://figgy.princeton.edu/catalog/5a018d92-d974-4244-8db0-4a5f6fd714bc,"[Anti-Nazi propaganda poster depicting Hitler as a snake charmer playing a tune for snakes in top hats, which are rising out of a basket labeled ""Fascisti Repubblicani""] / [United States Office of War Information]. Princeton University Library Digital Collections / Figgy Consists of 1 poster. This leaf records [Anti-Nazi propaganda poster depicting Hitler as a snake charmer playing a tune for snakes in top hats, which are rising out of a basket labeled ""Fascisti Repubblicani""] / [United States Office of War Information]. as a Posters; Caricatures; Posters; Caricatures; 1 poster : color; 36 x 51 cm; Visual material sourced from Princeton University Library Digital Collections / Figgy. The ite"
MSTV0017,SURF-IR1970R047,IR1970R047,anchor_if_editorial_text_added,Onwards to victory.,1946_1969,United Kingdom,World War and public-information graphics,Wellcome Collection,IMG00,manual_hold,manual_hold,accept_initial,high,none,Manual hold is confirmed by unresolved blocker risk.,,not_required,manual_relation_review,low,not_required,transnational_geography_manual,main_sheet,main_sheet,Encoded moving images,Encoded moving images,United Kingdom,1191,2813,https://wellcomecollection.org/works/am4wbft7,"Onwards to victory. Wellcome Collection Catalogue API Onwards to Victory, 1953. Fund-raising appeal film which attempts to build on the metaphor of science and technology's contribution to Britain's victory over Nazi Germany during World War II to persuade the public to give generously in support of the campaign to defeat the peacetime menace of cancer. Illustrated with newsreel footage of the London Blitz, the Battle of Britain, etc., fund-raising appeal posters and members of the public making donations to the British Empire Cancer Campaign in Trafalgar Square, under the watchful gaze of the lions. 1 segment. Onwards to victory. is filed here as a Encoded moving images from Wellcome Collec"
