surface_id,source_record_id,source_record_url,title,best_image_state,weighted_gap_points,local_record_found,local_capture_id,local_record_file,local_image_state,local_rights_review_required,local_license_signal,rights_signal,future_action,upgrade_recommendation,automatic_upgrade_allowed,iiif_or_viewer_available,image_url_detected_excerpt,rights_text_excerpt,rights_basis_excerpt,review_note_excerpt,citation_basis_excerpt
SURF-MX1970R018,q5n4wnmt,https://wellcomecollection.org/works/q5n4wnmt,Report of the Medical Officer of Health on the post-war re-organisation of hospitals and public health services in Liverpool / [W.M. Frazer].,IMG02,0.45,true,MX1970R018,data/capture_batch_midcentury_expansion_1931_1970_records.csv,IMG02,true,no_open_license_text,source_hosted_viewer_no_open_license_signal,keep_img02_pending_item_license_evidence,no_upgrade,false,https://iiif.wellcomecollection.org/presentation/v2/b32171924,"https://iiif.wellcomecollection.org/thumbs/b32171924_0001.jp2/full/400,/0/default.jpg",Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Source-hosted viewer candidate.,Wellcome Collection Catalogue API. Report of the Medical Officer of Health on the post-war re-organisation of hospitals and public health services in Liverpool / [W.M. Frazer].....
SURF-IR1970R063,kymcnm6f,https://wellcomecollection.org/works/kymcnm6f,"Schistosomiasis: how it is transmitted and prevented. Colour lithographs, 1963.",IMG02,0.45,true,IR1970R063,data/capture_batch_image_ready_1931_1970_records.csv,IMG02,true,no_open_license_text,source_hosted_viewer_no_open_license_signal,keep_img02_pending_item_license_evidence,no_upgrade,false,https://iiif.wellcomecollection.org/presentation/v2/b16749315,"https://iiif.wellcomecollection.org/thumbs/B16749315_0001.JP2/full/400,/0/default.jpg",Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Source-hosted viewer candidate.,"Wellcome Collection Catalogue API. Schistosomiasis: how it is transmitted and prevented. Colour lithographs, 1963.. https://wellcomecollection.org/works/kymcnm6f. Accessed 2026-05-31."
SURF-IR1970R064,y9wvcfmt,https://wellcomecollection.org/works/y9wvcfmt,Services and products - marketing,IMG02,0.45,true,IR1970R064,data/capture_batch_image_ready_1931_1970_records.csv,IMG02,true,no_open_license_text,source_hosted_viewer_no_open_license_signal,keep_img02_pending_item_license_evidence,no_upgrade,false,https://iiif.wellcomecollection.org/presentation/v2/b29447574,"https://iiif.wellcomecollection.org/thumbs/b29447574_0001.jp2/full/400,/0/default.jpg",Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Source-hosted viewer candidate.,Wellcome Collection Catalogue API. Services and products - marketing. https://wellcomecollection.org/works/y9wvcfmt. Accessed 2026-05-31.
SURF-IR1970R056,t8m4dpa4,https://wellcomecollection.org/works/t8m4dpa4,"Sexually transmitted diseases are rife after plague, tuberculosis and yellow fever have been overcome. Colour lithograph after H. Devitt Welsh.",IMG02,0.45,true,IR1970R056,data/capture_batch_image_ready_1931_1970_records.csv,IMG02,true,no_open_license_text,source_hosted_viewer_no_open_license_signal,keep_img02_pending_item_license_evidence,no_upgrade,false,https://iiif.wellcomecollection.org/presentation/v2/b17487511,"https://iiif.wellcomecollection.org/thumbs/B17487511.JP2/full/400,/0/default.jpg",Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Source-hosted viewer candidate.,"Wellcome Collection Catalogue API. Sexually transmitted diseases are rife after plague, tuberculosis and yellow fever have been overcome. Colour lithograph after H. Devitt Welsh....."
SURF-IR1970R007,c3kyq3z9,https://wellcomecollection.org/works/c3kyq3z9,Southall - Norwood,IMG02,0.45,true,IR1970R007,data/capture_batch_image_ready_1931_1970_records.csv,IMG02,true,no_open_license_text,source_hosted_viewer_no_open_license_signal,keep_img02_pending_item_license_evidence,no_upgrade,false,https://iiif.wellcomecollection.org/presentation/v2/b18644600,"https://iiif.wellcomecollection.org/thumbs/b18644600_0001.jp2/full/400,/0/default.jpg",Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Source-hosted viewer candidate.,Wellcome Collection Catalogue API. Southall - Norwood. https://wellcomecollection.org/works/c3kyq3z9. Accessed 2026-05-31.
SURF-IR1970R066,g7ww3ujy,https://wellcomecollection.org/works/g7ww3ujy,Speakers' Folder,IMG02,0.45,true,IR1970R066,data/capture_batch_image_ready_1931_1970_records.csv,IMG02,true,no_open_license_text,source_hosted_viewer_no_open_license_signal,keep_img02_pending_item_license_evidence,no_upgrade,false,https://iiif.wellcomecollection.org/presentation/v2/b18936817,"https://iiif.wellcomecollection.org/thumbs/b18936817_0001.jp2/full/400,/0/default.jpg",Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Source-hosted viewer candidate.,Wellcome Collection Catalogue API. Speakers' Folder. https://wellcomecollection.org/works/g7ww3ujy. Accessed 2026-05-31.
SURF-MX1970R015,chs7uruz,https://wellcomecollection.org/works/chs7uruz,"Syphilis: a hand opening a calendar for a year in the 1940s and revealing a crowd of people (civilians) including potential victims of syphilis. Colour lithograph after D. Fellnagel, 1941/1945.",IMG02,0.45,true,MX1970R015,data/capture_batch_midcentury_expansion_1931_1970_records.csv,IMG02,true,no_open_license_text,source_hosted_viewer_no_open_license_signal,keep_img02_pending_item_license_evidence,no_upgrade,false,https://iiif.wellcomecollection.org/presentation/v2/b1493601x,"https://iiif.wellcomecollection.org/thumbs/B1493601X.JP2/full/400,/0/default.jpg",Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Source-hosted viewer candidate.,"Wellcome Collection Catalogue API. Syphilis: a hand opening a calendar for a year in the 1940s and revealing a crowd of people (civilians) including potential victims of syphilis. Colour lithograph after D. Fellnagel,..."
SURF-MX1970R009,kzbk7drr,https://wellcomecollection.org/works/kzbk7drr,"Syphilis: ten people, one of whom is diagnosed as having syphilis. Colour lithograph after D. Fellnagel, 1940.",IMG02,0.45,true,MX1970R009,data/capture_batch_midcentury_expansion_1931_1970_records.csv,IMG02,true,no_open_license_text,source_hosted_viewer_no_open_license_signal,keep_img02_pending_item_license_evidence,no_upgrade,false,https://iiif.wellcomecollection.org/presentation/v2/b16601737,"https://iiif.wellcomecollection.org/thumbs/B16601737.JP2/full/400,/0/default.jpg",Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Source-hosted viewer candidate.,"Wellcome Collection Catalogue API. Syphilis: ten people, one of whom is diagnosed as having syphilis. Colour lithograph after D. Fellnagel, 1940.. https://wellcomecollection.org/works/kzbk7drr. Accessed 2026-05-30."
SURF-MX1970R013,yc2p8ut8,https://wellcomecollection.org/works/yc2p8ut8,"Ten people at a swimming pool, one of whom will be infected with syphilis before the age of fifty. Lithograph after D. Fellnagel, 1940.",IMG02,0.45,true,MX1970R013,data/capture_batch_midcentury_expansion_1931_1970_records.csv,IMG02,true,no_open_license_text,source_hosted_viewer_no_open_license_signal,keep_img02_pending_item_license_evidence,no_upgrade,false,https://iiif.wellcomecollection.org/presentation/v2/b14739136,"https://iiif.wellcomecollection.org/thumbs/B14739136.JP2/full/400,/0/default.jpg",Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Source-hosted viewer candidate.,"Wellcome Collection Catalogue API. Ten people at a swimming pool, one of whom will be infected with syphilis before the age of fifty. Lithograph after D. Fellnagel, 1940.. https://wellcomecollection.org/works/yc2p8ut8...."
SURF-IR1970R073,nqfk334g,https://wellcomecollection.org/works/nqfk334g,The Nurse and Family Planning,IMG02,0.45,true,IR1970R073,data/capture_batch_image_ready_1931_1970_records.csv,IMG02,true,no_open_license_text,source_hosted_viewer_no_open_license_signal,keep_img02_pending_item_license_evidence,no_upgrade,false,https://iiif.wellcomecollection.org/presentation/v2/b29447902,"https://iiif.wellcomecollection.org/thumbs/b29447902_0001.jp2/full/400,/0/default.jpg",Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Source-hosted viewer candidate.,Wellcome Collection Catalogue API. The Nurse and Family Planning. https://wellcomecollection.org/works/nqfk334g. Accessed 2026-05-31.
SURF-IR1970R074,cz3hddps,https://wellcomecollection.org/works/cz3hddps,The Social Worker and Family Planning,IMG02,0.45,true,IR1970R074,data/capture_batch_image_ready_1931_1970_records.csv,IMG02,true,no_open_license_text,source_hosted_viewer_no_open_license_signal,keep_img02_pending_item_license_evidence,no_upgrade,false,https://iiif.wellcomecollection.org/presentation/v2/b29445796,"https://iiif.wellcomecollection.org/thumbs/b29445796_0001.jp2/full/400,/0/default.jpg",Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Source-hosted viewer candidate.,Wellcome Collection Catalogue API. The Social Worker and Family Planning. https://wellcomecollection.org/works/cz3hddps. Accessed 2026-05-31.
SURF-MX1970R014,d3tcc3m5,https://wellcomecollection.org/works/d3tcc3m5,"Tobacco: chemicals contained in its smoke and their effects on human health, especially the heart. Colour lithograph, 197- (?).",IMG02,0.45,true,MX1970R014,data/capture_batch_midcentury_expansion_1931_1970_records.csv,IMG02,true,no_open_license_text,source_hosted_viewer_no_open_license_signal,keep_img02_pending_item_license_evidence,no_upgrade,false,https://iiif.wellcomecollection.org/presentation/v2/b20028428,"https://iiif.wellcomecollection.org/thumbs/B20028428.JP2/full/400,/0/default.jpg",Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Source-hosted viewer candidate.,"Wellcome Collection Catalogue API. Tobacco: chemicals contained in its smoke and their effects on human health, especially the heart. Colour lithograph, 197- (?).. https://wellcomecollection.org/works/d3tcc3m5...."
SURF-IR1970R053,hgak392y,https://wellcomecollection.org/works/hgak392y,"Trachoma: how it is transmitted and prevented. Colour lithographs, 1958.",IMG02,0.45,true,IR1970R053,data/capture_batch_image_ready_1931_1970_records.csv,IMG02,true,no_open_license_text,source_hosted_viewer_no_open_license_signal,keep_img02_pending_item_license_evidence,no_upgrade,false,https://iiif.wellcomecollection.org/presentation/v2/b1674536x,"https://iiif.wellcomecollection.org/thumbs/B1674536X_0001.JP2/full/400,/0/default.jpg",Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Source-hosted viewer candidate.,"Wellcome Collection Catalogue API. Trachoma: how it is transmitted and prevented. Colour lithographs, 1958.. https://wellcomecollection.org/works/hgak392y. Accessed 2026-05-31."
SURF-IR1970R004,ewwezme3,https://wellcomecollection.org/works/ewwezme3,"Tuberculosis patients lying on their beds in a crowded tuberculosis hospital; advertising a tombola in aid of tuberculosis sufferers in L'Hérault, France. Colour lithograph, ca. 1933.",IMG02,0.45,true,IR1970R004,data/capture_batch_image_ready_1931_1970_records.csv,IMG02,true,no_open_license_text,source_hosted_viewer_no_open_license_signal,keep_img02_pending_item_license_evidence,no_upgrade,false,https://iiif.wellcomecollection.org/presentation/v2/b16594149,"https://iiif.wellcomecollection.org/thumbs/B16594149.JP2/full/400,/0/default.jpg",Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Source-hosted viewer candidate.,"Wellcome Collection Catalogue API. Tuberculosis patients lying on their beds in a crowded tuberculosis hospital; advertising a tombola in aid of tuberculosis sufferers in L'Hérault, France. Colour lithograph, ca...."
SURF-IR1970R032,tfq7d8t5,https://wellcomecollection.org/works/tfq7d8t5,"Two men carrying a ladder. Colour lithograph, ca. 1948.",IMG02,0.45,true,IR1970R032,data/capture_batch_image_ready_1931_1970_records.csv,IMG02,true,no_open_license_text,source_hosted_viewer_no_open_license_signal,keep_img02_pending_item_license_evidence,no_upgrade,false,https://iiif.wellcomecollection.org/presentation/v2/b11904550,"https://iiif.wellcomecollection.org/thumbs/B11904550.JP2/full/400,/0/default.jpg",Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Source-hosted viewer candidate.,"Wellcome Collection Catalogue API. Two men carrying a ladder. Colour lithograph, ca. 1948.. https://wellcomecollection.org/works/tfq7d8t5. Accessed 2026-05-31."
SURF-MX1970R023,mxbrbxtt,https://wellcomecollection.org/works/mxbrbxtt,"Various cases of discrimination against women doctors in advertising posts, etc.",IMG02,0.45,true,MX1970R023,data/capture_batch_midcentury_expansion_1931_1970_records.csv,IMG02,true,no_open_license_text,source_hosted_viewer_no_open_license_signal,keep_img02_pending_item_license_evidence,no_upgrade,false,https://iiif.wellcomecollection.org/presentation/v2/b18297869,"https://iiif.wellcomecollection.org/thumbs/b18297869_0001.jp2/full/400,/0/default.jpg",Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Source-hosted viewer candidate.,"Wellcome Collection Catalogue API. Various cases of discrimination against women doctors in advertising posts, etc.. https://wellcomecollection.org/works/mxbrbxtt. Accessed 2026-05-30."
SURF-IR1970R060,at5srwdn,https://wellcomecollection.org/works/at5srwdn,Answer to emergency.,IMG00,1.00,true,IR1970R060,data/capture_batch_image_ready_1931_1970_records.csv,IMG03,true,blocking_or_noncommercial_terms,placeholder_or_no_displayable_image_blocker,repair_source_visible_before_rights_upgrade,source_visible_repair_needed,false,https://iiif.wellcomecollection.org/presentation/v2/b16794412,https://wellcomecollection.org/placeholder.jpg,Wellcome location exposes open licence signal: cc-by-nc.,Wellcome location exposes open licence signal: cc-by-nc.,Open image candidate; retain source item and licence snapshot.,Wellcome Collection Catalogue API. Answer to emergency.. https://wellcomecollection.org/works/at5srwdn. Accessed 2026-05-31.
SURF-IR1970R047,am4wbft7,https://wellcomecollection.org/works/am4wbft7,Onwards to victory.,IMG00,1.00,true,IR1970R047,data/capture_batch_image_ready_1931_1970_records.csv,IMG03,true,blocking_or_noncommercial_terms,placeholder_or_no_displayable_image_blocker,repair_source_visible_before_rights_upgrade,source_visible_repair_needed,false,https://iiif.wellcomecollection.org/presentation/v2/b17949993,https://wellcomecollection.org/placeholder.jpg,Wellcome location exposes open licence signal: cc-by-nc-nd.,Wellcome location exposes open licence signal: cc-by-nc-nd.,Open image candidate; retain source item and licence snapshot.,Wellcome Collection Catalogue API. Onwards to victory.. https://wellcomecollection.org/works/am4wbft7. Accessed 2026-05-31.
SURF-IR1970R044,zjfcsnmm,https://wellcomecollection.org/works/zjfcsnmm,Thoracoplasty and apicolysis for pulmonary tuberculosis.,IMG00,1.00,true,IR1970R044,data/capture_batch_image_ready_1931_1970_records.csv,IMG02,true,no_open_license_text,placeholder_or_no_displayable_image_blocker,repair_source_visible_before_rights_upgrade,source_visible_repair_needed,false,https://iiif.wellcomecollection.org/presentation/v2/b21650056,https://wellcomecollection.org/placeholder.jpg,Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Source-hosted viewer candidate.,Wellcome Collection Catalogue API. Thoracoplasty and apicolysis for pulmonary tuberculosis.. https://wellcomecollection.org/works/zjfcsnmm. Accessed 2026-05-31.
