rank,object_key,surface_id,source_name,title,region_group,period_band,best_image_state,rights_reviewed,source_visible_gap,verified_open_gap,weighted_gap_points,repair_family,required_evidence,automatic_upgrade_allowed,source_url,rights_label,image_license_label
774,url:https://collection.cooperhewitt.org/objects/18653973,SURF-CHW2026R136,Cooper Hewitt Collection GraphQL API,Blues Explosion: Extra Wi,United States,1930_1970,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://collection.cooperhewitt.org/objects/18653973/,IMG02: Cooper Hewitt GraphQL exposes a source-hosted collection image; image display stays source-linked and item rights remain authoritative.,Design-specific museum source; no local copy. Keep Cooper Hewitt object page visible.
775,url:https://collection.cooperhewitt.org/objects/18653975,SURF-CHW2026R137,Cooper Hewitt Collection GraphQL API,JPS Experience: Bleeding,United States,1930_1970,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://collection.cooperhewitt.org/objects/18653975/,IMG02: Cooper Hewitt GraphQL exposes a source-hosted collection image; image display stays source-linked and item rights remain authoritative.,Design-specific museum source; no local copy. Keep Cooper Hewitt object page visible.
776,url:https://collection.cooperhewitt.org/objects/18651365,SURF-CHW2026R138,Cooper Hewitt Collection GraphQL API,Life Size,Unresolved region,1930_1970,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://collection.cooperhewitt.org/objects/18651365/,IMG02: Cooper Hewitt GraphQL exposes a source-hosted collection image; image display stays source-linked and item rights remain authoritative.,Design-specific museum source; no local copy. Keep Cooper Hewitt object page visible.
777,url:https://collection.cooperhewitt.org/objects/18651883,SURF-CHW2026R139,Cooper Hewitt Collection GraphQL API,"Mark Lanegan, Whiskey for the Holy Ghost",Unresolved region,1930_1970,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://collection.cooperhewitt.org/objects/18651883/,IMG02: Cooper Hewitt GraphQL exposes a source-hosted collection image; image display stays source-linked and item rights remain authoritative.,Design-specific museum source; no local copy. Keep Cooper Hewitt object page visible.
778,url:https://collection.cooperhewitt.org/objects/18651363,SURF-CHW2026R140,Cooper Hewitt Collection GraphQL API,Mumbo Jumbo,Unresolved region,1930_1970,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://collection.cooperhewitt.org/objects/18651363/,IMG02: Cooper Hewitt GraphQL exposes a source-hosted collection image; image display stays source-linked and item rights remain authoritative.,Design-specific museum source; no local copy. Keep Cooper Hewitt object page visible.
779,url:https://collection.cooperhewitt.org/objects/18653449,SURF-CHW2026R141,Cooper Hewitt Collection GraphQL API,Nike 180 AIR,Unresolved region,1930_1970,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://collection.cooperhewitt.org/objects/18653449/,IMG02: Cooper Hewitt GraphQL exposes a source-hosted collection image; image display stays source-linked and item rights remain authoritative.,Design-specific museum source; no local copy. Keep Cooper Hewitt object page visible.
780,url:https://collection.cooperhewitt.org/objects/18673889,SURF-CHW2026R142,Cooper Hewitt Collection GraphQL API,Notizen von Dan Friedman,Unresolved region,1930_1970,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://collection.cooperhewitt.org/objects/18673889/,IMG02: Cooper Hewitt GraphQL exposes a source-hosted collection image; image display stays source-linked and item rights remain authoritative.,Design-specific museum source; no local copy. Keep Cooper Hewitt object page visible.
781,url:https://collection.cooperhewitt.org/objects/18653967,SURF-CHW2026R143,Cooper Hewitt Collection GraphQL API,San Francisco Seals,United States,1930_1970,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://collection.cooperhewitt.org/objects/18653967/,IMG02: Cooper Hewitt GraphQL exposes a source-hosted collection image; image display stays source-linked and item rights remain authoritative.,Design-specific museum source; no local copy. Keep Cooper Hewitt object page visible.
782,url:https://collection.cooperhewitt.org/objects/18653971,SURF-CHW2026R144,Cooper Hewitt Collection GraphQL API,The Shams: Quilt,United States,1930_1970,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://collection.cooperhewitt.org/objects/18653971/,IMG02: Cooper Hewitt GraphQL exposes a source-hosted collection image; image display stays source-linked and item rights remain authoritative.,Design-specific museum source; no local copy. Keep Cooper Hewitt object page visible.
783,url:https://collection.cooperhewitt.org/objects/18653961,SURF-CHW2026R145,Cooper Hewitt Collection GraphQL API,Toiling Midgets: Sketches,United States,1930_1970,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://collection.cooperhewitt.org/objects/18653961/,IMG02: Cooper Hewitt GraphQL exposes a source-hosted collection image; image display stays source-linked and item rights remain authoritative.,Design-specific museum source; no local copy. Keep Cooper Hewitt object page visible.
784,url:https://collection.cooperhewitt.org/objects/18653451,SURF-CHW2026R146,Cooper Hewitt Collection GraphQL API,Zeke Clements in Person,Unresolved region,1930_1970,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://collection.cooperhewitt.org/objects/18653451/,IMG02: Cooper Hewitt GraphQL exposes a source-hosted collection image; image display stays source-linked and item rights remain authoritative.,Design-specific museum source; no local copy. Keep Cooper Hewitt object page visible.
785,url:https://collection.cooperhewitt.org/objects/18652951,SURF-CHW2026R147,Cooper Hewitt Collection GraphQL API,"Masayoshi Nakajo, Turn on the Light of Sagacity (for NAGOYA Design Center)",Japan,1930_1970,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://collection.cooperhewitt.org/objects/18652951/,IMG02: Cooper Hewitt GraphQL exposes a source-hosted collection image; image display stays source-linked and item rights remain authoritative.,Design-specific museum source; no local copy. Keep Cooper Hewitt object page visible.
786,url:https://collection.cooperhewitt.org/objects/18646195,SURF-CHW2026R148,Cooper Hewitt Collection GraphQL API,Design variations for MS2,United States,1930_1970,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://collection.cooperhewitt.org/objects/18646195/,IMG02: Cooper Hewitt GraphQL exposes a source-hosted collection image; image display stays source-linked and item rights remain authoritative.,Design-specific museum source; no local copy. Keep Cooper Hewitt object page visible.
787,url:https://egymonuments.gov.eg/ar/museums/the-coptic-museum,SURF-NMIIC2026R0406,Coptic Museum,المتحف القبطى - إكتشف الآثار المصرية - وزارة السياحة والآثار,Egypt,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://egymonuments.gov.eg/ar/museums/the-coptic-museum,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
788,url:https://egymonuments.gov.eg/ar/museums/crocodile-museum,SURF-NMIIC2026R0407,Crocodile Museum,متحف التمساح - إكتشف الآثار المصرية - وزارة السياحة والآثار,Egypt,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://egymonuments.gov.eg/ar/museums/crocodile-museum,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
789,url:https://lab.ccesv.org/,SURF-NMIIC2026R0318,Cultural Center of Spain in El Salvador,CCESV/lab – Centro Cultural de España en El Salvador,Latin America,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://lab.ccesv.org/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
790,url:https://culturalcenter.gov.ph/,SURF-ESR1931R040,Cultural Center of the Philippines,Welcome to the Cultural Center of the Philippines - Cultural Center of the Philippines,Philippines,1930_1970,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://culturalcenter.gov.ph/,IMG02: Cultural Center of the Philippines source-registry context record. Recommended image policy: IMG00_or_IMG02_after_source_terms.,Source-registry context capture keeps source images source-hosted and does not claim item-level image reuse.
791,url:https://kcgradiska.com/,SURF-NMIIC2026R0178,Cultural center Gradiška,Naslovna - ЈУ Културни центар Градишка,Unresolved region,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://kcgradiska.com/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
792,url:https://kctrebinje.com/,SURF-NMIIC2026R0179,Cultural center Trebinje,Културни центар Требиње,Unresolved region,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://kctrebinje.com/?_rstr_nocache=rstr538639ccfe8ab00c,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
793,url:https://cecilefakhoury.com/,SURF-NMIIC2026R0103,Cécile Fakhoury Gallery,Cécile Fakhoury,Unresolved region,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://cecilefakhoury.com/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
794,url:https://daguan.com.tw/,SURF-NMIIC2026R0157,DaGuan Gallery,大觀藝術空間 | Home,Taiwan,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://daguan.com.tw/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
795,url:https://dhl.lib.nccu.edu.tw/,SURF-NMIIC2026R0493,"Dah Hsian Seetoo Library, National Chengchi University",政大達賢圖書館,Taiwan,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://dhl.lib.nccu.edu.tw/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
796,url:https://darb1718.com/,SURF-NMIIC2026R0104,Darb 1718,- Darb 1718,Egypt,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://darb1718.com/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
797,url:https://dgi.or.id/read/perspective/politik-praktis-desain-grafis.html,SURF-EW1970R010,Desain Grafis Indonesia,Kekuatan Desain Grafis Pada Politik Praktis: Kasus Simbol Perlawanan Dengan Warna,Indonesia,2000_2026,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://dgi.or.id/read/perspective/politik-praktis-desain-grafis.html,IMG02: Desain Grafis Indonesia public WordPress metadata. Images are not copied locally; display is limited to source-hosted/reference behavior pending item-level review.,Edge-source capture keeps images source-hosted; item-level rights remain with the source and original creator.
798,url:https://dgi.or.id/read/perspective/pembelajaran-desain.html,SURF-EW1970R011,Desain Grafis Indonesia,"Pembelajaran Desain: Durasi, Dampak",Indonesia,2000_2026,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://dgi.or.id/read/perspective/pembelajaran-desain.html,IMG02: Desain Grafis Indonesia public WordPress metadata. Images are not copied locally; display is limited to source-hosted/reference behavior pending item-level review.,Edge-source capture keeps images source-hosted; item-level rights remain with the source and original creator.
799,url:https://dgi.or.id/read/perspective/kemungkinan-sejarah-baru-desain-grafis-di-normal-baru.html,SURF-EW1970R012,Desain Grafis Indonesia,Kemungkinan Sejarah Baru Desain Grafis di Normal Baru,Indonesia,2000_2026,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://dgi.or.id/read/perspective/kemungkinan-sejarah-baru-desain-grafis-di-normal-baru.html,IMG02: Desain Grafis Indonesia public WordPress metadata. Images are not copied locally; display is limited to source-hosted/reference behavior pending item-level review.,Edge-source capture keeps images source-hosted; item-level rights remain with the source and original creator.
800,url:https://dgi.or.id/read/news/obituari-ayip-budiman.html,SURF-EW1970R013,Desain Grafis Indonesia,Obituari Ayip Budiman,Indonesia,2000_2026,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://dgi.or.id/read/news/obituari-ayip-budiman.html,IMG02: Desain Grafis Indonesia public WordPress metadata. Images are not copied locally; display is limited to source-hosted/reference behavior pending item-level review.,Edge-source capture keeps images source-hosted; item-level rights remain with the source and original creator.
801,url:https://designreviewed.com/industry-unions-and-design-magazines,SURF-EW1970R020,Design Reviewed,Industry Unions and Design Magazines,United Kingdom,2000_2026,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://designreviewed.com/industry-unions-and-design-magazines/,IMG02: Design Reviewed public WordPress metadata. Images are not copied locally; display is limited to source-hosted/reference behavior pending item-level review.,Edge-source capture keeps images source-hosted; item-level rights remain with the source and original creator.
802,url:https://designreviewed.com/art-nouveau-and-the-magazine-cover,SURF-EW1970R021,Design Reviewed,Art Nouveau and the Magazine Cover,United Kingdom,2000_2026,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://designreviewed.com/art-nouveau-and-the-magazine-cover/,IMG02: Design Reviewed public WordPress metadata. Images are not copied locally; display is limited to source-hosted/reference behavior pending item-level review.,Edge-source capture keeps images source-hosted; item-level rights remain with the source and original creator.
803,url:https://designreviewed.com/60-examples-of-czech-typography-from-1911-typografia,SURF-EW1970R022,Design Reviewed,"60 Examples of Czech Typography from 1911, Typografia",United Kingdom,2000_2026,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://designreviewed.com/60-examples-of-czech-typography-from-1911-typografia/,IMG02: Design Reviewed public WordPress metadata. Images are not copied locally; display is limited to source-hosted/reference behavior pending item-level review.,Edge-source capture keeps images source-hosted; item-level rights remain with the source and original creator.
804,url:https://designreviewed.com/advertising-in-your-pocket-matchbox-labels,SURF-EW1970R023,Design Reviewed,Advertising in Your Pocket. Matchbox Labels,United Kingdom,2000_2026,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://designreviewed.com/advertising-in-your-pocket-matchbox-labels/,IMG02: Design Reviewed public WordPress metadata. Images are not copied locally; display is limited to source-hosted/reference behavior pending item-level review.,Edge-source capture keeps images source-hosted; item-level rights remain with the source and original creator.
805,url:https://designreviewed.com/60-examples-of-czech-typography-from-1909-typografia,SURF-EW1970R024,Design Reviewed,"60 Examples of Czech Typography from 1909, Typografia",United Kingdom,2000_2026,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://designreviewed.com/60-examples-of-czech-typography-from-1909-typografia/,IMG02: Design Reviewed public WordPress metadata. Images are not copied locally; display is limited to source-hosted/reference behavior pending item-level review.,Edge-source capture keeps images source-hosted; item-level rights remain with the source and original creator.
806,url:https://designreviewed.com/40-examples-of-czech-typography-from-1907-typografia,SURF-EW1970R025,Design Reviewed,"40 Examples of Czech Typography from 1907, Typografia",United Kingdom,2000_2026,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://designreviewed.com/40-examples-of-czech-typography-from-1907-typografia/,IMG02: Design Reviewed public WordPress metadata. Images are not copied locally; display is limited to source-hosted/reference behavior pending item-level review.,Edge-source capture keeps images source-hosted; item-level rights remain with the source and original creator.
807,url:https://designreviewed.com/50-examples-of-czech-typography-from-1908-typografia,SURF-EW1970R026,Design Reviewed,"50 Examples of Czech Typography from 1908, Typografia",United Kingdom,2000_2026,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://designreviewed.com/50-examples-of-czech-typography-from-1908-typografia/,IMG02: Design Reviewed public WordPress metadata. Images are not copied locally; display is limited to source-hosted/reference behavior pending item-level review.,Edge-source capture keeps images source-hosted; item-level rights remain with the source and original creator.
808,url:https://designreviewed.com/the-year-1900-an-overview-of-graphic-design-history,SURF-EW1970R027,Design Reviewed,The Year 1900 – An Overview of Graphic Design History,United Kingdom,2000_2026,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://designreviewed.com/the-year-1900-an-overview-of-graphic-design-history/,IMG02: Design Reviewed public WordPress metadata. Images are not copied locally; display is limited to source-hosted/reference behavior pending item-level review.,Edge-source capture keeps images source-hosted; item-level rights remain with the source and original creator.
809,url:https://www.designdb.com/,SURF-ESR1931R005,DesignDB / KIDP,"세상의 디자인을 만나다, 디자인DB",Korean Peninsula,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.designdb.com/?menuno=668,IMG02: DesignDB / KIDP source-registry context record. Recommended image policy: IMG00_or_IMG02_after_source_terms.,Source-registry context capture keeps source images source-hosted and does not claim item-level image reuse.
810,url:https://www.thedessertmuseum.com/,SURF-NMIIC2026R0385,Dessert Museum,The Dessert Museum,Philippines,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.thedessertmuseum.com/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
811,url:https://horowhenua.kete.net.nz/item/7d99626f-e335-4870-bc52-8e527d688ec7,SURF-DNZPOSTR002,DigitalNZ,Cinema Advertising Slide- Advertising Advertising!,Aotearoa New Zealand,1930_1970,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://horowhenua.kete.net.nz/item/7d99626f-e335-4870-bc52-8e527d688ec7,IMG02: DigitalNZ record exposes source-hosted visual evidence under partial or non-commercial reuse signals; display should remain source-return oriented.,Source-hosted image candidate; no local copy and cite DigitalNZ plus partner terms.
812,url:https://trove.nla.gov.au/work/247328394,SURF-DNZPOSTR009,DigitalNZ,Advertising poster for Tasman Empire Airways,Aotearoa New Zealand,1930_1970,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://trove.nla.gov.au/work/247328394,IMG02: DigitalNZ record exposes source-hosted visual evidence under partial or non-commercial reuse signals; display should remain source-return oriented.,Source-hosted image candidate; no local copy and cite DigitalNZ plus partner terms.
813,url:https://trove.nla.gov.au/work/247316173,SURF-DNZPOSTR010,DigitalNZ,Joy Jobbins Fashion Advertising Archive,Aotearoa New Zealand,1930_1970,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://trove.nla.gov.au/work/247316173,IMG02: DigitalNZ record exposes source-hosted visual evidence under partial or non-commercial reuse signals; display should remain source-return oriented.,Source-hosted image candidate; no local copy and cite DigitalNZ plus partner terms.
814,url:https://timdc.pastperfectonline.com/archive/6F81D53A-6D67-4F02-B117-996371318185,SURF-DNZPOSTR012,DigitalNZ,South Pacific,Aotearoa New Zealand,1930_1970,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://timdc.pastperfectonline.com/archive/6F81D53A-6D67-4F02-B117-996371318185,IMG02: DigitalNZ record exposes source-hosted visual evidence under partial or non-commercial reuse signals; display should remain source-return oriented.,Source-hosted image candidate; no local copy and cite DigitalNZ plus partner terms.
815,url:https://knowledgebank.org.nz/still_image/apple-poster-1979,SURF-DNZPOSTR020,DigitalNZ,Apple Poster 1979,Aotearoa New Zealand,1970_2000,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://knowledgebank.org.nz/still_image/apple-poster-1979/,IMG02: DigitalNZ record exposes source-hosted visual evidence under partial or non-commercial reuse signals; display should remain source-return oriented.,Source-hosted image candidate; no local copy and cite DigitalNZ plus partner terms.
816,url:https://trove.nla.gov.au/work/247390122,SURF-DNZPOSTR024,DigitalNZ,Ansett Australia advertising and baggage labels and various prestamped and philatelic envelopes,Aotearoa New Zealand,1970_2000,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://trove.nla.gov.au/work/247390122,IMG02: DigitalNZ record exposes source-hosted visual evidence under partial or non-commercial reuse signals; display should remain source-return oriented.,Source-hosted image candidate; no local copy and cite DigitalNZ plus partner terms.
817,url:http://prc.recollect.co.nz/nodes/view/7511,SURF-DNZPOSTR026,DigitalNZ,Turakina Maori Girls' College poster,Aotearoa New Zealand,1970_2000,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,http://prc.recollect.co.nz/nodes/view/7511,IMG02: DigitalNZ record exposes source-hosted visual evidence under partial or non-commercial reuse signals; display should remain source-return oriented.,Source-hosted image candidate; no local copy and cite DigitalNZ plus partner terms.
818,url:https://timdc.pastperfectonline.com/photo/795D9E65-9B8B-4191-AC96-378160420040,SURF-DNZPOSTR035,DigitalNZ,Nathalie Brown,Aotearoa New Zealand,1970_2000,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://timdc.pastperfectonline.com/photo/795D9E65-9B8B-4191-AC96-378160420040,IMG02: DigitalNZ record exposes source-hosted visual evidence under partial or non-commercial reuse signals; display should remain source-return oriented.,Source-hosted image candidate; no local copy and cite DigitalNZ plus partner terms.
819,url:https://auckland.alma.exlibrisgroup.com/discovery/delivery/64UAUCK_INST:NEWUI/12407942000002091,SURF-DNZPOSTR048-GROUP,DigitalNZ,"People examining posters on desk grouped records, 1993",Aotearoa New Zealand,1970_2000,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://auckland.alma.exlibrisgroup.com/discovery/delivery/64UAUCK_INST:NEWUI/12407942000002091,IMG02: DigitalNZ record exposes source-hosted visual evidence under partial or non-commercial reuse signals; display should remain source-return oriented.,Source-hosted image candidate; no local copy and cite DigitalNZ plus partner terms.
820,url:https://teara.govt.nz/en/ephemera/20228/mitre-peak,SURF-DNZPOSTR064,DigitalNZ,Mitre Peak,Aotearoa New Zealand,2000_2026,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://teara.govt.nz/en/ephemera/20228/mitre-peak,IMG02: DigitalNZ record exposes source-hosted visual evidence under partial or non-commercial reuse signals; display should remain source-return oriented.,Source-hosted image candidate; no local copy and cite DigitalNZ plus partner terms.
821,url:https://teara.govt.nz/en/ephemera/18353/new-zealand-wine-poster,SURF-DNZPOSTR065,DigitalNZ,New Zealand wine poster,Aotearoa New Zealand,2000_2026,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://teara.govt.nz/en/ephemera/18353/new-zealand-wine-poster,IMG02: DigitalNZ record exposes source-hosted visual evidence under partial or non-commercial reuse signals; display should remain source-return oriented.,Source-hosted image candidate; no local copy and cite DigitalNZ plus partner terms.
822,url:https://teara.govt.nz/en/ephemera/11824/promoting-tourism,SURF-DNZPOSTR066,DigitalNZ,Promoting tourism,Aotearoa New Zealand,2000_2026,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://teara.govt.nz/en/ephemera/11824/promoting-tourism,IMG02: DigitalNZ record exposes source-hosted visual evidence under partial or non-commercial reuse signals; display should remain source-return oriented.,Source-hosted image candidate; no local copy and cite DigitalNZ plus partner terms.
823,url:https://teara.govt.nz/en/ephemera/11775/tourism-poster,SURF-DNZPOSTR067,DigitalNZ,Tourism poster,Aotearoa New Zealand,2000_2026,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://teara.govt.nz/en/ephemera/11775/tourism-poster,IMG02: DigitalNZ record exposes source-hosted visual evidence under partial or non-commercial reuse signals; display should remain source-return oriented.,Source-hosted image candidate; no local copy and cite DigitalNZ plus partner terms.
824,url:https://teara.govt.nz/en/ephemera/18288/tourist-poster,SURF-DNZPOSTR068,DigitalNZ,Tourist poster,Aotearoa New Zealand,2000_2026,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://teara.govt.nz/en/ephemera/18288/tourist-poster,IMG02: DigitalNZ record exposes source-hosted visual evidence under partial or non-commercial reuse signals; display should remain source-return oriented.,Source-hosted image candidate; no local copy and cite DigitalNZ plus partner terms.
825,url:https://teara.govt.nz/en/photograph/22798/wind-farm-protest-poster,SURF-DNZPOSTR069,DigitalNZ,Wind farm protest poster,Aotearoa New Zealand,2000_2026,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://teara.govt.nz/en/photograph/22798/wind-farm-protest-poster,IMG02: DigitalNZ record exposes source-hosted visual evidence under partial or non-commercial reuse signals; display should remain source-return oriented.,Source-hosted image candidate; no local copy and cite DigitalNZ plus partner terms.
826,url:https://teara.govt.nz/en/ephemera/23205/100-pure-new-zealand-poster,SURF-DNZPOSTR070,DigitalNZ,100% Pure New Zealand poster,Aotearoa New Zealand,2000_2026,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://teara.govt.nz/en/ephemera/23205/100-pure-new-zealand-poster,IMG02: DigitalNZ record exposes source-hosted visual evidence under partial or non-commercial reuse signals; display should remain source-return oriented.,Source-hosted image candidate; no local copy and cite DigitalNZ plus partner terms.
827,url:http://www.flickr.com/photos/33150964@N05/5079749578/in/pool-eqnzchc2010,SURF-DNZPOSTR071,DigitalNZ,Poster,Aotearoa New Zealand,2000_2026,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,http://www.flickr.com/photos/33150964@N05/5079749578/in/pool-eqnzchc2010/,IMG02: DigitalNZ record exposes source-hosted visual evidence under partial or non-commercial reuse signals; display should remain source-return oriented.,Source-hosted image candidate; no local copy and cite DigitalNZ plus partner terms.
