sample_id,sample_type,target_display_labels,target_region_ids,target_geo_ids,surface_id,source_record_id,title,date_text,period_band,source_name,current_region_label,candidate_action,confidence,evidence_fields,evidence_snippet,review_question
RGN-QA-083,auto_map_stratified,Ghana,REG014,GEO064,SURF-PIC1970R0003,PIC1970R0003,Policy Regulating the Placement of Advertisement (November 2011),2012-06-15,2000_2026,University of Ghana Digital Collections,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Ghana | sourceSubjects: Report; Policy; University of Ghana; Advertisement | title: Policy Regulating the Placement of Advertisement (November 2011) | sourceDescription: The University has a mission to “develop world-class human resources and capabilities to meet national development needs and global challenges through quality teaching, learning, r",Does high-signal metadata support this target geography?
RGN-QA-084,auto_map_stratified,Ghana,REG014,GEO064,SURF-PIC1970R0001,PIC1970R0001,Where is My Name? – Contemporary Funeral Posters as an Arena of Contestation and (Re)negotiation of Chiefly Relations Among the Ewe of Ghana and Togo,2018-06,2000_2026,University of Ghana Digital Collections,Unresolved region,auto_map_from_unresolved,high,placeText; title; sourceDescription; sourceNotes; sourceName,placeText: Ghana | title: Where is My Name? – Contemporary Funeral Posters as an Arena of Contestation and (Re)negotiation of Chiefly Relations Among the Ewe of Ghana and Togo | sourceDescription: In Ghana and other regions of West Africa a funeral poster is an important part of funerary ritual. Examining two funeral posters – one about omission and the other about inclusion | sourceNotes: In Ghana and other regions of West Africa a funeral poster is an important part of funerary ritual. Examining two funeral posters – one about omission and the other about inclusion,Does high-signal metadata support this target geography?
RGN-QA-085,auto_map_stratified,Ghana,REG014,GEO064,SURF-NMIIC2026R0111,NMIIC2026R0111,ARTEMARTIS,source collection scope; object date not itemized,undated_or_unparsed,Artemartis,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,placeText: Africa / Ghana | sourceSubjects: Africa; Ghana; art gallery; JSON-LD | title: ARTEMARTIS | sourceDescription: The source does not provide extended descriptive prose. The item metadata gives date evidence: source collection scope; object date not itemized; creator/attribution: Artemartis; p,Does high-signal metadata support this target geography?
RGN-QA-086,auto_map_stratified,Ghana,REG014,GEO064,SURF-NMIIC2026R0414,NMIIC2026R0414,Explore Cape Coast Castles History 2026 Ghana Regions Carousel,source collection scope; object date not itemized,undated_or_unparsed,Cape Coast Castle Museum,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,placeText: Africa / Ghana | sourceSubjects: Africa; Ghana; museum | title: Explore Cape Coast Castles History 2026 Ghana Regions Carousel | sourceDescription: Uncover the complex history of Cape Coast Castle in 2026. The Transatlantic slave trade. Experience profound stories and guided tours.,Does high-signal metadata support this target geography?
RGN-QA-087,auto_map_stratified,Ghana,REG014,GEO064,SURF-NMIIC2026R0489,NMIIC2026R0489,Gallery 1957,source collection scope; object date not itemized,undated_or_unparsed,Gallery 1957,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,placeText: Africa / Ghana | sourceSubjects: Africa; Ghana; art gallery; Static JS App | title: Gallery 1957 | sourceDescription: The source does not provide extended descriptive prose. The item metadata gives date evidence: source collection scope; object date not itemized; creator/attribution: Gallery 1957;,Does high-signal metadata support this target geography?
RGN-QA-088,auto_map_stratified,Ghana,REG014,GEO064,SURF-NMSP2026R0002,NMSP2026R0002,Ghana Library Authority,source collection scope; object date not itemized,undated_or_unparsed,Ghana Library Authority,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Africa / Ghana | sourceSubjects: Africa; Ghana; national library; books; reading campaigns; public communication; HTML/catalog | title: Ghana Library Authority | sourceDescription: books; reading campaigns; public communication source title, description, collection scope, catalog terms, and stable links",Does high-signal metadata support this target geography?
RGN-QA-089,auto_map_stratified,Japan,REG005,GEO036,SURF-CRG2026R0377,CRG2026R0377,AKADAMA sweet wine poster.jpg,1920,pre_1930,Wikimedia Commons file source / AKADAMA sweet wine poster.jpg / page 2975731,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; advertising poster; Category:1920s posters of Japan Category:1922 advertisements in Japan Category:Alcohol advertising posters of Japan Category:Amb | title: AKADAMA sweet wine poster.jpg | sourceDescription: An advertising poster of "" Akadama Port Wine” for Suntory Limited . This is the first nude advertising poster in Japan. Published in 1922 (Taisho 11). Directed by KATAOKA, Toshiro;",Does high-signal metadata support this target geography?
RGN-QA-090,auto_map_stratified,Japan,REG005,GEO036,SURF-CRG2026R0445,CRG2026R0445,Musen-To-Jikken c1924.jpg,1924,pre_1930,Wikimedia Commons file source / Musen-To-Jikken c1924.jpg / page 12833669,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; magazine cover; Category:1924 black and white photographs Category:Engineers from Japan Category:Images with extracted images Category:Magazine cove | title: Musen-To-Jikken c1924.jpg | sourceDescription: Cover of the Japanese magazine featuring Uichi Torikata ( 鳥潟右一 ).,Does high-signal metadata support this target geography?
RGN-QA-091,auto_map_stratified,Japan,REG005,GEO036,SURF-CRG2026R0449,CRG2026R0449,Uichi Torikata c1924.jpg,1924,pre_1930,Wikimedia Commons file source / Uichi Torikata c1924.jpg / page 12833692,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; magazine cover; Category:1924 black and white portrait photographs of men Category:20th-century black and white portrait photographs of standing men | title: Uichi Torikata c1924.jpg | sourceDescription: Magazine cover photo of Uichi Torikata ( 鳥潟右一 ).,Does high-signal metadata support this target geography?
RGN-QA-092,auto_map_stratified,Japan,REG005,GEO036,SURF-CRG2026R0515,CRG2026R0515,Yofu Gonin Onna Chie crop.tif,1928,pre_1930,Wikimedia Commons file source / Yofu Gonin Onna Chie crop.tif / page 80908948,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; film poster; Category:Chieko Matsui Category:Extracted images Category:PD-1996 (with a reason) Category:PD-Japan-oldphoto | title: Yofu Gonin Onna Chie crop.tif | sourceDescription: To uploader: Please provide the source and publication date . If the photograph was also published in the United States within 30 days after publication in Japan, it might be copyr",Does high-signal metadata support this target geography?
RGN-QA-093,auto_map_stratified,Japan,REG005,GEO036,SURF-CRG2026R0688,CRG2026R0688,Sumiko Mizukubo.1933.jpg,1933,1930_1970,Wikimedia Commons file source / Sumiko Mizukubo.1933.jpg / page 44636711,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; magazine cover; Category:1933 magazine covers Category:Eiga no Tomo, 1933 Category:Eiga no Tomo covers Category:PD-1996 (with a reason) Category:PD- | title: Sumiko Mizukubo.1933.jpg | sourceDescription: Japanese actress Sumiko Mizukubo on magazine cover for 'Eiga no Tomo', September 1933. 日本語: 女優・水久保澄子の写真（『映画之友』1933年9月号）",Does high-signal metadata support this target geography?
RGN-QA-094,auto_map_stratified,Japan,REG005,GEO036,SURF-CRG2026R0852,CRG2026R0852,Nagoya Peace Expo 1937.jpg,1937,1930_1970,Wikimedia Commons file source / Nagoya Peace Expo 1937.jpg / page 3682178,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; stamp; Category:1937 postage stamps of Japan Category:Images with extracted images Category:Nagoya Pan-Pacific Peace Exposition Category:PD-1996 (wi | title: Nagoya Peace Expo 1937.jpg | sourceDescription: Commemorative postcard of the Nagoya Pan-Pacific Peace Expo of 1937,Does high-signal metadata support this target geography?
RGN-QA-095,auto_map_stratified,Japan,REG005,GEO036,SURF-CRG2026R1083,CRG2026R1083,Fuji formally King.jpg,1943,1930_1970,Wikimedia Commons file source / Fuji formally King.jpg / page 3117054,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; magazine cover; Category:Dainihon Yubenkai Kodansha Category:Magazine covers of Japan Category:Magazines of Japan, 1943 Category:PD-1996 (with a rea | title: Fuji formally King.jpg | sourceDescription: Old Japanese magazine cover.",Does high-signal metadata support this target geography?
RGN-QA-096,auto_map_stratified,Japan,REG005,GEO036,SURF-CRG2026R1373,CRG2026R1373,Korean-leaflet-bomb.jpg,1950,1930_1970,Wikimedia Commons file source / Korean-leaflet-bomb.jpg / page 1266358,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: East Asia / Korea | sourceSubjects: East Asia; Korea; leaflet; Category:Aircraft bomb loading Category:Black and white photographs of crouching men Category:Cap brim up Category:Equipment of the Korean War Category:F | title: Korean-leaflet-bomb.jpg | sourceDescription: Photo #: NH 97050 Korean War Psychological Warfare ""SFC Furl A. Krebs loads an M16M1 cluster adapter at the FEC {Far Eastern Command} Printing Plant, Yokohama, Japan. The bomb type",Does high-signal metadata support this target geography?
RGN-QA-097,auto_map_stratified,Italy,REG001,GEO011,SURF-CRG2026R0081,CRG2026R0081,Invidia film poster by Carlo Nicco 1919.jpg,1883,pre_1930,Wikimedia Commons file source / Invidia film poster by Carlo Nicco 1919.jpg / page 33395983,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; film poster; Category:Allegories of envy Category:CC-PD-Mark Category:Carlo Nicco Category:Envy in art Category:Film posters of Italy Category:Film  | title: Invidia film poster by Carlo Nicco 1919.jpg | sourceDescription: Locandina per il film Invidia , regia di Alfredo De Antoni, 1919, con Francesca Bertini. Illustrazione di Carlo Nicco (1883-1937).",Does high-signal metadata support this target geography?
RGN-QA-098,auto_map_stratified,Italy,REG001,GEO011,SURF-CRG2026R0082,CRG2026R0082,Ira film poster by Carlo Nicco 1919.jpg,1883,pre_1930,Wikimedia Commons file source / Ira film poster by Carlo Nicco 1919.jpg / page 33395984,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; film poster; Category:CC-PD-Mark Category:Carlo Nicco Category:Film posters of Italy Category:Film serials Category:I sette peccati capitali (film 1 | title: Ira film poster by Carlo Nicco 1919.jpg | sourceDescription: Locandina per il film Ira , regia di Alfredo De Antoni, 1919, con Francesca Bertini. Illustrazione di Carlo Nicco (1883-1937).",Does high-signal metadata support this target geography?
RGN-QA-099,auto_map_stratified,Italy,REG001,GEO011,SURF-CRG2026R0484,CRG2026R0484,Naslovna strana časopisa Vez 01.jpg,1926,pre_1930,Wikimedia Commons file source / Naslovna strana časopisa Vez 01.jpg / page 98815266,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Eastern Europe / Serbia | sourceSubjects: Eastern Europe; Serbia; magazine cover; Category:Content donations by Belgrade City Library Category:Files with coordinates missing SDC location of creation Category:Magazines of I | title: Naslovna strana časopisa Vez 01.jpg | sourceDescription: Vez is a magazine that was published once a month in the period from 1926 to 1932 in Trieste. It was intended for a female audience, primarily those from Istria, but it also contai",Does high-signal metadata support this target geography?
RGN-QA-100,auto_map_stratified,Italy,REG001,GEO011,SURF-CRG2026R1248,CRG2026R1248,StampRijeka1945Michel33.jpg,1945,1930_1970,Wikimedia Commons file source / StampRijeka1945Michel33.jpg / page 10739714,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; stamp; Category:1945 stamps of Fiume Category:Architecture on stamps Category:Overprints on stamps of Italy Category:PD-Croatia Category:PD-Yugoslav | title: StampRijeka1945Michel33.jpg | sourceDescription: Yugoslav occupation of Fiume, overprinted on stamp of the Italian Social Republic",Does high-signal metadata support this target geography?
RGN-QA-101,auto_map_stratified,Italy,REG001,GEO011,SURF-CRG2026R1378,CRG2026R1378,DueStampTrieste B1950Michel6.jpg,1950,1930_1970,Wikimedia Commons file source / DueStampTrieste B1950Michel6.jpg / page 10946379,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; stamp; Category:1950 stamps of the Free Territory of Trieste Category:Actinopterygii on stamps Category:Animals on stamps of Italy | title: DueStampTrieste B1950Michel6.jpg | sourceDescription: Доплатная марка Свободной территории Триест (Зона ""Б"")",Does high-signal metadata support this target geography?
RGN-QA-102,auto_map_stratified,Italy,REG001,GEO011,SURF-CRG2026R1538,CRG2026R1538,Trasmettitore Monte Venda 1.jpg,1955,1930_1970,Wikimedia Commons file source / Trasmettitore Monte Venda 1.jpg / page 66703532,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; brochure; Category:Monte Venda Category:PD Italy (20 years after creation) Category:RAI (broadcaster) | title: Trasmettitore Monte Venda 1.jpg | sourceDescription: BROCHURE DEL TRASMETTITORE RAI SUL MONTE VENDA, INAUGURATO IL 15 SETTEMBRE 1955.",Does high-signal metadata support this target geography?
RGN-QA-103,auto_map_stratified,Italy,REG001,GEO011,SURF-CRG2026R1539,CRG2026R1539,Trasmettitore Monte Venda 2.jpg,1955,1930_1970,Wikimedia Commons file source / Trasmettitore Monte Venda 2.jpg / page 66703534,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; brochure; Category:Monte Venda Category:PD Italy (20 years after creation) Category:RAI (broadcaster) | title: Trasmettitore Monte Venda 2.jpg | sourceDescription: BROCHURE DEL TRASMETTITORE RAI SUL MONTE VENDA, INAUGURATO IL 15 SETTEMBRE 1955.",Does high-signal metadata support this target geography?
RGN-QA-104,auto_map_stratified,Italy,REG001,GEO011,SURF-CRG2026R1807,CRG2026R1807,Teorema - Pasolini.JPG,1968,1930_1970,Wikimedia Commons file source / Teorema - Pasolini.JPG / page 46140155,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; stamp; Category:Buildings in Municipio 7 (Milan) Category:Females sitting on outdoor chairs Category:Files with coordinates missing SDC location of  | title: Teorema - Pasolini.JPG | sourceDescription: Screenshot del film Teorema diretto da Pier Paolo Pasolini ( 1968 ),Does high-signal metadata support this target geography?
RGN-QA-105,auto_map_stratified,Netherlands,REG001,GEO009,SURF-CRG2026R0211,CRG2026R0211,"Bandontwerp voor Louis Couperus, Van oude menschen, de dingen die voorbijgaan, RP-T-2015-41-3549.jpg",1906,pre_1930,"Wikimedia Commons file source / Bandontwerp voor Louis Couperus, Van oude menschen, de dingen die voorbijgaan, RP-T-2015-41-3549.jpg / page 85698869",Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; book cover; Category:Black ink drawings in the Rijksmuseum Amsterdam Category:Book cover designs in the Rijksmuseum Amsterdam Category:CC-Zero Categ | title: Bandontwerp voor Louis Couperus, Van oude menschen, de dingen die voorbijgaan, RP-T-2015-41-3549.jpg | sourceDescription: Identificatie Titel(s): Bandontwerp voor: Louis Couperus, Van oude menschen, de dingen die voorbijgaan Objecttype: tekening boekband (ontwerp) Objectnummer: RP-T-2015-41-3549 Opsch",Does high-signal metadata support this target geography?
RGN-QA-106,auto_map_stratified,Netherlands,REG001,GEO009,SURF-CRG2026R0324,CRG2026R0324,Steinmeyer taufgeloebnis 1.png,1916,pre_1930,Wikimedia Commons file source / Steinmeyer taufgeloebnis 1.png / page 5609097,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; leaflet; Category:CC-PD-Mark Category:De Wikisource book leaflet Category:Literature of the Netherlands Category:PD-old missing SDC copyright status | title: Steinmeyer taufgeloebnis 1.png | sourceDescription: Elias von Steinmeyer (Hg.), Die kleineren althochdeutschen Sprachdenkmäler, Berlin 1916 (Nachdruck Dublin/Zürich 1971), Nr. 3, S. 20-22",Does high-signal metadata support this target geography?
RGN-QA-107,auto_map_stratified,Netherlands,REG001,GEO009,SURF-IR1970R003,IR1970R003,"A strong man supporting a weak and emaciated woman; representing the work of the Zonnestraal sanatorium for the tuberculous. Colour lithograph by A. Hahn, 1932.",25 Juni [1932],1930_1970,Wellcome Collection Catalogue API,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Unresolved region | sourceSubjects: Tuberculosis; Tuberculosis - Patients; Tuberculosis - Hospitals; Sunlight; Netherlands; Zonnestraal | title: A strong man supporting a weak and emaciated woman; representing the work of the Zonnestraal sanatorium for the tuberculous. Colour lithograph by A. Hahn, 1932. | sourceDescription: A fund-raising poster for the Zonnestraal (""Sunbeam"") sanatorium for the tuberculous in Hilversum, founded in 1928 by the diamond merchant Jan van Zutphen, originally for tuberculo",Does high-signal metadata support this target geography?
RGN-QA-108,auto_map_stratified,Netherlands,REG001,GEO009,SURF-CRG2026R1924,CRG2026R1924,"Prins Bernhard tijdens toespraak, Bestanddeelnr 923-4552.jpg",1970,1930_1970,"Wikimedia Commons file source / Prins Bernhard tijdens toespraak, Bestanddeelnr 923-4552.jpg / page 67171567",Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; packaging; Category:Bernhard of Lippe-Biesterfeld in 1970 Category:CC-Zero Category:Images from Anefo Category:Images from Nationaal Archief Categor | title: Prins Bernhard tijdens toespraak, Bestanddeelnr 923-4552.jpg | sourceDescription: Collectie / Archief : Fotocollectie Anefo Reportage / Serie : Opening van het World Packaging Congres in Utrecht door Prins Bernhard Beschrijving : Prins Bernhard tijdens toespraak",Does high-signal metadata support this target geography?
RGN-QA-109,auto_map_stratified,Switzerland,REG001,GEO007,SURF-CRG2026R2663,CRG2026R2663,Plakate Überfremdungsinitiative - ETH-Bibliothek Com L23-0739-0002-0009.tif,1974,1970_2000,Wikimedia Commons file source / Plakate Überfremdungsinitiative - ETH-Bibliothek Com L23-0739-0002-0009.tif / page 73383731,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; advertising poster; Category:1974 elections in Switzerland Category:All media supported by Wikimedia CH Category:CC-BY-SA-4.0 Category:Media contrib | title: Plakate Überfremdungsinitiative - ETH-Bibliothek Com L23-0739-0002-0009.tif | sourceDescription: Plakate ""Überfremdungsinitiative"", Volksabstimmung 1974 (Basel, Schweiz)",Does high-signal metadata support this target geography?
RGN-QA-110,auto_map_stratified,Switzerland,REG001,GEO007,SURF-CRG2026R2753,CRG2026R2753,BrochureSRG1975.jpg,1975,1970_2000,Wikimedia Commons file source / BrochureSRG1975.jpg / page 89386478,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; brochure; Category:1975 in Switzerland Category:CC-BY-SA-4.0 Category:International Red Aid Category:Self-published work | title: BrochureSRG1975.jpg | sourceDescription: Couverture de la brochure de 1975 publiée par le Secours Rouge Genève,Does high-signal metadata support this target geography?
RGN-QA-111,auto_map_stratified,Switzerland,REG001,GEO007,SURF-EW1970R014,EW1970R014,Anastasia Temirkhan,2025-07-28,2000_2026,Another Graphic,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,placeText: post-1990 international | sourceSubjects: Switzerland; Poster | title: Anastasia Temirkhan | sourceDescription: graphic design artwork typography visual identity inspiration editorial,Does high-signal metadata support this target geography?
RGN-QA-112,auto_map_stratified,Austria,REG001,GEO008,SURF-CHW2026R001,CHW2026R001,Die Thierwelt (The Animal Kinggom),ca. 1835,pre_1930,Cooper Hewitt Collection GraphQL API,Unresolved region,auto_map_from_unresolved,high,placeText; title; sourceDescription; sourceNotes; sourceName,"placeText: Austria Vienna Europe / Austria / Vienna / Europe | title: Die Thierwelt (The Animal Kinggom) | sourceDescription: Booklet of ten leaves giving directions as to names of animals and how to play the game; title in German and French. | sourceNotes: {""credit"": ""Gift of Hamill and Barker""}",Does high-signal metadata support this target geography?
RGN-QA-113,auto_map_stratified,Austria,REG001,GEO008,SURF-COM1970R019,COM1970R019,RomaniaDefeadted1916.jpg,1916,pre_1930,Wikimedia Commons,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,placeText: Unresolved region | sourceSubjects: 1916 in Hungary|1916 in Romania|History of beer|Public domain images no longer eligible for claim of authorship|1916 advertisements|Hungarian text|Advertising posters|PD-anon-expir | title: RomaniaDefeadted1916.jpg | sourceDescription: Austro-Hungarian propaganda poster (in Hungarian language) after the defeat of Romania in World War I.,Does high-signal metadata support this target geography?
RGN-QA-114,auto_map_stratified,France,REG001,GEO005,SURF-CPB2026R0021,CPB2026R0021,Apache annonse.jpg,1970,1930_1970,Wikimedia Commons file source / Apache annonse.jpg / page 7670417,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,placeText: Global / period balance | sourceSubjects: Global; period balance; advertising; Category:1970s advertisements Category:Advertisements in Norway Category:Bicycle advertisement posters in France Category:CC-BY-SA-3.0 Category | title: Apache annonse.jpg | sourceDescription: The source does not provide extended descriptive prose. The item metadata gives date evidence: 1970; creator/attribution: KEN; place evidence: Global / period balance; form/medium:,Does high-signal metadata support this target geography?
RGN-QA-115,auto_map_stratified,France,REG001,GEO005,SURF-CRG2026R2400,CRG2026R2400,"Revillon 1723-1973, book cover.jpg",1973,1970_2000,"Wikimedia Commons file source / Revillon 1723-1973, book cover.jpg / page 20676188",Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; book cover; Category:Book covers Category:CC-PD-Mark Category:Coats of arms of organisations of France Category:Collection G. & C. Franke Category:F | title: Revillon 1723-1973, book cover.jpg | sourceDescription: Revillon 1723-1973 . Book cover. This publication is made on a text by Guy Guntilhomme, on documents from ""Bibliothèque nationale"", Giraudon and Société Revillon private archives. ",Does high-signal metadata support this target geography?
RGN-QA-116,auto_map_stratified,Mainland China,REG008,GEO040,SURF-IR1970R053,IR1970R053,"Trachoma: how it is transmitted and prevented. Colour lithographs, 1958.",1958.11.1-1958.12.2,1930_1970,Wellcome Collection Catalogue API,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Unresolved region | sourceSubjects: Trachoma; China | title: Trachoma: how it is transmitted and prevented. Colour lithographs, 1958. | sourceDescription: Two folding posters (with the original paper band printed in red) that were used as part of a health education campaign when China was implementing basic health education in cities",Does high-signal metadata support this target geography?
RGN-QA-117,auto_map_stratified,Mainland China,REG008,GEO040,SURF-IR1970R063,IR1970R063,"Schistosomiasis: how it is transmitted and prevented. Colour lithographs, 1963.",1963-8,1930_1970,Wellcome Collection Catalogue API,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Unresolved region | sourceSubjects: Schistosomiasis; China | title: Schistosomiasis: how it is transmitted and prevented. Colour lithographs, 1963. | sourceDescription: A set of four Chinese posters from a health education campaign undertaken in the early 1960s which sought to reduce the incidence of schistosomiasis among the rural populace. Each ",Does high-signal metadata support this target geography?
RGN-QA-118,auto_map_stratified,Poland,REG002,GEO018,SURF-CPB2026R0086,CPB2026R0086,FODA Katowice Panewniki poster 2011.JPG,1990,1970_2000,Wikimedia Commons file source / FODA Katowice Panewniki poster 2011.JPG / page 17222439,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,placeText: Global / period balance | sourceSubjects: Global; period balance; poster; Category:1990s posters Category:CC-BY-SA-3.0 Category:FODA Category:GFDL Category:License migration redundant Category:Members of the Franciscan Ord | title: FODA Katowice Panewniki poster 2011.JPG | sourceDescription: Academic Chaplaincy in Katowice Panewniki (Franciscan monastery),Does high-signal metadata support this target geography?
RGN-QA-119,auto_map_stratified,Poland,REG002,GEO018,SURF-EW1970R015,EW1970R015,Basia Strzeżek,2023-09-28,2000_2026,Another Graphic,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,placeText: post-1990 international | sourceSubjects: Poland; Poster | title: Basia Strzeżek | sourceDescription: The source does not provide extended descriptive prose. The item metadata gives date evidence: 2023-09-28; place evidence: post-1990 international; form/medium: Poster. For this re,Does high-signal metadata support this target geography?
RGN-QA-120,auto_map_stratified,Russia / USSR contexts,REG002,GEO016,SURF-CRG2026R0235,CRG2026R0235,ApollonMagazine.jpg,1909,pre_1930,Wikimedia Commons file source / ApollonMagazine.jpg / page 4027526,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; advertising poster; Category:1911 posters of Russia Category:Apollon (magazine) Category:Magazines advertising posters of Russia Category:PD-RusEmpi | title: ApollonMagazine.jpg | sourceDescription: Advertising poster for Apollon , Russian magazine of the arts, music, theatre and literature, connected to the Symbolist movement (published in 1909-17).",Does high-signal metadata support this target geography?
RGN-QA-121,auto_map_stratified,Russia / USSR contexts,REG002,GEO016,SURF-MX1970R004,MX1970R004,Lepra / prokaza / izlechima / World Health Organization.,1965,1930_1970,Wellcome Collection Catalogue API,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,placeText: Unresolved region | sourceSubjects: Leprosy; Vaccination; Russia (Pre-1917) | title: Lepra / prokaza / izlechima / World Health Organization. | sourceDescription: Lepra / prokaza / izlechima / World Health Organization.,Does high-signal metadata support this target geography?
RGN-QA-122,auto_map_stratified,Argentina,REG004,GEO031,SURF-ESR1931R027,ESR1931R027,Fundacion IDA,source scope: modern-present,undated_or_unparsed,Fundacion IDA,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,placeText: Argentina | sourceSubjects: Argentine design archive/context; design research/archive foundation; Latin America; Argentina | title: Fundacion IDA | sourceDescription: Argentine design archive/context,Does high-signal metadata support this target geography?
