queue_id,candidate_id,source_name,macro_region,subregion,country_or_region,source_url,protocol_lane,adapter_type,queue_priority,queue_status,candidate_priority,probe_status,capture_priority_next,rights_risk,next_action,do_not_capture_images,rights_review_gate,notes
AQV2-126,CSS0057,Archivo de Ilustración Argentina,Latin America,Southern Cone,Argentina,https://www.archivodeilustracion.com.ar/,Static JS/headless metadata,headless_metadata_probe_only,P2_retry_or_alternate_endpoint,review_first,P1,failed,P2 retry/manual verification,standard_rights_review,domain_successor_or_archival_source_note,true,item_level_rights_required_before_IMG01_or_IMG03,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
AQV2-127,CSS0026,Taiwan Cultural Memory Bank,East Asia,Taiwan,Taiwan,https://memory.culture.tw/,Static JS/headless metadata,headless_metadata_probe_only,P2_retry_or_alternate_endpoint,review_first,P0,failed,P2 retry/manual verification,standard_rights_review,domain_successor_or_archival_source_note,true,item_level_rights_required_before_IMG01_or_IMG03,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
AQV2-128,CSS0052,Africa Commons,Africa,Pan-African,Africa,https://africacommons.net/,Search interface/manual source registry,manual_search_source_registry,P2_retry_or_alternate_endpoint,review_first,P2,http_error,P2 retry/manual verification,access_or_terms_review,manual_source_registry_record; do not bypass access controls,true,item_level_rights_required_before_IMG01_or_IMG03,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
AQV2-129,CSS0118,Akkasah,MENA,Arab world / Middle East,MENA,https://akkasah.org/,Search interface/manual source registry,manual_search_source_registry,P2_retry_or_alternate_endpoint,review_first,P0,failed,P2 retry/manual verification,standard_rights_review,canonical_domain_and_certificate_review_then_retry,true,item_level_rights_required_before_IMG01_or_IMG03,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; edge-source priority; do not infer rights from visible image availability"
AQV2-130,CSS0038,CIViC Archive,South Asia,India,India,https://civicarchives.org/,Search interface/manual source registry,manual_search_source_registry,P2_retry_or_alternate_endpoint,review_first,P0,failed,P2 retry/manual verification,standard_rights_review,domain_successor_or_archival_source_note,true,item_level_rights_required_before_IMG01_or_IMG03,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
AQV2-131,CSS0110,DAG,South Asia,India / South Asia,India,https://dagworld.com/,Search interface/manual source registry,manual_search_source_registry,P2_retry_or_alternate_endpoint,review_first,P0,failed,P2 retry/manual verification,standard_rights_review,canonical_domain_and_certificate_review_then_retry,true,item_level_rights_required_before_IMG01_or_IMG03,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; major non-Western visual culture gap; treat images conservatively"
AQV2-132,CSS0103,National Library of Indonesia,Southeast Asia,National library / archive,Indonesia,https://www.perpusnas.go.id/,Search interface/manual source registry,manual_search_source_registry,P2_retry_or_alternate_endpoint,review_first,P0,http_error,P2 retry/manual verification,manual_rights_review,manual_source_registry_record; do not bypass access controls,true,item_level_rights_required_before_IMG01_or_IMG03,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; Southeast Asia coverage gap; prioritize source links and bibliographic records"
AQV2-133,CSS0107,National Library of Thailand,Southeast Asia,National library / archive,Thailand,https://www.nlt.go.th/,Search interface/manual source registry,manual_search_source_registry,P2_retry_or_alternate_endpoint,review_first,P0,failed,P2 retry/manual verification,manual_rights_review,canonical_domain_and_certificate_review_then_retry,true,item_level_rights_required_before_IMG01_or_IMG03,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; Southeast Asia coverage gap; prioritize source links and bibliographic records"
AQV2-134,CSS0108,Osianama,South Asia,India / South Asia,India,https://osianama.com/,Search interface/manual source registry,manual_search_source_registry,P2_retry_or_alternate_endpoint,review_first,P0,http_error,P2 retry/manual verification,standard_rights_review,manual_source_registry_record; do not bypass access controls,true,item_level_rights_required_before_IMG01_or_IMG03,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; major non-Western visual culture gap; treat images conservatively"
AQV2-135,CSS0117,Qatar Digital Library,MENA,Arab world / Middle East,MENA,https://www.qdl.qa/,Search interface/manual source registry,manual_search_source_registry,P2_retry_or_alternate_endpoint,review_first,P0,http_error,P2 retry/manual verification,standard_rights_review,manual_source_registry_record; do not bypass access controls,true,item_level_rights_required_before_IMG01_or_IMG03,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; edge-source priority; do not infer rights from visible image availability"
AQV2-136,CSS0102,Vietnam National Archives,Southeast Asia,National library / archive,Vietnam,https://archives.gov.vn/,Search interface/manual source registry,manual_search_source_registry,P2_retry_or_alternate_endpoint,review_first,P0,failed,P2 retry/manual verification,manual_rights_review,domain_successor_or_archival_source_note,true,item_level_rights_required_before_IMG01_or_IMG03,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; Southeast Asia coverage gap; prioritize source links and bibliographic records"
AQV2-137,CSS0092,Academia Sinica Digital Resources,East Asia,China / Taiwan / Hong Kong,Taiwan,https://digitalarchives.sinica.edu.tw/,Search interface/manual source registry,manual_search_source_registry,P2_retry_or_alternate_endpoint,review_first,P1,failed,P2 retry/manual verification,manual_rights_review,domain_successor_or_archival_source_note,true,item_level_rights_required_before_IMG01_or_IMG03,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; priority East Asia source gap; source-return and bibliographic metadata first"
AQV2-138,CSS0089,CADAL,East Asia,China / Taiwan / Hong Kong,China,https://www.cadal.edu.cn/,Search interface/manual source registry,manual_search_source_registry,P2_retry_or_alternate_endpoint,review_first,P0,failed,P2 retry/manual verification,manual_rights_review,domain_successor_or_archival_source_note,true,item_level_rights_required_before_IMG01_or_IMG03,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; priority East Asia source gap; source-return and bibliographic metadata first"
AQV2-139,CSS0099,MMCA Korea,East Asia,Japan / Korea,Korea,https://www.mmca.go.kr/,Search interface/manual source registry,manual_search_source_registry,P2_retry_or_alternate_endpoint,review_first,P1,failed,P2 retry/manual verification,manual_rights_review,retry_later_or_manual_browser_source_check,true,item_level_rights_required_before_IMG01_or_IMG03,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; priority East Asia source gap and authority/source-registry expansion"
AQV2-140,CSS0098,National Archives of Korea,East Asia,Japan / Korea,Korea,https://www.archives.go.kr/,Search interface/manual source registry,manual_search_source_registry,P2_retry_or_alternate_endpoint,review_first,P1,failed,P2 retry/manual verification,manual_rights_review,retry_later_or_manual_browser_source_check,true,item_level_rights_required_before_IMG01_or_IMG03,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; priority East Asia source gap and authority/source-registry expansion"
AQV2-141,CSS0097,Tama Art University Library,East Asia,Japan / Korea,Japan,https://www.tamabi.ac.jp/library/,Search interface/manual source registry,manual_search_source_registry,P2_retry_or_alternate_endpoint,review_first,P1,http_error,P2 retry/manual verification,manual_rights_review,canonical_url_recheck_then_source_root_probe,true,item_level_rights_required_before_IMG01_or_IMG03,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; priority East Asia source gap and authority/source-registry expansion"
AQV2-142,CSS0073,ArchiveGrid,Global,Transregional,Global,https://researchworks.oclc.org/archivegrid/,Search interface/manual source registry,manual_search_source_registry,P2_retry_or_alternate_endpoint,review_first,P1,http_error,P2 retry/manual verification,manual_rights_review,manual_source_registry_record; do not bypass access controls,true,item_level_rights_required_before_IMG01_or_IMG03,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; broad source discovery for references and non-Western collection leads"
AQV2-143,CSS0033,IVAA Indonesian Visual Art Archive,Southeast Asia,Indonesia,Indonesia,https://ivaa-online.org/,HTML/manual source registry,html_source_probe_then_manual_rules,P2_retry_or_alternate_endpoint,review_first,P1,http_error,P2 retry/manual verification,standard_rights_review,manual_source_registry_record; do not bypass access controls,true,item_level_rights_required_before_IMG01_or_IMG03,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
AQV2-144,CSS0040,Tasveer Ghar,South Asia,India / South Asia,South Asia,https://tasveerghar.net/,HTML/manual source registry,html_source_probe_then_manual_rules,P2_retry_or_alternate_endpoint,review_first,P0,failed,P2 retry/manual verification,standard_rights_review,retry_later_or_manual_browser_source_check,true,item_level_rights_required_before_IMG01_or_IMG03,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
AQV2-145,CSS0036,Thai Graphic Design Century,Southeast Asia,Thailand,Thailand,https://thaigraphicdesignhistory.com/,HTML/manual source registry,html_source_probe_then_manual_rules,P2_retry_or_alternate_endpoint,review_first,P1,failed,P2 retry/manual verification,standard_rights_review,domain_successor_or_archival_source_note,true,item_level_rights_required_before_IMG01_or_IMG03,Useful source family despite not being post-1990 object material.
AQV2-146,CSS0122,Wits Historical Papers,Africa,Africa / diaspora,South Africa,https://historicalpapers-atom.wits.ac.za/,HTML/manual source registry,html_source_probe_then_manual_rules,P2_retry_or_alternate_endpoint,review_first,P0,failed,P2 retry/manual verification,standard_rights_review,domain_successor_or_archival_source_note,true,item_level_rights_required_before_IMG01_or_IMG03,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; main coverage gap; source relationship and cultural sensitivity review required"
AQV2-147,CSS0021,DNP Graphic Design Archives,East Asia,Japan,Japan,https://www.dnpfcp.jp/gallery/archives/,HTML/manual source registry,html_source_probe_then_manual_rules,P2_retry_or_alternate_endpoint,review_first,P0,http_error,P2 retry/manual verification,standard_rights_review,canonical_url_recheck_then_source_root_probe,true,item_level_rights_required_before_IMG01_or_IMG03,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
AQV2-148,CSS0072,DPLA,Global,Transregional,Global,https://dp.la/,HTML/manual source registry,html_source_probe_then_manual_rules,P2_retry_or_alternate_endpoint,review_first,P1,http_error,P2 retry/manual verification,manual_rights_review,manual_source_registry_record; do not bypass access controls,true,item_level_rights_required_before_IMG01_or_IMG03,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; broad source discovery for references and non-Western collection leads"
