source_id,source_name,macro_region,country_or_region,captured_records,image_states,next_item_capture_priority,notes
NMSS2026R0068,DaGuan Gallery,East Asia,Taiwan,1,IMG02:1,registry=v3; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0076,"Dah Hsian Seetoo Library, National Chengchi University",East Asia,Taiwan,1,IMG02:1,registry=v3; image_basis=og:image; priority=P2 source enrichment,source-hosted image route captured; no image binary downloaded
NMSS2026R0313,Darb 1718,Africa,Egypt,1,IMG02:1,registry=v2; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0312,Dessert Museum,Southeast Asia,Philippines,1,IMG02:1,registry=v1; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0689,Dimcho Debelyanov - 1960,Eastern Europe,Caucasus,1,IMG02:1,registry=v4; image_basis=jsonld:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0690,Dimitar Dimov House Museum,Eastern Europe,Caucasus,1,IMG02:1,registry=v4; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0474,Dura Museum,MENA,Palestine,1,IMG02:1,registry=v1; image_basis=og:image; priority=P1 manual item capture,source-hosted image route captured; no image binary downloaded
NMSS2026R0600,East African Revival Museum,Africa,Uganda,1,IMG02:1,registry=v4; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0244,Eden Hotel,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=jsonld:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0248,Emilio Azzarini Museum of Musical Instruments,Latin America,Caribbean,2,IMG02:2,registry=v5; image_basis=og:image; priority=P0 item/image adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0790,Entidad Museal Alban Cundinamarca,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P1 manual item capture,source-hosted image route captured; no image binary downloaded
NMSS2026R0237,Erdenesiin Khuree,Central Asia,Mongolia,1,IMG02:1,registry=v1; image_basis=jsonld:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0256,Ernesto de la Cárcova Museum of Reproductions and Comparative Sculpture,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P0 item/image adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0258,Estación Hidrobiológica de Puerto Quequén,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P0 item/image adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0635,Ethno Village Čardaci,Eastern Europe,Caucasus,1,IMG02:1,registry=v4; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0060,Ever Harvest Art Gallery,East Asia,Taiwan,1,IMG02:1,registry=v4; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0068,Evergreen Maritime Museum,East Asia,Taiwan,1,IMG02:1,registry=v4; image_basis=og:image; priority=P1 manual item capture,source-hosted image route captured; no image binary downloaded
NMSS2026R0266,Falkland Islands Museum and National Trust,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P0 item/image adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0310,Farhat Cultural Center,MENA,Lebanon,1,IMG02:1,registry=v1; image_basis=jsonld:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0270,Flood Archive,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0274,Flowers Neighborhood Museum,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0055,Fondation Zinsou,Africa,Benin,1,IMG02:1,registry=v1; image_basis=og:image; priority=P1 manual item capture,source-hosted image route captured; no image binary downloaded
NMSS2026R0637,"Franciscan friary and church of St John the Baptist, Kraljeva Sutjeska",Eastern Europe,Caucasus,1,IMG02:1,registry=v4; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0569,Franschhoek Motor Museum,Africa,South Africa,1,IMG02:1,registry=v4; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0336,French Institute of Azerbaijan,Eastern Europe,Caucasus,1,IMG02:1,registry=v1; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0264,French Institute of DRC,Africa,DR Congo,1,IMG02:1,registry=v1; image_basis=jsonld:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0988,Fundación ArteSumapaz,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0793,Fundación Casa Tres Patios,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0638,Gacko National Library,Eastern Europe,Caucasus,1,IMG02:1,registry=v4; image_basis=og:image; priority=P0 item/image adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0952,Galeria del Paseo,Latin America,Caribbean,1,IMG02:1,registry=v4; image_basis=jsonld:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0317,Galerie Tanit,MENA,Lebanon,1,IMG02:1,registry=v1; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0362,Gallery 1957,Africa,Ghana,1,IMG02:1,registry=v1; image_basis=og:image; priority=P2 source enrichment,source-hosted image route captured; no image binary downloaded
NMSS2026R0572,Gallery MOMO,Africa,South Africa,1,IMG02:1,registry=v4; image_basis=og:image; priority=P0 item/image adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0158,Gayer-Anderson Museum,Africa,Egypt,1,IMG02:1,registry=v3; image_basis=og:image; priority=P1 manual item capture,source-hosted image route captured; no image binary downloaded
NMSS2026R0698,Georgia State Silk Museum,Eastern Europe,Caucasus,1,IMG02:1,registry=v4; image_basis=og:image; priority=P0 item/image adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0573,Goodman Gallery,Africa,South Africa,1,IMG02:1,registry=v4; image_basis=twitter:image; priority=P0 item/image adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0640,Gradiška National Library,Eastern Europe,Caucasus,1,IMG02:1,registry=v4; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0176,Graeco-Roman Museum,Africa,Egypt,1,IMG02:1,registry=v3; image_basis=og:image; priority=P1 manual item capture,source-hosted image route captured; no image binary downloaded
NMSS2026R0463,Grand Palace,Southeast Asia,Thailand,1,IMG02:1,registry=v2; image_basis=og:image; priority=P0 item/image adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0431,Green Olive Arts,Africa,Morocco,1,IMG02:1,registry=v3; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0801,Guillermo Piñeres Botanical Garden,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=jsonld:image; priority=P1 manual item capture,source-hosted image route captured; no image binary downloaded
NMSS2026R0729,Heritage Museum Pljevlja,Eastern Europe,Caucasus,1,IMG02:1,registry=v4; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0184,Hindiyeh Museum,MENA,Jordan,1,IMG02:1,registry=v1; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0644,Historical Museum of Bosnia and Herzegovina,Eastern Europe,Caucasus,1,IMG02:1,registry=v4; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0292,Historical Political Museum of Chaco Peronism,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P1 manual item capture,source-hosted image route captured; no image binary downloaded
NMSS2026R0293,Historical Wax Museum,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P1 manual item capture,source-hosted image route captured; no image binary downloaded
NMSS2026R0294,"Historical, Geographical and Natural Museum of Gobernador Virasoro",Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0369,House of Crafts,Eastern Europe,Caucasus,1,IMG02:1,registry=v2; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0379,Hrodna State Historico-Archaeological Museum,Eastern Europe,Caucasus,1,IMG02:1,registry=v2; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0575,Huguenot Memorial Museum,Africa,South Africa,1,IMG02:1,registry=v4; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0384,"IBB, Minsk",Eastern Europe,Caucasus,1,IMG02:1,registry=v2; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0144,Ilham Gallery,Southeast Asia,Malaysia,1,IMG02:1,registry=v1; image_basis=og:image; priority=P2 source enrichment,source-hosted image route captured; no image binary downloaded
NMSS2026R0476,Imbiah Lookout,Southeast Asia,Singapore,1,IMG02:1,registry=v1; image_basis=og:image; priority=P0 item/image adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0299,Ingeniero White Harbor Museum,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0491,Institut Français Singapour,Southeast Asia,Singapore,1,IMG02:1,registry=v1; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0180,Institut français du Cameroun,Africa,Cameroon,1,IMG02:1,registry=v1; image_basis=og:image; priority=P2 source enrichment,source-hosted image route captured; no image binary downloaded
NMSS2026R0331,Institut français du Liban,MENA,Lebanon,1,IMG02:1,registry=v1; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0751,Institute for Protection of Cultural Monuments and National Museum,Eastern Europe,Caucasus,1,IMG02:1,registry=v4; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0078,Iran Open Data,MENA,Iran,1,IMG02:1,registry=v1; image_basis=og:image; priority=P0 item/image adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0134,Iraq Natural History Museum,MENA,Iraq,1,IMG02:1,registry=v1; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0576,Irma Stern Museum,Africa,South Africa,1,IMG02:1,registry=v4; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0319,Jorge B. Vargas Museum and Filipiniana Research Center,Southeast Asia,Philippines,1,IMG02:1,registry=v1; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0313,Juan Nepomuceno Madero Popular Library and Museum,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P2 source enrichment,source-hosted image route captured; no image binary downloaded
NMSS2026R0315,Junín Historical Museum,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P0 item/image adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0344,Kiosko Galería,Latin America,Caribbean,1,IMG02:1,registry=v1; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0218,Kom Ushim Museum,Africa,Egypt,1,IMG02:1,registry=v3; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0649,Kozara Museum in Prijedor,Eastern Europe,Caucasus,1,IMG02:1,registry=v4; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0129,Kuru Art Project,Africa,Botswana,1,IMG02:1,registry=v1; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0651,KvirArhiv.org,Eastern Europe,Caucasus,1,IMG02:1,registry=v4; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0500,Kwa Geok Choo Law Library,Southeast Asia,Singapore,1,IMG02:1,registry=v1; image_basis=og:image; priority=P2 source enrichment,source-hosted image route captured; no image binary downloaded
NMSS2026R0808,La Floresta Public Library,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0809,La Sierra Artist Residency,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0810,La Tertulia Museum,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P0 item/image adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0811,"La Trocha, la Casa de la Paz",Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0812,Laboratorio de Arqueología Universidad del Magdalena,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P0 item/image adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0322,Landing Museum,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P0 item/image adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0323,Laureano Brizuela Art Museum,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P0 item/image adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0536,Leopold Sedar Senghor French Institute,Africa,Senegal,1,IMG02:1,registry=v4; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0652,"Library ""Branko Radičević"" in Derventa",Eastern Europe,Caucasus,1,IMG02:1,registry=v4; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0933,Library and Central Archive of the National Congress,Latin America,Caribbean,1,IMG02:1,registry=v4; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0414,Library of the Belarusian State University of Informatics and Radioelectronics,Eastern Europe,Caucasus,1,IMG02:1,registry=v2; image_basis=og:image; priority=P2 source enrichment,source-hosted image route captured; no image binary downloaded
NMSS2026R0326,Lopez Museum,Southeast Asia,Philippines,1,IMG02:1,registry=v1; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0236,Luxor Art Gallery,Africa,Egypt,1,IMG02:1,registry=v3; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0088,MAG Visitor Centre,Southeast Asia,Laos,1,IMG02:1,registry=v1; image_basis=og:image; priority=P0 item/image adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0262,MARTadero,Latin America,Caribbean,1,IMG02:1,registry=v4; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0955,MUBI,Latin America,Caribbean,1,IMG02:1,registry=v4; image_basis=og:image; priority=P1 manual item capture,source-hosted image route captured; no image binary downloaded
NMSS2026R0119,Madaripur Museum,South Asia,Bangladesh,1,IMG02:1,registry=v1; image_basis=jsonld:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0255,MagnifiScience Centre,South Asia,Pakistan,1,IMG02:1,registry=v1; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0207,Malaysia Design Archive,Southeast Asia,Malaysia,1,IMG02:1,registry=v1; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0242,Manial Palace and Museum,Africa,Egypt,1,IMG02:1,registry=v3; image_basis=og:image; priority=P1 manual item capture,source-hosted image route captured; no image binary downloaded
NMSS2026R0331,Mar del Plata Museum of the Sea,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P1 manual item capture,source-hosted image route captured; no image binary downloaded
NMSS2026R0137,Maru-a-Pula School Library,Africa,Botswana,1,IMG02:1,registry=v1; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0170,Mashrabia Art Gallery,Africa,Egypt,1,IMG02:1,registry=v4; image_basis=og:image; priority=P1 manual item capture,source-hosted image route captured; no image binary downloaded
NMSS2026R0326,Mathaf,MENA,Qatar,1,IMG02:1,registry=v2; image_basis=og:image; priority=P1 manual item capture,source-hosted image route captured; no image binary downloaded
NMSS2026R0820,Medellín Museum of Modern Art,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P0 item/image adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0349,Memorial Museum-Workshop of Zair Isakavič Azhur,Eastern Europe,Caucasus,1,IMG02:1,registry=v3; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0956,Mineral Museum Andres del Castillo,Latin America,Caribbean,1,IMG02:1,registry=v4; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0332,Mint Museum of Toys,Southeast Asia,Singapore,1,IMG02:1,registry=v2; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0610,Modzi Arts,Africa,Zambia,1,IMG02:1,registry=v4; image_basis=og:image; priority=P2 source enrichment,source-hosted image route captured; no image binary downloaded
NMSS2026R0470,Mondoir gallery,MENA,United Arab Emirates,1,IMG02:1,registry=v2; image_basis=og:image; priority=P0 item/image adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0126,Mother Armenia Military Museum,Eastern Europe,Caucasus,1,IMG02:1,registry=v3; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0182,Mummification Museum,Africa,Egypt,1,IMG02:1,registry=v4; image_basis=og:image; priority=P1 manual item capture,source-hosted image route captured; no image binary downloaded
NMSS2026R0337,Municipal Museum of Natural Sciences Pachamama,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P0 item/image adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0340,"Museo ""El Templo del Fútbol""",Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0957,Museo Amano,Latin America,Caribbean,1,IMG02:1,registry=v4; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0823,Museo Antropológico de la Orinoquía,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P1 manual item capture,source-hosted image route captured; no image binary downloaded
NMSS2026R0959,Museo Arqueológico Antonini,Latin America,Caribbean,1,IMG02:1,registry=v4; image_basis=jsonld:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0827,Museo Arqueológico Guane,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P1 manual item capture,source-hosted image route captured; no image binary downloaded
NMSS2026R0960,Museo Arqueológico Josefina Ramos de Cox,Latin America,Caribbean,1,IMG02:1,registry=v4; image_basis=og:image; priority=P0 item/image adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0828,Museo Arqueológico Municipal de Mongua,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P1 manual item capture,source-hosted image route captured; no image binary downloaded
NMSS2026R0829,Museo Arqueológico Prehispánico de Caicedonia,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P1 manual item capture,source-hosted image route captured; no image binary downloaded
NMSS2026R0830,Museo Arqueológico de Galapa Muga,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0831,Museo Arqueológico de Zipaquirá,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0834,Museo Arqueológico y Paleontológico de Pubenza,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P1 manual item capture,source-hosted image route captured; no image binary downloaded
NMSS2026R0835,Museo Aéreo Fénix,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0962,Museo Cao,Latin America,Caribbean,1,IMG02:1,registry=v4; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0837,Museo Capilla del Claustro de San Agustín del Instituto Humboldt,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0838,Museo Cartama,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P1 manual item capture,source-hosted image route captured; no image binary downloaded
NMSS2026R0843,Museo Comunitario Mulaló,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0845,Museo Comunitario de Guainía,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P0 item/image adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0346,Museo Criollo de los Corrales,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=link:image_src; priority=P1 manual item capture,source-hosted image route captured; no image binary downloaded
NMSS2026R0348,Museo De Los Asentamientos,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P0 item/image adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0354,Museo Del Títere Tibi,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P0 item/image adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0993,Museo Departamental de San José,Latin America,Caribbean,1,IMG02:1,registry=v4; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0849,Museo El Castillo,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P0 item/image adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0851,Museo Etnográfico Miguel Ángel Builes,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0995,Museo Geominero del Uruguay,Latin America,Caribbean,1,IMG02:1,registry=v4; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0356,Museo Hippie,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P0 item/image adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0358,Museo Histórico De La Afip,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P1 manual item capture,source-hosted image route captured; no image binary downloaded
NMSS2026R0854,Museo Internacional de la Moneda MILM,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0855,Museo Jaime Duque Grisales - Parque Jaime Duque,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=jsonld:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0364,Museo Medardo Pantoja,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P0 item/image adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0365,Museo Mitre,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P1 manual item capture,source-hosted image route captured; no image binary downloaded
NMSS2026R0898,"Museo Nacional de Arte Moderno ""Carlos Mérida""",Latin America,Caribbean,1,IMG02:1,registry=v4; image_basis=og:image; priority=P0 item/image adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0370,Museo Nacional del Petróleo,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P0 item/image adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0858,Museo Naval del Caribe,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0859,Museo Nemqueteba Corporación Cultural de Cucunuba,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0371,Museo Notarial Argentino,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0372,Museo Palacio Dionisi,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P0 item/image adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0373,Museo Participativo de Ciencias,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0919,Museo Pedro de Osma,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0999,Museo Policial,Latin America,Caribbean,1,IMG02:1,registry=v4; image_basis=og:image; priority=P1 manual item capture,source-hosted image route captured; no image binary downloaded
NMSS2026R0375,Museo Pompeo Boggio,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P0 item/image adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0376,Museo Provincial De Bellas Artes Dr. Juan Ramón Vidal,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P1 manual item capture,source-hosted image route captured; no image binary downloaded
NMSS2026R0377,Museo Provincial de Bellas Artes Franklin Rawson,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P0 item/image adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0864,Museo Siderúrgico de Colombia,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P1 manual item capture,source-hosted image route captured; no image binary downloaded
NMSS2026R0865,Museo Subterráneo Monumental – Catedral de Sal de Zipaquirá,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0962,Museo Torres García,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P1 manual item capture,source-hosted image route captured; no image binary downloaded
NMSS2026R0382,Museo de Arte Contemporáneo de Bahía Blanca,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0921,Museo de Arte Precolombino Cusco,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0386,Museo de Ciencia y Técnica,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P1 manual item capture,source-hosted image route captured; no image binary downloaded
NMSS2026R0484,Museo de Ciencias Naturales La Salle,Latin America,Caribbean,1,IMG02:1,registry=v2; image_basis=og:image; priority=P0 item/image adapter,source-hosted image route captured; no image binary downloaded
