surface_id,capture_id,candidate_role,recommended_next_action,calibration_confidence,calibration_reason,preview_status,source_family,source_name,title,period_band,region,risk_flags,positive_flags
SURF-SI1970R006,SI1970R006,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Smithsonian,Smithsonian Open Access,Hunt's Remedy trade card,pre_1930,North America,stamp_or_philatelic:stamps,
SURF-CAW2026R00339,CAW2026R00339,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / Stamp of Peru - 1951 - Colnect 386556 - Flags of American States and Spain.jpeg / page 114995057,Stamp of Peru - 1951 - Colnect 386556 - Flags of American States and Spain.jpeg,pre_1930,North America,weak_context:anniversary; stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,advertisement; design; graphic; visual communication
SURF-CCT2026R03335,CCT2026R03335,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / Aitutaki 1920 1p stamp.jpg / page 16196688,Aitutaki 1920 1p stamp.jpg,pre_1930,Oceania and Pacific,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CAW2026R00895,CAW2026R00895,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / Papua-stampelements.jpg / page 50732336,Papua-stampelements.jpg,pre_1930,Papua New Guinea,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CAW2026R00124,CAW2026R00124,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / Stamp of Rwanda - 1968 - Colnect 987774 - Alexandre Lenoir 1761-1839 by Jacques L David.jpeg / page 115807534,Stamp of Rwanda - 1968 - Colnect 987774 - Alexandre Lenoir 1761-1839 by Jacques L David.jpeg,pre_1930,Rwanda,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CCT2026R03599,CCT2026R03599,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / Five shilling Samoa Express stamp-forged.jpg / page 18047317,Five shilling Samoa Express stamp-forged.jpg,pre_1930,Samoa,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CAW2026R00720,CAW2026R00720,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / Stamp of Peru - 1896 - Colnect 845012 - Number 50.jpeg / page 114978025,Stamp of Peru - 1896 - Colnect 845012 - Number 50.jpeg,pre_1930,Serbia,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,advertisement; design; graphic; visual communication
SURF-CAW2026R01078,CAW2026R01078,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / Stamp of Peru - 1909 - Colnect 419600 - Simon Bolivar.jpeg / page 114980438,Stamp of Peru - 1909 - Colnect 419600 - Simon Bolivar.jpeg,pre_1930,Seychelles,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,advertisement; design; graphic; visual communication
SURF-CAW2026R01382,CAW2026R01382,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / DrzavaSHSverigar5h1919imperf.jpg / page 48230582,DrzavaSHSverigar5h1919imperf.jpg,pre_1930,Slovenia,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; commons_file_source,design; graphic; visual communication
SURF-CAW2026R00218,CAW2026R00218,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / Back view of the Squaw dance Pine Ridge S.D. 08387v.jpg / page 30871817,Back view of the Squaw dance Pine Ridge S.D. 08387v.jpg,pre_1930,Solomon Islands,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; commons_file_source,design; graphic; print; publication; visual communication
SURF-CCT2026R03645,CCT2026R03645,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / India 1a specimen telegraph stamps overprinted on revenue stamps.jpg / page 22928548,India 1a specimen telegraph stamps overprinted on revenue stamps.jpg,pre_1930,South Asia,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; non_design_drift:specimen; commons_file_source,design; graphic; visual communication
SURF-CCT2026R04308,CCT2026R04308,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / Ferdinand Marcos 2017 stamp of the Philippines.jpg / page 62823827,Ferdinand Marcos 2017 stamp of the Philippines.jpg,pre_1930,Southeast Asia,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CAW2026R01566,CAW2026R01566,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / Stamp of Alaouites - 1925 - Colnect 215402 - Daphne Bridge.jpeg / page 115711810,Stamp of Alaouites - 1925 - Colnect 215402 - Daphne Bridge.jpeg,pre_1930,Syria,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CAW2026R00435,CAW2026R00435,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / Stamp 1972 UAE-UQ MiNr1172BwBl pm B002.jpg / page 110310540,Stamp 1972 UAE-UQ MiNr1172BwBl pm B002.jpg,pre_1930,United Arab Emirates,stamp_or_philatelic:commemorative; stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CAW2026R01514,CAW2026R01514,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / Italian stamps overprinted for Saseno 1923.JPG / page 28799255,Italian stamps overprinted for Saseno 1923.JPG,pre_1930,Western and Central Europe,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CRG2026R1223,CRG2026R1223,sub_under_packet,downgrade_to_sub_candidate,medium,Relation density and source depth support sub-sheet treatment.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / The Swedish Angel & The Blimp - Wrestling Advertising Poster - 18 November 1944.jpg / page 78797406,The Swedish Angel & The Blimp - Wrestling Advertising Poster - 18 November 1944.jpg,1930_1970,North America,commons_file_source,advertising; design; graphic; poster; visual communication
SURF-GAPIT2026R043,GAPIT2026R043,sub_under_packet,downgrade_to_sub_candidate,medium,Relation density and source depth support sub-sheet treatment.,confirmed_preview_only_not_apply_ready,Te Papa,Te Papa Collections Online,"Poster, 'Oppose French Terrorism'",1970_2000,Oceania and Pacific,,graphic; poster
SURF-CRG2026R2377,CRG2026R2377,sub_under_packet,downgrade_to_sub_candidate,medium,Relation density and source depth support sub-sheet treatment.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / Indiana Department of Public Instruction - DPLA - 20b9aee889b74fdb46eca24da7a2f2e1 (page 9).jpg / page 177499022,Indiana Department of Public Instruction - DPLA - 20b9aee889b74fdb46eca24da7a2f2e1 (page 9).jpg,1970_2000,South Asia,commons_file_source,design; graphic; visual communication
SURF-CAW2026R03997,CAW2026R03997,sub_under_packet,downgrade_to_sub_candidate,medium,Relation density and source depth support sub-sheet treatment.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / Fst value of Ethiopian populations.PNG / page 53148612,Fst value of Ethiopian populations.PNG,2000_2026,Africa,commons_file_source,design; graphic; packaging; visual communication
SURF-CAW2026R03507,CAW2026R03507,sub_under_packet,downgrade_to_sub_candidate,medium,Relation density and source depth support sub-sheet treatment.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / Pachycondyla cambouei casent0031004 label 1.jpg / page 8128262,Pachycondyla cambouei casent0031004 label 1.jpg,2000_2026,Madagascar,non_design_drift:specimen; commons_file_source,design; graphic; packaging; visual communication
SURF-CAW2026R01172,CAW2026R01172,sub_under_packet,downgrade_to_sub_candidate,medium,Relation density and source depth support sub-sheet treatment.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / Ippécourt. Sénégalais - Fonds Berthelé - 49Fi697.jpg / page 37030318,Ippécourt. Sénégalais - Fonds Berthelé - 49Fi697.jpg,pre_1930,Africa,commons_file_source,design; graphic; packaging; visual communication
SURF-CAW2026R00866,CAW2026R00866,sub_under_packet,downgrade_to_sub_candidate,medium,Relation density and source depth support sub-sheet treatment.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,"Wikimedia Commons file source / Collectie NMvWereldculturen, TM-6477-42, Etiketten van luciferdoosjes, 1900-1949.jpg / page 94209328","Collectie NMvWereldculturen, TM-6477-42, Etiketten van luciferdoosjes, 1900-1949.jpg",pre_1930,Southeast Asia,commons_file_source,design; graphic; packaging; visual communication
SURF-CAW2026R01143,CAW2026R01143,sub_under_packet,downgrade_to_sub_candidate,medium,Relation density and source depth support sub-sheet treatment.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,"Wikimedia Commons file source / Matadi harbour and station, work by Alfred Bastien, 1913, Prints Department of the Royal Library of Belgium (KBR), S.I 24229.jpeg / page 181753792","Matadi harbour and station, work by Alfred Bastien, 1913, Prints Department of the Royal Library of Belgium (KBR), S.I 24229.jpeg",pre_1930,Western and Central Europe,commons_file_source,design; graphic; packaging; visual communication
