candidate_id,source_name,macro_region,subregion,country_or_region,source_class,institutional_level,protocol_family,url,period_start,period_end,period_bands,expected_record_types,capture_route,recommended_adapter,recommended_image_policy,text_enrichment_path,rights_posture,risk_notes,priority,inclusion_status,notes,impact_score,impact_rating,impact_basis,new_source_basis
NLCV30116,State Library of Turkmenistan,Central Asia,Turkmenistan,Turkmenistan,national library,national,HTML,https://www.science.gov.tm/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; public print; cultural publications,source-level metadata and source-link discovery,manual_source_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P2,candidate,,63,C,"region=Central Asia; class=national library; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30117,National Archives of Armenia,Eastern Europe / Caucasus,Caucasus,Armenia,national archive,national,HTML,https://armarchives.am/,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,archives; photographs; public print,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,74,B,"region=Eastern Europe / Caucasus; class=national archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30118,Digital Library Iverieli,Eastern Europe / Caucasus,Caucasus,Georgia,national digital library,national,HTML/catalog,https://dspace.nplg.gov.ge/,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; posters; newspapers; photographs,source-level metadata and source-link discovery,dspace_oai_or_rest_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P0,candidate,,83,A,"region=Eastern Europe / Caucasus; class=national digital library; protocol=HTML/catalog; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30119,Azerbaijan National Library,Eastern Europe / Caucasus,Caucasus,Azerbaijan,national library,national,catalog/HTML,https://anl.az/,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; newspapers; posters; periodicals,source-level metadata and source-link discovery,bibliographic_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,79,B,"region=Eastern Europe / Caucasus; class=national library; protocol=catalog/HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30120,National Library of Montenegro,Eastern Europe / Caucasus,Balkans,Montenegro,national library,national,catalog/HTML,https://www.nb-cg.me/,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; newspapers; posters; periodicals,source-level metadata and source-link discovery,bibliographic_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,79,B,"region=Eastern Europe / Caucasus; class=national library; protocol=catalog/HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30121,National and University Library Bosnia and Herzegovina,Eastern Europe / Caucasus,Balkans,Bosnia and Herzegovina,national library,national,catalog/HTML,https://www.nub.ba/,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; newspapers; posters; periodicals,source-level metadata and source-link discovery,bibliographic_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,79,B,"region=Eastern Europe / Caucasus; class=national library; protocol=catalog/HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30122,Macedonian Digital Library,Eastern Europe / Caucasus,Balkans,North Macedonia,national digital library,national,HTML/catalog,https://www.nubsk.edu.mk/,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; periodicals; newspapers; posters,source-level metadata and source-link discovery,bibliographic_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,79,B,"region=Eastern Europe / Caucasus; class=national digital library; protocol=HTML/catalog; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30123,Romanian National Digital Library,Eastern Europe / Caucasus,Eastern Europe,Romania,national digital library,national,catalog/HTML,https://digitool.bibnat.ro/,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; periodicals; posters; newspapers,source-level metadata and source-link discovery,bibliographic_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,79,B,"region=Eastern Europe / Caucasus; class=national digital library; protocol=catalog/HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30124,Moldova National Library,Eastern Europe / Caucasus,Eastern Europe,Moldova,national library,national,catalog/HTML,https://www.bnrm.md/,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; newspapers; posters; periodicals,source-level metadata and source-link discovery,bibliographic_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,79,B,"region=Eastern Europe / Caucasus; class=national library; protocol=catalog/HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30125,Ukrainian Institute of National Memory Archive,Eastern Europe / Caucasus,Eastern Europe,Ukraine,memory archive,national,HTML,https://uinp.gov.ua/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,posters; documents; public history graphics,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",community_or_cultural_review,item rights vary; source-level discovery only,P1,candidate,,80,B,"region=Eastern Europe / Caucasus; class=memory archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30126,Alexander Turnbull Library,Oceania / Indigenous,Aotearoa/New Zealand,New Zealand,national special collection,national,catalog/HTML,https://natlib.govt.nz/collections/a-z/alexander-turnbull-library,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,posters; ephemera; books; photographs,source-level metadata and source-link discovery,bibliographic_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",community_or_cultural_review,item rights vary; source-level discovery only,P1,candidate,,77,B,"region=Oceania / Indigenous; class=national special collection; protocol=catalog/HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30127,State Library Victoria Collections,Oceania / Indigenous,Australia,Australia,state library,state,catalog/HTML,https://www.slv.vic.gov.au/search-discover,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,posters; ephemera; newspapers; photographs,source-level metadata and source-link discovery,bibliographic_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,79,B,"region=Oceania / Indigenous; class=state library; protocol=catalog/HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30128,PARADISEC,Oceania / Indigenous,Pacific,Pacific,cultural archive,university/consortium,HTML/catalog,https://www.paradisec.org.au/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,cultural records; documentation; visual context,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",community_or_cultural_review,item rights vary; source-level discovery only,P1,candidate,,79,B,"region=Oceania / Indigenous; class=cultural archive; protocol=HTML/catalog; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30129,National Library of Fiji,Oceania / Indigenous,Pacific,Fiji,national library,national,HTML,https://www.library.gov.fj/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; public communication; cultural publications,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",community_or_cultural_review,item rights vary; source-level discovery only,P2,candidate,,58,C,"region=Oceania / Indigenous; class=national library; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30130,National Archives of Fiji,Oceania / Indigenous,Pacific,Fiji,national archive,national,HTML,https://www.archives.gov.fj/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,archives; government print; photographs,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",community_or_cultural_review,item rights vary; source-level discovery only,P1,candidate,,72,B,"region=Oceania / Indigenous; class=national archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30131,Archives Nationales du Burkina Faso,Africa,West Africa,Burkina Faso,national archive,national,HTML,https://archivesnationales.gov.bf/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,archives; government print; newspapers; public communication,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,85,A,"region=Africa; class=national archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30132,Bibliotheque Nationale du Burkina Faso,Africa,West Africa,Burkina Faso,national library,national,HTML,https://bibliothequenationale.gov.bf/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; periodicals; public print,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P2,candidate,,71,B,"region=Africa; class=national library; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30133,Archives Nationales du Mali,Africa,West Africa,Mali,national archive,national,HTML,https://www.archivesdumali.gouv.ml/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,archives; newspapers; government print,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,85,A,"region=Africa; class=national archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30134,Bibliotheque Nationale du Mali,Africa,West Africa,Mali,national library,national,HTML,https://www.bn.gouv.ml/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; periodicals; cultural print,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P2,candidate,,71,B,"region=Africa; class=national library; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30135,Archives Nationales du Benin,Africa,West Africa,Benin,national archive,national,HTML,https://archivesnationales.gouv.bj/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,archives; public communication; government print,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,77,B,"region=Africa; class=national archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30136,Bibliotheque Nationale du Benin,Africa,West Africa,Benin,national library,national,HTML,https://bibliothequenationale.bj/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; periodicals; newspapers,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P2,candidate,,71,B,"region=Africa; class=national library; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30137,Archives Nationales du Togo,Africa,West Africa,Togo,national archive,national,HTML,https://archives.gouv.tg/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,archives; government print; public communication,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,77,B,"region=Africa; class=national archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30138,Bibliotheque Nationale du Togo,Africa,West Africa,Togo,national library,national,HTML,https://bibliothequenationale.gouv.tg/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; periodicals; public print,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P2,candidate,,71,B,"region=Africa; class=national library; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30139,Archives Nationales du Niger,Africa,West Africa,Niger,national archive,national,HTML,https://www.archivesnationales.ne/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,archives; newspapers; government print,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,85,A,"region=Africa; class=national archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30140,Bibliotheque Nationale du Niger,Africa,West Africa,Niger,national library,national,HTML,https://www.bnn.ne/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; periodicals; public print,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P2,candidate,,71,B,"region=Africa; class=national library; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30141,Archives Nationales du Cameroun,Africa,Central Africa,Cameroon,national archive,national,HTML,https://www.archivesnationales.cm/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,archives; newspapers; government print,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,85,A,"region=Africa; class=national archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30142,Bibliotheque Nationale du Cameroun,Africa,Central Africa,Cameroon,national library,national,HTML,https://www.bn.cm/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; periodicals; public print,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P2,candidate,,71,B,"region=Africa; class=national library; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30143,Archives Nationales du Gabon,Africa,Central Africa,Gabon,national archive,national,HTML,https://archivesnationales.ga/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,archives; public communication; government print,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,77,B,"region=Africa; class=national archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30144,Archives Nationales du Congo,Africa,Central Africa,Republic of the Congo,national archive,national,HTML,https://archivesnationales.gouv.cg/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,archives; newspapers; government print,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,85,A,"region=Africa; class=national archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30145,Bibliotheque Nationale du Congo,Africa,Central Africa,Republic of the Congo,national library,national,HTML,https://bibliothequenationale.cg/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; newspapers; cultural publications,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P2,candidate,,71,B,"region=Africa; class=national library; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30146,Bibliotheque Nationale de la RD Congo,Africa,Central Africa,Democratic Republic of the Congo,national library,national,HTML,https://bnrdc.cd/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; newspapers; public print,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P2,candidate,,71,B,"region=Africa; class=national library; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30147,Archives Nationales d'Angola,Africa,Southern Africa,Angola,national archive,national,HTML,https://arquivonacional.gov.ao/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,archives; government print; newspapers,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,85,A,"region=Africa; class=national archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30148,Biblioteca Nacional de Angola,Africa,Southern Africa,Angola,national library,national,HTML,https://www.bibliotecanacional.ao/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; newspapers; posters; public print,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,75,B,"region=Africa; class=national library; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30149,Arquivo Historico de Mocambique,Africa,Southern Africa,Mozambique,national historical archive,national/university,HTML,https://www.ahm.uem.mz/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,archives; newspapers; public print; photographs,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,85,A,"region=Africa; class=national historical archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30150,Biblioteca Nacional de Mocambique,Africa,Southern Africa,Mozambique,national library,national,HTML,https://www.bnm.gov.mz/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; newspapers; cultural publications,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P2,candidate,,71,B,"region=Africa; class=national library; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30151,National Archives of Madagascar,Africa,Indian Ocean,Madagascar,national archive,national,HTML,https://www.archivesnationales.gov.mg/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,archives; government print; photographs,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,77,B,"region=Africa; class=national archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30152,Bibliotheque Nationale de Madagascar,Africa,Indian Ocean,Madagascar,national library,national,HTML,https://www.bnmadagascar.mg/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; periodicals; newspapers; public print,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P2,candidate,,71,B,"region=Africa; class=national library; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30153,National Archives of Mauritius,Africa,Indian Ocean,Mauritius,national archive,national,HTML,https://nationalarchives.govmu.org/,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,archives; newspapers; government print; photographs,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,85,A,"region=Africa; class=national archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30154,National Library of Mauritius,Africa,Indian Ocean,Mauritius,national library,national,HTML/catalog,https://nationallibrary.govmu.org/,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; newspapers; periodicals; posters,source-level metadata and source-link discovery,bibliographic_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,82,A,"region=Africa; class=national library; protocol=HTML/catalog; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30155,Seychelles National Archives,Africa,Indian Ocean,Seychelles,national archive,national,HTML,https://www.sna.gov.sc/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,archives; photographs; government print,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,77,B,"region=Africa; class=national archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30156,Seychelles National Library,Africa,Indian Ocean,Seychelles,national library,national,HTML,https://www.snls.sc/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; newspapers; cultural publications,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P2,candidate,,71,B,"region=Africa; class=national library; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30157,National Library of Cape Verde,Africa,Atlantic Africa,Cape Verde,national library,national,HTML,https://www.bn.cv/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; newspapers; public print,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P2,candidate,,71,B,"region=Africa; class=national library; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30158,Arquivo Nacional de Cabo Verde,Africa,Atlantic Africa,Cape Verde,national archive,national,HTML,https://www.arquivonacional.cv/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,archives; government print; photographs,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,77,B,"region=Africa; class=national archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30159,Arquivo Historico Nacional da Guine-Bissau,Africa,West Africa,Guinea-Bissau,national archive,national,HTML,https://www.ahngb.org/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,archives; government print; newspapers,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,85,A,"region=Africa; class=national archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
