validation_sample_id,surface_id,capture_id,sample_target_marker,year,period,region,theme,medium,image_state,source_name,source_family,title,descriptive_unit,recommended_role,parent_candidate,relation_type,text_need_level,blocker_class,review_result,review_confidence,generalizable_rule,method_risk_flags,role_rationale,review_status,reviewer_notes
MSTV0166,SURF-ER1830R074,ER1830R074,strong_soft_anchor,1923,1914_1945,Germany,World War and public-information graphics,lithograph,IMG03,Cleveland Museum Open Access API,Cleveland Museum Open Access API,Merz 3 Portfolio: Plate 1,work_or_packet_anchor_candidate,manual_hold,,manual_relation_review,low,transnational_geography_manual,revise,medium,strong_anchor_with_blocker_requires_manual_review,transnational_region; no_subsheet_relation,"The row has anchor signals but also a blocker that could cause rights, geography, or source-family overclaiming.",pending,
MSTV0167,SURF-GA1970R027,GA1970R027,strong_soft_anchor,1914,1914_1945,France,Midcentury modern graphic communication,Nombre total de vues : 121,IMG02,Gallica / BnF APIs,Gallica / BnF APIs,L'Étoile du Nord (Roubaix),work_or_packet_anchor_candidate,keep_main,,packet_anchor,low,none,pass,medium,strong_soft_anchor_can_remain_main_after_review,no_subsheet_relation,The row has strong anchor marker and enough source text for provisional main status.,pending,
MSTV0168,SURF-GA1970R023,GA1970R023,strong_soft_anchor,1939,1914_1945,France,Midcentury modern graphic communication,Nombre total de vues : 266,IMG02,Gallica / BnF APIs,Gallica / BnF APIs,La Publicité (Paris),source_cluster_member,keep_main,,packet_anchor,medium,large_cluster_parentage_review,pass,medium,strong_soft_anchor_can_remain_main_after_review,large_cluster; no_subsheet_relation,The row has strong anchor marker and enough source text for provisional main status.,pending,
MSTV0169,SURF-GSU1970R013,GSU1970R013,strong_soft_anchor,1945,1914_1945,United States,World War and public-information graphics,application/pdf; application/pdf; Text,IMG02,Georgia State University Library Digital Collections / CONTENTdm,Georgia State CONTENTdm,"Worker's Defense League, 1942-1945",work_or_packet_anchor_candidate,manual_hold,,manual_relation_review,low,transnational_geography_manual,revise,medium,strong_anchor_with_blocker_requires_manual_review,transnational_region; no_subsheet_relation,"The row has anchor signals but also a blocker that could cause rights, geography, or source-family overclaiming.",pending,
MSTV0170,SURF-MX1970R042,MX1970R042,strong_soft_anchor,1939,1914_1945,France,Modern typography and layout,digitized text / periodical,IMG02,Internet Archive / text and periodical collections,Internet Archive,How To Draw Comics And Commercial Art,periodical_or_issue,keep_main,,packet_anchor,low,none,pass,medium,strong_soft_anchor_can_remain_main_after_review,no_subsheet_relation,The row has strong anchor marker and enough source text for provisional main status.,pending,
MSTV0171,SURF-MX1970R025,MX1970R025,strong_soft_anchor,1936,1914_1945,United States,Modern typography and layout,digitized text / periodical,IMG02,Internet Archive / text and periodical collections,Internet Archive,Graphic design; a library of old and new masters in the graphic arts,periodical_or_issue,keep_main,,packet_anchor,low,none,pass,medium,strong_soft_anchor_can_remain_main_after_review,no_subsheet_relation,The row has strong anchor marker and enough source text for provisional main status.,pending,
MSTV0172,SURF-MC1930R021,MC1930R021,strong_soft_anchor,1936,1914_1945,United States,World War and public-information graphics,907 prints (posters) : most color; various sizes.,IMG01,Library of Congress loc.gov API,Library of Congress,Work Projects Administration poster collection (Library of Congress),work_or_packet_anchor_candidate,manual_hold,,manual_relation_review,low,transnational_geography_manual,revise,medium,strong_anchor_with_blocker_requires_manual_review,transnational_region; no_subsheet_relation,"The row has anchor signals but also a blocker that could cause rights, geography, or source-family overclaiming.",pending,
MSTV0173,SURF-MC1930R037,MC1930R037,strong_soft_anchor,1940,1914_1945,United States,World War and public-information graphics,1 negative : safety ; 5 x 7 inches or smaller.,IMG01,Library of Congress loc.gov API,Library of Congress,"WPB (War Production Board) poster. This is the official poster which may be displayed on all construction work costing over five hundred thousand dollars with certain exceptions, to show that the work has been authorized by the WPA (Work Pr",work_or_packet_anchor_candidate,manual_hold,,manual_relation_review,low,transnational_geography_manual,revise,medium,strong_anchor_with_blocker_requires_manual_review,transnational_region; no_subsheet_relation,"The row has anchor signals but also a blocker that could cause rights, geography, or source-family overclaiming.",pending,
MSTV0174,SURF-ER1830R070,ER1830R070,strong_soft_anchor,1919,1914_1945,United States,Midcentury modern graphic communication,1 negative : glass ; 5 x 7 in.,IMG03,Library of Congress loc.gov API,Library of Congress,"A cobbler who doesn't wear shoes. This hole in the wall is a typical cobbler's shop at Skoplje, Serbia. His own shoeless feet wouldn't be considered a very good advertisement for his trade in America. But he has all the trade that he can ta",work_or_packet_anchor_candidate,keep_main,,packet_anchor,low,none,pass,medium,strong_soft_anchor_can_remain_main_after_review,no_subsheet_relation,The row has strong anchor marker and enough source text for provisional main status.,pending,
MSTV0175,SURF-PUL1970R037,PUL1970R037,strong_soft_anchor,1932,1914_1945,United States,Midcentury modern graphic communication,; 1 poster; approximately 21×16 inches;,IMG02,Princeton University Library Digital Collections / Figgy,Princeton Figgy,"Every employed New Yorker is urged to share, promptly and liberally, to provide relief to the thousands in distress",work_or_packet_anchor_candidate,keep_main,,packet_anchor,low,none,pass,medium,strong_soft_anchor_can_remain_main_after_review,no_subsheet_relation,The row has strong anchor marker and enough source text for provisional main status.,pending,
MSTV0176,SURF-PUL1970R036,PUL1970R036,strong_soft_anchor,1932,1914_1945,United States,Midcentury modern graphic communication,; 1 poster; approximately 21×16 inches;,IMG02,Princeton University Library Digital Collections / Figgy,Princeton Figgy,"Every employed New Yorker is urged to share, promptly and liberally",work_or_packet_anchor_candidate,keep_main,,packet_anchor,low,none,pass,medium,strong_soft_anchor_can_remain_main_after_review,no_subsheet_relation,The row has strong anchor marker and enough source text for provisional main status.,pending,
MSTV0177,SURF-PUL1970R011,PUL1970R011,strong_soft_anchor,1919,1914_1945,United States,Midcentury modern graphic communication,; 1 poster; approximately 21×16 inches;,IMG02,Princeton University Library Digital Collections / Figgy,Princeton Figgy,City's Future,work_or_packet_anchor_candidate,keep_main,,packet_anchor,low,none,pass,medium,strong_soft_anchor_can_remain_main_after_review,no_subsheet_relation,The row has strong anchor marker and enough source text for provisional main status.,pending,
MSTV0178,SURF-PUL1970R026,PUL1970R026,strong_soft_anchor,1924,1914_1945,United States,Midcentury modern graphic communication,; 1 poster; approximately 21×16 inches;,IMG02,Princeton University Library Digital Collections / Figgy,Princeton Figgy,For Earlier Matinees,work_or_packet_anchor_candidate,keep_main,,packet_anchor,low,none,pass,medium,strong_soft_anchor_can_remain_main_after_review,no_subsheet_relation,The row has strong anchor marker and enough source text for provisional main status.,pending,
MSTV0179,SURF-SI1970R012,SI1970R012,strong_soft_anchor,1940,1914_1945,United States,Midcentury modern graphic communication,ink on paper; H x W: 8 1/8 x 4 3/4 in. (20.6 x 12.1 cm),IMG03,Smithsonian Open Access,Smithsonian Open Access,Advertisement for Sweet Georgia Brown skin bleaching creams,work_or_packet_anchor_candidate,keep_main,,packet_anchor,low,none,pass,medium,strong_soft_anchor_can_remain_main_after_review,no_subsheet_relation,The row has strong anchor marker and enough source text for provisional main status.,pending,
MSTV0180,SURF-GAPIT2026R010,GAPIT2026R010,strong_soft_anchor,1941,1914_1945,Aotearoa New Zealand,World War and public-information graphics,poster / printed public communication,IMG02,Te Papa Collections Online,Te Papa,"Poster, 'The bombing in daylight'",source_cluster_member,manual_hold,,manual_relation_review,medium,transnational_geography_manual; large_cluster_parentage_review,revise,medium,strong_anchor_with_blocker_requires_manual_review,transnational_region; large_cluster; no_subsheet_relation,"The row has anchor signals but also a blocker that could cause rights, geography, or source-family overclaiming.",pending,
MSTV0181,SURF-MC1930R009,MC1930R009,strong_soft_anchor,1936,1914_1945,Russia / USSR contexts,Travel and transport poster culture,Poster,IMG02,V&A Collections API,V&A Collections API,Poster,work_or_packet_anchor_candidate,keep_main,,packet_anchor,low,none,pass,medium,strong_soft_anchor_can_remain_main_after_review,no_subsheet_relation,The row has strong anchor marker and enough source text for provisional main status.,pending,
MSTV0182,SURF-IR1970R019,IR1970R019,strong_soft_anchor,1940,1914_1945,United Kingdom,Postwar exhibition and cultural posters,Poster,IMG02,V&A Collections API,V&A Collections API,Poison Gas Exhibition,work_or_packet_anchor_candidate,keep_main,,packet_anchor,low,none,pass,medium,strong_soft_anchor_can_remain_main_after_review,no_subsheet_relation,The row has strong anchor marker and enough source text for provisional main status.,pending,
MSTV0183,SURF-IR1970R027,IR1970R027,strong_soft_anchor,1944,1914_1945,United Kingdom,World War and public-information graphics,Poster,IMG02,V&A Collections API,V&A Collections API,Ocean Front Exhibition,work_or_packet_anchor_candidate,manual_hold,,manual_relation_review,low,transnational_geography_manual,revise,medium,strong_anchor_with_blocker_requires_manual_review,transnational_region; no_subsheet_relation,"The row has anchor signals but also a blocker that could cause rights, geography, or source-family overclaiming.",pending,
MSTV0184,SURF-IR1970R003,IR1970R003,strong_soft_anchor,1932,1914_1945,Netherlands,Midcentury modern graphic communication,Posters; Lithographs,IMG03,Wellcome Collection Catalogue API,Wellcome Collection,"A strong man supporting a weak and emaciated woman; representing the work of the Zonnestraal sanatorium for the tuberculous. Colour lithograph by A. Hahn, 1932.",work_or_packet_anchor_candidate,keep_main,,packet_anchor,low,none,pass,medium,strong_soft_anchor_can_remain_main_after_review,no_subsheet_relation,The row has strong anchor marker and enough source text for provisional main status.,pending,
MSTV0185,SURF-MX1970R022,MX1970R022,strong_soft_anchor,1941,1914_1945,United States,Midcentury modern graphic communication,Posters; Lithographs,IMG02,Wellcome Collection Catalogue API,Wellcome Collection,"A lecturer pointing to a large screen, on which projected diagrams of the bodies of a man and a woman are marked with red flags indicating areas where cancer may be first seen. Colour lithograph after D. Fellnagel, 1941.",work_or_packet_anchor_candidate,keep_main,,packet_anchor,low,none,pass,medium,strong_soft_anchor_can_remain_main_after_review,no_subsheet_relation,The row has strong anchor marker and enough source text for provisional main status.,pending,
MSTV0186,SURF-MX1970R055-GROUP,MX1970R055-GROUP,strong_soft_anchor,1955,1946_1969,China / Hong Kong,World War and public-information graphics,poster,IMG00,Chinese Posters,Chinese Posters,"Chinese Posters grouped records, 1950-1955",work_or_packet_anchor_candidate,manual_hold,,manual_relation_review,low,transnational_geography_manual,revise,medium,strong_anchor_with_blocker_requires_manual_review,transnational_region; no_subsheet_relation,"The row has anchor signals but also a blocker that could cause rights, geography, or source-family overclaiming.",pending,
MSTV0187,SURF-DNZPOSTR001,DNZPOSTR001,strong_soft_anchor,1950,1946_1969,Aotearoa New Zealand,Travel and transport poster culture,; ; Unknown,IMG03,DigitalNZ,DigitalNZ,"""Air-conomy Tours of New Zealand New Zealand's International Airline""",work_or_packet_anchor_candidate,manual_hold,,manual_relation_review,low,transnational_geography_manual,revise,medium,strong_anchor_with_blocker_requires_manual_review,transnational_region; no_subsheet_relation,"The row has anchor signals but also a blocker that could cause rights, geography, or source-family overclaiming.",pending,
MSTV0188,SURF-DNZPOSTR012,DNZPOSTR012,strong_soft_anchor,1965,1946_1969,Aotearoa New Zealand,Midcentury modern graphic communication,; ; Unknown,IMG02,DigitalNZ,DigitalNZ,South Pacific,work_or_packet_anchor_candidate,keep_main,,packet_anchor,none,none,pass,medium,strong_soft_anchor_can_remain_main_after_review,no_subsheet_relation,The row has strong anchor marker and enough source text for provisional main status.,pending,
MSTV0189,SURF-DNZPOSTR009,DNZPOSTR009,strong_soft_anchor,1955,1946_1969,Aotearoa New Zealand,Travel and transport poster culture,; Art work; Unknown,IMG02,DigitalNZ,DigitalNZ,Advertising poster for Tasman Empire Airways,work_or_packet_anchor_candidate,keep_main,,packet_anchor,low,none,pass,medium,strong_soft_anchor_can_remain_main_after_review,no_subsheet_relation,The row has strong anchor marker and enough source text for provisional main status.,pending,
MSTV0190,SURF-DNZPOSTR008,DNZPOSTR008,strong_soft_anchor,1952,1946_1969,Aotearoa New Zealand,Travel and transport poster culture,; ; Unknown,IMG03,DigitalNZ,DigitalNZ,"Bus advertising photographers Belwood Studio, 1952",work_or_packet_anchor_candidate,keep_main,,packet_anchor,low,none,pass,medium,strong_soft_anchor_can_remain_main_after_review,no_subsheet_relation,The row has strong anchor marker and enough source text for provisional main status.,pending,
MSTV0191,SURF-DNZPOSTR002,DNZPOSTR002,strong_soft_anchor,1950,1946_1969,Aotearoa New Zealand,Postwar exhibition and cultural posters,; ; Unknown,IMG02,DigitalNZ,DigitalNZ,Cinema Advertising Slide- Advertising Advertising!,work_or_packet_anchor_candidate,keep_main,,packet_anchor,none,none,pass,medium,strong_soft_anchor_can_remain_main_after_review,no_subsheet_relation,The row has strong anchor marker and enough source text for provisional main status.,pending,
MSTV0192,SURF-GAX1970R117,GAX1970R117,strong_soft_anchor,1955,1946_1969,France,Midcentury modern graphic communication,1 disque : 45 t ; 17 cm; disc; disque microsillon; multipart/mixed; Nombre total de vues : 6,IMG02,Gallica / BnF APIs,Gallica / BnF APIs,"CELLE QUE JE RECLAME / Louis AMADE - Jack FULTEN - L. STEELE. LA FONTAINE DES AMOURS : du film ""La fontaine des amours"" / René ROUZAUD - J. STYNE ; John WILLIAM - orch. dir. WAL-BERG",source_cluster_member,keep_main,,packet_anchor,low,none,pass,medium,strong_soft_anchor_can_remain_main_after_review,large_cluster; no_subsheet_relation,The row has strong anchor marker and enough source text for provisional main status.,pending,
MSTV0193,SURF-GAX1970R116,GAX1970R116,strong_soft_anchor,1953,1946_1969,France,Modern typography and layout,"1 vol. (39 p.) : pl., couv. ill. ; in-8; Nombre total de vues : 50; application/epub+zip 3.0 accessible; Format adaptable de type XML DTBook, 2005-3",IMG03,Gallica / BnF APIs,Gallica / BnF APIs,"Cinq siècles d'affiches illustrées françaises : exposition... Bibliothèque nationale, juillet-septembre 1953 / [catalogue par Jean Adhémar, Charles Pérussaux et Jacqueline Amingeat ; préface par Julien Cain]",work_or_packet_anchor_candidate,keep_main,,packet_anchor,none,none,pass,medium,strong_soft_anchor_can_remain_main_after_review,no_subsheet_relation,The row has strong anchor marker and enough source text for provisional main status.,pending,
MSTV0194,SURF-MX1970R030,MX1970R030,strong_soft_anchor,1960,1946_1969,United States,World War and public-information graphics,digitized text / periodical,IMG02,Internet Archive / text and periodical collections,Internet Archive,Graphic design : a creative approach,periodical_or_issue,manual_hold,,manual_relation_review,low,transnational_geography_manual,revise,medium,strong_anchor_with_blocker_requires_manual_review,transnational_region; no_subsheet_relation,"The row has anchor signals but also a blocker that could cause rights, geography, or source-family overclaiming.",pending,
MSTV0195,SURF-MX1970R031,MX1970R031,strong_soft_anchor,1964,1946_1969,United States,Modern typography and layout,digitized text / periodical,IMG02,Internet Archive / text and periodical collections,Internet Archive,Graphic design: visual comparisons,periodical_or_issue,keep_main,,packet_anchor,none,none,pass,medium,strong_soft_anchor_can_remain_main_after_review,no_subsheet_relation,The row has strong anchor marker and enough source text for provisional main status.,pending,
MSTV0196,SURF-PUL1970R041,PUL1970R041,strong_soft_anchor,1950,1946_1969,United States,World War and public-information graphics,Posters; 1 poster : color ; 57 x 72 cm; Visual material,IMG02,Princeton University Library Digital Collections / Figgy,Princeton Figgy,Halte a l'impérialisme communiste!,work_or_packet_anchor_candidate,manual_hold,,manual_relation_review,low,transnational_geography_manual,revise,medium,strong_anchor_with_blocker_requires_manual_review,transnational_region; no_subsheet_relation,"The row has anchor signals but also a blocker that could cause rights, geography, or source-family overclaiming.",pending,
MSTV0197,SURF-IR1970R043,IR1970R043,strong_soft_anchor,1950,1946_1969,United Kingdom,World War and public-information graphics,Ephemera; Posters; Broadsides,IMG02,Wellcome Collection Catalogue API,Wellcome Collection,"Protect your child from fire : close fitting garments plus fire guards spell safety : see also our pamphlet ""A child in danger"" / Fire Offices' Committee, Fire Protection Association, London.",work_or_packet_anchor_candidate,manual_hold,,manual_relation_review,low,transnational_geography_manual,revise,medium,strong_anchor_with_blocker_requires_manual_review,transnational_region; no_subsheet_relation,"The row has anchor signals but also a blocker that could cause rights, geography, or source-family overclaiming.",pending,
MSTV0198,SURF-SBC1970R0007,SBC1970R0007,strong_soft_anchor,1982,1970_1989,Aotearoa New Zealand,Midcentury modern graphic communication,Images,IMG02,Auckland Libraries Heritage Collections / CONTENTdm,Auckland Libraries Heritage Collections / CONTENTdm,"Poster titled Our Aunty Neta, 1982",work_or_packet_anchor_candidate,keep_main,,packet_anchor,none,none,pass,medium,strong_soft_anchor_can_remain_main_after_review,no_subsheet_relation,The row has strong anchor marker and enough source text for provisional main status.,pending,
MSTV0199,SURF-DNZPOSTR026,DNZPOSTR026,strong_soft_anchor,1982,1970_1989,Aotearoa New Zealand,Midcentury modern graphic communication,Black & white photographic print; ; Unknown,IMG02,DigitalNZ,DigitalNZ,Turakina Maori Girls' College poster,work_or_packet_anchor_candidate,keep_main,,packet_anchor,low,none,pass,medium,strong_soft_anchor_can_remain_main_after_review,no_subsheet_relation,The row has strong anchor marker and enough source text for provisional main status.,pending,
MSTV0200,SURF-DNZPOSTR024,DNZPOSTR024,strong_soft_anchor,1981,1970_1989,Aotearoa New Zealand,Travel and transport poster culture,; Object; Unknown,IMG02,DigitalNZ,DigitalNZ,Ansett Australia advertising and baggage labels and various prestamped and philatelic envelopes,commemorative_source_witness,card_context,Aotearoa New Zealand|Travel and transport poster culture|DigitalNZ|1980s,commemorative_context_for_packet,none,stamp_or_commemorative_manual,revise,medium,stamp_or_commemorative_record_is_manual_card_candidate,stamp_or_philatelic; no_subsheet_relation,Commemorative/philatelic material may be useful context but should not become main without design-specific justification.,pending,
MSTV0201,SURF-GAX1970R069,GAX1970R069,support_or_card_review,1889,1850_1899,France,Midcentury modern graphic communication,"In-16, IV-192 p., fig., portrait; Nombre total de vues : 224",IMG03,Gallica / BnF APIs,Gallica / BnF APIs,Spécimen des caractères de l'imprimerie Edmond Monnoyer,source_cluster_member,card_context,France|Midcentury modern graphic communication|Gallica / BnF APIs|1880s,context_or_source_witness_for_packet,medium,large_cluster_parentage_review,pass,high,support_or_card_review_without_blocker_can_be_card_candidate,large_cluster; no_subsheet_relation,The row is already in support/card review and lacks blockers that would require manual hold.,pending,
MSTV0202,SURF-ER1830R023,ER1830R023,support_or_card_review,1880,1850_1899,Unresolved region,Midcentury modern graphic communication,1 print : color wood engraving ; sheet 6.5 x 11.7 cm.,IMG01,Library of Congress loc.gov API,Library of Congress,"[Winter scene with horse team hauling logs on a sledge past a windmill, with snow covered landscape, under a full moon]",work_record_candidate,card_context,Unresolved region|Midcentury modern graphic communication|Library of Congress loc.gov API|1880s,context_or_source_witness_for_packet,medium,unresolved_region_or_theme_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,unresolved_region_or_theme; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0203,SURF-ER1830R030,ER1830R030,support_or_card_review,1890,1850_1899,Unresolved region,Midcentury modern graphic communication,1 print : chromolithograph ; sheet 7.8 x 12.6 cm.,IMG03,Library of Congress loc.gov API,Library of Congress,"Cats can, but Bon Ami can not scratch for it lacks grit",work_record_candidate,card_context,Unresolved region|Midcentury modern graphic communication|Library of Congress loc.gov API|1890s,context_or_source_witness_for_packet,low,unresolved_region_or_theme_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,unresolved_region_or_theme; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0204,SURF-ER1830R018,ER1830R018,support_or_card_review,1880,1850_1899,Unresolved region,Midcentury modern graphic communication,1 item.,IMG04,Library of Congress loc.gov API,Library of Congress,[Pearsall Photography Studio trade card],work_record_candidate,card_context,Unresolved region|Midcentury modern graphic communication|Library of Congress loc.gov API|1880s,context_or_source_witness_for_packet,medium,unresolved_region_or_theme_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,unresolved_region_or_theme; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0205,SURF-ER1830R020,ER1830R020,support_or_card_review,1880,1850_1899,Unresolved region,Travel and transport poster culture,1 print : color wood engraving ; sheet 11.3 x 6.8 cm.,IMG01,Library of Congress loc.gov API,Library of Congress,"[Ship at sea, under full sail, with five men in a rowboat under a partially obscured full moon]",work_record_candidate,card_context,Unresolved region|Travel and transport poster culture|Library of Congress loc.gov API|1880s,context_or_source_witness_for_packet,low,unresolved_region_or_theme_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,unresolved_region_or_theme; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0206,SURF-ER1830R026,ER1830R026,support_or_card_review,1886,1850_1899,Unresolved region,Corporate identity and design systems,"1 print : lithograph, color.",IMG03,Library of Congress loc.gov API,Library of Congress,Acorn stoves and ranges,work_record_candidate,card_context,Unresolved region|Corporate identity and design systems|Library of Congress loc.gov API|1880s,context_or_source_witness_for_packet,low,unresolved_region_or_theme_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,unresolved_region_or_theme; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0207,SURF-ER1830R022,ER1830R022,support_or_card_review,1880,1850_1899,Unresolved region,Midcentury modern graphic communication,1 print : color wood engraving ; sheet 6.5 x 11.7 cm.,IMG01,Library of Congress loc.gov API,Library of Congress,"[Winter scene with frozen waterwheel, a man with horse team and load of logs, and a church in the distance, under a full moon]",work_record_candidate,card_context,Unresolved region|Midcentury modern graphic communication|Library of Congress loc.gov API|1880s,context_or_source_witness_for_packet,medium,unresolved_region_or_theme_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,unresolved_region_or_theme; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0208,SURF-ER1830R021,ER1830R021,support_or_card_review,1880,1850_1899,Unresolved region,World War and public-information graphics,1 print : color wood engraving ; sheet 6.5 x 11.7 cm.,IMG01,Library of Congress loc.gov API,Library of Congress,[Winter outing with people riding in horse-drawn sleighs across a snow covered landscape toward a church in the distance],work_record_candidate,card_context,Unresolved region|World War and public-information graphics|Library of Congress loc.gov API|1880s,context_or_source_witness_for_packet,low,unresolved_region_or_theme_manual; transnational_geography_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,unresolved_region_or_theme; transnational_region; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0209,SURF-SI1970R009,SI1970R009,support_or_card_review,1880,1850_1899,Global / transnational,Midcentury modern graphic communication,Chromolithograph; Approximately: 16.5 x 10.5 cm (6 1/2 x 4 1/8 in.),IMG03,Smithsonian Open Access,Smithsonian Open Access,Advertisement for Patented Medicine,work_record_candidate,card_context,Global / transnational|Midcentury modern graphic communication|Smithsonian Open Access|1880s,context_or_source_witness_for_packet,medium,transnational_geography_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,transnational_region; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0210,SURF-SI1970R008,SI1970R008,support_or_card_review,1880,1850_1899,Global / transnational,Midcentury modern graphic communication,Chromolithograph; Approximately: 16.5 x 10.5 cm (6 1/2 x 4 1/8 in.),IMG03,Smithsonian Open Access,Smithsonian Open Access,Advertisement for Patented Medicine,work_record_candidate,card_context,Global / transnational|Midcentury modern graphic communication|Smithsonian Open Access|1880s,context_or_source_witness_for_packet,medium,transnational_geography_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,transnational_region; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0211,SURF-SI1970R007,SI1970R007,support_or_card_review,1880,1850_1899,Global / transnational,Midcentury modern graphic communication,Chromolithograph; Approximately: 15 x 10 cm (5 7/8 x 3 15/16 in.),IMG03,Smithsonian Open Access,Smithsonian Open Access,Advertisement for Hudson Clothier,work_record_candidate,card_context,Global / transnational|Midcentury modern graphic communication|Smithsonian Open Access|1880s,context_or_source_witness_for_packet,medium,transnational_geography_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,transnational_region; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0212,SURF-CAW2026R00622,CAW2026R00622,support_or_card_review,1890,1850_1899,Latin America,Modern typography and layout,source-hosted open image; graphic design / visual communication candidate,IMG03,Wikimedia Commons file source / El Salvador 1893 50c Seebeck essay red orange.jpg / page 79674130,Wikimedia Commons,El Salvador 1893 50c Seebeck essay red orange.jpg,commemorative_source_witness,card_context,Latin America|Modern typography and layout|Wikimedia Commons file source / El Salvador 1893 50c Seebeck essay red orange.jpg / page 79674130|1890s,commemorative_context_for_packet,low,stamp_or_commemorative_manual,revise,medium,stamp_or_commemorative_record_is_manual_card_candidate,commons_file_source; no_subsheet_relation,Commemorative/philatelic material may be useful context but should not become main without design-specific justification.,pending,
MSTV0213,SURF-CAW2026R00501,CAW2026R00501,support_or_card_review,1887,1850_1899,Mexico,Modern typography and layout,source-hosted open image; graphic design / visual communication candidate,IMG03,Wikimedia Commons file source / Mexico 1887 10c Sc206 used.jpg / page 79052672,Wikimedia Commons,Mexico 1887 10c Sc206 used.jpg,commemorative_source_witness,card_context,Mexico|Modern typography and layout|Wikimedia Commons file source / Mexico 1887 10c Sc206 used.jpg / page 79052672|1880s,commemorative_context_for_packet,low,stamp_or_commemorative_manual,revise,medium,stamp_or_commemorative_record_is_manual_card_candidate,commons_file_source; no_subsheet_relation,Commemorative/philatelic material may be useful context but should not become main without design-specific justification.,pending,
MSTV0214,SURF-CAW2026R00697,CAW2026R00697,support_or_card_review,1895,1850_1899,South Africa,Modern typography and layout,source-hosted open image; graphic design / visual communication candidate,IMG03,Wikimedia Commons file source / Stamp of Transvaal - 1895 - Colnect 414634 - Wagon with One Shaft.jpeg / page 115843982,Wikimedia Commons,Stamp of Transvaal - 1895 - Colnect 414634 - Wagon with One Shaft.jpeg,commemorative_source_witness,card_context,South Africa|Modern typography and layout|Wikimedia Commons file source / Stamp of Transvaal - 1895 - Colnect 414634 - Wagon with One Shaft.jpeg / page 115843982|1890s,commemorative_context_for_packet,low,stamp_or_commemorative_manual; weak_commons_only_manual,revise,medium,stamp_or_commemorative_record_is_manual_card_candidate,commons_file_source; stamp_or_philatelic; no_subsheet_relation,Commemorative/philatelic material may be useful context but should not become main without design-specific justification.,pending,
MSTV0215,SURF-COM1970R005,COM1970R005,support_or_card_review,1895,1850_1899,Unresolved region,Midcentury modern graphic communication,poster / print / graphic record,IMG03,Wikimedia Commons,Wikimedia Commons,Aubrey Beardsley poster for The Studio.jpg,image_file_source_witness,card_context,Unresolved region|Midcentury modern graphic communication|Wikimedia Commons|1890s,context_or_source_witness_for_packet,medium,unresolved_region_or_theme_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,commons_file_source; unresolved_region_or_theme; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0216,SURF-COM1970R010,COM1970R010,support_or_card_review,1899,1850_1899,Unresolved region,Midcentury modern graphic communication,poster / print / graphic record,IMG03,Wikimedia Commons,Wikimedia Commons,Bingham Springs Resort ad.jpeg,image_file_source_witness,card_context,Unresolved region|Midcentury modern graphic communication|Wikimedia Commons|1890s,context_or_source_witness_for_packet,medium,unresolved_region_or_theme_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,commons_file_source; unresolved_region_or_theme; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
