queue_id,candidate_id,source_name,macro_region,subregion,country_or_region,source_class,protocol_lane,adapter_type,detected_protocols,adapter_hint,capture_priority_next,candidate_priority,recommended_text_policy_next,recommended_image_policy_next,rights_risk,next_action,image_capture_boundary,source_url,final_url,notes
P1V2-086,CSS0050,SAHA South African History Archive,Africa,Southern Africa,South Africa,history archive,PDF text/link extraction,pdf_text_link_adapter,PDF,pdf_text_or_link_adapter,P1 text/source enrichment,P0,collection text and metadata,IMG00 until item rights and source terms are reviewed; IMG02 if source viewer exists,standard_rights_review,extract bibliographic text and source links only; no page-image possession,do_not_capture_images; metadata_source_links_descriptions_rights_evidence_only; IMG03_requires_authoritative_item_level_open_rights,https://www.saha.org.za/,https://www.saha.org.za/,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
P1V2-087,CSS0055,Gráfica Latina,Latin America,Latin America,Latin America / diaspora,poster archive,PDF text/link extraction,pdf_text_link_adapter,PDF,pdf_text_or_link_adapter,P1 adapter build,P1,record/source text,IMG00 until item rights and source terms are reviewed; IMG02 if source viewer exists,standard_rights_review,extract bibliographic text and source links only; no page-image possession,do_not_capture_images; metadata_source_links_descriptions_rights_evidence_only; IMG03_requires_authoritative_item_level_open_rights,https://graficalatina.com/,https://graficalatina.com/,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
P1V2-088,CSS0049,African Activist Archive,Africa,Pan-African / diaspora,United States / Africa,activist archive,Search interface/manual source registry,manual_search_source_registry,,html_source_probe_then_manual_rules,P1 text/source enrichment,P0,document metadata and source descriptions,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,community_or_cultural_review,write manual source-registry record and identify stable search/API endpoint,do_not_capture_images; metadata_source_links_descriptions_rights_evidence_only; IMG03_requires_authoritative_item_level_open_rights,https://africanactivist.msu.edu/,https://africanactivist.msu.edu/,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
P1V2-089,CSS0120,Arab Center for Architecture,MENA,Arab world / Middle East,Lebanon / MENA,architecture/design archive,Search interface/manual source registry,manual_search_source_registry,,html_source_probe_then_manual_rules,P1 text/source enrichment,P0,medium,IMG00 until item rights and source terms are reviewed; IMG02 if source viewer exists,standard_rights_review,write manual source-registry record and identify stable search/API endpoint,do_not_capture_images; metadata_source_links_descriptions_rights_evidence_only; IMG03_requires_authoritative_item_level_open_rights,https://arab-architecture.org/,https://arab-architecture.org/,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; edge-source priority; do not infer rights from visible image availability"
P1V2-090,CSS0101,National Library of Vietnam,Southeast Asia,National library / archive,Vietnam,national library,Search interface/manual source registry,manual_search_source_registry,,html_source_probe_then_manual_rules,P1 text/source enrichment,P0,low_to_medium,IMG00 until item rights and source terms are reviewed; IMG02 if source viewer exists,manual_rights_review,write manual source-registry record and identify stable search/API endpoint,do_not_capture_images; metadata_source_links_descriptions_rights_evidence_only; IMG03_requires_authoritative_item_level_open_rights,https://nlv.gov.vn/,https://nlv.gov.vn/,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; Southeast Asia coverage gap; prioritize source links and bibliographic records"
P1V2-091,CSS0058,Memoria Chilena,Latin America,Southern Cone,Chile,national library digital project,Search interface/manual source registry,manual_search_source_registry,,html_source_probe_then_manual_rules,P1 text/source enrichment,P1,metadata and OCR text,IMG00 until item rights and source terms are reviewed; IMG02 if source viewer exists,standard_rights_review,write manual source-registry record and identify stable search/API endpoint,do_not_capture_images; metadata_source_links_descriptions_rights_evidence_only; IMG03_requires_authoritative_item_level_open_rights,https://www.memoriachilena.gob.cl/,https://www.memoriachilena.gob.cl/,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
P1V2-092,CSS0143,National Archives of Australia,Oceania / Indigenous,Australia / Aotearoa,Australia,national archive,Search interface/manual source registry,manual_search_source_registry,,html_source_probe_then_manual_rules,P1 text/source enrichment,P1,medium,IMG00 until item rights and source terms are reviewed; IMG02 if source viewer exists,community_or_cultural_review;manual_rights_review,write manual source-registry record and identify stable search/API endpoint,do_not_capture_images; metadata_source_links_descriptions_rights_evidence_only; IMG03_requires_authoritative_item_level_open_rights,https://www.naa.gov.au/,https://www.naa.gov.au/,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; regional and Indigenous source discovery; cultural sensitivity review required"
P1V2-093,CSS0091,National Central Library Taiwan,East Asia,China / Taiwan / Hong Kong,Taiwan,national library,Search interface/manual source registry,manual_search_source_registry,,html_source_probe_then_manual_rules,P1 text/source enrichment,P1,medium,IMG00 until item rights and source terms are reviewed; IMG02 if source viewer exists,manual_rights_review,write manual source-registry record and identify stable search/API endpoint,do_not_capture_images; metadata_source_links_descriptions_rights_evidence_only; IMG03_requires_authoritative_item_level_open_rights,https://www.ncl.edu.tw/,https://www.ncl.edu.tw/,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; priority East Asia source gap; source-return and bibliographic metadata first"
P1V2-094,CSS0087,National Library of China,East Asia,China / Taiwan / Hong Kong,China,national library,Search interface/manual source registry,manual_search_source_registry,,html_source_probe_then_manual_rules,P1 text/source enrichment,P1,medium,IMG00 until item rights and source terms are reviewed; IMG02 if source viewer exists,manual_rights_review,write manual source-registry record and identify stable search/API endpoint,do_not_capture_images; metadata_source_links_descriptions_rights_evidence_only; IMG03_requires_authoritative_item_level_open_rights,https://www.nlc.cn/,https://www.nlc.cn/web/index.shtml,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; priority East Asia source gap; source-return and bibliographic metadata first"
P1V2-095,CSS0144,State Library Victoria,Oceania / Indigenous,Australia / Aotearoa,Australia,state library,Search interface/manual source registry,manual_search_source_registry,,html_source_probe_then_manual_rules,P1 text/source enrichment,P1,medium,IMG00 until item rights and source terms are reviewed; IMG02 if source viewer exists,community_or_cultural_review;manual_rights_review,write manual source-registry record and identify stable search/API endpoint,do_not_capture_images; metadata_source_links_descriptions_rights_evidence_only; IMG03_requires_authoritative_item_level_open_rights,https://www.slv.vic.gov.au/,https://www.slv.vic.gov.au/,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; regional and Indigenous source discovery; cultural sensitivity review required"
P1V2-096,CSS0069,Internet Archive Texts,Global,Transregional,Global,library aggregator,HTML/manual source registry,html_source_probe_then_manual_rules,,aggregator_probe_then_source_return,P1 text/source enrichment,P1,medium,IMG00 until item rights and source terms are reviewed; IMG02 if source viewer exists,manual_rights_review,extract source-level metadata and rights evidence only,do_not_capture_images; metadata_source_links_descriptions_rights_evidence_only; IMG03_requires_authoritative_item_level_open_rights,https://archive.org/details/texts,https://archive.org/details/texts,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; broad source discovery for references and non-Western collection leads"
P1V2-097,CSS0070,OpenAlex,Global,Transregional,Global,scholarly metadata,HTML/manual source registry,html_source_probe_then_manual_rules,,aggregator_probe_then_source_return,P1 text/source enrichment,P1,medium,IMG00 until item rights and source terms are reviewed; IMG02 if source viewer exists,manual_rights_review,extract source-level metadata and rights evidence only,do_not_capture_images; metadata_source_links_descriptions_rights_evidence_only; IMG03_requires_authoritative_item_level_open_rights,https://openalex.org/,https://openalex.org/,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; broad source discovery for references and non-Western collection leads"
