blocker_type,severity,source_file,capture_id,surface_id,year,region,image_state,source_name,title,source_url,image_url,recommendation
unresolved_region,P1,capture_batch_commons_open_controlled_expansion_2026_v1_records.csv,CCE2026R00880,SURF-CCE2026R00880,2009,Unresolved region,IMG03,Wikimedia Commons file source / Crystal-2009.jpg / page 5935714,Crystal-2009.jpg,https://commons.wikimedia.org/wiki/File:Crystal-2009.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d5/Crystal-2009.jpg,Repair controlled geography before final promotion; do not count unresolved rows as region coverage.
unresolved_region,P1,capture_batch_commons_open_controlled_expansion_2026_v1_records.csv,CCE2026R00881,SURF-CCE2026R00881,2009,Unresolved region,IMG03,Wikimedia Commons file source / Lost Weekend Festivalplakat 2009.jpg / page 9864402,Lost Weekend Festivalplakat 2009.jpg,https://commons.wikimedia.org/wiki/File:Lost_Weekend_Festivalplakat_2009.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b2/Lost_Weekend_Festivalplakat_2009.jpg,Repair controlled geography before final promotion; do not count unresolved rows as region coverage.
unresolved_region,P1,capture_batch_commons_open_controlled_expansion_2026_v1_records.csv,CCE2026R00882,SURF-CCE2026R00882,2009,Unresolved region,IMG03,Wikimedia Commons file source / Plakáty festivalu Mezipatra 2009.jpg / page 9617614,Plakáty festivalu Mezipatra 2009.jpg,https://commons.wikimedia.org/wiki/File:Plak%C3%A1ty_festivalu_Mezipatra_2009.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Plak%C3%A1ty_festivalu_Mezipatra_2009.jpg/1280px-Plak%C3%A1ty_festivalu_Mezipatra_2009.jpg,Repair controlled geography before final promotion; do not count unresolved rows as region coverage.
unresolved_region,P1,capture_batch_commons_open_controlled_expansion_2026_v1_records.csv,CCE2026R00890,SURF-CCE2026R00890,2011,Unresolved region,IMG03,Wikimedia Commons file source / I Met the Walrus.png / page 14796330,I Met the Walrus.png,https://commons.wikimedia.org/wiki/File:I_Met_the_Walrus.png,https://upload.wikimedia.org/wikipedia/commons/9/9d/I_Met_the_Walrus.png,Repair controlled geography before final promotion; do not count unresolved rows as region coverage.
unresolved_region,P1,capture_batch_commons_open_controlled_expansion_2026_v1_records.csv,CCE2026R00905,SURF-CCE2026R00905,2013,Unresolved region,IMG03,"Wikimedia Commons file source / 050 Saló Imperial, Rambla 201 (Sabadell).jpg / page 28105430","050 Saló Imperial, Rambla 201 (Sabadell).jpg","https://commons.wikimedia.org/wiki/File:050_Sal%C3%B3_Imperial,_Rambla_201_(Sabadell).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/050_Sal%C3%B3_Imperial%2C_Rambla_201_%28Sabadell%29.jpg/1280px-050_Sal%C3%B3_Imperial%2C_Rambla_201_%28Sabadell%29.jpg,Repair controlled geography before final promotion; do not count unresolved rows as region coverage.
unresolved_region,P1,capture_batch_commons_open_controlled_expansion_2026_v1_records.csv,CCE2026R00906,SURF-CCE2026R00906,2013,Unresolved region,IMG03,"Wikimedia Commons file source / 12- 44DEGREES online art magazine-TAMMY MIKE LAUFER founder, editor and designer 2013.jpg / page 51787671","12- 44DEGREES online art magazine-TAMMY MIKE LAUFER founder, editor and designer 2013.jpg","https://commons.wikimedia.org/wiki/File:12-_44DEGREES_online_art_magazine-TAMMY_MIKE_LAUFER_founder,_editor_and_designer_2013.jpg",https://upload.wikimedia.org/wikipedia/commons/7/72/12-_44DEGREES_online_art_magazine-TAMMY_MIKE_LAUFER_founder%2C_editor_and_designer_2013.jpg,Repair controlled geography before final promotion; do not count unresolved rows as region coverage.
unresolved_region,P1,capture_batch_commons_open_controlled_expansion_2026_v1_records.csv,CCE2026R00907,SURF-CCE2026R00907,2013,Unresolved region,IMG03,Wikimedia Commons file source / April 2013 NZ North&South magazine cover.jpg / page 78352826,April 2013 NZ North&South magazine cover.jpg,https://commons.wikimedia.org/wiki/File:April_2013_NZ_North%26South_magazine_cover.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/April_2013_NZ_North%26South_magazine_cover.jpg/1280px-April_2013_NZ_North%26South_magazine_cover.jpg,Repair controlled geography before final promotion; do not count unresolved rows as region coverage.
unresolved_region,P1,capture_batch_commons_open_controlled_expansion_2026_v1_records.csv,CCE2026R00908,SURF-CCE2026R00908,2013,Unresolved region,IMG03,Wikimedia Commons file source / Bonjour Mag cover by Segar.jpg / page 32557332,Bonjour Mag cover by Segar.jpg,https://commons.wikimedia.org/wiki/File:Bonjour_Mag_cover_by_Segar.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Bonjour_Mag_cover_by_Segar.jpg/1280px-Bonjour_Mag_cover_by_Segar.jpg,Repair controlled geography before final promotion; do not count unresolved rows as region coverage.
unresolved_region,P1,capture_batch_commons_open_controlled_expansion_2026_v1_records.csv,CCE2026R00909,SURF-CCE2026R00909,2014,Unresolved region,IMG03,"Wikimedia Commons file source / Black Denim Lit, February, 2014.jpg / page 31969149","Black Denim Lit, February, 2014.jpg","https://commons.wikimedia.org/wiki/File:Black_Denim_Lit,_February,_2014.jpg",https://upload.wikimedia.org/wikipedia/commons/c/c6/Black_Denim_Lit%2C_February%2C_2014.jpg,Repair controlled geography before final promotion; do not count unresolved rows as region coverage.
unresolved_region,P1,capture_batch_commons_open_controlled_expansion_2026_v1_records.csv,CCE2026R00911,SURF-CCE2026R00911,2015,Unresolved region,IMG03,Wikimedia Commons file source / 2100x1400 CTH Poster Art.jpg / page 138722670,2100x1400 CTH Poster Art.jpg,https://commons.wikimedia.org/wiki/File:2100x1400_CTH_Poster_Art.jpg,https://upload.wikimedia.org/wikipedia/commons/5/53/2100x1400_CTH_Poster_Art.jpg,Repair controlled geography before final promotion; do not count unresolved rows as region coverage.
unresolved_region,P1,capture_batch_commons_open_controlled_expansion_2026_v1_records.csv,CCE2026R00914,SURF-CCE2026R00914,2016,Unresolved region,IMG03,Wikimedia Commons file source / AOTS cover print.tif / page 63324248,AOTS cover print.tif,https://commons.wikimedia.org/wiki/File:AOTS_cover_print.tif,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/AOTS_cover_print.tif/lossy-page1-500px-AOTS_cover_print.tif.jpg,Repair controlled geography before final promotion; do not count unresolved rows as region coverage.
unresolved_region,P1,capture_batch_commons_open_controlled_expansion_2026_v1_records.csv,CCE2026R00916,SURF-CCE2026R00916,2017,Unresolved region,IMG03,Wikimedia Commons file source / Art-forum1.jpg / page 63279867,Art-forum1.jpg,https://commons.wikimedia.org/wiki/File:Art-forum1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Art-forum1.jpg/1280px-Art-forum1.jpg,Repair controlled geography before final promotion; do not count unresolved rows as region coverage.
unresolved_region,P1,capture_batch_commons_open_controlled_expansion_2026_v1_records.csv,CCE2026R00918,SURF-CCE2026R00918,2018,Unresolved region,IMG03,Wikimedia Commons file source / May 2019 Artforum Cover.jpg / page 100476605,May 2019 Artforum Cover.jpg,https://commons.wikimedia.org/wiki/File:May_2019_Artforum_Cover.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/May_2019_Artforum_Cover.jpg/1280px-May_2019_Artforum_Cover.jpg,Repair controlled geography before final promotion; do not count unresolved rows as region coverage.
unresolved_region,P1,capture_batch_commons_open_controlled_expansion_2026_v1_records.csv,CCE2026R00924,SURF-CCE2026R00924,2021,Unresolved region,IMG03,Wikimedia Commons file source / 150dpiWalden A1 Poster.jpg / page 115344978,150dpiWalden A1 Poster.jpg,https://commons.wikimedia.org/wiki/File:150dpiWalden_A1_Poster.jpg,https://upload.wikimedia.org/wikipedia/commons/6/69/150dpiWalden_A1_Poster.jpg,Repair controlled geography before final promotion; do not count unresolved rows as region coverage.
unresolved_region,P1,capture_batch_commons_open_controlled_expansion_2026_v1_records.csv,CCE2026R00925,SURF-CCE2026R00925,2021,Unresolved region,IMG03,Wikimedia Commons file source / 54 first years - Avi Mograbi - poster.jpg / page 113393179,54 first years - Avi Mograbi - poster.jpg,https://commons.wikimedia.org/wiki/File:54_first_years_-_Avi_Mograbi_-_poster.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/54_first_years_-_Avi_Mograbi_-_poster.jpg/1280px-54_first_years_-_Avi_Mograbi_-_poster.jpg,Repair controlled geography before final promotion; do not count unresolved rows as region coverage.
unresolved_region,P1,capture_batch_commons_open_controlled_expansion_2026_v1_records.csv,CCE2026R00926,SURF-CCE2026R00926,2021,Unresolved region,IMG03,Wikimedia Commons file source / Die Erwartung 2021 06.jpg / page 109641242,Die Erwartung 2021 06.jpg,https://commons.wikimedia.org/wiki/File:Die_Erwartung_2021_06.jpg,https://upload.wikimedia.org/wikipedia/commons/e/eb/Die_Erwartung_2021_06.jpg,Repair controlled geography before final promotion; do not count unresolved rows as region coverage.
unresolved_region,P1,capture_batch_commons_open_controlled_expansion_2026_v1_records.csv,CCE2026R00927,SURF-CCE2026R00927,2021,Unresolved region,IMG03,Wikimedia Commons file source / Die Erwartung 2021 24.jpg / page 109641298,Die Erwartung 2021 24.jpg,https://commons.wikimedia.org/wiki/File:Die_Erwartung_2021_24.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9e/Die_Erwartung_2021_24.jpg,Repair controlled geography before final promotion; do not count unresolved rows as region coverage.
unresolved_region,P1,capture_batch_commons_open_controlled_expansion_2026_v1_records.csv,CCE2026R00928,SURF-CCE2026R00928,2021,Unresolved region,IMG03,Wikimedia Commons file source / Die Erwartung 2021 44.jpg / page 109641338,Die Erwartung 2021 44.jpg,https://commons.wikimedia.org/wiki/File:Die_Erwartung_2021_44.jpg,https://upload.wikimedia.org/wikipedia/commons/5/5f/Die_Erwartung_2021_44.jpg,Repair controlled geography before final promotion; do not count unresolved rows as region coverage.
unresolved_region,P1,capture_batch_commons_open_controlled_expansion_2026_v1_records.csv,CCE2026R00933,SURF-CCE2026R00933,2025,Unresolved region,IMG03,Wikimedia Commons file source / @Followers poster 2025.jpg / page 164323439,@Followers poster 2025.jpg,https://commons.wikimedia.org/wiki/File:@Followers_poster_2025.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8e/%40Followers_poster_2025.jpg,Repair controlled geography before final promotion; do not count unresolved rows as region coverage.
unresolved_region,P1,capture_batch_commons_open_controlled_expansion_2026_v1_records.csv,CCE2026R00934,SURF-CCE2026R00934,2025,Unresolved region,IMG03,Wikimedia Commons file source / Architectural Place December 2025 Cover.png / page 179992676,Architectural Place December 2025 Cover.png,https://commons.wikimedia.org/wiki/File:Architectural_Place_December_2025_Cover.png,https://upload.wikimedia.org/wikipedia/commons/7/7e/Architectural_Place_December_2025_Cover.png,Repair controlled geography before final promotion; do not count unresolved rows as region coverage.
unresolved_region,P1,capture_batch_commons_open_global_south_image_2026_records.csv,CGS2026R0029,SURF-CGS2026R0029,1913,Unresolved region,IMG03,Wikimedia Commons file source / Serbian poster celebrating victory over Bulgaria in the second Balkan war.jpg / page 80168227,Serbian poster celebrating victory over Bulgaria in the second Balkan war.jpg,https://commons.wikimedia.org/wiki/File:Serbian_poster_celebrating_victory_over_Bulgaria_in_the_second_Balkan_war.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b7/Serbian_poster_celebrating_victory_over_Bulgaria_in_the_second_Balkan_war.jpg,Repair controlled geography before final promotion; do not count unresolved rows as region coverage.
unresolved_region,P1,capture_batch_commons_open_period_balance_image_2026_records.csv,CPB2026R0001,SURF-CPB2026R0001,1934,Unresolved region,IMG03,Wikimedia Commons file source / 1934 Gado Bravo António Lopes Ribeiro.jpg / page 112380705,1934 Gado Bravo António Lopes Ribeiro.jpg,https://commons.wikimedia.org/wiki/File:1934_Gado_Bravo_Ant%C3%B3nio_Lopes_Ribeiro.jpg,https://upload.wikimedia.org/wikipedia/commons/8/80/1934_Gado_Bravo_Ant%C3%B3nio_Lopes_Ribeiro.jpg,Repair controlled geography before final promotion; do not count unresolved rows as region coverage.
unresolved_region,P1,capture_batch_commons_open_period_balance_image_2026_records.csv,CPB2026R0002,SURF-CPB2026R0002,1935,Unresolved region,IMG03,Wikimedia Commons file source / 1935 As Pupilas do Senhor Reitor Perdigao Queiroga.jpg / page 112380707,1935 As Pupilas do Senhor Reitor Perdigao Queiroga.jpg,https://commons.wikimedia.org/wiki/File:1935_As_Pupilas_do_Senhor_Reitor_Perdigao_Queiroga.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d7/1935_As_Pupilas_do_Senhor_Reitor_Perdigao_Queiroga.jpg,Repair controlled geography before final promotion; do not count unresolved rows as region coverage.
unresolved_region,P1,capture_batch_commons_open_period_balance_image_2026_records.csv,CPB2026R0005,SURF-CPB2026R0005,1942,Unresolved region,IMG03,Wikimedia Commons file source / Mrs. Miniver (1942 poster - Style D).jpg / page 87445260,Mrs. Miniver (1942 poster - Style D).jpg,https://commons.wikimedia.org/wiki/File:Mrs._Miniver_(1942_poster_-_Style_D).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Mrs._Miniver_%281942_poster_-_Style_D%29.jpg/1280px-Mrs._Miniver_%281942_poster_-_Style_D%29.jpg,Repair controlled geography before final promotion; do not count unresolved rows as region coverage.
unresolved_region,P1,capture_batch_commons_open_period_balance_image_2026_records.csv,CPB2026R0006,SURF-CPB2026R0006,1943,Unresolved region,IMG03,Wikimedia Commons file source / Stamp of Manchukuo - 1943 - Colnect 365406 - Parliament Hsinking no 83.jpeg / page 115086283,Stamp of Manchukuo - 1943 - Colnect 365406 - Parliament Hsinking no 83.jpeg,https://commons.wikimedia.org/wiki/File:Stamp_of_Manchukuo_-_1943_-_Colnect_365406_-_Parliament_Hsinking_no_83.jpeg,https://upload.wikimedia.org/wikipedia/commons/9/9c/Stamp_of_Manchukuo_-_1943_-_Colnect_365406_-_Parliament_Hsinking_no_83.jpeg,Repair controlled geography before final promotion; do not count unresolved rows as region coverage.
unresolved_region,P1,capture_batch_commons_open_period_balance_image_2026_records.csv,CPB2026R0008,SURF-CPB2026R0008,1950,Unresolved region,IMG03,Wikimedia Commons file source / YEM-K 1965 MiNr0197A mt B002a.jpg / page 67912943,YEM-K 1965 MiNr0197A mt B002a.jpg,https://commons.wikimedia.org/wiki/File:YEM-K_1965_MiNr0197A_mt_B002a.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/YEM-K_1965_MiNr0197A_mt_B002a.jpg/1280px-YEM-K_1965_MiNr0197A_mt_B002a.jpg,Repair controlled geography before final promotion; do not count unresolved rows as region coverage.
unresolved_region,P1,capture_batch_commons_open_period_balance_image_2026_records.csv,CPB2026R0009,SURF-CPB2026R0009,1950,Unresolved region,IMG03,Wikimedia Commons file source / YEM-K 1965 MiNr0200A pm B002.jpg / page 67943395,YEM-K 1965 MiNr0200A pm B002.jpg,https://commons.wikimedia.org/wiki/File:YEM-K_1965_MiNr0200A_pm_B002.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/YEM-K_1965_MiNr0200A_pm_B002.jpg/1280px-YEM-K_1965_MiNr0200A_pm_B002.jpg,Repair controlled geography before final promotion; do not count unresolved rows as region coverage.
unresolved_region,P1,capture_batch_commons_open_period_balance_image_2026_records.csv,CPB2026R0010,SURF-CPB2026R0010,1955,Unresolved region,IMG03,Wikimedia Commons file source / Der Teufel vom Muehlenberg Filmplakat.jpg / page 60217668,Der Teufel vom Muehlenberg Filmplakat.jpg,https://commons.wikimedia.org/wiki/File:Der_Teufel_vom_Muehlenberg_Filmplakat.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4a/Der_Teufel_vom_Muehlenberg_Filmplakat.jpg,Repair controlled geography before final promotion; do not count unresolved rows as region coverage.
unresolved_region,P1,capture_batch_commons_open_period_balance_image_2026_records.csv,CPB2026R0013,SURF-CPB2026R0013,1969,Unresolved region,IMG03,Wikimedia Commons file source / Corrective Move PDR Yemen postage stamp.png / page 169548624,Corrective Move PDR Yemen postage stamp.png,https://commons.wikimedia.org/wiki/File:Corrective_Move_PDR_Yemen_postage_stamp.png,https://upload.wikimedia.org/wikipedia/commons/6/6d/Corrective_Move_PDR_Yemen_postage_stamp.png,Repair controlled geography before final promotion; do not count unresolved rows as region coverage.
unresolved_region,P1,capture_batch_commons_open_period_balance_image_2026_records.csv,CPB2026R0014,SURF-CPB2026R0014,1969,Unresolved region,IMG03,Wikimedia Commons file source / Stamp of Rwanda - 1969 - Colnect 375859 - Aloe africana.jpeg / page 115808107,Stamp of Rwanda - 1969 - Colnect 375859 - Aloe africana.jpeg,https://commons.wikimedia.org/wiki/File:Stamp_of_Rwanda_-_1969_-_Colnect_375859_-_Aloe_africana.jpeg,https://upload.wikimedia.org/wikipedia/commons/0/07/Stamp_of_Rwanda_-_1969_-_Colnect_375859_-_Aloe_africana.jpeg,Repair controlled geography before final promotion; do not count unresolved rows as region coverage.
unresolved_region,P1,capture_batch_commons_open_period_balance_image_2026_records.csv,CPB2026R0015,SURF-CPB2026R0015,1969,Unresolved region,IMG03,Wikimedia Commons file source / Stamp of Rwanda - 1969 - Colnect 375951 - Hagenia abissincia.jpeg / page 115808121,Stamp of Rwanda - 1969 - Colnect 375951 - Hagenia abissincia.jpeg,https://commons.wikimedia.org/wiki/File:Stamp_of_Rwanda_-_1969_-_Colnect_375951_-_Hagenia_abissincia.jpeg,https://upload.wikimedia.org/wikipedia/commons/8/8e/Stamp_of_Rwanda_-_1969_-_Colnect_375951_-_Hagenia_abissincia.jpeg,Repair controlled geography before final promotion; do not count unresolved rows as region coverage.
unresolved_region,P1,capture_batch_commons_open_period_balance_image_2026_records.csv,CPB2026R0016,SURF-CPB2026R0016,1969,Unresolved region,IMG03,Wikimedia Commons file source / UK-4d-1969.jpg / page 150926795,UK-4d-1969.jpg,https://commons.wikimedia.org/wiki/File:UK-4d-1969.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a6/UK-4d-1969.jpg,Repair controlled geography before final promotion; do not count unresolved rows as region coverage.
unresolved_region,P1,capture_batch_commons_open_period_balance_image_2026_records.csv,CPB2026R0020,SURF-CPB2026R0020,1970,Unresolved region,IMG03,Wikimedia Commons file source / Afiche JRR.jpg / page 20336763,Afiche JRR.jpg,https://commons.wikimedia.org/wiki/File:Afiche_JRR.jpg,https://upload.wikimedia.org/wikipedia/commons/d/dc/Afiche_JRR.jpg,Repair controlled geography before final promotion; do not count unresolved rows as region coverage.
unresolved_region,P1,capture_batch_commons_open_period_balance_image_2026_records.csv,CPB2026R0022,SURF-CPB2026R0022,1970,Unresolved region,IMG03,Wikimedia Commons file source / Domestic Animals 1970 stamps of Sharjah - 5.jpg / page 170471268,Domestic Animals 1970 stamps of Sharjah - 5.jpg,https://commons.wikimedia.org/wiki/File:Domestic_Animals_1970_stamps_of_Sharjah_-_5.jpg,https://upload.wikimedia.org/wikipedia/commons/6/69/Domestic_Animals_1970_stamps_of_Sharjah_-_5.jpg,Repair controlled geography before final promotion; do not count unresolved rows as region coverage.
unresolved_region,P1,capture_batch_commons_open_period_balance_image_2026_records.csv,CPB2026R0023,SURF-CPB2026R0023,1970,Unresolved region,IMG03,Wikimedia Commons file source / GS80 1970s.jpg / page 11701696,GS80 1970s.jpg,https://commons.wikimedia.org/wiki/File:GS80_1970s.jpg,https://upload.wikimedia.org/wikipedia/commons/6/62/GS80_1970s.jpg,Repair controlled geography before final promotion; do not count unresolved rows as region coverage.
unresolved_region,P1,capture_batch_commons_open_period_balance_image_2026_records.csv,CPB2026R0024,SURF-CPB2026R0024,1970,Unresolved region,IMG03,Wikimedia Commons file source / General-de-Gaulle-and-Konrad-Adenauer.jpg / page 170574948,General-de-Gaulle-and-Konrad-Adenauer.jpg,https://commons.wikimedia.org/wiki/File:General-de-Gaulle-and-Konrad-Adenauer.jpg,https://upload.wikimedia.org/wikipedia/commons/0/06/General-de-Gaulle-and-Konrad-Adenauer.jpg,Repair controlled geography before final promotion; do not count unresolved rows as region coverage.
unresolved_region,P1,capture_batch_commons_open_period_balance_image_2026_records.csv,CPB2026R0025,SURF-CPB2026R0025,1970,Unresolved region,IMG03,Wikimedia Commons file source / May 4th Strike Poster.jpg / page 89119282,May 4th Strike Poster.jpg,https://commons.wikimedia.org/wiki/File:May_4th_Strike_Poster.jpg,https://upload.wikimedia.org/wikipedia/commons/7/75/May_4th_Strike_Poster.jpg,Repair controlled geography before final promotion; do not count unresolved rows as region coverage.
unresolved_region,P1,capture_batch_commons_open_period_balance_image_2026_records.csv,CPB2026R0026,SURF-CPB2026R0026,1970,Unresolved region,IMG03,Wikimedia Commons file source / Melli Shoe In 1970's.jpg / page 125987164,Melli Shoe In 1970's.jpg,https://commons.wikimedia.org/wiki/File:Melli_Shoe_In_1970%27s.jpg,https://upload.wikimedia.org/wikipedia/commons/2/26/Melli_Shoe_In_1970%27s.jpg,Repair controlled geography before final promotion; do not count unresolved rows as region coverage.
unresolved_region,P1,capture_batch_commons_open_period_balance_image_2026_records.csv,CPB2026R0027,SURF-CPB2026R0027,1970,Unresolved region,IMG03,Wikimedia Commons file source / NatureProtectionSocietyFeePaidStamps.jpg / page 3715198,NatureProtectionSocietyFeePaidStamps.jpg,https://commons.wikimedia.org/wiki/File:NatureProtectionSocietyFeePaidStamps.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d8/NatureProtectionSocietyFeePaidStamps.jpg,Repair controlled geography before final promotion; do not count unresolved rows as region coverage.
unresolved_region,P1,capture_batch_commons_open_period_balance_image_2026_records.csv,CPB2026R0028,SURF-CPB2026R0028,1970,Unresolved region,IMG03,"Wikimedia Commons file source / Octavio Romano, Announcement Poster for event (title unknown).jpg / page 93782330","Octavio Romano, Announcement Poster for event (title unknown).jpg","https://commons.wikimedia.org/wiki/File:Octavio_Romano,_Announcement_Poster_for_event_(title_unknown).jpg",https://upload.wikimedia.org/wikipedia/commons/1/10/Octavio_Romano%2C_Announcement_Poster_for_event_%28title_unknown%29.jpg,Repair controlled geography before final promotion; do not count unresolved rows as region coverage.
unresolved_region,P1,capture_batch_commons_open_period_balance_image_2026_records.csv,CPB2026R0029,SURF-CPB2026R0029,1970,Unresolved region,IMG03,Wikimedia Commons file source / Poster for vaccination against smallpox.jpg / page 367819,Poster for vaccination against smallpox.jpg,https://commons.wikimedia.org/wiki/File:Poster_for_vaccination_against_smallpox.jpg,https://upload.wikimedia.org/wikipedia/commons/8/80/Poster_for_vaccination_against_smallpox.jpg,Repair controlled geography before final promotion; do not count unresolved rows as region coverage.
unresolved_region,P1,capture_batch_commons_open_period_balance_image_2026_records.csv,CPB2026R0032,SURF-CPB2026R0032,1970,Unresolved region,IMG03,Wikimedia Commons file source / Stamp of Albania - 1970 - Colnect 325305 - Architectural Planning by Vil son Kilica.jpeg / page 98405302,Stamp of Albania - 1970 - Colnect 325305 - Architectural Planning by Vil son Kilica.jpeg,https://commons.wikimedia.org/wiki/File:Stamp_of_Albania_-_1970_-_Colnect_325305_-_Architectural_Planning_by_Vil_son_Kilica.jpeg,https://upload.wikimedia.org/wikipedia/commons/8/8f/Stamp_of_Albania_-_1970_-_Colnect_325305_-_Architectural_Planning_by_Vil_son_Kilica.jpeg,Repair controlled geography before final promotion; do not count unresolved rows as region coverage.
unresolved_region,P1,capture_batch_commons_open_period_balance_image_2026_records.csv,CPB2026R0033,SURF-CPB2026R0033,1970,Unresolved region,IMG03,"Wikimedia Commons file source / Stamp of Congo, Republic (Brazzaville) - 1970 - Colnect 257557 - Installation of the coaxial cable Brazzaville to Pointe Noir.jpeg / page 115860351","Stamp of Congo, Republic (Brazzaville) - 1970 - Colnect 257557 - Installation of the coaxial cable Brazzaville to Pointe Noir.jpeg","https://commons.wikimedia.org/wiki/File:Stamp_of_Congo,_Republic_(Brazzaville)_-_1970_-_Colnect_257557_-_Installation_of_the_coaxial_cable_Brazzaville_to_Pointe_Noir.jpeg",https://upload.wikimedia.org/wikipedia/commons/5/5d/Stamp_of_Congo%2C_Republic_%28Brazzaville%29_-_1970_-_Colnect_257557_-_Installation_of_the_coaxial_cable_Brazzaville_to_Pointe_Noir.jpeg,Repair controlled geography before final promotion; do not count unresolved rows as region coverage.
unresolved_region,P1,capture_batch_commons_open_period_balance_image_2026_records.csv,CPB2026R0034,SURF-CPB2026R0034,1970,Unresolved region,IMG03,"Wikimedia Commons file source / Stamp of Congo, Republic (Brazzaville) - 1970 - Colnect 760729 - Complexe Textile de Kisoundi.jpeg / page 115860811","Stamp of Congo, Republic (Brazzaville) - 1970 - Colnect 760729 - Complexe Textile de Kisoundi.jpeg","https://commons.wikimedia.org/wiki/File:Stamp_of_Congo,_Republic_(Brazzaville)_-_1970_-_Colnect_760729_-_Complexe_Textile_de_Kisoundi.jpeg",https://upload.wikimedia.org/wikipedia/commons/f/f5/Stamp_of_Congo%2C_Republic_%28Brazzaville%29_-_1970_-_Colnect_760729_-_Complexe_Textile_de_Kisoundi.jpeg,Repair controlled geography before final promotion; do not count unresolved rows as region coverage.
unresolved_region,P1,capture_batch_commons_open_period_balance_image_2026_records.csv,CPB2026R0035,SURF-CPB2026R0035,1970,Unresolved region,IMG03,"Wikimedia Commons file source / Stamp of Congo, Republic (Brazzaville) - 1970 - Colnect 925592 - Installation of the coaxial cable Brazzaville to Pointe Noir.jpeg / page 115860966","Stamp of Congo, Republic (Brazzaville) - 1970 - Colnect 925592 - Installation of the coaxial cable Brazzaville to Pointe Noir.jpeg","https://commons.wikimedia.org/wiki/File:Stamp_of_Congo,_Republic_(Brazzaville)_-_1970_-_Colnect_925592_-_Installation_of_the_coaxial_cable_Brazzaville_to_Pointe_Noir.jpeg",https://upload.wikimedia.org/wikipedia/commons/d/db/Stamp_of_Congo%2C_Republic_%28Brazzaville%29_-_1970_-_Colnect_925592_-_Installation_of_the_coaxial_cable_Brazzaville_to_Pointe_Noir.jpeg,Repair controlled geography before final promotion; do not count unresolved rows as region coverage.
unresolved_region,P1,capture_batch_commons_open_period_balance_image_2026_records.csv,CPB2026R0036,SURF-CPB2026R0036,1970,Unresolved region,IMG03,Wikimedia Commons file source / Stamp of Rwanda - 1970 - Colnect 541265 - Rider s Rest Place by Philips Wouwerman.jpeg / page 115812248,Stamp of Rwanda - 1970 - Colnect 541265 - Rider s Rest Place by Philips Wouwerman.jpeg,https://commons.wikimedia.org/wiki/File:Stamp_of_Rwanda_-_1970_-_Colnect_541265_-_Rider_s_Rest_Place_by_Philips_Wouwerman.jpeg,https://upload.wikimedia.org/wikipedia/commons/8/84/Stamp_of_Rwanda_-_1970_-_Colnect_541265_-_Rider_s_Rest_Place_by_Philips_Wouwerman.jpeg,Repair controlled geography before final promotion; do not count unresolved rows as region coverage.
unresolved_region,P1,capture_batch_commons_open_period_balance_image_2026_records.csv,CPB2026R0037,SURF-CPB2026R0037,1970,Unresolved region,IMG03,Wikimedia Commons file source / Stamp of Rwanda - 1970 - Colnect 988472 - Gorilla squatting Gorilla beringei.jpeg / page 115814659,Stamp of Rwanda - 1970 - Colnect 988472 - Gorilla squatting Gorilla beringei.jpeg,https://commons.wikimedia.org/wiki/File:Stamp_of_Rwanda_-_1970_-_Colnect_988472_-_Gorilla_squatting_Gorilla_beringei.jpeg,https://upload.wikimedia.org/wikipedia/commons/4/4a/Stamp_of_Rwanda_-_1970_-_Colnect_988472_-_Gorilla_squatting_Gorilla_beringei.jpeg,Repair controlled geography before final promotion; do not count unresolved rows as region coverage.
