surface_id,capture_id,year,title,source_name,region,image_state,surface_type,publication_role,source_scope,source_reading_text_length,reading_text_length,compound_children,review_reason
SURF-CAW2026R02261,CAW2026R02261,1949,Don Q advertisement (1949).jpg,Wikimedia Commons file source / Don Q advertisement (1949).jpg / page 97161921,Latin America,IMG03,sheet,main_sheet,single_anchor_record,106,2030,0,single_anchor_no_subsheet_relation
SURF-CRG2026R1333,CRG2026R1333,1949,"Ferdowsi magazine cover, Issue 1.jpg","Wikimedia Commons file source / Ferdowsi magazine cover, Issue 1.jpg / page 85133840",Global / transnational,IMG03,sheet,main_sheet,single_anchor_record,122,2349,0,single_anchor_no_subsheet_relation
SURF-CAW2026R02282,CAW2026R02282,1949,IDN 1949 MiNr00L59 mt B002a.jpg,Wikimedia Commons file source / IDN 1949 MiNr00L59 mt B002a.jpg / page 68580867,Indonesia,IMG03,sheet,main_sheet,single_anchor_record,1014,2577,0,single_anchor_no_subsheet_relation
SURF-CCT2026R02438,CCT2026R02438,1949,Juan Montalvo 1949 Ecuador stamp.jpg,Wikimedia Commons file source / Juan Montalvo 1949 Ecuador stamp.jpg / page 34464619,Latin America,IMG03,sheet,main_sheet,single_anchor_record,339,2918,0,single_anchor_no_subsheet_relation
SURF-CCE2026R00535,CCE2026R00535,1949,Korean newspaper advertisement ”Hold That Ghost”.png,Wikimedia Commons file source / Korean newspaper advertisement ”Hold That Ghost”.png / page 71265723,Korean Peninsula,IMG03,sheet,main_sheet,single_anchor_record,393,2799,0,single_anchor_no_subsheet_relation
SURF-CAW2026R02276,CAW2026R02276,1949,Life movie poster.png,Wikimedia Commons file source / Life movie poster.png / page 151867276,India,IMG03,sheet,main_sheet,single_anchor_record,284,2195,0,single_anchor_no_subsheet_relation
SURF-CRG2026R1335,CRG2026R1335,1949,Melrose Abbey Official Guide Front Cover.tif,Wikimedia Commons file source / Melrose Abbey Official Guide Front Cover.tif / page 82385362,Global / transnational,IMG03,sheet,main_sheet,single_anchor_record,304,2188,0,single_anchor_no_subsheet_relation
SURF-CCT2026R01585,CCT2026R01585,1949,Mlodziez.jpg,Wikimedia Commons file source / Mlodziez.jpg / page 18495576,Poland,IMG03,sheet,main_sheet,single_anchor_record,593,2585,0,single_anchor_no_subsheet_relation
SURF-PWC2026R001,PWC2026R001,1949,Poster Pertempuran Kuala Tungkal.jpg,Wikimedia Commons,Unresolved region,IMG03,sheet,main_sheet,single_anchor_record,1537,2905,0,single_anchor_no_subsheet_relation
SURF-CAW2026R02283,CAW2026R02283,1949,"Prinses Margriet Hospitaal te Batavia. Bloedbank. Verpleegster zit achter bureau, Bestanddeelnr 3278.jpg","Wikimedia Commons file source / Prinses Margriet Hospitaal te Batavia. Bloedbank. Verpleegster zit achter bureau, Bestanddeelnr 3278.jpg / page 66042562",Indonesia,IMG03,sheet,main_sheet,single_anchor_record,1407,2794,0,single_anchor_no_subsheet_relation
SURF-CCE2026R00536,CCE2026R00536,1949,Publicidade Baume Marpent - GazetaCF 1475 1949.jpg,Wikimedia Commons file source / Publicidade Baume Marpent - GazetaCF 1475 1949.jpg / page 87052709,Global / transnational,IMG03,sheet,main_sheet,single_anchor_record,846,2807,0,single_anchor_no_subsheet_relation
SURF-CCE2026R00537,CCE2026R00537,1949,Publicidade Brugeoise Nicaise Delcuve - GazetaCF 1475 1949.jpg,Wikimedia Commons file source / Publicidade Brugeoise Nicaise Delcuve - GazetaCF 1475 1949.jpg / page 88238537,Global / transnational,IMG03,sheet,main_sheet,single_anchor_record,731,2488,0,single_anchor_no_subsheet_relation
SURF-CAW2026R02249,CAW2026R02249,1949,Publicidade Caminho de Ferro de Benguela - GazetaCF 1475 1949.jpg,Wikimedia Commons file source / Publicidade Caminho de Ferro de Benguela - GazetaCF 1475 1949.jpg / page 86887390,Angola,IMG03,sheet,main_sheet,single_anchor_record,1007,2924,0,single_anchor_no_subsheet_relation
SURF-CCE2026R00538,CCE2026R00538,1949,Publicidade General Electric Portuguesa - GazetaCF 1475 1949.jpg,Wikimedia Commons file source / Publicidade General Electric Portuguesa - GazetaCF 1475 1949.jpg / page 87699190,Global / transnational,IMG03,sheet,main_sheet,single_anchor_record,981,2612,0,single_anchor_no_subsheet_relation
SURF-CCE2026R00539,CCE2026R00539,1949,Publicidade Maschinenfabrik Esslingen - GazetaCF 1475 1949.jpg,Wikimedia Commons file source / Publicidade Maschinenfabrik Esslingen - GazetaCF 1475 1949.jpg / page 86513657,Global / transnational,IMG03,sheet,main_sheet,single_anchor_record,688,2465,0,single_anchor_no_subsheet_relation
SURF-CAW2026R02277,CAW2026R02277,1949,Ratnakumar1949.png,Wikimedia Commons file source / Ratnakumar1949.png / page 92417031,India,IMG03,sheet,main_sheet,single_anchor_record,456,2289,0,single_anchor_no_subsheet_relation
SURF-CCT2026R03702,CCT2026R03702,1949,Satrunjaya 1949.jpg,Wikimedia Commons file source / Satrunjaya 1949.jpg / page 6404497,India,IMG03,sheet,main_sheet,single_anchor_record,1187,2985,0,single_anchor_no_subsheet_relation
SURF-CRG2026R1336,CRG2026R1336,1949,Scene from Saputangan 3 (pamphlet; obverse).jpg,Wikimedia Commons file source / Scene from Saputangan 3 (pamphlet; obverse).jpg / page 47952563,Global / transnational,IMG03,sheet,main_sheet,single_anchor_record,253,2603,0,single_anchor_no_subsheet_relation
SURF-CRG2026R1343,CRG2026R1343,1949,Scene from Saputangan 4 (pamphlet; obverse).jpg,Wikimedia Commons file source / Scene from Saputangan 4 (pamphlet; obverse).jpg / page 47952561,Indonesia,IMG03,sheet,main_sheet,single_anchor_record,422,3047,0,single_anchor_no_subsheet_relation
SURF-CRG2026R1344,CRG2026R1344,1949,Scene from Saputangan 5 (pamphlet; obverse).jpg,Wikimedia Commons file source / Scene from Saputangan 5 (pamphlet; obverse).jpg / page 47952562,Indonesia,IMG03,sheet,main_sheet,single_anchor_record,422,3031,0,single_anchor_no_subsheet_relation
SURF-CCT2026R00634,CCT2026R00634,1949,South Africa 1949 Natal Settlers stamps.jpg,Wikimedia Commons file source / South Africa 1949 Natal Settlers stamps.jpg / page 11357566,South Africa,IMG03,sheet,main_sheet,single_anchor_record,218,2147,0,single_anchor_no_subsheet_relation
SURF-CCT2026R00635,CCT2026R00635,1949,South africa Bible blue.png,Wikimedia Commons file source / South africa Bible blue.png / page 191003385,South Africa,IMG03,sheet,main_sheet,single_anchor_record,231,2177,0,single_anchor_no_subsheet_relation
SURF-CCT2026R00636,CCT2026R00636,1949,South africa Voortrekker Monument green.png,Wikimedia Commons file source / South africa Voortrekker Monument green.png / page 191002900,South Africa,IMG03,sheet,main_sheet,single_anchor_record,217,2180,0,single_anchor_no_subsheet_relation
SURF-CCT2026R01177,CCT2026R01177,1949,Stamp China 1949 4c on 100 silver ovpt.jpg,Wikimedia Commons file source / Stamp China 1949 4c on 100 silver ovpt.jpg / page 135574,China / Hong Kong,IMG03,sheet,main_sheet,single_anchor_record,349,2397,0,single_anchor_no_subsheet_relation
SURF-CCT2026R00214,CCT2026R00214,1949,Stamp of Algeria - 1949 - Colnect 211315 - M V Richelieu.jpeg,Wikimedia Commons file source / Stamp of Algeria - 1949 - Colnect 211315 - M V Richelieu.jpeg / page 98424709,Algeria,IMG03,sheet,main_sheet,single_anchor_record,214,2602,0,single_anchor_no_subsheet_relation
SURF-CCT2026R00215,CCT2026R00215,1949,Stamp of Algeria - 1949 - Colnect 211316 - M V Arromanches.jpeg,Wikimedia Commons file source / Stamp of Algeria - 1949 - Colnect 211316 - M V Arromanches.jpeg / page 98424714,Algeria,IMG03,sheet,main_sheet,single_anchor_record,218,2585,0,single_anchor_no_subsheet_relation
SURF-CCT2026R00216,CCT2026R00216,1949,Stamp of Algeria - 1949 - Colnect 211710 - Dewoitine D 338 trimotor plane over dwellings.jpeg,Wikimedia Commons file source / Stamp of Algeria - 1949 - Colnect 211710 - Dewoitine D 338 trimotor plane over dwellings.jpeg / page 98424741,Algeria,IMG03,sheet,main_sheet,single_anchor_record,254,2700,0,single_anchor_no_subsheet_relation
SURF-CCT2026R00217,CCT2026R00217,1949,Stamp of Algeria - 1949 - Colnect 211713 - Statue Duc d Orleans with plane overhead.jpeg,Wikimedia Commons file source / Stamp of Algeria - 1949 - Colnect 211713 - Statue Duc d Orleans with plane overhead.jpeg / page 98424748,Algeria,IMG03,sheet,main_sheet,single_anchor_record,258,2561,0,single_anchor_no_subsheet_relation
SURF-CCT2026R03875,CCT2026R03875,1949,Stamp of Bahawalpur - 1949 - Colnect 285456 - 1 - Panjnad Dam Emir of Bahawalpur.jpeg,Wikimedia Commons file source / Stamp of Bahawalpur - 1949 - Colnect 285456 - 1 - Panjnad Dam Emir of Bahawalpur.jpeg / page 115727921,Pakistan,IMG03,sheet,main_sheet,single_anchor_record,369,2213,0,single_anchor_no_subsheet_relation
SURF-CCT2026R03876,CCT2026R03876,1949,Stamp of Bahawalpur - 1949 - Colnect 285458 - Cotton Gossypium sp Emir of Bahawalpur.jpeg,Wikimedia Commons file source / Stamp of Bahawalpur - 1949 - Colnect 285458 - Cotton Gossypium sp Emir of Bahawalpur.jpeg / page 115727942,Pakistan,IMG03,sheet,main_sheet,single_anchor_record,257,2636,0,single_anchor_no_subsheet_relation
SURF-CCT2026R03877,CCT2026R03877,1949,Stamp of Bahawalpur - 1949 - Colnect 299942 - Zebu Bos taurus indicus.jpeg,Wikimedia Commons file source / Stamp of Bahawalpur - 1949 - Colnect 299942 - Zebu Bos taurus indicus.jpeg / page 115727983,Pakistan,IMG03,sheet,main_sheet,single_anchor_record,351,2304,0,single_anchor_no_subsheet_relation
SURF-CCT2026R03703,CCT2026R03703,1949,Stamp of Cochin - 1949 - Colnect 940335 - Dutch Palace.jpeg,Wikimedia Commons file source / Stamp of Cochin - 1949 - Colnect 940335 - Dutch Palace.jpeg / page 115774754,India,IMG03,sheet,main_sheet,single_anchor_record,157,2524,0,single_anchor_no_subsheet_relation
SURF-CCT2026R03704,CCT2026R03704,1949,Stamp of India - 1949 - Colnect 141774 - 1 - Ajanta Panel.jpeg,Wikimedia Commons file source / Stamp of India - 1949 - Colnect 141774 - 1 - Ajanta Panel.jpeg / page 98491074,India,IMG03,sheet,main_sheet,single_anchor_record,353,2277,0,single_anchor_no_subsheet_relation
SURF-CCT2026R03705,CCT2026R03705,1949,Stamp of India - 1949 - Colnect 141775 - 1 - Konarak Horse.jpeg,Wikimedia Commons file source / Stamp of India - 1949 - Colnect 141775 - 1 - Konarak Horse.jpeg / page 98491082,India,IMG03,sheet,main_sheet,single_anchor_record,355,2279,0,single_anchor_no_subsheet_relation
SURF-CCT2026R03706,CCT2026R03706,1949,Stamp of India - 1949 - Colnect 141776 - 1 - Bodhisattva.jpeg,Wikimedia Commons file source / Stamp of India - 1949 - Colnect 141776 - 1 - Bodhisattva.jpeg / page 98491099,India,IMG03,sheet,main_sheet,single_anchor_record,189,2560,0,single_anchor_no_subsheet_relation
SURF-CCT2026R03707,CCT2026R03707,1949,Stamp of India - 1949 - Colnect 141777 - 1 - Sanchi Stupa.jpeg,Wikimedia Commons file source / Stamp of India - 1949 - Colnect 141777 - 1 - Sanchi Stupa.jpeg / page 98491113,India,IMG03,sheet,main_sheet,single_anchor_record,191,2598,0,single_anchor_no_subsheet_relation
SURF-CCT2026R03708,CCT2026R03708,1949,Stamp of India - 1949 - Colnect 141778 - 1 - Gol Gumbad Tomb of Muhammad Adil Shah.jpeg,Wikimedia Commons file source / Stamp of India - 1949 - Colnect 141778 - 1 - Gol Gumbad Tomb of Muhammad Adil Shah.jpeg / page 98491121,India,IMG03,sheet,main_sheet,single_anchor_record,241,2576,0,single_anchor_no_subsheet_relation
SURF-CCT2026R03709,CCT2026R03709,1949,Stamp of India - 1949 - Colnect 141779 - 1 - Victory Tower Chittorgarh.jpeg,Wikimedia Commons file source / Stamp of India - 1949 - Colnect 141779 - 1 - Victory Tower Chittorgarh.jpeg / page 98491126,India,IMG03,sheet,main_sheet,single_anchor_record,217,2638,0,single_anchor_no_subsheet_relation
SURF-CCT2026R03710,CCT2026R03710,1949,Stamp of India - 1949 - Colnect 141780 - Red Fort Delhi.jpeg,Wikimedia Commons file source / Stamp of India - 1949 - Colnect 141780 - Red Fort Delhi.jpeg / page 98491133,India,IMG03,sheet,main_sheet,single_anchor_record,191,2592,0,single_anchor_no_subsheet_relation
SURF-CCT2026R03711,CCT2026R03711,1949,Stamp of India - 1949 - Colnect 141781 - Satrunjaya Temple Palitana.jpeg,Wikimedia Commons file source / Stamp of India - 1949 - Colnect 141781 - Satrunjaya Temple Palitana.jpeg / page 98491135,India,IMG03,sheet,main_sheet,single_anchor_record,215,2645,0,single_anchor_no_subsheet_relation
SURF-CCT2026R03712,CCT2026R03712,1949,Stamp of India - 1949 - Colnect 145570 - 1 - Khajuraho in Bundelkhand Kandarya Mahadeva Temple 11 Centu.jpeg,Wikimedia Commons file source / Stamp of India - 1949 - Colnect 145570 - 1 - Khajuraho in Bundelkhand Kandarya Mahadeva Temple 11 Centu.jpeg / page 98491136,India,IMG03,sheet,main_sheet,single_anchor_record,283,2676,0,single_anchor_no_subsheet_relation
SURF-CCT2026R03713,CCT2026R03713,1949,Stamp of India - 1949 - Colnect 145572 - 1 - Trimurti.jpeg,Wikimedia Commons file source / Stamp of India - 1949 - Colnect 145572 - 1 - Trimurti.jpeg / page 98491144,India,IMG03,sheet,main_sheet,single_anchor_record,183,2554,0,single_anchor_no_subsheet_relation
SURF-CCT2026R03714,CCT2026R03714,1949,Stamp of India - 1949 - Colnect 273546 - 1 - Nataraja.jpeg,Wikimedia Commons file source / Stamp of India - 1949 - Colnect 273546 - 1 - Nataraja.jpeg / page 98491152,India,IMG03,sheet,main_sheet,single_anchor_record,345,2273,0,single_anchor_no_subsheet_relation
SURF-CCT2026R03715,CCT2026R03715,1949,Stamp of India - 1949 - Colnect 364266 - 1 - Bhuvanesvara.jpeg,Wikimedia Commons file source / Stamp of India - 1949 - Colnect 364266 - 1 - Bhuvanesvara.jpeg / page 98491161,India,IMG03,sheet,main_sheet,single_anchor_record,353,2275,0,single_anchor_no_subsheet_relation
SURF-CCT2026R03716,CCT2026R03716,1949,Stamp of India - 1949 - Colnect 364267 - 1 - Golden Temple Amritsar.jpeg,Wikimedia Commons file source / Stamp of India - 1949 - Colnect 364267 - 1 - Golden Temple Amritsar.jpeg / page 98491167,India,IMG03,sheet,main_sheet,single_anchor_record,373,2297,0,single_anchor_no_subsheet_relation
SURF-CCT2026R03717,CCT2026R03717,1949,Stamp of India - 1949 - Colnect 371619 - 1 - Bodh Gaya Temple.jpeg,Wikimedia Commons file source / Stamp of India - 1949 - Colnect 371619 - 1 - Bodh Gaya Temple.jpeg / page 98491181,India,IMG03,sheet,main_sheet,single_anchor_record,361,2289,0,single_anchor_no_subsheet_relation
SURF-CCT2026R03718,CCT2026R03718,1949,Stamp of India - 1949 - Colnect 371620 - 1 - Taj Mahal Agra.jpeg,Wikimedia Commons file source / Stamp of India - 1949 - Colnect 371620 - 1 - Taj Mahal Agra.jpeg / page 98491192,India,IMG03,sheet,main_sheet,single_anchor_record,357,2284,0,single_anchor_no_subsheet_relation
SURF-CCT2026R03719,CCT2026R03719,1949,Stamp of India - 1949 - Colnect 371621 - 1 - Qutb Minar Delhi.jpeg,Wikimedia Commons file source / Stamp of India - 1949 - Colnect 371621 - 1 - Qutb Minar Delhi.jpeg / page 98491205,India,IMG03,sheet,main_sheet,single_anchor_record,361,2288,0,single_anchor_no_subsheet_relation
SURF-CCT2026R03720,CCT2026R03720,1949,Stamp of India - 1949 - Colnect 986251 - 1 - Ajanta Panel.jpeg,Wikimedia Commons file source / Stamp of India - 1949 - Colnect 986251 - 1 - Ajanta Panel.jpeg / page 98491219,India,IMG03,sheet,main_sheet,single_anchor_record,353,2275,0,single_anchor_no_subsheet_relation
SURF-CCT2026R03721,CCT2026R03721,1949,Stamp of India - 1949 - Colnect 986252 - 1 - Konarak Horse.jpeg,Wikimedia Commons file source / Stamp of India - 1949 - Colnect 986252 - 1 - Konarak Horse.jpeg / page 98491225,India,IMG03,sheet,main_sheet,single_anchor_record,355,2277,0,single_anchor_no_subsheet_relation
SURF-CCT2026R03722,CCT2026R03722,1949,Stamp of India - 1949 - Colnect 986253 - 1 - Trimurti.jpeg,Wikimedia Commons file source / Stamp of India - 1949 - Colnect 986253 - 1 - Trimurti.jpeg / page 98491230,India,IMG03,sheet,main_sheet,single_anchor_record,345,2271,0,single_anchor_no_subsheet_relation
SURF-CCT2026R03723,CCT2026R03723,1949,Stamp of India - 1949 - Colnect 986255 - 1 - Bodhisattva raised knee to right of stamp.jpeg,Wikimedia Commons file source / Stamp of India - 1949 - Colnect 986255 - 1 - Bodhisattva raised knee to right of stamp.jpeg / page 98491233,India,IMG03,sheet,main_sheet,single_anchor_record,411,2227,0,single_anchor_no_subsheet_relation
SURF-CCT2026R03724,CCT2026R03724,1949,Stamp of India - 1949 - Colnect 986256 - 1 - Nataraja.jpeg,Wikimedia Commons file source / Stamp of India - 1949 - Colnect 986256 - 1 - Nataraja.jpeg / page 98491237,India,IMG03,sheet,main_sheet,single_anchor_record,345,2272,0,single_anchor_no_subsheet_relation
SURF-CCT2026R03725,CCT2026R03725,1949,Stamp of India - 1949 - Colnect 986257 - 1 - Sanchi Stupa East Gate.jpeg,Wikimedia Commons file source / Stamp of India - 1949 - Colnect 986257 - 1 - Sanchi Stupa East Gate.jpeg / page 98491242,India,IMG03,sheet,main_sheet,single_anchor_record,373,2298,0,single_anchor_no_subsheet_relation
SURF-CCT2026R03726,CCT2026R03726,1949,Stamp of India - 1949 - Colnect 986258 - 1 - Bhuvanesvara.jpeg,Wikimedia Commons file source / Stamp of India - 1949 - Colnect 986258 - 1 - Bhuvanesvara.jpeg / page 98491250,India,IMG03,sheet,main_sheet,single_anchor_record,353,2277,0,single_anchor_no_subsheet_relation
SURF-CCT2026R03727,CCT2026R03727,1949,Stamp of India - 1949 - Colnect 986259 - 1 - Gol Gumbad Bijapur.jpeg,Wikimedia Commons file source / Stamp of India - 1949 - Colnect 986259 - 1 - Gol Gumbad Bijapur.jpeg / page 98491256,India,IMG03,sheet,main_sheet,single_anchor_record,365,2292,0,single_anchor_no_subsheet_relation
SURF-CCT2026R03728,CCT2026R03728,1949,Stamp of India - 1949 - Colnect 986260 - 1 - Kandraya Mahadeva Temple.jpeg,Wikimedia Commons file source / Stamp of India - 1949 - Colnect 986260 - 1 - Kandraya Mahadeva Temple.jpeg / page 98491266,India,IMG03,sheet,main_sheet,single_anchor_record,377,2304,0,single_anchor_no_subsheet_relation
SURF-CCT2026R03729,CCT2026R03729,1949,Stamp of India - 1949 - Colnect 986261 - 1 - Golden Temple Amritsar.jpeg,Wikimedia Commons file source / Stamp of India - 1949 - Colnect 986261 - 1 - Golden Temple Amritsar.jpeg / page 98491272,India,IMG03,sheet,main_sheet,single_anchor_record,373,2298,0,single_anchor_no_subsheet_relation
SURF-CCT2026R03730,CCT2026R03730,1949,Stamp of India - 1949 - Colnect 986618 - 1 - Victory Tower Chittorgarh.jpeg,Wikimedia Commons file source / Stamp of India - 1949 - Colnect 986618 - 1 - Victory Tower Chittorgarh.jpeg / page 98491279,India,IMG03,sheet,main_sheet,single_anchor_record,379,2307,0,single_anchor_no_subsheet_relation
SURF-CCT2026R03731,CCT2026R03731,1949,Stamp of India - 1949 - Colnect 986619 - 1 - Red Fort Delhi.jpeg,Wikimedia Commons file source / Stamp of India - 1949 - Colnect 986619 - 1 - Red Fort Delhi.jpeg / page 98491287,India,IMG03,sheet,main_sheet,single_anchor_record,357,2285,0,single_anchor_no_subsheet_relation
SURF-CCT2026R03732,CCT2026R03732,1949,Stamp of India - 1949 - Colnect 986620 - 1 - Taj Mahal Agra.jpeg,Wikimedia Commons file source / Stamp of India - 1949 - Colnect 986620 - 1 - Taj Mahal Agra.jpeg / page 98491295,India,IMG03,sheet,main_sheet,single_anchor_record,357,2284,0,single_anchor_no_subsheet_relation
SURF-CCT2026R03733,CCT2026R03733,1949,Stamp of India - 1949 - Colnect 986621 - 1 - Qutb Minar Delhi.jpeg,Wikimedia Commons file source / Stamp of India - 1949 - Colnect 986621 - 1 - Qutb Minar Delhi.jpeg / page 98491300,India,IMG03,sheet,main_sheet,single_anchor_record,361,2288,0,single_anchor_no_subsheet_relation
SURF-CAW2026R02284,CAW2026R02284,1949,Stamp of Indonesia - 1949 - Colnect 261146 - Numeral.jpeg,Wikimedia Commons file source / Stamp of Indonesia - 1949 - Colnect 261146 - Numeral.jpeg / page 114646186,Indonesia,IMG03,sheet,main_sheet,single_anchor_record,161,2616,0,single_anchor_no_subsheet_relation
SURF-CAW2026R02285,CAW2026R02285,1949,Stamp of Indonesia - 1949 - Colnect 261185 - Temples and Buildings - Toraja house.jpeg,Wikimedia Commons file source / Stamp of Indonesia - 1949 - Colnect 261185 - Temples and Buildings - Toraja house.jpeg / page 114647842,Indonesia,IMG03,sheet,main_sheet,single_anchor_record,296,2280,0,single_anchor_no_subsheet_relation
SURF-CAW2026R02264,CAW2026R02264,1949,Stamp of Indonesia - 1949 - Colnect 294960 - Special services Pos Udara Expres.jpeg,Wikimedia Commons file source / Stamp of Indonesia - 1949 - Colnect 294960 - Special services Pos Udara Expres.jpeg / page 114648035,Uruguay,IMG03,sheet,main_sheet,single_anchor_record,327,2317,0,single_anchor_no_subsheet_relation
SURF-CAW2026R02265,CAW2026R02265,1949,Stamp of Indonesia - 1949 - Colnect 294964 - Special services Expres.jpeg,Wikimedia Commons file source / Stamp of Indonesia - 1949 - Colnect 294964 - Special services Expres.jpeg / page 114648231,Uruguay,IMG03,sheet,main_sheet,single_anchor_record,283,2289,0,single_anchor_no_subsheet_relation
SURF-CRB2026V2R0674,CRB2026V2R0674,1949,Stamp of Indonesia - 1949 - Colnect 294969 - Blockade issues.jpeg,Wikimedia Commons file source / Stamp of Indonesia - 1949 - Colnect 294969 - Blockade issues.jpeg / page 114648441,Indonesia,IMG03,sheet,main_sheet,single_anchor_record,257,2245,0,single_anchor_no_subsheet_relation
SURF-CRG2026R1345,CRG2026R1345,1949,Stamp of Indonesia - 1949 - Colnect 377568 - Balinese dancer.jpeg,Wikimedia Commons file source / Stamp of Indonesia - 1949 - Colnect 377568 - Balinese dancer.jpeg / page 114648626,Indonesia,IMG03,sheet,main_sheet,single_anchor_record,225,2556,0,single_anchor_no_subsheet_relation
SURF-CRG2026R1346,CRG2026R1346,1949,Stamp of Indonesia - 1949 - Colnect 379283 - Harbor scene.jpeg,Wikimedia Commons file source / Stamp of Indonesia - 1949 - Colnect 379283 - Harbor scene.jpeg / page 114648655,Indonesia,IMG03,sheet,main_sheet,single_anchor_record,207,2541,0,single_anchor_no_subsheet_relation
SURF-CAW2026R02266,CAW2026R02266,1949,Stamp of Indonesia - 1949 - Colnect 466154 - 75 years Universal Postal Union UPU.jpeg,Wikimedia Commons file source / Stamp of Indonesia - 1949 - Colnect 466154 - 75 years Universal Postal Union UPU.jpeg / page 114648810,Venezuela,IMG03,sheet,main_sheet,single_anchor_record,256,2778,0,single_anchor_no_subsheet_relation
SURF-CRG2026R1347,CRG2026R1347,1949,Stamp of Indonesia - 1949 - Colnect 514436 - Metal worker - overprint Merdeka Djokjakarta 6 Juli 1949.jpeg,Wikimedia Commons file source / Stamp of Indonesia - 1949 - Colnect 514436 - Metal worker - overprint Merdeka Djokjakarta 6 Juli 1949.jpeg / page 114649240,Indonesia,IMG03,sheet,main_sheet,single_anchor_record,287,2687,0,single_anchor_no_subsheet_relation
SURF-CAW2026R02288,CAW2026R02288,1949,Stamp of Indonesia - 1949 - Colnect 515511 - Indonesian archipelago the World Postal monument in Bern an.jpeg,Wikimedia Commons file source / Stamp of Indonesia - 1949 - Colnect 515511 - Indonesian archipelago the World Postal monument in Bern an.jpeg / page 114649415,Philippines,IMG03,sheet,main_sheet,single_anchor_record,304,2670,0,single_anchor_no_subsheet_relation
SURF-CRG2026R1348,CRG2026R1348,1949,Stamp of Indonesia - 1949 - Colnect 568758 - Digits in a double circle overprinted.jpeg,Wikimedia Commons file source / Stamp of Indonesia - 1949 - Colnect 568758 - Digits in a double circle overprinted.jpeg / page 114649538,Indonesia,IMG03,sheet,main_sheet,single_anchor_record,330,2295,0,single_anchor_no_subsheet_relation
SURF-CRG2026R1349,CRG2026R1349,1949,Stamp of Indonesia - 1949 - Colnect 568759 - Digits in a double circle overprinted.jpeg,Wikimedia Commons file source / Stamp of Indonesia - 1949 - Colnect 568759 - Digits in a double circle overprinted.jpeg / page 114649592,Indonesia,IMG03,sheet,main_sheet,single_anchor_record,330,2268,0,single_anchor_no_subsheet_relation
SURF-CRG2026R1350,CRG2026R1350,1949,Stamp of Indonesia - 1949 - Colnect 568760 - Digits in a double circle overprinted.jpeg,Wikimedia Commons file source / Stamp of Indonesia - 1949 - Colnect 568760 - Digits in a double circle overprinted.jpeg / page 114649643,Indonesia,IMG03,sheet,main_sheet,single_anchor_record,330,2307,0,single_anchor_no_subsheet_relation
SURF-CRG2026R1351,CRG2026R1351,1949,Stamp of Indonesia - 1949 - Colnect 568762 - Digits in a double circle overprinted.jpeg,Wikimedia Commons file source / Stamp of Indonesia - 1949 - Colnect 568762 - Digits in a double circle overprinted.jpeg / page 114649730,Indonesia,IMG03,sheet,main_sheet,single_anchor_record,330,2280,0,single_anchor_no_subsheet_relation
SURF-CRG2026R1352,CRG2026R1352,1949,Stamp of Indonesia - 1949 - Colnect 587800 - Stamp overprint.jpeg,Wikimedia Commons file source / Stamp of Indonesia - 1949 - Colnect 587800 - Stamp overprint.jpeg / page 114650005,Indonesia,IMG03,sheet,main_sheet,single_anchor_record,313,2277,0,single_anchor_no_subsheet_relation
SURF-CRG2026R1353,CRG2026R1353,1949,Stamp of Indonesia - 1949 - Colnect 587802 - Stamp overprint.jpeg,Wikimedia Commons file source / Stamp of Indonesia - 1949 - Colnect 587802 - Stamp overprint.jpeg / page 114650118,Indonesia,IMG03,sheet,main_sheet,single_anchor_record,313,2274,0,single_anchor_no_subsheet_relation
SURF-CRG2026R1354,CRG2026R1354,1949,Stamp of Indonesia - 1949 - Colnect 587804 - Stamp overprint.jpeg,Wikimedia Commons file source / Stamp of Indonesia - 1949 - Colnect 587804 - Stamp overprint.jpeg / page 114650164,Indonesia,IMG03,sheet,main_sheet,single_anchor_record,353,2293,0,single_anchor_no_subsheet_relation
SURF-CRG2026R1355,CRG2026R1355,1949,Stamp of Indonesia - 1949 - Colnect 615547 - Batik worker.jpeg,Wikimedia Commons file source / Stamp of Indonesia - 1949 - Colnect 615547 - Batik worker.jpeg / page 114650524,Indonesia,IMG03,sheet,main_sheet,single_anchor_record,191,2533,0,single_anchor_no_subsheet_relation
SURF-CRG2026R1356,CRG2026R1356,1949,Stamp of Indonesia - 1949 - Colnect 615548 - Metal worker.jpeg,Wikimedia Commons file source / Stamp of Indonesia - 1949 - Colnect 615548 - Metal worker.jpeg / page 114650588,Indonesia,IMG03,sheet,main_sheet,single_anchor_record,191,2521,0,single_anchor_no_subsheet_relation
SURF-CRG2026R1357,CRG2026R1357,1949,Stamp of Indonesia - 1949 - Colnect 615552 - Buffalo canyon.jpeg,Wikimedia Commons file source / Stamp of Indonesia - 1949 - Colnect 615552 - Buffalo canyon.jpeg / page 114650874,Indonesia,IMG03,sheet,main_sheet,single_anchor_record,195,2562,0,single_anchor_no_subsheet_relation
SURF-CRG2026R1358,CRG2026R1358,1949,Stamp of Indonesia - 1949 - Colnect 615554 - Boy with ananas.jpeg,Wikimedia Commons file source / Stamp of Indonesia - 1949 - Colnect 615554 - Boy with ananas.jpeg / page 114650994,Indonesia,IMG03,sheet,main_sheet,single_anchor_record,197,2585,0,single_anchor_no_subsheet_relation
