query_id	split	category	query	expected_record_ids	old_top10	new_top10	old_rank	new_rank	old_success	new_success	old_count	new_count	old_ms	new_ms	notes
Q237	tuning	real_cjk_bilingual	子宫	SURF-MDA2026V2R0448	SURF-MDA2026V2R0448	SURF-MDA2026V2R0448	1	1	true	true	1	1	0.500	18.497	none
Q238	held_out	real_cjk_bilingual	闭嘴	SURF-MDA2026V2R0448	SURF-MDA2026V2R0448	SURF-MDA2026V2R0448	1	1	true	true	1	1	0.564	17.638	none
Q239	held_out	real_cjk_bilingual	no uterus	SURF-MDA2026V2R0448	SURF-MDA2026V2R0448	SURF-MDA2026V2R0448	1	1	true	true	1	1	0.828	23.934	none
Q240	held_out	real_cjk_bilingual	no opinion	SURF-MDA2026V2R0448	SURF-MDA2026V2R0448	SURF-MDA2026V2R0448	1	1	true	true	1	1	0.753	27.341	none
Q241	held_out	real_cjk_bilingual	没有 子宫	SURF-MDA2026V2R0448		SURF-MDA2026V2R0448	0	1	false	true	0	1	0.585	22.700	none
Q242	held_out	verified_no_result	zzqxjv00 nonexistent				0	0	true	true	0	0	0.455	31.527	none
Q243	held_out	verified_no_result	zzqxjv01 nonexistent				0	0	true	true	0	0	0.618	18.141	none
Q244	held_out	verified_no_result	zzqxjv02 nonexistent				0	0	true	true	0	0	0.465	24.710	none
Q245	held_out	verified_no_result	zzqxjv03 nonexistent				0	0	true	true	0	0	1.088	30.980	none
Q246	held_out	verified_no_result	zzqxjv04 nonexistent				0	0	true	true	0	0	1.749	20.728	none
Q247	held_out	verified_no_result	zzqxjv05 nonexistent				0	0	true	true	0	0	0.470	21.029	none
Q248	held_out	verified_no_result	zzqxjv06 nonexistent				0	0	true	true	0	0	0.440	22.840	none
Q249	tuning	verified_no_result	zzqxjv07 nonexistent				0	0	true	true	0	0	0.376	16.822	none
Q250	tuning	verified_no_result	zzqxjv08 nonexistent				0	0	true	true	0	0	0.399	16.600	none
Q251	held_out	verified_no_result	zzqxjv09 nonexistent				0	0	true	true	0	0	0.385	16.482	none
Q252	held_out	verified_no_result	zzqxjv10 nonexistent				0	0	true	true	0	0	0.377	16.346	none
Q253	tuning	verified_no_result	zzqxjv11 nonexistent				0	0	true	true	0	0	0.470	16.472	none
Q254	held_out	verified_no_result	zzqxjv12 nonexistent				0	0	true	true	0	0	0.401	16.283	none
Q255	held_out	verified_no_result	zzqxjv13 nonexistent				0	0	true	true	0	0	0.408	16.460	none
Q256	held_out	verified_no_result	zzqxjv14 nonexistent				0	0	true	true	0	0	0.459	16.480	none
Q257	tuning	ambiguous_short_manual	a		SURF-LOCTRACE2026R01226;SURF-LOCTRACE2026IA6E3EEBF5888A5;SURF-NBPOSTERTRACE2026V2R0054;SURF-MODERNAPITRACE2026R0041;SURF-YALEPOSTERTRACE2026V1R0087;SURF-YALEPOSTERTRACE2026V1R0100;SURF-LOCTRACE2026I35C707D64758F9;SURF-LOCTRACE2026I08D2F737AC3168;SURF-NBPOSTERTRACE2026V1R0020;SURF-VAM20K-03013	SURF-LOCTRACE2026I392176816B2A14;SURF-LOCTRACE2026R00859;SURF-LOCTRACE2026R00822;SURF-MC1930R010;SURF-LOCTRACE2026R02222;SURF-VAM20K-02784;SURF-VAM20K-00642;SURF-VAM20K-01320;SURF-ER1830R070;SURF-NBPOSTERTRACE2026V1R0028	-1	-1	false	false	4761	4775	7.363	7.042	excluded from mechanical relevance metrics
Q258	held_out	ambiguous_short_manual	an		SURF-LOCTRACE2026R01226;SURF-LOCTRACE2026IA6E3EEBF5888A5;SURF-YALEPOSTERTRACE2026V1R0087;SURF-YALEPOSTERTRACE2026V1R0100;SURF-LOCTRACE2026I35C707D64758F9;SURF-LOCTRACE2026I08D2F737AC3168;SURF-LOCTRACE2026IFF95BC25A346C6;SURF-LOCTRACE2026I1E508F0FB86560;SURF-LOCTRACE2026R01073;SURF-LOCTRACE2026R02392	SURF-VAM20K-00547;SURF-LOCTRACE2026R00538;SURF-VAM20K-02790;SURF-VAM20K-02791;SURF-VAMMODERNTRACE2026R0086;SURF-YALEPOSTERTRACE2026V1R0039;SURF-YALEPOSTERTRACE2026V1R0109;SURF-SPCTRACE2026V2R0224;SURF-YALEDESIGNTRACE2026V2R0036;SURF-HISTORICALAICTRACE2026V1R0115	-1	-1	false	false	1883	1966	2.999	13.044	excluded from mechanical relevance metrics
Q259	held_out	ambiguous_short_manual	art		SURF-YALEPOSTERTRACE2026V1R0087;SURF-YALEPOSTERTRACE2026V1R0100;SURF-LOCTRACE2026ID28A44DDAE7E5B;SURF-LOCTRACE2026R00151;SURF-CHWCONTEMP2026V1R0001;SURF-YALEPRODUCTTRACE2026V3R0128;SURF-CHWCONTEMP2026V1R0003;SURF-LOCTRACE2026IDFA79728B248D8;SURF-LOCTRACE2026I3C0202202BCA1E;SURF-LOCTRACE2026R01026	SURF-HISTORICALAICTRACE2026V1R0256;SURF-LOCTRACE2026I09FC9C664D511B;SURF-HISTORICALAICTRACE2026V1R0155;SURF-DGITRACE2026R0050;SURF-MODERNAPITRACE2026R0072;SURF-LOCTRACE2026I48FCC4B5FD17FF;SURF-MODERNAPITRACE2026R0115;SURF-LOCTRACE2026I0769AF78728E02;SURF-LOCTRACE2026R02087;SURF-LOCTRACE2026R02036	-1	-1	false	false	421	433	1.094	14.432	excluded from mechanical relevance metrics
Q260	tuning	ambiguous_short_manual	design		SURF-NBPOSTERTRACE2026V1R0020;SURF-VAM20K-02958;SURF-MC1930R023;SURF-MC1930R024;SURF-MC1930R025;SURF-MODERNAPITRACE2026R0159;SURF-MODERNAPITRACE2026R0010;SURF-CHWCONTEMP2026V1R0004;SURF-HISTORICALAICTRACE2026V1R0175;SURF-HISTORICALAICTRACE2026V1R0192	SURF-NBPOSTERTRACE2026V1R0095;SURF-MODERNAPITRACE2026R0058;SURF-MODERNAPITRACE2026R0053;SURF-NBPOSTERTRACE2026V1R0118;SURF-MODERNAPITRACE2026R0159;SURF-MODERNAPITRACE2026R0010;SURF-CHWCONTEMP2026V1R0004;SURF-NBPOSTERTRACE2026V1R0020;SURF-HISTORICALAICTRACE2026V1R0175;SURF-HISTORICALAICTRACE2026V1R0192	-1	-1	false	false	44	44	0.826	42.260	excluded from mechanical relevance metrics
Q261	held_out	ambiguous_short_manual	poster		SURF-MODERNAPITRACE2026R0041;SURF-VAM20K-03013;SURF-MODERNAPITRACE2026R0064;SURF-LOCTRACE2026R02567;SURF-LOCTRACE2026R01090;SURF-LOCTRACE2026R00734;SURF-LOCTRACE2026R02357;SURF-LOCTRACE2026R01643;SURF-LOCTRACE2026R01708;SURF-LOCTRACE2026R02599	SURF-VAM20K-02597;SURF-MC1930R009;SURF-MC1930R088;SURF-VAM20K-00016;SURF-VAM20K-00076;SURF-VAM20K-00139;SURF-VAM20K-00180;SURF-VAM20K-00209;SURF-VAM20K-00215;SURF-VAM20K-00233	-1	-1	false	false	486	488	0.772	39.593	excluded from mechanical relevance metrics
Q262	held_out	ambiguous_short_manual	the		SURF-LOCTRACE2026IA6E3EEBF5888A5;SURF-YALEPOSTERTRACE2026V1R0087;SURF-YALEPOSTERTRACE2026V1R0100;SURF-LOCTRACE2026I35C707D64758F9;SURF-LOCTRACE2026I08D2F737AC3168;SURF-LOCTRACE2026R00151;SURF-MDA2026V2R0451;SURF-LOCTRACE2026R01740;SURF-YALEPRODUCTTRACE2026V3R0128;SURF-CHWCONTEMP2026V1R0003	SURF-LOCTRACE2026I462BBF342EBDF2;SURF-LOCTRACE2026I48C800AB78EC10;SURF-LOCTRACE2026IDC5907292B17BE;SURF-LOCTRACE2026I2FC14288D42641;SURF-NBPOSTERTRACE2026V1R0232;SURF-VAM20K-01560;SURF-LOCTRACE2026IED4398FA6AB261;SURF-VAM20K-02546;SURF-MODERNAPITRACE2026R0017;SURF-LOCTRACE2026IF08DE4D058CFA4	-1	-1	false	false	1302	1320	1.707	11.553	excluded from mechanical relevance metrics
Q263	held_out	ambiguous_short_manual	new		SURF-HISTORICALAICTRACE2026V1R0170;SURF-LOCTRACE2026R01949;SURF-LOCTRACE2026R01712;SURF-LOCTRACE2026R01724;SURF-LOCTRACE2026R02065;SURF-LOCYEAR2026V1R0003;SURF-LOCTRACE2026I6004A052DA53E9;SURF-LOCTRACE2026R01961;SURF-LOCTRACE2026IDDFA74950A21D2;SURF-LOCTRACE2026I6143DD49CD2931	SURF-LOCTRACE2026R00968;SURF-LOCTRACE2026R01660;SURF-HISTORICALAICTRACE2026V1R0170;SURF-HISTORICALAICTRACE2026V1R0229;SURF-HISTORICALAICTRACE2026V1R0151;SURF-LOCTRACE2026R00027;SURF-MODERNAPITRACE2026R0214;SURF-VAM20K-00579;SURF-VAM20K-02271;SURF-VAMMODERNTRACE2026R0127	-1	-1	false	false	137	146	0.995	13.977	excluded from mechanical relevance metrics
Q264	held_out	ambiguous_short_manual	1		SURF-NBPOSTERTRACE2026V2R0054;SURF-YALEPOSTERTRACE2026V1R0100;SURF-LOCTRACE2026IFF95BC25A346C6;SURF-LOCTRACE2026R01073;SURF-NBPOSTERTRACE2026V1R0314;SURF-MODERNAPITRACE2026R0064;SURF-LOCTRACE2026R01301;SURF-LOCTRACE2026I10FB11C5387618;SURF-LOCTRACE2026R01026;SURF-LOCYEAR2026V1R0001	SURF-LOCTRACE2026ID489D71D4FF22E;SURF-LOCTRACE2026I26EBBD7BA27C98;SURF-LOCTRACE2026I2F296324135CE6;SURF-LOCTRACE2026R01399;SURF-BNDCLTRACE2026V1R0068;SURF-YALEPOSTERTRACE2026V1R0025;SURF-LOCTRACE2026I9B0FFB768FCB96;SURF-LOCTRACE2026I15B5F2CE0267A3;SURF-YALEDESIGNTRACE2026V2R0117;SURF-LOCTRACE2026IF443B909080CBA	-1	-1	false	false	3392	3392	2.428	8.518	excluded from mechanical relevance metrics
Q265	tuning	ambiguous_short_manual	i		SURF-LOCTRACE2026R01226;SURF-LOCTRACE2026IA6E3EEBF5888A5;SURF-NBPOSTERTRACE2026V2R0054;SURF-YALEPOSTERTRACE2026V1R0087;SURF-YALEPOSTERTRACE2026V1R0100;SURF-LOCTRACE2026I35C707D64758F9;SURF-NBPOSTERTRACE2026V2R0119;SURF-LOCTRACE2026I08D2F737AC3168;SURF-NBPOSTERTRACE2026V1R0020;SURF-VAM20K-03013	SURF-NBPOSTERTRACE2026V1R0317;SURF-LOCTRACE2026R01975;SURF-MDA2026V2R0434;SURF-LOCTRACE2026I4EA86284D18D6D;SURF-NBPOSTERTRACE2026V1R0147;SURF-LOCTRACE2026IF47F4CE145A4A9;SURF-VAMMODERNTRACE2026R0140;SURF-LOCTRACE2026R00827;SURF-LOCTRACE2026R00484;SURF-LOCTRACE2026R02067	-1	-1	false	false	4464	4466	5.807	5.351	excluded from mechanical relevance metrics
Q266	held_out	ambiguous_short_manual	de		SURF-LOCTRACE2026R01226;SURF-YALEPOSTERTRACE2026V1R0100;SURF-LOCTRACE2026I08D2F737AC3168;SURF-NBPOSTERTRACE2026V1R0020;SURF-VAM20K-02958;SURF-LOCTRACE2026ID28A44DDAE7E5B;SURF-LOCTRACE2026I1E508F0FB86560;SURF-LOCTRACE2026R01073;SURF-LOCTRACE2026R00151;SURF-LOCTRACE2026IEF809E4957A870	SURF-NBPOSTERTRACE2026V2R0164;SURF-LOCTRACE2026R00518;SURF-NBPOSTERTRACE2026V1R0052;SURF-VAMMODERNTRACE2026R0180;SURF-YALEPOSTERTRACE2026V1R0104;SURF-YALEPOSTERTRACE2026V1R0051;SURF-YALEPOSTERTRACE2026V1R0049;SURF-YALEPOSTERTRACE2026V1R0050;SURF-YALEPOSTERTRACE2026V1R0105;SURF-YALEPOSTERTRACE2026V1R0106	-1	-1	false	false	1535	1565	1.943	9.655	excluded from mechanical relevance metrics
Q267	held_out	ambiguous_short_manual	la		SURF-LOCTRACE2026R01226;SURF-LOCTRACE2026IA6E3EEBF5888A5;SURF-NBPOSTERTRACE2026V2R0054;SURF-MODERNAPITRACE2026R0041;SURF-YALEPOSTERTRACE2026V1R0087;SURF-YALEPOSTERTRACE2026V1R0100;SURF-LOCTRACE2026IFF95BC25A346C6;SURF-LOCTRACE2026R00151;SURF-LOCTRACE2026IEF809E4957A870;SURF-LOCTRACE2026I7865D42E106895	SURF-LOCTRACE2026R00541;SURF-SPCTRACE2026V2R0199;SURF-LOCTRACE2026R01243;SURF-LOCTRACE2026R01244;SURF-SPCTRACE2026V2R0204;SURF-LOCTRACE2026R00355;SURF-LOCTRACE2026I61C61C5C906E4A;SURF-VAM20K-03254;SURF-LOCTRACE2026R00367;SURF-LOCTRACE2026R01557	-1	-1	false	false	1096	1205	1.894	10.547	excluded from mechanical relevance metrics
Q268	held_out	ambiguous_short_manual	modern		SURF-LOCTRACE2026I5F48D448A80252;SURF-HISTORICALAICTRACE2026V1R0052;SURF-LOCTRACE2026R00599;SURF-LOCTRACE2026R00604;SURF-MODERNAPITRACE2026R0206;SURF-NBPOSTERTRACE2026V2R0164;SURF-DGITRACE2026R0089;SURF-NMKTRACE2026R00514;SURF-YALEPRODUCTTRACE2026V3R0067;SURF-HISTORICALAICTRACE2026V1R0176	SURF-YALEPRODUCTTRACE2026V3R0067;SURF-HISTORICALAICTRACE2026V1R0176;SURF-MODERNAPITRACE2026R0188;SURF-LOCTRACE2026I5F48D448A80252;SURF-HISTORICALAICTRACE2026V1R0248;SURF-HISTORICALAICTRACE2026V1R0144;SURF-HISTORICALAICTRACE2026V1R0052;SURF-LOCTRACE2026R00599;SURF-LOCTRACE2026R00604;SURF-MODERNAPITRACE2026R0206	-1	-1	false	false	21	21	0.822	42.225	excluded from mechanical relevance metrics
Q269	held_out	ambiguous_short_manual	book		SURF-YALEDESIGNTRACE2026V2R0176;SURF-LOCTRACE2026IC65A55CC7C8217;SURF-SPCBTRACE2026V1R0450;SURF-MC1930R010;SURF-SPCBTRACE2026V1R0441;SURF-SPCBTRACE2026V1R0439;SURF-YALEPRODUCTTRACE2026V3R0003;SURF-YALEPRODUCTTRACE2026V3R0004;SURF-LOCTRACE2026R02542;SURF-YALEPRODUCTTRACE2026V3R0005	SURF-YALEDESIGNTRACE2026V2R0118;SURF-CHWCONTEMP2026V1R0070;SURF-LOCTRACE2026I7ED0CDFE3A485A;SURF-SPCBTRACE2026V1R0450;SURF-MC1930R010;SURF-SPCBTRACE2026V1R0441;SURF-SPCBTRACE2026V1R0439;SURF-YALEPRODUCTTRACE2026V3R0003;SURF-YALEPRODUCTTRACE2026V3R0004;SURF-LOCTRACE2026R02542	-1	-1	false	false	47	68	0.548	39.203	excluded from mechanical relevance metrics
Q270	held_out	ambiguous_short_manual	type		SURF-NBPOSTERTRACE2026V2R0002;SURF-NBPOSTERTRACE2026V2R0194;SURF-YALEDESIGNTRACE2026V2R0009;SURF-YALEDESIGNTRACE2026V2R0050;SURF-HISTORICALAICTRACE2026V1R0191;SURF-HISTORICALAICTRACE2026V1R0189;SURF-YRGAP-REGION-0033	SURF-HISTORICALAICTRACE2026V1R0191;SURF-HISTORICALAICTRACE2026V1R0189;SURF-YRGAP-REGION-0033;SURF-NBPOSTERTRACE2026V2R0002;SURF-NBPOSTERTRACE2026V2R0194;SURF-YALEDESIGNTRACE2026V2R0009;SURF-YALEDESIGNTRACE2026V2R0050;SURF-LOCTRACE2026I38D5CA7B499148;SURF-LOCTRACE2026I35A8BB0E313315;SURF-LOCTRACE2026I637BDCBBA79CBE	-1	-1	false	false	7	13	0.726	40.996	excluded from mechanical relevance metrics
Q271	held_out	ambiguous_short_manual	x		SURF-VAMMODERNTRACE2026R0058;SURF-LOCTRACE2026IFF95BC25A346C6;SURF-LOCTRACE2026I7865D42E106895;SURF-NBPOSTERTRACE2026V1R0174;SURF-CHWCONTEMP2026V1R0003;SURF-LOCTRACE2026R02074;SURF-LOCTRACE2026R00983;SURF-LOCTRACE2026R02530;SURF-LOCTRACE2026R00793;SURF-LOCTRACE2026R01924	SURF-LOCTRACE2026R00517;SURF-BNDCLTRACE2026V1R0097;SURF-YALEPOSTERTRACE2026V1R0090;SURF-LOCTRACE2026I46BA1A31CD9EFE;SURF-MODERNAPITRACE2026R0135;SURF-LOCTRACE2026R02374;SURF-LOCTRACE2026I336DD2617BBB1A;SURF-BNDCLTRACE2026V1R0096;SURF-LOCTRACE2026ICEF80AC93EE038;SURF-LOCTRACE2026I57858FA9BAF898	-1	-1	false	false	353	353	0.654	9.036	excluded from mechanical relevance metrics
