table_schema	table_name	catalog_kind	constraint_name	definition	columns	referenced_schema	referenced_table	referenced_columns	deferrable	initially_deferred	trigger_function	trigger_events	expected_event_count	table_indexes	referenced_indexes	child_fk_leading_index_covered	pre_remediation_complexity	risk_priority
release	research_release_claim	FOREIGN_KEY	research_release_claim_claim_id_fkey	FOREIGN KEY (claim_id) REFERENCES research.claim(claim_id) ON DELETE RESTRICT	claim_id	research	claim	claim_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX research_release_claim_pkey ON release.research_release_claim USING btree (research_release_id, claim_id) || CREATE UNIQUE INDEX research_release_claim_research_release_id_claim_urn_key ON release.research_release_claim USING btree (research_release_id, claim_urn) || CREATE UNIQUE INDEX research_release_claim_research_release_id_claim_revision_i_key ON release.research_release_claim USING btree (research_release_id, claim_revision_id)	CREATE UNIQUE INDEX claim_pkey ON research.claim USING btree (claim_id) || CREATE UNIQUE INDEX claim_claim_urn_key ON research.claim USING btree (claim_urn)	f	INDEX_PROBE	P2
release	research_release_claim	FOREIGN_KEY	research_release_claim_claim_review_decision_id_fkey	FOREIGN KEY (claim_review_decision_id) REFERENCES research.claim_review_decision(claim_review_decision_id) ON DELETE RESTRICT	claim_review_decision_id	research	claim_review_decision	claim_review_decision_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX research_release_claim_pkey ON release.research_release_claim USING btree (research_release_id, claim_id) || CREATE UNIQUE INDEX research_release_claim_research_release_id_claim_urn_key ON release.research_release_claim USING btree (research_release_id, claim_urn) || CREATE UNIQUE INDEX research_release_claim_research_release_id_claim_revision_i_key ON release.research_release_claim USING btree (research_release_id, claim_revision_id)	CREATE UNIQUE INDEX claim_review_decision_pkey ON research.claim_review_decision USING btree (claim_review_decision_id) || CREATE UNIQUE INDEX claim_review_decision_supersedes_decision_id_key ON research.claim_review_decision USING btree (supersedes_decision_id)	f	INDEX_PROBE	P2
release	research_release_claim	FOREIGN_KEY	research_release_claim_claim_revision_id_fkey	FOREIGN KEY (claim_revision_id) REFERENCES research.claim_revision(claim_revision_id) ON DELETE RESTRICT	claim_revision_id	research	claim_revision	claim_revision_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX research_release_claim_pkey ON release.research_release_claim USING btree (research_release_id, claim_id) || CREATE UNIQUE INDEX research_release_claim_research_release_id_claim_urn_key ON release.research_release_claim USING btree (research_release_id, claim_urn) || CREATE UNIQUE INDEX research_release_claim_research_release_id_claim_revision_i_key ON release.research_release_claim USING btree (research_release_id, claim_revision_id)	CREATE UNIQUE INDEX claim_revision_pkey ON research.claim_revision USING btree (claim_revision_id) || CREATE UNIQUE INDEX claim_revision_claim_id_revision_number_key ON research.claim_revision USING btree (claim_id, revision_number) || CREATE UNIQUE INDEX claim_revision_claim_id_claim_revision_id_key ON research.claim_revision USING btree (claim_id, claim_revision_id) || CREATE INDEX claim_revision_status_idx ON research.claim_revision USING btree (status, epistemic_class_id, claimant_agent_id) || CREATE INDEX claim_revision_supersedes_idx ON research.claim_revision USING btree (supersedes_claim_revision_id) || CREATE UNIQUE INDEX claim_revision_one_successor ON research.claim_revision USING btree (supersedes_claim_revision_id)	f	INDEX_PROBE	P2
release	research_release_claim	FOREIGN_KEY	research_release_claim_research_release_id_fkey	FOREIGN KEY (research_release_id) REFERENCES release.research_release(research_release_id) ON DELETE RESTRICT	research_release_id	release	research_release	research_release_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX research_release_claim_pkey ON release.research_release_claim USING btree (research_release_id, claim_id) || CREATE UNIQUE INDEX research_release_claim_research_release_id_claim_urn_key ON release.research_release_claim USING btree (research_release_id, claim_urn) || CREATE UNIQUE INDEX research_release_claim_research_release_id_claim_revision_i_key ON release.research_release_claim USING btree (research_release_id, claim_revision_id)	CREATE UNIQUE INDEX research_release_pkey ON release.research_release USING btree (research_release_id) || CREATE UNIQUE INDEX research_release_release_token_key ON release.research_release USING btree (release_token) || CREATE UNIQUE INDEX research_release_research_release_id_manifest_sha256_key ON release.research_release USING btree (research_release_id, manifest_sha256) || CREATE INDEX research_release_state_idx ON release.research_release USING btree (release_state, created_at)	t	INDEX_PROBE	P2
release	research_release_claim_evidence	FOREIGN_KEY	research_claim_evidence_item_fk	FOREIGN KEY (evidence_item_id) REFERENCES provenance.evidence_item(evidence_item_id) ON DELETE RESTRICT	evidence_item_id	provenance	evidence_item	evidence_item_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX research_release_claim_evidence_pkey ON release.research_release_claim_evidence USING btree (research_release_id, claim_revision_id, evidence_item_id, evidence_role) || CREATE INDEX research_claim_evidence_asset_idx ON release.research_release_claim_evidence USING btree (research_release_id, source_asset_id, source_record_id)	CREATE UNIQUE INDEX evidence_item_pkey ON provenance.evidence_item USING btree (evidence_item_id) || CREATE INDEX evidence_item_source_record_idx ON provenance.evidence_item USING btree (source_record_id) || CREATE INDEX evidence_item_content_hash_idx ON provenance.evidence_item USING btree (content_sha256) || CREATE INDEX evidence_item_supersedes_idx ON provenance.evidence_item USING btree (supersedes_evidence_item_id) || CREATE UNIQUE INDEX evidence_item_source_identity_unique ON provenance.evidence_item USING btree (source_asset_id, source_version_id, source_record_id, locator_scheme, internal_locator, span_start, span_end, content_sha256) NULLS NOT DISTINCT || CREATE UNIQUE INDEX evidence_item_source_triplet_unique ON provenance.evidence_item USING btree (evidence_item_id, source_asset_id, source_version_id)	f	INDEX_PROBE	P2
release	research_release_claim_evidence	FOREIGN_KEY	research_claim_evidence_item_source_fk	FOREIGN KEY (evidence_item_id, source_asset_id, source_version_id) REFERENCES provenance.evidence_item(evidence_item_id, source_asset_id, source_version_id) ON DELETE RESTRICT	evidence_item_id,source_asset_id,source_version_id	provenance	evidence_item	evidence_item_id,source_asset_id,source_version_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX research_release_claim_evidence_pkey ON release.research_release_claim_evidence USING btree (research_release_id, claim_revision_id, evidence_item_id, evidence_role) || CREATE INDEX research_claim_evidence_asset_idx ON release.research_release_claim_evidence USING btree (research_release_id, source_asset_id, source_record_id)	CREATE UNIQUE INDEX evidence_item_pkey ON provenance.evidence_item USING btree (evidence_item_id) || CREATE INDEX evidence_item_source_record_idx ON provenance.evidence_item USING btree (source_record_id) || CREATE INDEX evidence_item_content_hash_idx ON provenance.evidence_item USING btree (content_sha256) || CREATE INDEX evidence_item_supersedes_idx ON provenance.evidence_item USING btree (supersedes_evidence_item_id) || CREATE UNIQUE INDEX evidence_item_source_identity_unique ON provenance.evidence_item USING btree (source_asset_id, source_version_id, source_record_id, locator_scheme, internal_locator, span_start, span_end, content_sha256) NULLS NOT DISTINCT || CREATE UNIQUE INDEX evidence_item_source_triplet_unique ON provenance.evidence_item USING btree (evidence_item_id, source_asset_id, source_version_id)	f	INDEX_PROBE	P2
release	research_release_claim_evidence	FOREIGN_KEY	research_claim_evidence_record_asset_fk	FOREIGN KEY (source_asset_id, source_record_id) REFERENCES raw.source_record(source_asset_id, source_record_id) ON DELETE RESTRICT	source_asset_id,source_record_id	raw	source_record	source_asset_id,source_record_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX research_release_claim_evidence_pkey ON release.research_release_claim_evidence USING btree (research_release_id, claim_revision_id, evidence_item_id, evidence_role) || CREATE INDEX research_claim_evidence_asset_idx ON release.research_release_claim_evidence USING btree (research_release_id, source_asset_id, source_record_id)	CREATE UNIQUE INDEX source_record_pkey ON raw.source_record USING btree (source_record_id) || CREATE UNIQUE INDEX source_record_occurrence_unique ON raw.source_record USING btree (source_asset_id, record_ordinal) || CREATE UNIQUE INDEX source_record_asset_identity_unique ON raw.source_record USING btree (source_asset_id, source_record_id) || CREATE INDEX source_record_legacy_id_idx ON raw.source_record USING btree (legacy_source_record_id) || CREATE INDEX source_record_fingerprint_idx ON raw.source_record USING btree (raw_fingerprint)	f	INDEX_PROBE	P2
release	research_release_claim_evidence	FOREIGN_KEY	research_claim_evidence_source_version_asset_fk	FOREIGN KEY (source_version_id, source_asset_id) REFERENCES provenance.source_version(source_version_id, source_asset_id) ON DELETE RESTRICT	source_version_id,source_asset_id	provenance	source_version	source_version_id,source_asset_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX research_release_claim_evidence_pkey ON release.research_release_claim_evidence USING btree (research_release_id, claim_revision_id, evidence_item_id, evidence_role) || CREATE INDEX research_claim_evidence_asset_idx ON release.research_release_claim_evidence USING btree (research_release_id, source_asset_id, source_record_id)	CREATE UNIQUE INDEX source_version_pkey ON provenance.source_version USING btree (source_version_id) || CREATE UNIQUE INDEX source_version_source_document_id_version_token_key ON provenance.source_version USING btree (source_document_id, version_token) || CREATE UNIQUE INDEX source_version_source_document_id_content_sha256_byte_lengt_key ON provenance.source_version USING btree (source_document_id, content_sha256, byte_length) || CREATE INDEX source_version_supersedes_idx ON provenance.source_version USING btree (supersedes_source_version_id) || CREATE UNIQUE INDEX source_version_asset_identity_unique ON provenance.source_version USING btree (source_version_id, source_asset_id)	f	INDEX_PROBE	P2
release	research_release_claim_evidence	FOREIGN_KEY	research_release_claim_eviden_research_release_id_claim_re_fkey	FOREIGN KEY (research_release_id, claim_revision_id) REFERENCES release.research_release_claim(research_release_id, claim_revision_id) ON DELETE RESTRICT	research_release_id,claim_revision_id	release	research_release_claim	research_release_id,claim_revision_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX research_release_claim_evidence_pkey ON release.research_release_claim_evidence USING btree (research_release_id, claim_revision_id, evidence_item_id, evidence_role) || CREATE INDEX research_claim_evidence_asset_idx ON release.research_release_claim_evidence USING btree (research_release_id, source_asset_id, source_record_id)	CREATE UNIQUE INDEX research_release_claim_pkey ON release.research_release_claim USING btree (research_release_id, claim_id) || CREATE UNIQUE INDEX research_release_claim_research_release_id_claim_urn_key ON release.research_release_claim USING btree (research_release_id, claim_urn) || CREATE UNIQUE INDEX research_release_claim_research_release_id_claim_revision_i_key ON release.research_release_claim USING btree (research_release_id, claim_revision_id)	t	INDEX_PROBE	P2
release	research_release_corpus_member	FOREIGN_KEY	research_release_corpus_membe_research_release_id_archive__fkey	FOREIGN KEY (research_release_id, archive_object_id) REFERENCES release.research_release_object(research_release_id, archive_object_id) ON DELETE RESTRICT	research_release_id,archive_object_id	release	research_release_object	research_release_id,archive_object_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX research_release_corpus_member_pkey ON release.research_release_corpus_member USING btree (research_release_id, corpus_version_id, archive_object_id) || CREATE INDEX research_release_corpus_disposition_idx ON release.research_release_corpus_member USING btree (research_release_id, corpus_version_id, disposition, archive_object_id)	CREATE UNIQUE INDEX research_release_object_pkey ON release.research_release_object USING btree (research_release_id, archive_object_id) || CREATE UNIQUE INDEX research_release_object_research_release_id_object_urn_key ON release.research_release_object USING btree (research_release_id, object_urn) || CREATE UNIQUE INDEX research_release_object_legacy_surface_uidx ON release.research_release_object USING btree (research_release_id, legacy_surface_id) WHERE (legacy_surface_id IS NOT NULL) || CREATE INDEX research_release_object_legacy_idx ON release.research_release_object USING btree (research_release_id, legacy_surface_id)	f	INDEX_PROBE	P2
release	research_release_corpus_member	FOREIGN_KEY	research_release_corpus_member_corpus_version_id_fkey	FOREIGN KEY (corpus_version_id) REFERENCES research.corpus_version(corpus_version_id) ON DELETE RESTRICT	corpus_version_id	research	corpus_version	corpus_version_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX research_release_corpus_member_pkey ON release.research_release_corpus_member USING btree (research_release_id, corpus_version_id, archive_object_id) || CREATE INDEX research_release_corpus_disposition_idx ON release.research_release_corpus_member USING btree (research_release_id, corpus_version_id, disposition, archive_object_id)	CREATE UNIQUE INDEX corpus_version_pkey ON research.corpus_version USING btree (corpus_version_id) || CREATE UNIQUE INDEX corpus_version_corpus_id_version_token_key ON research.corpus_version USING btree (corpus_id, version_token) || CREATE UNIQUE INDEX corpus_version_corpus_id_policy_sha256_key ON research.corpus_version USING btree (corpus_id, policy_sha256) || CREATE INDEX corpus_version_policy_idx ON research.corpus_version USING btree (policy_version, policy_sha256) || CREATE UNIQUE INDEX corpus_version_exact_policy_pair ON research.corpus_version USING btree (corpus_version_id, policy_sha256)	f	INDEX_PROBE	P2
release	research_release_corpus_member	FOREIGN_KEY	research_release_corpus_snapshot_fk	FOREIGN KEY (research_release_id, corpus_version_id) REFERENCES release.research_corpus_snapshot(research_release_id, corpus_version_id) ON DELETE RESTRICT	research_release_id,corpus_version_id	release	research_corpus_snapshot	research_release_id,corpus_version_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX research_release_corpus_member_pkey ON release.research_release_corpus_member USING btree (research_release_id, corpus_version_id, archive_object_id) || CREATE INDEX research_release_corpus_disposition_idx ON release.research_release_corpus_member USING btree (research_release_id, corpus_version_id, disposition, archive_object_id)	CREATE UNIQUE INDEX research_corpus_snapshot_pkey ON release.research_corpus_snapshot USING btree (research_release_id, corpus_version_id)	t	INDEX_PROBE	P2
release	research_release_manifest	FOREIGN_KEY	research_release_manifest_research_release_id_fkey	FOREIGN KEY (research_release_id) REFERENCES release.research_release(research_release_id) ON DELETE RESTRICT	research_release_id	release	research_release	research_release_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX research_release_manifest_pkey ON release.research_release_manifest USING btree (research_release_id)	CREATE UNIQUE INDEX research_release_pkey ON release.research_release USING btree (research_release_id) || CREATE UNIQUE INDEX research_release_release_token_key ON release.research_release USING btree (release_token) || CREATE UNIQUE INDEX research_release_research_release_id_manifest_sha256_key ON release.research_release USING btree (research_release_id, manifest_sha256) || CREATE INDEX research_release_state_idx ON release.research_release USING btree (release_state, created_at)	t	INDEX_PROBE	P2
release	research_release_object	FOREIGN_KEY	research_release_object_archive_object_id_fkey	FOREIGN KEY (archive_object_id) REFERENCES core.archive_object(archive_object_id) ON DELETE RESTRICT	archive_object_id	core	archive_object	archive_object_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX research_release_object_pkey ON release.research_release_object USING btree (research_release_id, archive_object_id) || CREATE UNIQUE INDEX research_release_object_research_release_id_object_urn_key ON release.research_release_object USING btree (research_release_id, object_urn) || CREATE UNIQUE INDEX research_release_object_legacy_surface_uidx ON release.research_release_object USING btree (research_release_id, legacy_surface_id) WHERE (legacy_surface_id IS NOT NULL) || CREATE INDEX research_release_object_legacy_idx ON release.research_release_object USING btree (research_release_id, legacy_surface_id)	CREATE UNIQUE INDEX archive_object_pkey ON core.archive_object USING btree (archive_object_id) || CREATE UNIQUE INDEX archive_object_urn_uidx ON core.archive_object USING btree (object_urn)	f	INDEX_PROBE	P2
release	research_release_object	FOREIGN_KEY	research_release_object_research_release_id_fkey	FOREIGN KEY (research_release_id) REFERENCES release.research_release(research_release_id) ON DELETE RESTRICT	research_release_id	release	research_release	research_release_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX research_release_object_pkey ON release.research_release_object USING btree (research_release_id, archive_object_id) || CREATE UNIQUE INDEX research_release_object_research_release_id_object_urn_key ON release.research_release_object USING btree (research_release_id, object_urn) || CREATE UNIQUE INDEX research_release_object_legacy_surface_uidx ON release.research_release_object USING btree (research_release_id, legacy_surface_id) WHERE (legacy_surface_id IS NOT NULL) || CREATE INDEX research_release_object_legacy_idx ON release.research_release_object USING btree (research_release_id, legacy_surface_id)	CREATE UNIQUE INDEX research_release_pkey ON release.research_release USING btree (research_release_id) || CREATE UNIQUE INDEX research_release_release_token_key ON release.research_release USING btree (release_token) || CREATE UNIQUE INDEX research_release_research_release_id_manifest_sha256_key ON release.research_release USING btree (research_release_id, manifest_sha256) || CREATE INDEX research_release_state_idx ON release.research_release USING btree (release_state, created_at)	t	INDEX_PROBE	P2
release	research_release_relation	FOREIGN_KEY	research_relation_spatial_fk	FOREIGN KEY (spatial_qualifier_id) REFERENCES core.place(place_id) ON DELETE RESTRICT	spatial_qualifier_id	core	place	place_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX research_release_relation_pkey ON release.research_release_relation USING btree (research_release_id, semantic_relation_id) || CREATE UNIQUE INDEX research_release_relation_research_release_id_relation_urn_key ON release.research_release_relation USING btree (research_release_id, relation_urn) || CREATE INDEX research_release_relation_subject_idx ON release.research_release_relation USING btree (research_release_id, subject_entity_id, relation_code) || CREATE INDEX research_release_relation_object_idx ON release.research_release_relation USING btree (research_release_id, object_entity_id, relation_code)	CREATE UNIQUE INDEX place_pkey ON core.place USING btree (place_id)	f	INDEX_PROBE	P2
release	research_release_relation	FOREIGN_KEY	research_relation_temporal_fk	FOREIGN KEY (temporal_qualifier_id) REFERENCES core.temporal_extent(temporal_extent_id) ON DELETE RESTRICT	temporal_qualifier_id	core	temporal_extent	temporal_extent_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX research_release_relation_pkey ON release.research_release_relation USING btree (research_release_id, semantic_relation_id) || CREATE UNIQUE INDEX research_release_relation_research_release_id_relation_urn_key ON release.research_release_relation USING btree (research_release_id, relation_urn) || CREATE INDEX research_release_relation_subject_idx ON release.research_release_relation USING btree (research_release_id, subject_entity_id, relation_code) || CREATE INDEX research_release_relation_object_idx ON release.research_release_relation USING btree (research_release_id, object_entity_id, relation_code)	CREATE UNIQUE INDEX temporal_extent_pkey ON core.temporal_extent USING btree (temporal_extent_id)	f	INDEX_PROBE	P2
release	research_release_relation	FOREIGN_KEY	research_relation_type_fk	FOREIGN KEY (relation_type_id) REFERENCES research.relation_type(relation_type_id) ON DELETE RESTRICT	relation_type_id	research	relation_type	relation_type_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX research_release_relation_pkey ON release.research_release_relation USING btree (research_release_id, semantic_relation_id) || CREATE UNIQUE INDEX research_release_relation_research_release_id_relation_urn_key ON release.research_release_relation USING btree (research_release_id, relation_urn) || CREATE INDEX research_release_relation_subject_idx ON release.research_release_relation USING btree (research_release_id, subject_entity_id, relation_code) || CREATE INDEX research_release_relation_object_idx ON release.research_release_relation USING btree (research_release_id, object_entity_id, relation_code)	CREATE UNIQUE INDEX relation_type_pkey ON research.relation_type USING btree (relation_type_id) || CREATE UNIQUE INDEX relation_type_relation_code_key ON research.relation_type USING btree (relation_code)	f	INDEX_PROBE	P2
release	research_release_relation	FOREIGN_KEY	research_release_relation_object_entity_id_fkey	FOREIGN KEY (object_entity_id) REFERENCES core.entity(entity_id) ON DELETE RESTRICT	object_entity_id	core	entity	entity_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX research_release_relation_pkey ON release.research_release_relation USING btree (research_release_id, semantic_relation_id) || CREATE UNIQUE INDEX research_release_relation_research_release_id_relation_urn_key ON release.research_release_relation USING btree (research_release_id, relation_urn) || CREATE INDEX research_release_relation_subject_idx ON release.research_release_relation USING btree (research_release_id, subject_entity_id, relation_code) || CREATE INDEX research_release_relation_object_idx ON release.research_release_relation USING btree (research_release_id, object_entity_id, relation_code)	CREATE UNIQUE INDEX entity_pkey ON core.entity USING btree (entity_id) || CREATE INDEX entity_kind_state_idx ON core.entity USING btree (entity_kind, lifecycle_state)	f	INDEX_PROBE	P2
release	research_release_relation	FOREIGN_KEY	research_release_relation_research_release_id_fkey	FOREIGN KEY (research_release_id) REFERENCES release.research_release(research_release_id) ON DELETE RESTRICT	research_release_id	release	research_release	research_release_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX research_release_relation_pkey ON release.research_release_relation USING btree (research_release_id, semantic_relation_id) || CREATE UNIQUE INDEX research_release_relation_research_release_id_relation_urn_key ON release.research_release_relation USING btree (research_release_id, relation_urn) || CREATE INDEX research_release_relation_subject_idx ON release.research_release_relation USING btree (research_release_id, subject_entity_id, relation_code) || CREATE INDEX research_release_relation_object_idx ON release.research_release_relation USING btree (research_release_id, object_entity_id, relation_code)	CREATE UNIQUE INDEX research_release_pkey ON release.research_release USING btree (research_release_id) || CREATE UNIQUE INDEX research_release_release_token_key ON release.research_release USING btree (release_token) || CREATE UNIQUE INDEX research_release_research_release_id_manifest_sha256_key ON release.research_release USING btree (research_release_id, manifest_sha256) || CREATE INDEX research_release_state_idx ON release.research_release USING btree (release_state, created_at)	t	INDEX_PROBE	P2
release	research_release_relation	FOREIGN_KEY	research_release_relation_research_release_id_supporting_c_fkey	FOREIGN KEY (research_release_id, supporting_claim_revision_id) REFERENCES release.research_release_claim(research_release_id, claim_revision_id) ON DELETE RESTRICT	research_release_id,supporting_claim_revision_id	release	research_release_claim	research_release_id,claim_revision_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX research_release_relation_pkey ON release.research_release_relation USING btree (research_release_id, semantic_relation_id) || CREATE UNIQUE INDEX research_release_relation_research_release_id_relation_urn_key ON release.research_release_relation USING btree (research_release_id, relation_urn) || CREATE INDEX research_release_relation_subject_idx ON release.research_release_relation USING btree (research_release_id, subject_entity_id, relation_code) || CREATE INDEX research_release_relation_object_idx ON release.research_release_relation USING btree (research_release_id, object_entity_id, relation_code)	CREATE UNIQUE INDEX research_release_claim_pkey ON release.research_release_claim USING btree (research_release_id, claim_id) || CREATE UNIQUE INDEX research_release_claim_research_release_id_claim_urn_key ON release.research_release_claim USING btree (research_release_id, claim_urn) || CREATE UNIQUE INDEX research_release_claim_research_release_id_claim_revision_i_key ON release.research_release_claim USING btree (research_release_id, claim_revision_id)	f	INDEX_PROBE	P2
release	research_release_relation	FOREIGN_KEY	research_release_relation_semantic_relation_id_fkey	FOREIGN KEY (semantic_relation_id) REFERENCES research.semantic_relation(semantic_relation_id) ON DELETE RESTRICT	semantic_relation_id	research	semantic_relation	semantic_relation_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX research_release_relation_pkey ON release.research_release_relation USING btree (research_release_id, semantic_relation_id) || CREATE UNIQUE INDEX research_release_relation_research_release_id_relation_urn_key ON release.research_release_relation USING btree (research_release_id, relation_urn) || CREATE INDEX research_release_relation_subject_idx ON release.research_release_relation USING btree (research_release_id, subject_entity_id, relation_code) || CREATE INDEX research_release_relation_object_idx ON release.research_release_relation USING btree (research_release_id, object_entity_id, relation_code)	CREATE UNIQUE INDEX semantic_relation_pkey ON research.semantic_relation USING btree (semantic_relation_id) || CREATE UNIQUE INDEX semantic_relation_relation_urn_key ON research.semantic_relation USING btree (relation_urn) || CREATE INDEX semantic_relation_subject_status_idx ON research.semantic_relation USING btree (subject_endpoint_id, relation_type_id, status) || CREATE INDEX semantic_relation_object_status_idx ON research.semantic_relation USING btree (object_endpoint_id, relation_type_id, status) || CREATE INDEX semantic_relation_supersedes_idx ON research.semantic_relation USING btree (supersedes_semantic_relation_id) || CREATE UNIQUE INDEX semantic_relation_current_natural_uidx ON research.semantic_relation USING btree (subject_endpoint_id, relation_type_id, object_endpoint_id) WHERE (status <> 'superseded'::research.relation_status)	f	INDEX_PROBE	P2
release	research_release_relation	FOREIGN_KEY	research_release_relation_subject_entity_id_fkey	FOREIGN KEY (subject_entity_id) REFERENCES core.entity(entity_id) ON DELETE RESTRICT	subject_entity_id	core	entity	entity_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX research_release_relation_pkey ON release.research_release_relation USING btree (research_release_id, semantic_relation_id) || CREATE UNIQUE INDEX research_release_relation_research_release_id_relation_urn_key ON release.research_release_relation USING btree (research_release_id, relation_urn) || CREATE INDEX research_release_relation_subject_idx ON release.research_release_relation USING btree (research_release_id, subject_entity_id, relation_code) || CREATE INDEX research_release_relation_object_idx ON release.research_release_relation USING btree (research_release_id, object_entity_id, relation_code)	CREATE UNIQUE INDEX entity_pkey ON core.entity USING btree (entity_id) || CREATE INDEX entity_kind_state_idx ON core.entity USING btree (entity_kind, lifecycle_state)	f	INDEX_PROBE	P2
release	research_release_relation	FOREIGN_KEY	research_release_relation_supporting_decision_id_fkey	FOREIGN KEY (supporting_decision_id) REFERENCES research.relation_review_decision(relation_review_decision_id) ON DELETE RESTRICT	supporting_decision_id	research	relation_review_decision	relation_review_decision_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX research_release_relation_pkey ON release.research_release_relation USING btree (research_release_id, semantic_relation_id) || CREATE UNIQUE INDEX research_release_relation_research_release_id_relation_urn_key ON release.research_release_relation USING btree (research_release_id, relation_urn) || CREATE INDEX research_release_relation_subject_idx ON release.research_release_relation USING btree (research_release_id, subject_entity_id, relation_code) || CREATE INDEX research_release_relation_object_idx ON release.research_release_relation USING btree (research_release_id, object_entity_id, relation_code)	CREATE UNIQUE INDEX relation_review_decision_pkey ON research.relation_review_decision USING btree (relation_review_decision_id) || CREATE UNIQUE INDEX relation_review_decision_supersedes_decision_id_key ON research.relation_review_decision USING btree (supersedes_decision_id) || CREATE INDEX relation_review_effective_idx ON research.relation_review_decision USING btree (semantic_relation_id, decided_at DESC)	f	INDEX_PROBE	P2
release	research_release_relation_evidence	FOREIGN_KEY	research_relation_evidence_item_fk	FOREIGN KEY (evidence_item_id) REFERENCES provenance.evidence_item(evidence_item_id) ON DELETE RESTRICT	evidence_item_id	provenance	evidence_item	evidence_item_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX research_release_relation_evidence_pkey ON release.research_release_relation_evidence USING btree (research_release_id, semantic_relation_id, evidence_item_id, evidence_role, evidence_basis) || CREATE INDEX research_relation_evidence_source_idx ON release.research_release_relation_evidence USING btree (research_release_id, source_asset_id, source_version_id, source_record_id)	CREATE UNIQUE INDEX evidence_item_pkey ON provenance.evidence_item USING btree (evidence_item_id) || CREATE INDEX evidence_item_source_record_idx ON provenance.evidence_item USING btree (source_record_id) || CREATE INDEX evidence_item_content_hash_idx ON provenance.evidence_item USING btree (content_sha256) || CREATE INDEX evidence_item_supersedes_idx ON provenance.evidence_item USING btree (supersedes_evidence_item_id) || CREATE UNIQUE INDEX evidence_item_source_identity_unique ON provenance.evidence_item USING btree (source_asset_id, source_version_id, source_record_id, locator_scheme, internal_locator, span_start, span_end, content_sha256) NULLS NOT DISTINCT || CREATE UNIQUE INDEX evidence_item_source_triplet_unique ON provenance.evidence_item USING btree (evidence_item_id, source_asset_id, source_version_id)	f	INDEX_PROBE	P2
release	research_release_relation_evidence	FOREIGN_KEY	research_relation_evidence_item_source_fk	FOREIGN KEY (evidence_item_id, source_asset_id, source_version_id) REFERENCES provenance.evidence_item(evidence_item_id, source_asset_id, source_version_id) ON DELETE RESTRICT	evidence_item_id,source_asset_id,source_version_id	provenance	evidence_item	evidence_item_id,source_asset_id,source_version_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX research_release_relation_evidence_pkey ON release.research_release_relation_evidence USING btree (research_release_id, semantic_relation_id, evidence_item_id, evidence_role, evidence_basis) || CREATE INDEX research_relation_evidence_source_idx ON release.research_release_relation_evidence USING btree (research_release_id, source_asset_id, source_version_id, source_record_id)	CREATE UNIQUE INDEX evidence_item_pkey ON provenance.evidence_item USING btree (evidence_item_id) || CREATE INDEX evidence_item_source_record_idx ON provenance.evidence_item USING btree (source_record_id) || CREATE INDEX evidence_item_content_hash_idx ON provenance.evidence_item USING btree (content_sha256) || CREATE INDEX evidence_item_supersedes_idx ON provenance.evidence_item USING btree (supersedes_evidence_item_id) || CREATE UNIQUE INDEX evidence_item_source_identity_unique ON provenance.evidence_item USING btree (source_asset_id, source_version_id, source_record_id, locator_scheme, internal_locator, span_start, span_end, content_sha256) NULLS NOT DISTINCT || CREATE UNIQUE INDEX evidence_item_source_triplet_unique ON provenance.evidence_item USING btree (evidence_item_id, source_asset_id, source_version_id)	f	INDEX_PROBE	P2
