ledger_id	pair_id	evidence_channel	source_id	source_kind	creator	year	title	locator	stable_url	doi	domain_alignment	review_disposition	rejection_reason	supports_active_edge	association_context	source_metadata_verified	evidence_verified
R16A-R16A-PAIR:98b04979a6519e89c5521898df28fe93108fb564fd18799d0d87e3065eaac4f9-XREF-04	R16A-PAIR:98b04979a6519e89c5521898df28fe93108fb564fd18799d0d87e3065eaac4f9	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.1201/9780429021251-10	book-chapter	Katherine A. Hughes		Typography in Design		https://doi.org/10.1201/9780429021251-10	10.1201/9780429021251-10	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:98b04979a6519e89c5521898df28fe93108fb564fd18799d0d87e3065eaac4f9-XREF-05	R16A-PAIR:98b04979a6519e89c5521898df28fe93108fb564fd18799d0d87e3065eaac4f9	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.5040/9781350075054.ch-003	other			Typography		https://doi.org/10.5040/9781350075054.ch-003	10.5040/9781350075054.ch-003	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:98cd0d92bb191bf7ba84ded8b918d85c6c4ea18ac998b40e669778c97acc06ee-XREF-01	R16A-PAIR:98cd0d92bb191bf7ba84ded8b918d85c6c4ea18ac998b40e669778c97acc06ee	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.1093/jdh/epw049	journal-article	Anders V. Munch		On the Outskirts: the Geography of Design and the Self-exoticization of Danish Design		https://doi.org/10.1093/jdh/epw049	10.1093/jdh/epw049	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:98cd0d92bb191bf7ba84ded8b918d85c6c4ea18ac998b40e669778c97acc06ee-XREF-02	R16A-PAIR:98cd0d92bb191bf7ba84ded8b918d85c6c4ea18ac998b40e669778c97acc06ee	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.18356/afa78d57-en	component			Graphic design		https://doi.org/10.18356/afa78d57-en	10.18356/afa78d57-en	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:98cd0d92bb191bf7ba84ded8b918d85c6c4ea18ac998b40e669778c97acc06ee-XREF-03	R16A-PAIR:98cd0d92bb191bf7ba84ded8b918d85c6c4ea18ac998b40e669778c97acc06ee	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.1093/jdh/16.3.260	journal-article	P. Jobling		Graphic Design History * Clean New World: Culture, Politics, and Graphic Design		https://doi.org/10.1093/jdh/16.3.260	10.1093/jdh/16.3.260	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:98cd0d92bb191bf7ba84ded8b918d85c6c4ea18ac998b40e669778c97acc06ee-XREF-04	R16A-PAIR:98cd0d92bb191bf7ba84ded8b918d85c6c4ea18ac998b40e669778c97acc06ee	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.5151/despro-icdhs2016-02_001	proceedings-article	Li-Min CHEN		The journey from self-exploration to self-identity: The evolution of contemporary Taiwanese graphic design		https://doi.org/10.5151/despro-icdhs2016-02_001	10.5151/despro-icdhs2016-02_001	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:98cd0d92bb191bf7ba84ded8b918d85c6c4ea18ac998b40e669778c97acc06ee-XREF-05	R16A-PAIR:98cd0d92bb191bf7ba84ded8b918d85c6c4ea18ac998b40e669778c97acc06ee	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.37862/aaeportal.00152.009	book-chapter			6. Women in Graphic Design History		https://doi.org/10.37862/aaeportal.00152.009	10.37862/aaeportal.00152.009	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:991b37d7fe525ce8f0c559b89e56fadfbf4c4f8c997b2a0e9c76522a872d56fb-XREF-01	R16A-PAIR:991b37d7fe525ce8f0c559b89e56fadfbf4c4f8c997b2a0e9c76522a872d56fb	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.1086/659397	journal-article	Marta Filipova		Cosi tísnivého: Surrealismus a grafický design / Uncanny: Surrealism and Graphic Design		https://doi.org/10.1086/659397	10.1086/659397	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:991b37d7fe525ce8f0c559b89e56fadfbf4c4f8c997b2a0e9c76522a872d56fb-XREF-02	R16A-PAIR:991b37d7fe525ce8f0c559b89e56fadfbf4c4f8c997b2a0e9c76522a872d56fb	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.1093/jdh/16.3.260	journal-article	P. Jobling		Graphic Design History * Clean New World: Culture, Politics, and Graphic Design		https://doi.org/10.1093/jdh/16.3.260	10.1093/jdh/16.3.260	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:991b37d7fe525ce8f0c559b89e56fadfbf4c4f8c997b2a0e9c76522a872d56fb-XREF-03	R16A-PAIR:991b37d7fe525ce8f0c559b89e56fadfbf4c4f8c997b2a0e9c76522a872d56fb	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.1093/jdh/epae031	journal-article	Özlem Savaş		Design, Displacement, Migration: Spatial and Material Histories		https://doi.org/10.1093/jdh/epae031	10.1093/jdh/epae031	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:991b37d7fe525ce8f0c559b89e56fadfbf4c4f8c997b2a0e9c76522a872d56fb-XREF-04	R16A-PAIR:991b37d7fe525ce8f0c559b89e56fadfbf4c4f8c997b2a0e9c76522a872d56fb	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.37862/aaeportal.00152.009	book-chapter			6. Women in Graphic Design History		https://doi.org/10.37862/aaeportal.00152.009	10.37862/aaeportal.00152.009	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:991b37d7fe525ce8f0c559b89e56fadfbf4c4f8c997b2a0e9c76522a872d56fb-XREF-05	R16A-PAIR:991b37d7fe525ce8f0c559b89e56fadfbf4c4f8c997b2a0e9c76522a872d56fb	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.4324/9781003194293-8	book-chapter	Livia Rezende		Reframing Modern Design as Displacement		https://doi.org/10.4324/9781003194293-8	10.4324/9781003194293-8	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:9b5f7aa8c9ff89ce9ed2b6ef404938c1f29ea55d90a72942c02102849c8d5b93-XREF-01	R16A-PAIR:9b5f7aa8c9ff89ce9ed2b6ef404938c1f29ea55d90a72942c02102849c8d5b93	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.59236/emro.v20i8a7101	journal-article	Barbara J. Walter		Graphic Means		https://doi.org/10.59236/emro.v20i8a7101	10.59236/emro.v20i8a7101	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:9b5f7aa8c9ff89ce9ed2b6ef404938c1f29ea55d90a72942c02102849c8d5b93-XREF-02	R16A-PAIR:9b5f7aa8c9ff89ce9ed2b6ef404938c1f29ea55d90a72942c02102849c8d5b93	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.1093/jdh/16.3.260	journal-article	P. Jobling		Graphic Design History * Clean New World: Culture, Politics, and Graphic Design		https://doi.org/10.1093/jdh/16.3.260	10.1093/jdh/16.3.260	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:9b5f7aa8c9ff89ce9ed2b6ef404938c1f29ea55d90a72942c02102849c8d5b93-XREF-03	R16A-PAIR:9b5f7aa8c9ff89ce9ed2b6ef404938c1f29ea55d90a72942c02102849c8d5b93	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.37862/aaeportal.00152.009	book-chapter			6. Women in Graphic Design History		https://doi.org/10.37862/aaeportal.00152.009	10.37862/aaeportal.00152.009	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:9b5f7aa8c9ff89ce9ed2b6ef404938c1f29ea55d90a72942c02102849c8d5b93-XREF-04	R16A-PAIR:9b5f7aa8c9ff89ce9ed2b6ef404938c1f29ea55d90a72942c02102849c8d5b93	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.1093/jdh/13.1.23	journal-article	Y. Suga		State Patronage of Design? The Elitism/Commercialism Battle in the General Post Office's Graphic Production		https://doi.org/10.1093/jdh/13.1.23	10.1093/jdh/13.1.23	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:9b5f7aa8c9ff89ce9ed2b6ef404938c1f29ea55d90a72942c02102849c8d5b93-XREF-05	R16A-PAIR:9b5f7aa8c9ff89ce9ed2b6ef404938c1f29ea55d90a72942c02102849c8d5b93	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.4324/9780203133194-14	book-chapter			Graphic Design		https://doi.org/10.4324/9780203133194-14	10.4324/9780203133194-14	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:9ba0fe0cb3ade157893a3160fa1a0abd1914c9ba76dc155eb131508c0300c2a5-XREF-01	R16A-PAIR:9ba0fe0cb3ade157893a3160fa1a0abd1914c9ba76dc155eb131508c0300c2a5	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.1093/jdh/16.3.260	journal-article	P. Jobling		Graphic Design History * Clean New World: Culture, Politics, and Graphic Design		https://doi.org/10.1093/jdh/16.3.260	10.1093/jdh/16.3.260	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:9ba0fe0cb3ade157893a3160fa1a0abd1914c9ba76dc155eb131508c0300c2a5-XREF-02	R16A-PAIR:9ba0fe0cb3ade157893a3160fa1a0abd1914c9ba76dc155eb131508c0300c2a5	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.4324/9780203133194-14	book-chapter			Graphic Design		https://doi.org/10.4324/9780203133194-14	10.4324/9780203133194-14	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:9ba0fe0cb3ade157893a3160fa1a0abd1914c9ba76dc155eb131508c0300c2a5-XREF-03	R16A-PAIR:9ba0fe0cb3ade157893a3160fa1a0abd1914c9ba76dc155eb131508c0300c2a5	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.37862/aaeportal.00152.009	book-chapter			6. Women in Graphic Design History		https://doi.org/10.37862/aaeportal.00152.009	10.37862/aaeportal.00152.009	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:9ba0fe0cb3ade157893a3160fa1a0abd1914c9ba76dc155eb131508c0300c2a5-XREF-04	R16A-PAIR:9ba0fe0cb3ade157893a3160fa1a0abd1914c9ba76dc155eb131508c0300c2a5	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.1093/jdh/epp041	journal-article	T. Triggs		Designing Graphic Design History		https://doi.org/10.1093/jdh/epp041	10.1093/jdh/epp041	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:9ba0fe0cb3ade157893a3160fa1a0abd1914c9ba76dc155eb131508c0300c2a5-XREF-05	R16A-PAIR:9ba0fe0cb3ade157893a3160fa1a0abd1914c9ba76dc155eb131508c0300c2a5	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.1093/jdh/epn019	journal-article	P. Jobling		Graphic Design, A New History		https://doi.org/10.1093/jdh/epn019	10.1093/jdh/epn019	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:9bb6714b401f5895e7effea4d43fd9ce1c6e8945bfd336b37f6a7ad3f9a6f953-XREF-01	R16A-PAIR:9bb6714b401f5895e7effea4d43fd9ce1c6e8945bfd336b37f6a7ad3f9a6f953	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.1093/jdh/16.3.260	journal-article	P. Jobling		Graphic Design History * Clean New World: Culture, Politics, and Graphic Design		https://doi.org/10.1093/jdh/16.3.260	10.1093/jdh/16.3.260	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:9bb6714b401f5895e7effea4d43fd9ce1c6e8945bfd336b37f6a7ad3f9a6f953-XREF-02	R16A-PAIR:9bb6714b401f5895e7effea4d43fd9ce1c6e8945bfd336b37f6a7ad3f9a6f953	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.4324/9780203133194-14	book-chapter			Graphic Design		https://doi.org/10.4324/9780203133194-14	10.4324/9780203133194-14	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:9bb6714b401f5895e7effea4d43fd9ce1c6e8945bfd336b37f6a7ad3f9a6f953-XREF-03	R16A-PAIR:9bb6714b401f5895e7effea4d43fd9ce1c6e8945bfd336b37f6a7ad3f9a6f953	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.37862/aaeportal.00152.009	book-chapter			6. Women in Graphic Design History		https://doi.org/10.37862/aaeportal.00152.009	10.37862/aaeportal.00152.009	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:9bb6714b401f5895e7effea4d43fd9ce1c6e8945bfd336b37f6a7ad3f9a6f953-XREF-04	R16A-PAIR:9bb6714b401f5895e7effea4d43fd9ce1c6e8945bfd336b37f6a7ad3f9a6f953	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.1093/jdh/epp041	journal-article	T. Triggs		Designing Graphic Design History		https://doi.org/10.1093/jdh/epp041	10.1093/jdh/epp041	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:9bb6714b401f5895e7effea4d43fd9ce1c6e8945bfd336b37f6a7ad3f9a6f953-XREF-05	R16A-PAIR:9bb6714b401f5895e7effea4d43fd9ce1c6e8945bfd336b37f6a7ad3f9a6f953	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.1093/jdh/epn019	journal-article	P. Jobling		Graphic Design, A New History		https://doi.org/10.1093/jdh/epn019	10.1093/jdh/epn019	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:9ca37a62a4add888ee512590b6a4d40e426c5f8c910f5677387870e55cf46c54-XREF-01	R16A-PAIR:9ca37a62a4add888ee512590b6a4d40e426c5f8c910f5677387870e55cf46c54	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.1093/jdh/16.3.260	journal-article	P. Jobling		Graphic Design History * Clean New World: Culture, Politics, and Graphic Design		https://doi.org/10.1093/jdh/16.3.260	10.1093/jdh/16.3.260	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:9ca37a62a4add888ee512590b6a4d40e426c5f8c910f5677387870e55cf46c54-XREF-02	R16A-PAIR:9ca37a62a4add888ee512590b6a4d40e426c5f8c910f5677387870e55cf46c54	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.37862/aaeportal.00152.009	book-chapter			6. Women in Graphic Design History		https://doi.org/10.37862/aaeportal.00152.009	10.37862/aaeportal.00152.009	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:9ca37a62a4add888ee512590b6a4d40e426c5f8c910f5677387870e55cf46c54-XREF-03	R16A-PAIR:9ca37a62a4add888ee512590b6a4d40e426c5f8c910f5677387870e55cf46c54	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.4324/9780203133194-14	book-chapter			Graphic Design		https://doi.org/10.4324/9780203133194-14	10.4324/9780203133194-14	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:9ca37a62a4add888ee512590b6a4d40e426c5f8c910f5677387870e55cf46c54-XREF-04	R16A-PAIR:9ca37a62a4add888ee512590b6a4d40e426c5f8c910f5677387870e55cf46c54	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.1093/jdh/epp041	journal-article	T. Triggs		Designing Graphic Design History		https://doi.org/10.1093/jdh/epp041	10.1093/jdh/epp041	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:9ca37a62a4add888ee512590b6a4d40e426c5f8c910f5677387870e55cf46c54-XREF-05	R16A-PAIR:9ca37a62a4add888ee512590b6a4d40e426c5f8c910f5677387870e55cf46c54	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.21326/ksdt.2009..22.001	journal-article	Hyun Shin Jo		Graphic Design History as an Introspection Process - Focused on the three points of writing graphic design history -		https://doi.org/10.21326/ksdt.2009..22.001	10.21326/ksdt.2009..22.001	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:9cd229212a57550702be72742524e644e896c45067877636fec8bbb65f8c8d71-XREF-01	R16A-PAIR:9cd229212a57550702be72742524e644e896c45067877636fec8bbb65f8c8d71	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.59236/emro.v20i8a7101	journal-article	Barbara J. Walter		Graphic Means		https://doi.org/10.59236/emro.v20i8a7101	10.59236/emro.v20i8a7101	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:9cd229212a57550702be72742524e644e896c45067877636fec8bbb65f8c8d71-XREF-02	R16A-PAIR:9cd229212a57550702be72742524e644e896c45067877636fec8bbb65f8c8d71	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.1093/jdh/16.3.260	journal-article	P. Jobling		Graphic Design History * Clean New World: Culture, Politics, and Graphic Design		https://doi.org/10.1093/jdh/16.3.260	10.1093/jdh/16.3.260	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:9cd229212a57550702be72742524e644e896c45067877636fec8bbb65f8c8d71-XREF-03	R16A-PAIR:9cd229212a57550702be72742524e644e896c45067877636fec8bbb65f8c8d71	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.37862/aaeportal.00152.009	book-chapter			6. Women in Graphic Design History		https://doi.org/10.37862/aaeportal.00152.009	10.37862/aaeportal.00152.009	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:9cd229212a57550702be72742524e644e896c45067877636fec8bbb65f8c8d71-XREF-04	R16A-PAIR:9cd229212a57550702be72742524e644e896c45067877636fec8bbb65f8c8d71	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.1093/jdh/13.1.23	journal-article	Y. Suga		State Patronage of Design? The Elitism/Commercialism Battle in the General Post Office's Graphic Production		https://doi.org/10.1093/jdh/13.1.23	10.1093/jdh/13.1.23	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:9cd229212a57550702be72742524e644e896c45067877636fec8bbb65f8c8d71-XREF-05	R16A-PAIR:9cd229212a57550702be72742524e644e896c45067877636fec8bbb65f8c8d71	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.4324/9780203133194-14	book-chapter			Graphic Design		https://doi.org/10.4324/9780203133194-14	10.4324/9780203133194-14	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:9ce7ee3ca2776ddeb774a9f3cdaff126e8f3f1b14ae0ab5f8b8eca495fc972ed-XREF-01	R16A-PAIR:9ce7ee3ca2776ddeb774a9f3cdaff126e8f3f1b14ae0ab5f8b8eca495fc972ed	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.1093/jdh/16.3.260	journal-article	P. Jobling		Graphic Design History * Clean New World: Culture, Politics, and Graphic Design		https://doi.org/10.1093/jdh/16.3.260	10.1093/jdh/16.3.260	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:9ce7ee3ca2776ddeb774a9f3cdaff126e8f3f1b14ae0ab5f8b8eca495fc972ed-XREF-02	R16A-PAIR:9ce7ee3ca2776ddeb774a9f3cdaff126e8f3f1b14ae0ab5f8b8eca495fc972ed	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.37862/aaeportal.00152.009	book-chapter			6. Women in Graphic Design History		https://doi.org/10.37862/aaeportal.00152.009	10.37862/aaeportal.00152.009	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:9ce7ee3ca2776ddeb774a9f3cdaff126e8f3f1b14ae0ab5f8b8eca495fc972ed-XREF-03	R16A-PAIR:9ce7ee3ca2776ddeb774a9f3cdaff126e8f3f1b14ae0ab5f8b8eca495fc972ed	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.4324/9780203133194-14	book-chapter			Graphic Design		https://doi.org/10.4324/9780203133194-14	10.4324/9780203133194-14	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:9ce7ee3ca2776ddeb774a9f3cdaff126e8f3f1b14ae0ab5f8b8eca495fc972ed-XREF-04	R16A-PAIR:9ce7ee3ca2776ddeb774a9f3cdaff126e8f3f1b14ae0ab5f8b8eca495fc972ed	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.1093/jdh/epp041	journal-article	T. Triggs		Designing Graphic Design History		https://doi.org/10.1093/jdh/epp041	10.1093/jdh/epp041	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
R16A-R16A-PAIR:9ce7ee3ca2776ddeb774a9f3cdaff126e8f3f1b14ae0ab5f8b8eca495fc972ed-XREF-05	R16A-PAIR:9ce7ee3ca2776ddeb774a9f3cdaff126e8f3f1b14ae0ab5f8b8eca495fc972ed	CROSSREF_DISCOVERY_METADATA	CROSSREF:DOI:10.21326/ksdt.2009..22.001	journal-article	Hyun Shin Jo		Graphic Design History as an Introspection Process - Focused on the three points of writing graphic design history -		https://doi.org/10.21326/ksdt.2009..22.001	10.21326/ksdt.2009..22.001	NOT_TEXT_VERIFIED	REJECTED_METADATA_ONLY_NOT_EVIDENCE	RESULT_METADATA_AND_SNIPPETS_ARE_NOT_LOCATOR_BEARING_SOURCE_TEXT	false		true	false
