triple_id	dimension_a	value_a_id	value_a_label	dimension_b	value_b_id	value_b_label	dimension_c	value_c_id	value_c_label	object_count	eligible_denominator	support_rate_eligible	joint_observable_denominator	support_rate_joint_observable	dimension_a_value_object_count	dimension_b_value_object_count	dimension_c_value_object_count	rarity_band	rare_candidate	diagnostic_status	signal_status	input_source	derivation_version
medium__theme__geography	medium	CTX:MEDIUM:99930bf1af62c91911b6b94ec15c10e441abcb4d5025d5ce6323e91e4d65b692	Lithographic print	theme	CTX:THEME:2e3123d820bc6a13599c60ac18b60c00c434a9a1683894a90ac2aa160faba867	World War and public-information graphics	geography	SPTGEO:627ad144a3cb31d9f0749b6fae5b6fc7221a2fe88c2cb7fea4178a97d44b1b01	United Kingdom	1	7995	0.000125078173859	7995	0.000125078173859	57	403	3214	SINGLETON	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__geography	medium	CTX:MEDIUM:99930bf1af62c91911b6b94ec15c10e441abcb4d5025d5ce6323e91e4d65b692	Lithographic print	theme	CTX:THEME:2e3123d820bc6a13599c60ac18b60c00c434a9a1683894a90ac2aa160faba867	World War and public-information graphics	geography	SPTGEO:858c03ee8dc67cb3815308c2a70d2a8076ce7c65fbdd89e183c3c449ec2454ad	Germany	1	7995	0.000125078173859	7995	0.000125078173859	57	403	427	SINGLETON	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__geography	medium	CTX:MEDIUM:99930bf1af62c91911b6b94ec15c10e441abcb4d5025d5ce6323e91e4d65b692	Lithographic print	theme	CTX:THEME:2e3123d820bc6a13599c60ac18b60c00c434a9a1683894a90ac2aa160faba867	World War and public-information graphics	geography	SPTGEO:9859d40c449b029e7a48ef3049be591b17005635749be839199ebf41b6c16275	United States	5	7995	0.000625390869293	7995	0.000625390869293	57	403	1175	COUNT_2_TO_5	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__geography	medium	CTX:MEDIUM:99930bf1af62c91911b6b94ec15c10e441abcb4d5025d5ce6323e91e4d65b692	Lithographic print	theme	CTX:THEME:384a2097e63e53fca52946a12791c9b734bd66b0b7e6032d33124a957cc07fdc	Travel and transport poster culture	geography	SPTGEO:9859d40c449b029e7a48ef3049be591b17005635749be839199ebf41b6c16275	United States	2	7995	0.000250156347717	7995	0.000250156347717	57	154	1175	COUNT_2_TO_5	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__geography	medium	CTX:MEDIUM:99930bf1af62c91911b6b94ec15c10e441abcb4d5025d5ce6323e91e4d65b692	Lithographic print	theme	CTX:THEME:d7f576d7cca2a3e95ce2b91544fdac83fbccab886611bf3cd1542ea6b1d9fe3d	Corporate identity and design systems	geography	SPTGEO:9859d40c449b029e7a48ef3049be591b17005635749be839199ebf41b6c16275	United States	4	7995	0.000500312695435	7995	0.000500312695435	57	51	1175	COUNT_2_TO_5	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__geography	medium	CTX:MEDIUM:99930bf1af62c91911b6b94ec15c10e441abcb4d5025d5ce6323e91e4d65b692	Lithographic print	theme	CTX:THEME:d7f576d7cca2a3e95ce2b91544fdac83fbccab886611bf3cd1542ea6b1d9fe3d	Corporate identity and design systems	geography	SPTGEO:a292e840b9faecf0fd352f675b1b98e6e0fcb9f3a56e47792ebbe7dd4a0cea61	Netherlands	1	7995	0.000125078173859	7995	0.000125078173859	57	51	164	SINGLETON	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__geography	medium	CTX:MEDIUM:99930bf1af62c91911b6b94ec15c10e441abcb4d5025d5ce6323e91e4d65b692	Lithographic print	theme	CTX:THEME:eb268354d0e71366fb495290bb538687d5d4be7cf5f45d7cd1b50f776bbcb1f0	Modern typography and layout	geography	SPTGEO:48f4e0fe74ed341a1562a77b83d9144c45eceeed26cc56fb8a817da6e011f0e8	Russia	1	7995	0.000125078173859	7995	0.000125078173859	57	3928	231	SINGLETON	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__geography	medium	CTX:MEDIUM:99930bf1af62c91911b6b94ec15c10e441abcb4d5025d5ce6323e91e4d65b692	Lithographic print	theme	CTX:THEME:eb268354d0e71366fb495290bb538687d5d4be7cf5f45d7cd1b50f776bbcb1f0	Modern typography and layout	geography	SPTGEO:66dd7e66b366720473e2381bd7c1625ba538cbba873b4cc7ef790c03a91373b4	Czech Republic	1	7995	0.000125078173859	7995	0.000125078173859	57	3928	8	SINGLETON	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__geography	medium	CTX:MEDIUM:99930bf1af62c91911b6b94ec15c10e441abcb4d5025d5ce6323e91e4d65b692	Lithographic print	theme	CTX:THEME:eb268354d0e71366fb495290bb538687d5d4be7cf5f45d7cd1b50f776bbcb1f0	Modern typography and layout	geography	SPTGEO:856e8df3d10caabbba5a0a57c84beb185295faa59f1610fdee7672b849b4d860	Argentina	3	7995	0.000375234521576	7995	0.000375234521576	57	3928	6	COUNT_2_TO_5	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__geography	medium	CTX:MEDIUM:99930bf1af62c91911b6b94ec15c10e441abcb4d5025d5ce6323e91e4d65b692	Lithographic print	theme	CTX:THEME:eb268354d0e71366fb495290bb538687d5d4be7cf5f45d7cd1b50f776bbcb1f0	Modern typography and layout	geography	SPTGEO:9859d40c449b029e7a48ef3049be591b17005635749be839199ebf41b6c16275	United States	5	7995	0.000625390869293	7995	0.000625390869293	57	3928	1175	COUNT_2_TO_5	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__geography	medium	CTX:MEDIUM:99930bf1af62c91911b6b94ec15c10e441abcb4d5025d5ce6323e91e4d65b692	Lithographic print	theme	CTX:THEME:edbfd0c09f5e2be9dbb9680ecf46df5e08826783f886ebe2a10cdc2a6b2e082f	Postwar exhibition and cultural posters	geography	SPTGEO:7fa25d0a42d57f51454b440a3bd0bab7cfedf7e75e7333dbb4392079331df3b2	France	1	7995	0.000125078173859	7995	0.000125078173859	57	271	224	SINGLETON	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__geography	medium	CTX:MEDIUM:99930bf1af62c91911b6b94ec15c10e441abcb4d5025d5ce6323e91e4d65b692	Lithographic print	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	geography	SPTGEO:627ad144a3cb31d9f0749b6fae5b6fc7221a2fe88c2cb7fea4178a97d44b1b01	United Kingdom	3	7995	0.000375234521576	7995	0.000375234521576	57	2957	3214	COUNT_2_TO_5	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__geography	medium	CTX:MEDIUM:99930bf1af62c91911b6b94ec15c10e441abcb4d5025d5ce6323e91e4d65b692	Lithographic print	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	geography	SPTGEO:7fa25d0a42d57f51454b440a3bd0bab7cfedf7e75e7333dbb4392079331df3b2	France	3	7995	0.000375234521576	7995	0.000375234521576	57	2957	224	COUNT_2_TO_5	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__geography	medium	CTX:MEDIUM:99930bf1af62c91911b6b94ec15c10e441abcb4d5025d5ce6323e91e4d65b692	Lithographic print	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	geography	SPTGEO:858c03ee8dc67cb3815308c2a70d2a8076ce7c65fbdd89e183c3c449ec2454ad	Germany	1	7995	0.000125078173859	7995	0.000125078173859	57	2957	427	SINGLETON	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__geography	medium	CTX:MEDIUM:99930bf1af62c91911b6b94ec15c10e441abcb4d5025d5ce6323e91e4d65b692	Lithographic print	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	geography	SPTGEO:9859d40c449b029e7a48ef3049be591b17005635749be839199ebf41b6c16275	United States	27	7995	0.00337711069418	7995	0.00337711069418	57	2957	1175	COUNT_21_TO_99	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_BOUNDED_TRIPLE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__geography	medium	CTX:MEDIUM:c2ec920670c0ba8784a146149d79753d498a4e4a0100b21c2376335fde89871d	Corporate identity record	theme	CTX:THEME:2e3123d820bc6a13599c60ac18b60c00c434a9a1683894a90ac2aa160faba867	World War and public-information graphics	geography	SPTGEO:e284c31e051c79de8d16ff51c8fb582bb4d3146aba7588db8e551314850a655b	Indonesia	1	7995	0.000125078173859	7995	0.000125078173859	11	403	79	SINGLETON	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__geography	medium	CTX:MEDIUM:c2ec920670c0ba8784a146149d79753d498a4e4a0100b21c2376335fde89871d	Corporate identity record	theme	CTX:THEME:384a2097e63e53fca52946a12791c9b734bd66b0b7e6032d33124a957cc07fdc	Travel and transport poster culture	geography	SPTGEO:9859d40c449b029e7a48ef3049be591b17005635749be839199ebf41b6c16275	United States	1	7995	0.000125078173859	7995	0.000125078173859	11	154	1175	SINGLETON	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__geography	medium	CTX:MEDIUM:c2ec920670c0ba8784a146149d79753d498a4e4a0100b21c2376335fde89871d	Corporate identity record	theme	CTX:THEME:d7f576d7cca2a3e95ce2b91544fdac83fbccab886611bf3cd1542ea6b1d9fe3d	Corporate identity and design systems	geography	SPTGEO:627ad144a3cb31d9f0749b6fae5b6fc7221a2fe88c2cb7fea4178a97d44b1b01	United Kingdom	2	7995	0.000250156347717	7995	0.000250156347717	11	51	3214	COUNT_2_TO_5	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__geography	medium	CTX:MEDIUM:c2ec920670c0ba8784a146149d79753d498a4e4a0100b21c2376335fde89871d	Corporate identity record	theme	CTX:THEME:d7f576d7cca2a3e95ce2b91544fdac83fbccab886611bf3cd1542ea6b1d9fe3d	Corporate identity and design systems	geography	SPTGEO:e284c31e051c79de8d16ff51c8fb582bb4d3146aba7588db8e551314850a655b	Indonesia	7	7995	0.000875547217011	7995	0.000875547217011	11	51	79	COUNT_6_TO_20	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__geography	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	theme	CTX:THEME:189ea23586874dfde5f2e2a09964caa4dd7a4a3f5c855d9198ec115c0342e453	Public health and social communication	geography	SPTGEO:09f324bcc7bbd3734e48ee9830402c1a450dc5f0e7c2ee5386b74257587d62f6	Nauru	6	7995	0.000750469043152	7995	0.000750469043152	7105	204	6	COUNT_6_TO_20	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__geography	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	theme	CTX:THEME:189ea23586874dfde5f2e2a09964caa4dd7a4a3f5c855d9198ec115c0342e453	Public health and social communication	geography	SPTGEO:0b8b82d6fcb8ef782591e4305c259e7bd4427e1d29212120a45ccee1040fa5fd	Hawaii	1	7995	0.000125078173859	7995	0.000125078173859	7105	204	1	SINGLETON	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__geography	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	theme	CTX:THEME:189ea23586874dfde5f2e2a09964caa4dd7a4a3f5c855d9198ec115c0342e453	Public health and social communication	geography	SPTGEO:0d6a258fddb51644fdf48df6a2a98589f75e1128ac1eed28b89aecd7afed7259	Aotearoa New Zealand	1	7995	0.000125078173859	7995	0.000125078173859	7105	204	25	SINGLETON	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__geography	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	theme	CTX:THEME:189ea23586874dfde5f2e2a09964caa4dd7a4a3f5c855d9198ec115c0342e453	Public health and social communication	geography	SPTGEO:16b1cfb38f72a39251e3e9cfbd021bc4df8072dbf978126047733f95ba1678bf	Australia	1	7995	0.000125078173859	7995	0.000125078173859	7105	204	13	SINGLETON	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__geography	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	theme	CTX:THEME:189ea23586874dfde5f2e2a09964caa4dd7a4a3f5c855d9198ec115c0342e453	Public health and social communication	geography	SPTGEO:1da9fe36cc02a62ab9f0cf9e75bcda631c880e8dede5013e27b73e4190a2cbf8	Fiji	4	7995	0.000500312695435	7995	0.000500312695435	7105	204	6	COUNT_2_TO_5	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__geography	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	theme	CTX:THEME:189ea23586874dfde5f2e2a09964caa4dd7a4a3f5c855d9198ec115c0342e453	Public health and social communication	geography	SPTGEO:22e6b81248a8ec90e55ee82b37265228b7c9da14869b0d55dd8bc9461586ba0c	Wallis and Futuna	32	7995	0.00400250156348	7995	0.00400250156348	7105	204	37	COUNT_21_TO_99	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_BOUNDED_TRIPLE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__geography	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	theme	CTX:THEME:189ea23586874dfde5f2e2a09964caa4dd7a4a3f5c855d9198ec115c0342e453	Public health and social communication	geography	SPTGEO:24ec4280a19f53859bf757b95e3f7a005c1e30a6ad56882142cde670b0fcb946	Kiribati	7	7995	0.000875547217011	7995	0.000875547217011	7105	204	8	COUNT_6_TO_20	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__geography	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	theme	CTX:THEME:189ea23586874dfde5f2e2a09964caa4dd7a4a3f5c855d9198ec115c0342e453	Public health and social communication	geography	SPTGEO:38b90fc6afc90269586919bdf81cf0a84109a64b1fabb4efe98b105bf187a824	China / Hong Kong	1	7995	0.000125078173859	7995	0.000125078173859	7105	204	163	SINGLETON	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__geography	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	theme	CTX:THEME:189ea23586874dfde5f2e2a09964caa4dd7a4a3f5c855d9198ec115c0342e453	Public health and social communication	geography	SPTGEO:420f83634b1a78aea124e40c2cf5af00554532c6ae4da7bfbf3d065b9f031e5e	Tonga	3	7995	0.000375234521576	7995	0.000375234521576	7105	204	7	COUNT_2_TO_5	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__geography	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	theme	CTX:THEME:189ea23586874dfde5f2e2a09964caa4dd7a4a3f5c855d9198ec115c0342e453	Public health and social communication	geography	SPTGEO:48f4e0fe74ed341a1562a77b83d9144c45eceeed26cc56fb8a817da6e011f0e8	Russia	2	7995	0.000250156347717	7995	0.000250156347717	7105	204	231	COUNT_2_TO_5	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__geography	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	theme	CTX:THEME:189ea23586874dfde5f2e2a09964caa4dd7a4a3f5c855d9198ec115c0342e453	Public health and social communication	geography	SPTGEO:4eedae6e82245819a7ae835d7642c804805788c7789306cd2a8d06b46e3600cb	Samoa	7	7995	0.000875547217011	7995	0.000875547217011	7105	204	8	COUNT_6_TO_20	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__geography	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	theme	CTX:THEME:189ea23586874dfde5f2e2a09964caa4dd7a4a3f5c855d9198ec115c0342e453	Public health and social communication	geography	SPTGEO:5a8be824027bd87c00d7cdbbe910b38a8e53efa687bcca5f4384ead5d035d541	Tokelau	1	7995	0.000125078173859	7995	0.000125078173859	7105	204	1	SINGLETON	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__geography	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	theme	CTX:THEME:189ea23586874dfde5f2e2a09964caa4dd7a4a3f5c855d9198ec115c0342e453	Public health and social communication	geography	SPTGEO:627ad144a3cb31d9f0749b6fae5b6fc7221a2fe88c2cb7fea4178a97d44b1b01	United Kingdom	3	7995	0.000375234521576	7995	0.000375234521576	7105	204	3214	COUNT_2_TO_5	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__geography	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	theme	CTX:THEME:189ea23586874dfde5f2e2a09964caa4dd7a4a3f5c855d9198ec115c0342e453	Public health and social communication	geography	SPTGEO:6881e1c18b705e1b91367de42838d3aee9d32ebc2054a1962fd68f282cdc62e4	Cook Islands	7	7995	0.000875547217011	7995	0.000875547217011	7105	204	12	COUNT_6_TO_20	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__geography	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	theme	CTX:THEME:189ea23586874dfde5f2e2a09964caa4dd7a4a3f5c855d9198ec115c0342e453	Public health and social communication	geography	SPTGEO:6b72316abd62365a8dd10472732bdde8860b5d384cd518a24154a027c80a8c33	Vanuatu	11	7995	0.00137585991245	7995	0.00137585991245	7105	204	18	COUNT_6_TO_20	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__geography	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	theme	CTX:THEME:189ea23586874dfde5f2e2a09964caa4dd7a4a3f5c855d9198ec115c0342e453	Public health and social communication	geography	SPTGEO:6d5e25b37567a161762d86f9340342c8a48738ad190f79d9f9d707d439dfc33d	Palau	4	7995	0.000500312695435	7995	0.000500312695435	7105	204	4	COUNT_2_TO_5	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__geography	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	theme	CTX:THEME:189ea23586874dfde5f2e2a09964caa4dd7a4a3f5c855d9198ec115c0342e453	Public health and social communication	geography	SPTGEO:6db2978ff939b8fdccd88b9487ba0a570c7c305a91de6b5e6dc3d36c8c97e041	Chile	1	7995	0.000125078173859	7995	0.000125078173859	7105	204	129	SINGLETON	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__geography	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	theme	CTX:THEME:189ea23586874dfde5f2e2a09964caa4dd7a4a3f5c855d9198ec115c0342e453	Public health and social communication	geography	SPTGEO:7682e2b64e8560dfb4b4467278b9dc71f8c15181ebe0a93f427205e0aeb673c5	Federated States of Micronesia	18	7995	0.00225140712946	7995	0.00225140712946	7105	204	22	COUNT_6_TO_20	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__geography	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	theme	CTX:THEME:189ea23586874dfde5f2e2a09964caa4dd7a4a3f5c855d9198ec115c0342e453	Public health and social communication	geography	SPTGEO:7d4e00c1c39ca8ed6783edc0b77103ddab21f9b0c1612e447ac15a193f4958cf	Austria	3	7995	0.000375234521576	7995	0.000375234521576	7105	204	77	COUNT_2_TO_5	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__geography	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	theme	CTX:THEME:189ea23586874dfde5f2e2a09964caa4dd7a4a3f5c855d9198ec115c0342e453	Public health and social communication	geography	SPTGEO:7fa25d0a42d57f51454b440a3bd0bab7cfedf7e75e7333dbb4392079331df3b2	France	1	7995	0.000125078173859	7995	0.000125078173859	7105	204	224	SINGLETON	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__geography	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	theme	CTX:THEME:189ea23586874dfde5f2e2a09964caa4dd7a4a3f5c855d9198ec115c0342e453	Public health and social communication	geography	SPTGEO:858c03ee8dc67cb3815308c2a70d2a8076ce7c65fbdd89e183c3c449ec2454ad	Germany	3	7995	0.000375234521576	7995	0.000375234521576	7105	204	427	COUNT_2_TO_5	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__geography	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	theme	CTX:THEME:189ea23586874dfde5f2e2a09964caa4dd7a4a3f5c855d9198ec115c0342e453	Public health and social communication	geography	SPTGEO:8b1c39e4bd024f7201df51af49300cd81ca33bc3363559022a2df4fd5d5d8839	Palestine / transnational	1	7995	0.000125078173859	7995	0.000125078173859	7105	204	8	SINGLETON	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
medium__theme__geography	medium	CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	Poster	theme	CTX:THEME:189ea23586874dfde5f2e2a09964caa4dd7a4a3f5c855d9198ec115c0342e453	Public health and social communication	geography	SPTGEO:9859d40c449b029e7a48ef3049be591b17005635749be839199ebf41b6c16275	United States	21	7995	0.00262664165103	7995	0.00262664165103	7105	204	1175	COUNT_21_TO_99	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_BOUNDED_TRIPLE	governed Context public projection; governed Context public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
