group_id	classification_unit	overall_disposition	rights_evidence_status	provider_policy_status	provider_mapping_status	legacy_image_state	legacy_rights_state	legacy_display_policy	rights_reviewed	has_image_frame	secondary_image_count	locator_roles	locator_hosts	locator_schemes	credit_present	license_label_present	rights_label_present	surface_count	visual_locator_occurrence_count	malformed_locator_occurrence_count	positive_rights_evidence_surface_count	member_surface_id_set_sha256	member_locator_occurrence_hash_set_sha256	representative_surface_ids	reason_codes	candidate_sha256	authority_role	recovery_reference
LVG-c19f0327c0e6bac6	candidate_surface_visual_bundle	RIGHTS_UNKNOWN	RIGHTS_UNKNOWN	POLICY_UNKNOWN	UNMAPPED_PROVIDER	IMG02	source_viewer_candidate	source_viewer_frame	false	true	0	image.url	canterburystories.nz	https	true	true	true	13	13	0	0	2f5d4e8dbcb3e8cabadbe0e0f5a608c192f81b82a24041d433c883d5dee7d30b	cf84725efba2331272b46559fdeed65e55939b95129f8b84b601d90cb4234053	SURF-DNZPOSTR077|SURF-DNZPOSTR085|SURF-DNZPOSTR086	LEGACY_RIGHTS_LABEL_IS_CANDIDATE_OR_UNREVIEWED|NO_POSITIVE_REMOTE_DISPLAY_PROOF|NO_STABLE_PROVIDER_FK_IN_CANDIDATE|NO_VERSIONED_PROVIDER_POLICY_IN_CANDIDATE	b16bb0158c3ea27cee2909e96631ab84f3c8f6d0356476e45e641eb27edb4f48	canonical_migration_input_lexical_bytes	0404c7f96f9189f576c4c5b1368061e4082e436b
LVG-c422bf42ee35cd78	candidate_surface_visual_bundle	RIGHTS_UNKNOWN	RIGHTS_UNKNOWN	POLICY_UNKNOWN	UNMAPPED_PROVIDER	IMG02	source_viewer_candidate	source_viewer_frame	false	true	0	image.url	ark.digitalcommonwealth.org	https	true	true	true	2	2	0	0	b034572778c03f480943c4d517d6833aa3d3e29d8cc115e714e7dda001ffefbe	a4434c8605b57065c5bc5a82928a77842e390fa2bf86f97fabc00601f6b4de3d	SURF-DCBPLTRACE2026V1R0001|SURF-DCBPLTRACE2026V1R0002	LEGACY_RIGHTS_LABEL_IS_CANDIDATE_OR_UNREVIEWED|NO_POSITIVE_REMOTE_DISPLAY_PROOF|NO_STABLE_PROVIDER_FK_IN_CANDIDATE|NO_VERSIONED_PROVIDER_POLICY_IN_CANDIDATE	b16bb0158c3ea27cee2909e96631ab84f3c8f6d0356476e45e641eb27edb4f48	canonical_migration_input_lexical_bytes	0404c7f96f9189f576c4c5b1368061e4082e436b
LVG-cde87629a08a3b4f	candidate_surface_visual_bundle	RIGHTS_UNKNOWN	RIGHTS_UNKNOWN	POLICY_UNKNOWN	UNMAPPED_PROVIDER	IMG03	open_candidate	open_image_frame	true	true	0	image.url	s3-eu-west-1.amazonaws.com	https	true	true	true	2	2	0	0	0daccd737c469aaae51351f995a9307f0defc4dcb410ed6f6413007d99b05489	3f33872005cefbea1d7f09c096926e005deac7d2a1a7c68b86580db4941a1873	SURF-DNZPOSTR097|SURF-DNZPOSTR115	LEGACY_RIGHTS_LABEL_IS_CANDIDATE_OR_UNREVIEWED|NO_POSITIVE_REMOTE_DISPLAY_PROOF|NO_STABLE_PROVIDER_FK_IN_CANDIDATE|NO_VERSIONED_PROVIDER_POLICY_IN_CANDIDATE	b16bb0158c3ea27cee2909e96631ab84f3c8f6d0356476e45e641eb27edb4f48	canonical_migration_input_lexical_bytes	0404c7f96f9189f576c4c5b1368061e4082e436b
LVG-def601b3faaaa3da	candidate_surface_visual_bundle	NO_VISUAL_REFERENCE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	IMG00	source_link_only	rights_empty_frame	false	true	0				true	true	true	1	0	0	0	6bc079c1b3407b56e511c6b4f3613d3ee3caf3e18e199b0cd28be92defd28f8b	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	SURF-IR1970R044	NO_EXTERNAL_VISUAL_LOCATOR	b16bb0158c3ea27cee2909e96631ab84f3c8f6d0356476e45e641eb27edb4f48	canonical_migration_input_lexical_bytes	0404c7f96f9189f576c4c5b1368061e4082e436b
LVG-f013b34d3e43b843	candidate_surface_visual_bundle	NO_VISUAL_REFERENCE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	IMG04	rights_review_required	no_image_frame	true	false	0				false	true	true	51	0	0	0	a306160293a7643c111278383a7c4c181ccd2e0e2fb9e0b9f3f0b877c8d7b75e	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	SURF-DGITRACE2026R0382|SURF-ER1830R004|SURF-ER1830R008	NO_EXTERNAL_VISUAL_LOCATOR	b16bb0158c3ea27cee2909e96631ab84f3c8f6d0356476e45e641eb27edb4f48	canonical_migration_input_lexical_bytes	0404c7f96f9189f576c4c5b1368061e4082e436b
LVG-f1a4e94691410b01	candidate_surface_visual_bundle	RIGHTS_UNKNOWN	RIGHTS_UNKNOWN	POLICY_UNKNOWN	UNMAPPED_PROVIDER	IMG02	source_viewer_candidate	source_viewer_frame	false	true	0	image.url	framemark.vam.ac.uk	https	true	true	true	344	344	0	0	94a6948fcdd19e3998b2116e689c8b25859dc11c0aff4cd2e2698704652fc8a9	1b0e62bfad556393fa204d6c9378ea682386bd27e7c7dc6863f0fb40684d2397	SURF-ER1830R001-GROUP|SURF-ER1830R002|SURF-ER1830R054	LEGACY_RIGHTS_LABEL_IS_CANDIDATE_OR_UNREVIEWED|NO_POSITIVE_REMOTE_DISPLAY_PROOF|NO_STABLE_PROVIDER_FK_IN_CANDIDATE|NO_VERSIONED_PROVIDER_POLICY_IN_CANDIDATE	b16bb0158c3ea27cee2909e96631ab84f3c8f6d0356476e45e641eb27edb4f48	canonical_migration_input_lexical_bytes	0404c7f96f9189f576c4c5b1368061e4082e436b
LVG-f1acf11c7257a227	candidate_surface_visual_bundle	RIGHTS_UNKNOWN	RIGHTS_UNKNOWN	POLICY_UNKNOWN	UNMAPPED_PROVIDER	IMG03	open_candidate	open_image_frame	true	true	0	image.url	ids.si.edu	https	true	true	true	11	11	0	0	42b2f442614bc984e740eb847504047592563e32e9d0e646f8761fe6c48eddd0	15090ac13d2357bb86afac7cb9bfd5c93543c8d6c19b01659ab10e4d7f7398b9	SURF-SI1970R001|SURF-SI1970R002|SURF-SI1970R003	LEGACY_RIGHTS_LABEL_IS_CANDIDATE_OR_UNREVIEWED|NO_POSITIVE_REMOTE_DISPLAY_PROOF|NO_STABLE_PROVIDER_FK_IN_CANDIDATE|NO_VERSIONED_PROVIDER_POLICY_IN_CANDIDATE	b16bb0158c3ea27cee2909e96631ab84f3c8f6d0356476e45e641eb27edb4f48	canonical_migration_input_lexical_bytes	0404c7f96f9189f576c4c5b1368061e4082e436b
LVG-f37525a0e90b55c6	candidate_surface_visual_bundle	RIGHTS_UNKNOWN	RIGHTS_UNKNOWN	POLICY_UNKNOWN	UNMAPPED_PROVIDER	IMG02	source_viewer_candidate	source_viewer_frame	false	true	0	image.url	www.memoriachilena.gob.cl	https	true	true	true	1	1	0	0	750b0c84e66d424235e9d9460f2ec31d57638f35e8f8153778e9d5081283d66e	8525fb5370554db4c9bf318a25e14ada8576e3ea73a96433f912534285748aad	SURF-NXS2026R006	LEGACY_RIGHTS_LABEL_IS_CANDIDATE_OR_UNREVIEWED|NO_POSITIVE_REMOTE_DISPLAY_PROOF|NO_STABLE_PROVIDER_FK_IN_CANDIDATE|NO_VERSIONED_PROVIDER_POLICY_IN_CANDIDATE	b16bb0158c3ea27cee2909e96631ab84f3c8f6d0356476e45e641eb27edb4f48	canonical_migration_input_lexical_bytes	0404c7f96f9189f576c4c5b1368061e4082e436b
LVG-f753549ba686135c	candidate_surface_visual_bundle	RIGHTS_UNKNOWN	RIGHTS_UNKNOWN	POLICY_UNKNOWN	UNMAPPED_PROVIDER	IMG02	source_viewer_candidate	source_viewer_frame	false	true	0	image.url	d3ecqbn6etsqar.cloudfront.net	https	true	true	true	3	3	0	0	6c182ee7113f924386091cbf11e1f7d7f8579e67c9e4743542e83f305d39dfa2	52060e60e1b93523a2e75a382786191d1b3b3288a929f5d87139d1ccf208da67	SURF-DNZPOSTR009|SURF-DNZPOSTR010|SURF-DNZPOSTR024	LEGACY_RIGHTS_LABEL_IS_CANDIDATE_OR_UNREVIEWED|NO_POSITIVE_REMOTE_DISPLAY_PROOF|NO_STABLE_PROVIDER_FK_IN_CANDIDATE|NO_VERSIONED_PROVIDER_POLICY_IN_CANDIDATE	b16bb0158c3ea27cee2909e96631ab84f3c8f6d0356476e45e641eb27edb4f48	canonical_migration_input_lexical_bytes	0404c7f96f9189f576c4c5b1368061e4082e436b
LVG-f7f4672695c079c7	candidate_surface_visual_bundle	RIGHTS_UNKNOWN	RIGHTS_UNKNOWN	POLICY_UNKNOWN	UNMAPPED_PROVIDER	IMG02	source_viewer_candidate	source_viewer_frame	false	true	0	image.url	www.nb.no	https	true	true	true	522	522	0	0	b70c8efe8332668c545d100348f0937cf4c6f34c867bf6aef1e26b9097e31935	8915d2d636593a7f133a239e2dabc377e8e37e1605c264cb4ea647c16c4bb99f	SURF-NBPOSTERTRACE2026V1R0001|SURF-NBPOSTERTRACE2026V1R0002|SURF-NBPOSTERTRACE2026V1R0003	LEGACY_RIGHTS_LABEL_IS_CANDIDATE_OR_UNREVIEWED|NO_POSITIVE_REMOTE_DISPLAY_PROOF|NO_STABLE_PROVIDER_FK_IN_CANDIDATE|NO_VERSIONED_PROVIDER_POLICY_IN_CANDIDATE	b16bb0158c3ea27cee2909e96631ab84f3c8f6d0356476e45e641eb27edb4f48	canonical_migration_input_lexical_bytes	0404c7f96f9189f576c4c5b1368061e4082e436b
LVG-f8d9bb42465a4b7f	candidate_surface_visual_bundle	RIGHTS_UNKNOWN	RIGHTS_UNKNOWN	POLICY_UNKNOWN	UNMAPPED_PROVIDER	IMG02	source_viewer_candidate	source_viewer_frame	false	true	0	image.url	search.malaysiadesignarchive.org	https	true	true	true	68	68	0	0	d2216d764cb9e33e590818357bd59c1656bfd7e03e07b42540e4d83739c7c6cd	d1fc58a6e784a69efc405714e4f5c40702c45d62f83e92bf8d49468af01a42bd	SURF-IAC1990R001|SURF-IAC1990R003|SURF-IAC1990R004	LEGACY_RIGHTS_LABEL_IS_CANDIDATE_OR_UNREVIEWED|NO_POSITIVE_REMOTE_DISPLAY_PROOF|NO_STABLE_PROVIDER_FK_IN_CANDIDATE|NO_VERSIONED_PROVIDER_POLICY_IN_CANDIDATE	b16bb0158c3ea27cee2909e96631ab84f3c8f6d0356476e45e641eb27edb4f48	canonical_migration_input_lexical_bytes	0404c7f96f9189f576c4c5b1368061e4082e436b
LVG-fabcffd203493ee2	candidate_surface_visual_bundle	RIGHTS_UNKNOWN	RIGHTS_UNKNOWN	POLICY_UNKNOWN	UNMAPPED_PROVIDER	IMG02	source_viewer_candidate	source_viewer_frame	false	true	0	image.url	www.bibliotecanacionaldigital.gob.cl	https	true	true	true	69	69	0	0	325265c33e40e34bdd5df3ceda5164e7f8126385d7f9e093bc99a8aa098bdca0	2e644879fad3cbe2f0ef9edd97e6f8a7000c79bce8670a53f8420779adee2f81	SURF-BNDCLDANIELGLEISER2026V2R0005|SURF-BNDCLDANIELGLEISER2026V2R0008|SURF-BNDCLDANIELGLEISER2026V2R0015	LEGACY_RIGHTS_LABEL_IS_CANDIDATE_OR_UNREVIEWED|NO_POSITIVE_REMOTE_DISPLAY_PROOF|NO_STABLE_PROVIDER_FK_IN_CANDIDATE|NO_VERSIONED_PROVIDER_POLICY_IN_CANDIDATE	b16bb0158c3ea27cee2909e96631ab84f3c8f6d0356476e45e641eb27edb4f48	canonical_migration_input_lexical_bytes	0404c7f96f9189f576c4c5b1368061e4082e436b
LVG-fb88d473c46d25e8	candidate_surface_visual_bundle	RIGHTS_UNKNOWN	RIGHTS_UNKNOWN	POLICY_UNKNOWN	UNMAPPED_PROVIDER	IMG02	source_viewer_candidate	source_viewer_frame	false	true	0	image.url	antarctica.recollect.co.nz	http	true	true	true	3	3	0	0	b740a515cb93a969309d9f1c778d7258cef431b95740164133e4799d9a6f2e9d	16d0b5e79848deda8e65534fabe45e50a6bf2962312742fd00683aa0cf356090	SURF-DNZPOSTR094|SURF-DNZPOSTR095|SURF-DNZPOSTR096	LEGACY_RIGHTS_LABEL_IS_CANDIDATE_OR_UNREVIEWED|NO_POSITIVE_REMOTE_DISPLAY_PROOF|NO_STABLE_PROVIDER_FK_IN_CANDIDATE|NO_VERSIONED_PROVIDER_POLICY_IN_CANDIDATE	b16bb0158c3ea27cee2909e96631ab84f3c8f6d0356476e45e641eb27edb4f48	canonical_migration_input_lexical_bytes	0404c7f96f9189f576c4c5b1368061e4082e436b
LVG-fe28e59f68040994	candidate_surface_visual_bundle	RIGHTS_UNKNOWN	RIGHTS_UNKNOWN	POLICY_UNKNOWN	UNMAPPED_PROVIDER	IMG02	source_viewer_candidate	source_viewer_frame	false	true	0	image.url	tessa2.lapl.org	https	true	true	true	5	5	0	0	5040c66d955793cca5ab55daf4dca6bd127c42e0fb1b9c24f6cfe4b62e287d9f	6dca7524be88937f1dafac8f1b14ee715c8a78279adb2deb67cd910ad4aa0711	SURF-SBC1970R0017|SURF-SBC1970R0018|SURF-SBC1970R0019	LEGACY_RIGHTS_LABEL_IS_CANDIDATE_OR_UNREVIEWED|NO_POSITIVE_REMOTE_DISPLAY_PROOF|NO_STABLE_PROVIDER_FK_IN_CANDIDATE|NO_VERSIONED_PROVIDER_POLICY_IN_CANDIDATE	b16bb0158c3ea27cee2909e96631ab84f3c8f6d0356476e45e641eb27edb4f48	canonical_migration_input_lexical_bytes	0404c7f96f9189f576c4c5b1368061e4082e436b
LVG-fe43e484b49e8f81	candidate_surface_visual_bundle	RIGHTS_UNKNOWN	RIGHTS_UNKNOWN	POLICY_UNKNOWN	UNMAPPED_PROVIDER	IMG02	source_viewer_candidate	source_viewer_frame	false	true	0	image.url	iiif.wellcomecollection.org	https	true	true	true	28	28	0	0	3cfea392f69868312cd992c5e614759bb1ff14e6772f8439d772a1ab5bd78275	ef4f328a3483e1cd9f5aed79a5e616383e19b62412a5e302b82dbb5ba837846e	SURF-IR1970R001|SURF-IR1970R004|SURF-IR1970R006	LEGACY_RIGHTS_LABEL_IS_CANDIDATE_OR_UNREVIEWED|NO_POSITIVE_REMOTE_DISPLAY_PROOF|NO_STABLE_PROVIDER_FK_IN_CANDIDATE|NO_VERSIONED_PROVIDER_POLICY_IN_CANDIDATE	b16bb0158c3ea27cee2909e96631ab84f3c8f6d0356476e45e641eb27edb4f48	canonical_migration_input_lexical_bytes	0404c7f96f9189f576c4c5b1368061e4082e436b
